    5
    1  0.000000e+000  3.000000e+000  3.000000e+000
    2 -1.800000e+000  2.500000e+000  2.500000e+000
    3 -3.800000e+000  2.000000e+000  2.000000e+000
    4 -4.800000e+000  1.750000e+000  1.750000e+000
    5 -7.600000e+000  1.000000e+000  1.000000e+000
   50    0    0    1 x         h         Mat  Lay      Beta           Axz            Bxz            Dxz            Temp          Conc           SConc
    1  0.000000e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -2.461206e-001 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -4.862068e-001 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -7.202585e-001 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -9.482757e-001 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -1.170259e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -1.386207e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -1.596121e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -1.800000e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -2.002986e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -2.201739e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -2.396257e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -2.586543e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -2.772594e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -2.954412e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -3.131997e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -3.305348e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -3.474466e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -3.639350e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -3.800000e+000 -7.500000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
