 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1981                                        
 Date:  21. 3.    Time:  15:17:51
 Units: L = cm   , T = days , M = mmol 



                          Node( 21)                               Node( 41)                               Node( 56)

         time        h      theta    Temp    CO2             h      theta    Temp    CO2             h      theta    Temp    CO2      
        61.020    -100.00  0.3211  15.000  0.01250       -99.99  0.3991  15.000  0.01800      -100.00  0.3991  15.000  0.01800
        61.046    -100.00  0.3211  14.998  0.01263       -99.97  0.3991  15.001  0.01801      -100.00  0.3991  15.000  0.01800
        61.080    -100.00  0.3211  14.978  0.01277       -99.93  0.3991  15.001  0.01803      -100.00  0.3991  15.000  0.01800
        61.124     -99.99  0.3211  14.892  0.01286       -99.87  0.3991  15.002  0.01805      -100.00  0.3991  15.000  0.01801
        61.181     -99.99  0.3211  14.697  0.01295       -99.80  0.3992  15.001  0.01806      -100.00  0.3991  15.000  0.01801
        61.255    -100.03  0.3211  14.450  0.01303       -99.71  0.3992  14.993  0.01802      -100.00  0.3991  15.000  0.01802
        61.348    -100.15  0.3210  14.305  0.01310       -99.60  0.3993  14.968  0.01792      -100.00  0.3991  15.000  0.01803
        61.479    -100.50  0.3208  14.476  0.01315       -99.47  0.3993  14.913  0.01776      -100.00  0.3991  14.997  0.01804
        61.652    -101.24  0.3203  15.101  0.01318       -99.31  0.3994  14.867  0.01753       -99.99  0.3991  14.988  0.01805
        61.826    -102.22  0.3196  15.546  0.01314       -99.17  0.3995  14.901  0.01729       -99.97  0.3991  14.974  0.01807
        62.000    -103.39  0.3189  15.325  0.01295       -99.08  0.3995  14.984  0.01712       -99.95  0.3991  14.967  0.01808
        62.000    -103.39  0.3189  15.325  0.01295       -99.08  0.3995  14.984  0.01712       -99.95  0.3991  14.967  0.01808
        62.200    -104.92  0.3178  14.493  0.01254       -99.03  0.3995  15.026  0.01700       -99.93  0.3991  14.972  0.01809
        62.400    -106.57  0.3167  13.862  0.01183       -99.04  0.3995  14.946  0.01682       -99.90  0.3991  14.981  0.01810
        62.600    -108.31  0.3156  13.988  0.01109       -99.11  0.3995  14.797  0.01655       -99.87  0.3991  14.977  0.01810
        62.800    -110.13  0.3144  14.372  0.01050       -99.26  0.3994  14.691  0.01622       -99.84  0.3992  14.952  0.01809
        63.000    -112.00  0.3132  14.081  0.01004       -99.47  0.3993  14.654  0.01589       -99.81  0.3992  14.917  0.01806
        63.000    -112.00  0.3132  14.081  0.01004       -99.47  0.3993  14.654  0.01589       -99.81  0.3992  14.917  0.01806
        63.200    -113.93  0.3119  13.249  0.00954       -99.74  0.3992  14.594  0.01557       -99.79  0.3992  14.882  0.01803
        63.400    -115.90  0.3106  12.847  0.00893      -100.06  0.3991  14.443  0.01522       -99.78  0.3992  14.847  0.01798
        63.600    -117.92  0.3093  13.254  0.00838      -100.44  0.3989  14.269  0.01483       -99.78  0.3992  14.799  0.01793
        63.733    -119.30  0.3086  13.694  0.00798      -100.71  0.3988  14.199  0.01442       -99.79  0.3992  14.759  0.01786
        63.822    -120.21  0.3081  13.848  0.00781      -100.90  0.3987  14.186  0.01417       -99.80  0.3992  14.730  0.01781
        64.000    -122.00  0.3072  13.611  0.00770      -101.32  0.3985  14.195  0.01401       -99.82  0.3992  14.678  0.01778
        64.000    -122.00  0.3072  13.611  0.00770      -101.32  0.3985  14.195  0.01401       -99.82  0.3992  14.678  0.01778
        64.020    -122.21  0.3071  13.541  0.00741      -101.36  0.3985  14.197  0.01372       -99.83  0.3992  14.673  0.01770
        64.040    -122.41  0.3070  13.465  0.00737      -101.41  0.3984  14.198  0.01369       -99.83  0.3992  14.668  0.01769
        64.060    -122.61  0.3069  13.383  0.00733      -101.46  0.3984  14.199  0.01365       -99.83  0.3992  14.663  0.01768
        64.080    -122.82  0.3068  13.298  0.00729      -101.51  0.3984  14.198  0.01362       -99.83  0.3992  14.658  0.01767
        64.100    -123.02  0.3067  13.210  0.00724      -101.55  0.3984  14.196  0.01359       -99.84  0.3992  14.654  0.01766
        64.120    -123.22  0.3066  13.122  0.00720      -101.60  0.3983  14.193  0.01355       -99.84  0.3992  14.650  0.01766
        64.140    -123.42  0.3065  13.034  0.00716      -101.65  0.3983  14.189  0.01352       -99.85  0.3992  14.645  0.01765
        64.160    -123.62  0.3064  12.949  0.00711      -101.70  0.3983  14.184  0.01349       -99.85  0.3992  14.641  0.01764
        64.180    -123.82  0.3063  12.867  0.00707      -101.75  0.3983  14.177  0.01345       -99.85  0.3992  14.638  0.01763
        64.206    -124.07  0.3061  12.768  0.00704      -101.82  0.3982  14.166  0.01342       -99.86  0.3992  14.633  0.01762
        64.232    -124.33  0.3060  12.681  0.00699      -101.88  0.3982  14.153  0.01337       -99.87  0.3991  14.628  0.01761
        64.258    -124.59  0.3059  12.606  0.00695      -101.95  0.3982  14.138  0.01332       -99.87  0.3991  14.623  0.01760
        64.284    -124.85  0.3057  12.548  0.00691      -102.02  0.3981  14.120  0.01327       -99.88  0.3991  14.618  0.01759
        64.318    -125.18  0.3056  12.497  0.00688      -102.10  0.3981  14.095  0.01323       -99.89  0.3991  14.612  0.01757
        64.362    -125.61  0.3053  12.477  0.00684      -102.22  0.3981  14.060  0.01316       -99.90  0.3991  14.603  0.01756
        64.406    -126.04  0.3051  12.510  0.00680      -102.34  0.3980  14.023  0.01308       -99.91  0.3991  14.593  0.01754
        64.450    -126.47  0.3049  12.593  0.00678      -102.46  0.3979  13.985  0.01299       -99.92  0.3991  14.583  0.01752
        64.505    -127.00  0.3046  12.757  0.00678      -102.61  0.3979  13.942  0.01291       -99.94  0.3991  14.569  0.01750
        64.560    -127.53  0.3044  12.967  0.00680      -102.76  0.3978  13.905  0.01281       -99.96  0.3991  14.554  0.01747
        64.615    -128.05  0.3041  13.198  0.00683      -102.92  0.3977  13.877  0.01272       -99.98  0.3991  14.538  0.01744
        64.692    -128.77  0.3037  13.498  0.00689      -103.14  0.3976  13.858  0.01263      -100.01  0.3991  14.514  0.01741
        64.795    -129.69  0.3032  13.750  0.00698      -103.45  0.3975  13.863  0.01252      -100.06  0.3991  14.482  0.01736
        64.897    -130.58  0.3028  13.742  0.00711      -103.76  0.3973  13.894  0.01239      -100.11  0.3990  14.454  0.01730
        65.000    -131.41  0.3024  13.467  0.00722      -104.07  0.3972  13.928  0.01229      -100.17  0.3990  14.430  0.01724
        65.000    -131.41  0.3024  13.467  0.00722      -104.07  0.3972  13.928  0.01229      -100.17  0.3990  14.430  0.01724
        65.020    -131.57  0.3023  13.387  0.00728      -104.13  0.3972  13.934  0.01220      -100.18  0.3990  14.426  0.01718
        65.040    -131.73  0.3022  13.301  0.00728      -104.19  0.3971  13.938  0.01218      -100.19  0.3990  14.422  0.01717
        65.066    -131.93  0.3021  13.183  0.00728      -104.27  0.3971  13.942  0.01216      -100.20  0.3990  14.418  0.01716
        65.100    -132.19  0.3020  13.024  0.00729      -104.38  0.3971  13.944  0.01214      -100.22  0.3990  14.413  0.01715
        65.144    -132.52  0.3018  12.820  0.00728      -104.52  0.3970  13.940  0.01212      -100.25  0.3990  14.407  0.01713
        65.201    -132.92  0.3016  12.582  0.00727      -104.70  0.3969  13.925  0.01208      -100.28  0.3990  14.399  0.01710
        65.275    -133.41  0.3013  12.362  0.00726      -104.93  0.3968  13.887  0.01203      -100.33  0.3989  14.390  0.01707
        65.366    -133.96  0.3011  12.283  0.00724      -105.22  0.3967  13.822  0.01197      -100.39  0.3989  14.378  0.01703
        65.493    -134.64  0.3007  12.525  0.00724      -105.64  0.3965  13.725  0.01189      -100.48  0.3989  14.356  0.01698
        65.662    -135.43  0.3003  13.168  0.00729      -106.19  0.3962  13.643  0.01178      -100.62  0.3988  14.316  0.01690
        65.831    -136.15  0.2999  13.579  0.00741      -106.74  0.3960  13.650  0.01167      -100.76  0.3987  14.271  0.01680
        66.000    -136.81  0.2996  13.329  0.00753      -107.29  0.3957  13.706  0.01160      -100.92  0.3987  14.234  0.01669
        66.000    -136.81  0.2996  13.329  0.00753      -107.29  0.3957  13.706  0.01160      -100.92  0.3987  14.234  0.01669
        66.250    -137.78  0.2991  12.466  0.00753      -108.10  0.3953  13.713  0.01155      -101.16  0.3985  14.200  0.01658
        66.500    -138.83  0.2986  12.418  0.00728      -108.89  0.3950  13.592  0.01146      -101.43  0.3984  14.171  0.01644
        66.750    -140.05  0.2979  13.176  0.00694      -109.67  0.3946  13.498  0.01132      -101.71  0.3983  14.128  0.01630
        67.000    -141.47  0.2972  13.200  0.00672      -110.44  0.3942  13.528  0.01115      -102.00  0.3982  14.080  0.01616
        67.000    -141.47  0.2972  13.200  0.00672      -110.44  0.3942  13.528  0.01115      -102.00  0.3982  14.080  0.01616
        67.250    -143.09  0.2964  12.405  0.00651      -111.21  0.3939  13.546  0.01098      -102.31  0.3980  14.045  0.01602
        67.500    -144.88  0.2955  12.328  0.00611      -111.97  0.3935  13.447  0.01079      -102.62  0.3979  14.019  0.01589
        67.667    -146.17  0.2948  12.895  0.00572      -112.48  0.3933  13.377  0.01055      -102.84  0.3978  13.995  0.01576
        67.833    -147.52  0.2941  13.302  0.00559      -112.99  0.3931  13.377  0.01037      -103.06  0.3977  13.966  0.01568
        68.000    -148.93  0.2934  13.102  0.00552      -113.50  0.3928  13.428  0.01022      -103.28  0.3976  13.939  0.01559
        68.000    -148.93  0.2934  13.102  0.00552      -113.50  0.3928  13.428  0.01022      -103.28  0.3976  13.939  0.01559
        68.167    -150.41  0.2929  12.500  0.00538      -114.02  0.3926  13.453  0.01007      -103.50  0.3975  13.922  0.01550
        68.286    -151.47  0.2924  12.146  0.00517      -114.39  0.3924  13.425  0.00993      -103.67  0.3974  13.915  0.01541
        68.464    -153.09  0.2918  12.185  0.00502      -114.96  0.3921  13.331  0.00981      -103.92  0.3973  13.900  0.01535
        68.643    -154.73  0.2912  12.761  0.00486      -115.53  0.3919  13.253  0.00962      -104.17  0.3972  13.876  0.01525
        69.000    -158.02  0.2899  13.130  0.00479      -116.70  0.3913  13.280  0.00944      -104.69  0.3969  13.819  0.01515
        69.000    -158.02  0.2899  13.130  0.00479      -116.70  0.3913  13.280  0.00944      -104.69  0.3969  13.819  0.01515
        69.020    -158.20  0.2898  13.085  0.00471      -116.76  0.3913  13.288  0.00915      -104.71  0.3969  13.816  0.01495
        69.034    -158.33  0.2897  13.046  0.00471      -116.81  0.3913  13.293  0.00913      -104.73  0.3969  13.814  0.01493
        69.044    -158.42  0.2897  13.016  0.00470      -116.85  0.3913  13.297  0.00912      -104.75  0.3969  13.813  0.01493
        69.051    -158.49  0.2897  12.993  0.00469      -116.87  0.3913  13.300  0.00912      -104.76  0.3969  13.812  0.01492
        69.058    -158.55  0.2897  12.969  0.00468      -116.89  0.3912  13.302  0.00911      -104.77  0.3969  13.811  0.01492
        69.064    -158.62  0.2896  12.945  0.00467      -116.92  0.3912  13.304  0.00911      -104.78  0.3969  13.810  0.01491
        69.071    -158.68  0.2896  12.919  0.00467      -116.94  0.3912  13.307  0.00910      -104.79  0.3969  13.809  0.01491
        69.078    -158.74  0.2896  12.892  0.00466      -116.96  0.3912  13.309  0.00910      -104.80  0.3969  13.808  0.01490
        69.085    -158.81  0.2896  12.865  0.00466      -116.98  0.3912  13.311  0.00909      -104.81  0.3969  13.808  0.01490
        69.092    -158.87  0.2895  12.837  0.00466      -117.01  0.3912  13.313  0.00909      -104.82  0.3968  13.807  0.01490
        69.099    -158.93  0.2895  12.808  0.00466      -117.03  0.3912  13.315  0.00908      -104.83  0.3968  13.806  0.01489
        69.106    -159.00  0.2895  12.779  0.00466      -117.05  0.3912  13.317  0.00908      -104.84  0.3968  13.806  0.01489
        69.112    -159.06  0.2895  12.750  0.00466      -117.08  0.3912  13.319  0.00907      -104.85  0.3968  13.805  0.01488
        69.121    -159.14  0.2894  12.712  0.00466      -117.11  0.3911  13.321  0.00907      -104.86  0.3968  13.804  0.01488
        69.130    -159.23  0.2894  12.673  0.00467      -117.14  0.3911  13.323  0.00906      -104.87  0.3968  13.803  0.01488
        69.139    -159.31  0.2894  12.635  0.00467      -117.17  0.3911  13.325  0.00906      -104.89  0.3968  13.802  0.01487
        69.148    -159.39  0.2893  12.596  0.00469      -117.20  0.3911  13.326  0.00905      -104.90  0.3968  13.802  0.01487
        69.157    -159.47  0.2893  12.558  0.00470      -117.23  0.3911  13.327  0.00905      -104.91  0.3968  13.801  0.01486
        69.166    -159.56  0.2893  12.521  0.00472      -117.26  0.3911  13.328  0.00904      -104.93  0.3968  13.800  0.01486
        69.175    -159.64  0.2892  12.485  0.00474      -117.29  0.3911  13.329  0.00903      -104.94  0.3968  13.800  0.01485
        69.184    -159.72  0.2892  12.450  0.00476      -117.32  0.3910  13.329  0.00903      -104.95  0.3968  13.799  0.01485
        69.195    -159.83  0.2892  12.406  0.00479      -117.35  0.3910  13.329  0.00902      -104.97  0.3968  13.798  0.01484
        69.207    -159.94  0.2891  12.364  0.00483      -117.39  0.3910  13.329  0.00901      -104.99  0.3968  13.797  0.01483
        69.219    -160.05  0.2891  12.325  0.00487      -117.43  0.3910  13.327  0.00900      -105.00  0.3968  13.797  0.01483
        69.230    -160.16  0.2890  12.288  0.00492      -117.47  0.3910  13.326  0.00899      -105.02  0.3968  13.796  0.01482
        69.242    -160.27  0.2890  12.256  0.00497      -117.51  0.3910  13.324  0.00898      -105.04  0.3967  13.795  0.01481
        69.253    -160.38  0.2889  12.226  0.00503      -117.55  0.3909  13.322  0.00898      -105.06  0.3967  13.795  0.01481
        69.265    -160.48  0.2889  12.200  0.00509      -117.59  0.3909  13.319  0.00897      -105.07  0.3967  13.794  0.01480
        69.280    -160.63  0.2888  12.173  0.00515      -117.64  0.3909  13.314  0.00896      -105.09  0.3967  13.793  0.01479
        69.295    -160.77  0.2888  12.153  0.00524      -117.69  0.3909  13.309  0.00895      -105.12  0.3967  13.793  0.01479
        69.310    -160.91  0.2887  12.140  0.00534      -117.74  0.3909  13.303  0.00894      -105.14  0.3967  13.792  0.01478
        69.325    -161.05  0.2887  12.135  0.00544      -117.80  0.3908  13.297  0.00893      -105.16  0.3967  13.791  0.01477
        69.345    -161.24  0.2886  12.141  0.00554      -117.86  0.3908  13.288  0.00892      -105.19  0.3967  13.790  0.01476
        69.364    -161.42  0.2885  12.160  0.00569      -117.93  0.3908  13.278  0.00890      -105.22  0.3967  13.789  0.01475
        69.384    -161.60  0.2885  12.193  0.00584      -118.00  0.3908  13.269  0.00889      -105.25  0.3966  13.788  0.01474
        69.404    -161.78  0.2884  12.240  0.00600      -118.07  0.3907  13.258  0.00888      -105.28  0.3966  13.786  0.01473
        69.423    -161.96  0.2883  12.301  0.00617      -118.13  0.3907  13.248  0.00887      -105.31  0.3966  13.785  0.01472
        69.443    -162.13  0.2882  12.375  0.00635      -118.20  0.3907  13.238  0.00887      -105.34  0.3966  13.783  0.01470
        69.462    -162.29  0.2882  12.461  0.00653      -118.27  0.3907  13.229  0.00886      -105.37  0.3966  13.782  0.01469
        69.488    -162.46  0.2881  12.590  0.00671      -118.35  0.3906  13.218  0.00886      -105.40  0.3966  13.779  0.01468
        69.513    -162.58  0.2881  12.736  0.00695      -118.44  0.3906  13.208  0.00886      -105.44  0.3966  13.777  0.01467
        69.539    -162.62  0.2881  12.896  0.00720      -118.53  0.3906  13.201  0.00887      -105.48  0.3965  13.774  0.01465
        69.564    -162.49  0.2881  13.068  0.00744      -118.61  0.3905  13.196  0.00888      -105.52  0.3965  13.770  0.01464
        69.590    -162.10  0.2883  13.248  0.00769      -118.70  0.3905  13.194  0.00889      -105.56  0.3965  13.767  0.01462
        69.623    -160.86  0.2887  13.489  0.00793      -118.81  0.3905  13.197  0.00891      -105.61  0.3965  13.763  0.01461
        69.656    -158.40  0.2897  13.728  0.00823      -118.93  0.3904  13.204  0.00895      -105.66  0.3965  13.758  0.01459
        69.690    -154.01  0.2914  13.968  0.00852      -119.05  0.3904  13.219  0.00899      -105.71  0.3964  13.753  0.01457
        69.725    -147.47  0.2942  14.189  0.00881      -119.17  0.3903  13.240  0.00905      -105.76  0.3964  13.748  0.01454
        69.759    -138.88  0.2986  14.382  0.00908      -119.29  0.3903  13.268  0.00911      -105.81  0.3964  13.744  0.01452
        69.794    -127.70  0.3043  14.538  0.00933      -119.40  0.3902  13.301  0.00918      -105.87  0.3964  13.740  0.01450
        69.828    -114.91  0.3113  14.652  0.00957      -119.52  0.3902  13.339  0.00926      -105.92  0.3963  13.737  0.01448
        69.862    -102.00  0.3198  14.720  0.00979      -119.64  0.3902  13.382  0.00935      -105.97  0.3963  13.735  0.01446
        69.897     -89.67  0.3287  14.740  0.01000      -119.76  0.3901  13.428  0.00944      -106.02  0.3963  13.734  0.01444
        69.948     -73.62  0.3422  14.683  0.01019      -119.92  0.3901  13.501  0.00954      -106.10  0.3963  13.734  0.01442
        70.000     -61.16  0.3556  14.537  0.01047      -120.08  0.3900  13.576  0.00969      -106.18  0.3962  13.737  0.01440
        70.000     -61.16  0.3556  14.537  0.01047      -120.08  0.3900  13.576  0.00969      -106.18  0.3962  13.737  0.01440
        70.043     -53.91  0.3646  14.348  0.01073      -120.19  0.3900  13.638  0.00985      -106.25  0.3962  13.742  0.01437
        70.086     -49.43  0.3705  14.092  0.01095      -120.27  0.3899  13.697  0.00998      -106.32  0.3962  13.748  0.01435
        70.129     -46.81  0.3740  13.798  0.01118      -120.30  0.3899  13.750  0.01011      -106.38  0.3961  13.757  0.01433
        70.172     -45.48  0.3760  13.503  0.01141      -120.25  0.3899  13.797  0.01024      -106.45  0.3961  13.767  0.01432
        70.215     -44.91  0.3770  13.236  0.01163      -120.08  0.3900  13.833  0.01035      -106.52  0.3961  13.778  0.01430
        70.271     -44.80  0.3772  12.959  0.01186      -119.60  0.3902  13.863  0.01047      -106.61  0.3960  13.795  0.01428
        70.344     -45.24  0.3764  12.743  0.01218      -118.43  0.3906  13.874  0.01060      -106.72  0.3960  13.818  0.01427
        70.417     -46.00  0.3752  12.697  0.01264      -116.79  0.3913  13.859  0.01077      -106.84  0.3959  13.840  0.01425
        70.514     -47.27  0.3734  12.860  0.01316      -113.60  0.3928  13.821  0.01091      -106.98  0.3958  13.867  0.01423
        70.636     -48.98  0.3711  13.256  0.01394      -108.40  0.3952  13.778  0.01110      -107.15  0.3958  13.891  0.01421
        70.818     -51.61  0.3676  13.658  0.01498      -100.32  0.3990  13.772  0.01134      -107.33  0.3957  13.914  0.01418
        71.000     -54.11  0.3643  13.382  0.01627       -93.25  0.4023  13.812  0.01173      -107.35  0.3957  13.931  0.01416
        71.000     -54.11  0.3643  13.382  0.01627       -93.25  0.4023  13.812  0.01173      -107.35  0.3957  13.931  0.01416
        71.020     -54.40  0.3639  13.303  0.01689       -92.50  0.4027  13.816  0.01215      -107.35  0.3957  13.932  0.01415
        71.040     -54.68  0.3635  13.217  0.01691       -91.80  0.4031  13.820  0.01219      -107.35  0.3957  13.934  0.01415
        71.060     -54.95  0.3632  13.126  0.01692       -91.10  0.4035  13.822  0.01224      -107.35  0.3957  13.937  0.01415
        71.086     -55.29  0.3627  13.007  0.01693       -90.21  0.4040  13.824  0.01229      -107.34  0.3957  13.939  0.01415
        71.120     -55.71  0.3622  12.860  0.01692       -89.14  0.4046  13.822  0.01234      -107.33  0.3957  13.943  0.01415
        71.164     -56.18  0.3615  12.690  0.01691       -87.83  0.4054  13.813  0.01242      -107.29  0.3957  13.948  0.01415
        71.221     -56.63  0.3609  12.515  0.01689       -86.29  0.4062  13.791  0.01252      -107.23  0.3957  13.955  0.01415
        71.299     -56.88  0.3606  12.389  0.01688       -84.44  0.4073  13.745  0.01264      -107.09  0.3958  13.963  0.01416
        71.399     -56.61  0.3610  12.461  0.01692       -82.42  0.4085  13.673  0.01280      -106.83  0.3959  13.969  0.01417
        71.519     -55.61  0.3623  12.870  0.01713       -80.34  0.4097  13.597  0.01300      -106.40  0.3961  13.969  0.01418
        71.679     -53.59  0.3650  13.629  0.01761       -77.88  0.4111  13.566  0.01324      -105.63  0.3965  13.958  0.01420
        71.840     -51.24  0.3681  14.097  0.01851       -75.50  0.4125  13.634  0.01357      -104.67  0.3969  13.946  0.01423
        72.000     -48.81  0.3714  13.917  0.01942       -73.06  0.4140  13.755  0.01393      -103.55  0.3974  13.944  0.01426
        72.000     -48.81  0.3714  13.917  0.01942       -73.06  0.4140  13.755  0.01393      -103.55  0.3974  13.944  0.01426
        72.200     -47.98  0.3724  13.162  0.02012       -70.03  0.4162  13.854  0.01429      -101.94  0.3982  13.963  0.01431
        72.400     -48.95  0.3712  12.780  0.02083       -67.30  0.4181  13.825  0.01472      -100.13  0.3990  13.993  0.01438
        72.700     -51.82  0.3674  13.409  0.02159       -64.40  0.4202  13.717  0.01510       -97.10  0.4004  14.019  0.01446
        73.000     -55.21  0.3629  13.625  0.02269       -62.73  0.4214  13.723  0.01564       -93.89  0.4019  14.018  0.01458
        73.000     -55.21  0.3629  13.625  0.02269       -62.73  0.4214  13.723  0.01564       -93.89  0.4019  14.018  0.01458
        73.333     -59.09  0.3578  12.850  0.02257       -62.02  0.4220  13.737  0.01625       -90.52  0.4038  14.015  0.01469
        74.000     -67.24  0.3491  12.392  0.02122       -63.12  0.4211  13.444  0.01696       -85.44  0.4067  13.971  0.01482
        74.000     -67.24  0.3491  12.392  0.02122       -63.12  0.4211  13.444  0.01696       -85.44  0.4067  13.971  0.01482
        74.020     -67.50  0.3488  12.405  0.01814       -63.18  0.4211  13.431  0.01800       -85.29  0.4068  13.968  0.01509
        74.040     -67.75  0.3485  12.407  0.01804       -63.22  0.4210  13.419  0.01802       -85.14  0.4069  13.965  0.01510
        74.060     -68.00  0.3483  12.395  0.01794       -63.27  0.4210  13.407  0.01804       -84.99  0.4070  13.961  0.01511
        74.080     -68.25  0.3480  12.369  0.01784       -63.31  0.4210  13.397  0.01806       -84.85  0.4071  13.958  0.01511
        74.100     -68.50  0.3477  12.332  0.01773       -63.36  0.4209  13.387  0.01808       -84.70  0.4072  13.954  0.01512
        74.120     -68.75  0.3475  12.288  0.01762       -63.41  0.4209  13.377  0.01810       -84.56  0.4072  13.950  0.01513
        74.140     -69.00  0.3472  12.240  0.01751       -63.47  0.4209  13.369  0.01811       -84.42  0.4073  13.946  0.01513
        74.166     -69.31  0.3469  12.176  0.01740       -63.54  0.4208  13.357  0.01813       -84.25  0.4074  13.941  0.01514
        74.192     -69.61  0.3465  12.116  0.01728       -63.61  0.4208  13.346  0.01815       -84.07  0.4075  13.935  0.01515
        74.226     -69.95  0.3462  12.052  0.01718       -63.71  0.4207  13.330  0.01817       -83.85  0.4077  13.928  0.01516
        74.260     -70.24  0.3459  12.009  0.01708       -63.81  0.4206  13.313  0.01819       -83.63  0.4078  13.920  0.01517
        74.304     -70.45  0.3456  11.995  0.01703       -63.95  0.4205  13.289  0.01821       -83.36  0.4079  13.910  0.01518
        74.347     -70.47  0.3456  12.033  0.01703       -64.09  0.4204  13.264  0.01824       -83.10  0.4081  13.900  0.01520
        74.391     -70.27  0.3458  12.127  0.01711       -64.24  0.4203  13.239  0.01826       -82.84  0.4082  13.890  0.01521
        74.449     -69.53  0.3466  12.330  0.01726       -64.43  0.4202  13.208  0.01827       -82.52  0.4084  13.876  0.01523
        74.504     -68.29  0.3479  12.599  0.01755       -64.61  0.4200  13.185  0.01828       -82.23  0.4086  13.862  0.01525
        74.575     -65.93  0.3505  13.009  0.01791       -64.83  0.4199  13.171  0.01829       -81.87  0.4088  13.843  0.01527
        74.645     -62.91  0.3537  13.437  0.01845       -65.02  0.4198  13.179  0.01831       -81.54  0.4090  13.825  0.01529
        74.734     -58.54  0.3584  13.892  0.01904       -65.16  0.4197  13.223  0.01833       -81.14  0.4092  13.803  0.01532
        74.823     -54.15  0.3642  14.166  0.01978       -65.16  0.4197  13.303  0.01837       -80.78  0.4094  13.786  0.01535
        74.911     -49.93  0.3699  14.201  0.02045       -64.94  0.4198  13.405  0.01843       -80.44  0.4096  13.774  0.01538
        75.000     -45.91  0.3754  14.009  0.02103       -64.47  0.4201  13.513  0.01850       -80.12  0.4098  13.771  0.01542
        75.000     -45.91  0.3754  14.009  0.02103       -64.47  0.4201  13.513  0.01850       -80.12  0.4098  13.771  0.01542
        75.020     -45.05  0.3768  13.939  0.02149       -64.36  0.4202  13.536  0.01859       -80.05  0.4099  13.771  0.01546
        75.040     -44.25  0.3781  13.862  0.02158       -64.22  0.4203  13.559  0.01861       -79.98  0.4099  13.772  0.01547
        75.066     -43.33  0.3796  13.750  0.02167       -64.01  0.4205  13.587  0.01863       -79.89  0.4100  13.774  0.01548
        75.100     -42.37  0.3812  13.590  0.02178       -63.70  0.4207  13.620  0.01866       -79.77  0.4100  13.777  0.01549
        75.144     -41.49  0.3826  13.372  0.02192       -63.21  0.4210  13.657  0.01869       -79.62  0.4101  13.783  0.01551
        75.201     -40.80  0.3838  13.107  0.02209       -62.42  0.4216  13.691  0.01873       -79.43  0.4102  13.793  0.01553
        75.275     -40.40  0.3844  12.850  0.02232       -61.18  0.4225  13.713  0.01878       -79.17  0.4104  13.808  0.01556
        75.366     -40.29  0.3846  12.731  0.02265       -59.47  0.4237  13.708  0.01884       -78.84  0.4106  13.828  0.01560
        75.493     -40.50  0.3843  12.935  0.02316       -57.02  0.4257  13.670  0.01889       -78.29  0.4109  13.853  0.01565
        75.662     -40.97  0.3835  13.564  0.02407       -54.24  0.4281  13.639  0.01896       -77.35  0.4114  13.878  0.01572
        75.831     -41.50  0.3826  13.997  0.02546       -52.00  0.4301  13.679  0.01908       -76.19  0.4121  13.895  0.01580
        76.000     -42.04  0.3817  13.782  0.02668       -50.25  0.4316  13.765  0.01927       -74.83  0.4129  13.912  0.01587
        76.000     -42.04  0.3817  13.782  0.02668       -50.25  0.4316  13.765  0.01927       -74.83  0.4129  13.912  0.01587
        76.250     -43.72  0.3789  12.925  0.02735       -48.56  0.4330  13.810  0.01950       -72.56  0.4144  13.948  0.01595
        76.500     -46.06  0.3751  12.826  0.02774       -47.74  0.4338  13.709  0.01983       -70.26  0.4160  13.978  0.01605
        77.000     -51.54  0.3677  13.385  0.02814       -48.25  0.4333  13.559  0.02013       -66.59  0.4187  13.970  0.01615
        77.000     -51.54  0.3677  13.385  0.02814       -48.25  0.4333  13.559  0.02013       -66.59  0.4187  13.970  0.01615
        77.020     -51.77  0.3674  13.369  0.02757       -48.23  0.4333  13.559  0.02088       -66.40  0.4188  13.968  0.01632
        77.040     -52.00  0.3671  13.338  0.02747       -48.26  0.4333  13.561  0.02091       -66.26  0.4189  13.966  0.01633
        77.060     -52.23  0.3668  13.291  0.02736       -48.29  0.4333  13.563  0.02095       -66.12  0.4190  13.964  0.01634
        77.080     -52.45  0.3665  13.231  0.02723       -48.33  0.4332  13.565  0.02099       -65.98  0.4191  13.961  0.01634
        77.100     -52.67  0.3662  13.161  0.02710       -48.37  0.4332  13.568  0.02102       -65.84  0.4192  13.959  0.01635
        77.126     -52.95  0.3658  13.062  0.02696       -48.42  0.4332  13.570  0.02106       -65.66  0.4193  13.956  0.01635
        77.160     -53.26  0.3654  12.932  0.02677       -48.50  0.4331  13.572  0.02111       -65.44  0.4195  13.953  0.01636
        77.194     -53.50  0.3651  12.810  0.02654       -48.58  0.4330  13.572  0.02117       -65.22  0.4196  13.950  0.01637
        77.238     -53.68  0.3649  12.680  0.02632       -48.69  0.4329  13.566  0.02123       -64.94  0.4198  13.946  0.01638
        77.295     -53.63  0.3649  12.577  0.02610       -48.85  0.4328  13.551  0.02130       -64.60  0.4200  13.941  0.01639
        77.352     -53.22  0.3655  12.565  0.02592       -49.01  0.4327  13.528  0.02140       -64.28  0.4203  13.937  0.01641
        77.424     -52.20  0.3668  12.687  0.02588       -49.20  0.4325  13.494  0.02149       -63.89  0.4206  13.931  0.01643
