 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1981                                        
 Date:  21. 3.    Time:  15:17:51
 Units: L = cm   , T = days , M = mmol 


 Time:      61.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  30   -82.00     -16.379 0.4741   0.9514E+00  0.1798E-02 -0.9820E+00  0.0000E+00  -1   0     24.9821  0.052069  0.1044E-04
  29   -84.00     -16.450 0.4740   0.9460E+00  0.1796E-02 -0.9821E+00  0.0000E+00  -1   0     24.9614  0.051900  0.8449E-05
  28   -86.00     -16.533 0.4738   0.9395E+00  0.1792E-02 -0.9808E+00  0.0000E+00  -1   0     24.9395  0.051758  0.6835E-05
  27   -88.00     -16.626 0.4737   0.9321E+00  0.1788E-02 -0.9780E+00  0.0000E+00  -1   0     24.9166  0.051614  0.5529E-05
  26   -90.00     -16.731 0.4735   0.9238E+00  0.1784E-02 -0.9739E+00  0.0000E+00  -1   0     24.8928  0.051445  0.4472E-05
  25   -92.00     -16.844 0.4733   0.9146E+00  0.1779E-02 -0.9685E+00  0.0000E+00  -1   0     24.8682  0.051233  0.3618E-05
  24   -94.00     -16.967 0.4731   0.9047E+00  0.1774E-02 -0.9619E+00  0.0000E+00  -1   0     24.8430  0.050964  0.2926E-05
  23   -96.00     -17.098 0.4728   0.8941E+00  0.1768E-02 -0.9541E+00  0.0000E+00  -1   0     24.8173  0.050629  0.2367E-05
  22   -98.00     -17.236 0.4726   0.8831E+00  0.1762E-02 -0.9429E+00  0.0000E+00  -1   0     24.7911  0.050222  0.1915E-05
  21  -101.00     -17.455 0.4722   0.8655E+00  0.1753E-02 -0.9326E+00  0.0000E+00  -1   0     24.7511  0.049471  0.1394E-05
  20  -103.00     -17.606 0.4719   0.8529E+00  0.1746E-02 -0.9152E+00  0.0000E+00  -1   0     24.7240  0.048881  0.1128E-05
  19  -106.00     -17.844 0.4715   0.8319E+00  0.1735E-02 -0.8991E+00  0.0000E+00  -1   0     24.6830  0.047863  0.8207E-06
  18  -109.00     -18.096 0.4710   0.8084E+00  0.1722E-02 -0.8787E+00  0.0000E+00  -1   0     24.6419  0.046702  0.5975E-06
  17  -112.00     -18.371 0.4705   0.7824E+00  0.1709E-02 -0.8581E+00  0.0000E+00  -1   0     24.6011  0.045421  0.4351E-06
  16  -115.00     -18.657 0.4700   0.7661E+00  0.1696E-02 -0.8380E+00  0.0000E+00  -1   0     24.5612  0.044047  0.3168E-06
  15  -118.00     -18.931 0.4696   0.7512E+00  0.1685E-02 -0.8184E+00  0.0000E+00  -1   0     24.5225  0.042609  0.2308E-06
  14  -121.00     -19.191 0.4692   0.7372E+00  0.1674E-02 -0.7995E+00  0.0000E+00  -1   0     24.4853  0.041133  0.1681E-06
  13  -124.00     -19.436 0.4688   0.7241E+00  0.1664E-02 -0.7816E+00  0.0000E+00  -1   0     24.4497  0.039646  0.1225E-06
  12  -127.00     -19.665 0.4684   0.7120E+00  0.1655E-02 -0.7646E+00  0.0000E+00  -1   0     24.4159  0.038174  0.8927E-07
  11  -130.00     -19.877 0.4681   0.7008E+00  0.1646E-02 -0.7462E+00  0.0000E+00  -1   0     24.3841  0.036737  0.6506E-07
  10  -134.00     -20.133 0.4676   0.6874E+00  0.1636E-02 -0.7294E+00  0.0000E+00  -1   0     24.3449  0.034908  0.4268E-07
   9  -138.00     -20.360 0.4673   0.6756E+00  0.1627E-02 -0.7120E+00  0.0000E+00  -1   0     24.3093  0.033208  0.2800E-07
   8  -142.00     -20.559 0.4670   0.6653E+00  0.1619E-02 -0.6967E+00  0.0000E+00  -1   0     24.2776  0.031658  0.1837E-07
   7  -146.00     -20.732 0.4667   0.6565E+00  0.1612E-02 -0.6831E+00  0.0000E+00  -1   0     24.2499  0.030271  0.1206E-07
   6  -150.00     -20.879 0.4664   0.6490E+00  0.1606E-02 -0.6713E+00  0.0000E+00  -1   0     24.2264  0.029052  0.7915E-08
   5  -154.00     -21.003 0.4662   0.6427E+00  0.1601E-02 -0.6610E+00  0.0000E+00  -1   0     24.2071  0.028001  0.5196E-08
   4  -158.00     -21.103 0.4661   0.6376E+00  0.1598E-02 -0.6521E+00  0.0000E+00  -1   0     24.1924  0.027149  0.3412E-08
   3  -162.00     -21.180 0.4660   0.6338E+00  0.1595E-02 -0.6442E+00  0.0000E+00  -1   0     24.1823  0.026656  0.2241E-08
   2  -166.00     -21.231 0.4659   0.6312E+00  0.1593E-02 -0.6372E+00  0.0000E+00  -1   0     24.1772  0.026944  0.1472E-08
   1  -170.00     -21.252 0.4658   0.6302E+00  0.1592E-02 -0.6339E+00  0.0000E+00  -1   0     24.1772  0.028895  0.9660E-09
end


 Time:     184.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  96     0.00    -112.911 0.3126   0.3608E-01  0.6189E-03  0.4497E+00  0.0000E+00  -1   0     18.1705  0.000330  0.6378E-01
  95    -1.00    -101.129 0.3204   0.4734E-01  0.6983E-03  0.4323E+00  0.0000E+00  -1   0     18.9136  0.004160  0.5722E-01
  94    -2.00     -92.188 0.3265   0.5715E-01  0.7629E-03  0.3984E+00  0.0000E+00  -1   0     19.5917  0.007997  0.5107E-01
  93    -3.00     -85.255 0.3323   0.7163E-01  0.8357E-03  0.3678E+00  0.0000E+00  -1   0     20.2005  0.011788  0.4541E-01
  92    -4.00     -79.691 0.3370   0.8330E-01  0.8944E-03  0.3396E+00  0.0000E+00  -1   0     20.7425  0.015522  0.4027E-01
  91    -5.00     -75.000 0.3410   0.9316E-01  0.9440E-03  0.3118E+00  0.0000E+00  -1   0     21.2202  0.019201  0.3565E-01
  90    -6.00     -71.039 0.3450   0.1081E+00  0.1001E-02  0.2851E+00  0.0000E+00  -1   0     21.6368  0.022794  0.3152E-01
  89    -7.00     -67.683 0.3486   0.1231E+00  0.1054E-02  0.2604E+00  0.0000E+00  -1   0     21.9958  0.026270  0.2786E-01
  88    -8.00     -64.765 0.3517   0.1361E+00  0.1101E-02  0.2373E+00  0.0000E+00  -1   0     22.3017  0.029603  0.2462E-01
  87    -9.00     -62.172 0.3545   0.1476E+00  0.1142E-02  0.2146E+00  0.0000E+00  -1   0     22.5592  0.032781  0.2178E-01
  86   -10.00     -59.842 0.3570   0.1580E+00  0.1179E-02  0.1916E+00  0.0000E+00  -1   0     22.7733  0.035784  0.1928E-01
  85   -11.00     -57.748 0.3594   0.1711E+00  0.1218E-02  0.1686E+00  0.0000E+00  -1   0     22.9489  0.038573  0.1708E-01
  84   -12.00     -55.874 0.3619   0.1884E+00  0.1262E-02  0.1464E+00  0.0000E+00  -1   0     23.0909  0.041119  0.1516E-01
  83   -13.00     -54.183 0.3642   0.2040E+00  0.1301E-02  0.1253E+00  0.0000E+00  -1   0     23.2035  0.043395  0.1347E-01
  82   -14.00     -52.637 0.3663   0.2182E+00  0.1337E-02  0.1052E+00  0.0000E+00  -1   0     23.2909  0.045380  0.1199E-01
  81   -15.00     -51.214 0.3681   0.2313E+00  0.1370E-02  0.8577E-01  0.0000E+00  -1   0     23.3572  0.047062  0.1069E-01
  80   -16.00     -49.892 0.3699   0.2434E+00  0.1401E-02  0.6672E-01  0.0000E+00  -1   0     23.4058  0.048433  0.9547E-02
  79   -17.00     -48.663 0.3715   0.2547E+00  0.1429E-02  0.4748E-01  0.0000E+00  -1   0     23.4401  0.049491  0.8539E-02
  78   -18.00     -47.517 0.3731   0.2653E+00  0.1456E-02  0.2794E-01  0.0000E+00  -1   0     23.4631  0.050236  0.7649E-02
  77   -19.00     -46.450 0.3745   0.2751E+00  0.1480E-02  0.8100E-02  0.0000E+00  -1   0     23.4774  0.050675  0.6861E-02
  76   -20.00     -45.457 0.3761   0.2931E+00  0.1512E-02 -0.1159E-01  0.0000E+00  -1   0     23.4853  0.050823  0.6163E-02
  75   -21.00     -44.528 0.3776   0.3102E+00  0.1543E-02 -0.3072E-01  0.0000E+00  -1   0     23.4887  0.050706  0.5542E-02
  74   -22.00     -43.654 0.3790   0.3263E+00  0.1571E-02 -0.4932E-01  0.0000E+00  -1   0     23.4892  0.050350  0.4988E-02
  73   -23.00     -42.829 0.3804   0.3415E+00  0.1598E-02 -0.6746E-01  0.0000E+00  -1   0     23.4883  0.049785  0.4495E-02
  72   -24.00     -42.048 0.3817   0.3559E+00  0.1623E-02 -0.8516E-01  0.0000E+00  -1   0     23.4869  0.049041  0.4053E-02
  71   -25.00     -41.307 0.3829   0.3695E+00  0.1647E-02 -0.1024E+00  0.0000E+00  -1   0     23.4861  0.048154  0.3657E-02
  70   -26.00     -40.602 0.3840   0.3825E+00  0.1670E-02 -0.1193E+00  0.0000E+00  -1   0     23.4866  0.047157  0.3302E-02
  69   -27.00     -39.931 0.3851   0.3948E+00  0.1692E-02 -0.1358E+00  0.0000E+00  -1   0     23.4888  0.046087  0.2982E-02
  68   -28.00     -39.335 0.4212   0.3167E+00  0.1491E-02 -0.1510E+00  0.0000E+00  -1   0     23.4930  0.044702  0.2695E-02
  67   -29.00     -38.829 0.4219   0.3237E+00  0.1505E-02 -0.1651E+00  0.0000E+00  -1   0     23.4994  0.042842  0.2436E-02
  66   -30.00     -38.355 0.4226   0.3302E+00  0.1517E-02 -0.1792E+00  0.0000E+00  -1   0     23.5080  0.041045  0.2203E-02
  65   -31.00     -37.914 0.4232   0.3363E+00  0.1529E-02 -0.1931E+00  0.0000E+00  -1   0     23.5191  0.039361  0.1992E-02
  64   -32.00     -37.504 0.4238   0.3419E+00  0.1540E-02 -0.2070E+00  0.0000E+00  -1   0     23.5326  0.037827  0.1801E-02
  63   -33.00     -37.125 0.4243   0.3470E+00  0.1551E-02 -0.2207E+00  0.0000E+00  -1   0     23.5484  0.036466  0.1628E-02
  62   -34.00     -36.776 0.4248   0.3518E+00  0.1560E-02 -0.2344E+00  0.0000E+00  -1   0     23.5664  0.035292  0.1472E-02
  61   -35.00     -36.455 0.4253   0.3598E+00  0.1571E-02 -0.2479E+00  0.0000E+00  -1   0     23.5865  0.034311  0.1331E-02
  60   -36.00     -36.155 0.4258   0.3674E+00  0.1582E-02 -0.2611E+00  0.0000E+00  -1   0     23.6085  0.033521  0.1203E-02
  59   -37.00     -36.027 0.4458   0.2466E+00  0.1153E-02 -0.2722E+00  0.0000E+00  -1   0     23.6319  0.032657  0.1087E-02
  58   -38.00     -36.154 0.4457   0.2443E+00  0.1149E-02 -0.2812E+00  0.0000E+00  -1   0     23.6563  0.031558  0.9823E-03
  57   -39.00     -36.330 0.4455   0.2413E+00  0.1145E-02 -0.2897E+00  0.0000E+00  -1   0     23.6814  0.030809  0.8875E-03
  56   -40.00     -36.558 0.4452   0.2374E+00  0.1139E-02 -0.2979E+00  0.0000E+00  -1   0     23.7071  0.030323  0.8016E-03
  55   -41.00     -36.839 0.4449   0.2338E+00  0.1132E-02 -0.3055E+00  0.0000E+00  -1   0     23.7332  0.030030  0.7239E-03
  54   -42.00     -37.170 0.4445   0.2308E+00  0.1126E-02 -0.3126E+00  0.0000E+00  -1   0     23.7594  0.029880  0.6536E-03
  53   -43.00     -37.549 0.4441   0.2274E+00  0.1119E-02 -0.3190E+00  0.0000E+00  -1   0     23.7855  0.029838  0.5899E-03
  52   -44.00     -37.977 0.4437   0.2235E+00  0.1110E-02 -0.3244E+00  0.0000E+00  -1   0     23.8112  0.029876  0.5324E-03
  51   -45.00     -38.454 0.4432   0.2193E+00  0.1101E-02 -0.3291E+00  0.0000E+00  -1   0     23.8363  0.029974  0.4804E-03
  50   -46.00     -38.981 0.4426   0.2145E+00  0.1091E-02 -0.3329E+00  0.0000E+00  -1   0     23.8607  0.030121  0.4333E-03
  49   -47.00     -39.560 0.4420   0.2093E+00  0.1080E-02 -0.3360E+00  0.0000E+00  -1   0     23.8840  0.030305  0.3908E-03
  48   -48.00     -40.194 0.4414   0.2036E+00  0.1068E-02 -0.3383E+00  0.0000E+00  -1   0     23.9062  0.030520  0.3524E-03
  47   -49.00     -40.885 0.4406   0.1975E+00  0.1055E-02 -0.3401E+00  0.0000E+00  -1   0     23.9270  0.030762  0.3177E-03
  46   -50.50     -42.042 0.4394   0.1872E+00  0.1033E-02 -0.3404E+00  0.0000E+00  -1   0     23.9555  0.031157  0.2718E-03
  45   -52.00     -43.356 0.4381   0.1756E+00  0.1008E-02 -0.3384E+00  0.0000E+00  -1   0     23.9802  0.031584  0.2325E-03
  44   -54.00     -45.400 0.4360   0.1578E+00  0.9701E-03 -0.3331E+00  0.0000E+00  -1   0     24.0065  0.032186  0.1885E-03
  43   -56.00     -47.766 0.4338   0.1437E+00  0.9344E-03 -0.3234E+00  0.0000E+00  -1   0     24.0244  0.032812  0.1528E-03
  42   -58.00     -50.378 0.4315   0.1318E+00  0.8994E-03 -0.3099E+00  0.0000E+00  -1   0     24.0334  0.033448  0.1237E-03
  41   -60.00     -53.192 0.4291   0.1191E+00  0.8620E-03 -0.2918E+00  0.0000E+00  -1   0     24.0329  0.034089  0.1001E-03
  40   -62.00     -56.204 0.4265   0.1056E+00  0.8223E-03 -0.2700E+00  0.0000E+00  -1   0     24.0227  0.034735  0.8086E-04
  39   -64.00     -59.410 0.4238   0.9300E-01  0.7832E-03 -0.2466E+00  0.0000E+00  -1   0     24.0027  0.035378  0.6529E-04
  38   -66.00     -62.673 0.4215   0.8543E-01  0.7528E-03 -0.2220E+00  0.0000E+00  -1   0     23.9735  0.036022  0.5268E-04
  37   -68.00     -65.790 0.4192   0.7818E-01  0.7236E-03 -0.1961E+00  0.0000E+00  -1   0     23.9355  0.036674  0.4248E-04
  36   -70.00     -68.680 0.4172   0.7144E-01  0.6965E-03 -0.1699E+00  0.0000E+00  -1   0     23.8894  0.037332  0.3423E-04
  35   -72.00     -71.265 0.4153   0.6538E-01  0.6721E-03 -0.1452E+00  0.0000E+00  -1   0     23.8364  0.037995  0.2758E-04
  34   -74.00     -73.523 0.4137   0.6004E-01  0.6506E-03 -0.1237E+00  0.0000E+00  -1   0     23.7777  0.038664  0.2221E-04
  33   -76.00     -75.410 0.4125   0.5711E-01  0.6365E-03 -0.1054E+00  0.0000E+00  -1   0     23.7148  0.039336  0.1789E-04
  32   -78.00     -76.858 0.4117   0.5536E-01  0.6270E-03 -0.8981E-01  0.0000E+00  -1   0     23.6492  0.040007  0.1440E-04
  31   -80.00     -77.878 0.4111   0.5413E-01  0.6202E-03 -0.7678E-01  0.0000E+00  -1   0     23.5820  0.040671  0.1160E-04
  30   -82.00     -78.516 0.4107   0.5335E-01  0.6160E-03 -0.6617E-01  0.0000E+00  -1   0     23.5145  0.041324  0.9343E-05
  29   -84.00     -78.828 0.4106   0.5296E-01  0.6138E-03 -0.5776E-01  0.0000E+00  -1   0     23.4475  0.041957  0.7528E-05
  28   -86.00     -78.872 0.4105   0.5289E-01  0.6135E-03 -0.5128E-01  0.0000E+00  -1   0     23.3819  0.042564  0.6067E-05
  27   -88.00     -78.702 0.4106   0.5308E-01  0.6145E-03 -0.4642E-01  0.0000E+00  -1   0     23.3184  0.043138  0.4892E-05
  26   -90.00     -78.367 0.4108   0.5346E-01  0.6166E-03 -0.4290E-01  0.0000E+00  -1   0     23.2576  0.043675  0.3945E-05
  25   -92.00     -77.910 0.4111   0.5399E-01  0.6195E-03 -0.4046E-01  0.0000E+00  -1   0     23.1997  0.044168  0.3183E-05
  24   -94.00     -77.364 0.4114   0.5463E-01  0.6230E-03 -0.3889E-01  0.0000E+00  -1   0     23.1451  0.044613  0.2569E-05
  23   -96.00     -76.757 0.4118   0.5534E-01  0.6269E-03 -0.3801E-01  0.0000E+00  -1   0     23.0939  0.045008  0.2075E-05
  22   -98.00     -76.110 0.4121   0.5610E-01  0.6310E-03 -0.3763E-01  0.0000E+00  -1   0     23.0463  0.045348  0.1676E-05
  21  -101.00     -75.098 0.4127   0.5729E-01  0.6376E-03 -0.3777E-01  0.0000E+00  -1   0     22.9815  0.045754  0.1217E-05
  20  -103.00     -74.418 0.4131   0.5810E-01  0.6419E-03 -0.3854E-01  0.0000E+00  -1   0     22.9426  0.045954  0.9841E-06
  19  -106.00     -73.393 0.4138   0.5992E-01  0.6501E-03 -0.3969E-01  0.0000E+00  -1   0     22.8906  0.046148  0.7157E-06
  18  -109.00     -72.383 0.4145   0.6229E-01  0.6597E-03 -0.4152E-01  0.0000E+00  -1   0     22.8458  0.046216  0.5209E-06
  17  -112.00     -71.393 0.4152   0.6462E-01  0.6691E-03 -0.4361E-01  0.0000E+00  -1   0     22.8075  0.046161  0.3793E-06
  16  -115.00     -70.433 0.4159   0.6688E-01  0.6781E-03 -0.4587E-01  0.0000E+00  -1   0     22.7753  0.045991  0.2763E-06
  15  -118.00     -69.509 0.4165   0.6906E-01  0.6869E-03 -0.4823E-01  0.0000E+00  -1   0     22.7484  0.045714  0.2014E-06
  14  -121.00     -68.624 0.4172   0.7114E-01  0.6953E-03 -0.5065E-01  0.0000E+00  -1   0     22.7263  0.045341  0.1469E-06
  13  -124.00     -67.781 0.4178   0.7313E-01  0.7033E-03 -0.5309E-01  0.0000E+00  -1   0     22.7083  0.044885  0.1071E-06
  12  -127.00     -66.981 0.4184   0.7501E-01  0.7108E-03 -0.5554E-01  0.0000E+00  -1   0     22.6938  0.044360  0.7816E-07
  11  -130.00     -66.225 0.4189   0.7679E-01  0.7180E-03 -0.5840E-01  0.0000E+00  -1   0     22.6823  0.043781  0.5703E-07
  10  -134.00     -65.286 0.4196   0.7900E-01  0.7269E-03 -0.6124E-01  0.0000E+00  -1   0     22.6709  0.042953  0.3748E-07
   9  -138.00     -64.428 0.4202   0.8102E-01  0.7350E-03 -0.6446E-01  0.0000E+00  -1   0     22.6629  0.042093  0.2463E-07
   8  -142.00     -63.654 0.4207   0.8285E-01  0.7424E-03 -0.6765E-01  0.0000E+00  -1   0     22.6575  0.041241  0.1619E-07
   7  -146.00     -62.964 0.4212   0.8447E-01  0.7489E-03 -0.7082E-01  0.0000E+00  -1   0     22.6541  0.040430  0.1064E-07
   6  -150.00     -62.364 0.4216   0.8589E-01  0.7546E-03 -0.7395E-01  0.0000E+00  -1   0     22.6520  0.039694  0.6998E-08
   5  -154.00     -61.856 0.4220   0.8708E-01  0.7594E-03 -0.7705E-01  0.0000E+00  -1   0     22.6509  0.039062  0.4600E-08
   4  -158.00     -61.447 0.4223   0.8805E-01  0.7633E-03 -0.8014E-01  0.0000E+00  -1   0     22.6503  0.038561  0.3023E-08
   3  -162.00     -61.142 0.4225   0.8877E-01  0.7662E-03 -0.8320E-01  0.0000E+00  -1   0     22.6500  0.038211  0.1987E-08
   2  -166.00     -60.950 0.4227   0.8922E-01  0.7680E-03 -0.8625E-01  0.0000E+00  -1   0     22.6499  0.038029  0.1306E-08
   1  -170.00     -60.882 0.4227   0.8938E-01  0.7686E-03 -0.8778E-01  0.0000E+00  -1   0     22.6499  0.038026  0.8579E-09
end


 Time:     214.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  96     0.00  -10000.000 0.1059   0.3267E-06  0.2618E-05  0.5612E-01  0.0000E+00  -1   0     13.1704  0.000330  0.3376E-01
  95    -1.00   -2369.100 0.1508   0.1438E-04  0.1582E-04  0.5589E-01  0.0000E+00  -1   0     14.2369  0.000501  0.3385E-01
  94    -2.00   -1205.255 0.1779   0.8134E-04  0.3625E-04  0.5536E-01  0.0000E+00  -1   0     15.0948  0.000728  0.3127E-01
  93    -3.00    -838.974 0.1947   0.2201E-03  0.5758E-04  0.5472E-01  0.0000E+00  -1   0     15.8369  0.000965  0.2804E-01
  92    -4.00    -663.667 0.2061   0.4038E-03  0.7675E-04  0.5399E-01  0.0000E+00  -1   0     16.4701  0.001209  0.2490E-01
  91    -5.00    -558.892 0.2149   0.6292E-03  0.9458E-04  0.5316E-01  0.0000E+00  -1   0     17.0037  0.001462  0.2204E-01
  90    -6.00    -487.266 0.2219   0.8640E-03  0.1107E-03  0.5232E-01  0.0000E+00  -1   0     17.4461  0.001717  0.1951E-01
  89    -7.00    -435.936 0.2282   0.1199E-02  0.1281E-03  0.5144E-01  0.0000E+00  -1   0     17.8085  0.001971  0.1729E-01
  88    -8.00    -397.070 0.2333   0.1492E-02  0.1427E-03  0.5050E-01  0.0000E+00  -1   0     18.1030  0.002221  0.1535E-01
  87    -9.00    -365.932 0.2378   0.1829E-02  0.1570E-03  0.4950E-01  0.0000E+00  -1   0     18.3406  0.002465  0.1364E-01
  86   -10.00    -340.978 0.2421   0.2259E-02  0.1725E-03  0.4847E-01  0.0000E+00  -1   0     18.5303  0.002704  0.1215E-01
  85   -11.00    -320.291 0.2457   0.2615E-02  0.1854E-03  0.4751E-01  0.0000E+00  -1   0     18.6801  0.002937  0.1084E-01
  84   -12.00    -302.308 0.2488   0.2925E-02  0.1966E-03  0.4658E-01  0.0000E+00  -1   0     18.7968  0.003162  0.9683E-02
  83   -13.00    -286.826 0.2521   0.3445E-02  0.2108E-03  0.4556E-01  0.0000E+00  -1   0     18.8859  0.003380  0.8666E-02
  82   -14.00    -273.676 0.2551   0.3961E-02  0.2243E-03  0.4447E-01  0.0000E+00  -1   0     18.9521  0.003591  0.7767E-02
  81   -15.00    -262.178 0.2577   0.4412E-02  0.2361E-03  0.4345E-01  0.0000E+00  -1   0     18.9996  0.003796  0.6970E-02
  80   -16.00    -251.871 0.2601   0.4816E-02  0.2467E-03  0.4246E-01  0.0000E+00  -1   0     19.0317  0.003993  0.6264E-02
  79   -17.00    -242.476 0.2622   0.5185E-02  0.2563E-03  0.4150E-01  0.0000E+00  -1   0     19.0516  0.004182  0.5637E-02
  78   -18.00    -233.901 0.2643   0.5647E-02  0.2668E-03  0.4043E-01  0.0000E+00  -1   0     19.0620  0.004365  0.5078E-02
  77   -19.00    -226.247 0.2666   0.6326E-02  0.2796E-03  0.3927E-01  0.0000E+00  -1   0     19.0652  0.004541  0.4578E-02
  76   -20.00    -219.409 0.2687   0.6933E-02  0.2911E-03  0.3816E-01  0.0000E+00  -1   0     19.0631  0.004712  0.4131E-02
  75   -21.00    -213.190 0.2706   0.7485E-02  0.3015E-03  0.3710E-01  0.0000E+00  -1   0     19.0576  0.004876  0.3731E-02
  74   -22.00    -207.464 0.2723   0.7993E-02  0.3111E-03  0.3606E-01  0.0000E+00  -1   0     19.0501  0.005035  0.3371E-02
  73   -23.00    -202.144 0.2739   0.8465E-02  0.3200E-03  0.3505E-01  0.0000E+00  -1   0     19.0419  0.005188  0.3047E-02
  72   -24.00    -197.167 0.2754   0.8907E-02  0.3284E-03  0.3405E-01  0.0000E+00  -1   0     19.0339  0.005335  0.2756E-02
  71   -25.00    -192.486 0.2768   0.9322E-02  0.3362E-03  0.3306E-01  0.0000E+00  -1   0     19.0270  0.005478  0.2493E-02
  70   -26.00    -188.064 0.2781   0.9715E-02  0.3436E-03  0.3201E-01  0.0000E+00  -1   0     19.0218  0.005616  0.2256E-02
  69   -27.00    -183.945 0.2797   0.1046E-01  0.3541E-03  0.3085E-01  0.0000E+00  -1   0     19.0188  0.005750  0.2041E-02
  68   -28.00    -180.048 0.3268   0.1041E-01  0.3403E-03  0.2970E-01  0.0000E+00  -1   0     19.0182  0.005910  0.1847E-02
  67   -29.00    -176.332 0.3282   0.1106E-01  0.3492E-03  0.2863E-01  0.0000E+00  -1   0     19.0203  0.006117  0.1671E-02
  66   -30.00    -172.860 0.3294   0.1167E-01  0.3576E-03  0.2759E-01  0.0000E+00  -1   0     19.0251  0.006318  0.1512E-02
  65   -31.00    -169.594 0.3306   0.1224E-01  0.3655E-03  0.2657E-01  0.0000E+00  -1   0     19.0325  0.006514  0.1368E-02
  64   -32.00    -166.510 0.3317   0.1278E-01  0.3730E-03  0.2557E-01  0.0000E+00  -1   0     19.0425  0.006706  0.1237E-02
  63   -33.00    -163.586 0.3328   0.1329E-01  0.3800E-03  0.2459E-01  0.0000E+00  -1   0     19.0550  0.006893  0.1119E-02
  62   -34.00    -160.804 0.3338   0.1377E-01  0.3867E-03  0.2363E-01  0.0000E+00  -1   0     19.0696  0.007076  0.1012E-02
  61   -35.00    -158.151 0.3348   0.1424E-01  0.3932E-03  0.2267E-01  0.0000E+00  -1   0     19.0864  0.007255  0.9149E-03
  60   -36.00    -155.615 0.3357   0.1468E-01  0.3993E-03  0.2173E-01  0.0000E+00  -1   0     19.1049  0.007430  0.8271E-03
  59   -37.00    -153.041 0.3782   0.1233E-01  0.3204E-03  0.2089E-01  0.0000E+00  -1   0     19.1246  0.007678  0.7476E-03
  58   -38.00    -150.401 0.3790   0.1269E-01  0.3252E-03  0.2016E-01  0.0000E+00  -1   0     19.1451  0.008127  0.6756E-03
  57   -39.00    -147.867 0.3797   0.1312E-01  0.3304E-03  0.1934E-01  0.0000E+00  -1   0     19.1668  0.008571  0.6105E-03
  56   -40.00    -145.464 0.3806   0.1380E-01  0.3372E-03  0.1845E-01  0.0000E+00  -1   0     19.1896  0.009011  0.5515E-03
  55   -41.00    -143.189 0.3815   0.1444E-01  0.3436E-03  0.1758E-01  0.0000E+00  -1   0     19.2131  0.009449  0.4982E-03
  54   -42.00    -141.026 0.3823   0.1506E-01  0.3497E-03  0.1673E-01  0.0000E+00  -1   0     19.2372  0.009884  0.4499E-03
  53   -43.00    -138.963 0.3830   0.1564E-01  0.3555E-03  0.1590E-01  0.0000E+00  -1   0     19.2617  0.010318  0.4063E-03
  52   -44.00    -136.990 0.3838   0.1619E-01  0.3610E-03  0.1508E-01  0.0000E+00  -1   0     19.2866  0.010750  0.3669E-03
  51   -45.00    -135.098 0.3845   0.1673E-01  0.3663E-03  0.1428E-01  0.0000E+00  -1   0     19.3117  0.011182  0.3312E-03
  50   -46.00    -133.281 0.3851   0.1724E-01  0.3714E-03  0.1349E-01  0.0000E+00  -1   0     19.3368  0.011612  0.2990E-03
  49   -47.00    -131.532 0.3858   0.1773E-01  0.3763E-03  0.1272E-01  0.0000E+00  -1   0     19.3619  0.012042  0.2700E-03
  48   -48.00    -129.845 0.3864   0.1821E-01  0.3811E-03  0.1195E-01  0.0000E+00  -1   0     19.3870  0.012471  0.2437E-03
  47   -49.00    -128.218 0.3870   0.1867E-01  0.3856E-03  0.1100E-01  0.0000E+00  -1   0     19.4119  0.012900  0.2199E-03
  46   -50.50    -125.879 0.3879   0.1933E-01  0.3922E-03  0.1007E-01  0.0000E+00  -1   0     19.4489  0.013543  0.1886E-03
  45   -52.00    -123.652 0.3887   0.1996E-01  0.3985E-03  0.8793E-02  0.0000E+00  -1   0     19.4853  0.014186  0.1617E-03
  44   -54.00    -120.842 0.3897   0.2075E-01  0.4064E-03  0.7535E-02  0.0000E+00  -1   0     19.5331  0.015042  0.1317E-03
  43   -56.00    -118.196 0.3907   0.2150E-01  0.4138E-03  0.6052E-02  0.0000E+00  -1   0     19.5797  0.015897  0.1072E-03
  42   -58.00    -115.718 0.3918   0.2278E-01  0.4237E-03  0.4435E-02  0.0000E+00  -1   0     19.6252  0.016753  0.8728E-04
  41   -60.00    -113.412 0.3929   0.2412E-01  0.4336E-03  0.2769E-02  0.0000E+00  -1   0     19.6697  0.017611  0.7106E-04
  40   -62.00    -111.255 0.3939   0.2538E-01  0.4429E-03  0.1154E-02  0.0000E+00  -1   0     19.7133  0.018469  0.5784E-04
  39   -64.00    -109.227 0.3948   0.2656E-01  0.4516E-03 -0.4157E-03  0.0000E+00  -1   0     19.7560  0.019327  0.4708E-04
