 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1981                                        
 Date:  21. 3.    Time:  15:17:51
 Units: L = cm   , T = days , M = mmol 


 Time:      61.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  21  -101.00     -42.280 0.4392   0.1870E+00  0.1033E-02 -0.1412E+00  0.0000E+00  -1   0     15.7578  0.017590  0.7084E-06
  20  -103.00     -41.809 0.4397   0.1912E+00  0.1041E-02 -0.1480E+00  0.0000E+00  -1   0     15.7292  0.017578  0.5729E-06
  19  -106.00     -41.131 0.4404   0.1971E+00  0.1054E-02 -0.1535E+00  0.0000E+00  -1   0     15.6889  0.017579  0.4168E-06
  18  -109.00     -40.484 0.4411   0.2028E+00  0.1066E-02 -0.1601E+00  0.0000E+00  -1   0     15.6516  0.017594  0.3033E-06
  17  -112.00     -39.869 0.4417   0.2082E+00  0.1078E-02 -0.1666E+00  0.0000E+00  -1   0     15.6172  0.017620  0.2207E-06
  16  -115.00     -39.286 0.4423   0.2133E+00  0.1089E-02 -0.1729E+00  0.0000E+00  -1   0     15.5857  0.017653  0.1607E-06
  15  -118.00     -38.733 0.4429   0.2181E+00  0.1099E-02 -0.1790E+00  0.0000E+00  -1   0     15.5567  0.017689  0.1170E-06
  14  -121.00     -38.211 0.4434   0.2227E+00  0.1109E-02 -0.1851E+00  0.0000E+00  -1   0     15.5303  0.017727  0.8520E-07
  13  -124.00     -37.719 0.4440   0.2270E+00  0.1118E-02 -0.1909E+00  0.0000E+00  -1   0     15.5061  0.017764  0.6206E-07
  12  -127.00     -37.257 0.4444   0.2311E+00  0.1127E-02 -0.1966E+00  0.0000E+00  -1   0     15.4842  0.017800  0.4521E-07
  11  -130.00     -36.825 0.4449   0.2349E+00  0.1135E-02 -0.2036E+00  0.0000E+00  -1   0     15.4643  0.017834  0.3294E-07
  10  -134.00     -36.282 0.4455   0.2434E+00  0.1148E-02 -0.2111E+00  0.0000E+00  -1   0     15.4408  0.017875  0.2160E-07
   9  -138.00     -35.764 0.4462   0.2518E+00  0.1161E-02 -0.2200E+00  0.0000E+00  -1   0     15.4209  0.017911  0.1417E-07
   8  -142.00     -35.273 0.4468   0.2598E+00  0.1173E-02 -0.2290E+00  0.0000E+00  -1   0     15.4041  0.017941  0.9300E-08
   7  -146.00     -34.817 0.4473   0.2672E+00  0.1185E-02 -0.2380E+00  0.0000E+00  -1   0     15.3902  0.017964  0.6104E-08
   6  -150.00     -34.402 0.4478   0.2740E+00  0.1195E-02 -0.2471E+00  0.0000E+00  -1   0     15.3791  0.017979  0.4007E-08
   5  -154.00     -34.035 0.4483   0.2800E+00  0.1204E-02 -0.2561E+00  0.0000E+00  -1   0     15.3705  0.017977  0.2631E-08
   4  -158.00     -33.726 0.4487   0.2850E+00  0.1212E-02 -0.2651E+00  0.0000E+00  -1   0     15.3642  0.017941  0.1728E-08
   3  -162.00     -33.485 0.4490   0.2889E+00  0.1218E-02 -0.2741E+00  0.0000E+00  -1   0     15.3601  0.017842  0.1135E-08
   2  -166.00     -33.325 0.4492   0.2915E+00  0.1222E-02 -0.2831E+00  0.0000E+00  -1   0     15.3581  0.017651  0.7458E-09
   1  -170.00     -33.264 0.4492   0.2925E+00  0.1223E-02 -0.2876E+00  0.0000E+00  -1   0     15.3581  0.017363  0.4901E-09
end


 Time:     122.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  96     0.00     -60.712 0.3561   0.1542E+00  0.1166E-02  0.6865E-01  0.0000E+00  -1   0     19.1703  0.000330  0.4669E-01
  95    -1.00     -59.276 0.3576   0.1606E+00  0.1189E-02  0.6532E-01  0.1154E-01  -1   0     19.6950  0.010059  0.4928E-01
  94    -2.00     -57.901 0.3592   0.1699E+00  0.1215E-02  0.5824E-01  0.1141E-01  -1   0     20.1910  0.019539  0.4622E-01
  93    -3.00     -56.591 0.3610   0.1819E+00  0.1246E-02  0.5094E-01  0.1131E-01  -1   0     20.6522  0.028731  0.4312E-01
  92    -4.00     -55.339 0.3627   0.1934E+00  0.1275E-02  0.4400E-01  0.1122E-01  -1   0     21.0751  0.037644  0.4003E-01
  91    -5.00     -54.135 0.3643   0.2045E+00  0.1302E-02  0.3737E-01  0.1116E-01  -1   0     21.4580  0.046253  0.3700E-01
  90    -6.00     -52.972 0.3658   0.2152E+00  0.1329E-02  0.3100E-01  0.1111E-01  -1   0     21.8004  0.054555  0.3407E-01
  89    -7.00     -51.846 0.3673   0.2255E+00  0.1356E-02  0.2484E-01  0.1108E-01  -1   0     22.1025  0.062541  0.3128E-01
  88    -8.00     -50.751 0.3688   0.2356E+00  0.1381E-02  0.1889E-01  0.1105E-01  -1   0     22.3654  0.070195  0.2864E-01
  87    -9.00     -49.685 0.3702   0.2454E+00  0.1406E-02  0.1312E-01  0.1104E-01  -1   0     22.5907  0.077509  0.2617E-01
  86   -10.00     -48.644 0.3716   0.2550E+00  0.1430E-02  0.7526E-02  0.1104E-01  -1   0     22.7804  0.084466  0.2387E-01
  85   -11.00     -47.625 0.3729   0.2643E+00  0.1453E-02  0.1551E-02  0.1104E-01  -1   0     22.9369  0.091057  0.2174E-01
  84   -12.00     -46.631 0.3743   0.2734E+00  0.1476E-02 -0.5770E-02  0.1103E-01  -1   0     23.0629  0.097276  0.1979E-01
  83   -13.00     -45.667 0.3758   0.2892E+00  0.1506E-02 -0.1413E-01  0.1081E-01  -1   0     23.1611  0.103095  0.1792E-01
  82   -14.00     -44.728 0.3773   0.3066E+00  0.1536E-02 -0.2262E-01  0.1060E-01  -1   0     23.2342  0.108468  0.1622E-01
  81   -15.00     -43.814 0.3788   0.3234E+00  0.1566E-02 -0.3107E-01  0.1039E-01  -1   0     23.2850  0.113359  0.1469E-01
  80   -16.00     -42.920 0.3802   0.3399E+00  0.1595E-02 -0.3948E-01  0.1018E-01  -1   0     23.3161  0.117736  0.1331E-01
  79   -17.00     -42.045 0.3817   0.3560E+00  0.1623E-02 -0.4790E-01  0.9969E-02  -1   0     23.3300  0.121563  0.1209E-01
  78   -18.00     -41.189 0.3831   0.3718E+00  0.1651E-02 -0.5633E-01  0.9759E-02  -1   0     23.3292  0.124810  0.1101E-01
  77   -19.00     -40.348 0.3844   0.3873E+00  0.1679E-02 -0.6480E-01  0.9548E-02  -1   0     23.3158  0.127462  0.1006E-01
  76   -20.00     -39.523 0.3858   0.4026E+00  0.1705E-02 -0.7332E-01  0.9336E-02  -1   0     23.2921  0.129514  0.9216E-02
  75   -21.00     -38.712 0.3871   0.4175E+00  0.1732E-02 -0.8187E-01  0.9122E-02  -1   0     23.2600  0.130972  0.8477E-02
  74   -22.00     -37.915 0.3884   0.4322E+00  0.1758E-02 -0.9092E-01  0.8906E-02  -1   0     23.2212  0.131850  0.7829E-02
  73   -23.00     -37.133 0.3897   0.4466E+00  0.1783E-02 -0.1013E+00  0.8689E-02  -1   0     23.1774  0.132166  0.7259E-02
  72   -24.00     -36.367 0.3911   0.4680E+00  0.1813E-02 -0.1130E+00  0.8469E-02  -1   0     23.1301  0.131946  0.6756E-02
  71   -25.00     -35.614 0.3925   0.4950E+00  0.1845E-02 -0.1251E+00  0.8247E-02  -1   0     23.0808  0.131230  0.6310E-02
  70   -26.00     -34.872 0.3940   0.5215E+00  0.1878E-02 -0.1373E+00  0.8024E-02  -1   0     23.0305  0.130070  0.5911E-02
  69   -27.00     -34.140 0.3954   0.5477E+00  0.1910E-02 -0.1496E+00  0.7798E-02  -1   0     22.9801  0.128521  0.5552E-02
  68   -28.00     -33.456 0.4304   0.4398E+00  0.1682E-02 -0.1606E+00  0.7570E-02  -1   0     22.9311  0.126178  0.5238E-02
  67   -29.00     -32.825 0.4315   0.4564E+00  0.1705E-02 -0.1704E+00  0.7341E-02  -1   0     22.8839  0.122569  0.4970E-02
  66   -30.00     -32.203 0.4326   0.4727E+00  0.1728E-02 -0.1802E+00  0.7110E-02  -1   0     22.8382  0.118631  0.4720E-02
  65   -31.00     -31.587 0.4336   0.4889E+00  0.1750E-02 -0.1900E+00  0.6877E-02  -1   0     22.7943  0.114528  0.4483E-02
  64   -32.00     -30.980 0.4346   0.5049E+00  0.1773E-02 -0.2000E+00  0.6643E-02  -1   0     22.7526  0.110403  0.4258E-02
  63   -33.00     -30.380 0.4357   0.5207E+00  0.1795E-02 -0.2101E+00  0.6408E-02  -1   0     22.7133  0.106384  0.4042E-02
  62   -34.00     -29.787 0.4367   0.5363E+00  0.1816E-02 -0.2210E+00  0.6172E-02  -1   0     22.6766  0.102588  0.3834E-02
  61   -35.00     -29.204 0.4376   0.5517E+00  0.1838E-02 -0.2331E+00  0.5934E-02  -1   0     22.6426  0.099133  0.3632E-02
  60   -36.00     -28.627 0.4388   0.5784E+00  0.1864E-02 -0.2461E+00  0.5696E-02  -1   0     22.6116  0.096145  0.3436E-02
  59   -37.00     -28.150 0.4557   0.3887E+00  0.1358E-02 -0.2566E+00  0.5457E-02  -1   0     22.5835  0.092698  0.3253E-02
  58   -38.00     -27.812 0.4562   0.3986E+00  0.1369E-02 -0.2646E+00  0.5218E-02  -1   0     22.5581  0.087778  0.3086E-02
  57   -39.00     -27.477 0.4567   0.4084E+00  0.1380E-02 -0.2727E+00  0.4977E-02  -1   0     22.5348  0.083546  0.2920E-02
  56   -40.00     -27.147 0.4571   0.4181E+00  0.1390E-02 -0.2809E+00  0.4737E-02  -1   0     22.5136  0.079909  0.2757E-02
  55   -41.00     -26.821 0.4576   0.4276E+00  0.1401E-02 -0.2893E+00  0.4496E-02  -1   0     22.4943  0.076763  0.2596E-02
  54   -42.00     -26.500 0.4581   0.4370E+00  0.1411E-02 -0.2977E+00  0.4255E-02  -1   0     22.4769  0.074006  0.2439E-02
  53   -43.00     -26.184 0.4585   0.4463E+00  0.1421E-02 -0.3063E+00  0.3996E-02  -1   0     22.4612  0.071547  0.2277E-02
  52   -44.00     -25.872 0.4589   0.4554E+00  0.1431E-02 -0.3149E+00  0.3681E-02  -1   0     22.4470  0.069314  0.2095E-02
  51   -45.00     -25.567 0.4594   0.4643E+00  0.1441E-02 -0.3237E+00  0.3378E-02  -1   0     22.4341  0.067254  0.1920E-02
  50   -46.00     -25.267 0.4598   0.4731E+00  0.1451E-02 -0.3327E+00  0.3084E-02  -1   0     22.4225  0.065330  0.1754E-02
  49   -47.00     -24.973 0.4602   0.4817E+00  0.1460E-02 -0.3417E+00  0.2802E-02  -1   0     22.4118  0.063516  0.1595E-02
  48   -48.00     -24.686 0.4606   0.4901E+00  0.1469E-02 -0.3508E+00  0.2530E-02  -1   0     22.4021  0.061795  0.1443E-02
  47   -49.00     -24.405 0.4610   0.4984E+00  0.1478E-02 -0.3623E+00  0.2267E-02  -1   0     22.3930  0.060156  0.1298E-02
  46   -50.50     -23.996 0.4616   0.5103E+00  0.1491E-02 -0.3740E+00  0.1891E-02  -1   0     22.3806  0.057841  0.1092E-02
  45   -52.00     -23.603 0.4622   0.5218E+00  0.1504E-02 -0.3911E+00  0.1535E-02  -1   0     22.3690  0.055678  0.8988E-03
  44   -54.00     -23.110 0.4629   0.5363E+00  0.1520E-02 -0.4094E+00  0.1087E-02  -1   0     22.3547  0.053017  0.6596E-03
  43   -56.00     -22.644 0.4636   0.5599E+00  0.1538E-02 -0.4314E+00  0.6712E-03  -1   0     22.3408  0.050585  0.4398E-03
  42   -58.00     -22.193 0.4643   0.5828E+00  0.1555E-02 -0.4539E+00  0.2846E-03  -1   0     22.3270  0.048371  0.2379E-03
  41   -60.00     -21.760 0.4650   0.6049E+00  0.1572E-02 -0.4767E+00  0.0000E+00  -1   0     22.3126  0.046388  0.8671E-04
  40   -62.00     -21.346 0.4657   0.6260E+00  0.1589E-02 -0.4993E+00  0.0000E+00  -1   0     22.2972  0.044641  0.7028E-04
  39   -64.00     -20.951 0.4663   0.6462E+00  0.1604E-02 -0.5214E+00  0.0000E+00  -1   0     22.2805  0.043073  0.5696E-04
  38   -66.00     -20.575 0.4669   0.6654E+00  0.1619E-02 -0.5430E+00  0.0000E+00  -1   0     22.2625  0.041630  0.4614E-04
  37   -68.00     -20.216 0.4675   0.6836E+00  0.1633E-02 -0.5640E+00  0.0000E+00  -1   0     22.2428  0.040285  0.3737E-04
  36   -70.00     -19.875 0.4681   0.7010E+00  0.1646E-02 -0.5844E+00  0.0000E+00  -1   0     22.2213  0.039024  0.3026E-04
  35   -72.00     -19.552 0.4686   0.7175E+00  0.1659E-02 -0.6043E+00  0.0000E+00  -1   0     22.1982  0.037838  0.2450E-04
  34   -74.00     -19.245 0.4691   0.7332E+00  0.1671E-02 -0.6235E+00  0.0000E+00  -1   0     22.1732  0.036720  0.1983E-04
  33   -76.00     -18.954 0.4696   0.7481E+00  0.1682E-02 -0.6422E+00  0.0000E+00  -1   0     22.1465  0.035664  0.1605E-04
  32   -78.00     -18.679 0.4700   0.7621E+00  0.1693E-02 -0.6607E+00  0.0000E+00  -1   0     22.1182  0.034666  0.1299E-04
  31   -80.00     -18.423 0.4704   0.7752E+00  0.1703E-02 -0.6795E+00  0.0000E+00  -1   0     22.0884  0.033723  0.1051E-04
  30   -82.00     -18.181 0.4708   0.7920E+00  0.1714E-02 -0.6987E+00  0.0000E+00  -1   0     22.0574  0.032834  0.8502E-05
  29   -84.00     -17.948 0.4712   0.8121E+00  0.1724E-02 -0.7180E+00  0.0000E+00  -1   0     22.0254  0.031995  0.6877E-05
  28   -86.00     -17.718 0.4717   0.8318E+00  0.1735E-02 -0.7373E+00  0.0000E+00  -1   0     21.9923  0.031204  0.5562E-05
  27   -88.00     -17.494 0.4721   0.8511E+00  0.1745E-02 -0.7565E+00  0.0000E+00  -1   0     21.9584  0.030459  0.4498E-05
  26   -90.00     -17.274 0.4725   0.8700E+00  0.1755E-02 -0.7756E+00  0.0000E+00  -1   0     21.9237  0.029757  0.3637E-05
  25   -92.00     -17.060 0.4728   0.8883E+00  0.1765E-02 -0.7946E+00  0.0000E+00  -1   0     21.8884  0.029096  0.2941E-05
  24   -94.00     -16.852 0.4732   0.9062E+00  0.1774E-02 -0.8133E+00  0.0000E+00  -1   0     21.8526  0.028473  0.2378E-05
  23   -96.00     -16.651 0.4736   0.9235E+00  0.1784E-02 -0.8318E+00  0.0000E+00  -1   0     21.8165  0.027888  0.1922E-05
  22   -98.00     -16.456 0.4739   0.9402E+00  0.1792E-02 -0.8545E+00  0.0000E+00  -1   0     21.7801  0.027336  0.1554E-05
  21  -101.00     -16.176 0.4744   0.9642E+00  0.1805E-02 -0.8723E+00  0.0000E+00  -1   0     21.7254  0.026575  0.1129E-05
  20  -103.00     -15.999 0.4747   0.9795E+00  0.1813E-02 -0.8984E+00  0.0000E+00  -1   0     21.6891  0.026103  0.9129E-06
  19  -106.00     -15.746 0.4752   0.1001E+01  0.1825E-02 -0.9194E+00  0.0000E+00  -1   0     21.6353  0.025454  0.6635E-06
  18  -109.00     -15.510 0.4756   0.1022E+01  0.1836E-02 -0.9439E+00  0.0000E+00  -1   0     21.5828  0.024865  0.4822E-06
  17  -112.00     -15.291 0.4760   0.1041E+01  0.1846E-02 -0.9674E+00  0.0000E+00  -1   0     21.5325  0.024333  0.3505E-06
  16  -115.00     -15.090 0.4764   0.1058E+01  0.1855E-02 -0.9897E+00  0.0000E+00  -1   0     21.4851  0.023853  0.2548E-06
  15  -118.00     -14.905 0.4767   0.1074E+01  0.1864E-02 -0.1011E+01  0.0000E+00  -1   0     21.4415  0.023423  0.1853E-06
  14  -121.00     -14.738 0.4770   0.1089E+01  0.1872E-02 -0.1032E+01  0.0000E+00  -1   0     21.4027  0.023038  0.1348E-06
  13  -124.00     -14.592 0.4773   0.1102E+01  0.1879E-02 -0.1052E+01  0.0000E+00  -1   0     21.3696  0.022697  0.9811E-07
  12  -127.00     -14.465 0.4775   0.1117E+01  0.1885E-02 -0.1073E+01  0.0000E+00  -1   0     21.3431  0.022396  0.7144E-07
  11  -130.00     -14.350 0.4777   0.1135E+01  0.1891E-02 -0.1096E+01  0.0000E+00  -1   0     21.3241  0.022132  0.5205E-07
  10  -134.00     -14.217 0.4780   0.1154E+01  0.1898E-02 -0.1119E+01  0.0000E+00  -1   0     21.3114  0.021834  0.3416E-07
   9  -138.00     -14.111 0.4782   0.1170E+01  0.1904E-02 -0.1143E+01  0.0000E+00  -1   0     21.3138  0.021588  0.2244E-07
   8  -142.00     -14.038 0.4783   0.1181E+01  0.1908E-02 -0.1164E+01  0.0000E+00  -1   0     21.3312  0.021390  0.1477E-07
   7  -146.00     -14.004 0.4784   0.1185E+01  0.1910E-02 -0.1180E+01  0.0000E+00  -1   0     21.3620  0.021238  0.9728E-08
   6  -150.00     -14.016 0.4784   0.1183E+01  0.1909E-02 -0.1191E+01  0.0000E+00  -1   0     21.4031  0.021127  0.6415E-08
   5  -154.00     -14.076 0.4782   0.1172E+01  0.1905E-02 -0.1195E+01  0.0000E+00  -1   0     21.4498  0.021052  0.4233E-08
   4  -158.00     -14.181 0.4780   0.1155E+01  0.1899E-02 -0.1188E+01  0.0000E+00  -1   0     21.4953  0.021003  0.2793E-08
   3  -162.00     -14.316 0.4778   0.1132E+01  0.1890E-02 -0.1170E+01  0.0000E+00  -1   0     21.5321  0.020984  0.1842E-08
   2  -166.00     -14.444 0.4775   0.1112E+01  0.1883E-02 -0.1142E+01  0.0000E+00  -1   0     21.5530  0.020847  0.1213E-08
   1  -170.00     -14.508 0.4774   0.1105E+01  0.1880E-02 -0.1126E+01  0.0000E+00  -1   0     21.5530  0.021721  0.7966E-09
end


 Time:     153.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  96     0.00     -72.146 0.3439   0.1041E+00  0.9864E-03  0.6002E+00  0.0000E+00  -1   0     20.1703  0.000330  0.5350E-01
  95    -1.00     -66.038 0.3504   0.1309E+00  0.1082E-02  0.5760E+00  0.0000E+00  -1   0     20.7265  0.009543  0.4982E-01
  94    -2.00     -61.144 0.3556   0.1525E+00  0.1159E-02  0.5274E+00  0.0000E+00  -1   0     21.2516  0.018944  0.4604E-01
  93    -3.00     -57.093 0.3603   0.1774E+00  0.1234E-02  0.4797E+00  0.0000E+00  -1   0     21.7378  0.028760  0.4227E-01
  92    -4.00     -53.726 0.3648   0.2082E+00  0.1312E-02  0.4351E+00  0.0000E+00  -1   0     22.1865  0.038742  0.3857E-01
  91    -5.00     -50.856 0.3686   0.2346E+00  0.1378E-02  0.3941E+00  0.0000E+00  -1   0     22.5957  0.048675  0.3499E-01
  90    -6.00     -48.336 0.3720   0.2577E+00  0.1437E-02  0.3538E+00  0.0000E+00  -1   0     22.9652  0.058485  0.3157E-01
  89    -7.00     -46.098 0.3750   0.2810E+00  0.1491E-02  0.3131E+00  0.0000E+00  -1   0     23.2957  0.068108  0.2837E-01
  88    -8.00     -44.120 0.3783   0.3174E+00  0.1555E-02  0.2736E+00  0.0000E+00  -1   0     23.5882  0.077399  0.2539E-01
  87    -9.00     -42.357 0.3811   0.3500E+00  0.1613E-02  0.2366E+00  0.0000E+00  -1   0     23.8440  0.086212  0.2265E-01
  86   -10.00     -40.758 0.3837   0.3795E+00  0.1665E-02  0.2014E+00  0.0000E+00  -1   0     24.0649  0.094396  0.2016E-01
  85   -11.00     -39.289 0.3861   0.4067E+00  0.1713E-02  0.1673E+00  0.0000E+00  -1   0     24.2532  0.101835  0.1793E-01
  84   -12.00     -37.930 0.3884   0.4317E+00  0.1757E-02  0.1328E+00  0.0000E+00  -1   0     24.4118  0.108442  0.1594E-01
  83   -13.00     -36.670 0.3904   0.4567E+00  0.1799E-02  0.9772E-01  0.0000E+00  -1   0     24.5435  0.114126  0.1418E-01
  82   -14.00     -35.503 0.3927   0.4985E+00  0.1850E-02  0.6309E-01  0.0000E+00  -1   0     24.6511  0.118819  0.1263E-01
  81   -15.00     -34.414 0.3948   0.5375E+00  0.1897E-02  0.2985E-01  0.0000E+00  -1   0     24.7371  0.122502  0.1126E-01
  80   -16.00     -33.389 0.3969   0.5742E+00  0.1942E-02 -0.2158E-02  0.0000E+00  -1   0     24.8042  0.125212  0.1006E-01
  79   -17.00     -32.419 0.3987   0.6090E+00  0.1984E-02 -0.3305E-01  0.0000E+00  -1   0     24.8548  0.127032  0.9007E-02
  78   -18.00     -31.497 0.4005   0.6420E+00  0.2025E-02 -0.6303E-01  0.0000E+00  -1   0     24.8914  0.128082  0.8069E-02
  77   -19.00     -30.615 0.4023   0.6735E+00  0.2063E-02 -0.9297E-01  0.0000E+00  -1   0     24.9163  0.128502  0.7235E-02
  76   -20.00     -29.772 0.4039   0.7037E+00  0.2100E-02 -0.1236E+00  0.0000E+00  -1   0     24.9316  0.128438  0.6492E-02
  75   -21.00     -28.965 0.4056   0.7380E+00  0.2137E-02 -0.1547E+00  0.0000E+00  -1   0     24.9394  0.128028  0.5828E-02
  74   -22.00     -28.188 0.4073   0.7900E+00  0.2180E-02 -0.1857E+00  0.0000E+00  -1   0     24.9413  0.127395  0.5234E-02
  73   -23.00     -27.434 0.4091   0.8405E+00  0.2222E-02 -0.2159E+00  0.0000E+00  -1   0     24.9389  0.126638  0.4703E-02
  72   -24.00     -26.701 0.4107   0.8897E+00  0.2263E-02 -0.2454E+00  0.0000E+00  -1   0     24.9334  0.125829  0.4227E-02
  71   -25.00     -25.986 0.4124   0.9375E+00  0.2303E-02 -0.2742E+00  0.0000E+00  -1   0     24.9258  0.125017  0.3800E-02
  70   -26.00     -25.286 0.4140   0.9843E+00  0.2341E-02 -0.3023E+00  0.0000E+00  -1   0     24.9171  0.124232  0.3418E-02
  69   -27.00     -24.600 0.4156   0.1030E+01  0.2379E-02 -0.3303E+00  0.0000E+00  -1   0     24.9081  0.123490  0.3076E-02
  68   -28.00     -23.976 0.4479   0.8030E+00  0.2081E-02 -0.3568E+00  0.0000E+00  -1   0     24.8997  0.122669  0.2769E-02
  67   -29.00     -23.428 0.4490   0.8295E+00  0.2106E-02 -0.3817E+00  0.0000E+00  -1   0     24.8921  0.121731  0.2494E-02
  66   -30.00     -22.894 0.4501   0.8625E+00  0.2133E-02 -0.4068E+00  0.0000E+00  -1   0     24.8855  0.120898  0.2247E-02
  65   -31.00     -22.368 0.4513   0.9078E+00  0.2163E-02 -0.4318E+00  0.0000E+00  -1   0     24.8805  0.120143  0.2025E-02
  64   -32.00     -21.845 0.4525   0.9528E+00  0.2193E-02 -0.4563E+00  0.0000E+00  -1   0     24.8770  0.119446  0.1825E-02
  63   -33.00     -21.325 0.4537   0.9975E+00  0.2222E-02 -0.4803E+00  0.0000E+00  -1   0     24.8754  0.118791  0.1645E-02
  62   -34.00     -20.808 0.4549   0.1042E+01  0.2251E-02 -0.5039E+00  0.0000E+00  -1   0     24.8756  0.118164  0.1484E-02
  61   -35.00     -20.293 0.4560   0.1086E+01  0.2281E-02 -0.5270E+00  0.0000E+00  -1   0     24.8776  0.117552  0.1338E-02
  60   -36.00     -19.778 0.4572   0.1130E+01  0.2310E-02 -0.5498E+00  0.0000E+00  -1   0     24.8816  0.116955  0.1207E-02
  59   -37.00     -19.383 0.4689   0.7252E+00  0.1665E-02 -0.5693E+00  0.0000E+00  -1   0     24.8871  0.116231  0.1090E-02
  58   -38.00     -19.174 0.4692   0.7357E+00  0.1673E-02 -0.5855E+00  0.0000E+00  -1   0     24.8939  0.115243  0.9837E-03
  57   -39.00     -18.975 0.4695   0.7456E+00  0.1681E-02 -0.6014E+00  0.0000E+00  -1   0     24.9016  0.114210  0.8884E-03
  56   -40.00     -18.787 0.4698   0.7550E+00  0.1688E-02 -0.6171E+00  0.0000E+00  -1   0     24.9101  0.113088  0.8024E-03
  55   -41.00     -18.610 0.4701   0.7638E+00  0.1695E-02 -0.6327E+00  0.0000E+00  -1   0     24.9194  0.111841  0.7249E-03
  54   -42.00     -18.444 0.4704   0.7721E+00  0.1701E-02 -0.6480E+00  0.0000E+00  -1   0     24.9293  0.110443  0.6551E-03
  53   -43.00     -18.289 0.4706   0.7799E+00  0.1707E-02 -0.6632E+00  0.0000E+00  -1   0     24.9397  0.108878  0.5921E-03
  52   -44.00     -18.143 0.4709   0.7914E+00  0.1713E-02 -0.6783E+00  0.0000E+00  -1   0     24.9505  0.107136  0.5353E-03
  51   -45.00     -18.003 0.4711   0.8032E+00  0.1720E-02 -0.6930E+00  0.0000E+00  -1   0     24.9614  0.105219  0.4839E-03
  50   -46.00     -17.869 0.4714   0.8146E+00  0.1726E-02 -0.7075E+00  0.0000E+00  -1   0     24.9724  0.103134  0.4376E-03
  49   -47.00     -17.740 0.4716   0.8255E+00  0.1731E-02 -0.7217E+00  0.0000E+00  -1   0     24.9834  0.100896  0.3957E-03
  48   -48.00     -17.618 0.4718   0.8360E+00  0.1737E-02 -0.7356E+00  0.0000E+00  -1   0     24.9942  0.098527  0.3578E-03
  47   -49.00     -17.500 0.4720   0.8461E+00  0.1742E-02 -0.7525E+00  0.0000E+00  -1   0     25.0047  0.096049  0.3235E-03
  46   -50.50     -17.335 0.4723   0.8603E+00  0.1750E-02 -0.7688E+00  0.0000E+00  -1   0     25.0197  0.092189  0.2781E-03
  45   -52.00     -17.182 0.4726   0.8736E+00  0.1757E-02 -0.7909E+00  0.0000E+00  -1   0     25.0336  0.088245  0.2389E-03
  44   -54.00     -16.997 0.4730   0.8897E+00  0.1766E-02 -0.8118E+00  0.0000E+00  -1   0     25.0500  0.083018  0.1950E-03
  43   -56.00     -16.834 0.4733   0.9041E+00  0.1773E-02 -0.8344E+00  0.0000E+00  -1   0     25.0636  0.078004  0.1590E-03
  42   -58.00     -16.691 0.4735   0.9167E+00  0.1780E-02 -0.8555E+00  0.0000E+00  -1   0     25.0742  0.073355  0.1295E-03
  41   -60.00     -16.568 0.4737   0.9278E+00  0.1786E-02 -0.8750E+00  0.0000E+00  -1   0     25.0816  0.069174  0.1054E-03
  40   -62.00     -16.464 0.4739   0.9372E+00  0.1791E-02 -0.8929E+00  0.0000E+00  -1   0     25.0858  0.065516  0.8563E-04
  39   -64.00     -16.380 0.4741   0.9450E+00  0.1795E-02 -0.9092E+00  0.0000E+00  -1   0     25.0868  0.062398  0.6955E-04
  38   -66.00     -16.315 0.4742   0.9512E+00  0.1798E-02 -0.9239E+00  0.0000E+00  -1   0     25.0848  0.059806  0.5644E-04
  37   -68.00     -16.267 0.4743   0.9560E+00  0.1801E-02 -0.9369E+00  0.0000E+00  -1   0     25.0799  0.057704  0.4577E-04
  36   -70.00     -16.237 0.4744   0.9592E+00  0.1803E-02 -0.9483E+00  0.0000E+00  -1   0     25.0724  0.056043  0.3710E-04
  35   -72.00     -16.223 0.4744   0.9611E+00  0.1804E-02 -0.9580E+00  0.0000E+00  -1   0     25.0623  0.054766  0.3006E-04
  34   -74.00     -16.225 0.4744   0.9617E+00  0.1804E-02 -0.9660E+00  0.0000E+00  -1   0     25.0500  0.053812  0.2434E-04
  33   -76.00     -16.242 0.4744   0.9609E+00  0.1803E-02 -0.9724E+00  0.0000E+00  -1   0     25.0356  0.053121  0.1971E-04
  32   -78.00     -16.274 0.4743   0.9589E+00  0.1802E-02 -0.9772E+00  0.0000E+00  -1   0     25.0193  0.052634  0.1595E-04
  31   -80.00     -16.320 0.4742   0.9557E+00  0.1801E-02 -0.9804E+00  0.0000E+00  -1   0     25.0015  0.052299  0.1291E-04
