
       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cTop       cRoot       cBot      vProd    Sum(vProd) Sum(Sink)  TLevel
        [T]     [L3/L2/T]  [L3/L2/T]   [L3/L2]    [L3/L2]   [L3/L3]     [L3/L3]    [L3/L3]   [L3/L2/T]    [L3/L2]   [L3/L2]

      91.60151  0.337E+00 -0.626E-02  0.854E+01 -0.908E-01  0.330E-03  0.169E-01  0.174E-01  0.497E+00  0.861E+01  0.763E-01     363
      91.68121  0.331E+00 -0.626E-02  0.857E+01 -0.913E-01  0.330E-03  0.174E-01  0.174E-01  0.512E+00  0.865E+01  0.765E-01     364
      91.76090  0.328E+00 -0.616E-02  0.859E+01 -0.918E-01  0.330E-03  0.182E-01  0.174E-01  0.504E+00  0.869E+01  0.768E-01     365
      91.88045  0.296E+00 -0.611E-02  0.863E+01 -0.925E-01  0.330E-03  0.190E-01  0.174E-01  0.476E+00  0.875E+01  0.773E-01     366
      92.00000  0.272E+00 -0.609E-02  0.866E+01 -0.932E-01  0.330E-03  0.198E-01  0.174E-01  0.422E+00  0.880E+01  0.778E-01     367
      92.02000  0.262E+00 -0.596E-02  0.867E+01 -0.933E-01  0.330E-03  0.209E-01  0.174E-01  0.378E+00  0.881E+01  0.779E-01     368
      92.04000  0.293E+00 -0.600E-02  0.867E+01 -0.935E-01  0.330E-03  0.217E-01  0.174E-01  0.381E+00  0.881E+01  0.779E-01     369
      92.06600  0.301E+00 -0.605E-02  0.868E+01 -0.936E-01  0.330E-03  0.218E-01  0.174E-01  0.383E+00  0.882E+01  0.780E-01     370
      92.09980  0.312E+00 -0.588E-02  0.869E+01 -0.938E-01  0.330E-03  0.219E-01  0.174E-01  0.382E+00  0.884E+01  0.782E-01     371
      92.14374  0.320E+00 -0.578E-02  0.871E+01 -0.941E-01  0.330E-03  0.220E-01  0.174E-01  0.383E+00  0.885E+01  0.783E-01     372
      92.20086  0.332E+00 -0.578E-02  0.872E+01 -0.944E-01  0.330E-03  0.221E-01  0.174E-01  0.386E+00  0.888E+01  0.785E-01     373
      92.27512  0.346E+00 -0.576E-02  0.875E+01 -0.948E-01  0.330E-03  0.222E-01  0.174E-01  0.397E+00  0.890E+01  0.788E-01     374
      92.36573  0.370E+00 -0.572E-02  0.878E+01 -0.953E-01  0.330E-03  0.224E-01  0.174E-01  0.424E+00  0.894E+01  0.792E-01     375
      92.49258  0.404E+00 -0.567E-02  0.883E+01 -0.961E-01  0.330E-03  0.226E-01  0.174E-01  0.471E+00  0.900E+01  0.796E-01     376
      92.66172  0.451E+00 -0.560E-02  0.891E+01 -0.970E-01  0.330E-03  0.230E-01  0.174E-01  0.540E+00  0.909E+01  0.803E-01     377
      92.83086  0.485E+00 -0.546E-02  0.899E+01 -0.979E-01  0.330E-03  0.236E-01  0.174E-01  0.563E+00  0.919E+01  0.809E-01     378
      93.00000  0.464E+00 -0.534E-02  0.907E+01 -0.988E-01  0.330E-03  0.244E-01  0.174E-01  0.496E+00  0.927E+01  0.816E-01     379
      93.25000  0.488E+00 -0.521E-02  0.919E+01 -0.100E+00  0.330E-03  0.251E-01  0.174E-01  0.423E+00  0.938E+01  0.826E-01     380
      93.50000  0.500E+00 -0.505E-02  0.932E+01 -0.101E+00  0.330E-03  0.252E-01  0.174E-01  0.430E+00  0.949E+01  0.836E-01     381
      94.00000  0.555E+00 -0.486E-02  0.960E+01 -0.104E+00  0.330E-03  0.248E-01  0.174E-01  0.547E+00  0.976E+01  0.855E-01     382
      94.50000  0.688E+00 -0.469E-02  0.994E+01 -0.106E+00  0.330E-03  0.242E-01  0.174E-01  0.441E+00  0.998E+01  0.873E-01     383
      95.00000  0.448E+00 -0.458E-02  0.102E+02 -0.108E+00  0.330E-03  0.236E-01  0.174E-01  0.523E+00  0.102E+02  0.889E-01     384
      95.02000  0.649E+00 -0.448E-02  0.102E+02 -0.109E+00  0.330E-03  0.215E-01  0.174E-01  0.452E+00  0.103E+02  0.890E-01     385
      95.04000  0.424E+00 -0.449E-02  0.102E+02 -0.109E+00  0.330E-03  0.201E-01  0.174E-01  0.438E+00  0.103E+02  0.890E-01     386
      95.06000  0.493E+00 -0.438E-02  0.102E+02 -0.109E+00  0.330E-03  0.200E-01  0.174E-01  0.430E+00  0.103E+02  0.891E-01     387
      95.08600  0.418E+00 -0.421E-02  0.102E+02 -0.109E+00  0.330E-03  0.199E-01  0.174E-01  0.423E+00  0.103E+02  0.892E-01     388
      95.11980  0.448E+00 -0.412E-02  0.102E+02 -0.109E+00  0.330E-03  0.198E-01  0.175E-01  0.418E+00  0.103E+02  0.893E-01     389
      95.16374  0.402E+00 -0.401E-02  0.102E+02 -0.109E+00  0.330E-03  0.198E-01  0.175E-01  0.415E+00  0.103E+02  0.894E-01     390
      95.22086  0.424E+00 -0.416E-02  0.103E+02 -0.109E+00  0.330E-03  0.197E-01  0.175E-01  0.417E+00  0.103E+02  0.896E-01     391
      95.29878  0.395E+00 -0.441E-02  0.103E+02 -0.110E+00  0.330E-03  0.196E-01  0.175E-01  0.429E+00  0.104E+02  0.898E-01     392
      95.37669  0.430E+00 -0.441E-02  0.103E+02 -0.110E+00  0.330E-03  0.196E-01  0.175E-01  0.460E+00  0.104E+02  0.901E-01     393
      95.48058  0.425E+00 -0.435E-02  0.104E+02 -0.111E+00  0.330E-03  0.196E-01  0.175E-01  0.502E+00  0.105E+02  0.904E-01     394
      95.61043  0.468E+00 -0.434E-02  0.104E+02 -0.111E+00  0.330E-03  0.197E-01  0.175E-01  0.560E+00  0.105E+02  0.908E-01     395
      95.80522  0.463E+00 -0.434E-02  0.105E+02 -0.112E+00  0.330E-03  0.200E-01  0.175E-01  0.594E+00  0.106E+02  0.914E-01     396
      96.00000  0.465E+00 -0.432E-02  0.106E+02 -0.113E+00  0.330E-03  0.208E-01  0.175E-01  0.533E+00  0.107E+02  0.921E-01     397
      96.16667  0.477E+00 -0.422E-02  0.107E+02 -0.113E+00  0.330E-03  0.218E-01  0.175E-01  0.445E+00  0.108E+02  0.927E-01     398
      96.33333  0.520E+00 -0.411E-02  0.108E+02 -0.114E+00  0.330E-03  0.224E-01  0.175E-01  0.427E+00  0.109E+02  0.934E-01     399
      96.55556  0.512E+00 -0.405E-02  0.109E+02 -0.115E+00  0.330E-03  0.223E-01  0.175E-01  0.482E+00  0.110E+02  0.942E-01     400
      96.77778  0.604E+00 -0.398E-02  0.110E+02 -0.116E+00  0.330E-03  0.220E-01  0.175E-01  0.581E+00  0.111E+02  0.950E-01     401
      97.00000  0.620E+00 -0.394E-02  0.112E+02 -0.117E+00  0.330E-03  0.218E-01  0.175E-01  0.541E+00  0.113E+02  0.958E-01     402
      97.02000  0.511E+00 -0.394E-02  0.112E+02 -0.117E+00  0.330E-03  0.216E-01  0.175E-01  0.442E+00  0.113E+02  0.958E-01     403
      97.04000  0.478E+00 -0.396E-02  0.112E+02 -0.117E+00  0.330E-03  0.211E-01  0.175E-01  0.436E+00  0.113E+02  0.959E-01     404
      97.06600  0.481E+00 -0.393E-02  0.112E+02 -0.117E+00  0.330E-03  0.210E-01  0.175E-01  0.431E+00  0.113E+02  0.960E-01     405
      97.09980  0.460E+00 -0.388E-02  0.112E+02 -0.117E+00  0.330E-03  0.209E-01  0.175E-01  0.426E+00  0.113E+02  0.961E-01     406
      97.14374  0.462E+00 -0.387E-02  0.112E+02 -0.117E+00  0.330E-03  0.208E-01  0.175E-01  0.422E+00  0.113E+02  0.963E-01     407
      97.20086  0.448E+00 -0.385E-02  0.113E+02 -0.118E+00  0.330E-03  0.207E-01  0.175E-01  0.422E+00  0.113E+02  0.964E-01     408
      97.27512  0.459E+00 -0.383E-02  0.113E+02 -0.118E+00  0.330E-03  0.206E-01  0.175E-01  0.431E+00  0.114E+02  0.967E-01     409
      97.36573  0.462E+00 -0.381E-02  0.113E+02 -0.118E+00  0.330E-03  0.204E-01  0.175E-01  0.456E+00  0.114E+02  0.970E-01     410
      97.49258  0.493E+00 -0.376E-02  0.114E+02 -0.119E+00  0.330E-03  0.203E-01  0.175E-01  0.502E+00  0.115E+02  0.974E-01     411
      97.66172  0.519E+00 -0.368E-02  0.115E+02 -0.119E+00  0.330E-03  0.202E-01  0.175E-01  0.570E+00  0.116E+02  0.980E-01     412
      97.83086  0.558E+00 -0.364E-02  0.116E+02 -0.120E+00  0.330E-03  0.202E-01  0.176E-01  0.592E+00  0.117E+02  0.985E-01     413
      98.00000  0.520E+00 -0.363E-02  0.117E+02 -0.121E+00  0.330E-03  0.204E-01  0.176E-01  0.522E+00  0.118E+02  0.991E-01     414
      98.25000  0.556E+00 -0.359E-02  0.118E+02 -0.121E+00  0.330E-03  0.208E-01  0.176E-01  0.448E+00  0.119E+02  0.100E+00     415
      98.50000  0.538E+00 -0.354E-02  0.119E+02 -0.122E+00  0.330E-03  0.208E-01  0.176E-01  0.451E+00  0.120E+02  0.101E+00     416
      99.00000  0.588E+00 -0.345E-02  0.122E+02 -0.124E+00  0.330E-03  0.202E-01  0.176E-01  0.566E+00  0.123E+02  0.102E+00     417
      99.50000  0.717E+00 -0.336E-02  0.126E+02 -0.126E+00  0.330E-03  0.197E-01  0.176E-01  0.459E+00  0.125E+02  0.104E+00     418
     100.00000  0.463E+00 -0.328E-02  0.128E+02 -0.127E+00  0.330E-03  0.188E-01  0.177E-01  0.580E+00  0.128E+02  0.105E+00     419
     100.50000  0.865E+00 -0.316E-02  0.133E+02 -0.129E+00  0.330E-03  0.174E-01  0.177E-01  0.520E+00  0.130E+02  0.107E+00     420
     101.00000  0.406E+00 -0.304E-02  0.135E+02 -0.131E+00  0.330E-03  0.165E-01  0.177E-01  0.587E+00  0.133E+02  0.108E+00     421
     101.50000  0.943E+00 -0.295E-02  0.139E+02 -0.132E+00  0.330E-03  0.153E-01  0.177E-01  0.529E+00  0.136E+02  0.109E+00     422
     102.00000  0.342E+00 -0.291E-02  0.141E+02 -0.133E+00  0.330E-03  0.147E-01  0.178E-01  0.583E+00  0.139E+02  0.110E+00     423
     102.50000  0.106E+01 -0.283E-02  0.146E+02 -0.135E+00  0.330E-03  0.136E-01  0.178E-01  0.533E+00  0.142E+02  0.111E+00     424
     103.00000  0.296E+00 -0.274E-02  0.148E+02 -0.136E+00  0.330E-03  0.131E-01  0.178E-01  0.575E+00  0.144E+02  0.113E+00     425
     103.01400  0.872E+00 -0.276E-02  0.148E+02 -0.136E+00  0.330E-03  0.121E-01  0.179E-01  0.529E+00  0.145E+02  0.113E+00     426
     103.02800  0.285E+00 -0.280E-02  0.148E+02 -0.136E+00  0.330E-03  0.114E-01  0.179E-01  0.513E+00  0.145E+02  0.113E+00     427
     103.03780  0.677E+00 -0.277E-02  0.148E+02 -0.136E+00  0.330E-03  0.113E-01  0.179E-01  0.505E+00  0.145E+02  0.113E+00     428
     103.04760  0.381E+00 -0.286E-02  0.148E+02 -0.136E+00  0.330E-03  0.113E-01  0.179E-01  0.500E+00  0.145E+02  0.113E+00     429
     103.05740  0.587E+00 -0.291E-02  0.148E+02 -0.136E+00  0.330E-03  0.113E-01  0.179E-01  0.496E+00  0.145E+02  0.113E+00     430
     103.06720  0.421E+00 -0.294E-02  0.148E+02 -0.136E+00  0.330E-03  0.113E-01  0.179E-01  0.493E+00  0.145E+02  0.113E+00     431
     103.07700  0.541E+00 -0.293E-02  0.148E+02 -0.136E+00  0.330E-03  0.113E-01  0.179E-01  0.491E+00  0.145E+02  0.113E+00     432
     103.08974  0.431E+00 -0.278E-02  0.148E+02 -0.136E+00  0.330E-03  0.113E-01  0.179E-01  0.489E+00  0.145E+02  0.113E+00     433
     103.10248  0.508E+00 -0.265E-02  0.148E+02 -0.137E+00  0.330E-03  0.112E-01  0.179E-01  0.487E+00  0.145E+02  0.113E+00     434
     103.11904  0.428E+00 -0.282E-02  0.148E+02 -0.137E+00  0.330E-03  0.112E-01  0.179E-01  0.485E+00  0.145E+02  0.113E+00     435
     103.13560  0.484E+00 -0.298E-02  0.149E+02 -0.137E+00  0.330E-03  0.112E-01  0.179E-01  0.485E+00  0.145E+02  0.113E+00     436
     103.15217  0.428E+00 -0.287E-02  0.149E+02 -0.137E+00  0.330E-03  0.113E-01  0.179E-01  0.485E+00  0.145E+02  0.113E+00     437
     103.16873  0.472E+00 -0.290E-02  0.149E+02 -0.137E+00  0.330E-03  0.113E-01  0.179E-01  0.487E+00  0.145E+02  0.113E+00     438
     103.18529  0.429E+00 -0.282E-02  0.149E+02 -0.137E+00  0.330E-03  0.113E-01  0.179E-01  0.489E+00  0.145E+02  0.113E+00     439
     103.20682  0.461E+00 -0.259E-02  0.149E+02 -0.137E+00  0.330E-03  0.113E-01  0.179E-01  0.493E+00  0.146E+02  0.113E+00     440
     103.22835  0.426E+00 -0.269E-02  0.149E+02 -0.137E+00  0.330E-03  0.113E-01  0.179E-01  0.499E+00  0.146E+02  0.113E+00     441
     103.24988  0.458E+00 -0.291E-02  0.149E+02 -0.137E+00  0.330E-03  0.114E-01  0.179E-01  0.506E+00  0.146E+02  0.113E+00     442
     103.27141  0.430E+00 -0.281E-02  0.149E+02 -0.137E+00  0.330E-03  0.114E-01  0.179E-01  0.515E+00  0.146E+02  0.113E+00     443
     103.29940  0.455E+00 -0.276E-02  0.149E+02 -0.137E+00  0.330E-03  0.115E-01  0.179E-01  0.526E+00  0.146E+02  0.113E+00     444
     103.32739  0.436E+00 -0.291E-02  0.149E+02 -0.137E+00  0.330E-03  0.115E-01  0.179E-01  0.541E+00  0.146E+02  0.113E+00     445
     103.35538  0.464E+00 -0.290E-02  0.150E+02 -0.137E+00  0.330E-03  0.116E-01  0.179E-01  0.559E+00  0.146E+02  0.113E+00     446
     103.38337  0.450E+00 -0.279E-02  0.150E+02 -0.137E+00  0.330E-03  0.117E-01  0.179E-01  0.578E+00  0.146E+02  0.114E+00     447
     103.41976  0.473E+00 -0.262E-02  0.150E+02 -0.137E+00  0.330E-03  0.119E-01  0.179E-01  0.598E+00  0.147E+02  0.114E+00     448
     103.45614  0.466E+00 -0.254E-02  0.150E+02 -0.137E+00  0.330E-03  0.120E-01  0.179E-01  0.624E+00  0.147E+02  0.114E+00     449
     103.49253  0.492E+00 -0.267E-02  0.150E+02 -0.138E+00  0.330E-03  0.122E-01  0.179E-01  0.650E+00  0.147E+02  0.114E+00     450
     103.53983  0.480E+00 -0.280E-02  0.150E+02 -0.138E+00  0.330E-03  0.125E-01  0.179E-01  0.672E+00  0.147E+02  0.114E+00     451
     103.58585  0.503E+00 -0.270E-02  0.151E+02 -0.138E+00  0.330E-03  0.128E-01  0.179E-01  0.695E+00  0.148E+02  0.114E+00     452
     103.63187  0.491E+00 -0.265E-02  0.151E+02 -0.138E+00  0.330E-03  0.132E-01  0.179E-01  0.707E+00  0.148E+02  0.114E+00     453
     103.69322  0.494E+00 -0.261E-02  0.151E+02 -0.138E+00  0.330E-03  0.136E-01  0.179E-01  0.710E+00  0.149E+02  0.114E+00     454
     103.75458  0.471E+00 -0.265E-02  0.151E+02 -0.138E+00  0.330E-03  0.140E-01  0.179E-01  0.696E+00  0.149E+02  0.115E+00     455
     103.81593  0.459E+00 -0.280E-02  0.152E+02 -0.138E+00  0.330E-03  0.147E-01  0.179E-01  0.669E+00  0.149E+02  0.115E+00     456
     103.87729  0.421E+00 -0.279E-02  0.152E+02 -0.139E+00  0.330E-03  0.153E-01  0.179E-01  0.633E+00  0.150E+02  0.115E+00     457
     103.93865  0.403E+00 -0.275E-02  0.152E+02 -0.139E+00  0.330E-03  0.159E-01  0.179E-01  0.595E+00  0.150E+02  0.115E+00     458
     104.00000  0.369E+00 -0.276E-02  0.152E+02 -0.139E+00  0.330E-03  0.165E-01  0.179E-01  0.561E+00  0.150E+02  0.116E+00     459
     104.02000  0.323E+00 -0.292E-02  0.153E+02 -0.139E+00  0.330E-03  0.170E-01  0.179E-01  0.535E+00  0.151E+02  0.116E+00     460
     104.04000  0.262E+00 -0.341E-02  0.153E+02 -0.139E+00  0.330E-03  0.175E-01  0.179E-01  0.529E+00  0.151E+02  0.116E+00     461
     104.06000  0.248E+00 -0.358E-02  0.153E+02 -0.139E+00  0.330E-03  0.176E-01  0.179E-01  0.525E+00  0.151E+02  0.116E+00     462
     104.08000  0.227E+00 -0.329E-02  0.153E+02 -0.139E+00  0.330E-03  0.178E-01  0.179E-01  0.522E+00  0.151E+02  0.116E+00     463
     104.10000  0.218E+00 -0.310E-02  0.153E+02 -0.139E+00  0.330E-03  0.181E-01  0.179E-01  0.520E+00  0.151E+02  0.116E+00     464
     104.12000  0.207E+00 -0.301E-02  0.153E+02 -0.139E+00  0.330E-03  0.183E-01  0.179E-01  0.519E+00  0.151E+02  0.116E+00     465
     104.14600  0.199E+00 -0.303E-02  0.153E+02 -0.139E+00  0.330E-03  0.186E-01  0.179E-01  0.519E+00  0.151E+02  0.116E+00     466
     104.17200  0.192E+00 -0.298E-02  0.153E+02 -0.140E+00  0.330E-03  0.189E-01  0.179E-01  0.522E+00  0.151E+02  0.116E+00     467
     104.19800  0.189E+00 -0.305E-02  0.153E+02 -0.140E+00  0.330E-03  0.192E-01  0.179E-01  0.527E+00  0.152E+02  0.117E+00     468
     104.23180  0.185E+00 -0.308E-02  0.153E+02 -0.140E+00  0.330E-03  0.196E-01  0.179E-01  0.534E+00  0.152E+02  0.117E+00     469
     104.26560  0.185E+00 -0.299E-02  0.153E+02 -0.140E+00  0.330E-03  0.200E-01  0.179E-01  0.547E+00  0.152E+02  0.117E+00     470
     104.29940  0.186E+00 -0.309E-02  0.153E+02 -0.140E+00  0.330E-03  0.205E-01  0.179E-01  0.564E+00  0.152E+02  0.117E+00     471
     104.34334  0.188E+00 -0.272E-02  0.153E+02 -0.140E+00  0.330E-03  0.211E-01  0.179E-01  0.584E+00  0.152E+02  0.117E+00     472
     104.38728  0.196E+00 -0.254E-02  0.153E+02 -0.140E+00  0.330E-03  0.217E-01  0.179E-01  0.614E+00  0.153E+02  0.118E+00     473
     104.43122  0.205E+00 -0.283E-02  0.153E+02 -0.140E+00  0.330E-03  0.226E-01  0.179E-01  0.647E+00  0.153E+02  0.118E+00     474
     104.47516  0.214E+00 -0.283E-02  0.153E+02 -0.140E+00  0.330E-03  0.235E-01  0.179E-01  0.680E+00  0.153E+02  0.118E+00     475
     104.51910  0.224E+00 -0.278E-02  0.154E+02 -0.141E+00  0.330E-03  0.245E-01  0.179E-01  0.710E+00  0.153E+02  0.119E+00     476
     104.56304  0.231E+00 -0.273E-02  0.154E+02 -0.141E+00  0.330E-03  0.256E-01  0.179E-01  0.735E+00  0.154E+02  0.119E+00     477
     104.60674  0.237E+00 -0.269E-02  0.154E+02 -0.141E+00  0.330E-03  0.267E-01  0.179E-01  0.751E+00  0.154E+02  0.119E+00     478
     104.65043  0.239E+00 -0.266E-02  0.154E+02 -0.141E+00  0.330E-03  0.278E-01  0.179E-01  0.758E+00  0.154E+02  0.120E+00     479
     104.69413  0.238E+00 -0.276E-02  0.154E+02 -0.141E+00  0.330E-03  0.290E-01  0.179E-01  0.754E+00  0.155E+02  0.120E+00     480
     104.75530  0.233E+00 -0.280E-02  0.154E+02 -0.141E+00  0.330E-03  0.301E-01  0.179E-01  0.742E+00  0.155E+02  0.120E+00     481
     104.81648  0.225E+00 -0.248E-02  0.154E+02 -0.141E+00  0.330E-03  0.312E-01  0.179E-01  0.713E+00  0.156E+02  0.121E+00     482
     104.87765  0.214E+00 -0.225E-02  0.154E+02 -0.141E+00  0.330E-03  0.326E-01  0.180E-01  0.675E+00  0.156E+02  0.122E+00     483
     104.93882  0.201E+00 -0.243E-02  0.154E+02 -0.142E+00  0.330E-03  0.339E-01  0.180E-01  0.635E+00  0.156E+02  0.122E+00     484
     105.00000  0.190E+00 -0.261E-02  0.155E+02 -0.142E+00  0.330E-03  0.350E-01  0.180E-01  0.599E+00  0.157E+02  0.123E+00     485
     105.05712  0.207E+00 -0.256E-02  0.155E+02 -0.142E+00  0.330E-03  0.360E-01  0.180E-01  0.569E+00  0.157E+02  0.123E+00     486
     105.11424  0.279E+00 -0.249E-02  0.155E+02 -0.142E+00  0.330E-03  0.369E-01  0.180E-01  0.559E+00  0.158E+02  0.124E+00     487
     105.17137  0.355E+00 -0.247E-02  0.155E+02 -0.142E+00  0.330E-03  0.376E-01  0.180E-01  0.547E+00  0.158E+02  0.125E+00     488
     105.22849  0.398E+00 -0.246E-02  0.155E+02 -0.142E+00  0.330E-03  0.378E-01  0.180E-01  0.548E+00  0.158E+02  0.125E+00     489
     105.30564  0.451E+00 -0.245E-02  0.156E+02 -0.143E+00  0.330E-03  0.382E-01  0.180E-01  0.560E+00  0.159E+02  0.126E+00     490
     105.38279  0.495E+00 -0.243E-02  0.156E+02 -0.143E+00  0.330E-03  0.385E-01  0.180E-01  0.592E+00  0.159E+02  0.127E+00     491
     105.48566  0.553E+00 -0.242E-02  0.157E+02 -0.143E+00  0.330E-03  0.389E-01  0.180E-01  0.638E+00  0.160E+02  0.128E+00     492
     105.58853  0.601E+00 -0.241E-02  0.157E+02 -0.143E+00  0.330E-03  0.394E-01  0.180E-01  0.700E+00  0.160E+02  0.129E+00     493
     105.72569  0.655E+00 -0.239E-02  0.158E+02 -0.144E+00  0.330E-03  0.399E-01  0.180E-01  0.733E+00  0.161E+02  0.131E+00     494
     105.86284  0.654E+00 -0.238E-02  0.159E+02 -0.144E+00  0.330E-03  0.405E-01  0.180E-01  0.704E+00  0.162E+02  0.132E+00     495
     106.00000  0.619E+00 -0.236E-02  0.160E+02 -0.144E+00  0.330E-03  0.409E-01  0.180E-01  0.625E+00  0.163E+02  0.134E+00     496
     106.02000  0.539E+00 -0.234E-02  0.160E+02 -0.144E+00  0.330E-03  0.410E-01  0.180E-01  0.556E+00  0.163E+02  0.134E+00     497
     106.04600  0.517E+00 -0.236E-02  0.160E+02 -0.144E+00  0.330E-03  0.407E-01  0.180E-01  0.545E+00  0.163E+02  0.135E+00     498
     106.07980  0.508E+00 -0.237E-02  0.160E+02 -0.144E+00  0.330E-03  0.406E-01  0.180E-01  0.532E+00  0.164E+02  0.135E+00     499
     106.12374  0.502E+00 -0.234E-02  0.160E+02 -0.144E+00  0.330E-03  0.405E-01  0.180E-01  0.524E+00  0.164E+02  0.135E+00     500
     106.18086  0.500E+00 -0.233E-02  0.161E+02 -0.145E+00  0.330E-03  0.404E-01  0.180E-01  0.518E+00  0.164E+02  0.136E+00     501
     106.25512  0.506E+00 -0.232E-02  0.161E+02 -0.145E+00  0.330E-03  0.402E-01  0.180E-01  0.521E+00  0.165E+02  0.137E+00     502
     106.34823  0.522E+00 -0.231E-02  0.162E+02 -0.145E+00  0.330E-03  0.401E-01  0.180E-01  0.541E+00  0.165E+02  0.138E+00     503
     106.47858  0.555E+00 -0.230E-02  0.162E+02 -0.145E+00  0.330E-03  0.399E-01  0.181E-01  0.588E+00  0.166E+02  0.139E+00     504
     106.65239  0.601E+00 -0.229E-02  0.163E+02 -0.146E+00  0.330E-03  0.398E-01  0.181E-01  0.664E+00  0.167E+02  0.141E+00     505
     106.82620  0.638E+00 -0.227E-02  0.165E+02 -0.146E+00  0.330E-03  0.399E-01  0.181E-01  0.696E+00  0.168E+02  0.143E+00     506
     107.00000  0.613E+00 -0.224E-02  0.166E+02 -0.146E+00  0.330E-03  0.402E-01  0.181E-01  0.619E+00  0.169E+02  0.145E+00     507
     107.25000  0.624E+00 -0.221E-02  0.167E+02 -0.147E+00  0.330E-03  0.401E-01  0.181E-01  0.532E+00  0.171E+02  0.147E+00     508
     107.50000  0.634E+00 -0.211E-02  0.169E+02 -0.148E+00  0.330E-03  0.397E-01  0.181E-01  0.535E+00  0.172E+02  0.150E+00     509
     108.00000  0.701E+00 -0.206E-02  0.172E+02 -0.149E+00  0.330E-03  0.387E-01  0.181E-01  0.665E+00  0.175E+02  0.155E+00     510
     108.50000  0.768E+00 -0.208E-02  0.176E+02 -0.150E+00  0.330E-03  0.377E-01  0.182E-01  0.546E+00  0.178E+02  0.160E+00     511
     109.00000  0.532E+00 -0.206E-02  0.179E+02 -0.151E+00  0.330E-03  0.360E-01  0.182E-01  0.637E+00  0.181E+02  0.164E+00     512
     109.02000  0.640E+00 -0.190E-02  0.179E+02 -0.151E+00  0.330E-03  0.335E-01  0.182E-01  0.559E+00  0.181E+02  0.164E+00     513
     109.03400  0.385E+00 -0.223E-02  0.179E+02 -0.151E+00  0.330E-03  0.320E-01  0.183E-01  0.544E+00  0.181E+02  0.164E+00     514
     109.04800  0.400E+00 -0.234E-02  0.179E+02 -0.151E+00  0.330E-03  0.319E-01  0.183E-01  0.538E+00  0.181E+02  0.164E+00     515
     109.06200  0.343E+00 -0.227E-02  0.179E+02 -0.151E+00  0.330E-03  0.319E-01  0.183E-01  0.533E+00  0.182E+02  0.164E+00     516
     109.07600  0.329E+00 -0.216E-02  0.179E+02 -0.151E+00  0.330E-03  0.319E-01  0.183E-01  0.529E+00  0.182E+02  0.164E+00     517
     109.09000  0.301E+00 -0.191E-02  0.179E+02 -0.151E+00  0.330E-03  0.320E-01  0.183E-01  0.526E+00  0.182E+02  0.164E+00     518
     109.10820  0.283E+00 -0.235E-02  0.179E+02 -0.151E+00  0.330E-03  0.321E-01  0.183E-01  0.524E+00  0.182E+02  0.165E+00     519
     109.12640  0.263E+00 -0.259E-02  0.179E+02 -0.151E+00  0.330E-03  0.322E-01  0.183E-01  0.523E+00  0.182E+02  0.165E+00     520
     109.14460  0.250E+00 -0.249E-02  0.179E+02 -0.151E+00  0.330E-03  0.323E-01  0.183E-01  0.522E+00  0.182E+02  0.165E+00     521
     109.16280  0.236E+00 -0.235E-02  0.179E+02 -0.151E+00  0.330E-03  0.325E-01  0.183E-01  0.523E+00  0.182E+02  0.165E+00     522
     109.18646  0.226E+00 -0.236E-02  0.179E+02 -0.151E+00  0.330E-03  0.326E-01  0.183E-01  0.525E+00  0.182E+02  0.165E+00     523
     109.21012  0.216E+00 -0.244E-02  0.179E+02 -0.151E+00  0.330E-03  0.328E-01  0.183E-01  0.530E+00  0.182E+02  0.165E+00     524
     109.23378  0.210E+00 -0.243E-02  0.179E+02 -0.151E+00  0.330E-03  0.332E-01  0.183E-01  0.536E+00  0.182E+02  0.166E+00     525
     109.26454  0.203E+00 -0.244E-02  0.180E+02 -0.151E+00  0.330E-03  0.335E-01  0.183E-01  0.545E+00  0.183E+02  0.166E+00     526
     109.29530  0.200E+00 -0.244E-02  0.180E+02 -0.151E+00  0.330E-03  0.338E-01  0.183E-01  0.558E+00  0.183E+02  0.166E+00     527
     109.32605  0.199E+00 -0.247E-02  0.180E+02 -0.151E+00  0.330E-03  0.342E-01  0.183E-01  0.574E+00  0.183E+02  0.166E+00     528
     109.36604  0.199E+00 -0.245E-02  0.180E+02 -0.152E+00  0.330E-03  0.347E-01  0.183E-01  0.593E+00  0.183E+02  0.167E+00     529
     109.40602  0.203E+00 -0.242E-02  0.180E+02 -0.152E+00  0.330E-03  0.352E-01  0.183E-01  0.619E+00  0.183E+02  0.167E+00     530
     109.44601  0.208E+00 -0.235E-02  0.180E+02 -0.152E+00  0.330E-03  0.359E-01  0.183E-01  0.647E+00  0.184E+02  0.168E+00     531
     109.48600  0.214E+00 -0.246E-02  0.180E+02 -0.152E+00  0.330E-03  0.366E-01  0.183E-01  0.673E+00  0.184E+02  0.168E+00     532
     109.53740  0.218E+00 -0.248E-02  0.180E+02 -0.152E+00  0.330E-03  0.374E-01  0.183E-01  0.697E+00  0.184E+02  0.169E+00     533
     109.58880  0.224E+00 -0.228E-02  0.180E+02 -0.152E+00  0.330E-03  0.383E-01  0.183E-01  0.720E+00  0.185E+02  0.169E+00     534
