 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
       5.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .294E-05   .000E+00   .215E-85   .000E+00   .000E+00   .000E+00      52   .3933E-06
      10.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .954E-05   .000E+00   .271E-70   .000E+00   .000E+00   .000E+00     102   .1346E-05
      15.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .406E-04   .000E+00   .199E-66   .000E+00   .000E+00   .000E+00     212   .6876E-05
      20.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .123E-03   .000E+00   .360E-63   .000E+00   .000E+00   .000E+00     322   .2154E-04
      25.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .236E-03   .000E+00   .109E-59   .000E+00   .000E+00   .000E+00     376   .4425E-04
      30.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .367E-03   .000E+00   .699E-55   .000E+00   .000E+00   .000E+00     466   .7792E-04
      35.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .523E-03   .000E+00   .979E-50   .000E+00   .000E+00   .000E+00     557   .1300E-03
      40.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .670E-03   .000E+00   .259E-45   .000E+00   .000E+00   .000E+00     667   .2412E-03
      45.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .866E-03   .000E+00   .534E-40   .000E+00   .000E+00   .000E+00     739   .3316E-03
      50.00000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .101E-02   .000E+00   .160E-32   .000E+00   .000E+00   .000E+00     851   .5562E-03
      55.00000   .000E+00  -.684E-28   .000E+00  -.560E-28   .000E+00   .000E+00   .131E-02   .000E+00   .201E-27   .000E+00   .000E+00   .000E+00     924   .6745E-03
      60.00000   .000E+00  -.254E-26   .000E+00  -.471E-26   .000E+00   .000E+00   .159E-02   .000E+00   .114E-25   .000E+00   .000E+00   .000E+00     976   .8551E-03
      65.00000   .000E+00  -.149E-25   .000E+00  -.481E-25   .000E+00   .000E+00   .189E-02   .000E+00   .921E-25   .000E+00   .000E+00   .000E+00    1006   .1012E-02
      70.00000   .000E+00  -.448E-25   .000E+00  -.196E-24   .000E+00   .000E+00   .207E-02   .000E+00   .319E-24   .000E+00   .000E+00   .000E+00    1053   .1491E-02
