 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
       5.00000   .000E+00  -.155E-07   .174E-07  -.779E-07   .000E+00   .000E+00   .999E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      52  -.1418E-08
      10.00000   .177E-07  -.145E-07   .357E-07  -.153E-06   .000E+00   .000E+00   .998E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     102  -.1135E-08
      15.00000   .334E-07  -.126E-07   .135E-06  -.221E-06   .000E+00   .000E+00   .995E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     212   .2518E-09
      20.00000   .491E-09  -.116E-07   .201E-06  -.281E-06   .000E+00   .000E+00   .994E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     322   .1205E-08
      25.00000   .491E-09  -.123E-07   .249E-06  -.340E-06   .000E+00   .000E+00   .994E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     376  -.3147E-08
      30.00000   .197E-08  -.126E-07   .314E-06  -.403E-06   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     466  -.2178E-08
      35.00000   .000E+00  -.123E-07   .422E-06  -.465E-06   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     557  -.1953E-08
      40.00000   .825E-07  -.134E-07   .609E-06  -.529E-06   .000E+00   .000E+00   .992E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     667   .1320E-08
      45.00000   .468E-22  -.218E-07   .787E-06  -.608E-06   .000E+00   .000E+00   .992E-07   .000E+00   .102E-06   .000E+00   .000E+00   .000E+00     739   .1695E-07
      50.00000   .314E-07  -.480E-07   .111E-05  -.770E-06   .000E+00   .000E+00   .992E-07   .000E+00   .103E-06   .000E+00   .000E+00   .000E+00     851   .2244E-07
