    7
    1  0.000000e+000  2.000000e-001  2.000000e-001
    2 -1.000000e+000  1.000000e+000  1.000000e+000
    3 -3.000000e+000  1.000000e+000  1.000000e+000
    4 -5.000000e+000  1.000000e+000  1.000000e+000
    5 -7.000000e+000  1.000000e+000  1.000000e+000
    6 -9.000000e+000  1.000000e+000  1.000000e+000
    7 -1.000000e+001  1.000000e+000  1.000000e+000
  101    0    0    1 x         h         Mat  Lay      Beta           Axz            Bxz            Dxz            Temp          Conc           SConc
    1  0.000000e+000 -2.073000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -2.048319e-002 -2.070952e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -4.656863e-002 -2.068343e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -7.825631e-002 -2.065174e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -1.155462e-001 -2.061445e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -1.584384e-001 -2.057156e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -2.069328e-001 -2.052307e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -2.610294e-001 -2.046897e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -3.207283e-001 -2.040927e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -3.860294e-001 -2.034397e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -4.569328e-001 -2.027307e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -5.334384e-001 -2.019656e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -6.155462e-001 -2.011445e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -7.032563e-001 -2.002674e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -7.965686e-001 -1.993343e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -8.954832e-001 -1.983452e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.000000e+000 -1.973000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.111111e+000 -1.961889e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.222222e+000 -1.950778e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.333333e+000 -1.939667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -1.444444e+000 -1.928555e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -1.555556e+000 -1.917444e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -1.666667e+000 -1.906333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -1.777778e+000 -1.895222e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -1.888889e+000 -1.884111e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.000000e+000 -1.873000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -2.111111e+000 -1.861889e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -2.222222e+000 -1.850778e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -2.333333e+000 -1.839667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -2.444444e+000 -1.828555e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -2.555556e+000 -1.817444e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
