 ******* Program HYDRUS
 ******* Evaporation Experiment - Ole Wendroth                                  
  
 Date:   1.10.    Time:  14:45:45
 Units: L = cm   , T = days , M = mmol 



                             Node( 17)                      Node( 35)                      Node( 53)                      Node( 73)                      Node( 92)

       time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
         3.059    -293.450   .2103     .000      -268.696   .2139     .000      -254.197   .2161     .000      -243.791   .2176     .000      -238.113   .2186     .000
         3.077    -298.076   .2096     .000      -271.987   .2134     .000      -256.818   .2157     .000      -246.022   .2173     .000      -240.067   .2182     .000
         3.099    -303.878   .2088     .000      -276.111   .2128     .000      -260.181   .2152     .000      -248.960   .2168     .000      -242.796   .2177     .000
         3.133    -312.628   .2077     .000      -282.364   .2119     .000      -265.398   .2144     .000      -253.669   .2161     .000      -247.471   .2171     .000
         3.167    -321.336   .2067     .000      -288.739   .2110     .000      -270.717   .2136     .000      -258.470   .2154     .000      -252.114   .2164     .000
         3.167    -321.489   .2067     .000      -288.838   .2110     .000      -270.802   .2136     .000      -258.547   .2154     .000      -252.200   .2164     .000
         3.168    -321.668   .2067     .000      -288.989   .2109     .000      -270.927   .2136     .000      -258.660   .2154     .000      -252.308   .2163     .000
         3.169    -321.887   .2067     .000      -289.177   .2109     .000      -271.085   .2136     .000      -258.804   .2154     .000      -252.448   .2163     .000
         3.170    -322.154   .2066     .000      -289.427   .2109     .000      -271.293   .2135     .000      -258.992   .2154     .000      -252.630   .2163     .000
         3.172    -322.490   .2066     .000      -289.751   .2108     .000      -271.563   .2135     .000      -259.238   .2153     .000      -252.867   .2163     .000
         3.174    -322.925   .2065     .000      -290.174   .2108     .000      -271.917   .2135     .000      -259.559   .2153     .000      -253.177   .2162     .000
         3.177    -323.489   .2065     .000      -290.713   .2107     .000      -272.374   .2134     .000      -259.973   .2152     .000      -253.577   .2162     .000
         3.181    -324.245   .2064     .000      -291.415   .2106     .000      -272.976   .2133     .000      -260.520   .2151     .000      -254.104   .2161     .000
         3.186    -325.241   .2063     .000      -292.309   .2105     .000      -273.751   .2132     .000      -261.226   .2150     .000      -254.784   .2160     .000
         3.192    -326.568   .2061     .000      -293.466   .2103     .000      -274.758   .2130     .000      -262.148   .2149     .000      -255.672   .2158     .000
         3.201    -328.322   .2059     .000      -294.956   .2101     .000      -276.054   .2128     .000      -263.339   .2147     .000      -256.821   .2157     .000
         3.212    -330.707   .2057     .000      -296.949   .2098     .000      -277.775   .2126     .000      -264.924   .2145     .000      -258.354   .2154     .000
         3.225    -333.672   .2053     .000      -299.410   .2094     .000      -279.874   .2123     .000      -266.857   .2142     .000      -260.223   .2152     .000
         3.243    -337.696   .2049     .000      -302.754   .2089     .000      -282.674   .2119     .000      -269.427   .2138     .000      -262.710   .2148     .000
         3.266    -342.812   .2043     .000      -307.046   .2083     .000      -286.193   .2114     .000      -272.632   .2133     .000      -265.808   .2144     .000
         3.300    -350.643   .2034     .000      -313.559   .2076     .000      -291.544   .2106     .000      -277.443   .2126     .000      -270.438   .2137     .000
         3.333    -358.628   .2025     .000      -320.090   .2069     .000      -297.014   .2098     .000      -282.270   .2119     .000      -275.060   .2130     .000
         3.354    -363.710   .2019     .000      -324.148   .2064     .000      -300.481   .2093     .000      -285.266   .2115     .000      -277.914   .2126     .000
         3.355    -363.829   .2019     .000      -324.263   .2064     .000      -300.572   .2092     .000      -285.351   .2115     .000      -277.996   .2126     .000
         3.356    -363.988   .2019     .000      -324.415   .2064     .000      -300.706   .2092     .000      -285.463   .2115     .000      -278.102   .2125     .000
         3.357    -364.146   .2019     .000      -324.612   .2064     .000      -300.877   .2092     .000      -285.609   .2114     .000      -278.241   .2125     .000
         3.358    -364.312   .2018     .000      -324.867   .2063     .000      -301.103   .2092     .000      -285.798   .2114     .000      -278.421   .2125     .000
         3.360    -364.483   .2018     .000      -325.197   .2063     .000      -301.397   .2091     .000      -286.044   .2114     .000      -278.656   .2125     .000
         3.362    -364.684   .2018     .000      -325.618   .2062     .000      -301.779   .2091     .000      -286.366   .2113     .000      -278.961   .2124     .000
         3.365    -364.940   .2018     .000      -326.150   .2062     .000      -302.275   .2090     .000      -286.784   .2113     .000      -279.357   .2124     .000
         3.368    -365.292   .2017     .000      -326.809   .2061     .000      -302.915   .2089     .000      -287.325   .2112     .000      -279.869   .2123     .000
         3.373    -365.803   .2017     .000      -327.641   .2060     .000      -303.755   .2088     .000      -288.041   .2111     .000      -280.545   .2122     .000
         3.380    -366.535   .2016     .000      -328.665   .2059     .000      -304.824   .2086     .000      -288.962   .2109     .000      -281.415   .2121     .000
         3.388    -367.615   .2015     .000      -329.982   .2057     .000      -306.226   .2084     .000      -290.188   .2108     .000      -282.576   .2119     .000
         3.399    -369.129   .2013     .000      -331.620   .2056     .000      -307.972   .2082     .000      -291.741   .2105     .000      -284.051   .2117     .000
         3.413    -371.187   .2011     .000      -333.647   .2053     .000      -310.099   .2080     .000      -293.672   .2103     .000      -285.891   .2114     .000
         3.431    -374.331   .2007     .000      -336.495   .2050     .000      -313.009   .2077     .000      -296.358   .2099     .000      -288.452   .2110     .000
         3.457    -378.882   .2002     .000      -340.353   .2046     .000      -316.830   .2072     .000      -299.939   .2093     .000      -291.847   .2105     .000
         3.482    -383.770   .1996     .000      -344.284   .2041     .000      -320.631   .2068     .000      -303.573   .2088     .000      -295.241   .2100     .000
         3.507    -388.962   .1992     .000      -348.302   .2037     .000      -324.431   .2064     .000      -307.311   .2083     .000      -298.663   .2095     .000
         3.508    -389.078   .1991     .000      -348.388   .2037     .000      -324.521   .2064     .000      -307.402   .2083     .000      -298.741   .2095     .000
         3.508    -389.276   .1991     .000      -348.515   .2036     .000      -324.639   .2063     .000      -307.528   .2083     .000      -298.848   .2095     .000
         3.509    -389.555   .1991     .000      -348.675   .2036     .000      -324.792   .2063     .000      -307.686   .2083     .000      -298.985   .2095     .000
         3.511    -389.954   .1991     .000      -348.887   .2036     .000      -324.990   .2063     .000      -307.890   .2082     .000      -299.165   .2094     .000
         3.512    -390.502   .1990     .000      -349.164   .2036     .000      -325.249   .2063     .000      -308.154   .2082     .000      -299.399   .2094     .000
         3.515    -391.234   .1990     .000      -349.532   .2035     .000      -325.588   .2062     .000      -308.496   .2082     .000      -299.707   .2094     .000
         3.517    -392.191   .1989     .000      -350.017   .2035     .000      -326.026   .2062     .000      -308.937   .2081     .000      -300.106   .2093     .000
         3.521    -393.434   .1988     .000      -350.678   .2034     .000      -326.607   .2061     .000      -309.514   .2081     .000      -300.636   .2092     .000
         3.526    -395.006   .1986     .000      -351.559   .2033     .000      -327.361   .2060     .000      -310.258   .2080     .000      -301.325   .2091     .000
         3.533    -397.024   .1984     .000      -352.750   .2032     .000      -328.358   .2059     .000      -311.228   .2079     .000      -302.235   .2090     .000
         3.541    -399.577   .1982     .000      -354.338   .2030     .000      -329.669   .2058     .000      -312.487   .2077     .000      -303.437   .2088     .000
         3.552    -402.920   .1979     .000      -356.515   .2027     .000      -331.454   .2056     .000      -314.181   .2075     .000      -305.099   .2086     .000
         3.565    -406.951   .1976     .000      -359.233   .2024     .000      -333.684   .2053     .000      -316.290   .2073     .000      -307.291   .2083     .000
         3.584    -412.273   .1971     .000      -362.939   .2020     .000      -336.735   .2050     .000      -319.176   .2070     .000      -310.332   .2080     .000
         3.606    -418.899   .1965     .000      -367.680   .2015     .000      -340.635   .2045     .000      -322.826   .2066     .000      -314.013   .2076     .000
         3.640    -428.867   .1957     .000      -375.021   .2006     .000      -346.614   .2039     .000      -328.333   .2059     .000      -319.439   .2069     .000
         3.674    -438.922   .1948     .000      -382.643   .1998     .000      -352.679   .2032     .000      -333.842   .2053     .000      -324.797   .2063     .000
         3.674    -439.091   .1948     .000      -382.754   .1998     .000      -352.777   .2032     .000      -333.939   .2053     .000      -324.898   .2063     .000
         3.675    -439.324   .1948     .000      -382.945   .1997     .000      -352.919   .2031     .000      -334.066   .2053     .000      -325.021   .2063     .000
         3.676    -439.623   .1947     .000      -383.187   .1997     .000      -353.100   .2031     .000      -334.232   .2053     .000      -325.182   .2063     .000
         3.677    -440.016   .1947     .000      -383.505   .1997     .000      -353.338   .2031     .000      -334.447   .2052     .000      -325.391   .2063     .000
         3.679    -440.530   .1947     .000      -383.915   .1996     .000      -353.649   .2031     .000      -334.729   .2052     .000      -325.664   .2062     .000
         3.681    -441.192   .1946     .000      -384.437   .1996     .000      -354.049   .2030     .000      -335.091   .2052     .000      -326.014   .2062     .000
         3.684    -442.050   .1945     .000      -385.106   .1995     .000      -354.567   .2030     .000      -335.558   .2051     .000      -326.466   .2061     .000
         3.688    -443.217   .1944     .000      -386.029   .1994     .000      -355.270   .2029     .000      -336.189   .2050     .000      -327.077   .2061     .000
         3.693    -444.662   .1943     .000      -387.154   .1993     .000      -356.138   .2028     .000      -336.967   .2050     .000      -327.828   .2060     .000
         3.699    -446.604   .1941     .000      -388.658   .1992     .000      -357.300   .2026     .000      -338.003   .2048     .000      -328.827   .2059     .000
         3.708    -449.218   .1939     .000      -390.661   .1990     .000      -358.856   .2025     .000      -339.386   .2047     .000      -330.158   .2057     .000
         3.718    -452.532   .1936     .000      -393.170   .1988     .000      -360.811   .2022     .000      -341.115   .2045     .000      -331.818   .2055     .000
         3.734    -457.590   .1932     .000      -396.940   .1985     .000      -363.768   .2019     .000      -343.712   .2042     .000      -334.304   .2053     .000
         3.750    -462.761   .1927     .000      -400.730   .1981     .000      -366.755   .2016     .000      -346.312   .2039     .000      -336.786   .2050     .000
         3.768    -468.783   .1922     .000      -405.054   .1978     .000      -370.194   .2012     .000      -349.274   .2036     .000      -339.603   .2047     .000
         3.792    -477.096   .1915     .000      -410.857   .1972     .000      -374.870   .2007     .000      -353.242   .2031     .000      -343.358   .2042     .000
         3.816    -485.773   .1907     .000      -416.701   .1967     .000      -379.664   .2001     .000      -357.233   .2027     .000      -347.117   .2038     .000
         3.840    -494.741   .1901     .000      -422.597   .1962     .000      -384.611   .1995     .000      -361.260   .2022     .000      -350.884   .2034     .000
         3.841    -494.953   .1901     .000      -422.739   .1962     .000      -384.726   .1995     .000      -361.356   .2022     .000      -350.977   .2034     .000
         3.842    -495.253   .1901     .000      -422.931   .1962     .000      -384.897   .1995     .000      -361.488   .2022     .000      -351.099   .2033     .000
         3.843    -495.633   .1901     .000      -423.178   .1962     .000      -385.112   .1995     .000      -361.656   .2022     .000      -351.258   .2033     .000
         3.844    -496.130   .1900     .000      -423.502   .1961     .000      -385.395   .1995     .000      -361.878   .2021     .000      -351.465   .2033     .000
         3.846    -496.771   .1900     .000      -423.923   .1961     .000      -385.770   .1994     .000      -362.165   .2021     .000      -351.733   .2033     .000
         3.848    -497.607   .1899     .000      -424.472   .1961     .000      -386.246   .1994     .000      -362.540   .2021     .000      -352.083   .2032     .000
         3.851    -498.696   .1899     .000      -425.179   .1960     .000      -386.853   .1993     .000      -363.023   .2020     .000      -352.532   .2032     .000
         3.855    -500.098   .1898     .000      -426.100   .1959     .000      -387.649   .1993     .000      -363.652   .2019     .000      -353.116   .2031     .000
         3.859    -501.919   .1896     .000      -427.300   .1958     .000      -388.674   .1992     .000      -364.472   .2018     .000      -353.875   .2030     .000
         3.866    -504.327   .1895     .000      -428.886   .1957     .000      -390.032   .1991     .000      -365.557   .2017     .000      -354.878   .2029     .000
         3.874    -507.498   .1893     .000      -430.975   .1955     .000      -391.808   .1989     .000      -366.990   .2015     .000      -356.197   .2028     .000
         3.885    -511.475   .1890     .000      -433.597   .1953     .000      -394.032   .1987     .000      -368.793   .2013     .000      -357.851   .2026     .000
         3.899    -516.966   .1886     .000      -437.223   .1950     .000      -397.086   .1984     .000      -371.295   .2011     .000      -360.135   .2023     .000
         3.916    -523.410   .1882     .000      -441.484   .1946     .000      -400.656   .1981     .000      -374.253   .2007     .000      -362.816   .2020     .000
         3.937    -531.518   .1877     .000      -446.858   .1941     .000      -405.123   .1977     .000      -378.024   .2003     .000      -366.200   .2016     .000
         3.968    -543.859   .1869     .000      -455.057   .1934     .000      -411.842   .1972     .000      -383.873   .1996     .000      -371.369   .2011     .000
         4.000    -556.594   .1860     .000      -463.462   .1927     .000      -418.605   .1966     .000      -390.000   .1991     .000      -376.676   .2004     .000
         4.001    -556.798   .1860     .000      -463.598   .1927     .000      -418.729   .1966     .000      -390.103   .1991     .000      -376.761   .2004     .000
         4.001    -557.147   .1860     .000      -463.813   .1926     .000      -418.897   .1965     .000      -390.268   .1990     .000      -376.896   .2004     .000
         4.002    -557.627   .1859     .000      -464.081   .1926     .000      -419.114   .1965     .000      -390.475   .1990     .000      -377.064   .2004     .000
         4.004    -558.346   .1859     .000      -464.439   .1926     .000      -419.395   .1965     .000      -390.744   .1990     .000      -377.287   .2004     .000
         4.005    -559.387   .1858     .000      -464.903   .1925     .000      -419.763   .1965     .000      -391.089   .1990     .000      -377.577   .2003     .000
         4.008    -560.861   .1857     .000      -465.516   .1925     .000      -420.244   .1964     .000      -391.539   .1989     .000      -377.960   .2003     .000
         4.011    -562.870   .1856     .000      -466.317   .1924     .000      -420.866   .1964     .000      -392.116   .1989     .000      -378.457   .2002     .000
         4.014    -565.573   .1854     .000      -467.408   .1923     .000      -421.688   .1963     .000      -392.875   .1988     .000      -379.118   .2002     .000
         4.019    -569.113   .1852     .000      -468.858   .1922     .000      -422.754   .1962     .000      -393.851   .1987     .000      -379.981   .2001     .000
         4.026    -573.712   .1849     .000      -470.839   .1920     .000      -424.159   .1961     .000      -395.123   .1986     .000      -381.124   .1999     .000
         4.034    -579.628   .1845     .000      -473.520   .1918     .000      -426.006   .1959     .000      -396.776   .1985     .000      -382.637   .1998     .000
         4.045    -587.478   .1840     .000      -477.287   .1915     .000      -428.524   .1957     .000      -398.996   .1983     .000      -384.735   .1995     .000
         4.059    -597.092   .1833     .000      -482.099   .1910     .000      -431.687   .1954     .000      -401.753   .1980     .000      -387.499   .1993     .000
         4.077    -610.058   .1825     .000      -488.832   .1905     .000      -436.054   .1951     .000      -405.538   .1977     .000      -391.432   .1989     .000
         4.099    -626.463   .1816     .000      -497.429   .1899     .000      -441.702   .1946     .000      -410.372   .1973     .000      -396.226   .1985     .000
         4.133    -651.024   .1803     .000      -510.474   .1891     .000      -450.513   .1938     .000      -417.771   .1966     .000      -403.355   .1979     .000
         4.167    -675.936   .1791     .000      -523.623   .1882     .000      -459.575   .1930     .000      -425.238   .1960     .000      -410.435   .1973     .000
end
