 ******* Program HYDRUS
 ******* Evaporation Experiment - Ole Wendroth                                  
  
 Date:   1.10.    Time:  14:45:45
 Units: L = cm   , T = days , M = mmol 



                             Node( 17)                      Node( 35)                      Node( 53)                      Node( 73)                      Node( 92)

       time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
          .001     -19.711   .3065     .000       -17.668   .3086     .000       -15.709   .3107     .000       -13.696   .3129     .000       -11.775   .3150     .000
          .001     -19.697   .3065     .000       -17.670   .3086     .000       -15.753   .3106     .000       -13.697   .3129     .000       -11.742   .3151     .000
          .002     -19.952   .3062     .000       -17.730   .3085     .000       -15.795   .3106     .000       -13.702   .3129     .000       -11.722   .3151     .000
          .003     -20.223   .3059     .000       -17.857   .3084     .000       -15.851   .3105     .000       -13.720   .3129     .000       -11.721   .3151     .000
          .004     -20.510   .3056     .000       -18.030   .3082     .000       -15.946   .3104     .000       -13.763   .3128     .000       -11.743   .3151     .000
          .005     -20.797   .3053     .000       -18.240   .3080     .000       -16.083   .3103     .000       -13.846   .3127     .000       -11.803   .3150     .000
          .007     -21.129   .3050     .000       -18.508   .3077     .000       -16.286   .3101     .000       -13.998   .3126     .000       -11.932   .3149     .000
          .009     -21.497   .3046     .000       -18.827   .3073     .000       -16.554   .3098     .000       -14.224   .3123     .000       -12.139   .3146     .000
          .012     -21.895   .3042     .000       -19.189   .3070     .000       -16.879   .3094     .000       -14.520   .3120     .000       -12.422   .3143     .000
          .016     -22.396   .3037     .000       -19.655   .3065     .000       -17.315   .3090     .000       -14.935   .3115     .000       -12.826   .3139     .000
          .019     -22.887   .3032     .000       -20.116   .3060     .000       -17.755   .3085     .000       -15.359   .3111     .000       -13.243   .3134     .000
          .023     -23.375   .3027     .000       -20.576   .3056     .000       -18.197   .3080     .000       -15.789   .3106     .000       -13.667   .3129     .000
          .024     -23.467   .3026     .000       -20.653   .3055     .000       -18.269   .3079     .000       -15.858   .3105     .000       -13.735   .3128     .000
          .024     -23.584   .3025     .000       -20.756   .3054     .000       -18.365   .3078     .000       -15.950   .3104     .000       -13.826   .3127     .000
          .025     -23.731   .3024     .000       -20.887   .3053     .000       -18.489   .3077     .000       -16.068   .3103     .000       -13.942   .3126     .000
          .027     -23.928   .3022     .000       -21.069   .3051     .000       -18.661   .3075     .000       -16.233   .3101     .000       -14.105   .3124     .000
          .028     -24.163   .3020     .000       -21.287   .3048     .000       -18.869   .3073     .000       -16.433   .3099     .000       -14.301   .3122     .000
          .030     -24.463   .3017     .000       -21.567   .3046     .000       -19.138   .3070     .000       -16.693   .3096     .000       -14.557   .3119     .000
          .034     -24.910   .3012     .000       -21.988   .3041     .000       -19.542   .3066     .000       -17.085   .3092     .000       -14.945   .3115     .000
          .037     -25.358   .3008     .000       -22.410   .3037     .000       -19.948   .3062     .000       -17.480   .3088     .000       -15.336   .3111     .000
          .043     -26.259   .3000     .000       -23.262   .3028     .000       -20.767   .3054     .000       -18.278   .3079     .000       -16.125   .3102     .000
          .044     -26.314   .2999     .000       -23.338   .3028     .000       -20.843   .3053     .000       -18.353   .3079     .000       -16.199   .3102     .000
          .044     -26.397   .2998     .000       -23.433   .3027     .000       -20.941   .3052     .000       -18.451   .3078     .000       -16.296   .3101     .000
          .045     -26.505   .2997     .000       -23.552   .3025     .000       -21.064   .3051     .000       -18.576   .3076     .000       -16.421   .3099     .000
          .047     -26.658   .2996     .000       -23.708   .3024     .000       -21.222   .3049     .000       -18.736   .3074     .000       -16.581   .3098     .000
          .048     -26.867   .2994     .000       -23.916   .3022     .000       -21.429   .3047     .000       -18.944   .3072     .000       -16.789   .3095     .000
          .051     -27.150   .2991     .000       -24.191   .3019     .000       -21.700   .3044     .000       -19.214   .3070     .000       -17.058   .3092     .000
          .054     -27.511   .2988     .000       -24.538   .3016     .000       -22.039   .3041     .000       -19.549   .3066     .000       -17.391   .3089     .000
          .057     -28.016   .2983     .000       -25.020   .3011     .000       -22.506   .3036     .000       -20.009   .3061     .000       -17.847   .3084     .000
          .062     -28.614   .2977     .000       -25.587   .3006     .000       -23.056   .3030     .000       -20.545   .3056     .000       -18.379   .3078     .000
          .068     -29.378   .2970     .000       -26.304   .2999     .000       -23.750   .3023     .000       -21.220   .3049     .000       -19.048   .3071     .000
          .076     -30.549   .2960     .000       -27.397   .2989     .000       -24.806   .3014     .000       -22.246   .3039     .000       -20.064   .3061     .000
          .085     -31.738   .2950     .000       -28.509   .2978     .000       -25.873   .3003     .000       -23.284   .3028     .000       -21.088   .3051     .000
          .085     -31.791   .2949     .000       -28.582   .2978     .000       -25.946   .3003     .000       -23.357   .3027     .000       -21.159   .3050     .000
          .086     -31.870   .2948     .000       -28.675   .2977     .000       -26.042   .3002     .000       -23.452   .3026     .000       -21.253   .3049     .000
          .087     -31.975   .2948     .000       -28.792   .2976     .000       -26.163   .3001     .000       -23.574   .3025     .000       -21.374   .3048     .000
          .088     -32.122   .2946     .000       -28.944   .2974     .000       -26.317   .2999     .000       -23.730   .3024     .000       -21.530   .3046     .000
          .090     -32.324   .2945     .000       -29.145   .2972     .000       -26.519   .2997     .000       -23.934   .3022     .000       -21.733   .3044     .000
          .092     -32.599   .2942     .000       -29.413   .2970     .000       -26.784   .2995     .000       -24.199   .3019     .000       -21.997   .3041     .000
          .095     -32.951   .2939     .000       -29.752   .2967     .000       -27.114   .2992     .000       -24.527   .3016     .000       -22.323   .3038     .000
          .099     -33.445   .2935     .000       -30.226   .2963     .000       -27.570   .2987     .000       -24.977   .3012     .000       -22.770   .3033     .000
          .104     -34.030   .2930     .000       -30.783   .2958     .000       -28.106   .2982     .000       -25.502   .3007     .000       -23.291   .3028     .000
          .109     -34.771   .2923     .000       -31.486   .2952     .000       -28.782   .2976     .000       -26.161   .3001     .000       -23.945   .3022     .000
          .118     -35.901   .2914     .000       -32.551   .2943     .000       -29.811   .2966     .000       -27.159   .2991     .000       -24.935   .3012     .000
          .126     -37.061   .2904     .000       -33.631   .2933     .000       -30.854   .2957     .000       -28.166   .2982     .000       -25.931   .3003     .000
          .127     -37.105   .2903     .000       -33.701   .2933     .000       -30.926   .2957     .000       -28.236   .2981     .000       -26.000   .3002     .000
          .128     -37.175   .2903     .000       -33.790   .2932     .000       -31.019   .2956     .000       -28.328   .2980     .000       -26.091   .3001     .000
          .129     -37.266   .2902     .000       -33.900   .2931     .000       -31.137   .2955     .000       -28.446   .2979     .000       -26.208   .3000     .000
          .130     -37.399   .2901     .000       -34.042   .2930     .000       -31.287   .2953     .000       -28.598   .2978     .000       -26.360   .2999     .000
          .132     -37.585   .2899     .000       -34.229   .2928     .000       -31.480   .2952     .000       -28.795   .2976     .000       -26.557   .2997     .000
          .134     -37.841   .2897     .000       -34.478   .2926     .000       -31.732   .2950     .000       -29.050   .2973     .000       -26.812   .2995     .000
          .137     -38.173   .2895     .000       -34.795   .2923     .000       -32.047   .2947     .000       -29.365   .2970     .000       -27.126   .2992     .000
          .141     -38.642   .2891     .000       -35.237   .2919     .000       -32.480   .2943     .000       -29.796   .2966     .000       -27.553   .2988     .000
          .145     -39.200   .2887     .000       -35.762   .2915     .000       -32.988   .2939     .000       -30.298   .2962     .000       -28.048   .2983     .000
          .151     -39.911   .2882     .000       -36.429   .2909     .000       -33.629   .2933     .000       -30.927   .2957     .000       -28.669   .2977     .000
          .160     -40.994   .2873     .000       -37.450   .2900     .000       -34.601   .2925     .000       -31.877   .2948     .000       -29.609   .2968     .000
          .168     -42.093   .2865     .000       -38.492   .2892     .000       -35.589   .2916     .000       -32.839   .2940     .000       -30.565   .2960     .000
          .169     -42.213   .2864     .000       -38.569   .2892     .000       -35.658   .2916     .000       -32.905   .2940     .000       -30.633   .2959     .000
          .169     -42.363   .2863     .000       -38.677   .2891     .000       -35.752   .2915     .000       -32.994   .2939     .000       -30.721   .2958     .000
          .170     -42.558   .2861     .000       -38.825   .2890     .000       -35.877   .2914     .000       -33.112   .2938     .000       -30.838   .2957     .000
          .172     -42.799   .2859     .000       -39.023   .2888     .000       -36.048   .2913     .000       -33.269   .2936     .000       -30.991   .2956     .000
          .173     -43.094   .2857     .000       -39.276   .2886     .000       -36.270   .2911     .000       -33.472   .2935     .000       -31.189   .2954     .000
          .176     -43.467   .2854     .000       -39.607   .2884     .000       -36.567   .2908     .000       -33.745   .2932     .000       -31.454   .2952     .000
          .178     -43.924   .2851     .000       -40.018   .2881     .000       -36.943   .2905     .000       -34.093   .2929     .000       -31.791   .2949     .000
          .182     -44.539   .2846     .000       -40.578   .2876     .000       -37.465   .2900     .000       -34.580   .2925     .000       -32.264   .2945     .000
          .188     -45.394   .2840     .000       -41.357   .2870     .000       -38.202   .2895     .000       -35.273   .2919     .000       -32.940   .2939     .000
          .195     -46.547   .2831     .000       -42.401   .2862     .000       -39.192   .2887     .000       -36.212   .2911     .000       -33.857   .2931     .000
          .202     -47.727   .2822     .000       -43.457   .2854     .000       -40.192   .2879     .000       -37.168   .2903     .000       -34.788   .2923     .000
          .209     -48.926   .2814     .000       -44.529   .2846     .000       -41.202   .2872     .000       -38.143   .2895     .000       -35.736   .2915     .000
          .210     -49.015   .2814     .000       -44.618   .2846     .000       -41.285   .2871     .000       -38.225   .2894     .000       -35.814   .2915     .000
          .210     -49.134   .2813     .000       -44.734   .2845     .000       -41.397   .2870     .000       -38.334   .2894     .000       -35.920   .2914     .000
          .211     -49.289   .2812     .000       -44.884   .2844     .000       -41.541   .2869     .000       -38.475   .2892     .000       -36.057   .2912     .000
          .213     -49.491   .2810     .000       -45.075   .2842     .000       -41.724   .2868     .000       -38.655   .2891     .000       -36.233   .2911     .000
          .214     -49.757   .2809     .000       -45.323   .2840     .000       -41.962   .2866     .000       -38.887   .2889     .000       -36.462   .2909     .000
          .217     -50.107   .2806     .000       -45.647   .2838     .000       -42.270   .2863     .000       -39.190   .2887     .000       -36.760   .2906     .000
          .220     -50.590   .2803     .000       -46.091   .2834     .000       -42.691   .2860     .000       -39.600   .2884     .000       -37.167   .2903     .000
          .223     -51.225   .2799     .000       -46.677   .2830     .000       -43.241   .2856     .000       -40.136   .2880     .000       -37.700   .2898     .000
          .228     -52.053   .2793     .000       -47.444   .2824     .000       -43.955   .2851     .000       -40.830   .2874     .000       -38.392   .2893     .000
          .234     -53.061   .2787     .000       -48.381   .2818     .000       -44.826   .2844     .000       -41.670   .2868     .000       -39.230   .2887     .000
          .242     -54.427   .2778     .000       -49.641   .2809     .000       -46.002   .2835     .000       -42.795   .2859     .000       -40.339   .2878     .000
          .258     -57.228   .2759     .000       -52.189   .2793     .000       -48.412   .2818     .000       -45.069   .2842     .000       -42.567   .2861     .000
          .259     -57.307   .2759     .000       -52.281   .2792     .000       -48.502   .2817     .000       -45.153   .2842     .000       -42.649   .2861     .000
          .260     -57.422   .2758     .000       -52.402   .2791     .000       -48.623   .2816     .000       -45.265   .2841     .000       -42.758   .2860     .000
          .261     -57.568   .2757     .000       -52.556   .2790     .000       -48.777   .2815     .000       -45.410   .2840     .000       -42.899   .2859     .000
          .262     -57.765   .2756     .000       -52.751   .2789     .000       -48.972   .2814     .000       -45.597   .2838     .000       -43.080   .2857     .000
          .264     -58.035   .2754     .000       -53.010   .2787     .000       -49.228   .2812     .000       -45.845   .2836     .000       -43.322   .2855     .000
          .266     -58.400   .2752     .000       -53.349   .2785     .000       -49.562   .2810     .000       -46.169   .2834     .000       -43.639   .2853     .000
          .269     -58.901   .2748     .000       -53.805   .2782     .000       -50.004   .2807     .000       -46.600   .2830     .000       -44.060   .2850     .000
          .273     -59.590   .2744     .000       -54.420   .2778     .000       -50.595   .2803     .000       -47.176   .2826     .000       -44.621   .2846     .000
          .278     -60.477   .2738     .000       -55.202   .2773     .000       -51.337   .2798     .000       -47.901   .2821     .000       -45.325   .2840     .000
          .286     -61.836   .2731     .000       -56.400   .2765     .000       -52.463   .2791     .000       -48.997   .2814     .000       -46.393   .2832     .000
          .293     -63.219   .2723     .000       -57.626   .2757     .000       -53.604   .2783     .000       -50.104   .2806     .000       -47.485   .2824     .000
          .294     -63.339   .2722     .000       -57.722   .2756     .000       -53.694   .2783     .000       -50.192   .2806     .000       -47.573   .2823     .000
          .294     -63.499   .2721     .000       -57.854   .2755     .000       -53.813   .2782     .000       -50.307   .2805     .000       -47.690   .2822     .000
          .295     -63.709   .2720     .000       -58.027   .2754     .000       -53.969   .2781     .000       -50.458   .2804     .000       -47.842   .2821     .000
          .297     -63.980   .2719     .000       -58.257   .2752     .000       -54.176   .2779     .000       -50.658   .2803     .000       -48.042   .2820     .000
          .298     -64.323   .2717     .000       -58.553   .2750     .000       -54.442   .2778     .000       -50.913   .2801     .000       -48.298   .2818     .000
          .301     -64.770   .2714     .000       -58.947   .2748     .000       -54.795   .2775     .000       -51.251   .2799     .000       -48.637   .2816     .000
          .303     -65.327   .2711     .000       -59.443   .2745     .000       -55.242   .2772     .000       -51.677   .2796     .000       -49.060   .2813     .000
          .307     -66.094   .2707     .000       -60.135   .2740     .000       -55.862   .2768     .000       -52.265   .2792     .000       -49.640   .2809     .000
          .313     -67.172   .2701     .000       -61.110   .2735     .000       -56.740   .2762     .000       -53.093   .2787     .000       -50.451   .2804     .000
          .320     -68.622   .2693     .000       -62.414   .2727     .000       -57.925   .2755     .000       -54.203   .2779     .000       -51.535   .2797     .000
          .327     -70.085   .2684     .000       -63.722   .2720     .000       -59.130   .2747     .000       -55.321   .2772     .000       -52.623   .2790     .000
          .334     -71.564   .2676     .000       -65.034   .2713     .000       -60.357   .2739     .000       -56.449   .2764     .000       -53.718   .2782     .000
          .335     -71.709   .2675     .000       -65.145   .2712     .000       -60.462   .2738     .000       -56.543   .2764     .000       -53.810   .2782     .000
          .335     -71.902   .2674     .000       -65.291   .2711     .000       -60.598   .2738     .000       -56.667   .2763     .000       -53.929   .2781     .000
          .336     -72.158   .2673     .000       -65.485   .2710     .000       -60.775   .2737     .000       -56.828   .2762     .000       -54.084   .2780     .000
          .338     -72.486   .2671     .000       -65.742   .2709     .000       -61.007   .2735     .000       -57.038   .2761     .000       -54.286   .2779     .000
          .339     -72.915   .2669     .000       -66.086   .2707     .000       -61.315   .2734     .000       -57.317   .2759     .000       -54.554   .2777     .000
          .342     -73.475   .2665     .000       -66.542   .2704     .000       -61.724   .2731     .000       -57.687   .2756     .000       -54.908   .2775     .000
          .345     -74.174   .2661     .000       -67.114   .2701     .000       -62.239   .2728     .000       -58.156   .2753     .000       -55.355   .2772     .000
          .348     -75.141   .2656     .000       -67.907   .2697     .000       -62.954   .2724     .000       -58.812   .2749     .000       -55.978   .2768     .000
          .353     -76.282   .2650     .000       -68.837   .2691     .000       -63.795   .2720     .000       -59.594   .2744     .000       -56.718   .2763     .000
          .359     -77.713   .2644     .000       -70.013   .2685     .000       -64.857   .2714     .000       -60.595   .2738     .000       -57.663   .2756     .000
          .367     -79.870   .2634     .000       -71.809   .2675     .000       -66.473   .2705     .000       -62.127   .2729     .000       -59.131   .2747     .000
          .376     -82.054   .2623     .000       -73.656   .2664     .000       -68.121   .2695     .000       -63.693   .2720     .000       -60.673   .2737     .000
          .376     -82.206   .2623     .000       -73.784   .2664     .000       -68.234   .2695     .000       -63.801   .2720     .000       -60.783   .2737     .000
          .377     -82.407   .2622     .000       -73.957   .2663     .000       -68.385   .2694     .000       -63.945   .2719     .000       -60.932   .2736     .000
          .378     -82.669   .2621     .000       -74.182   .2661     .000       -68.583   .2693     .000       -64.134   .2718     .000       -61.126   .2735     .000
          .379     -83.014   .2619     .000       -74.480   .2660     .000       -68.844   .2691     .000       -64.385   .2716     .000       -61.380   .2733     .000
          .381     -83.454   .2617     .000       -74.861   .2658     .000       -69.179   .2689     .000       -64.704   .2715     .000       -61.700   .2731     .000
          .383     -84.035   .2614     .000       -75.367   .2655     .000       -69.621   .2687     .000       -65.124   .2712     .000       -62.117   .2729     .000
          .386     -84.764   .2611     .000       -76.005   .2652     .000       -70.178   .2684     .000       -65.649   .2709     .000       -62.635   .2726     .000
          .390     -85.773   .2606     .000       -76.888   .2647     .000       -70.950   .2680     .000       -66.371   .2705     .000       -63.342   .2722     .000
          .395     -87.202   .2599     .000       -78.128   .2642     .000       -72.041   .2673     .000       -67.384   .2700     .000       -64.329   .2717     .000
          .402     -89.132   .2590     .000       -79.787   .2634     .000       -73.516   .2665     .000       -68.737   .2692     .000       -65.643   .2709     .000
          .410     -91.116   .2581     .000       -81.457   .2626     .000       -75.022   .2657     .000       -70.099   .2684     .000       -66.959   .2702     .000
          .417     -93.178   .2572     .000       -83.146   .2618     .000       -76.566   .2649     .000       -71.475   .2677     .000       -68.281   .2695     .000
          .417     -93.375   .2571     .000       -83.308   .2618     .000       -76.718   .2648     .000       -71.607   .2676     .000       -68.408   .2694     .000
          .418     -93.562   .2570     .000       -83.451   .2617     .000       -76.850   .2648     .000       -71.724   .2675     .000       -68.519   .2693     .000
          .419     -93.807   .2569     .000       -83.637   .2616     .000       -77.021   .2647     .000       -71.875   .2674     .000       -68.663   .2692     .000
          .420     -94.131   .2567     .000       -83.882   .2615     .000       -77.243   .2646     .000       -72.073   .2673     .000       -68.852   .2691     .000
          .421     -94.558   .2565     .000       -84.206   .2613     .000       -77.535   .2644     .000       -72.334   .2672     .000       -69.100   .2690     .000
          .423     -95.103   .2563     .000       -84.622   .2611     .000       -77.908   .2643     .000       -72.667   .2670     .000       -69.416   .2688     .000
          .425     -95.822   .2560     .000       -85.172   .2609     .000       -78.398   .2640     .000       -73.108   .2667     .000       -69.833   .2686     .000
          .428     -96.722   .2556     .000       -85.865   .2606     .000       -79.015   .2638     .000       -73.664   .2664     .000       -70.358   .2683     .000
          .432     -97.962   .2551     .000       -86.825   .2601     .000       -79.867   .2634     .000       -74.440   .2660     .000       -71.086   .2679     .000
          .437     -99.703   .2545     .000       -88.186   .2595     .000       -81.069   .2628     .000       -75.549   .2654     .000       -72.121   .2673     .000
          .444    -102.043   .2536     .000       -90.031   .2586     .000       -82.688   .2620     .000       -77.066   .2647     .000       -73.536   .2665     .000
          .451    -104.408   .2527     .000       -91.919   .2577     .000       -84.327   .2613     .000       -78.608   .2639     .000       -75.001   .2657     .000
          .458    -106.803   .2518     .000       -93.863   .2568     .000       -85.994   .2605     .000       -80.176   .2632     .000       -76.552   .2649     .000
          .459    -106.924   .2517     .000       -94.024   .2568     .000       -86.131   .2604     .000       -80.306   .2632     .000       -76.685   .2648     .000
          .460    -107.060   .2517     .000       -94.239   .2567     .000       -86.318   .2604     .000       -80.482   .2631     .000       -76.869   .2648     .000
          .461    -107.203   .2516     .000       -94.510   .2565     .000       -86.561   .2602     .000       -80.714   .2630     .000       -77.109   .2646     .000
          .462    -107.402   .2516     .000       -94.832   .2564     .000       -86.864   .2601     .000       -81.005   .2628     .000       -77.407   .2645     .000
          .464    -107.701   .2514     .000       -95.257   .2562     .000       -87.274   .2599     .000       -81.406   .2626     .000       -77.812   .2643     .000
          .466    -108.092   .2513     .000       -95.737   .2560     .000       -87.745   .2597     .000       -81.870   .2624     .000       -78.279   .2641     .000
          .469    -108.625   .2511     .000       -96.326   .2558     .000       -88.323   .2594     .000       -82.443   .2622     .000       -78.854   .2638     .000
          .472    -109.499   .2508     .000       -97.206   .2554     .000       -89.174   .2590     .000       -83.288   .2618     .000       -79.699   .2634     .000
          .476    -110.423   .2504     .000       -98.091   .2551     .000       -90.018   .2586     .000       -84.119   .2614     .000       -80.530   .2630     .000
          .477    -110.234   .2505     .000       -98.222   .2550     .000       -90.148   .2586     .000       -84.247   .2613     .000       -80.659   .2630     .000
          .478    -109.808   .2506     .000       -98.339   .2550     .000       -90.276   .2585     .000       -84.374   .2613     .000       -80.785   .2629     .000
          .478    -109.176   .2509     .000       -98.455   .2550     .000       -90.440   .2584     .000       -84.538   .2612     .000       -80.949   .2629     .000
          .479    -108.345   .2512     .000       -98.541   .2549     .000       -90.645   .2583     .000       -84.749   .2611     .000       -81.161   .2628     .000
          .481    -107.371   .2516     .000       -98.559   .2549     .000       -90.888   .2582     .000       -85.019   .2610     .000       -81.434   .2626     .000
          .482    -106.276   .2520     .000       -98.474   .2549     .000       -91.160   .2581     .000       -85.360   .2608     .000       -81.785   .2625     .000
          .485    -105.090   .2524     .000       -98.264   .2550     .000       -91.438   .2580     .000       -85.776   .2606     .000       -82.228   .2623     .000
          .488    -103.830   .2529     .000       -97.921   .2552     .000       -91.699   .2578     .000       -86.269   .2604     .000       -82.780   .2620     .000
          .491    -102.540   .2534     .000       -97.460   .2553     .000       -91.917   .2577     .000       -86.822   .2601     .000       -83.436   .2617     .000
          .496    -101.259   .2539     .000       -96.911   .2555     .000       -92.078   .2577     .000       -87.413   .2598     .000       -84.183   .2613     .000
          .503    -100.037   .2544     .000       -96.319   .2558     .000       -92.180   .2576     .000       -88.009   .2596     .000       -84.983   .2610     .000
          .511     -98.936   .2548     .000       -95.740   .2560     .000       -92.232   .2576     .000       -88.573   .2593     .000       -85.777   .2606     .000
          .522     -98.012   .2551     .000       -95.227   .2562     .000       -92.252   .2576     .000       -89.068   .2591     .000       -86.502   .2603     .000
          .536     -97.298   .2554     .000       -94.818   .2564     .000       -92.256   .2576     .000       -89.472   .2589     .000       -87.109   .2600     .000
          .554     -96.807   .2556     .000       -94.531   .2565     .000       -92.261   .2576     .000       -89.771   .2587     .000       -87.563   .2598     .000
          .578     -96.521   .2557     .000       -94.366   .2566     .000       -92.273   .2576     .000       -89.969   .2586     .000       -87.862   .2596     .000
          .610     -96.384   .2557     .000       -94.294   .2566     .000       -92.300   .2576     .000       -90.101   .2586     .000       -88.051   .2595     .000
          .647     -96.345   .2558     .000       -94.285   .2566     .000       -92.337   .2575     .000       -90.186   .2585     .000       -88.163   .2595     .000
          .693     -96.369   .2557     .000       -94.319   .2566     .000       -92.387   .2575     .000       -90.253   .2585     .000       -88.239   .2595     .000
          .763     -96.437   .2557     .000       -94.390   .2566     .000       -92.463   .2575     .000       -90.334   .2585     .000       -88.323   .2594     .000
          .833     -96.509   .2557     .000       -94.464   .2566     .000       -92.538   .2575     .000       -90.411   .2584     .000       -88.401   .2594     .000
          .917     -96.600   .2557     .000       -94.554   .2565     .000       -92.628   .2574     .000       -90.501   .2584     .000       -88.491   .2593     .000
         1.000     -96.690   .2556     .000       -94.644   .2565     .000       -92.719   .2574     .000       -90.592   .2584     .000       -88.582   .2593     .000
         1.001     -96.818   .2556     .000       -94.647   .2565     .000       -92.719   .2574     .000       -90.592   .2584     .000       -88.583   .2593     .000
         1.001     -97.052   .2555     .000       -94.663   .2565     .000       -92.721   .2574     .000       -90.593   .2584     .000       -88.583   .2593     .000
         1.002     -97.363   .2554     .000       -94.703   .2564     .000       -92.725   .2574     .000       -90.594   .2584     .000       -88.584   .2593     .000
         1.004     -97.737   .2552     .000       -94.789   .2564     .000       -92.739   .2574     .000       -90.597   .2584     .000       -88.586   .2593     .000
         1.005     -98.167   .2551     .000       -94.937   .2563     .000       -92.771   .2573     .000       -90.603   .2584     .000       -88.589   .2593     .000
         1.008     -98.648   .2549     .000       -95.157   .2562     .000       -92.838   .2573     .000       -90.619   .2583     .000       -88.594   .2593     .000
         1.011     -99.196   .2547     .000       -95.466   .2561     .000       -92.960   .2573     .000       -90.655   .2583     .000       -88.608   .2593     .000
         1.014     -99.822   .2544     .000       -95.876   .2559     .000       -93.157   .2572     .000       -90.731   .2583     .000       -88.643   .2593     .000
         1.019    -100.525   .2542     .000       -96.383   .2557     .000       -93.447   .2570     .000       -90.868   .2582     .000       -88.720   .2592     .000
         1.026    -101.326   .2539     .000       -97.004   .2555     .000       -93.853   .2568     .000       -91.100   .2581     .000       -88.875   .2592     .000
         1.034    -102.235   .2535     .000       -97.749   .2552     .000       -94.397   .2566     .000       -91.461   .2580     .000       -89.150   .2590     .000
         1.044    -103.214   .2531     .000       -98.585   .2549     .000       -95.064   .2563     .000       -91.957   .2577     .000       -89.563   .2588     .000
         1.057    -104.400   .2527     .000       -99.634   .2545     .000       -95.967   .2559     .000       -92.693   .2574     .000       -90.219   .2585     .000
         1.083    -106.562   .2519     .000      -101.613   .2537     .000       -97.785   .2552     .000       -94.322   .2566     .000       -91.749   .2578     .000
         1.084    -106.614   .2519     .000      -101.670   .2537     .000       -97.826   .2552     .000       -94.343   .2566     .000       -91.760   .2578     .000
         1.085    -106.644   .2518     .000      -101.724   .2537     .000       -97.881   .2552     .000       -94.397   .2566     .000       -91.812   .2578     .000
         1.086    -106.686   .2518     .000      -101.796   .2537     .000       -97.951   .2551     .000       -94.459   .2566     .000       -91.867   .2578     .000
         1.087    -106.738   .2518     .000      -101.884   .2537     .000       -98.043   .2551     .000       -94.546   .2565     .000       -91.948   .2577     .000
         1.089    -106.815   .2518     .000      -101.994   .2536     .000       -98.160   .2551     .000       -94.656   .2565     .000       -92.051   .2577     .000
         1.091    -106.922   .2517     .000      -102.130   .2536     .000       -98.307   .2550     .000       -94.800   .2564     .000       -92.187   .2576     .000
         1.094    -107.071   .2517     .000      -102.303   .2535     .000       -98.494   .2549     .000       -94.986   .2563     .000       -92.365   .2575     .000
         1.098    -107.280   .2516     .000      -102.529   .2534     .000       -98.734   .2548     .000       -95.230   .2562     .000       -92.601   .2574     .000
         1.103    -107.561   .2515     .000      -102.819   .2533     .000       -99.038   .2547     .000       -95.542   .2561     .000       -92.906   .2573     .000
         1.109    -107.942   .2514     .000      -103.200   .2532     .000       -99.430   .2546     .000       -95.945   .2559     .000       -93.302   .2571     .000
         1.117    -108.445   .2512     .000      -103.696   .2530     .000       -99.933   .2544     .000       -96.460   .2557     .000       -93.812   .2569     .000
         1.127    -109.066   .2509     .000      -104.300   .2527     .000      -100.538   .2542     .000       -97.076   .2555     .000       -94.426   .2566     .000
         1.140    -109.913   .2506     .000      -105.118   .2524     .000      -101.352   .2539     .000       -97.900   .2552     .000       -95.255   .2562     .000
         1.167    -111.669   .2499     .000      -106.799   .2518     .000      -103.011   .2532     .000       -99.569   .2545     .000       -96.955   .2555     .000
