
       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cTop       cRoot       cBot      vProd    Sum(vProd) Sum(Sink)  TLevel
        [T]     [L3/L2/T]  [L3/L2/T]   [L3/L2]    [L3/L2]   [L3/L3]     [L3/L3]    [L3/L3]   [L3/L2/T]    [L3/L2]   [L3/L2]

       0.02000  0.369E-02 -0.289E-04  0.737E-04 -0.579E-06  0.330E-03  0.330E-03  0.330E-03  0.865E-01  0.173E-02  0.000E+00       1
       0.04600  0.162E-01 -0.282E-04  0.494E-03 -0.131E-05  0.330E-03  0.330E-03  0.330E-03  0.809E-01  0.383E-02  0.000E+00       2
       0.07980  0.173E-01 -0.265E-04  0.108E-02 -0.221E-05  0.330E-03  0.470E-03  0.330E-03  0.757E-01  0.639E-02  0.000E+00       3
       0.12374  0.230E-01 -0.271E-04  0.209E-02 -0.340E-05  0.330E-03  0.555E-03  0.330E-03  0.737E-01  0.963E-02  0.000E+00       4
       0.18086  0.254E-01 -0.271E-04  0.354E-02 -0.494E-05  0.330E-03  0.629E-03  0.330E-03  0.720E-01  0.137E-01  0.000E+00       5
       0.25512  0.310E-01 -0.272E-04  0.584E-02 -0.696E-05  0.330E-03  0.697E-03  0.330E-03  0.728E-01  0.191E-01  0.000E+00       6
       0.34823  0.361E-01 -0.272E-04  0.920E-02 -0.950E-05  0.330E-03  0.766E-03  0.330E-03  0.763E-01  0.263E-01  0.000E+00       7
       0.47858  0.451E-01 -0.272E-04  0.151E-01 -0.131E-04  0.330E-03  0.844E-03  0.330E-03  0.853E-01  0.374E-01  0.000E+00       8
       0.65239  0.562E-01 -0.272E-04  0.248E-01 -0.178E-04  0.330E-03  0.941E-03  0.330E-03  0.996E-01  0.547E-01  0.000E+00       9
       0.82619  0.673E-01 -0.273E-04  0.365E-01 -0.225E-04  0.330E-03  0.108E-02  0.330E-03  0.105E+00  0.730E-01  0.000E+00      10
       1.00000  0.648E-01 -0.273E-04  0.478E-01 -0.273E-04  0.330E-03  0.126E-02  0.330E-03  0.904E-01  0.887E-01  0.000E+00      11
       1.25000  0.557E-01 -0.273E-04  0.617E-01 -0.341E-04  0.330E-03  0.132E-02  0.330E-03  0.747E-01  0.107E+00  0.526E-06      12
       1.62500  0.561E-01 -0.273E-04  0.828E-01 -0.443E-04  0.330E-03  0.123E-02  0.330E-03  0.756E-01  0.136E+00  0.125E-05      13
       2.00000  0.646E-01 -0.273E-04  0.107E+00 -0.545E-04  0.330E-03  0.117E-02  0.330E-03  0.101E+00  0.174E+00  0.190E-05      14
       2.50000  0.837E-01 -0.273E-04  0.149E+00 -0.682E-04  0.330E-03  0.124E-02  0.330E-03  0.770E-01  0.212E+00  0.323E-05      15
       3.00000  0.525E-01 -0.273E-04  0.175E+00 -0.818E-04  0.330E-03  0.148E-02  0.330E-03  0.955E-01  0.260E+00  0.409E-05      16
       3.02000  0.857E-01 -0.302E-04  0.177E+00 -0.824E-04  0.330E-03  0.116E-02  0.330E-03  0.794E-01  0.262E+00  0.415E-05      17
       3.04000  0.523E-01 -0.296E-04  0.178E+00 -0.830E-04  0.330E-03  0.158E-02  0.330E-03  0.764E-01  0.263E+00  0.421E-05      18
       3.06000  0.534E-01 -0.269E-04  0.179E+00 -0.836E-04  0.330E-03  0.145E-02  0.330E-03  0.746E-01  0.265E+00  0.426E-05      19
       3.08000  0.461E-01 -0.312E-04  0.180E+00 -0.842E-04  0.330E-03  0.145E-02  0.330E-03  0.733E-01  0.266E+00  0.432E-05      20
       3.10000  0.453E-01 -0.344E-04  0.181E+00 -0.849E-04  0.330E-03  0.147E-02  0.330E-03  0.724E-01  0.268E+00  0.438E-05      21
       3.12000  0.422E-01 -0.328E-04  0.182E+00 -0.855E-04  0.330E-03  0.150E-02  0.330E-03  0.718E-01  0.269E+00  0.444E-05      22
       3.14000  0.413E-01 -0.317E-04  0.182E+00 -0.862E-04  0.330E-03  0.154E-02  0.330E-03  0.715E-01  0.270E+00  0.450E-05      23
       3.16000  0.398E-01 -0.316E-04  0.183E+00 -0.868E-04  0.330E-03  0.157E-02  0.330E-03  0.714E-01  0.272E+00  0.457E-05      24
       3.18000  0.392E-01 -0.253E-04  0.184E+00 -0.873E-04  0.330E-03  0.161E-02  0.330E-03  0.717E-01  0.273E+00  0.463E-05      25
       3.20600  0.383E-01 -0.254E-04  0.185E+00 -0.880E-04  0.330E-03  0.166E-02  0.330E-03  0.722E-01  0.275E+00  0.472E-05      26
       3.23200  0.380E-01 -0.291E-04  0.186E+00 -0.887E-04  0.330E-03  0.170E-02  0.330E-03  0.732E-01  0.277E+00  0.481E-05      27
       3.26580  0.377E-01 -0.288E-04  0.187E+00 -0.897E-04  0.330E-03  0.176E-02  0.330E-03  0.746E-01  0.280E+00  0.492E-05      28
       3.29960  0.381E-01 -0.313E-04  0.189E+00 -0.907E-04  0.330E-03  0.182E-02  0.330E-03  0.771E-01  0.282E+00  0.504E-05      29
       3.33340  0.387E-01 -0.302E-04  0.190E+00 -0.918E-04  0.330E-03  0.191E-02  0.330E-03  0.802E-01  0.285E+00  0.516E-05      30
       3.37734  0.395E-01 -0.305E-04  0.192E+00 -0.931E-04  0.330E-03  0.201E-02  0.330E-03  0.837E-01  0.289E+00  0.533E-05      31
       3.42128  0.409E-01 -0.319E-04  0.193E+00 -0.945E-04  0.330E-03  0.212E-02  0.330E-03  0.890E-01  0.292E+00  0.550E-05      32
       3.46522  0.426E-01 -0.308E-04  0.195E+00 -0.959E-04  0.330E-03  0.227E-02  0.330E-03  0.944E-01  0.297E+00  0.567E-05      33
       3.52464  0.439E-01 -0.307E-04  0.198E+00 -0.977E-04  0.330E-03  0.244E-02  0.330E-03  0.995E-01  0.303E+00  0.592E-05      34
       3.58406  0.454E-01 -0.311E-04  0.201E+00 -0.995E-04  0.330E-03  0.262E-02  0.330E-03  0.105E+00  0.309E+00  0.619E-05      35
       3.64348  0.460E-01 -0.309E-04  0.203E+00 -0.101E-03  0.330E-03  0.287E-02  0.330E-03  0.108E+00  0.315E+00  0.648E-05      36
       3.70290  0.451E-01 -0.316E-04  0.206E+00 -0.103E-03  0.330E-03  0.310E-02  0.330E-03  0.108E+00  0.322E+00  0.679E-05      37
       3.77717  0.426E-01 -0.320E-04  0.209E+00 -0.106E-03  0.330E-03  0.330E-02  0.330E-03  0.104E+00  0.329E+00  0.720E-05      38
       3.85145  0.391E-01 -0.315E-04  0.212E+00 -0.108E-03  0.330E-03  0.343E-02  0.330E-03  0.971E-01  0.337E+00  0.763E-05      39
       3.92573  0.349E-01 -0.311E-04  0.215E+00 -0.110E-03  0.330E-03  0.352E-02  0.330E-03  0.887E-01  0.343E+00  0.810E-05      40
       4.00000  0.312E-01 -0.307E-04  0.217E+00 -0.113E-03  0.330E-03  0.352E-02  0.330E-03  0.808E-01  0.349E+00  0.858E-05      41
       4.10000  0.356E-01 -0.286E-04  0.221E+00 -0.115E-03  0.330E-03  0.347E-02  0.330E-03  0.749E-01  0.357E+00  0.927E-05      42
       4.20000  0.451E-01 -0.273E-04  0.225E+00 -0.118E-03  0.330E-03  0.341E-02  0.330E-03  0.711E-01  0.364E+00  0.994E-05      43
       4.30000  0.526E-01 -0.274E-04  0.230E+00 -0.121E-03  0.330E-03  0.334E-02  0.330E-03  0.728E-01  0.371E+00  0.106E-04      44
       4.40000  0.600E-01 -0.276E-04  0.236E+00 -0.124E-03  0.330E-03  0.324E-02  0.330E-03  0.801E-01  0.379E+00  0.112E-04      45
       4.52000  0.695E-01 -0.278E-04  0.245E+00 -0.127E-03  0.330E-03  0.320E-02  0.330E-03  0.913E-01  0.390E+00  0.118E-04      46
       4.68000  0.780E-01 -0.276E-04  0.257E+00 -0.131E-03  0.330E-03  0.322E-02  0.330E-03  0.104E+00  0.407E+00  0.126E-04      47
       4.84000  0.816E-01 -0.274E-04  0.270E+00 -0.136E-03  0.330E-03  0.357E-02  0.330E-03  0.105E+00  0.423E+00  0.135E-04      48
       5.00000  0.744E-01 -0.273E-04  0.282E+00 -0.140E-03  0.330E-03  0.356E-02  0.330E-03  0.895E-01  0.438E+00  0.143E-04      49
       5.20000  0.673E-01 -0.272E-04  0.296E+00 -0.146E-03  0.330E-03  0.335E-02  0.330E-03  0.751E-01  0.453E+00  0.155E-04      50
       5.46667  0.682E-01 -0.273E-04  0.314E+00 -0.153E-03  0.330E-03  0.302E-02  0.330E-03  0.732E-01  0.472E+00  0.168E-04      51
       6.00000  0.762E-01 -0.274E-04  0.354E+00 -0.167E-03  0.330E-03  0.279E-02  0.330E-03  0.976E-01  0.524E+00  0.191E-04      52
       6.33333  0.880E-01 -0.273E-04  0.384E+00 -0.177E-03  0.330E-03  0.276E-02  0.330E-03  0.778E-01  0.550E+00  0.210E-04      53
       7.00000  0.644E-01 -0.273E-04  0.427E+00 -0.195E-03  0.330E-03  0.284E-02  0.330E-03  0.822E-01  0.605E+00  0.239E-04      54
       7.50000  0.887E-01 -0.273E-04  0.471E+00 -0.208E-03  0.330E-03  0.241E-02  0.330E-03  0.742E-01  0.642E+00  0.265E-04      55
       8.00000  0.639E-01 -0.272E-04  0.503E+00 -0.222E-03  0.330E-03  0.245E-02  0.330E-03  0.942E-01  0.689E+00  0.285E-04      56
       8.50000  0.105E+00 -0.273E-04  0.555E+00 -0.236E-03  0.330E-03  0.220E-02  0.330E-03  0.801E-01  0.729E+00  0.312E-04      57
       9.00000  0.587E-01 -0.273E-04  0.585E+00 -0.249E-03  0.330E-03  0.270E-02  0.330E-03  0.933E-01  0.776E+00  0.332E-04      58
       9.50000  0.113E+00 -0.273E-04  0.641E+00 -0.263E-03  0.330E-03  0.233E-02  0.330E-03  0.817E-01  0.817E+00  0.360E-04      59
      10.00000  0.548E-01 -0.273E-04  0.669E+00 -0.277E-03  0.330E-03  0.259E-02  0.330E-03  0.927E-01  0.863E+00  0.381E-04      60
      10.02000  0.107E+00 -0.223E-04  0.671E+00 -0.277E-03  0.330E-03  0.226E-02  0.330E-03  0.825E-01  0.865E+00  0.386E-04      61
      10.04000  0.665E-01 -0.232E-04  0.672E+00 -0.278E-03  0.330E-03  0.250E-02  0.330E-03  0.819E-01  0.866E+00  0.391E-04      62
      10.06000  0.751E-01 -0.297E-04  0.674E+00 -0.278E-03  0.330E-03  0.240E-02  0.330E-03  0.837E-01  0.868E+00  0.395E-04      63
      10.08000  0.651E-01 -0.296E-04  0.675E+00 -0.279E-03  0.330E-03  0.242E-02  0.330E-03  0.832E-01  0.870E+00  0.400E-04      64
      10.10000  0.677E-01 -0.273E-04  0.676E+00 -0.279E-03  0.330E-03  0.244E-02  0.330E-03  0.836E-01  0.871E+00  0.405E-04      65
      10.12600  0.631E-01 -0.248E-04  0.678E+00 -0.280E-03  0.330E-03  0.247E-02  0.330E-03  0.836E-01  0.874E+00  0.411E-04      66
      10.15980  0.639E-01 -0.249E-04  0.680E+00 -0.281E-03  0.330E-03  0.251E-02  0.330E-03  0.844E-01  0.876E+00  0.420E-04      67
      10.20374  0.615E-01 -0.274E-04  0.683E+00 -0.282E-03  0.330E-03  0.256E-02  0.330E-03  0.858E-01  0.880E+00  0.431E-04      68
      10.24768  0.632E-01 -0.280E-04  0.685E+00 -0.283E-03  0.330E-03  0.264E-02  0.330E-03  0.889E-01  0.884E+00  0.442E-04      69
      10.30480  0.631E-01 -0.283E-04  0.689E+00 -0.285E-03  0.330E-03  0.275E-02  0.330E-03  0.931E-01  0.889E+00  0.458E-04      70
      10.36192  0.667E-01 -0.282E-04  0.693E+00 -0.286E-03  0.330E-03  0.288E-02  0.330E-03  0.101E+00  0.895E+00  0.473E-04      71
      10.43282  0.695E-01 -0.282E-04  0.698E+00 -0.288E-03  0.330E-03  0.307E-02  0.330E-03  0.110E+00  0.903E+00  0.494E-04      72
      10.50372  0.751E-01 -0.286E-04  0.703E+00 -0.290E-03  0.330E-03  0.328E-02  0.330E-03  0.122E+00  0.912E+00  0.515E-04      73
      10.60297  0.787E-01 -0.286E-04  0.711E+00 -0.293E-03  0.330E-03  0.358E-02  0.330E-03  0.132E+00  0.925E+00  0.546E-04      74
      10.70223  0.817E-01 -0.297E-04  0.719E+00 -0.296E-03  0.330E-03  0.391E-02  0.330E-03  0.139E+00  0.938E+00  0.580E-04      75
      10.80149  0.787E-01 -0.294E-04  0.727E+00 -0.299E-03  0.330E-03  0.433E-02  0.330E-03  0.134E+00  0.952E+00  0.618E-04      76
      10.90074  0.715E-01 -0.289E-04  0.734E+00 -0.302E-03  0.330E-03  0.466E-02  0.330E-03  0.122E+00  0.964E+00  0.658E-04      77
      11.00000  0.632E-01 -0.286E-04  0.740E+00 -0.305E-03  0.330E-03  0.480E-02  0.330E-03  0.108E+00  0.975E+00  0.702E-04      78
      11.16667  0.729E-01 -0.280E-04  0.752E+00 -0.309E-03  0.330E-03  0.479E-02  0.330E-03  0.973E-01  0.991E+00  0.780E-04      79
      11.33333  0.857E-01 -0.275E-04  0.767E+00 -0.314E-03  0.330E-03  0.472E-02  0.330E-03  0.940E-01  0.101E+01  0.854E-04      80
      11.50000  0.962E-01 -0.275E-04  0.783E+00 -0.319E-03  0.330E-03  0.455E-02  0.330E-03  0.111E+00  0.102E+01  0.919E-04      81
      11.75000  0.115E+00 -0.275E-04  0.811E+00 -0.326E-03  0.330E-03  0.437E-02  0.330E-03  0.136E+00  0.106E+01  0.101E-03      82
      12.00000  0.122E+00 -0.268E-04  0.842E+00 -0.332E-03  0.330E-03  0.441E-02  0.330E-03  0.131E+00  0.109E+01  0.110E-03      83
      12.02000  0.849E-01 -0.317E-04  0.844E+00 -0.333E-03  0.330E-03  0.442E-02  0.330E-03  0.101E+00  0.109E+01  0.111E-03      84
      12.04000  0.637E-01 -0.299E-04  0.845E+00 -0.333E-03  0.330E-03  0.400E-02  0.330E-03  0.991E-01  0.110E+01  0.112E-03      85
      12.06000  0.562E-01 -0.257E-04  0.846E+00 -0.334E-03  0.330E-03  0.396E-02  0.330E-03  0.976E-01  0.110E+01  0.112E-03      86
      12.08000  0.505E-01 -0.381E-04  0.847E+00 -0.335E-03  0.330E-03  0.401E-02  0.330E-03  0.965E-01  0.110E+01  0.113E-03      87
      12.10000  0.465E-01 -0.452E-04  0.848E+00 -0.336E-03  0.330E-03  0.408E-02  0.330E-03  0.957E-01  0.110E+01  0.114E-03      88
      12.12000  0.436E-01 -0.418E-04  0.849E+00 -0.337E-03  0.330E-03  0.417E-02  0.330E-03  0.953E-01  0.110E+01  0.115E-03      89
      12.14000  0.412E-01 -0.381E-04  0.850E+00 -0.337E-03  0.330E-03  0.427E-02  0.330E-03  0.952E-01  0.111E+01  0.116E-03      90
      12.16000  0.396E-01 -0.348E-04  0.850E+00 -0.338E-03  0.330E-03  0.436E-02  0.330E-03  0.954E-01  0.111E+01  0.117E-03      91
      12.18000  0.384E-01 -0.312E-04  0.851E+00 -0.339E-03  0.330E-03  0.446E-02  0.330E-03  0.959E-01  0.111E+01  0.118E-03      92
      12.20600  0.373E-01 -0.323E-04  0.852E+00 -0.339E-03  0.330E-03  0.457E-02  0.330E-03  0.968E-01  0.111E+01  0.119E-03      93
      12.23200  0.367E-01 -0.355E-04  0.853E+00 -0.340E-03  0.330E-03  0.468E-02  0.330E-03  0.984E-01  0.111E+01  0.121E-03      94
      12.25800  0.365E-01 -0.331E-04  0.854E+00 -0.341E-03  0.330E-03  0.483E-02  0.330E-03  0.101E+00  0.112E+01  0.122E-03      95
      12.29180  0.364E-01 -0.330E-04  0.855E+00 -0.342E-03  0.330E-03  0.499E-02  0.330E-03  0.103E+00  0.112E+01  0.124E-03      96
      12.32560  0.371E-01 -0.341E-04  0.857E+00 -0.343E-03  0.330E-03  0.516E-02  0.330E-03  0.107E+00  0.112E+01  0.126E-03      97
      12.35940  0.381E-01 -0.328E-04  0.858E+00 -0.345E-03  0.330E-03  0.541E-02  0.330E-03  0.112E+00  0.113E+01  0.127E-03      98
      12.40334  0.393E-01 -0.338E-04  0.860E+00 -0.346E-03  0.330E-03  0.569E-02  0.330E-03  0.118E+00  0.113E+01  0.130E-03      99
      12.44728  0.412E-01 -0.354E-04  0.861E+00 -0.348E-03  0.330E-03  0.624E-02  0.330E-03  0.125E+00  0.114E+01  0.133E-03     100
      12.49122  0.432E-01 -0.343E-04  0.863E+00 -0.349E-03  0.330E-03  0.666E-02  0.330E-03  0.132E+00  0.114E+01  0.135E-03     101
      12.53516  0.451E-01 -0.348E-04  0.865E+00 -0.351E-03  0.330E-03  0.711E-02  0.330E-03  0.139E+00  0.115E+01  0.138E-03     102
      12.59326  0.464E-01 -0.352E-04  0.868E+00 -0.353E-03  0.330E-03  0.759E-02  0.330E-03  0.144E+00  0.116E+01  0.142E-03     103
      12.65137  0.474E-01 -0.336E-04  0.871E+00 -0.355E-03  0.330E-03  0.806E-02  0.330E-03  0.147E+00  0.117E+01  0.146E-03     104
      12.70948  0.472E-01 -0.323E-04  0.873E+00 -0.357E-03  0.330E-03  0.865E-02  0.330E-03  0.145E+00  0.118E+01  0.149E-03     105
      12.76758  0.457E-01 -0.333E-04  0.876E+00 -0.358E-03  0.330E-03  0.915E-02  0.330E-03  0.141E+00  0.118E+01  0.153E-03     106
      12.84505  0.432E-01 -0.339E-04  0.879E+00 -0.361E-03  0.330E-03  0.952E-02  0.330E-03  0.133E+00  0.119E+01  0.158E-03     107
      12.92253  0.397E-01 -0.327E-04  0.882E+00 -0.364E-03  0.330E-03  0.973E-02  0.330E-03  0.121E+00  0.120E+01  0.163E-03     108
      13.00000  0.361E-01 -0.322E-04  0.885E+00 -0.366E-03  0.330E-03  0.981E-02  0.330E-03  0.110E+00  0.121E+01  0.167E-03     109
      13.07426  0.338E-01 -0.295E-04  0.888E+00 -0.368E-03  0.330E-03  0.972E-02  0.330E-03  0.102E+00  0.122E+01  0.172E-03     110
      13.14852  0.429E-01 -0.275E-04  0.891E+00 -0.370E-03  0.330E-03  0.958E-02  0.330E-03  0.978E-01  0.123E+01  0.179E-03     111
      13.22278  0.578E-01 -0.277E-04  0.895E+00 -0.372E-03  0.330E-03  0.957E-02  0.330E-03  0.975E-01  0.123E+01  0.186E-03     112
      13.30050  0.690E-01 -0.276E-04  0.901E+00 -0.375E-03  0.330E-03  0.962E-02  0.330E-03  0.101E+00  0.124E+01  0.194E-03     113
      13.37822  0.813E-01 -0.275E-04  0.907E+00 -0.377E-03  0.330E-03  0.972E-02  0.330E-03  0.110E+00  0.125E+01  0.202E-03     114
      13.45594  0.927E-01 -0.275E-04  0.914E+00 -0.379E-03  0.330E-03  0.987E-02  0.330E-03  0.122E+00  0.126E+01  0.209E-03     115
      13.54662  0.104E+00 -0.276E-04  0.924E+00 -0.381E-03  0.330E-03  0.100E-01  0.330E-03  0.134E+00  0.127E+01  0.217E-03     116
      13.65996  0.114E+00 -0.275E-04  0.937E+00 -0.384E-03  0.330E-03  0.102E-01  0.330E-03  0.144E+00  0.129E+01  0.227E-03     117
      13.82998  0.119E+00 -0.275E-04  0.957E+00 -0.389E-03  0.330E-03  0.103E-01  0.330E-03  0.145E+00  0.131E+01  0.241E-03     118
      14.00000  0.111E+00 -0.275E-04  0.976E+00 -0.394E-03  0.330E-03  0.101E-01  0.330E-03  0.124E+00  0.133E+01  0.256E-03     119
      14.02000  0.923E-01 -0.277E-04  0.978E+00 -0.394E-03  0.330E-03  0.939E-02  0.330E-03  0.103E+00  0.134E+01  0.257E-03     120
      14.04000  0.868E-01 -0.217E-04  0.979E+00 -0.395E-03  0.330E-03  0.839E-02  0.330E-03  0.101E+00  0.134E+01  0.259E-03     121
      14.06600  0.839E-01 -0.190E-04  0.981E+00 -0.395E-03  0.330E-03  0.827E-02  0.330E-03  0.999E-01  0.134E+01  0.261E-03     122
      14.09980  0.816E-01 -0.225E-04  0.984E+00 -0.396E-03  0.330E-03  0.818E-02  0.330E-03  0.986E-01  0.134E+01  0.264E-03     123
      14.14374  0.799E-01 -0.232E-04  0.988E+00 -0.397E-03  0.330E-03  0.810E-02  0.330E-03  0.976E-01  0.135E+01  0.268E-03     124
      14.20086  0.794E-01 -0.241E-04  0.992E+00 -0.398E-03  0.330E-03  0.802E-02  0.330E-03  0.978E-01  0.135E+01  0.273E-03     125
      14.27512  0.805E-01 -0.243E-04  0.998E+00 -0.400E-03  0.330E-03  0.797E-02  0.330E-03  0.100E+00  0.136E+01  0.279E-03     126
      14.36573  0.842E-01 -0.248E-04  0.101E+01 -0.403E-03  0.330E-03  0.798E-02  0.330E-03  0.107E+00  0.137E+01  0.286E-03     127
      14.49258  0.907E-01 -0.249E-04  0.102E+01 -0.406E-03  0.330E-03  0.811E-02  0.330E-03  0.120E+00  0.139E+01  0.297E-03     128
      14.66172  0.990E-01 -0.249E-04  0.103E+01 -0.410E-03  0.330E-03  0.838E-02  0.330E-03  0.140E+00  0.141E+01  0.310E-03     129
      14.83086  0.103E+00 -0.256E-04  0.105E+01 -0.414E-03  0.330E-03  0.883E-02  0.330E-03  0.145E+00  0.143E+01  0.324E-03     130
      15.00000  0.925E-01 -0.264E-04  0.107E+01 -0.419E-03  0.330E-03  0.927E-02  0.330E-03  0.125E+00  0.146E+01  0.339E-03     131
      15.25000  0.949E-01 -0.267E-04  0.109E+01 -0.425E-03  0.330E-03  0.918E-02  0.330E-03  0.103E+00  0.148E+01  0.363E-03     132
      15.50000  0.108E+00 -0.271E-04  0.112E+01 -0.432E-03  0.330E-03  0.864E-02  0.330E-03  0.106E+00  0.151E+01  0.385E-03     133
      16.00000  0.125E+00 -0.275E-04  0.118E+01 -0.446E-03  0.330E-03  0.870E-02  0.330E-03  0.140E+00  0.158E+01  0.423E-03     134
      16.33333  0.135E+00 -0.272E-04  0.123E+01 -0.455E-03  0.330E-03  0.862E-02  0.330E-03  0.108E+00  0.161E+01  0.451E-03     135
      17.00000  0.108E+00 -0.271E-04  0.130E+01 -0.473E-03  0.330E-03  0.801E-02  0.330E-03  0.115E+00  0.169E+01  0.499E-03     136
      17.50000  0.137E+00 -0.274E-04  0.137E+01 -0.487E-03  0.330E-03  0.707E-02  0.330E-03  0.103E+00  0.174E+01  0.535E-03     137
      18.00000  0.106E+00 -0.273E-04  0.142E+01 -0.500E-03  0.330E-03  0.642E-02  0.330E-03  0.132E+00  0.181E+01  0.565E-03     138
      18.50000  0.159E+00 -0.273E-04  0.150E+01 -0.514E-03  0.330E-03  0.591E-02  0.330E-03  0.112E+00  0.186E+01  0.600E-03     139
      19.00000  0.982E-01 -0.273E-04  0.155E+01 -0.528E-03  0.330E-03  0.638E-02  0.330E-03  0.131E+00  0.193E+01  0.629E-03     140
      19.50000  0.170E+00 -0.273E-04  0.163E+01 -0.541E-03  0.330E-03  0.574E-02  0.331E-03  0.114E+00  0.199E+01  0.662E-03     141
      20.00000  0.924E-01 -0.274E-04  0.168E+01 -0.555E-03  0.330E-03  0.581E-02  0.331E-03  0.130E+00  0.205E+01  0.691E-03     142
      20.50000  0.184E+00 -0.282E-04  0.177E+01 -0.569E-03  0.330E-03  0.527E-02  0.332E-03  0.116E+00  0.211E+01  0.739E-03     143
      21.00000  0.946E-01 -0.277E-04  0.182E+01 -0.583E-03  0.330E-03  0.535E-02  0.333E-03  0.142E+00  0.218E+01  0.779E-03     144
      21.02000  0.171E+00 -0.285E-04  0.182E+01 -0.583E-03  0.330E-03  0.487E-02  0.334E-03  0.133E+00  0.218E+01  0.780E-03     145
      21.04000  0.908E-01 -0.317E-04  0.182E+01 -0.584E-03  0.330E-03  0.504E-02  0.334E-03  0.125E+00  0.219E+01  0.782E-03     146
      21.06000  0.103E+00 -0.346E-04  0.183E+01 -0.585E-03  0.330E-03  0.492E-02  0.334E-03  0.121E+00  0.219E+01  0.784E-03     147
      21.08000  0.852E-01 -0.361E-04  0.183E+01 -0.585E-03  0.330E-03  0.493E-02  0.334E-03  0.119E+00  0.219E+01  0.786E-03     148
      21.10000  0.869E-01 -0.351E-04  0.183E+01 -0.586E-03  0.330E-03  0.496E-02  0.334E-03  0.117E+00  0.219E+01  0.788E-03     149
      21.12000  0.792E-01 -0.332E-04  0.183E+01 -0.587E-03  0.330E-03  0.502E-02  0.334E-03  0.116E+00  0.220E+01  0.790E-03     150
      21.14000  0.788E-01 -0.294E-04  0.183E+01 -0.587E-03  0.330E-03  0.509E-02  0.334E-03  0.116E+00  0.220E+01  0.792E-03     151
      21.16600  0.745E-01 -0.287E-04  0.183E+01 -0.588E-03  0.330E-03  0.518E-02  0.334E-03  0.116E+00  0.220E+01  0.795E-03     152
      21.19200  0.737E-01 -0.313E-04  0.184E+01 -0.589E-03  0.330E-03  0.528E-02  0.334E-03  0.116E+00  0.220E+01  0.797E-03     153
      21.21800  0.716E-01 -0.303E-04  0.184E+01 -0.590E-03  0.330E-03  0.541E-02  0.334E-03  0.118E+00  0.221E+01  0.800E-03     154
      21.25180  0.710E-01 -0.304E-04  0.184E+01 -0.591E-03  0.330E-03  0.580E-02  0.334E-03  0.120E+00  0.221E+01  0.804E-03     155
      21.28560  0.705E-01 -0.304E-04  0.184E+01 -0.592E-03  0.330E-03  0.596E-02  0.334E-03  0.124E+00  0.221E+01  0.808E-03     156
      21.32954  0.711E-01 -0.301E-04  0.185E+01 -0.593E-03  0.330E-03  0.617E-02  0.334E-03  0.129E+00  0.222E+01  0.813E-03     157
      21.37348  0.724E-01 -0.311E-04  0.185E+01 -0.595E-03  0.330E-03  0.641E-02  0.334E-03  0.136E+00  0.223E+01  0.819E-03     158
      21.41742  0.750E-01 -0.301E-04  0.185E+01 -0.596E-03  0.330E-03  0.675E-02  0.334E-03  0.145E+00  0.223E+01  0.824E-03     159
      21.47568  0.767E-01 -0.312E-04  0.186E+01 -0.598E-03  0.330E-03  0.712E-02  0.334E-03  0.153E+00  0.224E+01  0.832E-03     160
      21.53394  0.799E-01 -0.325E-04  0.186E+01 -0.600E-03  0.330E-03  0.752E-02  0.334E-03  0.164E+00  0.225E+01  0.840E-03     161
      21.59219  0.821E-01 -0.314E-04  0.187E+01 -0.601E-03  0.330E-03  0.807E-02  0.334E-03  0.173E+00  0.226E+01  0.849E-03     162
      21.67376  0.820E-01 -0.317E-04  0.187E+01 -0.604E-03  0.330E-03  0.865E-02  0.334E-03  0.176E+00  0.228E+01  0.862E-03     163
      21.75532  0.797E-01 -0.321E-04  0.188E+01 -0.607E-03  0.330E-03  0.920E-02  0.335E-03  0.173E+00  0.229E+01  0.876E-03     164
      21.83688  0.740E-01 -0.317E-04  0.189E+01 -0.609E-03  0.330E-03  0.987E-02  0.335E-03  0.162E+00  0.230E+01  0.891E-03     165
      21.91844  0.667E-01 -0.324E-04  0.189E+01 -0.612E-03  0.330E-03  0.103E-01  0.335E-03  0.148E+00  0.232E+01  0.907E-03     166
      22.00000  0.598E-01 -0.325E-04  0.190E+01 -0.614E-03  0.330E-03  0.106E-01  0.335E-03  0.134E+00  0.233E+01  0.924E-03     167
      22.10000  0.704E-01 -0.302E-04  0.190E+01 -0.618E-03  0.330E-03  0.106E-01  0.335E-03  0.123E+00  0.234E+01  0.946E-03     168
      22.20000  0.930E-01 -0.285E-04  0.191E+01 -0.620E-03  0.330E-03  0.106E-01  0.335E-03  0.123E+00  0.235E+01  0.968E-03     169
      22.30000  0.110E+00 -0.287E-04  0.192E+01 -0.623E-03  0.330E-03  0.107E-01  0.336E-03  0.131E+00  0.236E+01  0.989E-03     170
      22.40000  0.126E+00 -0.286E-04  0.194E+01 -0.626E-03  0.330E-03  0.108E-01  0.336E-03  0.146E+00  0.238E+01  0.101E-02     171
      22.52000  0.145E+00 -0.286E-04  0.195E+01 -0.630E-03  0.330E-03  0.109E-01  0.336E-03  0.168E+00  0.240E+01  0.103E-02     172
