 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1982                                        
 Date:  21. 3.    Time:  15:17:45
 Units: L = cm   , T = days , M = mmol 



                          Node( 21)                               Node( 41)                               Node( 56)

         time        h      theta    Temp    CO2             h      theta    Temp    CO2             h      theta    Temp    CO2      
        69.000    -179.23  0.2815  16.034  0.01388      -139.79  0.3827  13.457  0.01327      -102.24  0.3980  11.667  0.00891
        69.250    -179.73  0.2813  15.177  0.01386      -140.61  0.3824  13.553  0.01339      -102.91  0.3977  11.741  0.00904
        69.500    -180.74  0.2809  15.171  0.01337      -141.36  0.3821  13.510  0.01350      -103.58  0.3974  11.816  0.00924
        69.750    -182.36  0.2803  15.998  0.01267      -142.05  0.3819  13.494  0.01344      -104.23  0.3971  11.872  0.00943
        70.000    -184.34  0.2795  16.043  0.01219      -142.74  0.3816  13.601  0.01329      -104.88  0.3968  11.917  0.00960
        70.000    -184.34  0.2795  16.043  0.01219      -142.74  0.3816  13.601  0.01329      -104.88  0.3968  11.917  0.00960
        70.333    -188.02  0.2781  15.208  0.01177      -143.66  0.3813  13.698  0.01312      -105.72  0.3964  11.993  0.00975
        70.667    -193.25  0.2766  15.598  0.01067      -144.59  0.3810  13.658  0.01280      -106.54  0.3960  12.069  0.00993
        71.000    -198.93  0.2748  16.005  0.00969      -145.58  0.3806  13.700  0.01229      -107.35  0.3957  12.126  0.01007
        71.000    -198.93  0.2748  16.005  0.00969      -145.58  0.3806  13.700  0.01229      -107.35  0.3957  12.126  0.01007
        71.333    -205.94  0.2727  15.425  0.00927      -146.78  0.3801  13.791  0.01177      -108.15  0.3953  12.182  0.01017
        71.667    -213.11  0.2706  16.083  0.00847      -148.09  0.3797  13.816  0.01130      -108.92  0.3949  12.247  0.01021
        72.000    -220.47  0.2684  16.792  0.00768      -149.52  0.3792  13.949  0.01080      -109.70  0.3946  12.313  0.01022
        72.000    -220.47  0.2684  16.792  0.00768      -149.52  0.3792  13.949  0.01080      -109.70  0.3946  12.313  0.01022
        72.014    -220.78  0.2683  16.769  0.00755      -149.59  0.3792  13.960  0.01031      -109.73  0.3946  12.316  0.01019
        72.028    -221.10  0.2682  16.738  0.00755      -149.65  0.3792  13.971  0.01030      -109.77  0.3946  12.319  0.01019
        72.042    -221.42  0.2681  16.701  0.00752      -149.71  0.3792  13.983  0.01028      -109.80  0.3945  12.322  0.01019
        72.056    -221.73  0.2680  16.657  0.00749      -149.77  0.3791  13.994  0.01027      -109.83  0.3945  12.325  0.01019
        72.070    -222.05  0.2679  16.610  0.00745      -149.84  0.3791  14.005  0.01025      -109.86  0.3945  12.328  0.01018
        72.084    -222.37  0.2678  16.559  0.00741      -149.90  0.3791  14.016  0.01024      -109.90  0.3945  12.331  0.01018
        72.098    -222.69  0.2677  16.505  0.00737      -149.96  0.3791  14.026  0.01022      -109.93  0.3945  12.334  0.01018
        72.116    -223.10  0.2676  16.435  0.00734      -150.04  0.3791  14.039  0.01021      -109.97  0.3945  12.339  0.01018
        72.134    -223.52  0.2675  16.363  0.00729      -150.12  0.3790  14.052  0.01019      -110.01  0.3944  12.343  0.01017
        72.158    -224.07  0.2673  16.272  0.00725      -150.23  0.3790  14.066  0.01017      -110.07  0.3944  12.349  0.01017
        72.182    -224.63  0.2671  16.186  0.00720      -150.34  0.3790  14.079  0.01014      -110.12  0.3944  12.356  0.01017
        72.205    -225.18  0.2670  16.107  0.00715      -150.44  0.3789  14.089  0.01012      -110.18  0.3944  12.362  0.01016
        72.229    -225.75  0.2668  16.037  0.00711      -150.55  0.3789  14.097  0.01009      -110.24  0.3943  12.369  0.01016
        72.260    -226.48  0.2666  15.965  0.00707      -150.69  0.3789  14.105  0.01006      -110.31  0.3943  12.378  0.01016
        72.300    -227.45  0.2663  15.905  0.00703      -150.88  0.3788  14.110  0.01002      -110.40  0.3943  12.390  0.01015
        72.340    -228.44  0.2660  15.888  0.00699      -151.07  0.3788  14.111  0.00997      -110.49  0.3942  12.402  0.01014
        72.380    -229.44  0.2657  15.916  0.00696      -151.25  0.3787  14.108  0.00991      -110.59  0.3942  12.414  0.01014
        72.432    -230.75  0.2653  16.018  0.00695      -151.50  0.3786  14.103  0.00986      -110.71  0.3941  12.429  0.01013
        72.503    -232.62  0.2647  16.257  0.00696      -151.84  0.3785  14.097  0.00979      -110.87  0.3940  12.448  0.01012
        72.574    -234.51  0.2642  16.572  0.00700      -152.20  0.3784  14.101  0.00970      -111.04  0.3940  12.465  0.01010
        72.659    -236.81  0.2635  16.968  0.00709      -152.63  0.3783  14.126  0.00963      -111.23  0.3939  12.484  0.01008
        72.744    -239.28  0.2629  17.288  0.00723      -153.06  0.3782  14.174  0.00956      -111.43  0.3938  12.503  0.01006
        72.830    -241.65  0.2624  17.448  0.00738      -153.50  0.3781  14.244  0.00952      -111.63  0.3937  12.522  0.01003
        73.000    -246.39  0.2613  17.223  0.00750      -154.39  0.3778  14.395  0.00950      -112.02  0.3935  12.569  0.01000
        73.000    -246.39  0.2613  17.223  0.00750      -154.39  0.3778  14.395  0.00950      -112.02  0.3935  12.569  0.01000
        73.111    -249.51  0.2606  16.791  0.00762      -154.99  0.3776  14.473  0.00951      -112.28  0.3934  12.607  0.00995
        73.222    -252.63  0.2599  16.372  0.00754      -155.61  0.3774  14.509  0.00952      -112.55  0.3933  12.648  0.00992
        73.333    -255.73  0.2592  16.181  0.00733      -156.23  0.3773  14.503  0.00951      -112.81  0.3931  12.689  0.00988
        73.500    -260.34  0.2581  16.469  0.00713      -157.19  0.3770  14.465  0.00946      -113.21  0.3930  12.743  0.00985
        73.667    -264.92  0.2571  17.144  0.00692      -158.16  0.3767  14.465  0.00935      -113.61  0.3928  12.785  0.00980
        73.833    -269.51  0.2560  17.575  0.00686      -159.14  0.3764  14.544  0.00922      -114.00  0.3926  12.820  0.00976
        74.000    -274.12  0.2550  17.360  0.00685      -160.16  0.3761  14.665  0.00913      -114.40  0.3924  12.859  0.00971
        74.000    -274.12  0.2550  17.360  0.00685      -160.16  0.3761  14.665  0.00913      -114.40  0.3924  12.859  0.00971
        74.020    -274.68  0.2549  17.288  0.00666      -160.28  0.3761  14.679  0.00905      -114.45  0.3924  12.865  0.00966
        74.034    -275.07  0.2548  17.234  0.00661      -160.37  0.3761  14.689  0.00904      -114.48  0.3924  12.869  0.00965
        74.044    -275.35  0.2547  17.194  0.00658      -160.43  0.3760  14.695  0.00903      -114.51  0.3924  12.871  0.00965
        74.054    -275.63  0.2546  17.154  0.00656      -160.49  0.3760  14.701  0.00903      -114.53  0.3923  12.874  0.00965
        74.063    -275.90  0.2546  17.113  0.00653      -160.55  0.3760  14.707  0.00902      -114.55  0.3923  12.877  0.00965
        74.073    -276.18  0.2545  17.071  0.00652      -160.61  0.3760  14.713  0.00902      -114.58  0.3923  12.880  0.00964
        74.083    -276.46  0.2545  17.028  0.00650      -160.67  0.3760  14.718  0.00901      -114.60  0.3923  12.883  0.00964
        74.093    -276.74  0.2544  16.986  0.00649      -160.73  0.3760  14.723  0.00900      -114.62  0.3923  12.886  0.00964
        74.103    -277.01  0.2543  16.943  0.00648      -160.79  0.3759  14.727  0.00900      -114.65  0.3923  12.889  0.00963
        74.112    -277.29  0.2543  16.900  0.00648      -160.85  0.3759  14.731  0.00899      -114.67  0.3923  12.892  0.00963
        74.122    -277.57  0.2542  16.858  0.00647      -160.91  0.3759  14.735  0.00898      -114.70  0.3923  12.895  0.00963
        74.132    -277.85  0.2541  16.816  0.00648      -160.97  0.3759  14.739  0.00898      -114.72  0.3923  12.898  0.00963
        74.145    -278.21  0.2541  16.763  0.00648      -161.05  0.3759  14.743  0.00897      -114.75  0.3922  12.902  0.00962
        74.157    -278.57  0.2540  16.711  0.00649      -161.13  0.3758  14.746  0.00896      -114.78  0.3922  12.906  0.00962
        74.170    -278.93  0.2539  16.662  0.00651      -161.21  0.3758  14.749  0.00895      -114.81  0.3922  12.911  0.00962
        74.187    -279.40  0.2538  16.601  0.00653      -161.31  0.3758  14.751  0.00894      -114.85  0.3922  12.916  0.00961
        74.203    -279.88  0.2537  16.544  0.00657      -161.42  0.3758  14.753  0.00892      -114.89  0.3922  12.921  0.00961
        74.220    -280.35  0.2536  16.493  0.00662      -161.52  0.3757  14.753  0.00891      -114.93  0.3922  12.927  0.00961
        74.236    -280.83  0.2535  16.448  0.00667      -161.63  0.3757  14.753  0.00890      -114.98  0.3921  12.932  0.00960
        74.253    -281.32  0.2533  16.410  0.00674      -161.73  0.3757  14.752  0.00888      -115.02  0.3921  12.938  0.00960
        74.270    -281.80  0.2532  16.378  0.00681      -161.83  0.3756  14.749  0.00887      -115.06  0.3921  12.943  0.00959
        74.286    -282.29  0.2531  16.355  0.00689      -161.94  0.3756  14.746  0.00886      -115.10  0.3921  12.949  0.00959
        74.308    -282.92  0.2530  16.336  0.00698      -162.07  0.3756  14.741  0.00885      -115.16  0.3921  12.956  0.00958
        74.329    -283.56  0.2528  16.332  0.00711      -162.21  0.3755  14.735  0.00884      -115.21  0.3920  12.962  0.00958
        74.351    -284.19  0.2527  16.341  0.00725      -162.35  0.3755  14.729  0.00883      -115.26  0.3920  12.969  0.00957
        74.372    -284.82  0.2525  16.366  0.00741      -162.48  0.3754  14.721  0.00882      -115.32  0.3920  12.975  0.00957
        74.394    -285.46  0.2524  16.404  0.00758      -162.62  0.3754  14.714  0.00882      -115.37  0.3920  12.981  0.00956
        74.415    -286.09  0.2523  16.457  0.00776      -162.76  0.3754  14.706  0.00882      -115.43  0.3919  12.987  0.00955
        74.443    -286.91  0.2521  16.545  0.00796      -162.94  0.3753  14.697  0.00883      -115.50  0.3919  12.995  0.00955
        74.471    -287.73  0.2519  16.652  0.00824      -163.12  0.3753  14.689  0.00884      -115.57  0.3919  13.002  0.00954
        74.499    -288.56  0.2517  16.777  0.00855      -163.30  0.3752  14.682  0.00887      -115.64  0.3918  13.008  0.00953
        74.527    -289.43  0.2515  16.916  0.00887      -163.48  0.3752  14.678  0.00890      -115.71  0.3918  13.014  0.00952
        74.564    -290.56  0.2512  17.111  0.00921      -163.71  0.3751  14.675  0.00895      -115.80  0.3918  13.022  0.00951
        74.600    -291.70  0.2510  17.315  0.00968      -163.95  0.3750  14.678  0.00902      -115.89  0.3917  13.029  0.00950
        74.636    -292.84  0.2507  17.517  0.01017      -164.19  0.3749  14.686  0.00911      -115.98  0.3917  13.035  0.00949
        74.673    -293.96  0.2505  17.708  0.01067      -164.43  0.3749  14.700  0.00923      -116.07  0.3916  13.041  0.00948
        74.709    -295.09  0.2502  17.880  0.01118      -164.67  0.3748  14.720  0.00936      -116.16  0.3916  13.047  0.00947
        74.758    -296.57  0.2499  18.065  0.01169      -164.99  0.3747  14.754  0.00951      -116.29  0.3915  13.056  0.00946
        74.806    -298.05  0.2495  18.187  0.01235      -165.31  0.3746  14.796  0.00974      -116.41  0.3915  13.064  0.00944
        74.855    -299.67  0.2492  18.238  0.01297      -165.64  0.3745  14.844  0.01000      -116.53  0.3914  13.074  0.00943
        74.903    -301.25  0.2490  18.215  0.01355      -165.96  0.3744  14.894  0.01028      -116.65  0.3914  13.085  0.00942
        74.952    -302.73  0.2487  18.123  0.01408      -166.29  0.3743  14.945  0.01059      -116.77  0.3913  13.098  0.00940
        75.000    -304.12  0.2485  17.974  0.01456      -166.62  0.3742  14.993  0.01090      -116.90  0.3912  13.112  0.00940
        75.000    -304.12  0.2485  17.974  0.01456      -166.62  0.3742  14.993  0.01090      -116.90  0.3912  13.112  0.00940
        75.020    -304.69  0.2484  17.899  0.01499      -166.75  0.3742  15.011  0.01123      -116.95  0.3912  13.118  0.00939
        75.040    -305.24  0.2483  17.817  0.01515      -166.89  0.3742  15.028  0.01136      -117.00  0.3912  13.125  0.00939
        75.060    -305.76  0.2482  17.731  0.01531      -167.03  0.3741  15.044  0.01149      -117.05  0.3912  13.132  0.00938
        75.086    -306.41  0.2481  17.614  0.01547      -167.20  0.3741  15.062  0.01163      -117.11  0.3911  13.141  0.00938
        75.120    -307.15  0.2479  17.459  0.01565      -167.44  0.3740  15.082  0.01180      -117.20  0.3911  13.153  0.00938
        75.164    -307.91  0.2478  17.261  0.01586      -167.74  0.3739  15.101  0.01202      -117.31  0.3911  13.170  0.00938
        75.208    -308.40  0.2477  17.086  0.01609      -168.04  0.3738  15.112  0.01230      -117.42  0.3910  13.187  0.00939
        75.252    -308.57  0.2477  16.948  0.01628      -168.35  0.3737  15.114  0.01257      -117.53  0.3909  13.204  0.00939
        75.309    -308.12  0.2478  16.845  0.01644      -168.75  0.3736  15.108  0.01283      -117.68  0.3909  13.226  0.00940
        75.386    -306.22  0.2481  16.861  0.01664      -169.30  0.3735  15.088  0.01315      -117.89  0.3908  13.254  0.00942
        75.462    -303.04  0.2486  17.048  0.01692      -169.85  0.3733  15.064  0.01354      -118.10  0.3907  13.279  0.00944
        75.539    -298.99  0.2493  17.368  0.01722      -170.40  0.3731  15.048  0.01391      -118.31  0.3906  13.300  0.00948
        75.631    -293.63  0.2505  17.819  0.01756      -171.06  0.3729  15.052  0.01426      -118.55  0.3906  13.322  0.00953
        75.754    -285.05  0.2525  18.300  0.01799      -171.94  0.3727  15.105  0.01467      -118.88  0.3904  13.348  0.00959
        75.877    -276.11  0.2545  18.423  0.01852      -172.85  0.3724  15.201  0.01521      -119.21  0.3903  13.375  0.00970
        76.000    -267.54  0.2565  18.124  0.01886      -173.75  0.3722  15.306  0.01575      -119.53  0.3902  13.407  0.00982
        76.000    -267.54  0.2565  18.124  0.01886      -173.75  0.3722  15.306  0.01575      -119.53  0.3902  13.407  0.00982
        76.020    -266.15  0.2568  18.039  0.01895      -173.90  0.3721  15.322  0.01624      -119.59  0.3902  13.413  0.00996
        76.046    -264.41  0.2572  17.921  0.01893      -174.10  0.3721  15.341  0.01631      -119.66  0.3902  13.422  0.00998
        76.080    -262.22  0.2577  17.757  0.01890      -174.35  0.3720  15.361  0.01640      -119.75  0.3901  13.433  0.01001
        76.124    -259.48  0.2583  17.540  0.01884      -174.68  0.3719  15.381  0.01651      -119.86  0.3901  13.448  0.01006
        76.181    -256.09  0.2591  17.276  0.01875      -175.10  0.3718  15.395  0.01663      -120.02  0.3900  13.468  0.01011
        76.255    -252.02  0.2600  17.015  0.01862      -175.65  0.3716  15.393  0.01677      -120.22  0.3899  13.495  0.01019
        76.348    -247.50  0.2611  16.889  0.01844      -176.34  0.3714  15.366  0.01690      -120.47  0.3899  13.527  0.01029
        76.479    -242.25  0.2623  17.120  0.01826      -177.32  0.3711  15.313  0.01701      -120.82  0.3897  13.565  0.01043
        76.652    -236.96  0.2635  17.832  0.01810      -178.60  0.3708  15.286  0.01711      -121.31  0.3895  13.601  0.01062
        76.826    -233.43  0.2645  18.325  0.01803      -179.86  0.3704  15.353  0.01721      -121.79  0.3894  13.630  0.01087
        77.000    -231.00  0.2652  18.085  0.01801      -181.09  0.3700  15.472  0.01734      -122.28  0.3892  13.663  0.01111
        77.000    -231.00  0.2652  18.085  0.01801      -181.09  0.3700  15.472  0.01734      -122.28  0.3892  13.663  0.01111
        77.020    -230.65  0.2653  18.006  0.01771      -181.23  0.3700  15.486  0.01745      -122.33  0.3892  13.667  0.01134
        77.046    -230.38  0.2654  17.893  0.01764      -181.42  0.3699  15.502  0.01746      -122.41  0.3891  13.674  0.01137
        77.080    -230.02  0.2655  17.734  0.01754      -181.65  0.3699  15.521  0.01747      -122.50  0.3891  13.682  0.01141
        77.124    -229.65  0.2656  17.522  0.01739      -181.97  0.3698  15.538  0.01748      -122.62  0.3891  13.694  0.01145
        77.181    -229.26  0.2657  17.264  0.01720      -182.38  0.3697  15.549  0.01747      -122.78  0.3890  13.710  0.01151
        77.255    -228.92  0.2658  17.011  0.01698      -182.91  0.3695  15.544  0.01745      -122.99  0.3889  13.732  0.01158
        77.348    -228.75  0.2659  16.893  0.01673      -183.56  0.3693  15.514  0.01738      -123.25  0.3888  13.758  0.01168
        77.479    -228.84  0.2659  17.130  0.01650      -184.45  0.3691  15.457  0.01728      -123.61  0.3887  13.789  0.01179
        77.652    -229.39  0.2657  17.848  0.01635      -185.58  0.3687  15.426  0.01712      -124.10  0.3885  13.817  0.01194
        77.826    -230.22  0.2655  18.349  0.01639      -186.68  0.3684  15.489  0.01698      -124.60  0.3883  13.838  0.01212
        78.000    -231.32  0.2651  18.119  0.01654      -187.76  0.3681  15.605  0.01695      -125.10  0.3881  13.865  0.01227
        78.000    -231.32  0.2651  18.119  0.01654      -187.76  0.3681  15.605  0.01695      -125.10  0.3881  13.865  0.01227
        78.250    -233.42  0.2645  17.244  0.01647      -189.31  0.3678  15.687  0.01698      -125.81  0.3879  13.922  0.01241
        78.500    -236.04  0.2637  17.237  0.01583      -190.78  0.3674  15.631  0.01693      -126.52  0.3876  13.982  0.01259
        79.000    -243.83  0.2619  17.918  0.01502      -193.65  0.3668  15.610  0.01667      -127.93  0.3871  14.057  0.01276
        79.000    -243.83  0.2619  17.918  0.01502      -193.65  0.3668  15.610  0.01667      -127.93  0.3871  14.057  0.01276
        79.020    -244.11  0.2618  17.899  0.01406      -193.77  0.3667  15.617  0.01598      -127.99  0.3871  14.059  0.01299
        79.040    -244.45  0.2618  17.863  0.01404      -193.89  0.3667  15.624  0.01595      -128.04  0.3871  14.060  0.01300
        79.066    -244.89  0.2617  17.792  0.01400      -194.04  0.3667  15.635  0.01593      -128.12  0.3870  14.063  0.01300
        79.100    -245.47  0.2615  17.668  0.01391      -194.24  0.3666  15.648  0.01590      -128.21  0.3870  14.066  0.01301
        79.144    -246.25  0.2613  17.480  0.01377      -194.50  0.3666  15.663  0.01586      -128.34  0.3869  14.071  0.01302
        79.201    -247.29  0.2611  17.244  0.01358      -194.83  0.3665  15.676  0.01580      -128.50  0.3869  14.079  0.01303
        79.275    -248.68  0.2608  17.021  0.01336      -195.26  0.3664  15.677  0.01572      -128.71  0.3868  14.089  0.01305
        79.366    -250.45  0.2604  16.945  0.01311      -195.78  0.3663  15.655  0.01558      -128.97  0.3867  14.103  0.01306
        79.493    -253.06  0.2598  17.213  0.01288      -196.52  0.3661  15.612  0.01540      -129.33  0.3866  14.120  0.01308
        79.662    -256.72  0.2590  17.906  0.01268      -197.50  0.3659  15.595  0.01515      -129.80  0.3864  14.136  0.01310
        79.831    -260.53  0.2581  18.356  0.01262      -198.48  0.3657  15.661  0.01487      -130.28  0.3862  14.149  0.01311
        80.000    -264.47  0.2572  18.114  0.01265      -199.49  0.3654  15.771  0.01470      -130.75  0.3861  14.169  0.01310
        80.000    -264.47  0.2572  18.114  0.01265      -199.49  0.3654  15.771  0.01470      -130.75  0.3861  14.169  0.01310
        80.250    -270.59  0.2558  17.250  0.01247      -201.03  0.3651  15.846  0.01458      -131.46  0.3858  14.218  0.01308
        80.500    -276.92  0.2543  17.249  0.01178      -202.59  0.3647  15.785  0.01433      -132.16  0.3855  14.269  0.01305
        80.750    -283.44  0.2529  18.079  0.01095      -204.19  0.3644  15.753  0.01391      -132.86  0.3853  14.302  0.01300
        81.000    -290.15  0.2513  18.116  0.01052      -205.84  0.3640  15.846  0.01343      -133.56  0.3850  14.326  0.01294
        81.000    -290.15  0.2513  18.116  0.01052      -205.84  0.3640  15.846  0.01343      -133.56  0.3850  14.326  0.01294
        81.020    -290.69  0.2512  18.048  0.01018      -205.97  0.3640  15.857  0.01303      -133.62  0.3850  14.329  0.01286
        81.034    -291.08  0.2511  17.995  0.01011      -206.06  0.3639  15.864  0.01300      -133.66  0.3850  14.330  0.01285
        81.044    -291.35  0.2511  17.955  0.01006      -206.13  0.3639  15.869  0.01298      -133.68  0.3850  14.332  0.01284
        81.051    -291.53  0.2510  17.927  0.01003      -206.18  0.3639  15.873  0.01297      -133.70  0.3850  14.333  0.01284
        81.058    -291.72  0.2510  17.897  0.01002      -206.22  0.3639  15.876  0.01296      -133.72  0.3850  14.333  0.01284
        81.064    -291.91  0.2509  17.867  0.01001      -206.27  0.3639  15.880  0.01295      -133.74  0.3850  14.334  0.01283
        81.071    -292.10  0.2509  17.837  0.01000      -206.32  0.3639  15.883  0.01294      -133.76  0.3849  14.335  0.01283
        81.078    -292.29  0.2508  17.806  0.01001      -206.36  0.3639  15.886  0.01293      -133.78  0.3849  14.336  0.01283
        81.085    -292.48  0.2508  17.776  0.01002      -206.41  0.3639  15.888  0.01292      -133.80  0.3849  14.337  0.01283
        81.092    -292.67  0.2508  17.745  0.01004      -206.46  0.3639  15.891  0.01291      -133.82  0.3849  14.338  0.01282
        81.099    -292.86  0.2507  17.714  0.01006      -206.50  0.3638  15.894  0.01290      -133.84  0.3849  14.339  0.01282
        81.106    -293.05  0.2507  17.684  0.01010      -206.55  0.3638  15.896  0.01289      -133.86  0.3849  14.341  0.01282
        81.112    -293.23  0.2506  17.654  0.01014      -206.60  0.3638  15.899  0.01288      -133.88  0.3849  14.342  0.01281
        81.119    -293.42  0.2506  17.624  0.01018      -206.64  0.3638  15.901  0.01287      -133.89  0.3849  14.343  0.01281
        81.126    -293.61  0.2505  17.594  0.01023      -206.69  0.3638  15.903  0.01286      -133.91  0.3849  14.344  0.01281
        81.133    -293.80  0.2505  17.566  0.01029      -206.74  0.3638  15.904  0.01285      -133.93  0.3849  14.345  0.01281
        81.140    -293.99  0.2505  17.537  0.01036      -206.78  0.3638  15.906  0.01284      -133.95  0.3849  14.346  0.01280
        81.147    -294.18  0.2504  17.510  0.01043      -206.83  0.3638  15.907  0.01283      -133.97  0.3849  14.347  0.01280
        81.154    -294.37  0.2504  17.483  0.01050      -206.88  0.3638  15.909  0.01282      -133.99  0.3849  14.348  0.01280
        81.162    -294.62  0.2503  17.450  0.01058      -206.94  0.3637  15.910  0.01281      -134.01  0.3849  14.350  0.01280
        81.171    -294.87  0.2503  17.419  0.01068      -207.00  0.3637  15.911  0.01280      -134.04  0.3848  14.352  0.01279
        81.180    -295.12  0.2502  17.389  0.01080      -207.06  0.3637  15.912  0.01279      -134.06  0.3848  14.353  0.01279
        81.189    -295.37  0.2501  17.361  0.01092      -207.12  0.3637  15.912  0.01278      -134.09  0.3848  14.355  0.01278
        81.198    -295.61  0.2501  17.335  0.01104      -207.18  0.3637  15.912  0.01277      -134.11  0.3848  14.356  0.01278
        81.207    -295.86  0.2500  17.312  0.01117      -207.24  0.3637  15.912  0.01276      -134.14  0.3848  14.358  0.01278
        81.216    -296.11  0.2500  17.291  0.01131      -207.30  0.3637  15.911  0.01275      -134.16  0.3848  14.360  0.01277
        81.225    -296.36  0.2499  17.272  0.01145      -207.37  0.3636  15.911  0.01275      -134.19  0.3848  14.362  0.01277
        81.234    -296.61  0.2499  17.256  0.01159      -207.43  0.3636  15.910  0.01275      -134.21  0.3848  14.363  0.01277
        81.245    -296.93  0.2498  17.240  0.01173      -207.51  0.3636  15.908  0.01274      -134.25  0.3848  14.365  0.01276
        81.257    -297.26  0.2497  17.228  0.01192      -207.59  0.3636  15.906  0.01275      -134.28  0.3848  14.368  0.01276
        81.269    -297.58  0.2496  17.222  0.01212      -207.67  0.3636  15.903  0.01275      -134.31  0.3847  14.370  0.01275
        81.280    -297.91  0.2496  17.220  0.01232      -207.75  0.3636  15.900  0.01276      -134.34  0.3847  14.372  0.01275
        81.292    -298.24  0.2495  17.224  0.01252      -207.83  0.3635  15.897  0.01277      -134.38  0.3847  14.374  0.01274
        81.303    -298.64  0.2494  17.234  0.01273      -207.91  0.3635  15.894  0.01278      -134.41  0.3847  14.376  0.01274
        81.315    -299.06  0.2493  17.250  0.01293      -207.99  0.3635  15.890  0.01280      -134.44  0.3847  14.378  0.01273
        81.327    -299.47  0.2493  17.271  0.01314      -208.07  0.3635  15.886  0.01283      -134.47  0.3847  14.380  0.01273
        81.338    -299.89  0.2492  17.298  0.01335      -208.15  0.3635  15.882  0.01285      -134.51  0.3847  14.383  0.01272
        81.350    -300.30  0.2491  17.331  0.01356      -208.23  0.3634  15.878  0.01288      -134.54  0.3847  14.385  0.01272
        81.361    -300.72  0.2490  17.370  0.01377      -208.31  0.3634  15.874  0.01291      -134.57  0.3847  14.387  0.01271
        81.373    -301.14  0.2490  17.415  0.01398      -208.39  0.3634  15.870  0.01295      -134.60  0.3846  14.388  0.01271
        81.385    -301.55  0.2489  17.466  0.01419      -208.47  0.3634  15.866  0.01299      -134.63  0.3846  14.390  0.01270
        81.396    -301.96  0.2488  17.523  0.01440      -208.56  0.3634  15.863  0.01304      -134.67  0.3846  14.392  0.01269
        81.408    -302.37  0.2488  17.586  0.01461      -208.64  0.3634  15.859  0.01308      -134.70  0.3846  14.394  0.01269
        81.419    -302.77  0.2487  17.654  0.01482      -208.72  0.3633  15.856  0.01314      -134.73  0.3846  14.396  0.01268
        81.434    -303.27  0.2486  17.752  0.01503      -208.82  0.3633  15.852  0.01319      -134.77  0.3846  14.398  0.01268
        81.449    -303.74  0.2485  17.859  0.01529      -208.93  0.3633  15.849  0.01327      -134.82  0.3846  14.400  0.01267
        81.465    -304.17  0.2485  17.974  0.01556      -209.04  0.3633  15.846  0.01335      -134.86  0.3845  14.402  0.01266
        81.480    -304.52  0.2484  18.098  0.01582      -209.14  0.3632  15.845  0.01343      -134.90  0.3845  14.404  0.01266
        81.495    -304.76  0.2483  18.229  0.01607      -209.25  0.3632  15.844  0.01352      -134.94  0.3845  14.406  0.01265
        81.510    -304.84  0.2483  18.368  0.01632      -209.35  0.3632  15.844  0.01362      -134.99  0.3845  14.407  0.01264
        81.525    -304.68  0.2484  18.514  0.01657      -209.46  0.3632  15.846  0.01372      -135.03  0.3845  14.409  0.01264
        81.540    -304.14  0.2485  18.665  0.01681      -209.57  0.3631  15.849  0.01382      -135.07  0.3845  14.410  0.01263
        81.555    -303.14  0.2486  18.821  0.01705      -209.67  0.3631  15.853  0.01393      -135.11  0.3845  14.412  0.01262
        81.570    -301.39  0.2489  18.982  0.01728      -209.78  0.3631  15.859  0.01404      -135.16  0.3844  14.413  0.01261
        81.585    -298.48  0.2494  19.146  0.01751      -209.89  0.3631  15.866  0.01416      -135.20  0.3844  14.415  0.01261
        81.600    -294.72  0.2503  19.312  0.01773      -209.99  0.3630  15.875  0.01428      -135.24  0.3844  14.416  0.01260
        81.615    -288.89  0.2516  19.479  0.01794      -210.10  0.3630  15.885  0.01440      -135.28  0.3844  14.418  0.01260
        81.630    -280.45  0.2535  19.646  0.01815      -210.21  0.3630  15.898  0.01452      -135.33  0.3844  14.419  0.01259
        81.645    -269.06  0.2561  19.812  0.01836      -210.31  0.3630  15.911  0.01465      -135.37  0.3844  14.421  0.01258
        81.660    -254.38  0.2595  19.974  0.01855      -210.42  0.3629  15.927  0.01478      -135.41  0.3843  14.422  0.01258
        81.676    -236.49  0.2636  20.132  0.01875      -210.53  0.3629  15.945  0.01491      -135.45  0.3843  14.424  0.01257
        81.691    -219.06  0.2688  20.283  0.01894      -210.64  0.3629  15.964  0.01504      -135.50  0.3843  14.426  0.01257
        81.706    -199.14  0.2748  20.427  0.01912      -210.75  0.3629  15.985  0.01517      -135.54  0.3843  14.427  0.01256
        81.721    -179.44  0.2814  20.562  0.01930      -210.86  0.3628  16.007  0.01531      -135.58  0.3843  14.429  0.01256
        81.736    -161.79  0.2884  20.686  0.01948      -210.96  0.3628  16.032  0.01545      -135.63  0.3843  14.431  0.01256
        81.751    -144.56  0.2956  20.802  0.01965      -211.07  0.3628  16.058  0.01558      -135.67  0.3842  14.434  0.01255
        81.766    -130.26  0.3030  20.903  0.01982      -211.18  0.3628  16.086  0.01572      -135.71  0.3842  14.436  0.01255
        81.781    -116.64  0.3101  20.995  0.02000      -211.30  0.3627  16.115  0.01586      -135.76  0.3842  14.439  0.01255
        81.796    -105.59  0.3174  21.076  0.02017      -211.41  0.3627  16.146  0.01599      -135.80  0.3842  14.442  0.01255
