 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1982                                        
 Date:  21. 3.    Time:  15:17:45
 Units: L = cm   , T = days , M = mmol 


 Time:       0.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  31   -80.00     -56.909 0.4258   0.1025E+00  0.8130E-03 -0.9893E-01  0.0000E+00  -1   0      5.3610  0.002229  0.2730E-05
  30   -82.00     -56.858 0.4258   0.1027E+00  0.8137E-03 -0.1009E+00  0.0000E+00  -1   0      5.2864  0.002014  0.2199E-05
  29   -84.00     -56.841 0.4259   0.1028E+00  0.8140E-03 -0.1028E+00  0.0000E+00  -1   0      5.2127  0.001824  0.1771E-05
  28   -86.00     -56.858 0.4258   0.1027E+00  0.8137E-03 -0.1045E+00  0.0000E+00  -1   0      5.1399  0.001655  0.1427E-05
  27   -88.00     -56.910 0.4258   0.1025E+00  0.8130E-03 -0.1060E+00  0.0000E+00  -1   0      5.0683  0.001506  0.1149E-05
  26   -90.00     -56.998 0.4257   0.1021E+00  0.8118E-03 -0.1074E+00  0.0000E+00  -1   0      4.9979  0.001375  0.9258E-06
  25   -92.00     -57.122 0.4256   0.1015E+00  0.8101E-03 -0.1087E+00  0.0000E+00  -1   0      4.9288  0.001259  0.7460E-06
  24   -94.00     -57.284 0.4255   0.1007E+00  0.8080E-03 -0.1098E+00  0.0000E+00  -1   0      4.8610  0.001157  0.6011E-06
  23   -96.00     -57.485 0.4253   0.9982E-01  0.8052E-03 -0.1108E+00  0.0000E+00  -1   0      4.7948  0.001066  0.4845E-06
  22   -98.00     -57.726 0.4251   0.9871E-01  0.8020E-03 -0.1118E+00  0.0000E+00  -1   0      4.7301  0.000987  0.3905E-06
  21  -101.00     -58.172 0.4247   0.9666E-01  0.7960E-03 -0.1124E+00  0.0000E+00  -1   0      4.6359  0.000884  0.2827E-06
  20  -103.00     -58.526 0.4244   0.9503E-01  0.7912E-03 -0.1131E+00  0.0000E+00  -1   0      4.5753  0.000826  0.2279E-06
  19  -106.00     -59.132 0.4240   0.9350E-01  0.7852E-03 -0.1134E+00  0.0000E+00  -1   0      4.4874  0.000751  0.1651E-06
  18  -109.00     -59.802 0.4235   0.9192E-01  0.7789E-03 -0.1133E+00  0.0000E+00  -1   0      4.4035  0.000688  0.1196E-06
  17  -112.00     -60.533 0.4230   0.9020E-01  0.7720E-03 -0.1130E+00  0.0000E+00  -1   0      4.3236  0.000635  0.8668E-07
  16  -115.00     -61.322 0.4224   0.8834E-01  0.7645E-03 -0.1124E+00  0.0000E+00  -1   0      4.2477  0.000591  0.6284E-07
  15  -118.00     -62.168 0.4218   0.8635E-01  0.7565E-03 -0.1114E+00  0.0000E+00  -1   0      4.1760  0.000554  0.4558E-07
  14  -121.00     -63.066 0.4211   0.8423E-01  0.7479E-03 -0.1101E+00  0.0000E+00  -1   0      4.1084  0.000522  0.3307E-07
  13  -124.00     -64.016 0.4205   0.8200E-01  0.7389E-03 -0.1086E+00  0.0000E+00  -1   0      4.0450  0.000496  0.2400E-07
  12  -127.00     -65.014 0.4198   0.7965E-01  0.7295E-03 -0.1067E+00  0.0000E+00  -1   0      3.9858  0.000473  0.1742E-07
  11  -130.00     -66.056 0.4190   0.7719E-01  0.7196E-03 -0.1041E+00  0.0000E+00  -1   0      3.9308  0.000454  0.1266E-07
  10  -134.00     -67.512 0.4180   0.7376E-01  0.7058E-03 -0.1011E+00  0.0000E+00  -1   0      3.8640  0.000433  0.8267E-08
   9  -138.00     -69.028 0.4169   0.7019E-01  0.6914E-03 -0.9711E-01  0.0000E+00  -1   0      3.8047  0.000416  0.5404E-08
   8  -142.00     -70.585 0.4158   0.6652E-01  0.6767E-03 -0.9251E-01  0.0000E+00  -1   0      3.7528  0.000402  0.3535E-08
   7  -146.00     -72.155 0.4147   0.6282E-01  0.6618E-03 -0.8730E-01  0.0000E+00  -1   0      3.7083  0.000391  0.2313E-08
   6  -150.00     -73.698 0.4136   0.5919E-01  0.6472E-03 -0.8173E-01  0.0000E+00  -1   0      3.6712  0.000382  0.1515E-08
   5  -154.00     -75.120 0.4127   0.5726E-01  0.6374E-03 -0.7631E-01  0.0000E+00  -1   0      3.6415  0.000375  0.9930E-09
   4  -158.00     -76.332 0.4120   0.5583E-01  0.6295E-03 -0.7095E-01  0.0000E+00  -1   0      3.6193  0.000369  0.6512E-09
   3  -162.00     -77.268 0.4115   0.5473E-01  0.6235E-03 -0.6538E-01  0.0000E+00  -1   0      3.6044  0.000364  0.4273E-09
   2  -166.00     -77.870 0.4111   0.5401E-01  0.6196E-03 -0.5967E-01  0.0000E+00  -1   0      3.5970  0.000360  0.2806E-09
   1  -170.00     -78.086 0.4110   0.5376E-01  0.6182E-03 -0.5679E-01  0.0000E+00  -1   0      3.5970  0.000357  0.1843E-09
end


 Time:      61.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  96     0.00    -525.876 0.2181   0.7381E-03  0.1021E-03  0.1032E+00  0.0000E+00  -1   0      8.1704  0.000330  0.3027E-01
  95    -1.00    -423.228 0.2299   0.1293E-02  0.1328E-03  0.9943E-01  0.3939E-02  -1   0     10.1119  0.000514  0.2639E-01
  94    -2.00    -362.112 0.2384   0.1890E-02  0.1592E-03  0.9234E-01  0.4101E-02  -1   0     11.4281  0.000801  0.2160E-01
  93    -3.00    -321.390 0.2455   0.2593E-02  0.1846E-03  0.8683E-01  0.4211E-02  -1   0     12.1823  0.001200  0.1841E-01
  92    -4.00    -291.464 0.2510   0.3259E-02  0.2060E-03  0.8238E-01  0.4280E-02  -1   0     12.5602  0.001662  0.1615E-01
  91    -5.00    -268.826 0.2562   0.4148E-02  0.2292E-03  0.7869E-01  0.4323E-02  -1   0     12.7208  0.002145  0.1441E-01
  90    -6.00    -250.678 0.2603   0.4861E-02  0.2479E-03  0.7618E-01  0.4350E-02  -1   0     12.7474  0.002619  0.1303E-01
  89    -7.00    -235.218 0.2639   0.5528E-02  0.2645E-03  0.7369E-01  0.4353E-02  -1   0     12.6920  0.003072  0.1186E-01
  88    -8.00    -222.370 0.2678   0.6670E-02  0.2861E-03  0.7127E-01  0.4204E-02  -1   0     12.5905  0.003499  0.1078E-01
  87    -9.00    -211.540 0.2711   0.7631E-02  0.3043E-03  0.6955E-01  0.4051E-02  -1   0     12.4665  0.003896  0.9832E-02
  86   -10.00    -201.997 0.2739   0.8478E-02  0.3203E-03  0.6821E-01  0.3896E-02  -1   0     12.3357  0.004261  0.8975E-02
  85   -11.00    -193.367 0.2765   0.9244E-02  0.3347E-03  0.6690E-01  0.3740E-02  -1   0     12.2076  0.004599  0.8195E-02
  84   -12.00    -185.539 0.2790   0.1014E-01  0.3498E-03  0.6517E-01  0.3584E-02  -1   0     12.0875  0.004911  0.7481E-02
  83   -13.00    -178.617 0.2818   0.1152E-01  0.3686E-03  0.6335E-01  0.3429E-02  -1   0     11.9775  0.005201  0.6826E-02
  82   -14.00    -172.462 0.2842   0.1275E-01  0.3853E-03  0.6188E-01  0.3274E-02  -1   0     11.8776  0.005471  0.6223E-02
  81   -15.00    -166.863 0.2864   0.1386E-01  0.4005E-03  0.6060E-01  0.3120E-02  -1   0     11.7870  0.005723  0.5670E-02
  80   -16.00    -161.690 0.2884   0.1489E-01  0.4146E-03  0.5944E-01  0.2966E-02  -1   0     11.7043  0.005958  0.5162E-02
  79   -17.00    -156.860 0.2903   0.1586E-01  0.4277E-03  0.5835E-01  0.2811E-02  -1   0     11.6278  0.006179  0.4695E-02
  78   -18.00    -152.315 0.2921   0.1676E-01  0.4401E-03  0.5713E-01  0.2657E-02  -1   0     11.5561  0.006387  0.4267E-02
  77   -19.00    -148.042 0.2938   0.1772E-01  0.4524E-03  0.5542E-01  0.2502E-02  -1   0     11.4880  0.006584  0.3874E-02
  76   -20.00    -144.117 0.2959   0.1946E-01  0.4695E-03  0.5345E-01  0.2346E-02  -1   0     11.4224  0.006770  0.3513E-02
  75   -21.00    -140.524 0.2977   0.2105E-01  0.4851E-03  0.5162E-01  0.2190E-02  -1   0     11.3584  0.006946  0.3181E-02
  74   -22.00    -137.196 0.2994   0.2253E-01  0.4996E-03  0.4987E-01  0.2033E-02  -1   0     11.2954  0.007112  0.2876E-02
  73   -23.00    -134.085 0.3010   0.2391E-01  0.5131E-03  0.4815E-01  0.1876E-02  -1   0     11.2328  0.007268  0.2595E-02
  72   -24.00    -131.160 0.3025   0.2520E-01  0.5258E-03  0.4641E-01  0.1718E-02  -1   0     11.1702  0.007414  0.2337E-02
  71   -25.00    -128.395 0.3039   0.2643E-01  0.5378E-03  0.4465E-01  0.1559E-02  -1   0     11.1076  0.007551  0.2097E-02
  70   -26.00    -125.775 0.3052   0.2759E-01  0.5492E-03  0.4283E-01  0.1399E-02  -1   0     11.0447  0.007679  0.1876E-02
  69   -27.00    -123.286 0.3065   0.2869E-01  0.5600E-03  0.4095E-01  0.1239E-02  -1   0     10.9815  0.007797  0.1671E-02
  68   -28.00    -120.833 0.3514   0.2636E-01  0.5221E-03  0.3912E-01  0.1078E-02  -1   0     10.9200  0.007935  0.1480E-02
  67   -29.00    -118.406 0.3525   0.2727E-01  0.5313E-03  0.3707E-01  0.9158E-03  -1   0     10.8600  0.008104  0.1302E-02
  66   -30.00    -116.126 0.3538   0.2880E-01  0.5433E-03  0.3461E-01  0.7533E-03  -1   0     10.7999  0.008262  0.1136E-02
  65   -31.00    -114.002 0.3551   0.3051E-01  0.5559E-03  0.3205E-01  0.5902E-03  -1   0     10.7398  0.008409  0.9805E-03
  64   -32.00    -112.019 0.3563   0.3210E-01  0.5677E-03  0.2946E-01  0.4265E-03  -1   0     10.6798  0.008544  0.8341E-03
  63   -33.00    -110.163 0.3574   0.3360E-01  0.5787E-03  0.2681E-01  0.2621E-03  -1   0     10.6201  0.008669  0.6961E-03
  62   -34.00    -108.420 0.3584   0.3500E-01  0.5891E-03  0.2411E-01  0.9723E-04  -1   0     10.5605  0.008785  0.5658E-03
  61   -35.00    -106.782 0.3594   0.3632E-01  0.5988E-03  0.2135E-01  0.0000E+00  -1   0     10.5013  0.008892  0.4708E-03
  60   -36.00    -105.242 0.3603   0.3756E-01  0.6079E-03  0.1864E-01  0.0000E+00  -1   0     10.4425  0.008990  0.4223E-03
  59   -37.00    -103.727 0.3974   0.2975E-01  0.4752E-03  0.1631E-01  0.0000E+00  -1   0     10.3852  0.009122  0.3787E-03
  58   -38.00    -102.220 0.3981   0.3063E-01  0.4817E-03  0.1435E-01  0.0000E+00  -1   0     10.3295  0.009347  0.3397E-03
  57   -39.00    -100.789 0.3987   0.3146E-01  0.4879E-03  0.1246E-01  0.0000E+00  -1   0     10.2741  0.009551  0.3045E-03
  56   -40.00     -99.427 0.3994   0.3225E-01  0.4937E-03  0.1063E-01  0.0000E+00  -1   0     10.2192  0.009735  0.2729E-03
  55   -41.00     -98.129 0.4000   0.3301E-01  0.4993E-03  0.8857E-02  0.0000E+00  -1   0     10.1648  0.009899  0.2445E-03
  54   -42.00     -96.890 0.4005   0.3373E-01  0.5046E-03  0.7138E-02  0.0000E+00  -1   0     10.1108  0.010043  0.2192E-03
  53   -43.00     -95.705 0.4011   0.3442E-01  0.5097E-03  0.5470E-02  0.0000E+00  -1   0     10.0572  0.010167  0.1964E-03
  52   -44.00     -94.571 0.4016   0.3508E-01  0.5146E-03  0.3805E-02  0.0000E+00  -1   0     10.0041  0.010273  0.1761E-03
  51   -45.00     -93.488 0.4021   0.3571E-01  0.5193E-03  0.2031E-02  0.0000E+00  -1   0      9.9515  0.010361  0.1578E-03
  50   -46.00     -92.457 0.4027   0.3679E-01  0.5254E-03  0.1759E-03  0.0000E+00  -1   0      9.8992  0.010431  0.1414E-03
  49   -47.00     -91.477 0.4032   0.3795E-01  0.5317E-03 -0.1642E-02  0.0000E+00  -1   0      9.8475  0.010484  0.1268E-03
  48   -48.00     -90.543 0.4038   0.3905E-01  0.5378E-03 -0.3402E-02  0.0000E+00  -1   0      9.7961  0.010520  0.1137E-03
  47   -49.00     -89.651 0.4043   0.4010E-01  0.5435E-03 -0.5529E-02  0.0000E+00  -1   0      9.7452  0.010539  0.1019E-03
  46   -50.50     -88.385 0.4050   0.4160E-01  0.5517E-03 -0.7576E-02  0.0000E+00  -1   0      9.6695  0.010539  0.8648E-04
  45   -52.00     -87.196 0.4057   0.4300E-01  0.5594E-03 -0.1033E-01  0.0000E+00  -1   0      9.5948  0.010507  0.7341E-04
  44   -54.00     -85.720 0.4066   0.4474E-01  0.5689E-03 -0.1295E-01  0.0000E+00  -1   0      9.4965  0.010415  0.5902E-04
  43   -56.00     -84.353 0.4074   0.4636E-01  0.5777E-03 -0.1581E-01  0.0000E+00  -1   0      9.3998  0.010274  0.4745E-04
  42   -58.00     -83.083 0.4081   0.4786E-01  0.5859E-03 -0.1853E-01  0.0000E+00  -1   0      9.3047  0.010089  0.3815E-04
  41   -60.00     -81.901 0.4088   0.4925E-01  0.5936E-03 -0.2113E-01  0.0000E+00  -1   0      9.2111  0.009865  0.3069E-04
  40   -62.00     -80.799 0.4094   0.5056E-01  0.6007E-03 -0.2360E-01  0.0000E+00  -1   0      9.1191  0.009609  0.2468E-04
  39   -64.00     -79.769 0.4100   0.5177E-01  0.6073E-03 -0.2597E-01  0.0000E+00  -1   0      9.0287  0.009325  0.1986E-04
  38   -66.00     -78.805 0.4106   0.5291E-01  0.6136E-03 -0.2823E-01  0.0000E+00  -1   0      8.9400  0.009018  0.1598E-04
  37   -68.00     -77.903 0.4111   0.5397E-01  0.6194E-03 -0.3038E-01  0.0000E+00  -1   0      8.8528  0.008693  0.1286E-04
  36   -70.00     -77.057 0.4116   0.5497E-01  0.6249E-03 -0.3244E-01  0.0000E+00  -1   0      8.7674  0.008355  0.1035E-04
  35   -72.00     -76.264 0.4120   0.5591E-01  0.6300E-03 -0.3441E-01  0.0000E+00  -1   0      8.6836  0.008008  0.8330E-05
  34   -74.00     -75.519 0.4125   0.5679E-01  0.6348E-03 -0.3629E-01  0.0000E+00  -1   0      8.6015  0.007655  0.6706E-05
  33   -76.00     -74.820 0.4129   0.5761E-01  0.6393E-03 -0.3809E-01  0.0000E+00  -1   0      8.5211  0.007301  0.5400E-05
  32   -78.00     -74.164 0.4133   0.5839E-01  0.6435E-03 -0.3992E-01  0.0000E+00  -1   0      8.4424  0.006946  0.4349E-05
  31   -80.00     -73.550 0.4137   0.5953E-01  0.6486E-03 -0.4185E-01  0.0000E+00  -1   0      8.3654  0.006594  0.3502E-05
  30   -82.00     -72.973 0.4141   0.6089E-01  0.6541E-03 -0.4377E-01  0.0000E+00  -1   0      8.2902  0.006248  0.2821E-05
  29   -84.00     -72.426 0.4145   0.6218E-01  0.6592E-03 -0.4561E-01  0.0000E+00  -1   0      8.2167  0.005908  0.2273E-05
  28   -86.00     -71.907 0.4148   0.6340E-01  0.6641E-03 -0.4738E-01  0.0000E+00  -1   0      8.1450  0.005577  0.1832E-05
  27   -88.00     -71.415 0.4152   0.6456E-01  0.6688E-03 -0.4907E-01  0.0000E+00  -1   0      8.0751  0.005256  0.1476E-05
  26   -90.00     -70.948 0.4155   0.6566E-01  0.6732E-03 -0.5069E-01  0.0000E+00  -1   0      8.0069  0.004946  0.1190E-05
  25   -92.00     -70.503 0.4158   0.6671E-01  0.6775E-03 -0.5225E-01  0.0000E+00  -1   0      7.9405  0.004647  0.9591E-06
  24   -94.00     -70.081 0.4161   0.6771E-01  0.6815E-03 -0.5374E-01  0.0000E+00  -1   0      7.8758  0.004361  0.7733E-06
  23   -96.00     -69.679 0.4164   0.6865E-01  0.6853E-03 -0.5517E-01  0.0000E+00  -1   0      7.8129  0.004088  0.6235E-06
  22   -98.00     -69.296 0.4167   0.6956E-01  0.6889E-03 -0.5688E-01  0.0000E+00  -1   0      7.7518  0.003827  0.5029E-06
  21  -101.00     -68.755 0.4171   0.7083E-01  0.6940E-03 -0.5818E-01  0.0000E+00  -1   0      7.6634  0.003460  0.3643E-06
  20  -103.00     -68.415 0.4173   0.7163E-01  0.6972E-03 -0.6003E-01  0.0000E+00  -1   0      7.6067  0.003231  0.2939E-06
  19  -106.00     -67.935 0.4177   0.7276E-01  0.7018E-03 -0.6149E-01  0.0000E+00  -1   0      7.5250  0.002911  0.2130E-06
  18  -109.00     -67.487 0.4180   0.7382E-01  0.7060E-03 -0.6314E-01  0.0000E+00  -1   0      7.4472  0.002619  0.1545E-06
  17  -112.00     -67.068 0.4183   0.7480E-01  0.7100E-03 -0.6469E-01  0.0000E+00  -1   0      7.3733  0.002353  0.1120E-06
  16  -115.00     -66.677 0.4186   0.7573E-01  0.7137E-03 -0.6616E-01  0.0000E+00  -1   0      7.3034  0.002113  0.8129E-07
  15  -118.00     -66.311 0.4188   0.7659E-01  0.7172E-03 -0.6754E-01  0.0000E+00  -1   0      7.2374  0.001896  0.5900E-07
  14  -121.00     -65.969 0.4191   0.7739E-01  0.7204E-03 -0.6884E-01  0.0000E+00  -1   0      7.1754  0.001702  0.4283E-07
  13  -124.00     -65.649 0.4193   0.7815E-01  0.7235E-03 -0.7008E-01  0.0000E+00  -1   0      7.1172  0.001529  0.3111E-07
  12  -127.00     -65.350 0.4195   0.7885E-01  0.7263E-03 -0.7125E-01  0.0000E+00  -1   0      7.0630  0.001376  0.2260E-07
  11  -130.00     -65.071 0.4197   0.7951E-01  0.7289E-03 -0.7255E-01  0.0000E+00  -1   0      7.0126  0.001240  0.1642E-07
  10  -134.00     -64.730 0.4200   0.8031E-01  0.7322E-03 -0.7377E-01  0.0000E+00  -1   0      6.9515  0.001085  0.1074E-07
   9  -138.00     -64.421 0.4202   0.8104E-01  0.7351E-03 -0.7510E-01  0.0000E+00  -1   0      6.8973  0.000955  0.7022E-08
   8  -142.00     -64.145 0.4204   0.8169E-01  0.7377E-03 -0.7635E-01  0.0000E+00  -1   0      6.8499  0.000848  0.4595E-08
   7  -146.00     -63.900 0.4205   0.8227E-01  0.7400E-03 -0.7755E-01  0.0000E+00  -1   0      6.8093  0.000761  0.3009E-08
   6  -150.00     -63.688 0.4207   0.8277E-01  0.7420E-03 -0.7870E-01  0.0000E+00  -1   0      6.7755  0.000690  0.1972E-08
   5  -154.00     -63.509 0.4208   0.8319E-01  0.7437E-03 -0.7980E-01  0.0000E+00  -1   0      6.7484  0.000634  0.1292E-08
   4  -158.00     -63.364 0.4209   0.8353E-01  0.7451E-03 -0.8087E-01  0.0000E+00  -1   0      6.7282  0.000591  0.8478E-09
   3  -162.00     -63.256 0.4210   0.8378E-01  0.7461E-03 -0.8192E-01  0.0000E+00  -1   0      6.7147  0.000559  0.5564E-09
   2  -166.00     -63.188 0.4211   0.8394E-01  0.7468E-03 -0.8295E-01  0.0000E+00  -1   0      6.7079  0.000537  0.3654E-09
   1  -170.00     -63.164 0.4211   0.8400E-01  0.7470E-03 -0.8346E-01  0.0000E+00  -1   0      6.7079  0.000526  0.2401E-09
end


 Time:      92.000000

 Node    Depth      Head Moisture       K          C         Flux        Sink     Kappa        Temp       CO2      CO2 Prod
         [L]       [L]     [-]        [L/T]      [1/L]      [L/T]        [1/T]     [-]          [-]       [-]         [-/T] 

  96     0.00     -28.268 0.4072   0.7869E+00  0.2178E-02 -0.1493E+01  0.0000E+00  -1   0     15.1704  0.000330  0.3040E-01
  95    -1.00     -29.244 0.4050   0.7235E+00  0.2124E-02 -0.1478E+01  0.9136E-02  -1   0     15.7254  0.011746  0.3302E-01
  94    -2.00     -30.321 0.4029   0.6848E+00  0.2077E-02 -0.1447E+01  0.8999E-02  -1   0     16.2557  0.020797  0.3136E-01
  93    -3.00     -31.475 0.4006   0.6433E+00  0.2026E-02 -0.1413E+01  0.8879E-02  -1   0     16.7497  0.027821  0.2970E-01
  92    -4.00     -32.723 0.3982   0.5984E+00  0.1972E-02 -0.1377E+01  0.8776E-02  -1   0     17.2079  0.033156  0.2805E-01
  91    -5.00     -34.089 0.3955   0.5493E+00  0.1912E-02 -0.1337E+01  0.8689E-02  -1   0     17.6272  0.037135  0.2642E-01
  90    -6.00     -35.609 0.3925   0.4947E+00  0.1845E-02 -0.1293E+01  0.8616E-02  -1   0     18.0056  0.040038  0.2483E-01
  89    -7.00     -37.317 0.3894   0.4429E+00  0.1777E-02 -0.1247E+01  0.8556E-02  -1   0     18.3427  0.042128  0.2329E-01
  88    -8.00     -39.194 0.3863   0.4082E+00  0.1715E-02 -0.1200E+01  0.8507E-02  -1   0     18.6389  0.043604  0.2181E-01
  87    -9.00     -41.211 0.3830   0.3710E+00  0.1650E-02 -0.1148E+01  0.8469E-02  -1   0     18.8948  0.044608  0.2039E-01
  86   -10.00     -43.409 0.3794   0.3304E+00  0.1578E-02 -0.1092E+01  0.8441E-02  -1   0     19.1114  0.045259  0.1904E-01
  85   -11.00     -45.859 0.3754   0.2851E+00  0.1498E-02 -0.1032E+01  0.8408E-02  -1   0     19.2903  0.045654  0.1776E-01
  84   -12.00     -48.572 0.3717   0.2553E+00  0.1431E-02 -0.9730E+00  0.8204E-02  -1   0     19.4334  0.045861  0.1645E-01
  83   -13.00     -51.468 0.3678   0.2287E+00  0.1363E-02 -0.9104E+00  0.8008E-02  -1   0     19.5426  0.045934  0.1522E-01
  82   -14.00     -54.560 0.3637   0.2003E+00  0.1292E-02 -0.8425E+00  0.7817E-02  -1   0     19.6200  0.045913  0.1407E-01
  81   -15.00     -57.926 0.3592   0.1694E+00  0.1214E-02 -0.7742E+00  0.7632E-02  -1   0     19.6678  0.045830  0.1300E-01
  80   -16.00     -61.563 0.3552   0.1503E+00  0.1152E-02 -0.7084E+00  0.7451E-02  -1   0     19.6884  0.045703  0.1200E-01
  79   -17.00     -65.319 0.3511   0.1337E+00  0.1092E-02 -0.6413E+00  0.7273E-02  -1   0     19.6842  0.045548  0.1108E-01
  78   -18.00     -69.173 0.3470   0.1166E+00  0.1031E-02 -0.5719E+00  0.7097E-02  -1   0     19.6576  0.045379  0.1022E-01
  77   -19.00     -73.153 0.3428   0.9891E-01  0.9680E-03 -0.5059E+00  0.6923E-02  -1   0     19.6108  0.045200  0.9436E-02
  76   -20.00     -77.221 0.3391   0.8862E-01  0.9211E-03 -0.4463E+00  0.6750E-02  -1   0     19.5465  0.045016  0.8713E-02
  75   -21.00     -81.161 0.3358   0.8035E-01  0.8796E-03 -0.3898E+00  0.6578E-02  -1   0     19.4670  0.044830  0.8048E-02
  74   -22.00     -84.900 0.3326   0.7251E-01  0.8401E-03 -0.3361E+00  0.6405E-02  -1   0     19.3748  0.044645  0.7438E-02
  73   -23.00     -88.404 0.3297   0.6516E-01  0.8031E-03 -0.2858E+00  0.6232E-02  -1   0     19.2718  0.044463  0.6877E-02
  72   -24.00     -91.639 0.3269   0.5837E-01  0.7690E-03 -0.2415E+00  0.6058E-02  -1   0     19.1600  0.044284  0.6364E-02
  71   -25.00     -94.593 0.3247   0.5364E-01  0.7426E-03 -0.2053E+00  0.5883E-02  -1   0     19.0418  0.044109  0.5892E-02
  70   -26.00     -97.203 0.3230   0.5110E-01  0.7248E-03 -0.1749E+00  0.5707E-02  -1   0     18.9189  0.043936  0.5460E-02
  69   -27.00     -99.418 0.3215   0.4895E-01  0.7096E-03 -0.1487E+00  0.5528E-02  -1   0     18.7932  0.043767  0.5060E-02
  68   -28.00    -101.469 0.3626   0.4061E-01  0.6305E-03 -0.1270E+00  0.5348E-02  -1   0     18.6693  0.043560  0.4694E-02
  67   -29.00    -103.418 0.3614   0.3904E-01  0.6189E-03 -0.1095E+00  0.5165E-02  -1   0     18.5484  0.043293  0.4359E-02
  66   -30.00    -105.066 0.3604   0.3771E-01  0.6091E-03 -0.9516E-01  0.4980E-02  -1   0     18.4283  0.043036  0.4049E-02
  65   -31.00    -106.453 0.3596   0.3660E-01  0.6008E-03 -0.8347E-01  0.4793E-02  -1   0     18.3097  0.042786  0.3763E-02
  64   -32.00    -107.619 0.3589   0.3566E-01  0.5939E-03 -0.7404E-01  0.4605E-02  -1   0     18.1933  0.042544  0.3498E-02
  63   -33.00    -108.599 0.3583   0.3486E-01  0.5881E-03 -0.6647E-01  0.4415E-02  -1   0     18.0795  0.042309  0.3251E-02
  62   -34.00    -109.427 0.3578   0.3420E-01  0.5831E-03 -0.6040E-01  0.4223E-02  -1   0     17.9687  0.042082  0.3020E-02
  61   -35.00    -110.128 0.3574   0.3363E-01  0.5790E-03 -0.5552E-01  0.4030E-02  -1   0     17.8611  0.041860  0.2805E-02
  60   -36.00    -110.726 0.3570   0.3315E-01  0.5754E-03 -0.5155E-01  0.3834E-02  -1   0     17.7569  0.041646  0.2602E-02
  59   -37.00    -111.429 0.3938   0.2528E-01  0.4421E-03 -0.4815E-01  0.3638E-02  -1   0     17.6582  0.041341  0.2412E-02
  58   -38.00    -112.288 0.3934   0.2478E-01  0.4384E-03 -0.4514E-01  0.3439E-02  -1   0     17.5649  0.040790  0.2233E-02
  57   -39.00    -113.070 0.3930   0.2432E-01  0.4351E-03 -0.4251E-01  0.3240E-02  -1   0     17.4751  0.040247  0.2064E-02
  56   -40.00    -113.781 0.3927   0.2391E-01  0.4320E-03 -0.4017E-01  0.3039E-02  -1   0     17.3885  0.039704  0.1903E-02
  55   -41.00    -114.428 0.3924   0.2353E-01  0.4292E-03 -0.3806E-01  0.2837E-02  -1   0     17.3052  0.039156  0.1749E-02
  54   -42.00    -115.014 0.3921   0.2319E-01  0.4267E-03 -0.3611E-01  0.2634E-02  -1   0     17.2250  0.038599  0.1602E-02
  53   -43.00    -115.541 0.3919   0.2289E-01  0.4244E-03 -0.3429E-01  0.2430E-02  -1   0     17.1476  0.038029  0.1460E-02
  52   -44.00    -116.009 0.3917   0.2261E-01  0.4224E-03 -0.3259E-01  0.2225E-02  -1   0     17.0729  0.037445  0.1324E-02
  51   -45.00    -116.421 0.3915   0.2237E-01  0.4207E-03 -0.3098E-01  0.2020E-02  -1   0     17.0007  0.036845  0.1193E-02
  50   -46.00    -116.777 0.3913   0.2217E-01  0.4191E-03 -0.2945E-01  0.1813E-02  -1   0     16.9309  0.036230  0.1066E-02
  49   -47.00    -117.077 0.3912   0.2199E-01  0.4178E-03 -0.2802E-01  0.1605E-02  -1   0     16.8632  0.035601  0.9430E-03
  48   -48.00    -117.324 0.3910   0.2185E-01  0.4168E-03 -0.2669E-01  0.1397E-02  -1   0     16.7975  0.034957  0.8233E-03
  47   -49.00    -117.520 0.3910   0.2173E-01  0.4159E-03 -0.2518E-01  0.1188E-02  -1   0     16.7336  0.034302  0.7066E-03
  46   -50.50    -117.721 0.3909   0.2163E-01  0.4151E-03 -0.2388E-01  0.8736E-03  -1   0     16.6407  0.033301  0.5368E-03
  45   -52.00    -117.828 0.3908   0.2160E-01  0.4148E-03 -0.2245E-01  0.5574E-03  -1   0     16.5509  0.032285  0.3723E-03
  44   -54.00    -117.858 0.3908   0.2159E-01  0.4147E-03 -0.2159E-01  0.1336E-03  -1   0     16.4353  0.030924  0.1603E-03
  43   -56.00    -117.827 0.3908   0.2160E-01  0.4148E-03 -0.2102E-01  0.0000E+00  -1   0     16.3234  0.029576  0.8198E-04
  42   -58.00    -117.750 0.3909   0.2162E-01  0.4150E-03 -0.2051E-01  0.0000E+00  -1   0     16.2145  0.028255  0.6595E-04
  41   -60.00    -117.620 0.3909   0.2168E-01  0.4155E-03 -0.1992E-01  0.0000E+00  -1   0     16.1079  0.026967  0.5306E-04
