 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                   
  
 Date:   1.10.    Time:  14: 5:14
 Units: L = cm   , T = days , M = -    



                             Node( 10)                                 Node( 20)                                 Node( 22)                                 Node( 30)

       time         h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc     
       226.300    -147.249   .2625   18.683   .213E+01       -30.168   .3119   17.708   .138E+00       -10.142   .3336   17.522   .621E-01        64.859   .3390   17.101   .226E-02
       226.400    -145.746   .2634   18.624   .212E+01       -30.284   .3117   17.705   .138E+00       -10.257   .3335   17.523   .623E-01        64.743   .3390   17.107   .228E-02
       226.520    -143.671   .2646   18.762   .212E+01       -30.420   .3116   17.703   .138E+00       -10.393   .3334   17.524   .624E-01        64.607   .3390   17.114   .230E-02
       226.680    -140.187   .2666   19.257   .211E+01       -30.593   .3113   17.699   .138E+00       -10.567   .3333   17.525   .627E-01        64.434   .3390   17.123   .232E-02
       226.840    -136.028   .2689   19.828   .211E+01       -30.754   .3111   17.696   .139E+00       -10.729   .3331   17.526   .629E-01        64.272   .3390   17.133   .235E-02
       227.000    -131.407   .2715   20.097   .210E+01       -30.896   .3110   17.694   .139E+00       -10.873   .3330   17.528   .632E-01        64.127   .3390   17.142   .238E-02
       227.250    -125.874   .2747   19.809   .209E+01       -31.059   .3108   17.690   .139E+00       -11.042   .3329   17.529   .635E-01        63.959   .3390   17.156   .242E-02
       227.500    -124.370   .2755   19.513   .209E+01       -31.155   .3106   17.688   .140E+00       -11.144   .3328   17.531   .639E-01        63.856   .3390   17.170   .247E-02
       227.750    -124.570   .2755   19.800   .209E+01       -31.184   .3106   17.688   .140E+00       -11.180   .3327   17.533   .642E-01        63.821   .3390   17.184   .251E-02
       228.000    -125.532   .2749   20.133   .209E+01       -31.177   .3106   17.689   .141E+00       -11.177   .3327   17.536   .646E-01        63.823   .3390   17.197   .256E-02
       228.100    -125.907   .2747   20.079   .209E+01       -31.169   .3106   17.691   .141E+00       -11.172   .3328   17.537   .648E-01        63.828   .3390   17.202   .258E-02
       228.200    -125.966   .2746   19.908   .209E+01       -31.153   .3106   17.693   .141E+00       -11.157   .3328   17.539   .649E-01        63.843   .3390   17.207   .260E-02
       228.300    -125.752   .2748   19.752   .209E+01       -31.132   .3107   17.695   .142E+00       -11.137   .3328   17.540   .651E-01        63.862   .3390   17.212   .261E-02
       228.400    -125.174   .2751   19.713   .209E+01       -31.108   .3107   17.698   .142E+00       -11.114   .3328   17.542   .652E-01        63.886   .3390   17.217   .263E-02
       228.520    -123.968   .2758   19.835   .208E+01       -31.074   .3107   17.702   .142E+00       -11.082   .3328   17.545   .654E-01        63.918   .3390   17.223   .266E-02
       228.680    -121.632   .2771   20.202   .208E+01       -31.022   .3108   17.707   .143E+00       -11.030   .3329   17.548   .656E-01        63.970   .3390   17.231   .269E-02
       228.840    -118.963   .2788   20.620   .207E+01       -30.958   .3109   17.713   .143E+00       -10.968   .3329   17.552   .659E-01        64.032   .3390   17.238   .272E-02
       229.000    -116.005   .2809   20.831   .206E+01       -30.878   .3110   17.720   .143E+00       -10.890   .3330   17.557   .661E-01        64.109   .3390   17.245   .275E-02
       229.100    -114.156   .2822   20.803   .206E+01       -30.823   .3111   17.725   .144E+00       -10.837   .3330   17.560   .663E-01        64.163   .3390   17.250   .277E-02
       229.200    -112.425   .2834   20.699   .205E+01       -30.757   .3111   17.730   .144E+00       -10.773   .3331   17.563   .664E-01        64.226   .3390   17.255   .279E-02
       229.333    -110.337   .2849   20.597   .205E+01       -30.653   .3113   17.736   .144E+00       -10.672   .3332   17.567   .666E-01        64.328   .3390   17.260   .281E-02
       229.500    -108.082   .2865   20.683   .204E+01       -30.487   .3115   17.744   .145E+00       -10.511   .3333   17.573   .669E-01        64.489   .3390   17.268   .284E-02
       229.750    -105.309   .2885   21.122   .203E+01       -30.153   .3119   17.757   .145E+00       -10.184   .3336   17.582   .673E-01        64.816   .3390   17.278   .289E-02
       230.000    -102.947   .2901   21.485   .202E+01       -29.735   .3124   17.772   .146E+00        -9.771   .3339   17.592   .677E-01        65.229   .3390   17.289   .294E-02
       230.250    -102.603   .2903   21.397   .201E+01       -29.245   .3130   17.788   .147E+00        -9.287   .3343   17.603   .682E-01        65.713   .3390   17.299   .299E-02
       230.500    -104.449   .2890   21.059   .201E+01       -28.690   .3137   17.807   .148E+00        -8.733   .3347   17.616   .686E-01        66.267   .3390   17.309   .305E-02
       231.000    -109.759   .2853   20.669   .200E+01       -27.612   .3150   17.852   .150E+00        -7.650   .3355   17.644   .695E-01        67.350   .3390   17.329   .315E-02
       231.100    -110.835   .2845   20.602   .200E+01       -27.402   .3152   17.862   .150E+00        -7.439   .3357   17.651   .697E-01        67.561   .3390   17.333   .317E-02
       231.200    -111.965   .2837   20.445   .200E+01       -27.196   .3155   17.871   .151E+00        -7.230   .3358   17.657   .699E-01        67.770   .3390   17.337   .319E-02
       231.333    -113.293   .2828   20.189   .200E+01       -26.934   .3158   17.885   .151E+00        -6.966   .3360   17.666   .701E-01        68.034   .3390   17.343   .322E-02
       231.500    -114.739   .2818   20.128   .200E+01       -26.634   .3162   17.903   .152E+00        -6.663   .3362   17.678   .704E-01        68.337   .3390   17.349   .326E-02
       231.750    -116.480   .2805   20.576   .200E+01       -26.249   .3166   17.931   .153E+00        -6.273   .3365   17.696   .709E-01        68.727   .3390   17.359   .331E-02
       232.000    -117.956   .2795   20.948   .200E+01       -25.920   .3170   17.958   .153E+00        -5.940   .3367   17.716   .714E-01        69.060   .3390   17.369   .336E-02
       232.100    -118.548   .2791   20.916   .200E+01       -25.793   .3172   17.969   .154E+00        -5.811   .3368   17.724   .716E-01        69.189   .3390   17.373   .339E-02
       232.229    -118.656   .2790   20.682   .200E+01       -25.651   .3173   17.983   .154E+00        -5.667   .3368   17.734   .718E-01        69.333   .3390   17.379   .341E-02
       232.383    -119.067   .2788   20.394   .200E+01       -25.497   .3175   17.999   .155E+00        -5.511   .3369   17.746   .721E-01        69.489   .3390   17.385   .345E-02
       232.589    -119.673   .2783   20.344   .200E+01       -25.323   .3177   18.019   .155E+00        -5.335   .3370   17.763   .725E-01        69.665   .3390   17.394   .349E-02
       233.000    -121.263   .2773   20.653   .200E+01       -25.065   .3181   18.058   .157E+00        -5.074   .3372   17.796   .733E-01        69.926   .3390   17.411   .359E-02
       233.100    -121.656   .2771   20.653   .199E+01       -24.998   .3181   18.066   .157E+00        -5.006   .3372   17.804   .735E-01        69.994   .3390   17.416   .361E-02
       233.229    -121.921   .2769   20.505   .199E+01       -24.933   .3182   18.078   .157E+00        -4.940   .3373   17.814   .737E-01        70.060   .3390   17.421   .364E-02
       233.383    -122.328   .2767   20.361   .199E+01       -24.860   .3183   18.091   .158E+00        -4.867   .3373   17.826   .740E-01        70.133   .3390   17.428   .368E-02
       233.589    -122.873   .2764   20.534   .199E+01       -24.781   .3184   18.108   .158E+00        -4.786   .3374   17.842   .744E-01        70.214   .3390   17.438   .372E-02
       234.000    -123.971   .2758   21.162   .199E+01       -24.678   .3185   18.141   .160E+00        -4.681   .3374   17.873   .752E-01        70.319   .3390   17.457   .382E-02
       234.100    -124.234   .2756   21.207   .199E+01       -24.650   .3186   18.149   .160E+00        -4.653   .3374   17.881   .754E-01        70.347   .3390   17.462   .384E-02
       234.229    -124.505   .2755   21.103   .198E+01       -24.627   .3186   18.159   .160E+00        -4.629   .3374   17.890   .756E-01        70.371   .3390   17.469   .387E-02
       234.383    -124.827   .2753   20.943   .198E+01       -24.603   .3186   18.170   .161E+00        -4.604   .3375   17.901   .759E-01        70.396   .3390   17.476   .391E-02
       234.589    -125.215   .2751   21.098   .198E+01       -24.583   .3186   18.185   .161E+00        -4.584   .3375   17.916   .763E-01        70.416   .3390   17.487   .396E-02
       235.000    -125.881   .2747   21.807   .198E+01       -24.578   .3186   18.215   .162E+00        -4.578   .3375   17.945   .771E-01        70.422   .3390   17.508   .406E-02
       235.100    -126.037   .2746   21.846   .198E+01       -24.575   .3186   18.223   .162E+00        -4.575   .3375   17.952   .772E-01        70.425   .3390   17.513   .409E-02
       235.229    -126.577   .2743   21.670   .198E+01       -24.579   .3186   18.232   .163E+00        -4.578   .3375   17.961   .775E-01        70.422   .3390   17.520   .412E-02
       235.383    -127.007   .2740   21.310   .198E+01       -24.587   .3186   18.243   .163E+00        -4.586   .3375   17.971   .778E-01        70.414   .3390   17.529   .416E-02
       235.589    -127.441   .2738   21.096   .198E+01       -24.607   .3186   18.259   .164E+00        -4.606   .3375   17.986   .781E-01        70.394   .3390   17.540   .421E-02
       236.000    -127.819   .2736   21.192   .198E+01       -24.672   .3185   18.292   .165E+00        -4.670   .3374   18.014   .789E-01        70.330   .3390   17.562   .431E-02
       236.100    -127.943   .2735   21.146   .198E+01       -24.687   .3185   18.300   .165E+00        -4.685   .3374   18.022   .791E-01        70.315   .3390   17.568   .434E-02
       236.229    -127.993   .2735   20.893   .198E+01       -24.712   .3185   18.311   .165E+00        -4.709   .3374   18.031   .793E-01        70.291   .3390   17.575   .437E-02
       236.383    -128.135   .2734   20.472   .198E+01       -24.743   .3184   18.324   .166E+00        -4.740   .3374   18.042   .796E-01        70.260   .3390   17.584   .441E-02
       236.589    -128.408   .2733   20.220   .198E+01       -24.789   .3184   18.342   .166E+00        -4.786   .3374   18.057   .800E-01        70.214   .3390   17.596   .447E-02
       237.000    -129.206   .2728   20.336   .198E+01       -24.898   .3183   18.378   .167E+00        -4.895   .3373   18.088   .807E-01        70.105   .3390   17.619   .457E-02
       237.100    -129.364   .2727   20.288   .198E+01       -24.923   .3182   18.386   .168E+00        -4.920   .3373   18.095   .809E-01        70.080   .3390   17.625   .460E-02
       237.200    -128.869   .2730   20.072   .198E+01       -24.951   .3182   18.395   .168E+00        -4.947   .3373   18.103   .811E-01        70.053   .3390   17.631   .463E-02
       237.333    -128.116   .2734   19.708   .198E+01       -24.989   .3181   18.406   .168E+00        -4.985   .3372   18.113   .813E-01        70.015   .3390   17.639   .466E-02
       237.500    -126.865   .2741   19.433   .197E+01       -25.036   .3181   18.419   .169E+00        -5.032   .3372   18.126   .816E-01        69.968   .3390   17.649   .471E-02
       237.750    -124.322   .2756   19.502   .197E+01       -25.092   .3180   18.438   .169E+00        -5.089   .3372   18.144   .821E-01        69.911   .3390   17.663   .478E-02
       238.000    -121.373   .2773   19.583   .196E+01       -25.122   .3180   18.455   .170E+00        -5.121   .3372   18.162   .825E-01        69.879   .3390   17.678   .484E-02
       238.100    -120.229   .2779   19.456   .196E+01       -25.130   .3180   18.461   .170E+00        -5.129   .3372   18.170   .827E-01        69.871   .3390   17.684   .487E-02
       238.200    -119.775   .2783   19.223   .196E+01       -25.131   .3180   18.467   .170E+00        -5.131   .3372   18.177   .829E-01        69.869   .3390   17.690   .490E-02
       238.333    -119.117   .2787   18.825   .195E+01       -25.122   .3180   18.475   .171E+00        -5.123   .3372   18.186   .831E-01        69.877   .3390   17.699   .494E-02
       238.500    -118.624   .2791   18.480   .195E+01       -25.094   .3180   18.483   .171E+00        -5.096   .3372   18.197   .834E-01        69.904   .3390   17.709   .498E-02
       238.750    -118.243   .2794   18.532   .195E+01       -25.019   .3181   18.494   .172E+00        -5.023   .3372   18.213   .839E-01        69.977   .3390   17.724   .505E-02
       239.000    -118.128   .2794   18.621   .195E+01       -24.922   .3182   18.503   .172E+00        -4.927   .3373   18.228   .844E-01        70.073   .3390   17.740   .512E-02
       239.100    -118.116   .2794   18.475   .195E+01       -24.880   .3183   18.507   .173E+00        -4.886   .3373   18.234   .845E-01        70.114   .3390   17.746   .515E-02
       239.229    -117.986   .2795   18.140   .195E+01       -24.819   .3183   18.510   .173E+00        -4.825   .3373   18.241   .848E-01        70.175   .3390   17.754   .519E-02
       239.383    -118.032   .2795   17.761   .195E+01       -24.741   .3184   18.514   .173E+00        -4.747   .3374   18.249   .851E-01        70.253   .3390   17.763   .523E-02
       239.589    -118.257   .2793   17.568   .195E+01       -24.630   .3186   18.517   .174E+00        -4.637   .3374   18.259   .854E-01        70.363   .3390   17.776   .529E-02
       240.000    -119.094   .2788   17.554   .194E+01       -24.413   .3188   18.520   .175E+00        -4.419   .3375   18.277   .862E-01        70.581   .3390   17.802   .541E-02
       240.333    -120.012   .2781   17.393   .194E+01       -24.249   .3190   18.517   .176E+00        -4.255   .3376   18.288   .868E-01        70.745   .3390   17.823   .551E-02
       240.667    -122.354   .2768   17.721   .194E+01       -24.117   .3192   18.511   .177E+00        -4.122   .3377   18.297   .875E-01        70.878   .3390   17.844   .561E-02
       241.000    -124.366   .2755   18.517   .195E+01       -24.026   .3193   18.500   .178E+00        -4.029   .3377   18.304   .881E-01        70.971   .3390   17.865   .571E-02
       241.500    -127.245   .2739   18.604   .195E+01       -24.005   .3193   18.479   .179E+00        -4.006   .3378   18.309   .890E-01        70.994   .3390   17.895   .586E-02
       242.000    -131.062   .2718   18.363   .196E+01       -24.100   .3192   18.454   .181E+00        -4.098   .3377   18.309   .900E-01        70.902   .3390   17.925   .602E-02
       242.100    -131.688   .2714   18.418   .196E+01       -24.113   .3192   18.448   .181E+00        -4.110   .3377   18.308   .902E-01        70.890   .3390   17.931   .605E-02
       242.229    -131.614   .2714   18.303   .196E+01       -24.154   .3192   18.441   .181E+00        -4.150   .3377   18.307   .904E-01        70.850   .3390   17.938   .609E-02
       242.383    -131.791   .2713   18.004   .196E+01       -24.208   .3191   18.433   .181E+00        -4.203   .3377   18.305   .907E-01        70.797   .3390   17.947   .614E-02
       242.589    -131.928   .2712   17.807   .196E+01       -24.297   .3190   18.424   .182E+00        -4.292   .3376   18.303   .911E-01        70.708   .3390   17.958   .620E-02
       243.000    -132.269   .2711   17.812   .195E+01       -24.505   .3187   18.407   .183E+00        -4.499   .3375   18.298   .918E-01        70.501   .3390   17.980   .634E-02
       243.100    -132.338   .2710   17.756   .195E+01       -24.555   .3187   18.403   .183E+00        -4.548   .3375   18.297   .920E-01        70.452   .3390   17.985   .637E-02
       243.229    -132.532   .2709   17.553   .195E+01       -24.625   .3186   18.399   .183E+00        -4.618   .3374   18.295   .922E-01        70.382   .3390   17.992   .641E-02
       243.383    -132.680   .2708   17.232   .195E+01       -24.709   .3185   18.393   .184E+00        -4.702   .3374   18.293   .925E-01        70.298   .3390   17.999   .646E-02
       243.589    -132.811   .2707   17.062   .195E+01       -24.826   .3183   18.386   .184E+00        -4.819   .3373   18.291   .929E-01        70.181   .3390   18.009   .653E-02
       244.000    -132.843   .2707   17.182   .195E+01       -25.061   .3181   18.372   .185E+00        -5.053   .3372   18.286   .936E-01        69.947   .3390   18.028   .666E-02
       244.100    -132.860   .2707   17.131   .195E+01       -25.118   .3180   18.369   .185E+00        -5.110   .3372   18.285   .938E-01        69.890   .3390   18.032   .670E-02
       244.229    -133.284   .2705   16.924   .195E+01       -25.192   .3179   18.364   .186E+00        -5.184   .3371   18.284   .941E-01        69.816   .3390   18.038   .674E-02
       244.383    -133.590   .2703   16.661   .195E+01       -25.282   .3178   18.358   .186E+00        -5.274   .3371   18.282   .943E-01        69.726   .3390   18.044   .679E-02
       244.589    -133.944   .2701   16.589   .196E+01       -25.404   .3176   18.349   .187E+00        -5.396   .3370   18.279   .947E-01        69.604   .3390   18.052   .686E-02
       245.000    -134.321   .2699   16.752   .196E+01       -25.655   .3173   18.330   .187E+00        -5.647   .3369   18.273   .954E-01        69.353   .3390   18.067   .700E-02
       245.333    -134.810   .2696   16.542   .196E+01       -25.862   .3171   18.313   .188E+00        -5.853   .3367   18.267   .960E-01        69.147   .3390   18.079   .711E-02
       245.667    -135.865   .2690   16.309   .197E+01       -26.075   .3168   18.293   .189E+00        -6.065   .3366   18.260   .966E-01        68.935   .3390   18.090   .723E-02
       246.000    -137.021   .2684   16.338   .197E+01       -26.298   .3166   18.272   .190E+00        -6.288   .3365   18.251   .972E-01        68.712   .3390   18.100   .735E-02
       246.100    -137.368   .2682   16.284   .197E+01       -26.365   .3165   18.266   .190E+00        -6.354   .3364   18.248   .973E-01        68.646   .3390   18.102   .738E-02
       246.200    -137.942   .2678   16.116   .197E+01       -26.434   .3164   18.259   .190E+00        -6.423   .3364   18.245   .975E-01        68.577   .3390   18.105   .742E-02
       246.300    -138.405   .2676   15.893   .197E+01       -26.504   .3163   18.252   .190E+00        -6.493   .3363   18.242   .977E-01        68.507   .3390   18.108   .745E-02
       246.440    -138.759   .2674   15.662   .198E+01       -26.605   .3162   18.242   .190E+00        -6.594   .3363   18.238   .979E-01        68.406   .3390   18.111   .750E-02
       246.627    -138.789   .2673   15.603   .198E+01       -26.745   .3160   18.229   .191E+00        -6.733   .3362   18.231   .982E-01        68.267   .3390   18.116   .757E-02
       246.813    -138.400   .2676   15.709   .198E+01       -26.888   .3159   18.215   .191E+00        -6.876   .3361   18.225   .986E-01        68.124   .3390   18.121   .763E-02
       247.000    -137.641   .2680   15.707   .198E+01       -27.033   .3157   18.201   .192E+00        -7.020   .3360   18.218   .989E-01        67.980   .3390   18.125   .770E-02
       247.100    -137.118   .2683   15.603   .199E+01       -27.111   .3156   18.194   .192E+00        -7.098   .3359   18.214   .990E-01        67.902   .3390   18.127   .774E-02
       247.200    -135.776   .2691   15.431   .198E+01       -27.188   .3155   18.186   .192E+00        -7.175   .3359   18.210   .992E-01        67.825   .3390   18.129   .777E-02
       247.300    -134.194   .2700   15.272   .198E+01       -27.264   .3154   18.178   .192E+00        -7.251   .3358   18.206   .994E-01        67.749   .3390   18.131   .781E-02
       247.440    -131.448   .2715   15.194   .198E+01       -27.365   .3153   18.167   .192E+00        -7.353   .3358   18.200   .996E-01        67.647   .3390   18.133   .786E-02
       247.627    -127.023   .2740   15.406   .198E+01       -27.481   .3151   18.151   .193E+00        -7.470   .3357   18.191   .999E-01        67.530   .3390   18.137   .793E-02
       247.813    -122.146   .2768   15.792   .198E+01       -27.569   .3150   18.134   .193E+00        -7.561   .3356   18.183   .100E+00        67.439   .3390   18.140   .800E-02
       248.000    -117.460   .2799   15.983   .197E+01       -27.619   .3150   18.117   .194E+00        -7.614   .3356   18.173   .101E+00        67.386   .3390   18.143   .807E-02
       248.200    -112.487   .2834   15.818   .197E+01       -27.610   .3150   18.098   .194E+00        -7.610   .3356   18.163   .101E+00        67.390   .3390   18.145   .814E-02
       248.467    -105.363   .2883   15.596   .196E+01       -27.462   .3151   18.070   .194E+00        -7.471   .3357   18.147   .101E+00        67.529   .3390   18.148   .824E-02
       248.733     -99.235   .2927   15.897   .195E+01       -27.168   .3155   18.041   .195E+00        -7.186   .3359   18.131   .102E+00        67.814   .3390   18.151   .834E-02
       249.000     -94.008   .2966   16.241   .194E+01       -26.675   .3161   18.011   .196E+00        -6.704   .3362   18.113   .102E+00        68.296   .3390   18.153   .844E-02
       249.309     -89.375   .3005   16.180   .192E+01       -25.842   .3171   17.976   .197E+00        -5.883   .3367   18.092   .103E+00        69.117   .3390   18.154   .856E-02
       249.631     -85.956   .3034   16.371   .191E+01       -24.661   .3185   17.940   .198E+00        -4.710   .3374   18.069   .103E+00        70.290   .3390   18.155   .869E-02
       249.815     -84.312   .3048   16.795   .190E+01       -23.871   .3195   17.921   .199E+00        -3.920   .3378   18.056   .104E+00        71.080   .3390   18.155   .876E-02
       250.000     -82.890   .3060   17.095   .188E+01       -22.993   .3205   17.903   .200E+00        -3.044   .3382   18.043   .104E+00        71.956   .3390   18.155   .883E-02
       250.100     -81.705   .3070   17.067   .188E+01       -22.493   .3211   17.894   .201E+00        -2.543   .3384   18.037   .104E+00        72.457   .3390   18.154   .887E-02
       250.200     -80.122   .3083   16.907   .187E+01       -21.959   .3217   17.885   .201E+00        -2.008   .3386   18.030   .105E+00        72.992   .3390   18.154   .891E-02
       250.300     -77.933   .3101   16.670   .186E+01       -21.390   .3223   17.875   .202E+00        -1.436   .3388   18.023   .105E+00        73.564   .3390   18.154   .895E-02
       250.440     -74.517   .3132   16.382   .184E+01       -20.522   .3233   17.863   .203E+00         -.563   .3389   18.014   .105E+00        74.437   .3390   18.153   .900E-02
       250.580     -71.327   .3164   16.324   .182E+01       -19.558   .3244   17.850   .203E+00          .404   .3390   18.006   .106E+00        75.396   .3390   18.152   .906E-02
       250.753     -67.744   .3199   16.511   .180E+01       -18.218   .3259   17.835   .204E+00         1.736   .3390   17.994   .106E+00        76.703   .3390   18.150   .913E-02
       250.876     -65.412   .3222   16.642   .178E+01       -17.162   .3269   17.825   .205E+00         2.784   .3390   17.986   .107E+00        77.731   .3390   18.149   .918E-02
       251.000     -63.324   .3242   16.619   .176E+01       -16.016   .3281   17.815   .206E+00         3.923   .3390   17.978   .107E+00        78.848   .3390   18.148   .923E-02
       251.167     -64.120   .3234   16.388   .175E+01       -14.336   .3298   17.802   .208E+00         5.595   .3390   17.967   .108E+00        80.487   .3390   18.146   .931E-02
       251.333     -66.906   .3207   16.088   .173E+01       -12.556   .3315   17.792   .209E+00         7.371   .3390   17.957   .108E+00        82.228   .3390   18.143   .938E-02
       251.500     -70.290   .3174   16.002   .172E+01       -10.817   .3330   17.784   .211E+00         9.111   .3390   17.947   .109E+00        83.933   .3390   18.141   .946E-02
       251.750     -74.988   .3127   16.259   .170E+01        -8.568   .3349   17.776   .213E+00        11.361   .3390   17.935   .110E+00        86.137   .3390   18.136   .958E-02
       252.000     -79.562   .3088   16.474   .168E+01        -6.802   .3362   17.769   .216E+00        13.120   .3390   17.922   .111E+00        87.859   .3390   18.132   .971E-02
       252.333     -84.393   .3046   16.244   .166E+01        -5.309   .3371   17.759   .220E+00        14.604   .3390   17.906   .113E+00        89.313   .3390   18.125   .989E-02
       252.667     -88.627   .3011   15.970   .165E+01        -4.388   .3376   17.747   .223E+00        15.521   .3390   17.892   .114E+00        90.211   .3390   18.117   .101E-01
       253.000     -92.157   .2981   15.926   .164E+01        -3.952   .3378   17.733   .227E+00        15.955   .3390   17.879   .116E+00        90.635   .3390   18.108   .103E-01
       253.500     -96.532   .2945   15.740   .163E+01        -3.974   .3378   17.712   .232E+00        15.933   .3390   17.859   .119E+00        90.614   .3390   18.095   .106E-01
       254.000     -99.756   .2923   15.763   .162E+01        -4.334   .3376   17.690   .237E+00        15.575   .3390   17.838   .121E+00        90.264   .3390   18.080   .109E-01
       254.500    -102.577   .2903   15.681   .162E+01        -4.940   .3373   17.665   .242E+00        14.972   .3390   17.817   .124E+00        89.673   .3390   18.065   .112E-01
       255.000    -104.497   .2889   15.223   .161E+01        -5.640   .3369   17.638   .247E+00        14.275   .3390   17.796   .127E+00        88.991   .3390   18.050   .115E-01
       255.500    -106.408   .2876   15.017   .161E+01        -6.409   .3364   17.609   .252E+00        13.511   .3390   17.773   .130E+00        88.242   .3390   18.034   .119E-01
       256.000    -107.996   .2865   14.736   .161E+01        -7.209   .3359   17.578   .256E+00        12.715   .3390   17.748   .132E+00        87.463   .3390   18.017   .122E-01
       256.500    -109.540   .2854   14.570   .160E+01        -8.014   .3353   17.545   .260E+00        11.913   .3390   17.723   .135E+00        86.678   .3390   18.000   .125E-01
       257.000    -111.122   .2843   14.862   .160E+01        -8.824   .3347   17.509   .264E+00        11.108   .3390   17.695   .137E+00        85.890   .3390   17.983   .129E-01
       257.500    -112.567   .2833   15.124   .160E+01        -9.610   .3341   17.469   .268E+00        10.326   .3390   17.666   .140E+00        85.124   .3390   17.966   .132E-01
       258.000    -114.812   .2818   15.068   .160E+01       -10.402   .3334   17.426   .271E+00         9.536   .3390   17.635   .142E+00        84.350   .3390   17.947   .135E-01
       258.500    -116.695   .2804   15.069   .160E+01       -11.188   .3327   17.383   .275E+00         8.753   .3390   17.601   .145E+00        83.582   .3390   17.928   .139E-01
       259.000    -117.637   .2797   15.319   .160E+01       -11.949   .3321   17.342   .278E+00         7.995   .3390   17.567   .147E+00        82.840   .3390   17.909   .142E-01
       259.500    -118.761   .2790   15.576   .160E+01       -12.678   .3314   17.303   .280E+00         7.270   .3390   17.533   .149E+00        82.129   .3390   17.888   .146E-01
       260.000    -120.528   .2778   15.581   .160E+01       -13.395   .3307   17.267   .283E+00         6.557   .3390   17.499   .151E+00        81.430   .3390   17.867   .149E-01
       260.500    -122.131   .2768   15.519   .161E+01       -14.093   .3301   17.234   .285E+00         5.863   .3390   17.467   .153E+00        80.750   .3390   17.844   .153E-01
       261.000    -122.852   .2764   15.547   .161E+01       -14.768   .3294   17.205   .288E+00         5.193   .3390   17.437   .155E+00        80.093   .3390   17.821   .156E-01
       261.500    -123.775   .2759   15.398   .161E+01       -15.410   .3288   17.179   .290E+00         4.556   .3390   17.408   .157E+00        79.468   .3390   17.797   .160E-01
       262.000    -125.592   .2749   15.103   .161E+01       -16.051   .3281   17.157   .292E+00         3.919   .3390   17.381   .159E+00        78.844   .3390   17.773   .163E-01
       262.100    -125.841   .2747   15.011   .161E+01       -16.177   .3280   17.152   .292E+00         3.794   .3390   17.376   .159E+00        78.721   .3390   17.768   .164E-01
       262.200    -126.230   .2745   14.890   .161E+01       -16.304   .3278   17.148   .292E+00         3.669   .3390   17.371   .159E+00        78.598   .3390   17.763   .165E-01
       262.300    -126.516   .2743   14.723   .161E+01       -16.430   .3277   17.144   .293E+00         3.543   .3390   17.366   .160E+00        78.476   .3390   17.758   .165E-01
       262.440    -126.722   .2742   14.493   .161E+01       -16.606   .3275   17.138   .293E+00         3.368   .3390   17.359   .160E+00        78.304   .3390   17.751   .166E-01
       262.627    -126.664   .2742   14.431   .161E+01       -16.839   .3273   17.130   .294E+00         3.137   .3390   17.350   .161E+00        78.077   .3390   17.742   .168E-01
       262.813    -126.337   .2744   14.536   .161E+01       -17.067   .3271   17.122   .294E+00         2.911   .3390   17.341   .161E+00        77.855   .3390   17.732   .169E-01
       263.000    -125.785   .2747   14.532   .161E+01       -17.288   .3268   17.114   .295E+00         2.692   .3390   17.332   .162E+00        77.641   .3390   17.723   .170E-01
       263.100    -125.433   .2749   14.433   .161E+01       -17.404   .3267   17.110   .295E+00         2.577   .3390   17.328   .162E+00        77.528   .3390   17.718   .171E-01
       263.200    -124.656   .2754   14.273   .161E+01       -17.514   .3266   17.106   .296E+00         2.468   .3390   17.323   .163E+00        77.421   .3390   17.713   .172E-01
       263.333    -123.585   .2760   14.119   .161E+01       -17.655   .3264   17.099   .296E+00         2.328   .3390   17.317   .163E+00        77.283   .3390   17.706   .172E-01
       263.500    -122.033   .2769   14.134   .161E+01       -17.816   .3263   17.091   .296E+00         2.168   .3390   17.309   .164E+00        77.127   .3390   17.697   .174E-01
       263.750    -119.573   .2784   14.462   .161E+01       -18.011   .3261   17.078   .297E+00         1.974   .3390   17.297   .164E+00        76.936   .3390   17.685   .175E-01
       264.000    -117.211   .2801   14.722   .161E+01       -18.157   .3259   17.063   .298E+00         1.828   .3390   17.284   .165E+00        76.794   .3390   17.672   .177E-01
       264.250    -115.543   .2812   14.622   .160E+01       -18.255   .3258   17.047   .299E+00         1.730   .3390   17.271   .166E+00        76.698   .3390   17.659   .179E-01
       264.500    -115.364   .2815   14.545   .160E+01       -18.298   .3258   17.030   .299E+00         1.687   .3390   17.258   .166E+00        76.655   .3390   17.647   .181E-01
       265.000    -116.709   .2805   15.000   .161E+01       -18.336   .3257   16.994   .301E+00         1.649   .3390   17.229   .168E+00        76.618   .3390   17.621   .184E-01
       265.500    -118.796   .2790   14.983   .161E+01       -18.393   .3257   16.958   .302E+00         1.592   .3390   17.198   .169E+00        76.562   .3390   17.596   .188E-01
       266.000    -120.760   .2776   14.499   .161E+01       -18.502   .3256   16.923   .304E+00         1.485   .3390   17.167   .171E+00        76.457   .3390   17.571   .191E-01
       266.500    -122.851   .2764   14.022   .161E+01       -18.677   .3254   16.892   .305E+00         1.312   .3390   17.136   .172E+00        76.287   .3390   17.545   .195E-01
