 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                   
  
 Date:   1.10.    Time:  14: 5:14
 Units: L = cm   , T = days , M = -    



                             Node( 10)                                 Node( 20)                                 Node( 22)                                 Node( 30)

       time         h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc     
       189.000     -83.584   .3054   20.745   .277E+01        -2.484   .3384   14.961   .130E-01        17.416   .3390   14.344   .318E-02        92.065   .3390   13.367   .365E-04
       189.333     -88.768   .3009   20.137   .275E+01        -1.869   .3387   15.040   .138E-01        18.029   .3390   14.406   .337E-02        92.665   .3390   13.408   .381E-04
       189.667     -94.237   .2964   19.675   .275E+01        -1.742   .3387   15.117   .147E-01        18.155   .3390   14.470   .357E-02        92.789   .3390   13.449   .398E-04
       190.000     -99.071   .2928   19.810   .276E+01        -2.023   .3386   15.188   .156E-01        17.875   .3390   14.534   .378E-02        92.515   .3390   13.492   .415E-04
       190.100    -100.495   .2918   19.800   .276E+01        -2.103   .3386   15.208   .159E-01        17.795   .3390   14.554   .385E-02        92.437   .3390   13.505   .421E-04
       190.200    -100.905   .2915   19.644   .275E+01        -2.253   .3385   15.228   .161E-01        17.646   .3390   14.572   .392E-02        92.290   .3390   13.518   .426E-04
       190.333    -101.425   .2911   19.426   .275E+01        -2.471   .3384   15.253   .165E-01        17.429   .3390   14.597   .401E-02        92.079   .3390   13.535   .434E-04
       190.500    -101.583   .2910   19.408   .274E+01        -2.776   .3383   15.284   .170E-01        17.125   .3390   14.628   .412E-02        91.781   .3390   13.557   .443E-04
       190.750    -101.302   .2912   19.887   .274E+01        -3.235   .3381   15.327   .177E-01        16.669   .3390   14.673   .431E-02        91.334   .3390   13.590   .458E-04
       191.000    -100.724   .2916   20.292   .273E+01        -3.672   .3379   15.367   .184E-01        16.233   .3390   14.717   .449E-02        90.908   .3390   13.624   .473E-04
       191.100    -100.093   .2921   20.241   .272E+01        -3.842   .3378   15.382   .187E-01        16.064   .3390   14.734   .457E-02        90.742   .3390   13.638   .479E-04
       191.200     -98.807   .2930   20.067   .272E+01        -4.000   .3378   15.397   .190E-01        15.907   .3390   14.750   .464E-02        90.588   .3390   13.651   .485E-04
       191.300     -96.386   .2947   19.888   .271E+01        -4.144   .3377   15.411   .193E-01        15.763   .3390   14.767   .472E-02        90.448   .3390   13.665   .492E-04
       191.400     -93.126   .2973   19.819   .270E+01        -4.266   .3376   15.425   .196E-01        15.642   .3390   14.783   .480E-02        90.330   .3390   13.679   .498E-04
       191.500     -89.083   .3007   19.893   .268E+01        -4.352   .3376   15.438   .199E-01        15.557   .3390   14.799   .488E-02        90.246   .3390   13.693   .505E-04
       191.600     -84.583   .3045   20.092   .266E+01        -4.386   .3376   15.451   .202E-01        15.523   .3390   14.814   .496E-02        90.213   .3390   13.707   .511E-04
       191.733     -78.592   .3096   20.464   .264E+01        -4.306   .3376   15.468   .206E-01        15.603   .3390   14.835   .507E-02        90.291   .3390   13.726   .520E-04
       191.867     -73.247   .3144   20.798   .261E+01        -4.058   .3377   15.484   .210E-01        15.849   .3390   14.855   .518E-02        90.532   .3390   13.745   .529E-04
       192.000     -68.763   .3189   20.936   .258E+01        -3.606   .3380   15.499   .214E-01        16.299   .3390   14.875   .530E-02        90.971   .3390   13.764   .539E-04
       192.100     -67.193   .3204   20.901   .256E+01        -3.152   .3382   15.511   .218E-01        16.750   .3390   14.889   .539E-02        91.414   .3390   13.778   .546E-04
       192.200     -67.599   .3200   20.773   .255E+01        -2.600   .3384   15.523   .222E-01        17.301   .3390   14.904   .548E-02        91.953   .3390   13.792   .553E-04
       192.300     -69.081   .3187   20.600   .254E+01        -1.975   .3386   15.536   .225E-01        17.922   .3390   14.918   .558E-02        92.561   .3390   13.807   .560E-04
       192.440     -71.693   .3160   20.479   .252E+01        -1.082   .3388   15.554   .231E-01        18.812   .3390   14.938   .571E-02        93.431   .3390   13.827   .571E-04
       192.627     -75.436   .3123   20.748   .250E+01         -.044   .3390   15.580   .239E-01        19.848   .3390   14.964   .591E-02        94.445   .3390   13.854   .586E-04
       192.813     -79.300   .3090   21.293   .249E+01          .765   .3390   15.605   .247E-01        20.653   .3390   14.991   .611E-02        95.232   .3390   13.882   .602E-04
       193.000     -82.725   .3061   21.580   .248E+01         1.306   .3390   15.631   .255E-01        21.191   .3390   15.018   .633E-02        95.758   .3390   13.909   .618E-04
       193.250     -86.772   .3026   21.304   .247E+01         1.603   .3390   15.667   .267E-01        21.486   .3390   15.053   .663E-02        96.047   .3390   13.946   .641E-04
       193.625     -92.064   .2981   21.082   .246E+01         1.398   .3390   15.723   .285E-01        21.282   .3390   15.108   .710E-02        95.848   .3390   14.002   .678E-04
       194.000     -96.888   .2943   21.590   .245E+01          .792   .3390   15.780   .304E-01        20.680   .3390   15.163   .760E-02        95.259   .3390   14.057   .716E-04
       194.500    -102.498   .2903   21.665   .245E+01         -.476   .3390   15.858   .329E-01        19.416   .3390   15.237   .831E-02        94.023   .3390   14.131   .770E-04
       195.000    -107.652   .2867   21.176   .246E+01        -1.929   .3386   15.937   .354E-01        17.969   .3390   15.312   .905E-02        92.606   .3390   14.205   .828E-04
       195.100    -108.679   .2861   21.089   .246E+01        -2.202   .3385   15.952   .359E-01        17.696   .3390   15.328   .920E-02        92.340   .3390   14.220   .840E-04
       195.229    -109.298   .2856   20.876   .246E+01        -2.597   .3384   15.972   .366E-01        17.304   .3390   15.347   .940E-02        91.956   .3390   14.239   .856E-04
       195.383    -110.102   .2851   20.606   .246E+01        -3.068   .3382   15.995   .374E-01        16.835   .3390   15.370   .964E-02        91.496   .3390   14.261   .875E-04
       195.589    -110.871   .2845   20.402   .245E+01        -3.700   .3379   16.027   .384E-01        16.206   .3390   15.401   .996E-02        90.881   .3390   14.292   .901E-04
       196.000    -111.981   .2837   20.197   .245E+01        -4.887   .3373   16.089   .404E-01        15.025   .3390   15.462   .106E-01        89.725   .3390   14.352   .954E-04
       196.100    -112.282   .2835   20.139   .245E+01        -5.172   .3371   16.104   .409E-01        14.741   .3390   15.477   .108E-01        89.447   .3390   14.367   .968E-04
       196.200    -112.414   .2834   20.025   .245E+01        -5.449   .3370   16.118   .414E-01        14.465   .3390   15.492   .109E-01        89.177   .3390   14.381   .981E-04
       196.333    -112.736   .2832   19.766   .245E+01        -5.816   .3368   16.137   .420E-01        14.101   .3390   15.512   .111E-01        88.820   .3390   14.401   .999E-04
       196.500    -113.252   .2828   19.509   .245E+01        -6.257   .3365   16.161   .428E-01        13.661   .3390   15.536   .114E-01        88.390   .3390   14.426   .102E-03
       196.750    -114.312   .2821   19.634   .245E+01        -6.907   .3361   16.195   .440E-01        13.015   .3390   15.573   .118E-01        87.757   .3390   14.462   .106E-03
       197.000    -115.497   .2813   19.786   .245E+01        -7.542   .3356   16.227   .451E-01        12.384   .3390   15.608   .122E-01        87.139   .3390   14.499   .109E-03
       197.250    -116.770   .2804   19.353   .245E+01        -8.160   .3352   16.256   .462E-01        11.769   .3390   15.643   .127E-01        86.536   .3390   14.536   .113E-03
       197.625    -119.455   .2785   18.796   .245E+01        -9.085   .3345   16.296   .479E-01        10.849   .3390   15.693   .133E-01        85.636   .3390   14.590   .119E-03
       198.000    -121.996   .2769   18.886   .246E+01        -9.990   .3337   16.331   .495E-01         9.948   .3390   15.740   .139E-01        84.753   .3390   14.645   .125E-03
       198.100    -122.601   .2766   18.861   .246E+01       -10.228   .3335   16.340   .499E-01         9.711   .3390   15.753   .141E-01        84.520   .3390   14.660   .126E-03
       198.130    -122.831   .2764   18.819   .246E+01       -10.298   .3335   16.342   .500E-01         9.641   .3390   15.756   .141E-01        84.452   .3390   14.664   .127E-03
       198.160    -123.027   .2763   18.758   .246E+01       -10.369   .3334   16.345   .502E-01         9.570   .3390   15.760   .142E-01        84.383   .3390   14.669   .127E-03
       198.190    -123.181   .2762   18.681   .246E+01       -10.439   .3334   16.347   .503E-01         9.500   .3390   15.763   .142E-01        84.314   .3390   14.673   .128E-03
       198.229    -123.288   .2762   18.571   .246E+01       -10.531   .3333   16.350   .504E-01         9.409   .3390   15.768   .143E-01        84.225   .3390   14.679   .129E-03
       198.280    -123.209   .2762   18.421   .246E+01       -10.652   .3332   16.354   .506E-01         9.287   .3390   15.774   .144E-01        84.106   .3390   14.686   .129E-03
       198.331    -122.834   .2764   18.284   .246E+01       -10.774   .3331   16.358   .509E-01         9.166   .3390   15.780   .145E-01        83.987   .3390   14.694   .130E-03
       198.383    -122.106   .2768   18.172   .246E+01       -10.895   .3330   16.362   .511E-01         9.045   .3390   15.785   .145E-01        83.869   .3390   14.701   .131E-03
       198.451    -120.488   .2778   18.074   .246E+01       -11.056   .3328   16.367   .513E-01         8.886   .3390   15.793   .146E-01        83.712   .3390   14.711   .132E-03
       198.520    -118.489   .2792   18.040   .245E+01       -11.213   .3327   16.371   .516E-01         8.729   .3390   15.801   .148E-01        83.558   .3390   14.721   .133E-03
       198.600    -115.324   .2814   18.078   .245E+01       -11.391   .3326   16.377   .519E-01         8.552   .3390   15.810   .149E-01        83.385   .3390   14.733   .135E-03
       198.700    -110.291   .2849   18.202   .244E+01       -11.597   .3324   16.383   .523E-01         8.347   .3390   15.820   .151E-01        83.184   .3390   14.747   .137E-03
       198.800    -104.575   .2889   18.343   .243E+01       -11.776   .3322   16.389   .527E-01         8.167   .3390   15.831   .152E-01        83.008   .3390   14.762   .138E-03
       198.900     -98.632   .2931   18.418   .241E+01       -11.917   .3321   16.395   .531E-01         8.027   .3390   15.841   .154E-01        82.871   .3390   14.776   .140E-03
       199.000     -93.030   .2974   18.373   .240E+01       -12.013   .3320   16.400   .535E-01         7.931   .3390   15.851   .156E-01        82.777   .3390   14.791   .142E-03
       199.155     -88.443   .3013   18.168   .238E+01       -12.025   .3320   16.406   .541E-01         7.918   .3390   15.866   .158E-01        82.764   .3390   14.813   .145E-03
       199.324     -86.726   .3027   17.896   .237E+01       -11.877   .3322   16.413   .548E-01         8.065   .3390   15.882   .161E-01        82.908   .3390   14.837   .148E-03
       199.493     -87.412   .3023   17.898   .236E+01       -11.580   .3324   16.419   .555E-01         8.360   .3390   15.897   .164E-01        83.197   .3390   14.861   .151E-03
       199.662     -88.767   .3011   18.266   .235E+01       -11.223   .3327   16.424   .563E-01         8.715   .3390   15.911   .167E-01        83.545   .3390   14.885   .154E-03
       200.000     -92.700   .2978   18.947   .233E+01       -10.515   .3333   16.436   .580E-01         9.422   .3390   15.939   .173E-01        84.237   .3390   14.933   .161E-03
       200.333     -96.564   .2946   18.885   .231E+01        -9.977   .3338   16.446   .597E-01         9.962   .3390   15.965   .179E-01        84.766   .3390   14.980   .168E-03
       200.667    -100.812   .2916   19.092   .230E+01        -9.660   .3340   16.455   .614E-01        10.277   .3390   15.989   .186E-01        85.076   .3390   15.025   .175E-03
       201.000    -104.419   .2890   19.881   .229E+01        -9.569   .3341   16.463   .632E-01        10.368   .3390   16.011   .193E-01        85.164   .3390   15.070   .183E-03
       201.500    -109.195   .2856   20.117   .229E+01        -9.847   .3339   16.476   .658E-01        10.091   .3390   16.043   .203E-01        84.893   .3390   15.137   .195E-03
       202.000    -113.299   .2828   20.103   .229E+01       -10.361   .3335   16.492   .684E-01         9.577   .3390   16.073   .214E-01        84.390   .3390   15.201   .209E-03
       202.500    -117.079   .2801   20.397   .229E+01       -11.063   .3329   16.514   .709E-01         8.878   .3390   16.104   .224E-01        83.705   .3390   15.263   .223E-03
       203.000    -119.278   .2785   20.754   .228E+01       -11.838   .3322   16.543   .733E-01         8.106   .3390   16.137   .235E-01        82.949   .3390   15.322   .237E-03
       203.500    -121.729   .2771   21.439   .228E+01       -12.651   .3314   16.579   .756E-01         7.297   .3390   16.172   .245E-01        82.155   .3390   15.380   .253E-03
       204.000    -124.407   .2755   21.819   .228E+01       -13.493   .3306   16.620   .778E-01         6.461   .3390   16.211   .256E-01        81.336   .3390   15.435   .269E-03
       204.500    -126.819   .2741   22.056   .228E+01       -14.342   .3298   16.667   .798E-01         5.617   .3390   16.253   .266E-01        80.509   .3390   15.489   .286E-03
       205.000    -128.324   .2733   21.608   .227E+01       -15.179   .3290   16.721   .818E-01         4.786   .3390   16.298   .276E-01        79.694   .3390   15.541   .304E-03
       205.500    -130.003   .2724   20.843   .227E+01       -16.004   .3282   16.782   .836E-01         3.967   .3390   16.347   .286E-01        78.891   .3390   15.592   .323E-03
       206.000    -131.708   .2714   20.465   .227E+01       -16.807   .3273   16.848   .853E-01         3.170   .3390   16.401   .296E-01        78.109   .3390   15.642   .342E-03
       206.100    -132.044   .2712   20.386   .227E+01       -16.970   .3272   16.862   .857E-01         3.008   .3390   16.412   .297E-01        77.951   .3390   15.652   .346E-03
       206.229    -132.252   .2711   20.202   .227E+01       -17.174   .3269   16.880   .861E-01         2.806   .3390   16.426   .300E-01        77.752   .3390   15.664   .351E-03
       206.383    -132.583   .2709   19.880   .227E+01       -17.417   .3267   16.901   .866E-01         2.565   .3390   16.444   .303E-01        77.516   .3390   15.680   .357E-03
       206.589    -133.004   .2706   19.700   .226E+01       -17.732   .3264   16.929   .872E-01         2.253   .3390   16.468   .306E-01        77.210   .3390   15.700   .366E-03
       207.000    -133.878   .2701   19.751   .226E+01       -18.341   .3257   16.981   .885E-01         1.650   .3390   16.516   .314E-01        76.618   .3390   15.741   .383E-03
       207.100    -134.085   .2700   19.687   .226E+01       -18.490   .3256   16.993   .889E-01         1.502   .3390   16.528   .315E-01        76.473   .3390   15.750   .387E-03
       207.229    -134.515   .2698   19.504   .226E+01       -18.676   .3254   17.008   .893E-01         1.318   .3390   16.543   .318E-01        76.293   .3390   15.763   .393E-03
       207.383    -134.938   .2695   19.218   .226E+01       -18.893   .3251   17.025   .897E-01         1.102   .3390   16.560   .320E-01        76.081   .3390   15.778   .400E-03
       207.589    -135.455   .2692   19.051   .226E+01       -19.178   .3248   17.046   .904E-01          .820   .3390   16.584   .324E-01        75.804   .3390   15.799   .409E-03
       208.000    -136.253   .2688   19.080   .226E+01       -19.722   .3242   17.083   .916E-01          .281   .3390   16.628   .331E-01        75.275   .3390   15.840   .427E-03
       208.100    -136.463   .2687   19.019   .226E+01       -19.856   .3241   17.091   .919E-01          .148   .3390   16.638   .332E-01        75.145   .3390   15.850   .432E-03
       208.229    -137.207   .2683   18.810   .226E+01       -20.023   .3239   17.101   .922E-01         -.017   .3390   16.651   .334E-01        74.983   .3390   15.863   .438E-03
       208.383    -137.902   .2678   18.461   .226E+01       -20.228   .3236   17.113   .927E-01         -.221   .3390   16.666   .337E-01        74.779   .3390   15.878   .445E-03
       208.589    -138.838   .2673   18.293   .226E+01       -20.504   .3233   17.126   .933E-01         -.496   .3390   16.686   .340E-01        74.504   .3390   15.899   .455E-03
       209.000    -140.498   .2664   18.501   .227E+01       -21.077   .3227   17.149   .944E-01        -1.068   .3389   16.722   .347E-01        73.932   .3390   15.941   .475E-03
       209.333    -141.939   .2656   18.116   .227E+01       -21.549   .3221   17.163   .953E-01        -1.538   .3387   16.749   .353E-01        73.462   .3390   15.975   .492E-03
       209.667    -145.467   .2637   17.723   .228E+01       -22.039   .3216   17.174   .962E-01        -2.026   .3386   16.774   .358E-01        72.974   .3390   16.009   .509E-03
       210.000    -148.319   .2619   17.815   .229E+01       -22.549   .3210   17.182   .971E-01        -2.535   .3384   16.796   .364E-01        72.465   .3390   16.043   .527E-03
       210.500    -152.748   .2595   17.482   .230E+01       -23.396   .3201   17.188   .984E-01        -3.379   .3381   16.825   .372E-01        71.621   .3390   16.093   .554E-03
       211.000    -158.719   .2569   17.380   .232E+01       -24.311   .3190   17.188   .996E-01        -4.290   .3376   16.849   .380E-01        70.710   .3390   16.143   .583E-03
       211.500    -163.833   .2545   17.594   .234E+01       -25.305   .3178   17.183   .101E+00        -5.278   .3371   16.868   .387E-01        69.722   .3390   16.191   .614E-03
       212.000    -170.583   .2515   17.767   .236E+01       -26.359   .3165   17.173   .102E+00        -6.328   .3364   16.883   .395E-01        68.672   .3390   16.239   .645E-03
       212.100    -171.923   .2509   17.905   .237E+01       -26.573   .3162   17.170   .102E+00        -6.540   .3363   16.885   .397E-01        68.460   .3390   16.248   .652E-03
       212.200    -170.861   .2514   17.936   .236E+01       -26.791   .3160   17.167   .102E+00        -6.756   .3362   16.887   .398E-01        68.243   .3390   16.257   .658E-03
       212.300    -170.031   .2517   17.859   .236E+01       -27.012   .3157   17.164   .103E+00        -6.976   .3360   16.889   .400E-01        68.024   .3390   16.266   .665E-03
       212.440    -169.166   .2521   17.825   .236E+01       -27.324   .3153   17.160   .103E+00        -7.288   .3358   16.891   .402E-01        67.712   .3390   16.279   .674E-03
       212.627    -168.196   .2526   18.092   .235E+01       -27.739   .3148   17.154   .103E+00        -7.701   .3355   16.894   .405E-01        67.299   .3390   16.296   .687E-03
       212.813    -167.212   .2530   18.499   .235E+01       -28.152   .3143   17.148   .104E+00        -8.113   .3352   16.897   .407E-01        66.887   .3390   16.312   .699E-03
       213.000    -166.068   .2535   18.732   .235E+01       -28.561   .3138   17.143   .104E+00        -8.521   .3349   16.899   .410E-01        66.479   .3390   16.328   .712E-03
       213.100    -165.365   .2538   18.662   .234E+01       -28.778   .3136   17.140   .104E+00        -8.738   .3347   16.900   .412E-01        66.262   .3390   16.337   .719E-03
       213.200    -166.442   .2533   18.515   .235E+01       -28.990   .3133   17.137   .104E+00        -8.948   .3346   16.901   .413E-01        66.052   .3390   16.345   .727E-03
       213.300    -167.027   .2531   18.308   .235E+01       -29.200   .3131   17.134   .104E+00        -9.158   .3344   16.902   .414E-01        65.842   .3390   16.353   .734E-03
       213.400    -167.101   .2531   18.124   .236E+01       -29.407   .3128   17.132   .105E+00        -9.365   .3343   16.903   .416E-01        65.635   .3390   16.362   .741E-03
       213.500    -166.586   .2533   18.050   .236E+01       -29.611   .3126   17.129   .105E+00        -9.568   .3341   16.904   .417E-01        65.432   .3390   16.370   .748E-03
       213.600    -165.365   .2538   18.106   .236E+01       -29.815   .3123   17.127   .105E+00        -9.771   .3339   16.905   .419E-01        65.229   .3390   16.378   .756E-03
       213.733    -162.475   .2551   18.296   .237E+01       -30.080   .3120   17.124   .105E+00       -10.037   .3337   16.906   .421E-01        64.963   .3390   16.388   .765E-03
       213.867    -158.334   .2570   18.471   .237E+01       -30.339   .3117   17.121   .105E+00       -10.294   .3335   16.907   .423E-01        64.706   .3390   16.399   .775E-03
       214.000    -153.215   .2593   18.481   .237E+01       -30.589   .3113   17.119   .106E+00       -10.543   .3333   16.908   .424E-01        64.457   .3390   16.409   .785E-03
       214.167    -146.556   .2629   18.226   .237E+01       -30.883   .3110   17.117   .106E+00       -10.839   .3330   16.909   .427E-01        64.162   .3390   16.422   .798E-03
       214.333    -139.321   .2671   17.917   .238E+01       -31.154   .3106   17.115   .106E+00       -11.112   .3328   16.911   .429E-01        63.890   .3390   16.434   .811E-03
       214.500    -131.921   .2713   17.905   .238E+01       -31.392   .3103   17.114   .107E+00       -11.353   .3326   16.913   .431E-01        63.648   .3390   16.446   .824E-03
       214.713    -122.979   .2764   18.455   .238E+01       -31.628   .3100   17.113   .107E+00       -11.597   .3324   16.915   .434E-01        63.404   .3390   16.461   .841E-03
       214.857    -117.699   .2798   18.922   .238E+01       -31.747   .3099   17.112   .107E+00       -11.722   .3323   16.916   .436E-01        63.279   .3390   16.471   .853E-03
       215.000    -113.052   .2830   19.107   .237E+01       -31.826   .3098   17.112   .108E+00       -11.809   .3322   16.918   .438E-01        63.192   .3390   16.481   .865E-03
       215.100    -110.543   .2847   19.028   .237E+01       -31.863   .3097   17.112   .108E+00       -11.852   .3322   16.920   .439E-01        63.149   .3390   16.488   .873E-03
       215.200    -108.377   .2863   18.816   .237E+01       -31.870   .3097   17.113   .108E+00       -11.866   .3322   16.921   .440E-01        63.135   .3390   16.494   .881E-03
       215.333    -107.357   .2871   18.586   .237E+01       -31.840   .3098   17.113   .108E+00       -11.845   .3322   16.923   .442E-01        63.155   .3390   16.503   .892E-03
       215.500    -107.714   .2868   18.640   .236E+01       -31.735   .3099   17.113   .109E+00       -11.752   .3323   16.925   .445E-01        63.248   .3390   16.514   .907E-03
       215.750    -110.055   .2852   19.322   .236E+01       -31.464   .3102   17.114   .109E+00       -11.492   .3325   16.929   .448E-01        63.507   .3390   16.529   .928E-03
       216.000    -112.924   .2831   19.892   .235E+01       -31.132   .3107   17.116   .110E+00       -11.168   .3327   16.933   .452E-01        63.831   .3390   16.544   .950E-03
       216.100    -114.074   .2823   19.907   .235E+01       -30.993   .3108   17.118   .110E+00       -11.031   .3329   16.935   .453E-01        63.968   .3390   16.550   .959E-03
       216.200    -113.978   .2823   19.762   .234E+01       -30.843   .3110   17.120   .111E+00       -10.882   .3330   16.938   .455E-01        64.117   .3390   16.556   .968E-03
       216.333    -113.748   .2825   19.632   .233E+01       -30.639   .3113   17.123   .111E+00       -10.677   .3332   16.941   .457E-01        64.322   .3390   16.563   .980E-03
       216.500    -113.142   .2829   19.728   .231E+01       -30.382   .3116   17.128   .112E+00       -10.420   .3334   16.945   .460E-01        64.579   .3390   16.572   .995E-03
       216.750    -111.677   .2839   20.103   .229E+01       -29.994   .3121   17.135   .112E+00       -10.030   .3337   16.952   .463E-01        64.969   .3390   16.586   .102E-02
       217.000    -109.951   .2851   20.405   .227E+01       -29.592   .3126   17.144   .113E+00        -9.626   .3340   16.959   .467E-01        65.374   .3390   16.599   .104E-02
       217.250    -109.059   .2858   20.381   .224E+01       -29.177   .3131   17.155   .114E+00        -9.212   .3344   16.968   .471E-01        65.788   .3390   16.612   .107E-02
       217.500    -111.233   .2842   20.256   .223E+01       -28.752   .3136   17.168   .115E+00        -8.785   .3347   16.977   .476E-01        66.215   .3390   16.625   .109E-02
       217.750    -113.740   .2825   20.249   .222E+01       -28.336   .3141   17.184   .116E+00        -8.367   .3350   16.987   .480E-01        66.633   .3390   16.637   .112E-02
       218.000    -116.310   .2807   20.283   .222E+01       -27.951   .3146   17.201   .117E+00        -7.979   .3353   16.999   .484E-01        67.021   .3390   16.649   .114E-02
       218.100    -117.364   .2800   20.255   .222E+01       -27.799   .3147   17.208   .117E+00        -7.826   .3354   17.004   .486E-01        67.174   .3390   16.654   .115E-02
       218.229    -117.933   .2795   20.150   .221E+01       -27.620   .3150   17.218   .117E+00        -7.645   .3355   17.010   .488E-01        67.355   .3390   16.660   .117E-02
       218.383    -118.856   .2789   20.120   .220E+01       -27.423   .3152   17.231   .118E+00        -7.445   .3357   17.019   .490E-01        67.555   .3390   16.667   .118E-02
       218.589    -119.899   .2782   20.478   .219E+01       -27.190   .3155   17.249   .119E+00        -7.209   .3359   17.031   .494E-01        67.791   .3390   16.677   .120E-02
       219.000    -121.897   .2770   21.463   .218E+01       -26.844   .3159   17.287   .120E+00        -6.858   .3361   17.057   .501E-01        68.142   .3390   16.696   .125E-02
       219.333    -123.474   .2761   21.446   .217E+01       -26.621   .3162   17.319   .121E+00        -6.632   .3362   17.079   .507E-01        68.368   .3390   16.711   .128E-02
       219.667    -125.595   .2749   21.039   .216E+01       -26.469   .3164   17.351   .122E+00        -6.476   .3363   17.103   .512E-01        68.524   .3390   16.727   .132E-02
       220.000    -127.451   .2738   20.963   .215E+01       -26.374   .3165   17.384   .123E+00        -6.379   .3364   17.128   .518E-01        68.621   .3390   16.742   .136E-02
       220.100    -128.021   .2735   20.915   .215E+01       -26.347   .3165   17.394   .123E+00        -6.350   .3364   17.136   .520E-01        68.650   .3390   16.747   .137E-02
       220.229    -127.960   .2735   20.656   .215E+01       -26.327   .3165   17.407   .124E+00        -6.330   .3364   17.146   .522E-01        68.670   .3390   16.753   .139E-02
       220.383    -128.014   .2735   20.275   .214E+01       -26.311   .3165   17.424   .124E+00        -6.313   .3364   17.158   .524E-01        68.687   .3390   16.760   .141E-02
       220.589    -127.824   .2736   20.113   .214E+01       -26.306   .3166   17.447   .124E+00        -6.306   .3364   17.174   .528E-01        68.694   .3390   16.770   .143E-02
       221.000    -127.037   .2740   20.354   .212E+01       -26.317   .3165   17.494   .126E+00        -6.317   .3364   17.209   .535E-01        68.683   .3390   16.790   .148E-02
       221.100    -126.866   .2741   20.294   .212E+01       -26.319   .3165   17.505   .126E+00        -6.318   .3364   17.217   .536E-01        68.682   .3390   16.795   .150E-02
       221.229    -127.911   .2736   20.003   .212E+01       -26.326   .3165   17.520   .126E+00        -6.325   .3364   17.229   .539E-01        68.675   .3390   16.801   .151E-02
       221.383    -128.756   .2730   19.486   .212E+01       -26.336   .3165   17.537   .127E+00        -6.335   .3364   17.242   .541E-01        68.665   .3390   16.809   .153E-02
       221.589    -129.958   .2724   19.052   .212E+01       -26.357   .3165   17.560   .127E+00        -6.356   .3364   17.261   .545E-01        68.644   .3390   16.819   .156E-02
       222.000    -132.068   .2712   18.811   .212E+01       -26.444   .3164   17.603   .128E+00        -6.441   .3364   17.298   .552E-01        68.559   .3390   16.841   .161E-02
       222.333    -133.903   .2701   18.387   .212E+01       -26.540   .3163   17.634   .129E+00        -6.535   .3363   17.327   .557E-01        68.465   .3390   16.859   .166E-02
       222.667    -135.867   .2690   18.185   .212E+01       -26.679   .3161   17.662   .130E+00        -6.672   .3362   17.356   .563E-01        68.328   .3390   16.877   .170E-02
       223.000    -137.922   .2678   18.502   .212E+01       -26.850   .3159   17.685   .131E+00        -6.842   .3361   17.383   .568E-01        68.158   .3390   16.896   .175E-02
       223.500    -141.097   .2660   18.326   .213E+01       -27.199   .3155   17.711   .132E+00        -7.188   .3359   17.420   .576E-01        67.812   .3390   16.926   .182E-02
       224.000    -144.958   .2639   17.834   .213E+01       -27.627   .3150   17.726   .133E+00        -7.613   .3356   17.451   .585E-01        67.387   .3390   16.956   .189E-02
       224.100    -145.655   .2634   17.760   .213E+01       -27.709   .3149   17.727   .133E+00        -7.693   .3355   17.456   .586E-01        67.307   .3390   16.962   .191E-02
       224.229    -146.003   .2632   17.522   .213E+01       -27.830   .3147   17.729   .133E+00        -7.814   .3354   17.462   .588E-01        67.186   .3390   16.970   .193E-02
       224.383    -146.575   .2629   17.305   .213E+01       -27.980   .3145   17.730   .134E+00        -7.963   .3353   17.470   .591E-01        67.037   .3390   16.980   .195E-02
       224.589    -147.259   .2625   17.548   .213E+01       -28.194   .3143   17.731   .134E+00        -8.175   .3352   17.478   .594E-01        66.825   .3390   16.993   .198E-02
       225.000    -148.672   .2617   18.337   .213E+01       -28.652   .3137   17.731   .135E+00        -8.631   .3348   17.494   .601E-01        66.369   .3390   17.019   .205E-02
       225.100    -149.003   .2615   18.383   .213E+01       -28.762   .3136   17.730   .135E+00        -8.741   .3347   17.497   .602E-01        66.259   .3390   17.025   .206E-02
       225.200    -149.365   .2613   18.302   .213E+01       -28.875   .3135   17.729   .135E+00        -8.853   .3346   17.500   .604E-01        66.147   .3390   17.032   .208E-02
       225.333    -149.753   .2611   18.141   .213E+01       -29.028   .3133   17.728   .136E+00        -9.005   .3345   17.504   .606E-01        65.995   .3390   17.040   .210E-02
       225.500    -150.075   .2609   18.161   .213E+01       -29.222   .3130   17.725   .136E+00        -9.199   .3344   17.508   .609E-01        65.801   .3390   17.051   .213E-02
       225.750    -150.124   .2609   18.594   .213E+01       -29.517   .3127   17.720   .137E+00        -9.493   .3342   17.513   .613E-01        65.507   .3390   17.067   .217E-02
       226.000    -149.822   .2611   18.950   .213E+01       -29.814   .3123   17.715   .137E+00        -9.788   .3339   17.518   .616E-01        65.212   .3390   17.082   .221E-02
       226.100    -149.640   .2612   18.950   .213E+01       -29.932   .3122   17.712   .137E+00        -9.906   .3338   17.519   .618E-01        65.094   .3390   17.088   .223E-02
       226.200    -148.532   .2618   18.824   .213E+01       -30.051   .3120   17.710   .137E+00       -10.025   .3337   17.520   .620E-01        64.975   .3390   17.094   .224E-02
