 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]
       1.97891   .330E+03   .000E+00   .653E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      38
       2.05912   .330E+03   .000E+00   .680E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      39
       2.13987   .330E+03   .000E+00   .706E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      40
       2.22008   .330E+03   .000E+00   .733E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      41
       2.30083   .330E+03   .000E+00   .759E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      42
       2.38103   .330E+03   .000E+00   .786E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      43
       2.46179   .330E+03   .000E+00   .812E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      44
       2.54198   .330E+03   .000E+00   .839E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      45
       2.62274   .330E+03   .000E+00   .866E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      46
       2.70293   .330E+03   .000E+00   .892E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      47
       2.78369   .330E+03   .000E+00   .919E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      48
       2.86387   .330E+03   .000E+00   .945E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      49
       2.94463   .330E+03   .000E+00   .972E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      50
       3.02481   .330E+03   .000E+00   .998E+03   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      51
       3.10557   .330E+03   .000E+00   .102E+04   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      52
       3.18574   .330E+03   .000E+00   .105E+04   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      53
       3.26651   .330E+03   .000E+00   .108E+04   .000E+00   .000E+00   .000E+00   .125E+03   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00      54
       3.34667   .330E+03  -.263E-29   .110E+04  -.211E-30   .000E+00   .000E+00   .125E+03   .000E+00   .200E-29   .000E+00   .000E+00   .000E+00      55
       3.42744   .330E+03  -.166E-28   .113E+04  -.155E-29   .000E+00   .000E+00   .125E+03   .000E+00   .105E-28   .000E+00   .000E+00   .000E+00      56
       3.50759   .330E+03  -.728E-28   .116E+04  -.739E-29   .000E+00   .000E+00   .125E+03   .000E+00   .446E-28   .000E+00   .000E+00   .000E+00      57
       3.58837   .330E+03  -.295E-27   .118E+04  -.312E-28   .000E+00   .000E+00   .125E+03   .000E+00   .179E-27   .000E+00   .000E+00   .000E+00      58
       3.66851   .330E+03  -.114E-26   .121E+04  -.122E-27   .000E+00   .000E+00   .125E+03   .000E+00   .681E-27   .000E+00   .000E+00   .000E+00      59
       3.74929   .330E+03  -.427E-26   .124E+04  -.467E-27   .000E+00   .000E+00   .125E+03   .000E+00   .256E-26   .000E+00   .000E+00   .000E+00      60
       3.82942   .330E+03  -.156E-25   .126E+04  -.172E-26   .000E+00   .000E+00   .125E+03   .000E+00   .925E-26   .000E+00   .000E+00   .000E+00      61
       3.91020   .000E+00  -.559E-25   .126E+04  -.623E-26   .000E+00   .000E+00   .308E+02   .000E+00   .331E-25   .000E+00   .000E+00   .000E+00      62
       3.99033   .000E+00  -.194E-24   .126E+04  -.218E-25   .000E+00   .000E+00   .239E+01   .000E+00   .114E-24   .000E+00   .000E+00   .000E+00      63
       4.07111   .000E+00  -.666E-24   .126E+04  -.756E-25   .000E+00   .000E+00   .000E+00   .000E+00   .390E-24   .000E+00   .000E+00   .000E+00      64
       4.15123   .000E+00  -.222E-23   .126E+04  -.253E-24   .000E+00   .000E+00   .000E+00   .000E+00   .129E-23   .000E+00   .000E+00   .000E+00      65
       4.23201   .000E+00  -.728E-23   .126E+04  -.841E-24   .000E+00   .000E+00   .000E+00   .000E+00   .422E-23   .000E+00   .000E+00   .000E+00      66
       4.31213   .000E+00  -.232E-22   .126E+04  -.270E-23   .000E+00   .000E+00   .000E+00   .000E+00   .134E-22   .000E+00   .000E+00   .000E+00      67
       4.39291   .000E+00  -.731E-22   .126E+04  -.861E-23   .000E+00   .000E+00   .000E+00   .000E+00   .420E-22   .000E+00   .000E+00   .000E+00      68
       4.47301   .000E+00  -.224E-21   .126E+04  -.266E-22   .000E+00   .000E+00   .000E+00   .000E+00   .128E-21   .000E+00   .000E+00   .000E+00      69
       4.55380   .000E+00  -.679E-21   .126E+04  -.814E-22   .000E+00   .000E+00   .000E+00   .000E+00   .386E-21   .000E+00   .000E+00   .000E+00      70
       4.63389   .000E+00  -.200E-20   .126E+04  -.242E-21   .000E+00   .000E+00   .123E-01   .000E+00   .113E-20   .000E+00   .000E+00   .000E+00      71
       4.71469   .000E+00  -.584E-20   .126E+04  -.714E-21   .000E+00   .000E+00   .108E-01   .000E+00   .329E-20   .000E+00   .000E+00   .000E+00      72
       4.79477   .000E+00  -.166E-19   .126E+04  -.204E-20   .000E+00   .000E+00   .599E-02   .000E+00   .929E-20   .000E+00   .000E+00   .000E+00      73
       4.87556   .000E+00  -.466E-19   .126E+04  -.581E-20   .000E+00   .000E+00   .250E-02   .000E+00   .260E-19   .000E+00   .000E+00   .000E+00      74
       4.95563   .000E+00  -.128E-18   .126E+04  -.161E-19   .000E+00   .000E+00   .680E-03   .000E+00   .710E-19   .000E+00   .000E+00   .000E+00      75
       5.03643   .000E+00  -.347E-18   .126E+04  -.441E-19   .000E+00   .000E+00   .000E+00   .000E+00   .192E-18   .000E+00   .000E+00   .000E+00      76
       5.11649   .000E+00  -.922E-18   .126E+04  -.118E-18   .000E+00   .000E+00   .000E+00   .000E+00   .506E-18   .000E+00   .000E+00   .000E+00      77
       5.19730   .000E+00  -.242E-17   .126E+04  -.313E-18   .000E+00   .000E+00   .000E+00   .000E+00   .132E-17   .000E+00   .000E+00   .000E+00      78
