 ******* Program HYDRUS
 ******* Solute transport with nonlinear cation adsorption                      
  
 Date:   8. 7.    Time:  19:20:18
 Units: L = cm   , T = days , M = mmol 



                             Node(  1)                                 Node( 11)                                 Node( 21)                                 Node( 31)                                 Node( 44)

       time         h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc     
        17.000        .000   .6330   20.000   .312E+01          .000   .6330   20.000   .607E+01          .000   .6330   20.000   .816E+01          .000   .6330   20.000   .860E+01          .000   .6330   20.000   .847E+01
        17.150        .000   .6330   20.000   .279E+01          .000   .6330   20.000   .583E+01          .000   .6330   20.000   .801E+01          .000   .6330   20.000   .857E+01          .000   .6330   20.000   .848E+01
        17.297        .000   .6330   20.000   .282E+01          .000   .6330   20.000   .561E+01          .000   .6330   20.000   .786E+01          .000   .6330   20.000   .854E+01          .000   .6330   20.000   .850E+01
        17.437        .000   .6330   20.000   .255E+01          .000   .6330   20.000   .539E+01          .000   .6330   20.000   .770E+01          .000   .6330   20.000   .850E+01          .000   .6330   20.000   .851E+01
        17.519        .000   .6330   20.000   .260E+01          .000   .6330   20.000   .528E+01          .000   .6330   20.000   .761E+01          .000   .6330   20.000   .847E+01          .000   .6330   20.000   .851E+01
        17.600        .000   .6330   20.000   .243E+01          .000   .6330   20.000   .516E+01          .000   .6330   20.000   .752E+01          .000   .6330   20.000   .844E+01          .000   .6330   20.000   .852E+01
        17.730        .000   .6330   20.000   .242E+01          .000   .6330   20.000   .498E+01          .000   .6330   20.000   .737E+01          .000   .6330   20.000   .839E+01          .000   .6330   20.000   .852E+01
        17.858        .000   .6330   20.000   .224E+01          .000   .6330   20.000   .480E+01          .000   .6330   20.000   .722E+01          .000   .6330   20.000   .833E+01          .000   .6330   20.000   .852E+01
        17.968        .000   .6330   20.000   .224E+01          .000   .6330   20.000   .466E+01          .000   .6330   20.000   .709E+01          .000   .6330   20.000   .828E+01          .000   .6330   20.000   .851E+01
        18.079        .000   .6330   20.000   .209E+01          .000   .6330   20.000   .452E+01          .000   .6330   20.000   .696E+01          .000   .6330   20.000   .822E+01          .000   .6330   20.000   .851E+01
        18.189        .000   .6330   20.000   .208E+01          .000   .6330   20.000   .438E+01          .000   .6330   20.000   .682E+01          .000   .6330   20.000   .816E+01          .000   .6330   20.000   .850E+01
        18.300        .000   .6330   20.000   .195E+01          .000   .6330   20.000   .424E+01          .000   .6330   20.000   .669E+01          .000   .6330   20.000   .810E+01          .000   .6330   20.000   .848E+01
        18.412        .000   .6330   20.000   .193E+01          .000   .6330   20.000   .411E+01          .000   .6330   20.000   .655E+01          .000   .6330   20.000   .803E+01          .000   .6330   20.000   .847E+01
        18.520        .000   .6330   20.000   .182E+01          .000   .6330   20.000   .399E+01          .000   .6330   20.000   .642E+01          .000   .6330   20.000   .795E+01          .000   .6330   20.000   .845E+01
        18.627        .000   .6330   20.000   .180E+01          .000   .6330   20.000   .387E+01          .000   .6330   20.000   .629E+01          .000   .6330   20.000   .788E+01          .000   .6330   20.000   .843E+01
        18.721        .000   .6330   20.000   .171E+01          .000   .6330   20.000   .377E+01          .000   .6330   20.000   .618E+01          .000   .6330   20.000   .781E+01          .000   .6330   20.000   .840E+01
        18.816        .000   .6330   20.000   .170E+01          .000   .6330   20.000   .366E+01          .000   .6330   20.000   .606E+01          .000   .6330   20.000   .774E+01          .000   .6330   20.000   .838E+01
        18.911        .000   .6330   20.000   .161E+01          .000   .6330   20.000   .357E+01          .000   .6330   20.000   .595E+01          .000   .6330   20.000   .767E+01          .000   .6330   20.000   .835E+01
        19.005        .000   .6330   20.000   .160E+01          .000   .6330   20.000   .347E+01          .000   .6330   20.000   .583E+01          .000   .6330   20.000   .760E+01          .000   .6330   20.000   .832E+01
        19.100        .000   .6330   20.000   .152E+01          .000   .6330   20.000   .338E+01          .000   .6330   20.000   .572E+01          .000   .6330   20.000   .752E+01          .000   .6330   20.000   .829E+01
        19.194        .000   .6330   20.000   .150E+01          .000   .6330   20.000   .328E+01          .000   .6330   20.000   .561E+01          .000   .6330   20.000   .744E+01          .000   .6330   20.000   .825E+01
        19.280        .000   .6330   20.000   .144E+01          .000   .6330   20.000   .320E+01          .000   .6330   20.000   .550E+01          .000   .6330   20.000   .737E+01          .000   .6330   20.000   .821E+01
        19.367        .000   .6330   20.000   .142E+01          .000   .6330   20.000   .312E+01          .000   .6330   20.000   .540E+01          .000   .6330   20.000   .729E+01          .000   .6330   20.000   .818E+01
        19.454        .000   .6330   20.000   .136E+01          .000   .6330   20.000   .304E+01          .000   .6330   20.000   .530E+01          .000   .6330   20.000   .721E+01          .000   .6330   20.000   .814E+01
        19.540        .000   .6330   20.000   .134E+01          .000   .6330   20.000   .297E+01          .000   .6330   20.000   .520E+01          .000   .6330   20.000   .713E+01          .000   .6330   20.000   .809E+01
        19.626        .000   .6330   20.000   .129E+01          .000   .6330   20.000   .289E+01          .000   .6330   20.000   .510E+01          .000   .6330   20.000   .706E+01          .000   .6330   20.000   .805E+01
        19.710        .000   .6330   20.000   .127E+01          .000   .6330   20.000   .282E+01          .000   .6330   20.000   .500E+01          .000   .6330   20.000   .698E+01          .000   .6330   20.000   .800E+01
        19.755        .000   .6330   20.000   .124E+01          .000   .6330   20.000   .279E+01          .000   .6330   20.000   .495E+01          .000   .6330   20.000   .693E+01          .000   .6330   20.000   .798E+01
        19.800        .000   .6330   20.000   .123E+01          .000   .6330   20.000   .275E+01          .000   .6330   20.000   .490E+01          .000   .6330   20.000   .689E+01          .000   .6330   20.000   .795E+01
        19.881        .000   .6330   20.000   .119E+01          .000   .6330   20.000   .268E+01          .000   .6330   20.000   .481E+01          .000   .6330   20.000   .681E+01          .000   .6330   20.000   .790E+01
        19.940        .000   .6330   20.000   .118E+01          .000   .6330   20.000   .264E+01          .000   .6330   20.000   .475E+01          .000   .6330   20.000   .675E+01          .000   .6330   20.000   .786E+01
        20.000        .000   .6330   20.000   .115E+01          .000   .6330   20.000   .259E+01          .000   .6330   20.000   .468E+01          .000   .6330   20.000   .670E+01          .000   .6330   20.000   .783E+01
        20.075        .000   .6330   20.000   .113E+01          .000   .6330   20.000   .253E+01          .000   .6330   20.000   .460E+01          .000   .6330   20.000   .662E+01          .000   .6330   20.000   .778E+01
        20.150        .000   .6330   20.000   .109E+01          .000   .6330   20.000   .247E+01          .000   .6330   20.000   .452E+01          .000   .6330   20.000   .655E+01          .000   .6330   20.000   .773E+01
        20.225        .000   .6330   20.000   .107E+01          .000   .6330   20.000   .242E+01          .000   .6330   20.000   .443E+01          .000   .6330   20.000   .647E+01          .000   .6330   20.000   .767E+01
        20.300        .000   .6330   20.000   .104E+01          .000   .6330   20.000   .237E+01          .000   .6330   20.000   .436E+01          .000   .6330   20.000   .639E+01          .000   .6330   20.000   .762E+01
        20.374        .000   .6330   20.000   .102E+01          .000   .6330   20.000   .231E+01          .000   .6330   20.000   .428E+01          .000   .6330   20.000   .632E+01          .000   .6330   20.000   .756E+01
        20.446        .000   .6330   20.000   .995E+00          .000   .6330   20.000   .226E+01          .000   .6330   20.000   .420E+01          .000   .6330   20.000   .624E+01          .000   .6330   20.000   .751E+01
        20.518        .000   .6330   20.000   .977E+00          .000   .6330   20.000   .221E+01          .000   .6330   20.000   .413E+01          .000   .6330   20.000   .617E+01          .000   .6330   20.000   .745E+01
        20.559        .000   .6330   20.000   .960E+00          .000   .6330   20.000   .219E+01          .000   .6330   20.000   .408E+01          .000   .6330   20.000   .612E+01          .000   .6330   20.000   .741E+01
        20.600        .000   .6330   20.000   .950E+00          .000   .6330   20.000   .216E+01          .000   .6330   20.000   .404E+01          .000   .6330   20.000   .608E+01          .000   .6330   20.000   .738E+01
        20.667        .000   .6330   20.000   .927E+00          .000   .6330   20.000   .212E+01          .000   .6330   20.000   .398E+01          .000   .6330   20.000   .601E+01          .000   .6330   20.000   .732E+01
        20.733        .000   .6330   20.000   .910E+00          .000   .6330   20.000   .207E+01          .000   .6330   20.000   .391E+01          .000   .6330   20.000   .594E+01          .000   .6330   20.000   .727E+01
        20.800        .000   .6330   20.000   .888E+00          .000   .6330   20.000   .203E+01          .000   .6330   20.000   .384E+01          .000   .6330   20.000   .587E+01          .000   .6330   20.000   .721E+01
        20.867        .000   .6330   20.000   .871E+00          .000   .6330   20.000   .199E+01          .000   .6330   20.000   .378E+01          .000   .6330   20.000   .580E+01          .000   .6330   20.000   .715E+01
        20.933        .000   .6330   20.000   .851E+00          .000   .6330   20.000   .195E+01          .000   .6330   20.000   .371E+01          .000   .6330   20.000   .573E+01          .000   .6330   20.000   .709E+01
        20.999        .000   .6330   20.000   .835E+00          .000   .6330   20.000   .191E+01          .000   .6330   20.000   .365E+01          .000   .6330   20.000   .566E+01          .000   .6330   20.000   .703E+01
        21.063        .000   .6330   20.000   .815E+00          .000   .6330   20.000   .187E+01          .000   .6330   20.000   .359E+01          .000   .6330   20.000   .559E+01          .000   .6330   20.000   .697E+01
        21.127        .000   .6330   20.000   .800E+00          .000   .6330   20.000   .183E+01          .000   .6330   20.000   .353E+01          .000   .6330   20.000   .552E+01          .000   .6330   20.000   .690E+01
        21.164        .000   .6330   20.000   .789E+00          .000   .6330   20.000   .181E+01          .000   .6330   20.000   .349E+01          .000   .6330   20.000   .548E+01          .000   .6330   20.000   .687E+01
        21.200        .000   .6330   20.000   .781E+00          .000   .6330   20.000   .179E+01          .000   .6330   20.000   .346E+01          .000   .6330   20.000   .544E+01          .000   .6330   20.000   .683E+01
        21.262        .000   .6330   20.000   .764E+00          .000   .6330   20.000   .176E+01          .000   .6330   20.000   .340E+01          .000   .6330   20.000   .537E+01          .000   .6330   20.000   .677E+01
        21.324        .000   .6330   20.000   .750E+00          .000   .6330   20.000   .172E+01          .000   .6330   20.000   .334E+01          .000   .6330   20.000   .530E+01          .000   .6330   20.000   .671E+01
        21.379        .000   .6330   20.000   .735E+00          .000   .6330   20.000   .169E+01          .000   .6330   20.000   .329E+01          .000   .6330   20.000   .524E+01          .000   .6330   20.000   .665E+01
        21.434        .000   .6330   20.000   .723E+00          .000   .6330   20.000   .166E+01          .000   .6330   20.000   .325E+01          .000   .6330   20.000   .518E+01          .000   .6330   20.000   .659E+01
        21.490        .000   .6330   20.000   .709E+00          .000   .6330   20.000   .164E+01          .000   .6330   20.000   .320E+01          .000   .6330   20.000   .512E+01          .000   .6330   20.000   .654E+01
        21.545        .000   .6330   20.000   .697E+00          .000   .6330   20.000   .161E+01          .000   .6330   20.000   .315E+01          .000   .6330   20.000   .506E+01          .000   .6330   20.000   .648E+01
        21.600        .000   .6330   20.000   .684E+00          .000   .6330   20.000   .158E+01          .000   .6330   20.000   .310E+01          .000   .6330   20.000   .500E+01          .000   .6330   20.000   .642E+01
        21.658        .000   .6330   20.000   .671E+00          .000   .6330   20.000   .155E+01          .000   .6330   20.000   .305E+01          .000   .6330   20.000   .494E+01          .000   .6330   20.000   .635E+01
        21.716        .000   .6330   20.000   .658E+00          .000   .6330   20.000   .152E+01          .000   .6330   20.000   .300E+01          .000   .6330   20.000   .487E+01          .000   .6330   20.000   .629E+01
        21.773        .000   .6330   20.000   .646E+00          .000   .6330   20.000   .149E+01          .000   .6330   20.000   .295E+01          .000   .6330   20.000   .481E+01          .000   .6330   20.000   .623E+01
        21.830        .000   .6330   20.000   .633E+00          .000   .6330   20.000   .147E+01          .000   .6330   20.000   .290E+01          .000   .6330   20.000   .475E+01          .000   .6330   20.000   .616E+01
        21.865        .000   .6330   20.000   .626E+00          .000   .6330   20.000   .145E+01          .000   .6330   20.000   .287E+01          .000   .6330   20.000   .471E+01          .000   .6330   20.000   .612E+01
        21.900        .000   .6330   20.000   .618E+00          .000   .6330   20.000   .143E+01          .000   .6330   20.000   .285E+01          .000   .6330   20.000   .467E+01          .000   .6330   20.000   .608E+01
        21.955        .000   .6330   20.000   .607E+00          .000   .6330   20.000   .141E+01          .000   .6330   20.000   .280E+01          .000   .6330   20.000   .461E+01          .000   .6330   20.000   .602E+01
        22.010        .000   .6330   20.000   .596E+00          .000   .6330   20.000   .138E+01          .000   .6330   20.000   .276E+01          .000   .6330   20.000   .455E+01          .000   .6330   20.000   .596E+01
        22.065        .000   .6330   20.000   .585E+00          .000   .6330   20.000   .136E+01          .000   .6330   20.000   .271E+01          .000   .6330   20.000   .449E+01          .000   .6330   20.000   .589E+01
        22.118        .000   .6330   20.000   .574E+00          .000   .6330   20.000   .133E+01          .000   .6330   20.000   .267E+01          .000   .6330   20.000   .443E+01          .000   .6330   20.000   .583E+01
        22.172        .000   .6330   20.000   .564E+00          .000   .6330   20.000   .131E+01          .000   .6330   20.000   .263E+01          .000   .6330   20.000   .438E+01          .000   .6330   20.000   .577E+01
        22.225        .000   .6330   20.000   .554E+00          .000   .6330   20.000   .129E+01          .000   .6330   20.000   .258E+01          .000   .6330   20.000   .432E+01          .000   .6330   20.000   .570E+01
        22.277        .000   .6330   20.000   .544E+00          .000   .6330   20.000   .127E+01          .000   .6330   20.000   .254E+01          .000   .6330   20.000   .426E+01          .000   .6330   20.000   .564E+01
        22.329        .000   .6330   20.000   .534E+00          .000   .6330   20.000   .124E+01          .000   .6330   20.000   .250E+01          .000   .6330   20.000   .421E+01          .000   .6330   20.000   .558E+01
        22.365        .000   .6330   20.000   .528E+00          .000   .6330   20.000   .123E+01          .000   .6330   20.000   .248E+01          .000   .6330   20.000   .417E+01          .000   .6330   20.000   .554E+01
        22.400        .000   .6330   20.000   .522E+00          .000   .6330   20.000   .121E+01          .000   .6330   20.000   .245E+01          .000   .6330   20.000   .413E+01          .000   .6330   20.000   .549E+01
        22.450        .000   .6330   20.000   .513E+00          .000   .6330   20.000   .119E+01          .000   .6330   20.000   .241E+01          .000   .6330   20.000   .408E+01          .000   .6330   20.000   .543E+01
        22.500        .000   .6330   20.000   .504E+00          .000   .6330   20.000   .117E+01          .000   .6330   20.000   .238E+01          .000   .6330   20.000   .402E+01          .000   .6330   20.000   .537E+01
        22.550        .000   .6330   20.000   .495E+00          .000   .6330   20.000   .115E+01          .000   .6330   20.000   .234E+01          .000   .6330   20.000   .397E+01          .000   .6330   20.000   .531E+01
        22.600        .000   .6330   20.000   .487E+00          .000   .6330   20.000   .113E+01          .000   .6330   20.000   .230E+01          .000   .6330   20.000   .391E+01          .000   .6330   20.000   .525E+01
        22.649        .000   .6330   20.000   .478E+00          .000   .6330   20.000   .112E+01          .000   .6330   20.000   .227E+01          .000   .6330   20.000   .386E+01          .000   .6330   20.000   .518E+01
        22.675        .000   .6330   20.000   .474E+00          .000   .6330   20.000   .111E+01          .000   .6330   20.000   .225E+01          .000   .6330   20.000   .383E+01          .000   .6330   20.000   .515E+01
        22.700        .000   .6330   20.000   .470E+00          .000   .6330   20.000   .110E+01          .000   .6330   20.000   .223E+01          .000   .6330   20.000   .381E+01          .000   .6330   20.000   .512E+01
        22.749        .000   .6330   20.000   .462E+00          .000   .6330   20.000   .108E+01          .000   .6330   20.000   .219E+01          .000   .6330   20.000   .375E+01          .000   .6330   20.000   .506E+01
        22.797        .000   .6330   20.000   .454E+00          .000   .6330   20.000   .106E+01          .000   .6330   20.000   .216E+01          .000   .6330   20.000   .370E+01          .000   .6330   20.000   .500E+01
        22.845        .000   .6330   20.000   .446E+00          .000   .6330   20.000   .104E+01          .000   .6330   20.000   .213E+01          .000   .6330   20.000   .365E+01          .000   .6330   20.000   .494E+01
        22.890        .000   .6330   20.000   .439E+00          .000   .6330   20.000   .103E+01          .000   .6330   20.000   .210E+01          .000   .6330   20.000   .360E+01          .000   .6330   20.000   .488E+01
        22.936        .000   .6330   20.000   .432E+00          .000   .6330   20.000   .101E+01          .000   .6330   20.000   .206E+01          .000   .6330   20.000   .356E+01          .000   .6330   20.000   .482E+01
        22.981        .000   .6330   20.000   .425E+00          .000   .6330   20.000   .993E+00          .000   .6330   20.000   .203E+01          .000   .6330   20.000   .351E+01          .000   .6330   20.000   .476E+01
        23.027        .000   .6330   20.000   .418E+00          .000   .6330   20.000   .977E+00          .000   .6330   20.000   .200E+01          .000   .6330   20.000   .346E+01          .000   .6330   20.000   .470E+01
        23.072        .000   .6330   20.000   .411E+00          .000   .6330   20.000   .961E+00          .000   .6330   20.000   .197E+01          .000   .6330   20.000   .341E+01          .000   .6330   20.000   .465E+01
        23.118        .000   .6330   20.000   .404E+00          .000   .6330   20.000   .946E+00          .000   .6330   20.000   .194E+01          .000   .6330   20.000   .337E+01          .000   .6330   20.000   .459E+01
        23.163        .000   .6330   20.000   .398E+00          .000   .6330   20.000   .930E+00          .000   .6330   20.000   .191E+01          .000   .6330   20.000   .332E+01          .000   .6330   20.000   .453E+01
        23.209        .000   .6330   20.000   .391E+00          .000   .6330   20.000   .915E+00          .000   .6330   20.000   .188E+01          .000   .6330   20.000   .327E+01          .000   .6330   20.000   .447E+01
        23.254        .000   .6330   20.000   .385E+00          .000   .6330   20.000   .900E+00          .000   .6330   20.000   .185E+01          .000   .6330   20.000   .322E+01          .000   .6330   20.000   .441E+01
        23.277        .000   .6330   20.000   .381E+00          .000   .6330   20.000   .893E+00          .000   .6330   20.000   .184E+01          .000   .6330   20.000   .320E+01          .000   .6330   20.000   .438E+01
        23.300        .000   .6330   20.000   .378E+00          .000   .6330   20.000   .885E+00          .000   .6330   20.000   .182E+01          .000   .6330   20.000   .318E+01          .000   .6330   20.000   .435E+01
        23.344        .000   .6330   20.000   .372E+00          .000   .6330   20.000   .871E+00          .000   .6330   20.000   .179E+01          .000   .6330   20.000   .313E+01          .000   .6330   20.000   .429E+01
        23.388        .000   .6330   20.000   .366E+00          .000   .6330   20.000   .857E+00          .000   .6330   20.000   .177E+01          .000   .6330   20.000   .309E+01          .000   .6330   20.000   .424E+01
        23.432        .000   .6330   20.000   .360E+00          .000   .6330   20.000   .843E+00          .000   .6330   20.000   .174E+01          .000   .6330   20.000   .304E+01          .000   .6330   20.000   .418E+01
        23.476        .000   .6330   20.000   .354E+00          .000   .6330   20.000   .829E+00          .000   .6330   20.000   .171E+01          .000   .6330   20.000   .300E+01          .000   .6330   20.000   .412E+01
        23.519        .000   .6330   20.000   .348E+00          .000   .6330   20.000   .816E+00          .000   .6330   20.000   .168E+01          .000   .6330   20.000   .295E+01          .000   .6330   20.000   .407E+01
        23.561        .000   .6330   20.000   .343E+00          .000   .6330   20.000   .803E+00          .000   .6330   20.000   .166E+01          .000   .6330   20.000   .291E+01          .000   .6330   20.000   .401E+01
        23.602        .000   .6330   20.000   .337E+00          .000   .6330   20.000   .790E+00          .000   .6330   20.000   .163E+01          .000   .6330   20.000   .287E+01          .000   .6330   20.000   .396E+01
        23.644        .000   .6330   20.000   .332E+00          .000   .6330   20.000   .778E+00          .000   .6330   20.000   .161E+01          .000   .6330   20.000   .283E+01          .000   .6330   20.000   .390E+01
        23.685        .000   .6330   20.000   .326E+00          .000   .6330   20.000   .765E+00          .000   .6330   20.000   .158E+01          .000   .6330   20.000   .279E+01          .000   .6330   20.000   .385E+01
        23.727        .000   .6330   20.000   .321E+00          .000   .6330   20.000   .753E+00          .000   .6330   20.000   .156E+01          .000   .6330   20.000   .275E+01          .000   .6330   20.000   .380E+01
        23.768        .000   .6330   20.000   .316E+00          .000   .6330   20.000   .741E+00          .000   .6330   20.000   .153E+01          .000   .6330   20.000   .271E+01          .000   .6330   20.000   .374E+01
        23.810        .000   .6330   20.000   .311E+00          .000   .6330   20.000   .729E+00          .000   .6330   20.000   .151E+01          .000   .6330   20.000   .266E+01          .000   .6330   20.000   .369E+01
        23.851        .000   .6330   20.000   .306E+00          .000   .6330   20.000   .717E+00          .000   .6330   20.000   .149E+01          .000   .6330   20.000   .262E+01          .000   .6330   20.000   .364E+01
        23.892        .000   .6330   20.000   .301E+00          .000   .6330   20.000   .705E+00          .000   .6330   20.000   .146E+01          .000   .6330   20.000   .258E+01          .000   .6330   20.000   .358E+01
        23.933        .000   .6330   20.000   .296E+00          .000   .6330   20.000   .694E+00          .000   .6330   20.000   .144E+01          .000   .6330   20.000   .254E+01          .000   .6330   20.000   .353E+01
        23.973        .000   .6330   20.000   .291E+00          .000   .6330   20.000   .682E+00          .000   .6330   20.000   .142E+01          .000   .6330   20.000   .250E+01          .000   .6330   20.000   .348E+01
        24.013        .000   .6330   20.000   .286E+00          .000   .6330   20.000   .671E+00          .000   .6330   20.000   .139E+01          .000   .6330   20.000   .247E+01          .000   .6330   20.000   .343E+01
        24.053        .000   .6330   20.000   .282E+00          .000   .6330   20.000   .660E+00          .000   .6330   20.000   .137E+01          .000   .6330   20.000   .243E+01          .000   .6330   20.000   .337E+01
        24.077        .000   .6330   20.000   .279E+00          .000   .6330   20.000   .654E+00          .000   .6330   20.000   .136E+01          .000   .6330   20.000   .241E+01          .000   .6330   20.000   .334E+01
        24.100        .000   .6330   20.000   .276E+00          .000   .6330   20.000   .648E+00          .000   .6330   20.000   .134E+01          .000   .6330   20.000   .238E+01          .000   .6330   20.000   .331E+01
end
