        soln	      dist_x	        time	          pH	          pe	        Pola	      m_Pola	   m_SorPola	       m_Sor	
         101	        -100	           0	           7	      11.425	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.0000e+100	
         101	        -100	          10	           7	      11.425	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.0000e+100	
         101	        -100	          20	           7	      11.381	 2.2965e-030	 2.2965e-030	 2.9170e-023	 2.0000e+100	
         101	        -100	          30	           7	    -2.47249	 1.4127e-026	 1.4127e-026	 3.1342e-020	 2.0000e+100	
         101	        -100	          40	           7	     -3.4693	 1.3721e-025	 1.3721e-025	 1.9319e-019	 2.0000e+100	
         101	        -100	          50	           7	    -3.86078	 1.9553e-025	 1.9553e-025	 2.5648e-019	 2.0000e+100	
         101	        -100	          60	           7	    -3.91621	 1.9990e-025	 1.9990e-025	 2.6106e-019	 2.0000e+100	
         101	        -100	          70	           7	    -3.91845	 2.0000e-025	 2.0000e-025	 2.6116e-019	 2.0000e+100	
         101	        -100	          80	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	          90	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         100	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         110	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         120	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         130	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         140	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         150	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         160	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         170	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         180	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         190	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         200	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         210	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         220	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         230	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         240	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         250	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         260	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         270	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         280	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         290	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         300	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         310	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         320	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         330	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         340	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         350	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         360	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         370	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         380	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         390	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         400	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         410	           7	    -3.91846	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         420	           7	    -4.02247	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         430	           7	    -4.03981	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         440	           7	    -4.04028	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         450	           7	    -4.04028	 2.0000e-025	 2.0000e-025	 2.6117e-019	 2.0000e+100	
         101	        -100	         460	           7	    -4.04026	 2.0004e-025	 2.0004e-025	 2.6121e-019	 2.0000e+100	
         101	        -100	         470	           7	    -4.04025	 2.0038e-025	 2.0038e-025	 2.6157e-019	 2.0000e+100	
         101	        -100	         480	           7	    -4.04025	 2.0337e-025	 2.0337e-025	 2.6467e-019	 2.0000e+100	
         101	        -100	         490	           7	    -4.04024	 2.2978e-025	 2.2978e-025	 2.9184e-019	 2.0000e+100	
         101	        -100	         500	           7	    -4.04022	 4.8301e-025	 4.8301e-025	 5.2876e-019	 2.0000e+100	
         101	        -100	         510	           7	    -4.04022	 3.5234e-024	 3.5234e-024	 2.5921e-018	 2.0000e+100	
         101	        -100	         520	           7	    -4.04022	 4.6828e-023	 4.6828e-023	 2.0535e-017	 2.0000e+100	
         101	        -100	         530	           7	    -4.04021	 6.8835e-022	 6.8835e-022	 1.7634e-016	 2.0000e+100	
         101	        -100	         540	           7	     -4.0402	 1.0227e-020	 1.0227e-020	 1.5272e-015	 2.0000e+100	
         101	        -100	         550	           7	    -4.04019	 1.5188e-019	 1.5188e-019	 1.3222e-014	 2.0000e+100	
         101	        -100	         560	           7	    -4.04018	 2.2514e-018	 2.2514e-018	 1.1430e-013	 2.0000e+100	
         101	        -100	         570	           7	    -4.04018	 3.3298e-017	 3.3298e-017	 9.8634e-013	 2.0000e+100	
         101	        -100	         580	           7	    -4.04018	 4.9112e-016	 4.9112e-016	 8.4925e-012	 2.0000e+100	
         101	        -100	         590	           7	    -4.04016	 7.2166e-015	 7.2166e-015	 7.2905e-011	 2.0000e+100	
         101	        -100	         600	           7	    -4.04015	 1.0548e-013	 1.0548e-013	 6.2319e-010	 2.0000e+100	
         101	        -100	         610	           7	    -4.04014	 1.5292e-012	 1.5292e-012	 5.2924e-009	 2.0000e+100	
         101	        -100	         620	           7	    -4.04013	 2.1885e-011	 2.1885e-011	 4.4484e-008	 2.0000e+100	
         101	        -100	         630	           7	    -4.04012	 3.0674e-010	 3.0674e-010	 3.6771e-007	 2.0000e+100	
         101	        -100	         640	           7	    -4.04011	 4.1558e-009	 4.1558e-009	 2.9581e-006	 2.0000e+100	
         101	        -100	         650	           7	     -4.0401	 5.3309e-008	 5.3309e-008	 2.2779e-005	 2.0000e+100	
         101	        -100	         660	           7	    -4.04009	 6.2750e-007	 6.2750e-007	 1.6375e-004	 2.0000e+100	
         101	        -100	         670	           7	    -4.04008	 6.4899e-006	 6.4899e-006	 1.0614e-003	 2.0000e+100	
         101	        -100	         680	           7	    -4.04008	 5.5923e-005	 5.5923e-005	 5.9452e-003	 2.0000e+100	
         101	        -100	         690	           7	    -4.04008	 3.8063e-004	 3.8063e-004	 2.7573e-002	 2.0000e+100	
         101	        -100	         700	     7.00001	    -4.04008	 1.9684e-003	 1.9684e-003	 1.0265e-001	 2.0000e+100	
         101	        -100	         710	     7.00003	    -4.04009	 7.6417e-003	 7.6417e-003	 3.0384e-001	 2.0000e+100	
         101	        -100	         720	     7.00008	    -4.04017	 2.2638e-002	 2.2638e-002	 7.2436e-001	 2.0000e+100	
         101	        -100	         730	      7.0002	    -4.04028	 5.3023e-002	 5.3023e-002	 1.4311e+000	 2.0000e+100	
         101	        -100	         740	     7.00038	    -4.04045	 1.0248e-001	 1.0248e-001	 2.4244e+000	 2.0000e+100	
         101	        -100	         750	     7.00063	    -4.04069	 1.7026e-001	 1.7026e-001	 3.6390e+000	 2.0000e+100	
         101	        -100	         760	     7.00093	      -4.041	 2.5171e-001	 2.5171e-001	 4.9753e+000	 2.0000e+100	
         101	        -100	         770	     7.00126	    -4.04132	 3.4039e-001	 3.4039e-001	 6.3339e+000	 2.0000e+100	
         101	        -100	         780	     7.00159	    -4.04165	 4.3003e-001	 4.3003e-001	 7.6364e+000	 2.0000e+100	
         101	        -100	         790	     7.00191	    -4.04196	 5.1574e-001	 5.1574e-001	 8.8315e+000	 2.0000e+100	
         101	        -100	         800	     7.00221	    -4.04225	 5.9431e-001	 5.9431e-001	 9.8924e+000	 2.0000e+100	
         101	        -100	         810	     7.00247	    -4.04252	 6.6407e-001	 6.6407e-001	 1.0811e+001	 2.0000e+100	
         101	        -100	         820	     7.00269	    -4.04273	 7.2449e-001	 7.2449e-001	 1.1591e+001	 2.0000e+100	
         101	        -100	         830	     7.00288	    -4.04293	 7.7583e-001	 7.7583e-001	 1.2243e+001	 2.0000e+100	
         101	        -100	         840	     7.00305	    -4.04309	 8.1881e-001	 8.1881e-001	 1.2783e+001	 2.0000e+100	
         101	        -100	         850	     7.00318	    -4.04322	 8.5436e-001	 8.5436e-001	 1.3225e+001	 2.0000e+100	
         101	        -100	         860	     7.00329	    -4.04333	 8.8350e-001	 8.8350e-001	 1.3585e+001	 2.0000e+100	
         101	        -100	         870	     7.00338	    -4.04342	 9.0718e-001	 9.0718e-001	 1.3875e+001	 2.0000e+100	
         101	        -100	         880	     7.00345	    -4.04349	 9.2632e-001	 9.2632e-001	 1.4109e+001	 2.0000e+100	
         101	        -100	         890	     7.00351	    -4.04356	 9.4170e-001	 9.4170e-001	 1.4296e+001	 2.0000e+100	
         101	        -100	         900	     7.00355	     -4.0436	 9.5401e-001	 9.5401e-001	 1.4445e+001	 2.0000e+100	
         101	        -100	         910	     7.00359	    -4.04363	 9.6381e-001	 9.6381e-001	 1.4564e+001	 2.0000e+100	
         101	        -100	         920	     7.00362	    -4.04366	 9.7159e-001	 9.7159e-001	 1.4658e+001	 2.0000e+100	
         101	        -100	         930	     7.00364	    -4.04368	 9.7776e-001	 9.7776e-001	 1.4732e+001	 2.0000e+100	
         101	        -100	         940	     7.00366	    -4.04369	 9.8262e-001	 9.8262e-001	 1.4791e+001	 2.0000e+100	
         101	        -100	         950	     7.00367	    -4.04371	 9.8645e-001	 9.8645e-001	 1.4837e+001	 2.0000e+100	
