 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
      10.00000   .100E+01   .000E+00   .100E+02   .000E+00   .000E+00   .000E+00   .724E+00   .000E+00   .769E-33   .000E+00   .000E+00   .000E+00      77  -.9492E+01
      20.00000   .100E+01  -.494E-23   .200E+02  -.446E-23   .000E+00   .000E+00   .881E+00   .000E+00   .539E-23   .000E+00   .000E+00   .000E+00     138  -.1892E+02
      30.00000   .100E+01  -.172E-20   .300E+02  -.499E-20   .000E+00   .000E+00   .940E+00   .000E+00   .176E-20   .000E+00   .000E+00   .000E+00     199  -.2833E+02
      40.00000   .100E+01  -.227E-20   .400E+02  -.315E-19   .000E+00   .000E+00   .968E+00   .000E+00   .224E-20   .000E+00   .000E+00   .000E+00     260  -.3774E+02
      50.00000   .100E+01  -.266E-21   .500E+02  -.420E-19   .000E+00   .000E+00   .982E+00   .000E+00   .259E-21   .000E+00   .000E+00   .000E+00     321  -.4714E+02
      60.00000   .100E+01  -.801E-23   .600E+02  -.428E-19   .000E+00   .000E+00   .990E+00   .000E+00   .775E-23   .000E+00   .000E+00   .000E+00     382  -.5653E+02
      70.00000   .100E+01  -.291E-24   .700E+02  -.428E-19   .000E+00   .000E+00   .994E+00   .000E+00   .287E-24   .000E+00   .000E+00   .000E+00     443  -.6593E+02
      80.00000   .100E+01  -.200E-24   .800E+02  -.428E-19   .000E+00   .000E+00   .996E+00   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     504  -.7532E+02
      90.00000   .100E+01  -.200E-24   .900E+02  -.428E-19   .000E+00   .000E+00   .998E+00   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     565  -.8471E+02
     100.00000   .100E+01  -.200E-24   .100E+03  -.428E-19   .000E+00   .000E+00   .999E+00   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     626  -.9409E+02
     110.00000   .100E+01  -.200E-24   .110E+03  -.428E-19   .000E+00   .000E+00   .999E+00   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     687  -.1035E+03
     120.00000   .100E+01  -.200E-24   .120E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     748  -.1129E+03
     130.00000   .100E+01  -.200E-24   .130E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     809  -.1222E+03
     140.00000   .100E+01  -.200E-24   .140E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     870  -.1316E+03
     150.00000   .100E+01  -.200E-24   .150E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     931  -.1410E+03
     160.00000   .100E+01  -.200E-24   .160E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00     992  -.1504E+03
     170.00000   .100E+01  -.200E-24   .170E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1053  -.1598E+03
     180.00000   .100E+01  -.200E-24   .180E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1114  -.1692E+03
     190.00000   .100E+01  -.200E-24   .190E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1175  -.1785E+03
     200.00000   .100E+01  -.200E-24   .200E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1236  -.1879E+03
     210.00000   .100E+01  -.200E-24   .210E+03  -.428E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1297  -.1973E+03
     220.00000   .100E+01  -.200E-24   .220E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1358  -.2067E+03
     230.00000   .100E+01  -.200E-24   .230E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1419  -.2161E+03
     240.00000   .100E+01  -.200E-24   .240E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1480  -.2254E+03
     250.00000   .100E+01  -.200E-24   .250E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1541  -.2348E+03
     260.00000   .100E+01  -.200E-24   .260E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1602  -.2442E+03
     270.00000   .100E+01  -.200E-24   .270E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1663  -.2536E+03
     280.00000   .100E+01  -.200E-24   .280E+03  -.429E-19   .000E+00   .000E+00   .100E+01   .000E+00   .200E-24   .000E+00   .000E+00   .000E+00    1724  -.2630E+03
