 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Example 2 - Grass Field Problem (Hupselse Beek 1982)                  *
 *   Modified model of soil hydraulic parameters                        *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)............... 50
 No. of observations.................(NOBb)............. 176


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .399
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     1.600
 Saturated conductivity..............(CONDS).......... .1000E+02
 Pore conectivity factor.............(L)..............      .500


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .339
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     2.000
 Saturated conductivity..............(CONDS).......... .3000E+02
 Pore conectivity factor.............(L)..............      .500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
   139    246.000    -73.663       1     2       .001344
   140    246.667   -201.603       1     1       .001344
   141    248.229     20.738       1     3       .001344
   142    248.589    -74.745       1     2       .001344
   143    252.500    -76.912       1     2       .001344
   144    253.000     18.253       1     3       .001344
   145    253.500   -224.253       1     1       .001344
   146    260.000    -82.176       1     2       .001344
   147    260.000     13.557       1     3       .001344
   148    262.680   -251.024       1     1       .001344
   149    262.680  -.519E-03       3     2       .036790
   150    262.680    -23.200       0     1       .000026
   151    262.680     -1.500       0     2       .000026
   152    263.333    -84.660       1     2       .001344
   153    263.500     11.081       1     3       .001344
   154    266.000    -86.654       1     2       .001344
   155    268.520   -233.861       1     1       .001344
   156    268.520      7.625       1     3       .001344
   157    269.000    -88.523       1     2       .001344
   158    271.333      5.979       1     3       .001344
   159    271.667    -89.996       1     2       .001344
   160    272.300   -224.490       1     1       .001344
   161    273.000   -209.690       1     1       .001344
   162    273.000    -90.638       1     2       .001344
   163    273.000      5.121       1     3       .001344
   164    273.000  -.476E-03       3     2       .036790
   165    273.000    -25.400       0     1       .000026
   166    273.000     -1.500       0     2       .000026
   167    -47.500       .341       5     1       .007241
   168    -75.600       .312       5     1       .007241
   169   -152.000       .260       5     1       .007241
   170   -305.000       .208       5     1       .007241
   171   -486.000       .176       5     1       .007241
   172    -47.500      1.139       6     1       .001034
   173    -75.600       .464       6     1       .001034
   174   -152.000       .091       6     1       .001034
   175   -305.000       .014       6     1       .001034
   176   -486.000   .388E-02       6     1       .001034



 Parameter estimation with the  1. initial estimate
 ==================================================

 Iteration     SSQ        ALPHA      N          CONDS      ALPHA      N          CONDS 
      0    .6025D+00     .03000    1.60000   10.00000     .03000    2.00000   30.00000
      1    .1294D+00     .02154    1.52450   11.14629     .01500    1.60000   24.15172
      2    .6912D-01     .02094    1.40622   14.96749     .00980    1.75266   49.96123
      3    .8049D-02     .02214    1.39934   24.94882     .01088    1.85169   49.18483
      4    .2232D-02     .02246    1.38518   34.18919     .01148    1.78332   45.63374
      5    .1829D-02     .02004    1.36460   36.36202     .01274    1.65793   35.51652
      6    .1756D-04     .01863    1.37921   34.66775     .01311    1.64565   37.58507
      7    .1061D-04     .01766    1.38291   31.14725     .01348    1.62045   39.88698
      8    .5242D-05     .01721    1.38194   29.24046     .01382    1.60247   43.28716
      9    .2120D-05     .01718    1.38089   29.08327     .01391    1.59947   44.45617
     10    .2112D-05     .01721    1.38124   29.18159     .01387    1.60136   44.10371


 Mass balance error in FE solution during final run was   .2628 %

 RSQUARE for regression of predicted vs observed =1.00000


 Correlation matrix
 ==================
         1          2          3          4          5          6
   1   1.0000
   2   -.5443     1.0000
   3    .9731     -.4602     1.0000
   4   -.5940     -.2818     -.6261     1.0000
   5    .6932      .0891      .7040     -.9727     1.0000
   6   -.3354     -.5342     -.4290      .9293     -.8565     1.0000

 Non-linear least-squares analysis: final results
 ================================================
                                           95% Confidence limits
 Variable        Value        S.E.Coeff.     Lower         Upper
   ALPHA        .017210         .00006       .01710       .01733
