        soln	      dist_x	        time	          pH	          pe	          Cl	          Ca	          Mg	          Na	           K	          Al	          Br	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          21	          -4	           0	         5.5	           4	 1.0000e-007	 1.0000e-007	 7.5000e-004	 6.0000e-003	 2.0000e-003	 5.0000e-004	 1.1152e-002	 9.0000e-005	 2.5000e-004	 1.0000e-004	 0.0000e+000	 6.7673e-007	 3.2024e-003	 1.3034e-003	 2.1775e-003	 1.3245e-003	 3.8545e-004	 1.6914e-003	 7.5828e-004	
          21	          -4	         0.1	         5.5	     12.9901	 1.6658e-007	 1.0003e-007	 7.5000e-004	 6.0000e-003	 2.0000e-003	 5.0000e-004	 1.1152e-002	 9.0001e-005	 2.5000e-004	 1.0000e-004	 0.0000e+000	 6.7693e-007	 3.2024e-003	 1.3034e-003	 2.1775e-003	 1.3245e-003	 3.8545e-004	 1.6914e-003	 7.5828e-004	
          21	          -4	         0.2	     5.49986	     12.9912	 7.4576e-006	 1.0140e-007	 7.5041e-004	 5.9996e-003	 2.0006e-003	 5.0015e-004	 1.1147e-002	 9.0092e-005	 2.5014e-004	 1.0008e-004	 0.0000e+000	 6.8584e-007	 3.2025e-003	 1.3030e-003	 2.1776e-003	 1.3245e-003	 3.8546e-004	 1.6914e-003	 7.5829e-004	
          21	          -4	         0.3	     5.49875	     12.9966	 5.6317e-005	 1.1058e-007	 7.5347e-004	 5.9948e-003	 2.0046e-003	 5.0118e-004	 1.1110e-002	 9.0751e-005	 2.5115e-004	 1.0062e-004	 0.0000e+000	 7.4508e-007	 3.2034e-003	 1.2995e-003	 2.1779e-003	 1.3250e-003	 3.8557e-004	 1.6917e-003	 7.5841e-004	
          21	          -4	         0.4	     5.49534	     13.0161	 1.7372e-004	 1.4387e-007	 7.6225e-004	 5.9771e-003	 2.0155e-003	 5.0378e-004	 1.1023e-002	 9.2525e-005	 2.5404e-004	 1.0212e-004	 0.0000e+000	 9.5909e-007	 3.2062e-003	 1.2887e-003	 2.1780e-003	 1.3268e-003	 3.8594e-004	 1.6926e-003	 7.5880e-004	
          21	          -4	         0.5	     5.48856	     13.0365	 3.5758e-004	 2.3819e-007	 7.7864e-004	 5.9387e-003	 2.0333e-003	 5.0790e-004	 1.0886e-002	 9.5677e-005	 2.5939e-004	 1.0483e-004	 0.0000e+000	 1.5574e-006	 3.2122e-003	 1.2681e-003	 2.1761e-003	 1.3307e-003	 3.8674e-004	 1.6946e-003	 7.5964e-004	
          21	          -4	         0.6	      5.4779	     13.0557	 5.9328e-004	 4.6775e-007	 8.0322e-004	 5.8765e-003	 2.0558e-003	 5.1309e-004	 1.0710e-002	 1.0026e-004	 2.6738e-004	 1.0882e-004	 0.0000e+000	 2.9737e-006	 3.2219e-003	 1.2373e-003	 2.1694e-003	 1.3374e-003	 3.8804e-004	 1.6977e-003	 7.6108e-004	
          21	          -4	         0.7	     5.46339	     13.0797	 8.6509e-004	 9.6670e-007	 8.3569e-004	 5.7913e-003	 2.0794e-003	 5.1890e-004	 1.0507e-002	 1.0619e-004	 2.7791e-004	 1.1403e-004	 0.0000e+000	 5.9307e-006	 3.2349e-003	 1.1979e-003	 2.1556e-003	 1.3470e-003	 3.8975e-004	 1.7021e-003	 7.6315e-004	
          21	          -4	         0.8	     5.44538	     13.1044	 1.1599e-003	 1.9541e-006	 8.7519e-004	 5.6861e-003	 2.1010e-003	 5.2494e-004	 1.0288e-002	 1.1332e-004	 2.9074e-004	 1.2038e-004	 0.0000e+000	 1.1502e-005	 3.2503e-003	 1.1520e-003	 2.1333e-003	 1.3596e-003	 3.9158e-004	 1.7076e-003	 7.6581e-004	
          21	          -4	         0.9	     5.42435	     13.1309	 1.4676e-003	 3.7541e-006	 9.2046e-004	 5.5646e-003	 2.1182e-003	 5.3094e-004	 1.0058e-002	 1.2138e-004	 3.0551e-004	 1.2772e-004	 0.0000e+000	 2.1114e-005	 3.2664e-003	 1.1020e-003	 2.1024e-003	 1.3750e-003	 3.9309e-004	 1.7137e-003	 7.6893e-004	
          21	          -4	           1	      5.4008	     13.1629	 1.7809e-003	 6.8026e-006	 9.7010e-004	 5.4305e-003	 2.1296e-003	 5.3674e-004	 9.8250e-003	 1.3008e-004	 3.2186e-004	 1.3592e-004	 0.0000e+000	 3.6468e-005	 3.2813e-003	 1.0500e-003	 2.0636e-003	 1.3931e-003	 3.9376e-004	 1.7200e-003	 7.7228e-004	
          21	          -4	         1.1	     5.37515	      13.969	 2.0944e-003	 1.1634e-005	 1.0226e-003	 5.2873e-003	 2.1346e-003	 5.4224e-004	 9.5913e-003	 1.3906e-004	 3.3940e-004	 1.4479e-004	 0.0000e+000	 5.9376e-005	 3.2930e-003	 9.9749e-004	 2.0183e-003	 1.4136e-003	 3.9311e-004	 1.7258e-003	 7.7555e-004	
          21	          -4	         1.2	     5.34775	     13.9912	 2.4046e-003	 1.8845e-005	 1.0765e-003	 5.1380e-003	 2.1332e-003	 5.4741e-004	 9.3602e-003	 1.4799e-004	 3.5771e-004	 1.5417e-004	 0.0000e+000	 9.1551e-005	 3.2997e-003	 9.4570e-004	 1.9678e-003	 1.4364e-003	 3.9080e-004	 1.7305e-003	 7.7839e-004	
          21	          -4	         1.3	     5.31883	     14.0205	 2.7088e-003	 2.9045e-005	 1.1305e-003	 4.9850e-003	 2.1258e-003	 5.5226e-004	 9.1335e-003	 1.5656e-004	 3.7642e-004	 1.6387e-004	 0.0000e+000	 1.3438e-004	 3.3002e-003	 8.9542e-004	 1.9137e-003	 1.4613e-003	 3.8663e-004	 1.7335e-003	 7.8041e-004	
          21	          -4	         1.4	     5.28858	     14.0508	 3.0054e-003	 4.2798e-005	 1.1834e-003	 4.8303e-003	 2.1129e-003	 5.5682e-004	 8.9125e-003	 1.6453e-004	 3.9514e-004	 1.7369e-004	 0.0000e+000	 1.8877e-004	 3.2935e-003	 8.4714e-004	 1.8572e-003	 1.4883e-003	 3.8063e-004	 1.7340e-003	 7.8125e-004	
