 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .10000   .000E+00  -.100E-03   .000E+00  -.100E-04   .000E+00   .000E+00   .141E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      13   .2962E-04
        .20000   .000E+00  -.100E-03   .000E+00  -.200E-04   .000E+00   .000E+00   .144E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      17   .5858E-04
        .30000   .000E+00  -.100E-03   .000E+00  -.300E-04   .000E+00   .000E+00   .145E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      21   .8701E-04
        .40000   .000E+00  -.100E-03   .000E+00  -.400E-04   .000E+00   .000E+00   .144E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      25   .1150E-03
        .50000   .000E+00  -.100E-03   .000E+00  -.500E-04   .000E+00   .000E+00   .143E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      29   .1426E-03
        .60000   .000E+00  -.100E-03   .000E+00  -.600E-04   .000E+00   .000E+00   .141E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      33   .1699E-03
        .70000   .000E+00  -.100E-03   .000E+00  -.700E-04   .000E+00   .000E+00   .138E-03   .000E+00   .100E-03   .000E+00   .000E+00   .000E+00      37   .1969E-03
        .80000   .000E+00  -.100E-03   .000E+00  -.801E-04   .000E+00   .000E+00   .136E-03   .000E+00   .101E-03   .000E+00   .000E+00   .000E+00      41   .2237E-03
        .90000   .000E+00  -.101E-03   .000E+00  -.901E-04   .000E+00   .000E+00   .133E-03   .000E+00   .101E-03   .000E+00   .000E+00   .000E+00      45   .2503E-03
       1.00000   .000E+00  -.102E-03   .000E+00  -.100E-03   .000E+00   .000E+00   .131E-03   .000E+00   .102E-03   .000E+00   .000E+00   .000E+00      49   .2767E-03
       1.10000   .000E+00  -.103E-03   .000E+00  -.111E-03   .000E+00   .000E+00   .128E-03   .000E+00   .103E-03   .000E+00   .000E+00   .000E+00      53   .3030E-03
       1.20000   .000E+00  -.104E-03   .000E+00  -.121E-03   .000E+00   .000E+00   .126E-03   .000E+00   .104E-03   .000E+00   .000E+00   .000E+00      57   .3291E-03
       1.30000   .000E+00  -.106E-03   .000E+00  -.131E-03   .000E+00   .000E+00   .123E-03   .000E+00   .106E-03   .000E+00   .000E+00   .000E+00      61   .3552E-03
       1.40000   .000E+00  -.108E-03   .000E+00  -.142E-03   .000E+00   .000E+00   .121E-03   .000E+00   .109E-03   .000E+00   .000E+00   .000E+00      65   .3812E-03
       1.50000   .000E+00  -.111E-03   .000E+00  -.153E-03   .000E+00   .000E+00   .118E-03   .000E+00   .111E-03   .000E+00   .000E+00   .000E+00      69   .4071E-03
       1.60000   .000E+00  -.114E-03   .000E+00  -.164E-03   .000E+00   .000E+00   .116E-03   .000E+00   .114E-03   .000E+00   .000E+00   .000E+00      73   .4330E-03
       1.70000   .000E+00  -.118E-03   .000E+00  -.176E-03   .000E+00   .000E+00   .113E-03   .000E+00   .118E-03   .000E+00   .000E+00   .000E+00      77   .4589E-03
       1.80000   .000E+00  -.122E-03   .000E+00  -.188E-03   .000E+00   .000E+00   .111E-03   .000E+00   .122E-03   .000E+00   .000E+00   .000E+00      81   .4847E-03
       1.90000   .000E+00  -.127E-03   .000E+00  -.201E-03   .000E+00   .000E+00   .109E-03   .000E+00   .127E-03   .000E+00   .000E+00   .000E+00      85   .5107E-03
       2.00000   .000E+00  -.132E-03   .000E+00  -.214E-03   .000E+00   .000E+00   .107E-03   .000E+00   .132E-03   .000E+00   .000E+00   .000E+00      89   .5367E-03
       2.10000   .000E+00  -.137E-03   .000E+00  -.227E-03   .000E+00   .000E+00   .104E-03   .000E+00   .137E-03   .000E+00   .000E+00   .000E+00      93   .5628E-03
       2.20000   .000E+00  -.143E-03   .000E+00  -.241E-03   .000E+00   .000E+00   .102E-03   .000E+00   .143E-03   .000E+00   .000E+00   .000E+00      97   .5890E-03
       2.30000   .000E+00  -.149E-03   .000E+00  -.256E-03   .000E+00   .000E+00   .100E-03   .000E+00   .150E-03   .000E+00   .000E+00   .000E+00     101   .6153E-03
