        soln	      dist_x	        time	          pH	          pe	          Cl	          Ca	          Mg	          Na	           K	          Al	          Br	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          41	          -8	         1.5	      5.4783	     13.8584	 8.7729e-004	 1.2425e-007	 8.1471e-004	 5.8633e-003	 2.0845e-003	 5.2279e-004	 1.0498e-002	 1.0353e-004	 2.7129e-004	 1.1126e-004	 0.0000e+000	 7.7878e-007	 3.2220e-003	 1.2258e-003	 2.1842e-003	 1.3341e-003	 3.8816e-004	 1.6975e-003	 7.6086e-004	
          41	          -8	         1.6	     5.47122	     13.8658	 1.0719e-003	 1.4112e-007	 8.3396e-004	 5.8126e-003	 2.1051e-003	 5.2815e-004	 1.0353e-002	 1.0733e-004	 2.7755e-004	 1.1446e-004	 0.0000e+000	 8.6597e-007	 3.2290e-003	 1.2024e-003	 2.1825e-003	 1.3381e-003	 3.8918e-004	 1.6997e-003	 7.6181e-004	
          41	          -8	         1.7	     5.46292	     13.8743	 1.2795e-003	 1.6960e-007	 8.5615e-004	 5.7527e-003	 2.1267e-003	 5.3386e-004	 1.0199e-002	 1.1169e-004	 2.8473e-004	 1.1813e-004	 0.0000e+000	 1.0164e-006	 3.2373e-003	 1.1760e-003	 2.1789e-003	 1.3429e-003	 3.9041e-004	 1.7023e-003	 7.6296e-004	
          41	          -8	         1.8	     5.45341	      13.884	 1.4976e-003	 2.1711e-007	 8.8130e-004	 5.6836e-003	 2.1486e-003	 5.3983e-004	 1.0036e-002	 1.1661e-004	 2.9284e-004	 1.2226e-004	 0.0000e+000	 1.2678e-006	 3.2471e-003	 1.1469e-003	 2.1730e-003	 1.3487e-003	 3.9185e-004	 1.7053e-003	 7.6432e-004	
          41	          -8	         1.9	      5.4427	     13.8947	 1.7239e-003	 2.9502e-007	 9.0934e-004	 5.6057e-003	 2.1701e-003	 5.4595e-004	 9.8674e-003	 1.2209e-004	 3.0186e-004	 1.2686e-004	 0.0000e+000	 1.6753e-006	 3.2581e-003	 1.1155e-003	 2.1644e-003	 1.3554e-003	 3.9347e-004	 1.7088e-003	 7.6590e-004	
          41	          -8	           2	     5.43084	     13.9063	 1.9564e-003	 4.2019e-007	 9.4016e-004	 5.5196e-003	 2.1907e-003	 5.5213e-004	 9.6942e-003	 1.2811e-004	 3.1175e-004	 1.3190e-004	 0.0000e+000	 2.3166e-006	 3.2704e-003	 1.0823e-003	 2.1528e-003	 1.3632e-003	 3.9523e-004	 1.7128e-003	 7.6771e-004	
          41	          -8	         2.1	     5.41789	     13.9188	 2.1930e-003	 6.1689e-007	 9.7364e-004	 5.4259e-003	 2.2095e-003	 5.5829e-004	 9.5179e-003	 1.3465e-004	 3.2248e-004	 1.3739e-004	 0.0000e+000	 3.2975e-006	 3.2838e-003	 1.0476e-003	 2.1380e-003	 1.3720e-003	 3.9706e-004	 1.7171e-003	 7.6975e-004	
          41	          -8	         2.2	     5.40391	     13.9319	 2.4322e-003	 9.1885e-007	 1.0096e-003	 5.3254e-003	 2.2263e-003	 5.6436e-004	 9.3396e-003	 1.4165e-004	 3.3399e-004	 1.4331e-004	 0.0000e+000	 4.7573e-006	 3.2980e-003	 1.0119e-003	 2.1201e-003	 1.3817e-003	 3.9889e-004	 1.7219e-003	 7.7201e-004	
          41	          -8	         2.3	     5.38897	     13.9458	 2.6723e-003	 1.3715e-006	 1.0478e-003	 5.2188e-003	 2.2404e-003	 5.7027e-004	 9.1607e-003	 1.4908e-004	 3.4624e-004	 1.4963e-004	 0.0000e+000	 6.8727e-006	 3.3128e-003	 9.7559e-004	 2.0990e-003	 1.3925e-003	 4.0061e-004	 1.7270e-003	 7.7448e-004	
          41	          -8	         2.4	     5.37312	     13.9602	 2.9122e-003	 2.0341e-006	 1.0879e-003	 5.1071e-003	 2.2516e-003	 5.7597e-004	 8.9819e-003	 1.5685e-004	 3.5914e-004	 1.5633e-004	 0.0000e+000	 9.8614e-006	 3.3279e-003	 9.3904e-004	 2.0749e-003	 1.4041e-003	 4.0211e-004	 1.7324e-003	 7.7715e-004	
          41	          -8	         2.5	     5.35644	     13.9752	 3.1506e-003	 2.9815e-006	 1.1298e-003	 4.9911e-003	 2.2596e-003	 5.8143e-004	 8.8043e-003	 1.6487e-004	 3.7266e-004	 1.6339e-004	 0.0000e+000	 1.3982e-005	 3.3430e-003	 9.0256e-004	 2.0479e-003	 1.4168e-003	 4.0327e-004	 1.7381e-003	 7.7999e-004	
          41	          -8	         2.6	     5.33896	     13.9906	 3.3866e-003	 4.3056e-006	 1.1731e-003	 4.8715e-003	 2.2642e-003	 5.8662e-004	 8.6284e-003	 1.7306e-004	 3.8671e-004	 1.7078e-004	 0.0000e+000	 1.9531e-005	 3.3576e-003	 8.6642e-004	 2.0183e-003	 1.4304e-003	 4.0398e-004	 1.7441e-003	 7.8297e-004	
          41	          -8	         2.7	     5.32072	     14.0065	 3.6194e-003	 6.1154e-006	 1.2175e-003	 4.7491e-003	 2.2654e-003	 5.9151e-004	 8.4549e-003	 1.8131e-004	 4.0123e-004	 1.7847e-004	 0.0000e+000	 2.6839e-005	 3.3715e-003	 8.3082e-004	 1.9863e-003	 1.4450e-003	 4.0413e-004	 1.7501e-003	 7.8606e-004	
          41	          -8	         2.8	     5.30176	     14.0229	 3.8483e-003	 8.5368e-006	 1.2627e-003	 4.6247e-003	 2.2632e-003	 5.9611e-004	 8.2843e-003	 1.8952e-004	 4.1614e-004	 1.8643e-004	 0.0000e+000	 3.6261e-005	 3.3842e-003	 7.9594e-004	 1.9522e-003	 1.4605e-003	 4.0362e-004	 1.7562e-003	 7.8918e-004	
          41	          -8	         2.9	     5.28207	     14.0398	 4.0728e-003	 1.1711e-005	 1.3083e-003	 4.4990e-003	 2.2575e-003	 6.0043e-004	 8.1170e-003	 1.9757e-004	 4.3138e-004	 1.9461e-004	 0.0000e+000	 4.8167e-005	 3.3953e-003	 7.6194e-004	 1.9162e-003	 1.4769e-003	 4.0239e-004	 1.7622e-003	 7.9230e-004	
          41	          -8	           3	     5.26168	     14.0571	 4.2924e-003	 1.5792e-005	 1.3540e-003	 4.3725e-003	 2.2486e-003	 6.0446e-004	 7.9534e-003	 2.0537e-004	 4.4685e-004	 2.0299e-004	 0.0000e+000	 6.2927e-005	 3.4044e-003	 7.2890e-004	 1.8786e-003	 1.4944e-003	 4.0037e-004	 1.7679e-003	 7.9532e-004	
          41	          -8	         3.1	     5.24057	      14.075	 4.5068e-003	 2.0941e-005	 1.3995e-003	 4.2459e-003	 2.2365e-003	 6.0824e-004	 7.7936e-003	 2.1282e-004	 4.6249e-004	 2.1150e-004	 0.0000e+000	 8.0899e-005	 3.4113e-003	 6.9690e-004	 1.8398e-003	 1.5129e-003	 3.9755e-004	 1.7734e-003	 7.9816e-004	
          41	          -8	         3.2	     5.21872	     14.0933	 4.7156e-003	 2.7327e-005	 1.4444e-003	 4.1196e-003	 2.2214e-003	 6.1178e-004	 7.6380e-003	 2.1985e-004	 4.7821e-004	 2.2011e-004	 0.0000e+000	 1.0241e-004	 3.4156e-003	 6.6599e-004	 1.7998e-003	 1.5324e-003	 3.9391e-004	 1.7783e-003	 8.0073e-004	
          41	          -8	         3.3	     5.19609	     14.1123	 4.9187e-003	 3.5116e-005	 1.4885e-003	 3.9941e-003	 2.2034e-003	 6.1511e-004	 7.4867e-003	 2.2637e-004	 4.9392e-004	 2.2876e-004	 0.0000e+000	 1.2777e-004	 3.4170e-003	 6.3620e-004	 1.7591e-003	 1.5531e-003	 3.8947e-004	 1.7826e-003	 8.0295e-004	
          41	          -8	         3.4	     5.17264	     14.1319	 5.1159e-003	 4.4470e-005	 1.5313e-003	 3.8697e-003	 2.1829e-003	 6.1828e-004	 7.3397e-003	 2.3232e-004	 5.0953e-004	 2.3741e-004	 0.0000e+000	 1.5719e-004	 3.4154e-003	 6.0755e-004	 1.7177e-003	 1.5748e-003	 3.8427e-004	 1.7860e-003	 8.0471e-004	
          41	          -8	         3.5	     5.14832	     14.1522	 5.3072e-003	 5.5541e-005	 1.5728e-003	 3.7468e-003	 2.1599e-003	 6.2130e-004	 7.1971e-003	 2.3767e-004	 5.2496e-004	 2.4598e-004	 0.0000e+000	 1.9088e-004	 3.4106e-003	 5.8004e-004	 1.6758e-003	 1.5978e-003	 3.7834e-004	 1.7886e-003	 8.0593e-004	
          41	          -8	         3.6	     5.12305	     14.1733	 5.4925e-003	 6.8467e-005	 1.6127e-003	 3.6257e-003	 2.1347e-003	 6.2422e-004	 7.0590e-003	 2.4238e-004	 5.4012e-004	 2.5443e-004	 0.0000e+000	 2.2895e-004	 3.4025e-003	 5.5365e-004	 1.6338e-003	 1.6220e-003	 3.7175e-004	 1.7900e-003	 8.0653e-004	
          41	          -8	         3.7	     5.09673	     14.1954	 5.6718e-003	 8.3366e-005	 1.6506e-003	 3.5066e-003	 2.1076e-003	 6.2708e-004	 6.9255e-003	 2.4643e-004	 5.5492e-004	 2.6270e-004	 0.0000e+000	 2.7144e-004	 3.3910e-003	 5.2838e-004	 1.5916e-003	 1.6474e-003	 3.6456e-004	 1.7902e-003	 8.0642e-004	
          41	          -8	         3.8	     5.06926	     14.2184	 5.8450e-003	 1.0034e-004	 1.6865e-003	 3.3897e-003	 2.0786e-003	 6.2991e-004	 6.7963e-003	 2.4981e-004	 5.6927e-004	 2.7074e-004	 0.0000e+000	 3.1834e-004	 3.3762e-003	 5.0419e-004	 1.5496e-003	 1.6743e-003	 3.5686e-004	 1.7891e-003	 8.0554e-004	
          41	          -8	         3.9	     5.04049	     14.2426	 6.0124e-003	 1.1945e-004	 1.7202e-003	 3.2752e-003	 2.0480e-003	 6.3275e-004	 6.6716e-003	 2.5252e-004	 5.8310e-004	 2.7849e-004	 0.0000e+000	 3.6956e-004	 3.3581e-003	 4.8107e-004	 1.5077e-003	 1.7026e-003	 3.4870e-004	 1.7866e-003	 8.0384e-004	
          41	          -8	           4	     5.01025	     14.2682	 6.1739e-003	 1.4075e-004	 1.7516e-003	 3.1632e-003	 2.0161e-003	 6.3563e-004	 6.5513e-003	 2.5457e-004	 5.9632e-004	 2.8590e-004	 0.0000e+000	 4.2495e-004	 3.3367e-003	 4.5897e-004	 1.4661e-003	 1.7324e-003	 3.4016e-004	 1.7825e-003	 8.0128e-004	
          41	          -8	         4.1	     4.97834	     14.2953	 6.3296e-003	 1.6427e-004	 1.7806e-003	 3.0539e-003	 1.9829e-003	 6.3861e-004	 6.4353e-003	 2.5598e-004	 6.0886e-004	 2.9292e-004	 0.0000e+000	 4.8431e-004	 3.3122e-003	 4.3787e-004	 1.4249e-003	 1.7639e-003	 3.3132e-004	 1.7769e-003	 7.9783e-004	
          41	          -8	         4.2	      4.9445	     14.3242	 6.4796e-003	 1.9000e-004	 1.8071e-003	 2.9472e-003	 1.9486e-003	 6.4170e-004	 6.3235e-003	 2.5677e-004	 6.2067e-004	 2.9952e-004	 0.0000e+000	 5.4738e-004	 3.2848e-003	 4.1774e-004	 1.3843e-003	 1.7971e-003	 3.2225e-004	 1.7696e-003	 7.9348e-004	
          41	          -8	         4.3	     4.90838	     14.3553	 6.6241e-003	 2.1791e-004	 1.8310e-003	 2.8434e-003	 1.9135e-003	 6.4496e-004	 6.2158e-003	 2.5697e-004	 6.3167e-004	 3.0566e-004	 0.0000e+000	 6.1386e-004	 3.2546e-003	 3.9853e-004	 1.3441e-003	 1.8323e-003	 3.1300e-004	 1.7607e-003	 7.8822e-004	
          41	          -8	         4.4	     4.86955	     14.3889	 6.7632e-003	 2.4793e-004	 1.8524e-003	 2.7424e-003	 1.8776e-003	 6.4842e-004	 6.1121e-003	 2.5660e-004	 6.4182e-004	 3.1129e-004	 0.0000e+000	 6.8343e-004	 3.2217e-003	 3.8021e-004	 1.3047e-003	 1.8696e-003	 3.0364e-004	 1.7502e-003	 7.8205e-004	
          41	          -8	         4.5	     4.82746	     14.4257	 6.8970e-003	 2.8001e-004	 1.8711e-003	 2.6442e-003	 1.8411e-003	 6.5211e-004	 6.0124e-003	 2.5571e-004	 6.5106e-004	 3.1641e-004	 0.0000e+000	 7.5572e-004	 3.1863e-003	 3.6275e-004	 1.2659e-003	 1.9092e-003	 2.9423e-004	 1.7380e-003	 7.7499e-004	
          41	          -8	         4.6	     4.78134	     14.4666	 7.0256e-003	 3.1403e-004	 1.8872e-003	 2.5488e-003	 1.8041e-003	 6.5608e-004	 5.9165e-003	 2.5432e-004	 6.5935e-004	 3.2096e-004	 0.0000e+000	 8.3036e-004	 3.1487e-003	 3.4611e-004	 1.2278e-003	 1.9513e-003	 2.8479e-004	 1.7242e-003	 7.6707e-004	
          41	          -8	         4.7	     4.73015	     14.5124	 7.1493e-003	 3.4987e-004	 1.9008e-003	 2.4563e-003	 1.7667e-003	 6.6034e-004	 5.8244e-003	 2.5247e-004	 6.6666e-004	 3.2495e-004	 0.0000e+000	 9.0694e-004	 3.1089e-003	 3.3025e-004	 1.1905e-003	 1.9962e-003	 2.7539e-004	 1.7087e-003	 7.5831e-004	
          41	          -8	         4.8	     4.67239	     14.5647	 7.2682e-003	 3.8739e-004	 1.9117e-003	 2.3666e-003	 1.7291e-003	 6.6495e-004	 5.7358e-003	 2.5019e-004	 6.7293e-004	 3.2834e-004	 0.0000e+000	 9.8506e-004	 3.0672e-003	 3.1514e-004	 1.1540e-003	 2.0442e-003	 2.6606e-004	 1.6916e-003	 7.4873e-004	
          41	          -8	         4.9	     4.60588	     14.6256	 7.3823e-003	 4.2642e-004	 1.9200e-003	 2.2797e-003	 1.6913e-003	 6.6992e-004	 5.6507e-003	 2.4751e-004	 6.7813e-004	 3.3112e-004	 0.0000e+000	 1.0643e-003	 3.0238e-003	 3.0076e-004	 1.1183e-003	 2.0957e-003	 2.5683e-004	 1.6730e-003	 7.3838e-004	
          41	          -8	           5	     4.52726	     14.6984	 7.4919e-003	 4.6677e-004	 1.9257e-003	 2.1955e-003	 1.6534e-003	 6.7527e-004	 5.5691e-003	 2.4445e-004	 6.8219e-004	 3.3326e-004	 0.0000e+000	 1.1443e-003	 2.9787e-003	 2.8707e-004	 1.0835e-003	 2.1511e-003	 2.4773e-004	 1.6528e-003	 7.2729e-004	
          41	          -8	         5.1	     4.43134	     14.7884	 7.5972e-003	 5.0819e-004	 1.9286e-003	 2.1141e-003	 1.6155e-003	 6.8102e-004	 5.4906e-003	 2.4104e-004	 6.8503e-004	 3.3471e-004	 0.0000e+000	 1.2246e-003	 2.9324e-003	 2.7405e-004	 1.0496e-003	 2.2105e-003	 2.3880e-004	 1.6312e-003	 7.1552e-004	
          41	          -8	         5.2	     4.31038	     14.9032	 7.6982e-003	 5.5036e-004	 1.9285e-003	 2.0353e-003	 1.5775e-003	 6.8712e-004	 5.4154e-003	 2.3728e-004	 6.8650e-004	 3.3541e-004	 0.0000e+000	 1.3050e-003	 2.8853e-003	 2.6172e-004	 1.0166e-003	 2.2730e-003	 2.3009e-004	 1.6083e-003	 7.0318e-004	
          41	          -8	         5.3	     4.15624	     15.0509	 7.7951e-003	 5.9281e-004	 1.9249e-003	 1.9590e-003	 1.5394e-003	 6.9345e-004	 5.3431e-003	 2.3316e-004	 6.8635e-004	 3.3524e-004	 0.0000e+000	 1.3855e-003	 2.8385e-003	 2.5009e-004	 9.8494e-004	 2.3351e-003	 2.2172e-004	 1.5846e-003	 6.9050e-004	
          41	          -8	         5.4	     3.97547	     15.2247	 7.8880e-003	 6.3502e-004	 1.9175e-003	 1.8853e-003	 1.5013e-003	 6.9972e-004	 5.2739e-003	 2.2868e-004	 6.8434e-004	 3.3410e-004	 0.0000e+000	 1.4666e-003	 2.7942e-003	 2.3925e-004	 9.5487e-004	 2.3876e-003	 2.1389e-004	 1.5611e-003	 6.7802e-004	
          41	          -8	         5.5	     3.80503	     15.3878	 7.9772e-003	 6.7692e-004	 1.9073e-003	 1.8141e-003	 1.4635e-003	 7.0572e-004	 5.2074e-003	 2.2398e-004	 6.8080e-004	 3.3216e-004	 0.0000e+000	 1.5492e-003	 2.7542e-003	 2.2918e-004	 9.2660e-004	 2.4218e-003	 2.0670e-004	 1.5388e-003	 6.6624e-004	
          41	          -8	         5.6	     3.67181	     15.5121	 8.0627e-003	 7.1909e-004	 1.8963e-003	 1.7455e-003	 1.4264e-003	 7.1147e-004	 5.1437e-003	 2.1927e-004	 6.7657e-004	 3.2986e-004	 0.0000e+000	 1.6336e-003	 2.7181e-003	 2.1970e-004	 8.9979e-004	 2.4402e-003	 2.0004e-004	 1.5178e-003	 6.5516e-004	
          41	          -8	         5.7	     3.57198	     15.6018	 8.1447e-003	 7.6189e-004	 1.8853e-003	 1.6794e-003	 1.3901e-003	 7.1699e-004	 5.0826e-003	 2.1462e-004	 6.7214e-004	 3.2744e-004	 0.0000e+000	 1.7194e-003	 2.6845e-003	 2.1068e-004	 8.7402e-004	 2.4492e-003	 1.9375e-004	 1.4977e-003	 6.4453e-004	
          41	          -8	         5.8	     3.49524	      15.666	 8.2233e-003	 8.0542e-004	 1.8746e-003	 1.6159e-003	 1.3548e-003	 7.2222e-004	 5.0240e-003	 2.1005e-004	 6.6762e-004	 3.2495e-004	 0.0000e+000	 1.8061e-003	 2.6523e-003	 2.0206e-004	 8.4910e-004	 2.4527e-003	 1.8773e-004	 1.4780e-003	 6.3417e-004	
          41	          -8	         5.9	     3.43417	     15.7302	 8.2987e-003	 8.4964e-004	 1.8641e-003	 1.5546e-003	 1.3203e-003	 7.2712e-004	 4.9679e-003	 2.0556e-004	 6.6303e-004	 3.2240e-004	 0.0000e+000	 1.8935e-003	 2.6212e-003	 1.9380e-004	 8.2492e-004	 2.4528e-003	 1.8194e-004	 1.4586e-003	 6.2399e-004	
          41	          -8	           6	      3.3841	     15.7854	 8.3709e-003	 8.9448e-004	 1.8538e-003	 1.4957e-003	 1.2866e-003	 7.3168e-004	 4.9140e-003	 2.0113e-004	 6.5835e-004	 3.1978e-004	 0.0000e+000	 1.9814e-003	 2.5909e-003	 1.8589e-004	 8.0145e-004	 2.4503e-003	 1.7635e-004	 1.4394e-003	 6.1395e-004	
          41	          -8	         6.1	     3.34208	     15.8312	 8.4401e-003	 9.3989e-004	 1.8436e-003	 1.4389e-003	 1.2537e-003	 7.3587e-004	 4.8625e-003	 1.9676e-004	 6.5356e-004	 3.1710e-004	 0.0000e+000	 2.0697e-003	 2.5614e-003	 1.7831e-004	 7.7864e-004	 2.4459e-003	 1.7095e-004	 1.4204e-003	 6.0402e-004	
          41	          -8	         6.2	     3.30616	     15.8698	 8.5064e-003	 9.8578e-004	 1.8334e-003	 1.3843e-003	 1.2216e-003	 7.3968e-004	 4.8130e-003	 1.9245e-004	 6.4866e-004	 3.1433e-004	 0.0000e+000	 2.1582e-003	 2.5326e-003	 1.7104e-004	 7.5647e-004	 2.4400e-003	 1.6572e-004	 1.4015e-003	 5.9420e-004	
          41	          -8	         6.3	     3.27498	     15.9026	 8.5700e-003	 1.0321e-003	 1.8231e-003	 1.3316e-003	 1.1901e-003	 7.4311e-004	 4.7657e-003	 1.8821e-004	 6.4364e-004	 3.1149e-004	 0.0000e+000	 2.2469e-003	 2.5043e-003	 1.6408e-004	 7.3493e-004	 2.4327e-003	 1.6068e-004	 1.3827e-003	 5.8447e-004	
          41	          -8	         6.4	     3.24759	     15.9309	 8.6308e-003	 1.0788e-003	 1.8129e-003	 1.2810e-003	 1.1594e-003	 7.4616e-004	 4.7203e-003	 1.8401e-004	 6.3849e-004	 3.0858e-004	 0.0000e+000	 2.3356e-003	 2.4766e-003	 1.5740e-004	 7.1400e-004	 2.4243e-003	 1.5579e-004	 1.3640e-003	 5.7483e-004	
          41	          -8	         6.5	      3.2233	     15.9556	 8.6891e-003	 1.1257e-003	 1.8027e-003	 1.2322e-003	 1.1294e-003	 7.4882e-004	 4.6769e-003	 1.7988e-004	 6.3323e-004	 3.0560e-004	 0.0000e+000	 2.4243e-003	 2.4494e-003	 1.5100e-004	 6.9365e-004	 2.4149e-003	 1.5107e-004	 1.3454e-003	 5.6529e-004	
          41	          -8	         6.6	     3.20158	     15.9774	 8.7450e-003	 1.1729e-003	 1.7924e-003	 1.1853e-003	 1.1001e-003	 7.5111e-004	 4.6352e-003	 1.7581e-004	 6.2784e-004	 3.0254e-004	 0.0000e+000	 2.5127e-003	 2.4228e-003	 1.4487e-004	 6.7389e-004	 2.4046e-003	 1.4649e-004	 1.3269e-003	 5.5586e-004	
          41	          -8	         6.7	     3.18203	     15.9968	 8.7985e-003	 1.2203e-003	 1.7821e-003	 1.1401e-003	 1.0714e-003	 7.5303e-004	 4.5954e-003	 1.7179e-004	 6.2234e-004	 2.9942e-004	 0.0000e+000	 2.6010e-003	 2.3967e-003	 1.3900e-004	 6.5468e-004	 2.3936e-003	 1.4207e-004	 1.3085e-003	 5.4652e-004	
          41	          -8	         6.8	     3.16431	     16.0141	 8.8498e-003	 1.2678e-003	 1.7717e-003	 1.0966e-003	 1.0434e-003	 7.5458e-004	 4.5572e-003	 1.6784e-004	 6.1673e-004	 2.9625e-004	 0.0000e+000	 2.6890e-003	 2.3711e-003	 1.3336e-004	 6.3602e-004	 2.3818e-003	 1.3779e-004	 1.2903e-003	 5.3728e-004	
          41	          -8	         6.9	     3.14818	     16.0297	 8.8988e-003	 1.3153e-003	 1.7614e-003	 1.0547e-003	 1.0161e-003	 7.5578e-004	 4.5206e-003	 1.6395e-004	 6.1101e-004	 2.9302e-004	 0.0000e+000	 2.7766e-003	 2.3460e-003	 1.2797e-004	 6.1789e-004	 2.3693e-003	 1.3365e-004	 1.2721e-003	 5.2815e-004	
