        soln	      dist_x	        time	          pH	          pe	          Cl	          Ca	          Mg	          Na	           K	          Al	          Br	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          17	        -3.2	           1	     5.30944	     13.2601	 2.6275e-003	 4.1625e-005	 1.1258e-003	 4.9871e-003	 2.0995e-003	 5.4549e-004	 9.1941e-003	 1.5385e-004	 3.7570e-004	 1.6322e-004	 0.0000e+000	 1.9189e-004	 3.2746e-003	 8.9416e-004	 1.8867e-003	 1.4718e-003	 3.8019e-004	 1.7241e-003	 7.7613e-004	
          18	        -3.4	           1	     5.33715	     13.2125	 2.3973e-003	 2.7001e-005	 1.0831e-003	 5.1143e-003	 2.1151e-003	 5.4358e-004	 9.3656e-003	 1.4783e-004	 3.6053e-004	 1.5543e-004	 0.0000e+000	 1.2985e-004	 3.2864e-003	 9.3656e-004	 1.9413e-003	 1.4471e-003	 3.8648e-004	 1.7266e-003	 7.7674e-004	
          19	        -3.6	           1	     5.36137	      13.147	 2.1793e-003	 1.7256e-005	 1.0425e-003	 5.2305e-003	 2.1248e-003	 5.4147e-004	 9.5281e-003	 1.4172e-004	 3.4639e-004	 1.4824e-004	 0.0000e+000	 8.6310e-005	 3.2898e-003	 9.7684e-004	 1.9888e-003	 1.4260e-003	 3.9052e-004	 1.7259e-003	 7.7590e-004	
          20	        -3.8	           1	     5.38247	     13.1587	 1.9737e-003	 1.0890e-005	 1.0047e-003	 5.3358e-003	 2.1293e-003	 5.3918e-004	 9.6813e-003	 1.3574e-004	 3.3348e-004	 1.4173e-004	 0.0000e+000	 5.6474e-005	 3.2874e-003	 1.0147e-003	 2.0295e-003	 1.4081e-003	 3.9279e-004	 1.7234e-003	 7.7427e-004	
          21	          -4	           1	      5.4008	     13.1629	 1.7809e-003	 6.8026e-006	 9.7010e-004	 5.4305e-003	 2.1296e-003	 5.3674e-004	 9.8250e-003	 1.3008e-004	 3.2186e-004	 1.3592e-004	 0.0000e+000	 3.6468e-005	 3.2813e-003	 1.0500e-003	 2.0636e-003	 1.3931e-003	 3.9376e-004	 1.7200e-003	 7.7228e-004	
          22	        -4.2	           1	     5.41664	       13.09	 1.6008e-003	 4.2194e-006	 9.3899e-004	 5.5150e-003	 2.1264e-003	 5.3418e-004	 9.9592e-003	 1.2483e-004	 3.1154e-004	 1.3078e-004	 0.0000e+000	 2.3311e-005	 3.2732e-003	 1.0825e-003	 2.0918e-003	 1.3805e-003	 3.9383e-004	 1.7162e-003	 7.7022e-004	
          23	        -4.4	           1	     5.43028	     12.9904	 1.4334e-003	 2.6087e-006	 9.1135e-004	 5.5897e-003	 2.1206e-003	 5.3154e-004	 1.0084e-002	 1.2006e-004	 3.0246e-004	 1.2629e-004	 0.0000e+000	 1.4809e-005	 3.2642e-003	 1.1122e-003	 2.1146e-003	 1.3699e-003	 3.9333e-004	 1.7125e-003	 7.6828e-004	
          24	        -4.6	           1	     5.44197	      13.045	 1.2786e-003	 1.6162e-006	 8.8705e-004	 5.6553e-003	 2.1129e-003	 5.2888e-004	 1.0199e-002	 1.1580e-004	 2.9454e-004	 1.2238e-004	 0.0000e+000	 9.4001e-006	 3.2553e-003	 1.1390e-003	 2.1327e-003	 1.3612e-003	 3.9253e-004	 1.7091e-003	 7.6653e-004	
          25	        -4.8	           1	     5.45192	     12.9725	 1.1362e-003	 1.0107e-006	 8.6587e-004	 5.7125e-003	 2.1040e-003	 5.2624e-004	 1.0305e-002	 1.1204e-004	 2.8767e-004	 1.1899e-004	 0.0000e+000	 6.0067e-006	 3.2469e-003	 1.1629e-003	 2.1468e-003	 1.3539e-003	 3.9160e-004	 1.7060e-003	 7.6502e-004	
          26	          -5	           1	     5.46035	      12.936	 1.0057e-003	 6.4446e-007	 8.4756e-004	 5.7619e-003	 2.0944e-003	 5.2366e-004	 1.0403e-002	 1.0876e-004	 2.8175e-004	 1.1607e-004	 0.0000e+000	 3.9038e-006	 3.2394e-003	 1.1842e-003	 2.1574e-003	 1.3480e-003	 3.9065e-004	 1.7034e-003	 7.6373e-004	
          27	        -5.2	           1	     5.46745	     13.0339	 8.8687e-004	 4.2453e-007	 8.3184e-004	 5.8042e-003	 2.0846e-003	 5.2117e-004	 1.0491e-002	 1.0591e-004	 2.7667e-004	 1.1357e-004	 0.0000e+000	 2.6148e-006	 3.2327e-003	 1.2029e-003	 2.1653e-003	 1.3431e-003	 3.8977e-004	 1.7011e-003	 7.6265e-004	
          28	        -5.4	           1	     5.47339	      12.995	 7.7917e-004	 2.9322e-007	 8.1841e-004	 5.8402e-003	 2.0750e-003	 5.1881e-004	 1.0571e-002	 1.0345e-004	 2.7233e-004	 1.1143e-004	 0.0000e+000	 1.8324e-006	 3.2271e-003	 1.2192e-003	 2.1710e-003	 1.3391e-003	 3.8898e-004	 1.6992e-003	 7.6177e-004	
          29	        -5.6	           1	     5.47834	     13.0377	 6.8210e-004	 2.1515e-007	 8.0701e-004	 5.8706e-003	 2.0657e-003	 5.1660e-004	 1.0644e-002	 1.0135e-004	 2.6864e-004	 1.0960e-004	 0.0000e+000	 1.3615e-006	 3.2223e-003	 1.2332e-003	 2.1749e-003	 1.3360e-003	 3.8829e-004	 1.6977e-003	 7.6106e-004	
          30	        -5.8	           1	     5.48244	     13.0173	 5.9513e-004	 1.6887e-007	 7.9737e-004	 5.8960e-003	 2.0571e-003	 5.1456e-004	 1.0709e-002	 9.9549e-005	 2.6552e-004	 1.0805e-004	 0.0000e+000	 1.0803e-006	 3.2184e-003	 1.2453e-003	 2.1776e-003	 1.3334e-003	 3.8772e-004	 1.6964e-003	 7.6048e-004	
          31	          -6	           1	     5.48581	     12.9862	 5.1771e-004	 1.4148e-007	 7.8927e-004	 5.9171e-003	 2.0492e-003	 5.1270e-004	 1.0766e-002	 9.8024e-005	 2.6290e-004	 1.0674e-004	 0.0000e+000	 9.1339e-007	 3.2151e-003	 1.2555e-003	 2.1792e-003	 1.3314e-003	 3.8725e-004	 1.6954e-003	 7.6001e-004	
          32	        -6.2	           1	     5.48856	     13.0271	 4.4930e-004	 1.2525e-007	 7.8250e-004	 5.9345e-003	 2.0421e-003	 5.1101e-004	 1.0817e-002	 9.6736e-005	 2.6070e-004	 1.0563e-004	 0.0000e+000	 8.1494e-007	 3.2125e-003	 1.2641e-003	 2.1801e-003	 1.3298e-003	 3.8687e-004	 1.6946e-003	 7.5964e-004	
          33	        -6.4	           1	      5.4908	     13.0539	 3.8941e-004	 1.1561e-007	 7.7687e-004	 5.9487e-003	 2.0358e-003	 5.0952e-004	 1.0862e-002	 9.5654e-005	 2.5886e-004	 1.0471e-004	 0.0000e+000	 7.5718e-007	 3.2104e-003	 1.2713e-003	 2.1806e-003	 1.3285e-003	 3.8656e-004	 1.6939e-003	 7.5935e-004	
          34	        -6.6	           1	      5.4926	     13.0436	 3.3757e-004	 1.0985e-007	 7.7222e-004	 5.9601e-003	 2.0304e-003	 5.0821e-004	 1.0901e-002	 9.4752e-005	 2.5735e-004	 1.0394e-004	 0.0000e+000	 7.2343e-007	 3.2087e-003	 1.2772e-003	 2.1807e-003	 1.3275e-003	 3.8632e-004	 1.6934e-003	 7.5912e-004	
          35	        -6.8	           1	     5.49403	     13.0321	 2.9337e-004	 1.0639e-007	 7.6844e-004	 5.9692e-003	 2.0257e-003	 5.0708e-004	 1.0934e-002	 9.4009e-005	 2.5611e-004	 1.0330e-004	 0.0000e+000	 7.0380e-007	 3.2074e-003	 1.2821e-003	 2.1806e-003	 1.3268e-003	 3.8613e-004	 1.6930e-003	 7.5894e-004	
          36	          -7	           1	     5.49516	     13.0132	 2.5650e-004	 1.0429e-007	 7.6541e-004	 5.9764e-003	 2.0219e-003	 5.0613e-004	 1.0961e-002	 9.3408e-005	 2.5512e-004	 1.0279e-004	 0.0000e+000	 6.9244e-007	 3.2064e-003	 1.2860e-003	 2.1805e-003	 1.3262e-003	 3.8598e-004	 1.6926e-003	 7.5880e-004	
          37	        -7.2	           1	     5.49602	     13.0297	 2.2676e-004	 1.0301e-007	 7.6304e-004	 5.9818e-003	 2.0188e-003	 5.0537e-004	 1.0983e-002	 9.2935e-005	 2.5434e-004	 1.0239e-004	 0.0000e+000	 6.8590e-007	 3.2056e-003	 1.2890e-003	 2.1802e-003	 1.3258e-003	 3.8587e-004	 1.6924e-003	 7.5870e-004	
          38	        -7.4	           1	     5.49665	     13.0517	 2.0409e-004	 1.0224e-007	 7.6129e-004	 5.9858e-003	 2.0165e-003	 5.0478e-004	 1.1000e-002	 9.2582e-005	 2.5377e-004	 1.0209e-004	 0.0000e+000	 6.8220e-007	 3.2050e-003	 1.2912e-003	 2.1800e-003	 1.3255e-003	 3.8580e-004	 1.6922e-003	 7.5862e-004	
          39	        -7.6	           1	     5.49706	     13.0532	 1.8858e-004	 1.0180e-007	 7.6011e-004	 5.9884e-003	 2.0149e-003	 5.0438e-004	 1.1012e-002	 9.2343e-005	 2.5338e-004	 1.0189e-004	 0.0000e+000	 6.8020e-007	 3.2047e-003	 1.2927e-003	 2.1799e-003	 1.3253e-003	 3.8574e-004	 1.6921e-003	 7.5857e-004	
          40	        -7.8	           1	     5.49727	     13.0499	 1.8055e-004	 1.0159e-007	 7.5951e-004	 5.9897e-003	 2.0141e-003	 5.0417e-004	 1.1018e-002	 9.2221e-005	 2.5318e-004	 1.0179e-004	 0.0000e+000	 6.7931e-007	 3.2045e-003	 1.2934e-003	 2.1798e-003	 1.3252e-003	 3.8572e-004	 1.6921e-003	 7.5855e-004	
          41	          -8	           1	     5.49727	     13.0499	 1.8055e-004	 1.0159e-007	 7.5951e-004	 5.9897e-003	 2.0141e-003	 5.0417e-004	 1.1018e-002	 9.2221e-005	 2.5318e-004	 1.0179e-004	 0.0000e+000	 6.7931e-007	 3.2045e-003	 1.2934e-003	 2.1798e-003	 1.3252e-003	 3.8572e-004	 1.6921e-003	 7.5855e-004	


           1	           0	           3	     3.02784	     16.1483	 9.1026e-003	 3.6119e-003	 1.1945e-003	 7.0291e-004	 4.4020e-004	 3.3504e-004	 4.3687e-003	 5.3589e-005	 1.8896e-004	 8.7081e-005	 0.0000e+000	 7.2703e-003	 1.5170e-003	 8.3278e-005	 2.6138e-004	 9.7999e-004	 4.1222e-005	 3.7496e-004	 1.4893e-004	
           2	        -0.2	           3	     3.04277	     16.1426	 9.0105e-003	 3.4703e-003	 1.2143e-003	 7.7507e-004	 4.8528e-004	 3.5886e-004	 4.4374e-003	 5.9090e-005	 2.0823e-004	 9.5978e-005	 0.0000e+000	 7.0328e-003	 1.5527e-003	 9.2140e-005	 2.8914e-004	 1.0602e-003	 4.5948e-005	 4.1607e-004	 1.6565e-004	
           3	        -0.4	           3	     3.05913	     16.1315	 8.9137e-003	 3.3240e-003	 1.2349e-003	 8.5078e-004	 5.3234e-004	 3.8298e-004	 4.5095e-003	 6.4846e-005	 2.2808e-004	 1.0518e-004	 0.0000e+000	 6.7847e-003	 1.5904e-003	 1.0150e-004	 3.1831e-004	 1.1433e-003	 5.1003e-005	 4.5909e-004	 1.8328e-004	
           4	        -0.6	           3	      3.0771	     16.1227	 8.8124e-003	 3.1736e-003	 1.2562e-003	 9.3003e-004	 5.8130e-004	 4.0717e-004	 4.5850e-003	 7.0850e-005	 2.4843e-004	 1.1466e-004	 0.0000e+000	 6.5268e-003	 1.6300e-003	 1.1138e-004	 3.4889e-004	 1.2290e-003	 5.6399e-005	 5.0391e-004	 2.0182e-004	
           5	        -0.8	           3	     3.09685	     16.1151	 8.7065e-003	 3.0199e-003	 1.2780e-003	 1.0128e-003	 6.3208e-004	 4.3121e-004	 4.6640e-003	 7.7091e-005	 2.6917e-004	 1.2436e-004	 0.0000e+000	 6.2601e-003	 1.6715e-003	 1.2177e-004	 3.8088e-004	 1.3167e-003	 6.2147e-005	 5.5041e-004	 2.2123e-004	
           6	          -1	           3	     3.11864	     16.1041	 8.5960e-003	 2.8636e-003	 1.3003e-003	 1.0990e-003	 6.8461e-004	 4.5484e-004	 4.7463e-003	 8.3555e-005	 2.9019e-004	 1.3423e-004	 0.0000e+000	 5.9856e-003	 1.7150e-003	 1.3268e-004	 4.1425e-004	 1.4057e-003	 6.8257e-005	 5.9845e-004	 2.4147e-004	
           7	        -1.2	           3	     3.14274	     16.0839	 8.4811e-003	 2.7054e-003	 1.3231e-003	 1.1886e-003	 7.3876e-004	 4.7780e-004	 4.8319e-003	 9.0225e-005	 3.1137e-004	 1.4423e-004	 0.0000e+000	 5.7045e-003	 1.7602e-003	 1.4413e-004	 4.4898e-004	 1.4955e-003	 7.4738e-005	 6.4788e-004	 2.6251e-004	
           8	        -1.4	           3	     3.16952	     16.0603	 8.3619e-003	 2.5461e-003	 1.3461e-003	 1.2815e-003	 7.9444e-004	 4.9985e-004	 4.9208e-003	 9.7083e-005	 3.3257e-004	 1.5429e-004	 0.0000e+000	 5.4182e-003	 1.8073e-003	 1.5610e-004	 4.8503e-004	 1.5853e-003	 8.1598e-005	 6.9849e-004	 2.8428e-004	
           9	        -1.6	           3	      3.1994	     16.0369	 8.2383e-003	 2.3867e-003	 1.3692e-003	 1.3776e-003	 8.5151e-004	 5.2072e-004	 5.0128e-003	 1.0411e-004	 3.5367e-004	 1.6434e-004	 0.0000e+000	 5.1280e-003	 1.8562e-003	 1.6862e-004	 5.2238e-004	 1.6744e-003	 8.8844e-005	 7.5011e-004	 3.0671e-004	
          10	        -1.8	           3	     3.23296	     16.0045	 8.1107e-003	 2.2281e-003	 1.3924e-003	 1.4767e-003	 9.0983e-004	 5.4018e-004	 5.1079e-003	 1.1127e-004	 3.7451e-004	 1.7432e-004	 0.0000e+000	 4.8355e-003	 1.9067e-003	 1.8167e-004	 5.6097e-004	 1.7620e-003	 9.6482e-005	 8.0251e-004	 3.2974e-004	
          11	          -2	           3	     3.27091	     15.9693	 7.9791e-003	 2.0710e-003	 1.4155e-003	 1.5789e-003	 9.6926e-004	 5.5800e-004	 5.2060e-003	 1.1855e-004	 3.9497e-004	 1.8416e-004	 0.0000e+000	 4.5421e-003	 1.9588e-003	 1.9526e-004	 6.0077e-004	 1.8473e-003	 1.0451e-004	 8.5546e-004	 3.5328e-004	
          12	        -2.2	           3	     3.31423	     15.9309	 7.8437e-003	 1.9164e-003	 1.4383e-003	 1.6838e-003	 1.0296e-003	 5.7399e-004	 5.3069e-003	 1.2591e-004	 4.1488e-004	 1.9379e-004	 0.0000e+000	 4.2495e-003	 2.0124e-003	 2.0939e-004	 6.4171e-004	 1.9295e-003	 1.1294e-004	 9.0872e-004	 3.7723e-004	
          13	        -2.4	           3	     3.36423	     15.8826	 7.7047e-003	 1.7651e-003	 1.4608e-003	 1.7914e-003	 1.0908e-003	 5.8797e-004	 5.4105e-003	 1.3332e-004	 4.3412e-004	 2.0313e-004	 0.0000e+000	 3.9593e-003	 2.0674e-003	 2.2405e-004	 6.8374e-004	 2.0077e-003	 1.2176e-004	 9.6205e-004	 4.0149e-004	
          14	        -2.6	           3	     3.42277	     15.8254	 7.5623e-003	 1.6179e-003	 1.4827e-003	 1.9014e-003	 1.1525e-003	 5.9980e-004	 5.5166e-003	 1.4074e-004	 4.5255e-004	 2.1210e-004	 0.0000e+000	 3.6730e-003	 2.1238e-003	 2.3924e-004	 7.2680e-004	 2.0810e-003	 1.3097e-004	 1.0152e-003	 4.2596e-004	
          15	        -2.8	           3	     3.49258	     15.7584	 7.4169e-003	 1.4756e-003	 1.5038e-003	 2.0137e-003	 1.2147e-003	 6.0940e-004	 5.6250e-003	 1.4815e-004	 4.7003e-004	 2.2065e-004	 0.0000e+000	 3.3922e-003	 2.1813e-003	 2.5496e-004	 7.7083e-004	 2.1483e-003	 1.4057e-004	 1.0680e-003	 4.5053e-004	
          16	          -3	           3	     3.57781	     15.6716	 7.2687e-003	 1.3389e-003	 1.5241e-003	 2.1280e-003	 1.2771e-003	 6.1670e-004	 5.7354e-003	 1.5548e-004	 4.8644e-004	 2.2869e-004	 0.0000e+000	 3.1186e-003	 2.2400e-003	 2.7121e-004	 8.1578e-004	 2.2082e-003	 1.5055e-004	 1.1202e-003	 4.7511e-004	
          17	        -3.2	           3	     3.68503	     15.5673	 7.1180e-003	 1.2083e-003	 1.5434e-003	 2.2440e-003	 1.3396e-003	 6.2169e-004	 5.8477e-003	 1.6272e-004	 5.0168e-004	 2.3617e-004	 0.0000e+000	 2.8539e-003	 2.3001e-003	 2.8799e-004	 8.6165e-004	 2.2580e-003	 1.6094e-004	 1.1717e-003	 4.9965e-004	
          18	        -3.4	           3	     3.82459	     15.4329	 6.9652e-003	 1.0844e-003	 1.5615e-003	 2.3615e-003	 1.4019e-003	 6.2439e-004	 5.9616e-003	 1.6980e-004	 5.1564e-004	 2.4302e-004	 0.0000e+000	 2.6001e-003	 2.3624e-003	 3.0536e-004	 9.0854e-004	 2.2931e-003	 1.7179e-004	 1.2229e-003	 5.2427e-004	
          19	        -3.6	           3	     4.00922	     15.2538	 6.8106e-003	 9.6751e-004	 1.5783e-003	 2.4802e-003	 1.4639e-003	 6.2484e-004	 6.0768e-003	 1.7670e-004	 5.2824e-004	 2.4920e-004	 0.0000e+000	 2.3600e-003	 2.4290e-003	 3.2347e-004	 9.5686e-004	 2.3023e-003	 1.8328e-004	 1.2747e-003	 5.4944e-004	
          20	        -3.8	           3	     4.23012	     15.0382	 6.6547e-003	 8.5754e-004	 1.5931e-003	 2.5998e-003	 1.5252e-003	 6.2342e-004	 6.1930e-003	 1.8334e-004	 5.3915e-004	 2.5454e-004	 0.0000e+000	 2.1364e-003	 2.5042e-003	 3.4267e-004	 1.0075e-003	 2.2698e-003	 1.9582e-004	 1.3291e-003	 5.7604e-004	
          21	          -4	           3	     4.42984	     14.8434	 6.4979e-003	 7.5387e-004	 1.6046e-003	 2.7198e-003	 1.5855e-003	 6.2106e-004	 6.3098e-003	 1.8955e-004	 5.4766e-004	 2.5868e-004	 0.0000e+000	 1.9272e-003	 2.5881e-003	 3.6313e-004	 1.0609e-003	 2.2016e-003	 2.0951e-004	 1.3856e-003	 6.0387e-004	
          22	        -4.2	           3	     4.58083	     14.6969	 6.3407e-003	 6.5680e-004	 1.6119e-003	 2.8398e-003	 1.6442e-003	 6.1849e-004	 6.4269e-003	 1.9523e-004	 5.5347e-004	 2.6148e-004	 0.0000e+000	 1.7278e-003	 2.6755e-003	 3.8462e-004	 1.1161e-003	 2.1227e-003	 2.2398e-004	 1.4413e-003	 6.3151e-004	
          23	        -4.4	           3	     4.69425	     14.5877	 6.1837e-003	 5.6694e-004	 1.6151e-003	 2.9594e-003	 1.7013e-003	 6.1599e-004	 6.5440e-003	 2.0030e-004	 5.5666e-004	 2.6295e-004	 0.0000e+000	 1.5367e-003	 2.7622e-003	 4.0687e-004	 1.1723e-003	 2.0462e-003	 2.3885e-004	 1.4940e-003	 6.5790e-004	
          24	        -4.6	           3	     4.78298	      14.503	 6.0273e-003	 4.8471e-004	 1.6140e-003	 3.0782e-003	 1.7564e-003	 6.1369e-004	 6.6605e-003	 2.0472e-004	 5.5734e-004	 2.6313e-004	 0.0000e+000	 1.3546e-003	 2.8459e-003	 4.2971e-004	 1.2288e-003	 1.9758e-003	 2.5388e-004	 1.5425e-003	 6.8241e-004	
          25	        -4.8	           3	     4.85518	     14.4345	 5.8722e-003	 4.1036e-004	 1.6089e-003	 3.1956e-003	 1.8093e-003	 6.1165e-004	 6.7761e-003	 2.0845e-004	 5.5569e-004	 2.6211e-004	 0.0000e+000	 1.1825e-003	 2.9254e-003	 4.5300e-004	 1.2854e-003	 1.9121e-003	 2.6888e-004	 1.5863e-003	 7.0467e-004	
          26	          -5	           3	     4.91573	     14.3775	 5.7191e-003	 3.4394e-004	 1.6000e-003	 3.3113e-003	 1.8598e-003	 6.0989e-004	 6.8902e-003	 2.1148e-004	 5.5195e-004	 2.5999e-004	 0.0000e+000	 1.0219e-003	 2.9995e-003	 4.7664e-004	 1.3417e-003	 1.8547e-003	 2.8367e-004	 1.6249e-003	 7.2444e-004	
          27	        -5.2	           3	     4.96763	     14.3289	 5.5686e-003	 2.8534e-004	 1.5875e-003	 3.4246e-003	 1.9078e-003	 6.0841e-004	 7.0023e-003	 2.1379e-004	 5.4636e-004	 2.5690e-004	 0.0000e+000	 8.7390e-004	 3.0676e-003	 5.0047e-004	 1.3974e-003	 1.8030e-003	 2.9807e-004	 1.6583e-003	 7.4160e-004	
          28	        -5.4	           3	     5.01282	     14.2867	 5.4216e-003	 2.3430e-004	 1.5718e-003	 3.5350e-003	 1.9531e-003	 6.0720e-004	 7.1119e-003	 2.1539e-004	 5.3924e-004	 2.5300e-004	 0.0000e+000	 7.3924e-004	 3.1291e-003	 5.2435e-004	 1.4520e-003	 1.7565e-003	 3.1193e-004	 1.6865e-003	 7.5612e-004	
          29	        -5.6	           3	     5.05261	     14.2497	 5.2787e-003	 1.9040e-004	 1.5534e-003	 3.6420e-003	 1.9956e-003	 6.0624e-004	 7.2184e-003	 2.1631e-004	 5.3088e-004	 2.4844e-004	 0.0000e+000	 6.1844e-004	 3.1836e-003	 5.4812e-004	 1.5053e-003	 1.7147e-003	 3.2508e-004	 1.7096e-003	 7.6804e-004	
          30	        -5.8	           3	     5.08786	     14.2171	 5.1410e-003	 1.5313e-004	 1.5328e-003	 3.7448e-003	 2.0351e-003	 6.0550e-004	 7.3210e-003	 2.1659e-004	 5.2163e-004	 2.4341e-004	 0.0000e+000	 5.1159e-004	 3.2311e-003	 5.7159e-004	 1.5568e-003	 1.6773e-003	 3.3738e-004	 1.7281e-003	 7.7751e-004	
          31	          -6	           3	     5.11919	     14.1881	 5.0092e-003	 1.2192e-004	 1.5107e-003	 3.8429e-003	 2.0716e-003	 6.0496e-004	 7.4192e-003	 2.1631e-004	 5.1182e-004	 2.3808e-004	 0.0000e+000	 4.1847e-004	 3.2716e-003	 5.9453e-004	 1.6063e-003	 1.6438e-003	 3.4873e-004	 1.7423e-003	 7.8472e-004	
          32	        -6.2	           3	     5.14703	     14.1624	 4.8846e-003	 9.6134e-005	 1.4876e-003	 3.9355e-003	 2.1050e-003	 6.0460e-004	 7.5121e-003	 2.1554e-004	 5.0176e-004	 2.3263e-004	 0.0000e+000	 3.3853e-004	 3.3054e-003	 6.1672e-004	 1.6532e-003	 1.6141e-003	 3.5903e-004	 1.7528e-003	 7.8992e-004	
          33	        -6.4	           3	     5.17168	     14.1398	 4.7681e-003	 7.5116e-005	 1.4643e-003	 4.0219e-003	 2.1351e-003	 6.0437e-004	 7.5989e-003	 2.1437e-004	 4.9178e-004	 2.2722e-004	 0.0000e+000	 2.7096e-004	 3.3329e-003	 6.3789e-004	 1.6972e-003	 1.5879e-003	 3.6821e-004	 1.7601e-003	 7.9341e-004	
          34	        -6.6	           3	     5.19333	     14.1199	 4.6609e-003	 5.8239e-005	 1.4415e-003	 4.1012e-003	 2.1620e-003	 6.0426e-004	 7.6788e-003	 2.1293e-004	 4.8217e-004	 2.2203e-004	 0.0000e+000	 2.1480e-004	 3.3547e-003	 6.5773e-004	 1.7378e-003	 1.5650e-003	 3.7624e-004	 1.7648e-003	 7.9549e-004	
          35	        -6.8	           3	     5.21208	     14.1026	 4.5643e-003	 4.4907e-005	 1.4199e-003	 4.1725e-003	 2.1856e-003	 6.0423e-004	 7.7508e-003	 2.1134e-004	 4.7322e-004	 2.1719e-004	 0.0000e+000	 1.6900e-004	 3.3714e-003	 6.7594e-004	 1.7745e-003	 1.5454e-003	 3.8310e-004	 1.7674e-003	 7.9650e-004	
          36	          -7	           3	     5.22799	      14.088	 4.4797e-003	 3.4588e-005	 1.4001e-003	 4.2349e-003	 2.2057e-003	 6.0425e-004	 7.8138e-003	 2.0971e-004	 4.6517e-004	 2.1285e-004	 0.0000e+000	 1.3249e-004	 3.3839e-003	 6.9214e-004	 1.8068e-003	 1.5288e-003	 3.8881e-004	 1.7687e-003	 7.9674e-004	
          37	        -7.2	           3	     5.24102	     14.0761	 4.4085e-003	 2.6824e-005	 1.3830e-003	 4.2872e-003	 2.2223e-003	 6.0431e-004	 7.8669e-003	 2.0817e-004	 4.5828e-004	 2.0914e-004	 0.0000e+000	 1.0430e-004	 3.3928e-003	 7.0596e-004	 1.8340e-003	 1.5154e-003	 3.9337e-004	 1.7689e-003	 7.9650e-004	
          38	        -7.4	           3	      5.2511	     14.0668	 4.3524e-003	 2.1252e-005	 1.3691e-003	 4.3285e-003	 2.2351e-003	 6.0437e-004	 7.9087e-003	 2.0686e-004	 4.5279e-004	 2.0618e-004	 0.0000e+000	 8.3617e-005	 3.3989e-003	 7.1698e-004	 1.8555e-003	 1.5051e-003	 3.9683e-004	 1.7686e-003	 7.9605e-004	
          39	        -7.6	           3	     5.25805	     14.0604	 4.3131e-003	 1.7618e-005	 1.3593e-003	 4.3574e-003	 2.2440e-003	 6.0443e-004	 7.9380e-003	 2.0590e-004	 4.4890e-004	 2.0409e-004	 0.0000e+000	 6.9896e-005	 3.4026e-003	 7.2478e-004	 1.8707e-003	 1.4981e-003	 3.9917e-004	 1.7682e-003	 7.9560e-004	
          40	        -7.8	           3	     5.26168	     14.0571	 4.2924e-003	 1.5792e-005	 1.3540e-003	 4.3725e-003	 2.2486e-003	 6.0446e-004	 7.9534e-003	 2.0537e-004	 4.4685e-004	 2.0299e-004	 0.0000e+000	 6.2927e-005	 3.4044e-003	 7.2890e-004	 1.8786e-003	 1.4944e-003	 4.0037e-004	 1.7679e-003	 7.9532e-004	
          41	          -8	           3	     5.26168	     14.0571	 4.2924e-003	 1.5792e-005	 1.3540e-003	 4.3725e-003	 2.2486e-003	 6.0446e-004	 7.9534e-003	 2.0537e-004	 4.4685e-004	 2.0299e-004	 0.0000e+000	 6.2927e-005	 3.4044e-003	 7.2890e-004	 1.8786e-003	 1.4944e-003	 4.0037e-004	 1.7679e-003	 7.9532e-004	


           1	           0	           9	     2.91449	      16.178	 9.9390e-003	 4.6006e-003	 1.0723e-003	 6.4066e-005	 7.8727e-005	 2.0217e-004	 3.7454e-003	 1.2643e-005	 6.8112e-005	 3.0018e-005	 0.0000e+000	 8.7001e-003	 1.2794e-003	 7.3571e-006	 4.5311e-005	 5.3932e-004	 8.8107e-006	 1.2682e-004	 4.7216e-005	
           2	        -0.2	           9	     2.91553	     16.1848	 9.9328e-003	 4.5595e-003	 1.0797e-003	 7.0662e-005	 8.6835e-005	 2.1266e-004	 3.7501e-003	 1.3947e-005	 7.5121e-005	 3.3110e-005	 0.0000e+000	 8.6263e-003	 1.2889e-003	 8.1165e-006	 4.9989e-005	 5.6768e-004	 9.7259e-006	 1.3994e-004	 5.2108e-005	
           3	        -0.4	           9	     2.91663	      16.183	 9.9261e-003	 4.5162e-003	 1.0876e-003	 7.7628e-005	 9.5399e-005	 2.2367e-004	 3.7550e-003	 1.5327e-005	 8.2513e-005	 3.6377e-005	 0.0000e+000	 8.5486e-003	 1.2990e-003	 8.9187e-006	 5.4933e-005	 5.9748e-004	 1.0697e-005	 1.5378e-004	 5.7282e-005	
           4	        -0.6	           9	     2.91779	     16.1907	 9.9192e-003	 4.4707e-003	 1.0959e-003	 8.4970e-005	 1.0443e-004	 2.3518e-004	 3.7602e-003	 1.6787e-005	 9.0292e-005	 3.9822e-005	 0.0000e+000	 8.4668e-003	 1.3096e-003	 9.7648e-006	 6.0149e-005	 6.2871e-004	 1.1724e-005	 1.6837e-004	 6.2747e-005	
