 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .10000   .140E-02  -.735E-03   .140E-03  -.735E-04   .000E+00   .000E+00   .117E-02   .000E+00   .735E-03   .000E+00   .000E+00   .000E+00      13   .1229E-03
        .20000   .140E-02  -.735E-03   .280E-03  -.147E-03   .000E+00   .000E+00   .130E-02   .000E+00   .735E-03   .000E+00   .000E+00   .000E+00      17   .2494E-03
        .30000   .140E-02  -.735E-03   .420E-03  -.221E-03   .000E+00   .000E+00   .138E-02   .000E+00   .735E-03   .000E+00   .000E+00   .000E+00      21   .3779E-03
        .40000   .140E-02  -.735E-03   .560E-03  -.294E-03   .000E+00   .000E+00   .143E-02   .000E+00   .735E-03   .000E+00   .000E+00   .000E+00      25   .5063E-03
        .50000   .140E-02  -.736E-03   .700E-03  -.368E-03   .000E+00   .000E+00   .146E-02   .000E+00   .736E-03   .000E+00   .000E+00   .000E+00      29   .6334E-03
        .60000   .140E-02  -.737E-03   .841E-03  -.441E-03   .000E+00   .000E+00   .149E-02   .000E+00   .738E-03   .000E+00   .000E+00   .000E+00      33   .7579E-03
        .70000   .140E-02  -.742E-03   .981E-03  -.515E-03   .000E+00   .000E+00   .151E-02   .000E+00   .743E-03   .000E+00   .000E+00   .000E+00      37   .8799E-03
        .80000   .140E-02  -.751E-03   .112E-02  -.590E-03   .000E+00   .000E+00   .152E-02   .000E+00   .752E-03   .000E+00   .000E+00   .000E+00      41   .9995E-03
        .90000   .140E-02  -.766E-03   .126E-02  -.666E-03   .000E+00   .000E+00   .152E-02   .000E+00   .767E-03   .000E+00   .000E+00   .000E+00      45   .1117E-02
       1.00000   .140E-02  -.787E-03   .140E-02  -.744E-03   .000E+00   .000E+00   .153E-02   .000E+00   .789E-03   .000E+00   .000E+00   .000E+00      49   .1233E-02
       1.10000   .140E-02  -.815E-03   .154E-02  -.824E-03   .000E+00   .000E+00   .153E-02   .000E+00   .818E-03   .000E+00   .000E+00   .000E+00      53   .1347E-02
       1.20000   .140E-02  -.849E-03   .168E-02  -.907E-03   .000E+00   .000E+00   .153E-02   .000E+00   .853E-03   .000E+00   .000E+00   .000E+00      57   .1459E-02
       1.30000   .140E-02  -.891E-03   .182E-02  -.995E-03   .000E+00   .000E+00   .153E-02   .000E+00   .895E-03   .000E+00   .000E+00   .000E+00      61   .1570E-02
