        soln	      dist_x	        time	          pH	          pe	          Cl	          Ca	          Mg	          Na	           K	          Al	          Br	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          31	          -6	           0	         5.5	           4	 1.0000e-007	 1.0000e-007	 7.5000e-004	 6.0000e-003	 2.0000e-003	 5.0000e-004	 1.1152e-002	 9.0000e-005	 2.5000e-004	 1.0000e-004	 0.0000e+000	 6.7673e-007	 3.2024e-003	 1.3034e-003	 2.1775e-003	 1.3245e-003	 3.8545e-004	 1.6914e-003	 7.5828e-004	
          31	          -6	         0.1	         5.5	      12.985	 1.0002e-007	 1.0000e-007	 7.5000e-004	 6.0000e-003	 2.0000e-003	 5.0000e-004	 1.1152e-002	 9.0000e-005	 2.5000e-004	 1.0000e-004	 0.0000e+000	 6.7673e-007	 3.2024e-003	 1.3034e-003	 2.1775e-003	 1.3245e-003	 3.8545e-004	 1.6914e-003	 7.5828e-004	
          31	          -6	         0.2	         5.5	     12.9964	 1.2843e-007	 1.0000e-007	 7.5000e-004	 6.0000e-003	 2.0000e-003	 5.0000e-004	 1.1152e-002	 9.0000e-005	 2.5000e-004	 1.0000e-004	 0.0000e+000	 6.7673e-007	 3.2024e-003	 1.3034e-003	 2.1775e-003	 1.3245e-003	 3.8545e-004	 1.6914e-003	 7.5828e-004	
          31	          -6	         0.3	     5.49999	     12.9953	 1.0434e-006	 1.0002e-007	 7.5004e-004	 6.0000e-003	 2.0001e-003	 5.0002e-004	 1.1151e-002	 9.0010e-005	 2.5001e-004	 1.0001e-004	 0.0000e+000	 6.7680e-007	 3.2024e-003	 1.3034e-003	 2.1775e-003	 1.3245e-003	 3.8545e-004	 1.6914e-003	 7.5828e-004	
          31	          -6	         0.4	     5.49991	     12.9973	 7.4734e-006	 1.0011e-007	 7.5033e-004	 5.9999e-003	 2.0005e-003	 5.0015e-004	 1.1147e-002	 9.0083e-005	 2.5011e-004	 1.0007e-004	 0.0000e+000	 6.7718e-007	 3.2025e-003	 1.3031e-003	 2.1776e-003	 1.3245e-003	 3.8546e-004	 1.6914e-003	 7.5829e-004	
          31	          -6	         0.5	      5.4996	     12.9995	 2.8037e-005	 1.0045e-007	 7.5137e-004	 5.9990e-003	 2.0020e-003	 5.0059e-004	 1.1131e-002	 9.0329e-005	 2.5046e-004	 1.0026e-004	 0.0000e+000	 6.7859e-007	 3.2027e-003	 1.3021e-003	 2.1778e-003	 1.3246e-003	 3.8549e-004	 1.6915e-003	 7.5832e-004	
          31	          -6	         0.6	     5.49883	     13.0022	 7.0943e-005	 1.0141e-007	 7.5381e-004	 5.9957e-003	 2.0055e-003	 5.0157e-004	 1.1099e-002	 9.0879e-005	 2.5127e-004	 1.0071e-004	 0.0000e+000	 6.8296e-007	 3.2033e-003	 1.2994e-003	 2.1783e-003	 1.3249e-003	 3.8557e-004	 1.6917e-003	 7.5839e-004	
          31	          -6	         0.7	     5.49732	     13.0233	 1.4106e-004	 1.0372e-007	 7.5833e-004	 5.9879e-003	 2.0118e-003	 5.0325e-004	 1.1047e-002	 9.1847e-005	 2.5277e-004	 1.0151e-004	 0.0000e+000	 6.9463e-007	 3.2045e-003	 1.2941e-003	 2.1790e-003	 1.3255e-003	 3.8573e-004	 1.6921e-003	 7.5856e-004	
          31	          -6	         0.8	      5.4948	      12.988	 2.3982e-004	 1.0885e-007	 7.6548e-004	 5.9733e-003	 2.0213e-003	 5.0569e-004	 1.0973e-002	 9.3322e-005	 2.5512e-004	 1.0275e-004	 0.0000e+000	 7.2273e-007	 3.2068e-003	 1.2853e-003	 2.1798e-003	 1.3266e-003	 3.8604e-004	 1.6928e-003	 7.5886e-004	
          31	          -6	         0.9	     5.49102	     12.9849	 3.6619e-004	 1.1968e-007	 7.7570e-004	 5.9501e-003	 2.0339e-003	 5.0886e-004	 1.0879e-002	 9.5367e-005	 2.5847e-004	 1.0448e-004	 0.0000e+000	 7.8497e-007	 3.2102e-003	 1.2725e-003	 2.1801e-003	 1.3285e-003	 3.8653e-004	 1.6939e-003	 7.5933e-004	
          31	          -6	           1	     5.48581	     12.9862	 5.1771e-004	 1.4148e-007	 7.8927e-004	 5.9171e-003	 2.0492e-003	 5.1270e-004	 1.0766e-002	 9.8024e-005	 2.6290e-004	 1.0674e-004	 0.0000e+000	 9.1339e-007	 3.2151e-003	 1.2555e-003	 2.1792e-003	 1.3314e-003	 3.8725e-004	 1.6954e-003	 7.6001e-004	
          31	          -6	         1.1	     5.47906	     13.8026	 6.9125e-004	 1.8360e-007	 8.0637e-004	 5.8737e-003	 2.0666e-003	 5.1708e-004	 1.0637e-002	 1.0132e-004	 2.6845e-004	 1.0955e-004	 0.0000e+000	 1.1626e-006	 3.2217e-003	 1.2343e-003	 2.1765e-003	 1.3353e-003	 3.8822e-004	 1.6975e-003	 7.6095e-004	
          31	          -6	         1.2	     5.47072	     13.8626	 8.8347e-004	 2.6174e-007	 8.2705e-004	 5.8198e-003	 2.0852e-003	 5.2190e-004	 1.0494e-002	 1.0527e-004	 2.7515e-004	 1.1292e-004	 0.0000e+000	 1.6201e-006	 3.2299e-003	 1.2091e-003	 2.1712e-003	 1.3403e-003	 3.8946e-004	 1.7001e-003	 7.6216e-004	
          31	          -6	         1.3	     5.46081	     13.8758	 1.0911e-003	 4.0097e-007	 8.5128e-004	 5.7556e-003	 2.1042e-003	 5.2704e-004	 1.0339e-002	 1.0987e-004	 2.8298e-004	 1.1685e-004	 0.0000e+000	 2.4185e-006	 3.2397e-003	 1.1804e-003	 2.1628e-003	 1.3466e-003	 3.9092e-004	 1.7033e-003	 7.6367e-004	
          31	          -6	         1.4	     5.44938	     13.8879	 1.3111e-003	 6.3938e-007	 8.7891e-004	 5.6816e-003	 2.1226e-003	 5.3238e-004	 1.0175e-002	 1.1509e-004	 2.9189e-004	 1.2133e-004	 0.0000e+000	 3.7482e-006	 3.2510e-003	 1.1488e-003	 2.1509e-003	 1.3541e-003	 3.9253e-004	 1.7070e-003	 7.6548e-004	
