 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .10000   .000E+00  -.900E-04   .000E+00  -.900E-05   .000E+00   .000E+00   .116E-03   .000E+00   .900E-04   .000E+00   .000E+00   .000E+00      13   .2608E-04
        .20000   .000E+00  -.900E-04   .000E+00  -.180E-04   .000E+00   .000E+00   .117E-03   .000E+00   .900E-04   .000E+00   .000E+00   .000E+00      17   .5090E-04
        .30000   .000E+00  -.900E-04   .000E+00  -.270E-04   .000E+00   .000E+00   .115E-03   .000E+00   .900E-04   .000E+00   .000E+00   .000E+00      21   .7488E-04
        .40000   .000E+00  -.900E-04   .000E+00  -.360E-04   .000E+00   .000E+00   .113E-03   .000E+00   .900E-04   .000E+00   .000E+00   .000E+00      25   .9823E-04
        .50000   .000E+00  -.900E-04   .000E+00  -.450E-04   .000E+00   .000E+00   .110E-03   .000E+00   .900E-04   .000E+00   .000E+00   .000E+00      29   .1211E-03
        .60000   .000E+00  -.901E-04   .000E+00  -.540E-04   .000E+00   .000E+00   .107E-03   .000E+00   .901E-04   .000E+00   .000E+00   .000E+00      33   .1435E-03
        .70000   .000E+00  -.903E-04   .000E+00  -.630E-04   .000E+00   .000E+00   .104E-03   .000E+00   .903E-04   .000E+00   .000E+00   .000E+00      37   .1656E-03
        .80000   .000E+00  -.906E-04   .000E+00  -.721E-04   .000E+00   .000E+00   .101E-03   .000E+00   .906E-04   .000E+00   .000E+00   .000E+00      41   .1874E-03
        .90000   .000E+00  -.912E-04   .000E+00  -.812E-04   .000E+00   .000E+00   .977E-04   .000E+00   .913E-04   .000E+00   .000E+00   .000E+00      45   .2090E-03
       1.00000   .000E+00  -.921E-04   .000E+00  -.903E-04   .000E+00   .000E+00   .948E-04   .000E+00   .922E-04   .000E+00   .000E+00   .000E+00      49   .2304E-03
