 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .10000   .485E-06  -.732E-03   .485E-07  -.732E-04   .000E+00   .000E+00   .731E-03   .000E+00   .732E-03   .000E+00   .000E+00   .000E+00      13   .1229E-03
        .20000   .485E-06  -.732E-03   .970E-07  -.146E-03   .000E+00   .000E+00   .719E-03   .000E+00   .732E-03   .000E+00   .000E+00   .000E+00      17   .2494E-03
        .30000   .485E-06  -.732E-03   .146E-06  -.219E-03   .000E+00   .000E+00   .702E-03   .000E+00   .732E-03   .000E+00   .000E+00   .000E+00      21   .3779E-03
        .40000   .485E-06  -.732E-03   .194E-06  -.293E-03   .000E+00   .000E+00   .675E-03   .000E+00   .732E-03   .000E+00   .000E+00   .000E+00      25   .5063E-03
        .50000   .485E-06  -.732E-03   .243E-06  -.366E-03   .000E+00   .000E+00   .650E-03   .000E+00   .732E-03   .000E+00   .000E+00   .000E+00      29   .6334E-03
        .60000   .485E-06  -.733E-03   .291E-06  -.439E-03   .000E+00   .000E+00   .623E-03   .000E+00   .733E-03   .000E+00   .000E+00   .000E+00      33   .7579E-03
        .70000   .485E-06  -.735E-03   .340E-06  -.512E-03   .000E+00   .000E+00   .596E-03   .000E+00   .736E-03   .000E+00   .000E+00   .000E+00      37   .8799E-03
        .80000   .485E-06  -.740E-03   .388E-06  -.586E-03   .000E+00   .000E+00   .569E-03   .000E+00   .741E-03   .000E+00   .000E+00   .000E+00      41   .9995E-03
        .90000   .485E-06  -.748E-03   .437E-06  -.661E-03   .000E+00   .000E+00   .544E-03   .000E+00   .749E-03   .000E+00   .000E+00   .000E+00      45   .1117E-02
       1.00000   .485E-06  -.759E-03   .485E-06  -.736E-03   .000E+00   .000E+00   .519E-03   .000E+00   .760E-03   .000E+00   .000E+00   .000E+00      49   .1233E-02
       1.10000   .485E-06  -.774E-03   .534E-06  -.813E-03   .000E+00   .000E+00   .496E-03   .000E+00   .776E-03   .000E+00   .000E+00   .000E+00      53   .1347E-02
       1.20000   .485E-06  -.792E-03   .582E-06  -.891E-03   .000E+00   .000E+00   .474E-03   .000E+00   .795E-03   .000E+00   .000E+00   .000E+00      57   .1459E-02
       1.30000   .485E-06  -.814E-03   .631E-06  -.972E-03   .000E+00   .000E+00   .453E-03   .000E+00   .817E-03   .000E+00   .000E+00   .000E+00      61   .1570E-02
       1.40000   .485E-06  -.839E-03   .679E-06  -.105E-02   .000E+00   .000E+00   .433E-03   .000E+00   .841E-03   .000E+00   .000E+00   .000E+00      65   .1679E-02
       1.50000   .485E-06  -.865E-03   .728E-06  -.114E-02   .000E+00   .000E+00   .414E-03   .000E+00   .868E-03   .000E+00   .000E+00   .000E+00      69   .1788E-02
       1.60000   .485E-06  -.894E-03   .776E-06  -.123E-02   .000E+00   .000E+00   .397E-03   .000E+00   .897E-03   .000E+00   .000E+00   .000E+00      73   .1895E-02
       1.70000   .485E-06  -.923E-03   .825E-06  -.132E-02   .000E+00   .000E+00   .380E-03   .000E+00   .927E-03   .000E+00   .000E+00   .000E+00      77   .2000E-02
       1.80000   .485E-06  -.953E-03   .873E-06  -.141E-02   .000E+00   .000E+00   .364E-03   .000E+00   .957E-03   .000E+00   .000E+00   .000E+00      81   .2105E-02
       1.90000   .485E-06  -.984E-03   .922E-06  -.151E-02   .000E+00   .000E+00   .349E-03   .000E+00   .987E-03   .000E+00   .000E+00   .000E+00      85   .2208E-02
       2.00000   .485E-06  -.101E-02   .970E-06  -.161E-02   .000E+00   .000E+00   .334E-03   .000E+00   .102E-02   .000E+00   .000E+00   .000E+00      89   .2311E-02
       2.10000   .485E-06  -.104E-02   .102E-05  -.171E-02   .000E+00   .000E+00   .321E-03   .000E+00   .105E-02   .000E+00   .000E+00   .000E+00      93   .2412E-02
       2.20000   .485E-06  -.107E-02   .107E-05  -.182E-02   .000E+00   .000E+00   .308E-03   .000E+00   .108E-02   .000E+00   .000E+00   .000E+00      97   .2511E-02
       2.30000   .485E-06  -.110E-02   .112E-05  -.193E-02   .000E+00   .000E+00   .295E-03   .000E+00   .110E-02   .000E+00   .000E+00   .000E+00     101   .2610E-02
       2.40000   .485E-06  -.112E-02   .116E-05  -.204E-02   .000E+00   .000E+00   .284E-03   .000E+00   .113E-02   .000E+00   .000E+00   .000E+00     105   .2707E-02
       2.50000   .485E-06  -.115E-02   .121E-05  -.215E-02   .000E+00   .000E+00   .273E-03   .000E+00   .115E-02   .000E+00   .000E+00   .000E+00     109   .2803E-02
       2.60000   .485E-06  -.117E-02   .126E-05  -.227E-02   .000E+00   .000E+00   .262E-03   .000E+00   .117E-02   .000E+00   .000E+00   .000E+00     113   .2897E-02
       2.70000   .485E-06  -.119E-02   .131E-05  -.239E-02   .000E+00   .000E+00   .252E-03   .000E+00   .119E-02   .000E+00   .000E+00   .000E+00     117   .2990E-02
       2.80000   .485E-06  -.121E-02   .136E-05  -.251E-02   .000E+00   .000E+00   .242E-03   .000E+00   .121E-02   .000E+00   .000E+00   .000E+00     121   .3082E-02
       2.90000   .485E-06  -.122E-02   .141E-05  -.263E-02   .000E+00   .000E+00   .233E-03   .000E+00   .123E-02   .000E+00   .000E+00   .000E+00     125   .3172E-02
       3.00000   .485E-06  -.124E-02   .146E-05  -.275E-02   .000E+00   .000E+00   .224E-03   .000E+00   .124E-02   .000E+00   .000E+00   .000E+00     129   .3260E-02
       3.10000   .485E-06  -.125E-02   .150E-05  -.288E-02   .000E+00   .000E+00   .216E-03   .000E+00   .125E-02   .000E+00   .000E+00   .000E+00     133   .3347E-02
       3.20000   .485E-06  -.126E-02   .155E-05  -.300E-02   .000E+00   .000E+00   .208E-03   .000E+00   .126E-02   .000E+00   .000E+00   .000E+00     137   .3433E-02
       3.30000   .485E-06  -.127E-02   .160E-05  -.313E-02   .000E+00   .000E+00   .200E-03   .000E+00   .127E-02   .000E+00   .000E+00   .000E+00     141   .3517E-02
       3.40000   .485E-06  -.128E-02   .165E-05  -.326E-02   .000E+00   .000E+00   .193E-03   .000E+00   .128E-02   .000E+00   .000E+00   .000E+00     145   .3600E-02
       3.50000   .485E-06  -.128E-02   .170E-05  -.338E-02   .000E+00   .000E+00   .186E-03   .000E+00   .129E-02   .000E+00   .000E+00   .000E+00     149   .3681E-02
       3.60000   .485E-06  -.129E-02   .175E-05  -.351E-02   .000E+00   .000E+00   .179E-03   .000E+00   .129E-02   .000E+00   .000E+00   .000E+00     153   .3760E-02
       3.70000   .485E-06  -.129E-02   .180E-05  -.364E-02   .000E+00   .000E+00   .172E-03   .000E+00   .129E-02   .000E+00   .000E+00   .000E+00     157   .3838E-02
       3.80000   .485E-06  -.129E-02   .184E-05  -.377E-02   .000E+00   .000E+00   .166E-03   .000E+00   .129E-02   .000E+00   .000E+00   .000E+00     161   .3914E-02
       3.90000   .485E-06  -.129E-02   .189E-05  -.390E-02   .000E+00   .000E+00   .160E-03   .000E+00   .129E-02   .000E+00   .000E+00   .000E+00     165   .3989E-02
       4.00000   .485E-06  -.128E-02   .194E-05  -.403E-02   .000E+00   .000E+00   .155E-03   .000E+00   .129E-02   .000E+00   .000E+00   .000E+00     169   .4062E-02
       4.10000   .485E-06  -.128E-02   .199E-05  -.415E-02   .000E+00   .000E+00   .149E-03   .000E+00   .128E-02   .000E+00   .000E+00   .000E+00     173   .4133E-02
       4.20000   .485E-06  -.127E-02   .204E-05  -.428E-02   .000E+00   .000E+00   .144E-03   .000E+00   .127E-02   .000E+00   .000E+00   .000E+00     177   .4202E-02
       4.30000   .485E-06  -.126E-02   .209E-05  -.441E-02   .000E+00   .000E+00   .139E-03   .000E+00   .127E-02   .000E+00   .000E+00   .000E+00     181   .4270E-02
       4.40000   .485E-06  -.126E-02   .214E-05  -.453E-02   .000E+00   .000E+00   .134E-03   .000E+00   .126E-02   .000E+00   .000E+00   .000E+00     185   .4335E-02
       4.50000   .485E-06  -.124E-02   .218E-05  -.466E-02   .000E+00   .000E+00   .130E-03   .000E+00   .125E-02   .000E+00   .000E+00   .000E+00     189   .4399E-02
       4.60000   .485E-06  -.123E-02   .223E-05  -.478E-02   .000E+00   .000E+00   .125E-03   .000E+00   .124E-02   .000E+00   .000E+00   .000E+00     193   .4460E-02
       4.70000   .485E-06  -.122E-02   .228E-05  -.491E-02   .000E+00   .000E+00   .121E-03   .000E+00   .122E-02   .000E+00   .000E+00   .000E+00     197   .4519E-02
       4.80000   .485E-06  -.120E-02   .233E-05  -.503E-02   .000E+00   .000E+00   .117E-03   .000E+00   .121E-02   .000E+00   .000E+00   .000E+00     201   .4576E-02
       4.90000   .485E-06  -.119E-02   .238E-05  -.515E-02   .000E+00   .000E+00   .113E-03   .000E+00   .119E-02   .000E+00   .000E+00   .000E+00     205   .4630E-02
       5.00000   .485E-06  -.117E-02   .243E-05  -.526E-02   .000E+00   .000E+00   .109E-03   .000E+00   .117E-02   .000E+00   .000E+00   .000E+00     209   .4680E-02
       5.10000   .485E-06  -.114E-02   .247E-05  -.538E-02   .000E+00   .000E+00   .105E-03   .000E+00   .114E-02   .000E+00   .000E+00   .000E+00     213   .4727E-02
       5.20000   .485E-06  -.111E-02   .252E-05  -.549E-02   .000E+00   .000E+00   .102E-03   .000E+00   .112E-02   .000E+00   .000E+00   .000E+00     217   .4769E-02
       5.30000   .485E-06  -.108E-02   .257E-05  -.560E-02   .000E+00   .000E+00   .982E-04   .000E+00   .108E-02   .000E+00   .000E+00   .000E+00     221   .4804E-02
       5.40000   .485E-06  -.103E-02   .262E-05  -.570E-02   .000E+00   .000E+00   .949E-04   .000E+00   .103E-02   .000E+00   .000E+00   .000E+00     225   .4832E-02
       5.50000   .485E-06  -.974E-03   .267E-05  -.580E-02   .000E+00   .000E+00   .917E-04   .000E+00   .970E-03   .000E+00   .000E+00   .000E+00     229   .4850E-02
       5.60000   .485E-06  -.916E-03   .272E-05  -.590E-02   .000E+00   .000E+00   .886E-04   .000E+00   .912E-03   .000E+00   .000E+00   .000E+00     233   .4862E-02
       5.70000   .485E-06  -.862E-03   .277E-05  -.599E-02   .000E+00   .000E+00   .856E-04   .000E+00   .857E-03   .000E+00   .000E+00   .000E+00     237   .4870E-02
       5.80000   .485E-06  -.812E-03   .281E-05  -.607E-02   .000E+00   .000E+00   .827E-04   .000E+00   .808E-03   .000E+00   .000E+00   .000E+00     241   .4876E-02
       5.90000   .485E-06  -.766E-03   .286E-05  -.615E-02   .000E+00   .000E+00   .799E-04   .000E+00   .762E-03   .000E+00   .000E+00   .000E+00     245   .4881E-02
       6.00000   .485E-06  -.724E-03   .291E-05  -.622E-02   .000E+00   .000E+00   .772E-04   .000E+00   .720E-03   .000E+00   .000E+00   .000E+00     249   .4885E-02
       6.10000   .485E-06  -.685E-03   .296E-05  -.629E-02   .000E+00   .000E+00   .745E-04   .000E+00   .682E-03   .000E+00   .000E+00   .000E+00     253   .4887E-02
       6.20000   .485E-06  -.650E-03   .301E-05  -.636E-02   .000E+00   .000E+00   .720E-04   .000E+00   .646E-03   .000E+00   .000E+00   .000E+00     257   .4890E-02
       6.30000   .485E-06  -.616E-03   .306E-05  -.642E-02   .000E+00   .000E+00   .695E-04   .000E+00   .613E-03   .000E+00   .000E+00   .000E+00     261   .4892E-02
