 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
      10.00000   .984E-07  -.100E-06   .984E-06  -.100E-05   .000E+00   .000E+00   .995E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     118   .1657E-07
      20.00000   .984E-07  -.100E-06   .197E-05  -.200E-05   .000E+00   .000E+00   .994E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     222   .3311E-07
      30.00000   .984E-07  -.100E-06   .295E-05  -.300E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     326   .4965E-07
      40.00000   .984E-07  -.100E-06   .394E-05  -.401E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     430   .6619E-07
      50.00000   .984E-07  -.100E-06   .492E-05  -.501E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     534   .8273E-07
      60.00000   .984E-07  -.100E-06   .591E-05  -.601E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     638   .9928E-07
      70.00000   .984E-07  -.100E-06   .689E-05  -.701E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     742   .1158E-06
      80.00000   .984E-07  -.100E-06   .788E-05  -.801E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     846   .1324E-06
      90.00000   .984E-07  -.100E-06   .886E-05  -.901E-05   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00     950   .1489E-06
     100.00000   .984E-07  -.100E-06   .984E-05  -.100E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1054   .1655E-06
     110.00000   .984E-07  -.100E-06   .108E-04  -.110E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1158   .1821E-06
     120.00000   .984E-07  -.100E-06   .118E-04  -.120E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1262   .1987E-06
     130.00000   .984E-07  -.100E-06   .128E-04  -.130E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1366   .2152E-06
     140.00000   .984E-07  -.100E-06   .138E-04  -.140E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1470   .2318E-06
     150.00000   .984E-07  -.100E-06   .148E-04  -.150E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1574   .2484E-06
     160.00000   .984E-07  -.100E-06   .158E-04  -.160E-04   .000E+00   .000E+00   .993E-07   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00    1678   .2650E-06
