        soln	      dist_x	        time	          pH	          pe	        Pola	      m_Pola	   m_SorPola	       m_Sor	
         101	        -100	           0	           7	      11.425	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.0000e+100	
         101	        -100	          10	           7	      11.425	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.0000e+100	
         101	        -100	          20	           7	     11.3508	 1.8347e-031	 1.8347e-031	 3.8632e-024	 2.0000e+100	
         101	        -100	          30	           7	    -2.83254	 5.7579e-027	 5.7579e-027	 1.5286e-020	 2.0000e+100	
         101	        -100	          40	           7	    -3.47244	 1.0748e-025	 1.0748e-025	 1.5892e-019	 2.0000e+100	
         101	        -100	          50	           7	    -3.82875	 1.8985e-025	 1.8985e-025	 2.5051e-019	 2.0000e+100	
         101	        -100	          60	           7	    -3.88461	 1.9944e-025	 1.9944e-025	 2.6058e-019	 2.0000e+100	
         101	        -100	          70	           7	    -3.88792	 1.9976e-025	 1.9976e-025	 2.6091e-019	 2.0000e+100	
         101	        -100	          80	           7	     -3.8883	 1.9974e-025	 1.9974e-025	 2.6090e-019	 2.0000e+100	
         101	        -100	          90	           7	    -3.89081	 1.9972e-025	 1.9972e-025	 2.6088e-019	 2.0000e+100	
         101	        -100	         100	           7	    -4.01998	 1.9971e-025	 1.9971e-025	 2.6086e-019	 2.0000e+100	
         101	        -100	         110	           7	    -4.04047	 1.9972e-025	 1.9972e-025	 2.6088e-019	 2.0000e+100	
         101	        -100	         120	           7	    -4.04129	 1.9982e-025	 1.9982e-025	 2.6097e-019	 2.0000e+100	
         101	        -100	         130	           7	    -4.04148	 1.9983e-025	 1.9983e-025	 2.6099e-019	 2.0000e+100	
         101	        -100	         140	           7	    -4.04166	 1.9981e-025	 1.9981e-025	 2.6097e-019	 2.0000e+100	
         101	        -100	         150	           7	    -4.04185	 1.9979e-025	 1.9979e-025	 2.6095e-019	 2.0000e+100	
         101	        -100	         160	           7	    -4.04204	 1.9977e-025	 1.9977e-025	 2.6093e-019	 2.0000e+100	
         101	        -100	         170	           7	    -4.04222	 1.9975e-025	 1.9975e-025	 2.6091e-019	 2.0000e+100	
         101	        -100	         180	           7	    -4.04241	 1.9973e-025	 1.9973e-025	 2.6089e-019	 2.0000e+100	
         101	        -100	         190	           7	     -4.0426	 1.9971e-025	 1.9971e-025	 2.6087e-019	 2.0000e+100	
         101	        -100	         200	           7	    -4.04278	 1.9969e-025	 1.9969e-025	 2.6084e-019	 2.0000e+100	
         101	        -100	         210	           7	    -4.04297	 1.9967e-025	 1.9967e-025	 2.6082e-019	 2.0000e+100	
         101	        -100	         220	           7	    -4.04315	 1.9965e-025	 1.9965e-025	 2.6080e-019	 2.0000e+100	
         101	        -100	         230	           7	    -4.04334	 1.9963e-025	 1.9963e-025	 2.6078e-019	 2.0000e+100	
         101	        -100	         240	           7	    -4.04353	 1.9961e-025	 1.9961e-025	 2.6076e-019	 2.0000e+100	
         101	        -100	         250	           7	    -4.04134	 1.9959e-025	 1.9959e-025	 2.6074e-019	 2.0000e+100	
         101	        -100	         260	           7	    -4.04114	 1.9959e-025	 1.9959e-025	 2.6074e-019	 2.0000e+100	
         101	        -100	         270	           7	    -4.04111	 1.9972e-025	 1.9972e-025	 2.6088e-019	 2.0000e+100	
         101	        -100	         280	           7	    -4.04108	 1.9987e-025	 1.9987e-025	 2.6103e-019	 2.0000e+100	
         101	        -100	         290	           7	    -4.04105	 1.9990e-025	 1.9990e-025	 2.6107e-019	 2.0000e+100	
         101	        -100	         300	           7	    -4.04104	 1.9994e-025	 1.9994e-025	 2.6110e-019	 2.0000e+100	
         101	        -100	         310	           7	    -4.04103	 1.9995e-025	 1.9995e-025	 2.6111e-019	 2.0000e+100	
         101	        -100	         320	           7	    -4.04121	 1.9993e-025	 1.9993e-025	 2.6109e-019	 2.0000e+100	
         101	        -100	         330	           7	     -4.0414	 1.9991e-025	 1.9991e-025	 2.6107e-019	 2.0000e+100	
         101	        -100	         340	           7	    -4.04159	 1.9989e-025	 1.9989e-025	 2.6105e-019	 2.0000e+100	
         101	        -100	         350	           7	    -4.04178	 1.9987e-025	 1.9987e-025	 2.6103e-019	 2.0000e+100	
         101	        -100	         360	           7	    -4.04196	 1.9985e-025	 1.9985e-025	 2.6101e-019	 2.0000e+100	
         101	        -100	         370	           7	    -4.04215	 1.9983e-025	 1.9983e-025	 2.6099e-019	 2.0000e+100	
         101	        -100	         380	           7	    -4.04234	 1.9981e-025	 1.9981e-025	 2.6097e-019	 2.0000e+100	
         101	        -100	         390	           7	    -4.04252	 1.9979e-025	 1.9979e-025	 2.6095e-019	 2.0000e+100	
         101	        -100	         400	           7	    -4.04271	 1.9977e-025	 1.9977e-025	 2.6092e-019	 2.0000e+100	
         101	        -100	         410	           7	     -4.0429	 1.9975e-025	 1.9975e-025	 2.6090e-019	 2.0000e+100	
         101	        -100	         420	           7	    -4.04239	 1.9973e-025	 1.9973e-025	 2.6088e-019	 2.0000e+100	
         101	        -100	         430	           7	    -4.04069	 1.9971e-025	 1.9971e-025	 2.6086e-019	 2.0000e+100	
         101	        -100	         440	           7	    -4.04068	 1.9971e-025	 1.9971e-025	 2.6086e-019	 2.0000e+100	
         101	        -100	         450	           7	    -4.04066	 1.9987e-025	 1.9987e-025	 2.6103e-019	 2.0000e+100	
         101	        -100	         460	           7	    -4.04062	 1.9997e-025	 1.9997e-025	 2.6113e-019	 2.0000e+100	
         101	        -100	         470	           7	     -4.0406	 1.9997e-025	 1.9997e-025	 2.6114e-019	 2.0000e+100	
         101	        -100	         480	           7	    -4.04055	 1.9998e-025	 1.9998e-025	 2.6114e-019	 2.0000e+100	
         101	        -100	         490	           7	    -4.04051	 1.9999e-025	 1.9999e-025	 2.6115e-019	 2.0000e+100	
         101	        -100	         500	           7	    -4.04048	 1.9999e-025	 1.9999e-025	 2.6116e-019	 2.0000e+100	
         101	        -100	         510	           7	    -4.04047	 1.9999e-025	 1.9999e-025	 2.6116e-019	 2.0000e+100	
         101	        -100	         520	           7	    -4.04045	 2.0000e-025	 2.0000e-025	 2.6116e-019	 2.0000e+100	
         101	        -100	         530	           7	    -4.04043	 2.0000e-025	 2.0000e-025	 2.6116e-019	 2.0000e+100	
         101	        -100	         540	           7	    -4.04039	 2.0004e-025	 2.0004e-025	 2.6121e-019	 2.0000e+100	
         101	        -100	         550	           7	    -4.04033	 2.0051e-025	 2.0051e-025	 2.6170e-019	 2.0000e+100	
         101	        -100	         560	           7	    -4.04032	 2.0572e-025	 2.0572e-025	 2.6712e-019	 2.0000e+100	
         101	        -100	         570	           7	    -4.04032	 2.6454e-025	 2.6454e-025	 3.2665e-019	 2.0000e+100	
         101	        -100	         580	           7	     -4.0403	 1.0397e-024	 1.0397e-024	 9.7637e-019	 2.0000e+100	
         101	        -100	         590	           7	    -4.04026	 1.4470e-023	 1.4470e-023	 8.0253e-018	 2.0000e+100	
         101	        -100	         600	           7	    -4.04023	 2.7261e-022	 2.7261e-022	 8.4048e-017	 2.0000e+100	
         101	        -100	         610	           7	    -4.04022	 5.2741e-021	 5.2741e-021	 8.9911e-016	 2.0000e+100	
         101	        -100	         620	           7	    -4.04022	 1.0160e-019	 1.0160e-019	 9.5857e-015	 2.0000e+100	
         101	        -100	         630	           7	     -4.0402	 1.9431e-018	 1.9431e-018	 1.0160e-013	 2.0000e+100	
         101	        -100	         640	           7	    -4.04017	 3.6861e-017	 3.6861e-017	 1.0699e-012	 2.0000e+100	
         101	        -100	         650	           7	    -4.04014	 6.9305e-016	 6.9305e-016	 1.1187e-011	 2.0000e+100	
         101	        -100	         660	           7	    -4.04014	 1.2892e-014	 1.2892e-014	 1.1597e-010	 2.0000e+100	
         101	        -100	         670	           7	    -4.04014	 2.3654e-013	 2.3654e-013	 1.1891e-009	 2.0000e+100	
         101	        -100	         680	           7	    -4.04012	 4.2560e-012	 4.2560e-012	 1.2003e-008	 2.0000e+100	
         101	        -100	         690	           7	    -4.04009	 7.4349e-011	 7.4349e-011	 1.1833e-007	 2.0000e+100	
         101	        -100	         700	           7	    -4.04006	 1.2396e-009	 1.2396e-009	 1.1239e-006	 2.0000e+100	
         101	        -100	         710	           7	    -4.04004	 1.9184e-008	 1.9184e-008	 1.0056e-005	 2.0000e+100	
         101	        -100	         720	           7	    -4.04001	 2.6424e-007	 2.6424e-007	 8.1976e-005	 2.0000e+100	
         101	        -100	         730	           7	    -4.03993	 3.0618e-006	 3.0618e-006	 5.8193e-004	 2.0000e+100	
         101	        -100	         740	           7	    -4.03991	 2.8018e-005	 2.8018e-005	 3.4202e-003	 2.0000e+100	
         101	        -100	         750	           7	    -4.03996	 1.9195e-004	 1.9195e-004	 1.5945e-002	 2.0000e+100	
         101	        -100	         760	           7	    -4.03997	 9.5912e-004	 9.5912e-004	 5.7755e-002	 2.0000e+100	
         101	        -100	         770	     7.00001	    -4.03995	 3.5228e-003	 3.5228e-003	 1.6353e-001	 2.0000e+100	
         101	        -100	         780	     7.00004	    -4.03998	 9.8389e-003	 9.8389e-003	 3.7192e-001	 2.0000e+100	
         101	        -100	         790	     7.00008	       -4.04	 2.1883e-002	 2.1883e-002	 7.0498e-001	 2.0000e+100	
         101	        -100	         800	     7.00015	    -4.04006	 4.0609e-002	 4.0609e-002	 1.1561e+000	 2.0000e+100	
         101	        -100	         810	     7.00024	    -4.04017	 6.5492e-002	 6.5492e-002	 1.6945e+000	 2.0000e+100	
         101	        -100	         820	     7.00035	    -4.04029	 9.4857e-002	 9.4857e-002	 2.2790e+000	 2.0000e+100	
         101	        -100	         830	     7.00047	     -4.0404	 1.2656e-001	 1.2656e-001	 2.8703e+000	 2.0000e+100	
         101	        -100	         840	     7.00059	    -4.04052	 1.5856e-001	 1.5856e-001	 3.4375e+000	 2.0000e+100	
         101	        -100	         850	      7.0007	    -4.04065	 1.8927e-001	 1.8927e-001	 3.9606e+000	 2.0000e+100	
         101	        -100	         860	     7.00081	    -4.04074	 2.1763e-001	 2.1763e-001	 4.4286e+000	 2.0000e+100	
         101	        -100	         870	      7.0009	    -4.04084	 2.4304e-001	 2.4304e-001	 4.8376e+000	 2.0000e+100	
         101	        -100	         880	     7.00098	    -4.04089	 2.6529e-001	 2.6529e-001	 5.1888e+000	 2.0000e+100	
         101	        -100	         890	     7.00105	    -4.04094	 2.8441e-001	 2.8441e-001	 5.4860e+000	 2.0000e+100	
         101	        -100	         900	     7.00111	    -4.04101	 3.0063e-001	 3.0063e-001	 5.7347e+000	 2.0000e+100	
         101	        -100	         910	     7.00116	    -4.04109	 3.1420e-001	 3.1420e-001	 5.9410e+000	 2.0000e+100	
         101	        -100	         920	     7.00121	    -4.04114	 3.2547e-001	 3.2547e-001	 6.1109e+000	 2.0000e+100	
         101	        -100	         930	     7.00124	    -4.04117	 3.3475e-001	 3.3475e-001	 6.2498e+000	 2.0000e+100	
         101	        -100	         940	     7.00127	    -4.04121	 3.4234e-001	 3.4234e-001	 6.3629e+000	 2.0000e+100	
         101	        -100	         950	     7.00129	     -4.0412	 3.4852e-001	 3.4852e-001	 6.4546e+000	 2.0000e+100	
