 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
       1.00000   .100E-05  -.125E-07   .100E-05  -.125E-07   .000E+00   .000E+00   .801E-05   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      25   .8273E-05
       2.00000   .100E-05  -.125E-07   .200E-05  -.249E-07   .000E+00   .000E+00   .885E-05   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      36   .1657E-04
       3.00000   .100E-05  -.125E-07   .300E-05  -.374E-07   .000E+00   .000E+00   .912E-05   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      47   .2487E-04
       4.00000   .100E-05  -.125E-07   .400E-05  -.499E-07   .000E+00   .000E+00   .629E-04   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      58   .4658E-04
       5.00000   .100E-05  -.125E-07   .500E-05  -.623E-07   .000E+00   .000E+00   .650E-04   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      69   .5540E-04
       6.00000   .100E-05  -.125E-07   .600E-05  -.748E-07   .000E+00   .000E+00   .651E-04   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      80   .6372E-04
       7.00000   .100E-05  -.125E-07   .700E-05  -.872E-07   .000E+00   .000E+00   .651E-04   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00      91   .7203E-04
       8.00000   .100E-05  -.125E-07   .800E-05  -.997E-07   .000E+00   .000E+00   .651E-04   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     102   .8034E-04
       9.00000   .100E-05  -.125E-07   .900E-05  -.112E-06   .000E+00   .000E+00   .101E-03   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     113   .1056E-03
      10.00000   .100E-05  -.125E-07   .100E-04  -.125E-06   .000E+00   .000E+00   .153E-03   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     124   .1436E-03
      11.00000   .100E-05  -.125E-07   .110E-04  -.137E-06   .000E+00   .000E+00   .159E-03   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     135   .1565E-03
      12.00000   .100E-05  -.125E-07   .120E-04  -.150E-06   .000E+00   .000E+00   .159E-03   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     146   .1652E-03
      13.00000   .100E-05  -.125E-07   .130E-04  -.162E-06   .000E+00   .000E+00   .159E-03   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     157   .1736E-03
      14.00000   .100E-05  -.125E-07   .140E-04  -.174E-06   .000E+00   .000E+00   .159E-03   .000E+00   .125E-07   .000E+00   .000E+00   .000E+00     168   .1819E-03
