 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
       1.00000   .100E-02  -.777E-02   .100E-02  -.777E-02   .000E+00   .000E+00   .696E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      25   .5816E-02
       2.00000   .100E-02  -.777E-02   .201E-02  -.155E-01   .000E+00   .000E+00   .687E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      36   .1163E-01
       3.00000   .100E-02  -.777E-02   .301E-02  -.233E-01   .000E+00   .000E+00   .684E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      47   .1745E-01
       4.00000   .100E-02  -.777E-02   .402E-02  -.311E-01   .000E+00   .000E+00   .304E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      58   .2232E-01
       5.00000   .100E-02  -.777E-02   .502E-02  -.388E-01   .000E+00   .000E+00   .300E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      69   .2814E-01
       6.00000   .100E-02  -.777E-02   .603E-02  -.466E-01   .000E+00   .000E+00   .300E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      80   .3395E-01
       7.00000   .100E-02  -.777E-02   .703E-02  -.544E-01   .000E+00   .000E+00   .300E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00      91   .3977E-01
       8.00000   .100E-02  -.777E-02   .804E-02  -.622E-01   .000E+00   .000E+00   .300E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     102   .4559E-01
       9.00000   .100E-02  -.777E-02   .904E-02  -.699E-01   .000E+00   .000E+00   .257E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     113   .4998E-01
      10.00000   .100E-02  -.777E-02   .100E-01  -.777E-01   .000E+00   .000E+00   .212E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     124   .5515E-01
      11.00000   .100E-02  -.777E-02   .110E-01  -.855E-01   .000E+00   .000E+00   .208E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     135   .6091E-01
      12.00000   .100E-02  -.777E-02   .121E-01  -.932E-01   .000E+00   .000E+00   .207E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     146   .6672E-01
      13.00000   .100E-02  -.777E-02   .131E-01  -.101E+00   .000E+00   .000E+00   .207E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     157   .7254E-01
      14.00000   .100E-02  -.777E-02   .141E-01  -.109E+00   .000E+00   .000E+00   .207E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     168   .7836E-01
      15.00000   .100E-02  -.777E-02   .151E-01  -.117E+00   .000E+00   .000E+00   .193E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     179   .8221E-01
      16.00000   .100E-02  -.777E-02   .161E-01  -.124E+00   .000E+00   .000E+00   .183E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     190   .8766E-01
      17.00000   .100E-02  -.777E-02   .171E-01  -.132E+00   .000E+00   .000E+00   .180E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     201   .9340E-01
      18.00000   .100E-02  -.777E-02   .181E-01  -.140E+00   .000E+00   .000E+00   .179E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     212   .9920E-01
      19.00000   .100E-02  -.777E-02   .191E-01  -.148E+00   .000E+00   .000E+00   .179E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     223   .1050E+00
      20.00000   .100E-02  -.777E-02   .201E-01  -.155E+00   .000E+00   .000E+00   .179E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     234   .1097E+00
      21.00000   .100E-02  -.777E-02   .211E-01  -.163E+00   .000E+00   .000E+00   .175E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     245   .1145E+00
      22.00000   .100E-02  -.777E-02   .221E-01  -.171E+00   .000E+00   .000E+00   .172E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     256   .1200E+00
      23.00000   .100E-02  -.777E-02   .231E-01  -.179E+00   .000E+00   .000E+00   .171E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     267   .1258E+00
      24.00000   .100E-02  -.777E-02   .241E-01  -.186E+00   .000E+00   .000E+00   .170E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     278   .1316E+00
      25.00000   .100E-02  -.777E-02   .251E-01  -.194E+00   .000E+00   .000E+00   .170E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     289   .1374E+00
      26.00000   .100E-02  -.777E-02   .261E-01  -.202E+00   .000E+00   .000E+00   .170E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     300   .1415E+00
      27.00000   .100E-02  -.777E-02   .271E-01  -.210E+00   .000E+00   .000E+00   .169E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     311   .1467E+00
      28.00000   .100E-02  -.777E-02   .281E-01  -.218E+00   .000E+00   .000E+00   .168E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     322   .1524E+00
      29.00000   .100E-02  -.777E-02   .291E-01  -.225E+00   .000E+00   .000E+00   .167E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     333   .1581E+00
      30.00000   .100E-02  -.777E-02   .301E-01  -.233E+00   .000E+00   .000E+00   .167E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     344   .1639E+00
      31.00000   .100E-02  -.777E-02   .311E-01  -.241E+00   .000E+00   .000E+00   .167E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     355   .1697E+00
      32.00000   .100E-02  -.777E-02   .321E-01  -.249E+00   .000E+00   .000E+00   .167E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     366   .1735E+00
      33.00000   .100E-02  -.777E-02   .331E-01  -.256E+00   .000E+00   .000E+00   .167E-02   .000E+00   .777E-02   .000E+00   .000E+00   .000E+00     377   .1790E+00
      34.00000   .100E-02  -.776E-02   .342E-01  -.264E+00   .000E+00   .000E+00   .166E-02   .000E+00   .776E-02   .000E+00   .000E+00   .000E+00     388   .1847E+00
      35.00000   .100E-02  -.776E-02   .352E-01  -.272E+00   .000E+00   .000E+00   .123E-02   .000E+00   .776E-02   .000E+00   .000E+00   .000E+00     399   .1904E+00
      36.00000   .100E-02  -.776E-02   .362E-01  -.280E+00   .000E+00   .000E+00   .121E-02   .000E+00   .776E-02   .000E+00   .000E+00   .000E+00     410   .1962E+00
      37.00000   .100E-02  -.775E-02   .372E-01  -.287E+00   .000E+00   .000E+00   .121E-02   .000E+00   .775E-02   .000E+00   .000E+00   .000E+00     421   .2007E+00
      38.00000   .100E-02  -.774E-02   .382E-01  -.295E+00   .000E+00   .000E+00   .121E-02   .000E+00   .774E-02   .000E+00   .000E+00   .000E+00     432   .2056E+00
      39.00000   .100E-02  -.772E-02   .392E-01  -.303E+00   .000E+00   .000E+00   .121E-02   .000E+00   .772E-02   .000E+00   .000E+00   .000E+00     443   .2112E+00
      40.00000   .100E-02  -.770E-02   .402E-01  -.311E+00   .000E+00   .000E+00   .121E-02   .000E+00   .770E-02   .000E+00   .000E+00   .000E+00     454   .2169E+00
      41.00000   .100E-02  -.768E-02   .412E-01  -.318E+00   .000E+00   .000E+00   .121E-02   .000E+00   .768E-02   .000E+00   .000E+00   .000E+00     465   .2227E+00
      42.00000   .100E-02  -.765E-02   .422E-01  -.326E+00   .000E+00   .000E+00   .121E-02   .000E+00   .765E-02   .000E+00   .000E+00   .000E+00     476   .2285E+00
      43.00000   .100E-02  -.761E-02   .432E-01  -.334E+00   .000E+00   .000E+00   .121E-02   .000E+00   .761E-02   .000E+00   .000E+00   .000E+00     487   .2325E+00
      44.00000   .100E-02  -.757E-02   .442E-01  -.341E+00   .000E+00   .000E+00   .121E-02   .000E+00   .757E-02   .000E+00   .000E+00   .000E+00     498   .2378E+00
      45.00000   .100E-02  -.752E-02   .452E-01  -.349E+00   .000E+00   .000E+00   .121E-02   .000E+00   .752E-02   .000E+00   .000E+00   .000E+00     509   .2435E+00
      46.00000   .100E-02  -.748E-02   .462E-01  -.356E+00   .000E+00   .000E+00   .121E-02   .000E+00   .747E-02   .000E+00   .000E+00   .000E+00     520   .2492E+00
      47.00000   .100E-02  -.742E-02   .472E-01  -.364E+00   .000E+00   .000E+00   .121E-02   .000E+00   .742E-02   .000E+00   .000E+00   .000E+00     531   .2550E+00
      48.00000   .100E-02  -.737E-02   .482E-01  -.371E+00   .000E+00   .000E+00   .121E-02   .000E+00   .737E-02   .000E+00   .000E+00   .000E+00     542   .2605E+00
      49.00000   .100E-02  -.731E-02   .492E-01  -.378E+00   .000E+00   .000E+00   .121E-02   .000E+00   .731E-02   .000E+00   .000E+00   .000E+00     553   .2645E+00
      50.00000   .100E-02  -.726E-02   .502E-01  -.386E+00   .000E+00   .000E+00   .121E-02   .000E+00   .726E-02   .000E+00   .000E+00   .000E+00     564   .2701E+00
      51.00000   .100E-02  -.721E-02   .512E-01  -.393E+00   .000E+00   .000E+00   .121E-02   .000E+00   .721E-02   .000E+00   .000E+00   .000E+00     575   .2758E+00
      52.00000   .100E-02  -.716E-02   .522E-01  -.400E+00   .000E+00   .000E+00   .121E-02   .000E+00   .716E-02   .000E+00   .000E+00   .000E+00     586   .2815E+00
      53.00000   .100E-02  -.711E-02   .532E-01  -.407E+00   .000E+00   .000E+00   .121E-02   .000E+00   .711E-02   .000E+00   .000E+00   .000E+00     597   .2873E+00
      54.00000   .100E-02  -.707E-02   .542E-01  -.414E+00   .000E+00   .000E+00   .121E-02   .000E+00   .707E-02   .000E+00   .000E+00   .000E+00     608   .2917E+00
