        soln	      dist_x	        time	          pH	          pe	          Si	          Na	          Al	    gibbsite	  d_gibbsite	     SiO2(a)	   d_SiO2(a)	
          56	         -55	           2	     6.26458	     13.0165	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 4.7843e-013	
          57	         -56	           2	     6.26458	     13.0436	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 7.1739e-013	
          58	         -57	           2	     6.26458	     12.9757	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 3.7982e-013	
          59	         -58	           2	     6.26458	     12.9445	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.9368e-013	
          60	         -59	           2	     6.26458	     13.0498	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 5.1147e-014	
          61	         -60	           2	     6.26458	     12.9479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 4.3029e-015	
          62	         -61	           2	     6.26458	     12.9479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 3.5181e-016	
          63	         -62	           2	     6.26458	     12.9479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7062e-017	
          64	         -63	           2	     6.26458	     11.7517	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          65	         -64	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          66	         -65	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          67	         -66	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          68	         -67	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          69	         -68	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          70	         -69	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          71	         -70	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          72	         -71	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          73	         -72	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          74	         -73	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          75	         -74	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          76	         -75	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          77	         -76	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          78	         -77	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          79	         -78	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          80	         -79	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          81	         -80	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          82	         -81	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          83	         -82	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          84	         -83	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          85	         -84	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          86	         -85	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          87	         -86	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          88	         -87	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          89	         -88	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          90	         -89	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          91	         -90	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          92	         -91	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          93	         -92	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          94	         -93	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          95	         -94	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          96	         -95	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          97	         -96	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          98	         -97	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          99	         -98	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
         100	         -99	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
         101	        -100	           2	     6.26458	     11.6479	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	


           1	           0	           4	     10.3383	    -5.72157	 9.1060e-004	 9.9084e-004	 6.2889e-005	 9.2992e-003	-1.4826e-004	 0.0000e+000	 0.0000e+000	
           2	          -1	           4	     9.49825	     9.18013	 2.8751e-003	 9.7610e-004	 9.0863e-006	 9.4540e-003	 5.8958e-005	 1.1682e-002	-2.6413e-003	
           3	          -2	           4	     9.48682	     9.84117	 2.8504e-003	 9.5030e-004	 8.8464e-006	 9.4370e-003	 4.9688e-006	 1.4543e-002	-2.2261e-004	
           4	          -3	           4	     9.46828	      9.8091	 2.8118e-003	 9.0994e-004	 8.4708e-006	 9.4352e-003	 4.1875e-007	 1.4867e-002	-1.8762e-005	
           5	          -4	           4	     9.44047	      9.8861	 2.7570e-003	 8.5257e-004	 7.9371e-006	 9.4350e-003	 3.5258e-008	 1.4904e-002	-1.5831e-006	
           6	          -5	           4	     9.40124	     9.92257	 2.6855e-003	 7.7781e-004	 7.2415e-006	 9.4350e-003	 2.9186e-009	 1.4908e-002	-1.3637e-007	
           7	          -6	           4	     9.34869	     9.98475	 2.5995e-003	 6.8789e-004	 6.4048e-006	 9.4350e-003	 1.7431e-010	 1.4909e-002	-1.5486e-008	
           8	          -7	           4	     9.28118	     9.07473	 2.5036e-003	 5.8755e-004	 5.4710e-006	 9.4350e-003	-6.9212e-011	 1.4909e-002	-5.9867e-009	
           9	          -8	           4	     9.19742	     9.11285	 2.4039e-003	 4.8327e-004	 4.5005e-006	 9.4350e-003	-9.1215e-011	 1.4909e-002	-5.2775e-009	
          10	          -9	           4	     9.09646	     9.24779	 2.3070e-003	 3.8197e-004	 3.5576e-006	 9.4350e-003	-8.3362e-011	 1.4909e-002	-4.6869e-009	
          11	         -10	           4	     8.97762	     9.41255	 2.2188e-003	 2.8971e-004	 2.6988e-006	 9.4350e-003	-6.5049e-011	 1.4909e-002	-3.6647e-009	
          12	         -11	           4	     8.84053	     9.59939	 2.1432e-003	 2.1068e-004	 1.9631e-006	 9.4350e-003	-4.2506e-011	 1.4909e-002	-2.4237e-009	
          13	         -12	           4	       8.685	     9.80471	 2.0822e-003	 1.4686e-004	 1.3689e-006	 9.4350e-003	-1.9428e-011	 1.4909e-002	-1.1662e-009	
          14	         -13	           4	     8.51103	     10.0308	 2.0356e-003	 9.8136e-005	 9.1530e-007	 9.4350e-003	 4.0038e-012	 1.4909e-002	 8.2628e-011	
          15	         -14	           4	     8.31879	     10.2721	 2.0019e-003	 6.2890e-005	 5.8715e-007	 9.4350e-003	 3.2252e-011	 1.4909e-002	 1.5410e-009	
          16	         -15	           4	     8.10855	     10.5311	 1.9787e-003	 3.8675e-005	 3.6174e-007	 9.4350e-003	 7.6242e-011	 1.4909e-002	 3.7554e-009	
          17	         -16	           4	     7.88073	     10.8057	 1.9636e-003	 2.2841e-005	 2.1442e-007	 9.4350e-003	 1.5840e-010	 1.4909e-002	 7.8406e-009	
          18	         -17	           4	     7.63598	     11.0965	 1.9541e-003	 1.2967e-005	 1.2267e-007	 9.4350e-003	 3.2459e-010	 1.4909e-002	 1.6054e-008	
          19	         -18	           4	     7.37568	      11.402	 1.9485e-003	 7.0835e-006	 6.8259e-008	 9.4350e-003	 6.6376e-010	 1.4909e-002	 3.2707e-008	
          20	         -19	           4	     7.10377	      11.719	 1.9454e-003	 3.7272e-006	 3.7726e-008	 9.4350e-003	 1.2931e-009	 1.4909e-002	 6.3251e-008	
          21	         -20	           4	     6.83304	      12.035	 1.9437e-003	 1.8911e-006	 2.1975e-008	 9.4350e-003	 2.0836e-009	 1.4909e-002	 1.0062e-007	
          22	         -21	           4	     6.59645	     12.3166	 1.9428e-003	 9.2626e-007	 1.5117e-008	 9.4350e-003	 2.1568e-009	 1.4909e-002	 1.0209e-007	
          23	         -22	           4	     6.43314	     12.5236	 1.9425e-003	 4.3842e-007	 1.2921e-008	 9.4350e-003	 1.2073e-009	 1.4909e-002	 5.5728e-008	
          24	         -23	           4	     6.34328	     12.6545	 1.9423e-003	 2.0076e-007	 1.2454e-008	 9.4350e-003	 4.1669e-010	 1.4909e-002	 1.8778e-008	
          25	         -24	           4	     6.29964	     12.7356	 1.9423e-003	 8.9034e-008	 1.2410e-008	 9.4350e-003	 1.0957e-010	 1.4909e-002	 4.8471e-009	
          26	         -25	           4	     6.27967	     12.7891	 1.9423e-003	 3.8281e-008	 1.2431e-008	 9.4350e-003	 2.4749e-011	 1.4909e-002	 1.0815e-009	
          27	         -26	           4	     6.27088	     12.8274	 1.9422e-003	 1.5973e-008	 1.2448e-008	 9.4350e-003	 5.0650e-012	 1.4909e-002	 2.1969e-010	
          28	         -27	           4	     6.26713	      12.857	 1.9422e-003	 6.4753e-009	 1.2457e-008	 9.4350e-003	 9.6134e-013	 1.4909e-002	 4.1520e-011	
          29	         -28	           4	     6.26559	      12.881	 1.9422e-003	 2.5528e-009	 1.2461e-008	 9.4350e-003	 1.7109e-013	 1.4909e-002	 7.3729e-012	
          30	         -29	           4	     6.26497	     12.9008	 1.9422e-003	 9.7992e-010	 1.2462e-008	 9.4350e-003	 2.8737e-014	 1.4909e-002	 1.2366e-012	
          31	         -30	           4	     6.26473	     12.9172	 1.9422e-003	 3.6683e-010	 1.2463e-008	 9.4350e-003	 4.5817e-015	 1.4909e-002	 1.9660e-013	
          32	         -31	           4	     6.26464	     12.9307	 1.9422e-003	 1.3430e-010	 1.2463e-008	 9.4350e-003	 6.7776e-016	 1.4909e-002	 2.9713e-014	
          33	         -32	           4	      6.2646	     12.9419	 1.9422e-003	 4.8398e-011	 1.2463e-008	 9.4350e-003	 1.0844e-016	 1.4909e-002	 4.2563e-015	
          34	         -33	           4	     6.26459	     12.9511	 1.9422e-003	 1.7460e-011	 1.2463e-008	 9.4350e-003	 2.7110e-017	 1.4909e-002	 5.9643e-016	
          35	         -34	           4	     6.26458	     12.9588	 1.9422e-003	 6.5867e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 8.1331e-017	
          36	         -35	           4	     6.26458	     12.9653	 1.9422e-003	 2.8548e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          37	         -36	           4	     6.26458	     12.9708	 1.9422e-003	 1.6028e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	-2.7110e-017	
          38	         -37	           4	     6.26458	     12.9755	 1.9422e-003	 1.1919e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          39	         -38	           4	     6.26458	     12.9799	 1.9422e-003	 1.0599e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	-2.7110e-017	
          40	         -39	           4	     6.26458	     12.9842	 1.9422e-003	 1.0183e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          41	         -40	           4	     6.26458	      12.989	 1.9422e-003	 1.0055e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          42	         -41	           4	     6.26458	     12.9945	 1.9422e-003	 1.0016e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          43	         -42	           4	     6.26458	     13.0007	 1.9422e-003	 1.0005e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          44	         -43	           4	     6.26458	      13.007	 1.9422e-003	 1.0001e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          45	         -44	           4	     6.26458	     13.0125	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          46	         -45	           4	     6.26458	     13.0164	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          47	         -46	           4	     6.26458	     13.0178	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          48	         -47	           4	     6.26458	     13.0166	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          49	         -48	           4	     6.26458	     13.0132	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          50	         -49	           4	     6.26458	     13.0083	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          51	         -50	           4	     6.26458	      13.003	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          52	         -51	           4	     6.26458	      12.998	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          53	         -52	           4	     6.26458	     12.9941	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          54	         -53	           4	     6.26458	     12.9912	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          55	         -54	           4	     6.26458	     12.9896	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          56	         -55	           4	     6.26458	     12.9891	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          57	         -56	           4	     6.26458	     12.9899	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          58	         -57	           4	     6.26458	     12.9918	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	-2.7110e-017	
          59	         -58	           4	     6.26458	     12.9944	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	-2.7110e-017	
          60	         -59	           4	     6.26458	     12.9967	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          61	         -60	           4	     6.26458	      12.998	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          62	         -61	           4	     6.26458	     12.9979	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          63	         -62	           4	     6.26458	     12.9966	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          64	         -63	           4	     6.26458	     12.9947	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          65	         -64	           4	     6.26458	     12.9931	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          66	         -65	           4	     6.26458	     12.9924	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          67	         -66	           4	     6.26458	     12.9934	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          68	         -67	           4	     6.26458	     12.9964	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	-2.7110e-017	
          69	         -68	           4	     6.26458	      13.001	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          70	         -69	           4	     6.26458	     13.0059	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          71	         -70	           4	     6.26458	     13.0091	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          72	         -71	           4	     6.26458	     13.0094	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          73	         -72	           4	     6.26458	      13.007	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          74	         -73	           4	     6.26458	      13.003	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          75	         -74	           4	     6.26458	     12.9986	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          76	         -75	           4	     6.26458	     12.9946	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          77	         -76	           4	     6.26458	     12.9916	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          78	         -77	           4	     6.26458	     12.9898	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          79	         -78	           4	     6.26458	     12.9888	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          80	         -79	           4	     6.26458	     12.9885	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          81	         -80	           4	     6.26458	     12.9896	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          82	         -81	           4	     6.26458	     12.9929	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          83	         -82	           4	     6.26458	     12.9984	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          84	         -83	           4	     6.26458	     13.0054	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          85	         -84	           4	     6.26458	     13.0131	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          86	         -85	           4	     6.26458	     13.0201	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          87	         -86	           4	     6.26458	      13.024	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          88	         -87	           4	     6.26458	      13.023	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          89	         -88	           4	     6.26458	     13.0175	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          90	         -89	           4	     6.26458	     13.0099	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          91	         -90	           4	     6.26458	     13.0024	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          92	         -91	           4	     6.26458	     12.9963	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
          93	         -92	           4	     6.26458	     12.9918	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          94	         -93	           4	     6.26458	     12.9895	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          95	         -94	           4	     6.26458	     12.9887	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          96	         -95	           4	     6.26458	      12.988	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          97	         -96	           4	     6.26458	     12.9873	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          98	         -97	           4	     6.26458	     12.9894	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
          99	         -98	           4	     6.26458	     12.9951	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 0.0000e+000	
         100	         -99	           4	     6.26458	      13.001	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	
         101	        -100	           4	     6.26458	      13.001	 1.9422e-003	 1.0000e-012	 1.2463e-008	 9.4350e-003	 0.0000e+000	 1.4909e-002	 2.7110e-017	


           1	           0	           8	     10.3536	     8.36143	 9.0101e-004	 9.9948e-004	 6.5148e-005	 8.7261e-003	-1.4876e-004	 0.0000e+000	 0.0000e+000	
           2	          -1	           8	     9.50798	     9.40971	 2.8966e-003	 9.9862e-004	 9.2959e-006	 9.6776e-003	 6.2444e-005	 1.4367e-003	-2.6708e-003	
           3	          -2	           8	     9.50728	     9.48863	 2.8951e-003	 9.9697e-004	 9.2805e-006	 9.4628e-003	 5.2627e-006	 1.3360e-002	-2.2509e-004	
           4	          -3	           8	     9.50602	     9.55351	 2.8923e-003	 9.9404e-004	 9.2533e-006	 9.4382e-003	 4.4353e-007	 1.4729e-002	-1.8970e-005	
           5	          -4	           8	     9.50392	     9.60827	 2.8876e-003	 9.8917e-004	 9.2079e-006	 9.4354e-003	 3.7380e-008	 1.4888e-002	-1.5988e-006	
           6	          -5	           8	     9.50059	     9.65533	 2.8802e-003	 9.8147e-004	 9.1363e-006	 9.4350e-003	 3.1496e-009	 1.4907e-002	-1.3478e-007	
           7	          -6	           8	     9.49554	     9.69654	 2.8692e-003	 9.6992e-004	 9.0289e-006	 9.4350e-003	 2.6395e-010	 1.4909e-002	-1.1442e-008	
           8	          -7	           8	     9.48819	     9.73352	 2.8534e-003	 9.5336e-004	 8.8748e-006	 9.4350e-003	 1.9309e-011	 1.4909e-002	-1.1275e-009	
           9	          -8	           8	     9.47789	      9.7678	 2.8316e-003	 9.3063e-004	 8.6634e-006	 9.4350e-003	-3.6922e-012	 1.4909e-002	-3.9066e-010	
          10	          -9	           8	     9.46392	     9.80083	 2.8030e-003	 9.0070e-004	 8.3849e-006	 9.4350e-003	-9.2082e-012	 1.4909e-002	-5.2753e-010	
          11	         -10	           8	     9.44556	     9.83403	 2.7668e-003	 8.6280e-004	 8.0322e-006	 9.4350e-003	-1.4548e-011	 1.4909e-002	-8.1035e-010	
          12	         -11	           8	     9.42206	     9.86874	 2.7226e-003	 8.1662e-004	 7.6026e-006	 9.4350e-003	-2.0998e-011	 1.4909e-002	-1.1684e-009	
          13	         -12	           8	     9.39269	     9.90623	 2.6708e-003	 7.6241e-004	 7.0982e-006	 9.4350e-003	-2.8151e-011	 1.4909e-002	-1.5672e-009	
          14	         -13	           8	     9.35679	     9.94771	 2.6121e-003	 7.0104e-004	 6.5271e-006	 9.4350e-003	-3.5140e-011	 1.4909e-002	-1.9576e-009	
          15	         -14	           8	     9.31374	     9.99434	 2.5480e-003	 6.3396e-004	 5.9029e-006	 9.4350e-003	-4.0908e-011	 1.4909e-002	-2.2809e-009	
