 ******* Program HYDRUS
 ******* Transient flow infolving hysteresis                                    
  
 Date:   1.10.    Time:  14: 2:55
 Units: L = cm   , T = hours, M = mmol 



                             Node(  1)                      Node( 11)                      Node( 21)

       time         h        theta    Temp         h        theta    Temp         h        theta    Temp   
          .131      -3.093   .3973     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .134      -2.867   .3977     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .137      -2.651   .3980     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .140      -2.442   .3983     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .143      -2.235   .3986     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .146      -2.032   .3988     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .149      -1.839   .3991     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .152      -1.642   .3992     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .155      -1.454   .3994     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .158      -1.266   .3995     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .162      -1.087   .3997     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .165       -.907   .3998     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .168       -.731   .3999     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .171       -.558   .3999     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .174       -.386   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .177       -.223   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .180       -.060   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .183        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .186        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .189        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .192        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .195        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .198        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .202        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .205        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .208        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .211        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .214        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .217        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .220        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .223        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .226        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .229        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .233        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .237        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .241        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .245        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .249        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .253        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .257        .000   .4000     .000     -1050.000   .0584     .000     -1040.000   .0585     .000
          .261        .000   .4000     .000     -1049.999   .0584     .000     -1040.000   .0585     .000
          .265        .000   .4000     .000     -1049.998   .0584     .000     -1040.000   .0585     .000
          .269        .000   .4000     .000     -1049.996   .0584     .000     -1040.000   .0585     .000
          .273        .000   .4000     .000     -1049.990   .0584     .000     -1040.000   .0585     .000
          .277        .000   .4000     .000     -1049.979   .0584     .000     -1040.000   .0585     .000
          .281        .000   .4000     .000     -1049.952   .0584     .000     -1040.000   .0585     .000
          .285        .000   .4000     .000     -1049.886   .0584     .000     -1040.000   .0585     .000
          .289        .000   .4000     .000     -1049.722   .0584     .000     -1040.000   .0585     .000
          .293        .000   .4000     .000     -1049.309   .0584     .000     -1040.000   .0585     .000
          .297        .000   .4000     .000     -1048.281   .0584     .000     -1040.000   .0585     .000
          .301        .000   .4000     .000     -1046.043   .0584     .000     -1040.000   .0585     .000
          .305        .000   .4000     .000     -1041.060   .0585     .000     -1040.000   .0585     .000
          .309        .000   .4000     .000     -1030.056   .0586     .000     -1040.000   .0585     .000
          .313        .000   .4000     .000     -1009.742   .0587     .000     -1040.000   .0585     .000
          .317        .000   .4000     .000      -975.575   .0590     .000     -1040.000   .0585     .000
          .321        .000   .4000     .000      -933.894   .0595     .000     -1040.000   .0585     .000
          .325        .000   .4000     .000      -869.771   .0602     .000     -1040.000   .0585     .000
          .329        .000   .4000     .000      -774.674   .0613     .000     -1040.000   .0585     .000
          .333        .000   .4000     .000      -691.527   .0628     .000     -1040.000   .0585     .000
          .337        .000   .4000     .000      -595.548   .0648     .000     -1040.000   .0585     .000
          .341        .000   .4000     .000      -508.805   .0673     .000     -1040.000   .0585     .000
          .345        .000   .4000     .000      -438.772   .0702     .000     -1040.000   .0585     .000
          .349        .000   .4000     .000      -371.728   .0737     .000     -1040.000   .0585     .000
          .353        .000   .4000     .000      -317.114   .0777     .000     -1040.000   .0585     .000
          .357        .000   .4000     .000      -275.605   .0820     .000     -1040.000   .0585     .000
          .361        .000   .4000     .000      -236.312   .0870     .000     -1040.000   .0585     .000
          .365        .000   .4000     .000      -206.039   .0926     .000     -1040.000   .0585     .000
          .369        .000   .4000     .000      -180.993   .0984     .000     -1040.000   .0585     .000
          .373        .000   .4000     .000      -160.405   .1043     .000     -1040.000   .0585     .000
          .377        .000   .4000     .000      -142.959   .1109     .000     -1040.000   .0585     .000
          .381        .000   .4000     .000      -127.723   .1178     .000     -1040.000   .0585     .000
          .386        .000   .4000     .000      -112.307   .1269     .000     -1040.000   .0585     .000
          .391        .000   .4000     .000       -99.045   .1361     .000     -1040.000   .0585     .000
          .396        .000   .4000     .000       -88.893   .1457     .000     -1040.000   .0585     .000
          .401        .000   .4000     .000       -79.847   .1553     .000     -1040.000   .0585     .000
          .407        .000   .4000     .000       -72.645   .1646     .000     -1040.000   .0585     .000
          .412        .000   .4000     .000       -66.679   .1740     .000     -1040.000   .0585     .000
          .417        .000   .4000     .000       -60.540   .1837     .000     -1040.000   .0585     .000
          .422        .000   .4000     .000       -56.269   .1931     .000     -1040.000   .0585     .000
          .427        .000   .4000     .000       -52.168   .2024     .000     -1040.000   .0585     .000
          .432        .000   .4000     .000       -48.195   .2113     .000     -1040.000   .0585     .000
          .438        .000   .4000     .000       -45.327   .2198     .000     -1040.000   .0585     .000
          .443        .000   .4000     .000       -42.542   .2284     .000     -1040.000   .0585     .000
          .448        .000   .4000     .000       -39.860   .2367     .000     -1040.000   .0585     .000
          .453        .000   .4000     .000       -37.377   .2448     .000     -1040.000   .0585     .000
          .458        .000   .4000     .000       -35.524   .2521     .000     -1040.000   .0585     .000
          .464        .000   .4000     .000       -33.750   .2592     .000     -1040.000   .0585     .000
          .471        .000   .4000     .000       -31.465   .2683     .000     -1040.000   .0585     .000
          .478        .000   .4000     .000       -29.379   .2770     .000     -1040.000   .0585     .000
          .485        .000   .4000     .000       -27.713   .2849     .000     -1040.000   .0585     .000
          .493        .000   .4000     .000       -26.176   .2922     .000     -1040.000   .0585     .000
          .500        .000   .4000     .000       -24.716   .2992     .000     -1040.000   .0585     .000
          .507        .000   .4000     .000       -23.540   .3049     .000     -1040.000   .0585     .000
          .514        .000   .4000     .000       -22.542   .3101     .000     -1040.000   .0585     .000
          .520        .000   .4000     .000       -21.566   .3152     .000     -1040.000   .0585     .000
          .527        .000   .4000     .000       -20.713   .3197     .000     -1040.000   .0585     .000
          .534        .000   .4000     .000       -19.911   .3239     .000     -1040.000   .0585     .000
          .541        .000   .4000     .000       -19.140   .3279     .000     -1040.000   .0585     .000
          .547        .000   .4000     .000       -18.430   .3317     .000     -1040.000   .0585     .000
          .554        .000   .4000     .000       -17.836   .3349     .000     -1040.000   .0585     .000
          .561        .000   .4000     .000       -17.286   .3379     .000     -1040.000   .0585     .000
          .568        .000   .4000     .000       -16.745   .3408     .000     -1040.000   .0585     .000
          .574        .000   .4000     .000       -16.219   .3436     .000     -1040.000   .0585     .000
          .581        .000   .4000     .000       -15.722   .3462     .000     -1040.000   .0585     .000
          .588        .000   .4000     .000       -15.268   .3487     .000     -1040.000   .0585     .000
          .595        .000   .4000     .000       -14.848   .3509     .000     -1040.000   .0585     .000
          .601        .000   .4000     .000       -14.452   .3529     .000     -1040.000   .0585     .000
          .608        .000   .4000     .000       -14.080   .3548     .000     -1040.000   .0585     .000
          .615        .000   .4000     .000       -13.712   .3567     .000     -1040.000   .0585     .000
          .622        .000   .4000     .000       -13.364   .3585     .000     -1040.000   .0585     .000
          .628        .000   .4000     .000       -13.057   .3601     .000     -1040.000   .0585     .000
          .635        .000   .4000     .000       -12.770   .3616     .000     -1040.000   .0585     .000
          .642        .000   .4000     .000       -12.492   .3630     .000     -1040.000   .0585     .000
          .649        .000   .4000     .000       -12.215   .3644     .000     -1040.000   .0585     .000
          .655        .000   .4000     .000       -11.936   .3658     .000     -1040.000   .0585     .000
          .662        .000   .4000     .000       -11.665   .3671     .000     -1040.000   .0585     .000
          .669        .000   .4000     .000       -11.410   .3683     .000     -1040.000   .0585     .000
          .676        .000   .4000     .000       -11.170   .3694     .000     -1040.000   .0585     .000
          .682        .000   .4000     .000       -10.950   .3704     .000     -1040.000   .0585     .000
