 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                   
  
 Date:   1.10.    Time:  14: 5:44
 Units: L = cm   , T = days , M = mmol 



                             Node(  9)                                 Node( 20)                                 Node( 37)                                 Node( 52)                                 Node( 77)

       time         h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc     
        80.833     -36.793   .3297   20.000   .118E+01       -42.698   .3171   20.000   .128E+01       -56.895   .2913   20.000   .128E+01       -83.614   .2577   20.000   .952E+00      -323.608   .1667   20.000   .273E-02
        81.667     -36.789   .3297   20.000   .118E+01       -42.690   .3171   20.000   .128E+01       -56.851   .2914   20.000   .129E+01       -83.400   .2579   20.000   .969E+00      -317.141   .1676   20.000   .355E-02
        82.500     -36.786   .3297   20.000   .118E+01       -42.681   .3171   20.000   .129E+01       -56.807   .2914   20.000   .130E+01       -83.192   .2581   20.000   .985E+00      -310.769   .1684   20.000   .466E-02
        83.333     -36.783   .3297   20.000   .118E+01       -42.673   .3171   20.000   .129E+01       -56.765   .2915   20.000   .131E+01       -82.997   .2583   20.000   .100E+01      -304.581   .1693   20.000   .611E-02
        84.167     -36.780   .3297   20.000   .119E+01       -42.665   .3171   20.000   .129E+01       -56.724   .2916   20.000   .132E+01       -82.805   .2585   20.000   .102E+01      -299.118   .1704   20.000   .802E-02
        85.000     -36.777   .3297   20.000   .119E+01       -42.658   .3171   20.000   .130E+01       -56.684   .2916   20.000   .133E+01       -82.615   .2587   20.000   .103E+01      -293.183   .1715   20.000   .105E-01
        85.833     -36.774   .3297   20.000   .119E+01       -42.650   .3172   20.000   .130E+01       -56.645   .2917   20.000   .134E+01       -82.428   .2589   20.000   .105E+01      -287.250   .1727   20.000   .134E-01
        86.667     -36.771   .3297   20.000   .119E+01       -42.643   .3172   20.000   .130E+01       -56.607   .2918   20.000   .135E+01       -82.242   .2590   20.000   .107E+01      -281.283   .1738   20.000   .173E-01
        87.500     -36.768   .3297   20.000   .119E+01       -42.636   .3172   20.000   .131E+01       -56.570   .2918   20.000   .136E+01       -82.062   .2592   20.000   .108E+01      -275.406   .1750   20.000   .223E-01
        88.333     -36.765   .3297   20.000   .119E+01       -42.629   .3172   20.000   .131E+01       -56.534   .2919   20.000   .137E+01       -81.884   .2594   20.000   .110E+01      -269.641   .1761   20.000   .284E-01
        89.167     -36.762   .3297   20.000   .119E+01       -42.622   .3172   20.000   .131E+01       -56.498   .2920   20.000   .138E+01       -81.711   .2596   20.000   .111E+01      -264.016   .1772   20.000   .353E-01
        90.000     -36.760   .3298   20.000   .120E+01       -42.615   .3172   20.000   .132E+01       -56.463   .2920   20.000   .139E+01       -81.539   .2597   20.000   .113E+01      -258.539   .1783   20.000   .428E-01
        90.833     -36.757   .3298   20.000   .120E+01       -42.608   .3172   20.000   .132E+01       -56.428   .2921   20.000   .140E+01       -81.369   .2599   20.000   .115E+01      -253.231   .1793   20.000   .508E-01
        91.667     -36.754   .3298   20.000   .120E+01       -42.602   .3173   20.000   .132E+01       -56.394   .2921   20.000   .141E+01       -81.201   .2601   20.000   .116E+01      -248.141   .1803   20.000   .593E-01
        92.500     -36.752   .3298   20.000   .120E+01       -42.595   .3173   20.000   .132E+01       -56.360   .2922   20.000   .142E+01       -81.041   .2602   20.000   .118E+01      -243.323   .1812   20.000   .681E-01
        93.333     -36.749   .3298   20.000   .120E+01       -42.589   .3173   20.000   .133E+01       -56.329   .2922   20.000   .142E+01       -80.884   .2604   20.000   .119E+01      -239.107   .1823   20.000   .771E-01
        94.167     -36.747   .3298   20.000   .120E+01       -42.583   .3173   20.000   .133E+01       -56.297   .2923   20.000   .143E+01       -80.730   .2606   20.000   .121E+01      -234.962   .1834   20.000   .860E-01
        95.000     -36.744   .3298   20.000   .120E+01       -42.577   .3173   20.000   .133E+01       -56.267   .2923   20.000   .144E+01       -80.579   .2607   20.000   .122E+01      -230.851   .1845   20.000   .945E-01
        95.833     -36.742   .3298   20.000   .120E+01       -42.571   .3173   20.000   .134E+01       -56.237   .2924   20.000   .145E+01       -80.430   .2608   20.000   .124E+01      -226.816   .1856   20.000   .103E+00
        96.667     -36.740   .3298   20.000   .121E+01       -42.565   .3173   20.000   .134E+01       -56.207   .2924   20.000   .146E+01       -80.283   .2610   20.000   .125E+01      -222.881   .1867   20.000   .111E+00
        97.500     -36.737   .3298   20.000   .121E+01       -42.559   .3173   20.000   .134E+01       -56.178   .2925   20.000   .147E+01       -80.137   .2611   20.000   .127E+01      -219.063   .1878   20.000   .119E+00
        98.333     -36.735   .3298   20.000   .121E+01       -42.554   .3174   20.000   .134E+01       -56.150   .2925   20.000   .147E+01       -79.991   .2613   20.000   .129E+01      -215.365   .1888   20.000   .127E+00
        99.167     -36.733   .3298   20.000   .121E+01       -42.548   .3174   20.000   .135E+01       -56.122   .2926   20.000   .148E+01       -79.845   .2614   20.000   .130E+01      -211.782   .1898   20.000   .135E+00
       100.000     -36.731   .3298   20.000   .121E+01       -42.543   .3174   20.000   .135E+01       -56.094   .2926   20.000   .149E+01       -79.698   .2616   20.000   .132E+01      -208.317   .1907   20.000   .144E+00
       100.833     -36.729   .3298   20.000   .120E+01       -42.537   .3174   20.000   .135E+01       -56.067   .2927   20.000   .150E+01       -79.553   .2617   20.000   .133E+01      -204.975   .1916   20.000   .152E+00
       101.667     -36.726   .3298   20.000   .114E+01       -42.532   .3174   20.000   .135E+01       -56.040   .2927   20.000   .151E+01       -79.411   .2619   20.000   .135E+01      -201.737   .1925   20.000   .161E+00
       102.500     -36.724   .3298   20.000   .107E+01       -42.527   .3174   20.000   .135E+01       -56.013   .2928   20.000   .151E+01       -79.274   .2620   20.000   .136E+01      -198.630   .1934   20.000   .169E+00
       103.333     -36.722   .3298   20.000   .999E+00       -42.522   .3174   20.000   .134E+01       -55.987   .2928   20.000   .152E+01       -79.140   .2621   20.000   .137E+01      -195.613   .1942   20.000   .178E+00
       104.167     -36.720   .3298   20.000   .936E+00       -42.517   .3174   20.000   .133E+01       -55.961   .2929   20.000   .153E+01       -79.008   .2623   20.000   .139E+01      -192.758   .1950   20.000   .187E+00
       105.000     -36.718   .3299   20.000   .878E+00       -42.512   .3174   20.000   .131E+01       -55.936   .2929   20.000   .154E+01       -78.877   .2624   20.000   .140E+01      -190.098   .1959   20.000   .196E+00
       105.833     -36.716   .3299   20.000   .825E+00       -42.507   .3175   20.000   .128E+01       -55.910   .2929   20.000   .154E+01       -78.747   .2625   20.000   .142E+01      -187.706   .1968   20.000   .205E+00
       106.667     -36.714   .3299   20.000   .776E+00       -42.502   .3175   20.000   .125E+01       -55.885   .2930   20.000   .155E+01       -78.618   .2626   20.000   .143E+01      -185.378   .1977   20.000   .214E+00
       107.500     -36.712   .3299   20.000   .731E+00       -42.497   .3175   20.000   .122E+01       -55.860   .2930   20.000   .155E+01       -78.490   .2628   20.000   .145E+01      -183.115   .1986   20.000   .224E+00
       108.333     -36.710   .3299   20.000   .689E+00       -42.492   .3175   20.000   .119E+01       -55.835   .2931   20.000   .156E+01       -78.362   .2629   20.000   .146E+01      -180.900   .1995   20.000   .233E+00
       109.167     -36.708   .3299   20.000   .651E+00       -42.487   .3175   20.000   .115E+01       -55.810   .2931   20.000   .156E+01       -78.237   .2630   20.000   .148E+01      -178.740   .2003   20.000   .242E+00
       110.000     -36.707   .3299   20.000   .615E+00       -42.482   .3175   20.000   .112E+01       -55.785   .2932   20.000   .156E+01       -78.112   .2632   20.000   .149E+01      -176.632   .2011   20.000   .252E+00
       110.833     -36.705   .3299   20.000   .582E+00       -42.477   .3175   20.000   .108E+01       -55.760   .2932   20.000   .156E+01       -77.988   .2633   20.000   .150E+01      -174.582   .2019   20.000   .262E+00
       111.667     -36.703   .3299   20.000   .551E+00       -42.473   .3175   20.000   .105E+01       -55.736   .2932   20.000   .156E+01       -77.867   .2634   20.000   .152E+01      -172.590   .2027   20.000   .271E+00
       112.500     -36.701   .3299   20.000   .523E+00       -42.468   .3175   20.000   .101E+01       -55.711   .2933   20.000   .156E+01       -77.747   .2635   20.000   .153E+01      -170.655   .2034   20.000   .281E+00
       113.333     -36.699   .3299   20.000   .496E+00       -42.463   .3175   20.000   .977E+00       -55.687   .2933   20.000   .156E+01       -77.629   .2636   20.000   .154E+01      -168.774   .2041   20.000   .291E+00
       114.167     -36.697   .3299   20.000   .471E+00       -42.458   .3176   20.000   .944E+00       -55.663   .2934   20.000   .155E+01       -77.510   .2637   20.000   .156E+01      -166.948   .2048   20.000   .301E+00
       115.000     -36.695   .3299   20.000   .448E+00       -42.454   .3176   20.000   .911E+00       -55.640   .2934   20.000   .154E+01       -77.393   .2639   20.000   .157E+01      -165.178   .2055   20.000   .312E+00
       115.833     -36.693   .3299   20.000   .427E+00       -42.449   .3176   20.000   .879E+00       -55.617   .2934   20.000   .153E+01       -77.277   .2640   20.000   .158E+01      -163.454   .2062   20.000   .322E+00
       116.667     -36.692   .3299   20.000   .406E+00       -42.444   .3176   20.000   .848E+00       -55.594   .2935   20.000   .152E+01       -77.161   .2641   20.000   .159E+01      -161.777   .2068   20.000   .332E+00
       117.500     -36.690   .3299   20.000   .387E+00       -42.440   .3176   20.000   .818E+00       -55.571   .2935   20.000   .151E+01       -77.046   .2642   20.000   .161E+01      -160.157   .2075   20.000   .343E+00
       118.333     -36.688   .3299   20.000   .369E+00       -42.435   .3176   20.000   .789E+00       -55.549   .2936   20.000   .149E+01       -76.931   .2643   20.000   .162E+01      -158.576   .2081   20.000   .353E+00
       119.167     -36.686   .3299   20.000   .352E+00       -42.431   .3176   20.000   .761E+00       -55.526   .2936   20.000   .148E+01       -76.817   .2644   20.000   .163E+01      -157.045   .2087   20.000   .364E+00
       120.000     -36.685   .3299   20.000   .337E+00       -42.426   .3176   20.000   .733E+00       -55.505   .2936   20.000   .146E+01       -76.703   .2646   20.000   .164E+01      -155.562   .2092   20.000   .375E+00
       120.833     -36.683   .3299   20.000   .322E+00       -42.422   .3176   20.000   .707E+00       -55.483   .2937   20.000   .145E+01       -76.592   .2647   20.000   .165E+01      -154.118   .2098   20.000   .386E+00
       121.667     -36.681   .3299   20.000   .307E+00       -42.418   .3176   20.000   .682E+00       -55.462   .2937   20.000   .143E+01       -76.482   .2648   20.000   .165E+01      -152.731   .2103   20.000   .398E+00
       122.500     -36.680   .3299   20.000   .294E+00       -42.413   .3176   20.000   .657E+00       -55.441   .2937   20.000   .141E+01       -76.374   .2649   20.000   .166E+01      -151.403   .2109   20.000   .409E+00
       123.333     -36.678   .3300   20.000   .282E+00       -42.409   .3177   20.000   .633E+00       -55.421   .2938   20.000   .139E+01       -76.267   .2650   20.000   .167E+01      -150.149   .2116   20.000   .421E+00
       124.167     -36.676   .3300   20.000   .270E+00       -42.405   .3177   20.000   .611E+00       -55.400   .2938   20.000   .137E+01       -76.161   .2651   20.000   .167E+01      -148.982   .2122   20.000   .433E+00
       125.000     -36.675   .3300   20.000   .258E+00       -42.401   .3177   20.000   .589E+00       -55.380   .2938   20.000   .135E+01       -76.056   .2652   20.000   .168E+01      -147.897   .2128   20.000   .445E+00
       125.833     -36.673   .3300   20.000   .248E+00       -42.397   .3177   20.000   .568E+00       -55.359   .2939   20.000   .133E+01       -75.952   .2653   20.000   .168E+01      -146.848   .2134   20.000   .458E+00
       126.667     -36.672   .3300   20.000   .237E+00       -42.393   .3177   20.000   .548E+00       -55.339   .2939   20.000   .131E+01       -75.849   .2654   20.000   .169E+01      -145.831   .2139   20.000   .470E+00
       127.500     -36.670   .3300   20.000   .228E+00       -42.388   .3177   20.000   .528E+00       -55.319   .2939   20.000   .129E+01       -75.747   .2655   20.000   .169E+01      -144.836   .2144   20.000   .482E+00
       128.333     -36.669   .3300   20.000   .219E+00       -42.384   .3177   20.000   .510E+00       -55.299   .2940   20.000   .127E+01       -75.646   .2656   20.000   .169E+01      -143.866   .2150   20.000   .495E+00
       129.167     -36.667   .3300   20.000   .210E+00       -42.380   .3177   20.000   .492E+00       -55.280   .2940   20.000   .124E+01       -75.549   .2657   20.000   .169E+01      -142.918   .2155   20.000   .508E+00
       130.000     -36.666   .3300   20.000   .202E+00       -42.376   .3177   20.000   .475E+00       -55.260   .2940   20.000   .122E+01       -75.452   .2659   20.000   .169E+01      -141.994   .2160   20.000   .521E+00
       130.833     -36.664   .3300   20.000   .194E+00       -42.372   .3177   20.000   .458E+00       -55.241   .2941   20.000   .120E+01       -75.358   .2660   20.000   .169E+01      -141.092   .2165   20.000   .534E+00
       131.667     -36.663   .3300   20.000   .186E+00       -42.368   .3177   20.000   .442E+00       -55.222   .2941   20.000   .118E+01       -75.266   .2661   20.000   .169E+01      -140.212   .2169   20.000   .548E+00
       132.500     -36.661   .3300   20.000   .179E+00       -42.365   .3177   20.000   .427E+00       -55.203   .2941   20.000   .116E+01       -75.175   .2662   20.000   .168E+01      -139.353   .2174   20.000   .561E+00
       133.333     -36.660   .3300   20.000   .172E+00       -42.361   .3178   20.000   .413E+00       -55.185   .2942   20.000   .113E+01       -75.085   .2663   20.000   .168E+01      -138.517   .2178   20.000   .575E+00
       134.167     -36.658   .3300   20.000   .166E+00       -42.357   .3178   20.000   .399E+00       -55.167   .2942   20.000   .111E+01       -74.996   .2665   20.000   .168E+01      -137.702   .2183   20.000   .588E+00
       135.000     -36.657   .3300   20.000   .160E+00       -42.353   .3178   20.000   .385E+00       -55.149   .2942   20.000   .109E+01       -74.908   .2666   20.000   .167E+01      -136.907   .2187   20.000   .602E+00
       135.833     -36.656   .3300   20.000   .154E+00       -42.350   .3178   20.000   .372E+00       -55.131   .2943   20.000   .107E+01       -74.821   .2667   20.000   .167E+01      -136.131   .2191   20.000   .616E+00
       136.667     -36.654   .3300   20.000   .148E+00       -42.346   .3178   20.000   .360E+00       -55.113   .2943   20.000   .105E+01       -74.735   .2668   20.000   .166E+01      -135.374   .2195   20.000   .630E+00
       137.500     -36.653   .3300   20.000   .143E+00       -42.342   .3178   20.000   .348E+00       -55.095   .2943   20.000   .102E+01       -74.650   .2669   20.000   .165E+01      -134.637   .2199   20.000   .645E+00
       138.333     -36.652   .3300   20.000   .137E+00       -42.339   .3178   20.000   .336E+00       -55.078   .2943   20.000   .100E+01       -74.565   .2670   20.000   .165E+01      -133.919   .2203   20.000   .659E+00
       139.167     -36.650   .3300   20.000   .132E+00       -42.336   .3178   20.000   .325E+00       -55.060   .2944   20.000   .982E+00       -74.481   .2671   20.000   .164E+01      -133.220   .2207   20.000   .674E+00
       140.000     -36.649   .3300   20.000   .128E+00       -42.332   .3178   20.000   .315E+00       -55.043   .2944   20.000   .961E+00       -74.399   .2672   20.000   .163E+01      -132.538   .2210   20.000   .688E+00
       140.833     -36.648   .3300   20.000   .123E+00       -42.329   .3178   20.000   .305E+00       -55.025   .2944   20.000   .941E+00       -74.318   .2673   20.000   .162E+01      -131.873   .2214   20.000   .703E+00
       141.667     -36.647   .3300   20.000   .119E+00       -42.326   .3178   20.000   .295E+00       -55.008   .2945   20.000   .920E+00       -74.239   .2674   20.000   .161E+01      -131.224   .2217   20.000   .718E+00
       142.500     -36.645   .3300   20.000   .115E+00       -42.322   .3178   20.000   .285E+00       -54.991   .2945   20.000   .900E+00       -74.161   .2675   20.000   .160E+01      -130.593   .2221   20.000   .733E+00
       143.333     -36.644   .3300   20.000   .111E+00       -42.319   .3178   20.000   .276E+00       -54.974   .2945   20.000   .881E+00       -74.083   .2676   20.000   .159E+01      -129.977   .2224   20.000   .747E+00
       144.167     -36.643   .3300   20.000   .107E+00       -42.316   .3179   20.000   .268E+00       -54.958   .2945   20.000   .861E+00       -74.007   .2677   20.000   .158E+01      -129.375   .2227   20.000   .763E+00
       145.000     -36.642   .3300   20.000   .103E+00       -42.312   .3179   20.000   .259E+00       -54.941   .2946   20.000   .842E+00       -73.931   .2678   20.000   .156E+01      -128.788   .2231   20.000   .778E+00
       145.833     -36.641   .3300   20.000   .996E-01       -42.309   .3179   20.000   .251E+00       -54.925   .2946   20.000   .823E+00       -73.858   .2679   20.000   .155E+01      -128.216   .2234   20.000   .793E+00
       146.667     -36.639   .3300   20.000   .963E-01       -42.306   .3179   20.000   .243E+00       -54.909   .2946   20.000   .805E+00       -73.789   .2680   20.000   .154E+01      -127.660   .2237   20.000   .808E+00
       147.500     -36.638   .3301   20.000   .930E-01       -42.303   .3179   20.000   .236E+00       -54.893   .2947   20.000   .786E+00       -73.720   .2681   20.000   .153E+01      -127.117   .2239   20.000   .823E+00
       148.333     -36.637   .3301   20.000   .899E-01       -42.300   .3179   20.000   .228E+00       -54.877   .2947   20.000   .768E+00       -73.653   .2682   20.000   .151E+01      -126.586   .2242   20.000   .839E+00
       149.167     -36.636   .3301   20.000   .869E-01       -42.297   .3179   20.000   .221E+00       -54.862   .2947   20.000   .751E+00       -73.586   .2683   20.000   .150E+01      -126.068   .2245   20.000   .854E+00
       150.000     -36.635   .3301   20.000   .841E-01       -42.294   .3179   20.000   .215E+00       -54.847   .2947   20.000   .734E+00       -73.521   .2684   20.000   .149E+01      -125.564   .2248   20.000   .869E+00
       150.833     -36.634   .3301   20.000   .813E-01       -42.291   .3179   20.000   .208E+00       -54.832   .2948   20.000   .717E+00       -73.457   .2685   20.000   .147E+01      -125.074   .2250   20.000   .885E+00
       151.667     -36.632   .3301   20.000   .787E-01       -42.288   .3179   20.000   .202E+00       -54.817   .2948   20.000   .700E+00       -73.394   .2686   20.000   .146E+01      -124.593   .2253   20.000   .900E+00
       152.500     -36.631   .3301   20.000   .761E-01       -42.285   .3179   20.000   .196E+00       -54.802   .2948   20.000   .684E+00       -73.332   .2686   20.000   .144E+01      -124.122   .2256   20.000   .916E+00
       153.333     -36.630   .3301   20.000   .737E-01       -42.282   .3179   20.000   .190E+00       -54.788   .2948   20.000   .668E+00       -73.271   .2687   20.000   .143E+01      -123.663   .2258   20.000   .931E+00
       154.167     -36.629   .3301   20.000   .713E-01       -42.279   .3179   20.000   .184E+00       -54.774   .2949   20.000   .653E+00       -73.210   .2688   20.000   .141E+01      -123.218   .2260   20.000   .946E+00
       155.000     -36.628   .3301   20.000   .690E-01       -42.276   .3179   20.000   .179E+00       -54.761   .2949   20.000   .638E+00       -73.151   .2689   20.000   .140E+01      -122.781   .2263   20.000   .962E+00
       155.833     -36.627   .3301   20.000   .669E-01       -42.273   .3179   20.000   .173E+00       -54.748   .2949   20.000   .623E+00       -73.092   .2689   20.000   .138E+01      -122.353   .2265   20.000   .977E+00
       156.667     -36.626   .3301   20.000   .648E-01       -42.271   .3179   20.000   .168E+00       -54.735   .2949   20.000   .608E+00       -73.033   .2690   20.000   .137E+01      -121.935   .2267   20.000   .992E+00
       157.500     -36.625   .3301   20.000   .627E-01       -42.268   .3179   20.000   .163E+00       -54.722   .2949   20.000   .594E+00       -72.976   .2691   20.000   .135E+01      -121.534   .2269   20.000   .101E+01
       158.333     -36.624   .3301   20.000   .608E-01       -42.266   .3180   20.000   .159E+00       -54.709   .2950   20.000   .580E+00       -72.919   .2692   20.000   .134E+01      -121.136   .2272   20.000   .102E+01
       159.167     -36.623   .3301   20.000   .589E-01       -42.263   .3180   20.000   .154E+00       -54.697   .2950   20.000   .566E+00       -72.863   .2692   20.000   .132E+01      -120.748   .2274   20.000   .104E+01
       160.000     -36.622   .3301   20.000   .571E-01       -42.260   .3180   20.000   .150E+00       -54.685   .2950   20.000   .553E+00       -72.809   .2693   20.000   .130E+01      -120.372   .2276   20.000   .105E+01
       160.833     -36.621   .3301   20.000   .553E-01       -42.258   .3180   20.000   .145E+00       -54.672   .2950   20.000   .540E+00       -72.755   .2694   20.000   .129E+01      -120.018   .2278   20.000   .107E+01
       161.667     -36.620   .3301   20.000   .537E-01       -42.256   .3180   20.000   .141E+00       -54.660   .2950   20.000   .528E+00       -72.703   .2695   20.000   .127E+01      -119.665   .2281   20.000   .108E+01
       162.500     -36.619   .3301   20.000   .520E-01       -42.253   .3180   20.000   .137E+00       -54.649   .2951   20.000   .515E+00       -72.651   .2695   20.000   .126E+01      -119.321   .2284   20.000   .110E+01
       163.333     -36.618   .3301   20.000   .505E-01       -42.251   .3180   20.000   .133E+00       -54.637   .2951   20.000   .503E+00       -72.601   .2696   20.000   .124E+01      -119.001   .2286   20.000   .111E+01
       164.167     -36.617   .3301   20.000   .489E-01       -42.248   .3180   20.000   .130E+00       -54.626   .2951   20.000   .492E+00       -72.551   .2697   20.000   .122E+01      -118.686   .2288   20.000   .113E+01
       165.000     -36.617   .3301   20.000   .475E-01       -42.246   .3180   20.000   .126E+00       -54.614   .2951   20.000   .480E+00       -72.502   .2697   20.000   .121E+01      -118.380   .2290   20.000   .114E+01
       165.833     -36.616   .3301   20.000   .461E-01       -42.244   .3180   20.000   .122E+00       -54.603   .2951   20.000   .469E+00       -72.455   .2698   20.000   .119E+01      -118.091   .2293   20.000   .115E+01
       166.667     -36.615   .3301   20.000   .447E-01       -42.241   .3180   20.000   .119E+00       -54.592   .2952   20.000   .459E+00       -72.409   .2698   20.000   .118E+01      -117.809   .2295   20.000   .117E+01
       167.500     -36.614   .3301   20.000   .434E-01       -42.239   .3180   20.000   .116E+00       -54.581   .2952   20.000   .448E+00       -72.365   .2699   20.000   .116E+01      -117.539   .2297   20.000   .118E+01
       168.333     -36.613   .3301   20.000   .421E-01       -42.237   .3180   20.000   .113E+00       -54.571   .2952   20.000   .438E+00       -72.323   .2700   20.000   .114E+01      -117.278   .2299   20.000   .119E+01
       169.167     -36.612   .3301   20.000   .409E-01       -42.235   .3180   20.000   .109E+00       -54.561   .2952   20.000   .428E+00       -72.281   .2700   20.000   .113E+01      -117.028   .2300   20.000   .121E+01
       170.000     -36.611   .3301   20.000   .397E-01       -42.233   .3180   20.000   .106E+00       -54.551   .2952   20.000   .418E+00       -72.239   .2701   20.000   .111E+01      -116.787   .2302   20.000   .122E+01
       170.833     -36.611   .3301   20.000   .386E-01       -42.231   .3180   20.000   .104E+00       -54.541   .2952   20.000   .409E+00       -72.199   .2701   20.000   .110E+01      -116.559   .2304   20.000   .123E+01
       171.667     -36.610   .3301   20.000   .375E-01       -42.229   .3180   20.000   .101E+00       -54.531   .2953   20.000   .399E+00       -72.159   .2702   20.000   .108E+01      -116.338   .2305   20.000   .125E+01
       172.500     -36.609   .3301   20.000   .364E-01       -42.227   .3180   20.000   .981E-01       -54.522   .2953   20.000   .390E+00       -72.121   .2702   20.000   .107E+01      -116.124   .2307   20.000   .126E+01
       173.333     -36.608   .3301   20.000   .354E-01       -42.225   .3180   20.000   .954E-01       -54.512   .2953   20.000   .381E+00       -72.084   .2703   20.000   .105E+01      -115.915   .2309   20.000   .127E+01
       174.167     -36.608   .3301   20.000   .344E-01       -42.223   .3180   20.000   .929E-01       -54.503   .2953   20.000   .373E+00       -72.047   .2703   20.000   .104E+01      -115.711   .2310   20.000   .128E+01
       175.000     -36.607   .3301   20.000   .334E-01       -42.221   .3180   20.000   .904E-01       -54.494   .2953   20.000   .365E+00       -72.011   .2704   20.000   .102E+01      -115.512   .2312   20.000   .129E+01
       175.833     -36.606   .3301   20.000   .325E-01       -42.219   .3181   20.000   .880E-01       -54.486   .2953   20.000   .356E+00       -71.976   .2704   20.000   .101E+01      -115.318   .2313   20.000   .130E+01
       176.667     -36.606   .3301   20.000   .316E-01       -42.217   .3181   20.000   .857E-01       -54.477   .2954   20.000   .348E+00       -71.942   .2705   20.000   .991E+00      -115.128   .2314   20.000   .132E+01
       177.500     -36.605   .3301   20.000   .307E-01       -42.215   .3181   20.000   .835E-01       -54.469   .2954   20.000   .341E+00       -71.909   .2705   20.000   .976E+00      -114.943   .2316   20.000   .133E+01
       178.333     -36.604   .3301   20.000   .299E-01       -42.214   .3181   20.000   .813E-01       -54.460   .2954   20.000   .333E+00       -71.876   .2705   20.000   .961E+00      -114.762   .2317   20.000   .134E+01
       179.167     -36.604   .3301   20.000   .290E-01       -42.212   .3181   20.000   .792E-01       -54.452   .2954   20.000   .326E+00       -71.844   .2706   20.000   .947E+00      -114.586   .2318   20.000   .135E+01
       180.000     -36.603   .3301   20.000   .283E-01       -42.210   .3181   20.000   .771E-01       -54.444   .2954   20.000   .319E+00       -71.812   .2706   20.000   .933E+00      -114.413   .2320   20.000   .136E+01
       180.833     -36.602   .3301   20.000   .275E-01       -42.209   .3181   20.000   .751E-01       -54.437   .2954   20.000   .312E+00       -71.782   .2707   20.000   .918E+00      -114.245   .2321   20.000   .137E+01
       181.667     -36.602   .3301   20.000   .267E-01       -42.207   .3181   20.000   .732E-01       -54.429   .2954   20.000   .305E+00       -71.751   .2707   20.000   .904E+00      -114.081   .2322   20.000   .138E+01
       182.500     -36.601   .3301   20.000   .260E-01       -42.205   .3181   20.000   .713E-01       -54.422   .2954   20.000   .298E+00       -71.722   .2707   20.000   .890E+00      -113.921   .2323   20.000   .139E+01
       183.333     -36.600   .3301   20.000   .253E-01       -42.204   .3181   20.000   .695E-01       -54.414   .2955   20.000   .292E+00       -71.693   .2708   20.000   .876E+00      -113.765   .2324   20.000   .140E+01
       184.167     -36.600   .3301   20.000   .247E-01       -42.202   .3181   20.000   .678E-01       -54.407   .2955   20.000   .285E+00       -71.664   .2708   20.000   .863E+00      -113.612   .2326   20.000   .141E+01
       185.000     -36.599   .3301   20.000   .240E-01       -42.201   .3181   20.000   .660E-01       -54.400   .2955   20.000   .279E+00       -71.636   .2709   20.000   .849E+00      -113.464   .2327   20.000   .141E+01
       185.833     -36.599   .3301   20.000   .234E-01       -42.199   .3181   20.000   .644E-01       -54.393   .2955   20.000   .273E+00       -71.609   .2709   20.000   .836E+00      -113.319   .2328   20.000   .142E+01
       186.667     -36.598   .3302   20.000   .227E-01       -42.198   .3181   20.000   .628E-01       -54.386   .2955   20.000   .267E+00       -71.582   .2709   20.000   .823E+00      -113.178   .2329   20.000   .143E+01
       187.500     -36.598   .3302   20.000   .221E-01       -42.196   .3181   20.000   .612E-01       -54.380   .2955   20.000   .261E+00       -71.556   .2710   20.000   .810E+00      -113.040   .2330   20.000   .144E+01
       188.333     -36.597   .3302   20.000   .216E-01       -42.195   .3181   20.000   .597E-01       -54.373   .2955   20.000   .256E+00       -71.530   .2710   20.000   .797E+00      -112.905   .2331   20.000   .145E+01
       189.167     -36.597   .3302   20.000   .210E-01       -42.194   .3181   20.000   .582E-01       -54.367   .2955   20.000   .250E+00       -71.505   .2710   20.000   .784E+00      -112.774   .2332   20.000   .145E+01
       190.000     -36.596   .3302   20.000   .205E-01       -42.192   .3181   20.000   .568E-01       -54.360   .2956   20.000   .245E+00       -71.481   .2711   20.000   .771E+00      -112.646   .2333   20.000   .146E+01
       190.833     -36.596   .3302   20.000   .199E-01       -42.191   .3181   20.000   .554E-01       -54.354   .2956   20.000   .240E+00       -71.457   .2711   20.000   .759E+00      -112.520   .2334   20.000   .147E+01
       191.667     -36.595   .3302   20.000   .194E-01       -42.190   .3181   20.000   .540E-01       -54.348   .2956   20.000   .235E+00       -71.433   .2711   20.000   .747E+00      -112.398   .2334   20.000   .147E+01
       192.500     -36.595   .3302   20.000   .189E-01       -42.188   .3181   20.000   .527E-01       -54.342   .2956   20.000   .230E+00       -71.411   .2712   20.000   .735E+00      -112.278   .2335   20.000   .148E+01
       193.333     -36.594   .3302   20.000   .184E-01       -42.187   .3181   20.000   .514E-01       -54.336   .2956   20.000   .225E+00       -71.388   .2712   20.000   .723E+00      -112.162   .2336   20.000   .149E+01
       194.167     -36.594   .3302   20.000   .180E-01       -42.186   .3181   20.000   .502E-01       -54.330   .2956   20.000   .220E+00       -71.366   .2712   20.000   .711E+00      -112.048   .2337   20.000   .149E+01
       195.000     -36.593   .3302   20.000   .175E-01       -42.185   .3181   20.000   .490E-01       -54.325   .2956   20.000   .216E+00       -71.345   .2712   20.000   .700E+00      -111.937   .2338   20.000   .150E+01
