        soln	      dist_x	        time	          pH	          pe	Cd@µmol_kg_water_-1	1_-_Hsite_div_total_CEC	Cd-site_div_total_CEC	2timesCD-site	
          51	        -0.5	       0.434	     8.11236	     10.6826	 1.0303e+000	 1.6206e+001	 1.2803e-003	 2.5605e-003	
          51	        -0.5	       0.435	     8.11148	      10.692	 1.0286e+000	 1.6205e+001	 1.2779e-003	 2.5558e-003	
          51	        -0.5	       0.436	     8.11061	     10.7011	 1.0269e+000	 1.6205e+001	 1.2756e-003	 2.5512e-003	
          51	        -0.5	       0.437	     8.10974	     10.7095	 1.0252e+000	 1.6204e+001	 1.2733e-003	 2.5465e-003	
          51	        -0.5	       0.438	     8.10888	     10.7171	 1.0234e+000	 1.6204e+001	 1.2709e-003	 2.5418e-003	
          51	        -0.5	       0.439	     8.10802	     10.7244	 1.0217e+000	 1.6203e+001	 1.2686e-003	 2.5371e-003	
          51	        -0.5	        0.44	     8.10716	      10.731	 1.0199e+000	 1.6203e+001	 1.2662e-003	 2.5324e-003	
          51	        -0.5	       0.441	     8.10631	     10.7373	 1.0182e+000	 1.6202e+001	 1.2639e-003	 2.5277e-003	
          51	        -0.5	       0.442	     8.10545	     10.7436	 1.0164e+000	 1.6202e+001	 1.2615e-003	 2.5230e-003	
          51	        -0.5	       0.443	     8.10461	     10.7494	 1.0146e+000	 1.6201e+001	 1.2591e-003	 2.5183e-003	
          51	        -0.5	       0.444	     8.10376	     10.7554	 1.0128e+000	 1.6200e+001	 1.2568e-003	 2.5136e-003	
          51	        -0.5	       0.445	     8.10292	     10.7608	 1.0110e+000	 1.6200e+001	 1.2544e-003	 2.5088e-003	
          51	        -0.5	       0.446	     8.10208	      10.766	 1.0092e+000	 1.6199e+001	 1.2520e-003	 2.5041e-003	
          51	        -0.5	       0.447	     8.10125	     10.7711	 1.0074e+000	 1.6199e+001	 1.2496e-003	 2.4993e-003	
          51	        -0.5	       0.448	     8.10041	     10.7759	 1.0055e+000	 1.6198e+001	 1.2473e-003	 2.4945e-003	
          51	        -0.5	       0.449	     8.09958	     10.7806	 1.0037e+000	 1.6198e+001	 1.2449e-003	 2.4898e-003	
          51	        -0.5	        0.45	     8.09876	     10.7852	 1.0018e+000	 1.6197e+001	 1.2425e-003	 2.4850e-003	
          51	        -0.5	       0.451	     8.09793	       10.79	 9.9992e-001	 1.6197e+001	 1.2401e-003	 2.4802e-003	
          51	        -0.5	       0.452	     8.09711	     10.7943	 9.9805e-001	 1.6196e+001	 1.2377e-003	 2.4754e-003	
          51	        -0.5	       0.453	     8.09629	     10.7987	 9.9617e-001	 1.6196e+001	 1.2353e-003	 2.4706e-003	
          51	        -0.5	       0.454	     8.09547	     10.8029	 9.9429e-001	 1.6195e+001	 1.2329e-003	 2.4658e-003	
          51	        -0.5	       0.455	     8.09465	     10.8068	 9.9241e-001	 1.6195e+001	 1.2305e-003	 2.4610e-003	
          51	        -0.5	       0.456	     8.09383	     10.8108	 9.9054e-001	 1.6194e+001	 1.2281e-003	 2.4562e-003	
          51	        -0.5	       0.457	     8.09301	     10.8148	 9.8867e-001	 1.6194e+001	 1.2257e-003	 2.4513e-003	
          51	        -0.5	       0.458	     8.09219	     10.8185	 9.8681e-001	 1.6193e+001	 1.2233e-003	 2.4465e-003	
          51	        -0.5	       0.459	     8.09137	     10.8221	 9.8496e-001	 1.6193e+001	 1.2208e-003	 2.4417e-003	
          51	        -0.5	        0.46	     8.09055	     10.8257	 9.8311e-001	 1.6192e+001	 1.2184e-003	 2.4368e-003	
          51	        -0.5	       0.461	     8.08973	     10.8293	 9.8126e-001	 1.6192e+001	 1.2160e-003	 2.4320e-003	
          51	        -0.5	       0.462	     8.08892	     10.8328	 9.7941e-001	 1.6191e+001	 1.2136e-003	 2.4272e-003	
          51	        -0.5	       0.463	      8.0881	     10.8363	 9.7755e-001	 1.6191e+001	 1.2112e-003	 2.4223e-003	
          51	        -0.5	       0.464	     8.08729	     10.8396	 9.7569e-001	 1.6190e+001	 1.2087e-003	 2.4174e-003	
          51	        -0.5	       0.465	     8.08648	     10.8428	 9.7381e-001	 1.6190e+001	 1.2063e-003	 2.4126e-003	
          51	        -0.5	       0.466	     8.08567	      10.846	 9.7192e-001	 1.6189e+001	 1.2039e-003	 2.4077e-003	
          51	        -0.5	       0.467	     8.08487	     10.8492	 9.7003e-001	 1.6189e+001	 1.2014e-003	 2.4028e-003	
          51	        -0.5	       0.468	     8.08406	     10.8523	 9.6815e-001	 1.6188e+001	 1.1990e-003	 2.3980e-003	
          51	        -0.5	       0.469	     8.08325	     10.8552	 9.6627e-001	 1.6188e+001	 1.1965e-003	 2.3931e-003	
          51	        -0.5	        0.47	     8.08245	     10.8583	 9.6441e-001	 1.6187e+001	 1.1941e-003	 2.3882e-003	
          51	        -0.5	       0.471	     8.08163	     10.8612	 9.6256e-001	 1.6187e+001	 1.1917e-003	 2.3833e-003	
          51	        -0.5	       0.472	     8.08082	      10.864	 9.6073e-001	 1.6186e+001	 1.1892e-003	 2.3784e-003	
          51	        -0.5	       0.473	        8.08	     10.8668	 9.5891e-001	 1.6186e+001	 1.1868e-003	 2.3736e-003	
          51	        -0.5	       0.474	     8.07919	     10.8695	 9.5710e-001	 1.6185e+001	 1.1843e-003	 2.3687e-003	
          51	        -0.5	       0.475	     8.07837	     10.8723	 9.5530e-001	 1.6185e+001	 1.1819e-003	 2.3638e-003	
          51	        -0.5	       0.476	     8.07755	     10.8751	 9.5349e-001	 1.6184e+001	 1.1794e-003	 2.3589e-003	
          51	        -0.5	       0.477	     8.07674	     10.8779	 9.5168e-001	 1.6184e+001	 1.1770e-003	 2.3540e-003	
          51	        -0.5	       0.478	     8.07592	     10.8807	 9.4987e-001	 1.6184e+001	 1.1745e-003	 2.3491e-003	
          51	        -0.5	       0.479	     8.07511	     10.8835	 9.4805e-001	 1.6183e+001	 1.1721e-003	 2.3442e-003	
          51	        -0.5	        0.48	      8.0743	     10.8863	 9.4622e-001	 1.6183e+001	 1.1696e-003	 2.3392e-003	
          51	        -0.5	       0.481	      8.0735	      10.889	 9.4438e-001	 1.6182e+001	 1.1672e-003	 2.3343e-003	
          51	        -0.5	       0.482	     8.07269	     10.8916	 9.4252e-001	 1.6182e+001	 1.1647e-003	 2.3294e-003	
          51	        -0.5	       0.483	     8.07189	     10.8942	 9.4067e-001	 1.6181e+001	 1.1622e-003	 2.3245e-003	
          51	        -0.5	       0.484	     8.07109	     10.8966	 9.3880e-001	 1.6181e+001	 1.1598e-003	 2.3195e-003	
          51	        -0.5	       0.485	      8.0703	      10.899	 9.3692e-001	 1.6180e+001	 1.1573e-003	 2.3146e-003	
          51	        -0.5	       0.486	      8.0695	     10.9014	 9.3503e-001	 1.6180e+001	 1.1548e-003	 2.3097e-003	
          51	        -0.5	       0.487	     8.06871	     10.9037	 9.3313e-001	 1.6179e+001	 1.1524e-003	 2.3047e-003	
          51	        -0.5	       0.488	     8.06792	     10.9061	 9.3123e-001	 1.6179e+001	 1.1499e-003	 2.2998e-003	
          51	        -0.5	       0.489	     8.06714	     10.9084	 9.2931e-001	 1.6178e+001	 1.1474e-003	 2.2949e-003	
          51	        -0.5	        0.49	     8.06635	     10.9107	 9.2739e-001	 1.6178e+001	 1.1450e-003	 2.2899e-003	
          51	        -0.5	       0.491	     8.06557	     10.9129	 9.2546e-001	 1.6177e+001	 1.1425e-003	 2.2850e-003	
          51	        -0.5	       0.492	     8.06479	     10.9151	 9.2353e-001	 1.6177e+001	 1.1400e-003	 2.2800e-003	
          51	        -0.5	       0.493	     8.06402	     10.9173	 9.2158e-001	 1.6177e+001	 1.1375e-003	 2.2751e-003	
          51	        -0.5	       0.494	     8.06324	     10.9195	 9.1963e-001	 1.6176e+001	 1.1351e-003	 2.2701e-003	
          51	        -0.5	       0.495	     8.06247	     10.9217	 9.1767e-001	 1.6176e+001	 1.1326e-003	 2.2652e-003	
          51	        -0.5	       0.496	      8.0617	     10.9239	 9.1571e-001	 1.6175e+001	 1.1301e-003	 2.2602e-003	
          51	        -0.5	       0.497	     8.06093	     10.9262	 9.1374e-001	 1.6175e+001	 1.1276e-003	 2.2553e-003	
          51	        -0.5	       0.498	     8.06017	     10.9284	 9.1177e-001	 1.6174e+001	 1.1251e-003	 2.2503e-003	
          51	        -0.5	       0.499	      8.0594	     10.9305	 9.0980e-001	 1.6174e+001	 1.1227e-003	 2.2453e-003	
          51	        -0.5	         0.5	     8.05863	     10.9326	 9.0784e-001	 1.6173e+001	 1.1202e-003	 2.2404e-003	
          51	        -0.5	       0.501	     8.05786	     10.9348	 9.0589e-001	 1.6173e+001	 1.1177e-003	 2.2354e-003	
          51	        -0.5	       0.502	     8.05709	     10.9369	 9.0394e-001	 1.6172e+001	 1.1152e-003	 2.2305e-003	
          51	        -0.5	       0.503	     8.05632	      10.939	 9.0201e-001	 1.6172e+001	 1.1127e-003	 2.2255e-003	
          51	        -0.5	       0.504	     8.05555	      10.941	 9.0009e-001	 1.6171e+001	 1.1103e-003	 2.2205e-003	
          51	        -0.5	       0.505	     8.05477	     10.9432	 8.9817e-001	 1.6171e+001	 1.1078e-003	 2.2156e-003	
          51	        -0.5	       0.506	       8.054	     10.9451	 8.9626e-001	 1.6171e+001	 1.1053e-003	 2.2106e-003	
          51	        -0.5	       0.507	     8.05322	     10.9471	 8.9435e-001	 1.6170e+001	 1.1028e-003	 2.2056e-003	
          51	        -0.5	       0.508	     8.05245	      10.949	 8.9244e-001	 1.6170e+001	 1.1003e-003	 2.2007e-003	
          51	        -0.5	       0.509	     8.05168	     10.9509	 8.9052e-001	 1.6169e+001	 1.0979e-003	 2.1957e-003	
          51	        -0.5	        0.51	     8.05091	     10.9529	 8.8860e-001	 1.6169e+001	 1.0954e-003	 2.1907e-003	
          51	        -0.5	       0.511	     8.05014	     10.9548	 8.8667e-001	 1.6168e+001	 1.0929e-003	 2.1858e-003	
          51	        -0.5	       0.512	     8.04937	     10.9568	 8.8472e-001	 1.6168e+001	 1.0904e-003	 2.1808e-003	
          51	        -0.5	       0.513	     8.04861	     10.9587	 8.8278e-001	 1.6167e+001	 1.0879e-003	 2.1758e-003	
          51	        -0.5	       0.514	     8.04785	     10.9606	 8.8083e-001	 1.6167e+001	 1.0854e-003	 2.1708e-003	
          51	        -0.5	       0.515	     8.04709	     10.9625	 8.7888e-001	 1.6167e+001	 1.0829e-003	 2.1659e-003	
          51	        -0.5	       0.516	     8.04632	     10.9643	 8.7695e-001	 1.6166e+001	 1.0805e-003	 2.1609e-003	
          51	        -0.5	       0.517	     8.04556	     10.9661	 8.7502e-001	 1.6166e+001	 1.0780e-003	 2.1559e-003	
          51	        -0.5	       0.518	     8.04479	     10.9679	 8.7312e-001	 1.6165e+001	 1.0755e-003	 2.1510e-003	
          51	        -0.5	       0.519	     8.04401	     10.9698	 8.7122e-001	 1.6165e+001	 1.0730e-003	 2.1460e-003	
          51	        -0.5	        0.52	     8.04324	     10.9717	 8.6934e-001	 1.6164e+001	 1.0705e-003	 2.1410e-003	
          51	        -0.5	       0.521	     8.04246	     10.9735	 8.6746e-001	 1.6164e+001	 1.0680e-003	 2.1360e-003	
          51	        -0.5	       0.522	     8.04169	     10.9754	 8.6558e-001	 1.6164e+001	 1.0655e-003	 2.1311e-003	
          51	        -0.5	       0.523	     8.04092	     10.9772	 8.6370e-001	 1.6163e+001	 1.0631e-003	 2.1261e-003	
          51	        -0.5	       0.524	     8.04014	     10.9791	 8.6181e-001	 1.6163e+001	 1.0606e-003	 2.1211e-003	
          51	        -0.5	       0.525	     8.03937	     10.9809	 8.5992e-001	 1.6162e+001	 1.0581e-003	 2.1162e-003	
          51	        -0.5	       0.526	      8.0386	     10.9827	 8.5803e-001	 1.6162e+001	 1.0556e-003	 2.1112e-003	
          51	        -0.5	       0.527	     8.03783	     10.9844	 8.5613e-001	 1.6161e+001	 1.0531e-003	 2.1062e-003	
          51	        -0.5	       0.528	     8.03707	     10.9862	 8.5422e-001	 1.6161e+001	 1.0506e-003	 2.1012e-003	
          51	        -0.5	       0.529	     8.03631	      10.988	 8.5230e-001	 1.6161e+001	 1.0481e-003	 2.0963e-003	
          51	        -0.5	        0.53	     8.03554	     10.9897	 8.5037e-001	 1.6160e+001	 1.0456e-003	 2.0913e-003	
          51	        -0.5	       0.531	     8.03479	     10.9914	 8.4844e-001	 1.6160e+001	 1.0432e-003	 2.0863e-003	
          51	        -0.5	       0.532	     8.03403	     10.9932	 8.4650e-001	 1.6159e+001	 1.0407e-003	 2.0813e-003	
          51	        -0.5	       0.533	     8.03327	     10.9949	 8.4456e-001	 1.6159e+001	 1.0382e-003	 2.0764e-003	
          51	        -0.5	       0.534	     8.03252	     10.9966	 8.4261e-001	 1.6158e+001	 1.0357e-003	 2.0714e-003	
          51	        -0.5	       0.535	     8.03177	     10.9982	 8.4065e-001	 1.6158e+001	 1.0332e-003	 2.0664e-003	
          51	        -0.5	       0.536	     8.03102	     10.9999	 8.3869e-001	 1.6157e+001	 1.0307e-003	 2.0614e-003	
          51	        -0.5	       0.537	     8.03027	     11.0015	 8.3672e-001	 1.6157e+001	 1.0282e-003	 2.0564e-003	
          51	        -0.5	       0.538	     8.02953	     11.0032	 8.3475e-001	 1.6157e+001	 1.0257e-003	 2.0515e-003	
          51	        -0.5	       0.539	     8.02878	     11.0048	 8.3277e-001	 1.6156e+001	 1.0232e-003	 2.0465e-003	
          51	        -0.5	        0.54	     8.02804	     11.0065	 8.3078e-001	 1.6156e+001	 1.0208e-003	 2.0415e-003	
          51	        -0.5	       0.541	      8.0273	     11.0081	 8.2879e-001	 1.6155e+001	 1.0183e-003	 2.0365e-003	
          51	        -0.5	       0.542	     8.02656	     11.0097	 8.2679e-001	 1.6155e+001	 1.0158e-003	 2.0316e-003	
          51	        -0.5	       0.543	     8.02583	     11.0114	 8.2479e-001	 1.6154e+001	 1.0133e-003	 2.0266e-003	
          51	        -0.5	       0.544	     8.02509	     11.0131	 8.2279e-001	 1.6154e+001	 1.0108e-003	 2.0216e-003	
          51	        -0.5	       0.545	     8.02436	     11.0148	 8.2079e-001	 1.6154e+001	 1.0083e-003	 2.0166e-003	
          51	        -0.5	       0.546	     8.02363	     11.0165	 8.1878e-001	 1.6153e+001	 1.0058e-003	 2.0117e-003	
          51	        -0.5	       0.547	     8.02289	     11.0181	 8.1678e-001	 1.6153e+001	 1.0033e-003	 2.0067e-003	
          51	        -0.5	       0.548	     8.02216	     11.0196	 8.1479e-001	 1.6152e+001	 1.0009e-003	 2.0017e-003	
          51	        -0.5	       0.549	     8.02142	     11.0212	 8.1281e-001	 1.6152e+001	 9.9837e-004	 1.9967e-003	
          51	        -0.5	        0.55	     8.02068	     11.0228	 8.1083e-001	 1.6151e+001	 9.9589e-004	 1.9918e-003	
          51	        -0.5	       0.551	     8.01994	     11.0244	 8.0886e-001	 1.6151e+001	 9.9340e-004	 1.9868e-003	
          51	        -0.5	       0.552	      8.0192	     11.0259	 8.0691e-001	 1.6151e+001	 9.9092e-004	 1.9818e-003	
          51	        -0.5	       0.553	     8.01846	     11.0275	 8.0496e-001	 1.6150e+001	 9.8844e-004	 1.9769e-003	
          51	        -0.5	       0.554	     8.01771	      11.029	 8.0303e-001	 1.6150e+001	 9.8595e-004	 1.9719e-003	
          51	        -0.5	       0.555	     8.01696	     11.0305	 8.0111e-001	 1.6149e+001	 9.8347e-004	 1.9669e-003	
          51	        -0.5	       0.556	     8.01621	     11.0321	 7.9920e-001	 1.6149e+001	 9.8099e-004	 1.9620e-003	
          51	        -0.5	       0.557	     8.01546	     11.0336	 7.9730e-001	 1.6149e+001	 9.7851e-004	 1.9570e-003	
          51	        -0.5	       0.558	      8.0147	     11.0352	 7.9541e-001	 1.6148e+001	 9.7603e-004	 1.9521e-003	
          51	        -0.5	       0.559	     8.01395	     11.0367	 7.9352e-001	 1.6148e+001	 9.7355e-004	 1.9471e-003	
          51	        -0.5	        0.56	     8.01319	     11.0383	 7.9164e-001	 1.6147e+001	 9.7107e-004	 1.9421e-003	
          51	        -0.5	       0.561	     8.01244	     11.0398	 7.8975e-001	 1.6147e+001	 9.6859e-004	 1.9372e-003	
          51	        -0.5	       0.562	     8.01169	     11.0413	 7.8786e-001	 1.6146e+001	 9.6611e-004	 1.9322e-003	
          51	        -0.5	       0.563	     8.01093	     11.0429	 7.8596e-001	 1.6146e+001	 9.6363e-004	 1.9273e-003	
          51	        -0.5	       0.564	     8.01019	     11.0444	 7.8406e-001	 1.6146e+001	 9.6114e-004	 1.9223e-003	
          51	        -0.5	       0.565	     8.00944	     11.0459	 7.8215e-001	 1.6145e+001	 9.5866e-004	 1.9173e-003	
          51	        -0.5	       0.566	     8.00869	     11.0474	 7.8023e-001	 1.6145e+001	 9.5618e-004	 1.9124e-003	
          51	        -0.5	       0.567	     8.00795	     11.0488	 7.7830e-001	 1.6144e+001	 9.5370e-004	 1.9074e-003	
          51	        -0.5	       0.568	     8.00721	     11.0503	 7.7637e-001	 1.6144e+001	 9.5122e-004	 1.9024e-003	
          51	        -0.5	       0.569	     8.00647	     11.0517	 7.7443e-001	 1.6144e+001	 9.4874e-004	 1.8975e-003	
          51	        -0.5	        0.57	     8.00574	     11.0531	 7.7249e-001	 1.6143e+001	 9.4626e-004	 1.8925e-003	
          51	        -0.5	       0.571	       8.005	     11.0545	 7.7054e-001	 1.6143e+001	 9.4378e-004	 1.8876e-003	
          51	        -0.5	       0.572	     8.00427	     11.0559	 7.6858e-001	 1.6142e+001	 9.4129e-004	 1.8826e-003	
          51	        -0.5	       0.573	     8.00354	     11.0573	 7.6662e-001	 1.6142e+001	 9.3881e-004	 1.8776e-003	
          51	        -0.5	       0.574	     8.00281	     11.0587	 7.6465e-001	 1.6142e+001	 9.3633e-004	 1.8727e-003	
          51	        -0.5	       0.575	     8.00208	     11.0601	 7.6268e-001	 1.6141e+001	 9.3385e-004	 1.8677e-003	
          51	        -0.5	       0.576	     8.00136	     11.0615	 7.6070e-001	 1.6141e+001	 9.3137e-004	 1.8627e-003	
          51	        -0.5	       0.577	     8.00063	     11.0629	 7.5872e-001	 1.6140e+001	 9.2889e-004	 1.8578e-003	
          51	        -0.5	       0.578	     7.99991	     11.0643	 7.5673e-001	 1.6140e+001	 9.2641e-004	 1.8528e-003	
          51	        -0.5	       0.579	     7.99919	     11.0657	 7.5474e-001	 1.6140e+001	 9.2393e-004	 1.8479e-003	
          51	        -0.5	        0.58	     7.99848	     11.0671	 7.5274e-001	 1.6139e+001	 9.2145e-004	 1.8429e-003	
          51	        -0.5	       0.581	     7.99776	     11.0685	 7.5074e-001	 1.6139e+001	 9.1897e-004	 1.8379e-003	
          51	        -0.5	       0.582	     7.99705	     11.0698	 7.4873e-001	 1.6138e+001	 9.1649e-004	 1.8330e-003	
          51	        -0.5	       0.583	     7.99633	     11.0712	 7.4672e-001	 1.6138e+001	 9.1401e-004	 1.8280e-003	
          51	        -0.5	       0.584	     7.99562	     11.0726	 7.4471e-001	 1.6137e+001	 9.1153e-004	 1.8231e-003	
          51	        -0.5	       0.585	     7.99491	      11.074	 7.4270e-001	 1.6137e+001	 9.0905e-004	 1.8181e-003	
          51	        -0.5	       0.586	      7.9942	     11.0754	 7.4069e-001	 1.6137e+001	 9.0657e-004	 1.8131e-003	
          51	        -0.5	       0.587	     7.99349	     11.0768	 7.3868e-001	 1.6136e+001	 9.0409e-004	 1.8082e-003	
          51	        -0.5	       0.588	     7.99278	     11.0781	 7.3668e-001	 1.6136e+001	 9.0161e-004	 1.8032e-003	
          51	        -0.5	       0.589	     7.99207	     11.0795	 7.3469e-001	 1.6135e+001	 8.9913e-004	 1.7983e-003	
          51	        -0.5	        0.59	     7.99135	     11.0809	 7.3271e-001	 1.6135e+001	 8.9666e-004	 1.7933e-003	
          51	        -0.5	       0.591	     7.99063	     11.0822	 7.3074e-001	 1.6135e+001	 8.9418e-004	 1.7884e-003	
          51	        -0.5	       0.592	     7.98991	     11.0835	 7.2877e-001	 1.6134e+001	 8.9170e-004	 1.7834e-003	
          51	        -0.5	       0.593	     7.98919	     11.0848	 7.2682e-001	 1.6134e+001	 8.8923e-004	 1.7785e-003	
          51	        -0.5	       0.594	     7.98846	     11.0861	 7.2488e-001	 1.6133e+001	 8.8675e-004	 1.7735e-003	
          51	        -0.5	       0.595	     7.98773	     11.0875	 7.2296e-001	 1.6133e+001	 8.8428e-004	 1.7686e-003	
          51	        -0.5	       0.596	       7.987	     11.0888	 7.2104e-001	 1.6133e+001	 8.8180e-004	 1.7636e-003	
          51	        -0.5	       0.597	     7.98627	     11.0901	 7.1913e-001	 1.6132e+001	 8.7933e-004	 1.7587e-003	
          51	        -0.5	       0.598	     7.98554	     11.0914	 7.1723e-001	 1.6132e+001	 8.7685e-004	 1.7537e-003	
          51	        -0.5	       0.599	      7.9848	     11.0928	 7.1533e-001	 1.6131e+001	 8.7438e-004	 1.7488e-003	
          51	        -0.5	         0.6	     7.98407	     11.0941	 7.1342e-001	 1.6131e+001	 8.7191e-004	 1.7438e-003	
          51	        -0.5	       0.601	     7.98334	     11.0955	 7.1152e-001	 1.6131e+001	 8.6943e-004	 1.7389e-003	
          51	        -0.5	       0.602	      7.9826	     11.0968	 7.0961e-001	 1.6130e+001	 8.6696e-004	 1.7339e-003	
          51	        -0.5	       0.603	     7.98188	     11.0982	 7.0769e-001	 1.6130e+001	 8.6448e-004	 1.7290e-003	
          51	        -0.5	       0.604	     7.98115	     11.0995	 7.0577e-001	 1.6130e+001	 8.6200e-004	 1.7240e-003	
          51	        -0.5	       0.605	     7.98043	     11.1008	 7.0383e-001	 1.6129e+001	 8.5953e-004	 1.7191e-003	
          51	        -0.5	       0.606	      7.9797	      11.102	 7.0189e-001	 1.6129e+001	 8.5705e-004	 1.7141e-003	
          51	        -0.5	       0.607	     7.97898	     11.1034	 6.9995e-001	 1.6128e+001	 8.5457e-004	 1.7091e-003	
          51	        -0.5	       0.608	     7.97827	     11.1047	 6.9800e-001	 1.6128e+001	 8.5210e-004	 1.7042e-003	
          51	        -0.5	       0.609	     7.97755	     11.1059	 6.9604e-001	 1.6128e+001	 8.4962e-004	 1.6992e-003	
          51	        -0.5	        0.61	     7.97684	     11.1072	 6.9407e-001	 1.6127e+001	 8.4714e-004	 1.6943e-003	
          51	        -0.5	       0.611	     7.97613	     11.1085	 6.9210e-001	 1.6127e+001	 8.4466e-004	 1.6893e-003	
          51	        -0.5	       0.612	     7.97542	     11.1097	 6.9013e-001	 1.6126e+001	 8.4219e-004	 1.6844e-003	
          51	        -0.5	       0.613	     7.97471	      11.111	 6.8815e-001	 1.6126e+001	 8.3971e-004	 1.6794e-003	
          51	        -0.5	       0.614	     7.97401	     11.1122	 6.8616e-001	 1.6126e+001	 8.3723e-004	 1.6745e-003	
          51	        -0.5	       0.615	     7.97331	     11.1134	 6.8417e-001	 1.6125e+001	 8.3475e-004	 1.6695e-003	
          51	        -0.5	       0.616	      7.9726	     11.1147	 6.8218e-001	 1.6125e+001	 8.3227e-004	 1.6645e-003	
          51	        -0.5	       0.617	     7.97191	     11.1159	 6.8018e-001	 1.6124e+001	 8.2979e-004	 1.6596e-003	
          51	        -0.5	       0.618	     7.97121	     11.1172	 6.7818e-001	 1.6124e+001	 8.2731e-004	 1.6546e-003	
          51	        -0.5	       0.619	     7.97051	     11.1184	 6.7617e-001	 1.6124e+001	 8.2483e-004	 1.6497e-003	
          51	        -0.5	        0.62	     7.96982	     11.1197	 6.7415e-001	 1.6123e+001	 8.2235e-004	 1.6447e-003	
          51	        -0.5	       0.621	     7.96913	     11.1209	 6.7214e-001	 1.6123e+001	 8.1987e-004	 1.6397e-003	
          51	        -0.5	       0.622	     7.96844	     11.1222	 6.7012e-001	 1.6122e+001	 8.1739e-004	 1.6348e-003	
          51	        -0.5	       0.623	     7.96775	     11.1234	 6.6809e-001	 1.6122e+001	 8.1491e-004	 1.6298e-003	
          51	        -0.5	       0.624	     7.96706	     11.1246	 6.6606e-001	 1.6122e+001	 8.1243e-004	 1.6249e-003	
          51	        -0.5	       0.625	     7.96638	     11.1259	 6.6404e-001	 1.6121e+001	 8.0995e-004	 1.6199e-003	
          51	        -0.5	       0.626	     7.96569	     11.1271	 6.6201e-001	 1.6121e+001	 8.0747e-004	 1.6149e-003	
          51	        -0.5	       0.627	       7.965	     11.1284	 6.5999e-001	 1.6120e+001	 8.0499e-004	 1.6100e-003	
          51	        -0.5	       0.628	     7.96431	     11.1296	 6.5797e-001	 1.6120e+001	 8.0251e-004	 1.6050e-003	
          51	        -0.5	       0.629	     7.96362	     11.1309	 6.5597e-001	 1.6120e+001	 8.0003e-004	 1.6001e-003	
          51	        -0.5	        0.63	     7.96293	     11.1321	 6.5397e-001	 1.6119e+001	 7.9754e-004	 1.5951e-003	
          51	        -0.5	       0.631	     7.96224	     11.1332	 6.5198e-001	 1.6119e+001	 7.9506e-004	 1.5901e-003	
          51	        -0.5	       0.632	     7.96154	     11.1344	 6.5000e-001	 1.6119e+001	 7.9258e-004	 1.5852e-003	
          51	        -0.5	       0.633	     7.96084	     11.1356	 6.4803e-001	 1.6118e+001	 7.9010e-004	 1.5802e-003	
          51	        -0.5	       0.634	     7.96013	     11.1369	 6.4608e-001	 1.6118e+001	 7.8762e-004	 1.5752e-003	
          51	        -0.5	       0.635	     7.95943	     11.1381	 6.4413e-001	 1.6117e+001	 7.8514e-004	 1.5703e-003	
          51	        -0.5	       0.636	     7.95872	     11.1393	 6.4219e-001	 1.6117e+001	 7.8265e-004	 1.5653e-003	
          51	        -0.5	       0.637	     7.95801	     11.1406	 6.4026e-001	 1.6117e+001	 7.8017e-004	 1.5603e-003	
          51	        -0.5	       0.638	      7.9573	     11.1418	 6.3833e-001	 1.6116e+001	 7.7769e-004	 1.5554e-003	
          51	        -0.5	       0.639	     7.95659	      11.143	 6.3640e-001	 1.6116e+001	 7.7520e-004	 1.5504e-003	
          51	        -0.5	        0.64	     7.95588	     11.1443	 6.3446e-001	 1.6116e+001	 7.7271e-004	 1.5454e-003	
          51	        -0.5	       0.641	     7.95517	     11.1455	 6.3252e-001	 1.6115e+001	 7.7023e-004	 1.5405e-003	
          51	        -0.5	       0.642	     7.95447	     11.1467	 6.3057e-001	 1.6115e+001	 7.6774e-004	 1.5355e-003	
          51	        -0.5	       0.643	     7.95376	      11.148	 6.2862e-001	 1.6114e+001	 7.6525e-004	 1.5305e-003	
          51	        -0.5	       0.644	     7.95306	     11.1492	 6.2665e-001	 1.6114e+001	 7.6276e-004	 1.5255e-003	
          51	        -0.5	       0.645	     7.95237	     11.1504	 6.2468e-001	 1.6114e+001	 7.6027e-004	 1.5205e-003	
          51	        -0.5	       0.646	     7.95167	     11.1516	 6.2270e-001	 1.6113e+001	 7.5778e-004	 1.5156e-003	
          51	        -0.5	       0.647	     7.95098	     11.1528	 6.2071e-001	 1.6113e+001	 7.5528e-004	 1.5106e-003	
          51	        -0.5	       0.648	     7.95029	      11.154	 6.1872e-001	 1.6113e+001	 7.5279e-004	 1.5056e-003	
          51	        -0.5	       0.649	     7.94961	     11.1552	 6.1671e-001	 1.6112e+001	 7.5029e-004	 1.5006e-003	
          51	        -0.5	        0.65	     7.94892	     11.1564	 6.1471e-001	 1.6112e+001	 7.4780e-004	 1.4956e-003	
          51	        -0.5	       0.651	     7.94824	     11.1575	 6.1269e-001	 1.6111e+001	 7.4530e-004	 1.4906e-003	
          51	        -0.5	       0.652	     7.94756	     11.1587	 6.1068e-001	 1.6111e+001	 7.4280e-004	 1.4856e-003	
          51	        -0.5	       0.653	     7.94689	     11.1599	 6.0865e-001	 1.6111e+001	 7.4030e-004	 1.4806e-003	
          51	        -0.5	       0.654	     7.94621	     11.1611	 6.0663e-001	 1.6110e+001	 7.3780e-004	 1.4756e-003	
