 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .00100   .912E-04  -.914E-04   .913E-07  -.912E-07   .000E+00   .000E+00   .830E-05   .000E+00   .502E-05   .000E+00   .000E+00   .000E+00      33   .6453E-07
        .00200   .912E-04  -.939E-04   .183E-06  -.184E-06   .000E+00   .000E+00   .890E-05   .000E+00   .515E-05   .000E+00   .000E+00   .000E+00      59   .1335E-06
        .00300   .912E-04  -.975E-04   .274E-06  -.280E-06   .000E+00   .000E+00   .920E-05   .000E+00   .534E-05   .000E+00   .000E+00   .000E+00      85   .2025E-06
        .00400   .912E-04  -.101E-03   .365E-06  -.379E-06   .000E+00   .000E+00   .938E-05   .000E+00   .554E-05   .000E+00   .000E+00   .000E+00     111   .2700E-06
        .00500   .913E-04  -.106E-03   .456E-06  -.482E-06   .000E+00   .000E+00   .947E-05   .000E+00   .578E-05   .000E+00   .000E+00   .000E+00     137   .3369E-06
        .00600   .912E-04  -.112E-03   .548E-06  -.591E-06   .000E+00   .000E+00   .952E-05   .000E+00   .612E-05   .000E+00   .000E+00   .000E+00     163   .4056E-06
        .00700   .912E-04  -.120E-03   .639E-06  -.707E-06   .000E+00   .000E+00   .953E-05   .000E+00   .659E-05   .000E+00   .000E+00   .000E+00     189   .4785E-06
        .00800   .913E-04  -.131E-03   .730E-06  -.832E-06   .000E+00   .000E+00   .951E-05   .000E+00   .717E-05   .000E+00   .000E+00   .000E+00     215   .5574E-06
        .00900   .912E-04  -.142E-03   .821E-06  -.969E-06   .000E+00   .000E+00   .948E-05   .000E+00   .781E-05   .000E+00   .000E+00   .000E+00     241   .6432E-06
        .01000   .912E-04  -.154E-03   .913E-06  -.112E-05   .000E+00   .000E+00   .940E-05   .000E+00   .845E-05   .000E+00   .000E+00   .000E+00     267   .7359E-06
        .01100   .912E-04  -.165E-03   .100E-05  -.128E-05   .000E+00   .000E+00   .925E-05   .000E+00   .906E-05   .000E+00   .000E+00   .000E+00     293   .8349E-06
        .01200   .912E-04  -.175E-03   .110E-05  -.145E-05   .000E+00   .000E+00   .897E-05   .000E+00   .961E-05   .000E+00   .000E+00   .000E+00     319   .9394E-06
        .01300   .913E-04  -.184E-03   .119E-05  -.163E-05   .000E+00   .000E+00   .876E-05   .000E+00   .101E-04   .000E+00   .000E+00   .000E+00     345   .1049E-05
        .01400   .913E-04  -.191E-03   .128E-05  -.182E-05   .000E+00   .000E+00   .865E-05   .000E+00   .105E-04   .000E+00   .000E+00   .000E+00     371   .1163E-05
        .01500   .913E-04  -.198E-03   .137E-05  -.201E-05   .000E+00   .000E+00   .858E-05   .000E+00   .108E-04   .000E+00   .000E+00   .000E+00     397   .1281E-05
        .01600   .912E-04  -.203E-03   .146E-05  -.221E-05   .000E+00   .000E+00   .855E-05   .000E+00   .111E-04   .000E+00   .000E+00   .000E+00     423   .1402E-05
        .01700   .913E-04  -.207E-03   .155E-05  -.242E-05   .000E+00   .000E+00   .852E-05   .000E+00   .114E-04   .000E+00   .000E+00   .000E+00     449   .1526E-05
        .01800   .913E-04  -.211E-03   .164E-05  -.263E-05   .000E+00   .000E+00   .849E-05   .000E+00   .116E-04   .000E+00   .000E+00   .000E+00     475   .1652E-05
        .01900   .912E-04  -.214E-03   .173E-05  -.284E-05   .000E+00   .000E+00   .846E-05   .000E+00   .117E-04   .000E+00   .000E+00   .000E+00     501   .1779E-05
        .02000   .913E-04  -.217E-03   .183E-05  -.305E-05   .000E+00   .000E+00   .843E-05   .000E+00   .119E-04   .000E+00   .000E+00   .000E+00     527   .1909E-05
        .02100   .913E-04  -.219E-03   .192E-05  -.327E-05   .000E+00   .000E+00   .839E-05   .000E+00   .120E-04   .000E+00   .000E+00   .000E+00     553   .2040E-05
        .02200   .913E-04  -.221E-03   .201E-05  -.349E-05   .000E+00   .000E+00   .835E-05   .000E+00   .121E-04   .000E+00   .000E+00   .000E+00     579   .2172E-05
        .02300   .912E-04  -.223E-03   .210E-05  -.372E-05   .000E+00   .000E+00   .829E-05   .000E+00   .122E-04   .000E+00   .000E+00   .000E+00     605   .2305E-05
        .02400   .913E-04  -.224E-03   .219E-05  -.394E-05   .000E+00   .000E+00   .821E-05   .000E+00   .123E-04   .000E+00   .000E+00   .000E+00     631   .2439E-05
        .02500   .913E-04  -.225E-03   .228E-05  -.416E-05   .000E+00   .000E+00   .811E-05   .000E+00   .123E-04   .000E+00   .000E+00   .000E+00     657   .2573E-05
        .02600   .913E-04  -.226E-03   .237E-05  -.439E-05   .000E+00   .000E+00   .801E-05   .000E+00   .124E-04   .000E+00   .000E+00   .000E+00     683   .2709E-05
        .02700   .912E-04  -.227E-03   .246E-05  -.462E-05   .000E+00   .000E+00   .794E-05   .000E+00   .124E-04   .000E+00   .000E+00   .000E+00     709   .2845E-05
        .02800   .913E-04  -.228E-03   .255E-05  -.484E-05   .000E+00   .000E+00   .788E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00     735   .2981E-05
        .02900   .912E-04  -.228E-03   .265E-05  -.507E-05   .000E+00   .000E+00   .784E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00     761   .3118E-05
        .03000   .913E-04  -.229E-03   .274E-05  -.530E-05   .000E+00   .000E+00   .780E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00     787   .3255E-05
        .03100   .912E-04  -.229E-03   .283E-05  -.553E-05   .000E+00   .000E+00   .777E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00     813   .3393E-05
        .03200   .913E-04  -.229E-03   .292E-05  -.576E-05   .000E+00   .000E+00   .775E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     839   .3530E-05
        .03300   .913E-04  -.229E-03   .301E-05  -.599E-05   .000E+00   .000E+00   .772E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     865   .3668E-05
        .03400   .913E-04  -.229E-03   .310E-05  -.622E-05   .000E+00   .000E+00   .769E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     891   .3806E-05
        .03500   .913E-04  -.229E-03   .319E-05  -.644E-05   .000E+00   .000E+00   .766E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     917   .3943E-05
        .03600   .912E-04  -.229E-03   .328E-05  -.667E-05   .000E+00   .000E+00   .762E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     943   .4080E-05
        .03700   .912E-04  -.229E-03   .338E-05  -.690E-05   .000E+00   .000E+00   .756E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     969   .4216E-05
        .03800   .912E-04  -.229E-03   .347E-05  -.713E-05   .000E+00   .000E+00   .750E-05   .000E+00   .126E-04   .000E+00   .000E+00   .000E+00     995   .4353E-05
        .03900   .912E-04  -.229E-03   .356E-05  -.736E-05   .000E+00   .000E+00   .743E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00    1021   .4489E-05
        .04000   .913E-04  -.228E-03   .365E-05  -.759E-05   .000E+00   .000E+00   .738E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00    1047   .4625E-05
        .04100   .913E-04  -.228E-03   .374E-05  -.782E-05   .000E+00   .000E+00   .734E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00    1073   .4761E-05
        .04200   .912E-04  -.228E-03   .383E-05  -.804E-05   .000E+00   .000E+00   .730E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00    1099   .4897E-05
        .04300   .912E-04  -.227E-03   .392E-05  -.827E-05   .000E+00   .000E+00   .727E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00    1125   .5032E-05
        .04400   .913E-04  -.227E-03   .401E-05  -.850E-05   .000E+00   .000E+00   .724E-05   .000E+00   .125E-04   .000E+00   .000E+00   .000E+00    1151   .5167E-05
        .04500   .912E-04  -.227E-03   .411E-05  -.873E-05   .000E+00   .000E+00   .721E-05   .000E+00   .124E-04   .000E+00   .000E+00   .000E+00    1177   .5301E-05
        .04600   .913E-04  -.226E-03   .420E-05  -.895E-05   .000E+00   .000E+00   .719E-05   .000E+00   .124E-04   .000E+00   .000E+00   .000E+00    1203   .5436E-05
        .04700   .913E-04  -.226E-03   .429E-05  -.918E-05   .000E+00   .000E+00   .717E-05   .000E+00   .124E-04   .000E+00   .000E+00   .000E+00    1229   .5569E-05
        .04800   .912E-04  -.225E-03   .438E-05  -.940E-05   .000E+00   .000E+00   .714E-05   .000E+00   .124E-04   .000E+00   .000E+00   .000E+00    1255   .5702E-05
        .04900   .913E-04  -.225E-03   .447E-05  -.963E-05   .000E+00   .000E+00   .711E-05   .000E+00   .123E-04   .000E+00   .000E+00   .000E+00    1281   .5834E-05
        .05000   .913E-04  -.225E-03   .456E-05  -.985E-05   .000E+00   .000E+00   .707E-05   .000E+00   .123E-04   .000E+00   .000E+00   .000E+00    1307   .5966E-05
        .05100   .913E-04  -.224E-03   .465E-05  -.101E-04   .000E+00   .000E+00   .703E-05   .000E+00   .123E-04   .000E+00   .000E+00   .000E+00    1333   .6097E-05
