        soln	      dist_x	        time	          pH	          pe	Cd@µmol_kg_water_-1	1_-_Hsite_div_total_CEC	Cd-site_div_total_CEC	2timesCD-site	
          25	       -0.24	           1	     3.50534	     15.3589	 8.9866e-004	 4.6643e+000	 1.4028e-007	 2.8056e-007	
          26	       -0.25	           1	     3.50613	     15.3674	 1.0284e-003	 4.5960e+000	 1.6080e-007	 3.2160e-007	
          27	       -0.26	           1	     3.50692	     15.4518	 1.1584e-003	 4.5234e+000	 1.8141e-007	 3.6281e-007	
          28	       -0.27	           1	     3.50769	     15.5064	 1.2848e-003	 4.4451e+000	 2.0152e-007	 4.0304e-007	
          29	       -0.28	           1	     3.50846	     15.5306	 1.4100e-003	 2.8861e+000	 2.2151e-007	 4.4301e-007	
          30	       -0.29	           1	     3.50915	     15.5279	 1.5236e-003	 2.8775e+000	 2.3970e-007	 4.7939e-007	
          31	        -0.3	           1	     3.50979	     15.5399	 1.6276e-003	 2.8683e+000	 2.5639e-007	 5.1279e-007	
          32	       -0.31	           1	     3.51035	     15.5551	 1.7174e-003	 2.8586e+000	 2.7084e-007	 5.4167e-007	
          33	       -0.32	           1	     3.51078	     15.5694	 1.7875e-003	 2.8482e+000	 2.8214e-007	 5.6429e-007	
          34	       -0.33	           1	     3.51092	     15.5569	 1.8106e-003	 1.1926e+001	 2.8587e-007	 5.7173e-007	
          35	       -0.34	           1	     3.51119	     15.5683	 1.8549e-003	 1.1927e+001	 2.9302e-007	 5.8604e-007	
          36	       -0.35	           1	     3.51147	       15.58	 1.8999e-003	 1.1927e+001	 3.0030e-007	 6.0060e-007	
          37	       -0.36	           1	     3.51175	     15.5857	 1.9454e-003	 1.1928e+001	 3.0767e-007	 6.1533e-007	
          38	       -0.37	           1	     3.51203	     15.5912	 1.9911e-003	 1.1928e+001	 3.1508e-007	 6.3015e-007	
          39	       -0.38	           1	     3.51231	     15.5943	 2.0369e-003	 1.1928e+001	 3.2250e-007	 6.4499e-007	
          40	       -0.39	           1	     3.51259	     15.5966	 2.0824e-003	 1.1929e+001	 3.2988e-007	 6.5977e-007	
          41	        -0.4	           1	     3.51287	     15.5983	 2.1273e-003	 1.1929e+001	 3.3719e-007	 6.7438e-007	
          42	       -0.41	           1	     3.51314	     15.5996	 2.1713e-003	 1.1929e+001	 3.4436e-007	 6.8871e-007	
          43	       -0.42	           1	     3.51341	     15.6004	 2.2139e-003	 1.1930e+001	 3.5131e-007	 7.0261e-007	
          44	       -0.43	           1	     3.51366	     15.6009	 2.2547e-003	 1.1930e+001	 3.5795e-007	 7.1591e-007	
          45	       -0.44	           1	      3.5139	     15.6013	 2.2929e-003	 1.1930e+001	 3.6419e-007	 7.2838e-007	
          46	       -0.45	           1	     3.51411	     15.6014	 2.3277e-003	 1.1930e+001	 3.6989e-007	 7.3978e-007	
          47	       -0.46	           1	      3.5143	     15.6015	 2.3583e-003	 1.1931e+001	 3.7490e-007	 7.4979e-007	
          48	       -0.47	           1	     3.51446	     15.6017	 2.3836e-003	 1.1931e+001	 3.7902e-007	 7.5805e-007	
          49	       -0.48	           1	     3.51458	     15.6021	 2.4021e-003	 1.1931e+001	 3.8206e-007	 7.6411e-007	
          50	       -0.49	           1	     3.51464	      15.604	 2.4123e-003	 1.1931e+001	 3.8373e-007	 7.6746e-007	
          51	        -0.5	           1	     3.51464	      15.604	 2.4123e-003	 1.1931e+001	 3.8373e-007	 7.6746e-007	


