        soln	      dist_x	        time	          pH	          pe	          Cl	
          11	         -10	           0	           7	      11.425	 0.0000e+000	
          11	         -10	        0.25	     6.74905	     12.8922	 1.2221e-007	
          11	         -10	         0.5	     5.43937	     14.5704	 3.6415e-006	
          11	         -10	        0.75	     4.81798	     15.3475	 1.5275e-005	
          11	         -10	           1	     4.46596	     15.7878	 3.4433e-005	
          11	         -10	        1.25	     4.23693	     16.0743	 5.8462e-005	
          11	         -10	         1.5	     4.07297	     16.2794	 8.5429e-005	
          11	         -10	        1.75	     3.94891	     16.4347	 1.1386e-004	
          11	         -10	           2	     3.85113	      16.557	 1.4281e-004	
          11	         -10	        2.25	     3.77166	     16.6565	 1.7170e-004	
          11	         -10	         2.5	     3.70548	     16.7394	 2.0018e-004	
          11	         -10	        2.75	     3.64931	     16.8097	 2.2806e-004	
          11	         -10	           3	     3.60087	     16.8703	 2.5521e-004	
          11	         -10	        3.25	     3.55857	     16.9233	 2.8156e-004	
          11	         -10	         3.5	     3.52121	     16.9701	 3.0710e-004	
          11	         -10	        3.75	     3.48792	     17.0118	 3.3180e-004	
          11	         -10	           4	     3.45803	     17.0492	 3.5568e-004	
          11	         -10	        4.25	     3.43102	     17.0831	 3.7875e-004	
          11	         -10	         4.5	     3.40646	     17.1138	 4.0103e-004	
          11	         -10	        4.75	     3.38401	     17.1419	 4.2253e-004	
          11	         -10	           5	     3.36342	     17.1677	 4.4327e-004	
          11	         -10	        5.25	     3.34445	     17.1915	 4.6329e-004	
          11	         -10	         5.5	     3.32691	     17.2135	 4.8260e-004	
          11	         -10	        5.75	     3.31066	     17.2339	 5.0123e-004	
          11	         -10	           6	     3.29554	     17.2528	 5.1919e-004	
          11	         -10	        6.25	     3.28145	     17.2704	 5.3652e-004	
          11	         -10	         6.5	      3.2683	     17.2869	 5.5323e-004	
          11	         -10	        6.75	     3.25598	     17.3024	 5.6933e-004	
          11	         -10	           7	     3.24444	     17.3168	 5.8487e-004	
          11	         -10	        7.25	     3.23359	     17.3304	 5.9984e-004	
          11	         -10	         7.5	     3.22339	     17.3432	 6.1428e-004	
          11	         -10	        7.75	     3.21378	     17.3552	 6.2820e-004	
          11	         -10	           8	     3.20472	     17.3666	 6.4162e-004	
          11	         -10	        8.25	     3.19616	     17.3773	 6.5456e-004	
          11	         -10	         8.5	     3.18807	     17.3875	 6.6703e-004	
          11	         -10	        8.75	     3.18042	     17.3971	 6.7905e-004	
          11	         -10	           9	     3.17316	     17.4062	 6.9064e-004	
          11	         -10	        9.25	     3.16629	     17.4148	 7.0182e-004	
          11	         -10	         9.5	     3.15976	      17.423	 7.1259e-004	
          11	         -10	        9.75	     3.15356	     17.4307	 7.2297e-004	
          11	         -10	          10	     3.14768	     17.4381	 7.3298e-004	
          11	         -10	       10.25	     3.14207	     17.4451	 7.4262e-004	
          11	         -10	        10.5	     3.13674	     17.4518	 7.5192e-004	
          11	         -10	       10.75	     3.13167	     17.4582	 7.6088e-004	
          11	         -10	          11	     3.12683	     17.4642	 7.6952e-004	
          11	         -10	       11.25	     3.12223	       17.47	 7.7785e-004	
          11	         -10	        11.5	     3.11783	     17.4755	 7.8587e-004	
          11	         -10	       11.75	     3.11363	     17.4808	 7.9361e-004	
          11	         -10	          12	     3.10963	     17.4858	 8.0107e-004	
          11	         -10	       12.25	     3.10581	     17.4906	 8.0826e-004	
          11	         -10	        12.5	     3.10215	     17.4952	 8.1518e-004	
          11	         -10	       12.75	     3.09866	     17.4996	 8.2186e-004	
          11	         -10	          13	     3.09532	     17.5037	 8.2830e-004	
          11	         -10	       13.25	     3.09212	     17.5077	 8.3450e-004	
          11	         -10	        13.5	     3.08907	     17.5116	 8.4048e-004	
          11	         -10	       13.75	     3.08614	     17.5152	 8.4625e-004	
          11	         -10	          14	     3.08334	     17.5188	 8.5180e-004	
          11	         -10	       14.25	     3.08066	     17.5221	 8.5716e-004	
          11	         -10	        14.5	     3.07809	     17.5253	 8.6232e-004	
          11	         -10	       14.75	     3.07563	     17.5284	 8.6730e-004	
          11	         -10	          15	     3.07327	     17.5314	 8.7209e-004	
          11	         -10	       15.25	     3.07101	     17.5342	 8.7671e-004	
          11	         -10	        15.5	     3.06884	     17.5369	 8.8117e-004	
          11	         -10	       15.75	     3.06676	     17.5396	 8.8546e-004	
          11	         -10	          16	     3.06476	     17.5421	 8.8960e-004	
          11	         -10	       16.25	     3.06285	     17.5445	 8.9359e-004	
          11	         -10	        16.5	     3.06101	     17.5468	 8.9744e-004	
          11	         -10	       16.75	     3.05925	      17.549	 9.0114e-004	
          11	         -10	          17	     3.05755	     17.5511	 9.0472e-004	
          11	         -10	       17.25	     3.05593	     17.5531	 9.0816e-004	
          11	         -10	        17.5	     3.05437	     17.5551	 9.1148e-004	
          11	         -10	       17.75	     3.05287	      17.557	 9.1468e-004	
          11	         -10	          18	     3.05143	     17.5588	 9.1776e-004	
          11	         -10	       18.25	     3.05005	     17.5605	 9.2073e-004	
          11	         -10	        18.5	     3.04872	     17.5622	 9.2360e-004	
          11	         -10	       18.75	     3.04744	     17.5638	 9.2636e-004	
          11	         -10	          19	     3.04621	     17.5653	 9.2902e-004	
          11	         -10	       19.25	     3.04503	     17.5668	 9.3158e-004	
          11	         -10	        19.5	      3.0439	     17.5682	 9.3406e-004	
          11	         -10	       19.75	     3.04281	     17.5696	 9.3644e-004	
          11	         -10	          20	     3.04176	     17.5709	 9.3874e-004	
          11	         -10	       20.25	     3.04075	     17.5722	 9.4095e-004	
          11	         -10	        20.5	     3.03979	     17.5734	 9.4308e-004	
          11	         -10	       20.75	     3.03885	     17.5745	 9.4514e-004	
          11	         -10	          21	     3.03796	     17.5757	 9.4712e-004	
          11	         -10	       21.25	      3.0371	     17.5767	 9.4903e-004	
          11	         -10	        21.5	     3.03627	     17.5778	 9.5088e-004	
          11	         -10	       21.75	     3.03547	     17.5788	 9.5265e-004	
          11	         -10	          22	      3.0347	     17.5797	 9.5436e-004	
          11	         -10	       22.25	     3.03396	     17.5807	 9.5601e-004	
          11	         -10	        22.5	     3.03325	     17.5816	 9.5760e-004	
          11	         -10	       22.75	     3.03257	     17.5824	 9.5913e-004	
          11	         -10	          23	     3.03191	     17.5832	 9.6061e-004	
          11	         -10	       23.25	     3.03128	      17.584	 9.6203e-004	
          11	         -10	        23.5	     3.03067	     17.5848	 9.6341e-004	
          11	         -10	       23.75	     3.03008	     17.5855	 9.6473e-004	
          11	         -10	          24	     3.02952	     17.5862	 9.6600e-004	
          11	         -10	       24.25	     3.02897	     17.5869	 9.6723e-004	
          11	         -10	        24.5	     3.02845	     17.5876	 9.6842e-004	
          11	         -10	       24.75	     3.02795	     17.5882	 9.6956e-004	
          11	         -10	          25	     3.02746	     17.5888	 9.7066e-004	
          11	         -10	       25.25	     3.02699	     17.5894	 9.7172e-004	
          11	         -10	        25.5	     3.02654	       17.59	 9.7274e-004	
          11	         -10	       25.75	     3.02611	     17.5905	 9.7372e-004	
          11	         -10	          26	     3.02569	      17.591	 9.7467e-004	
          11	         -10	       26.25	     3.02529	     17.5915	 9.7559e-004	
          11	         -10	        26.5	     3.02491	      17.592	 9.7647e-004	
          11	         -10	       26.75	     3.02453	     17.5925	 9.7732e-004	
          11	         -10	          27	     3.02418	     17.5929	 9.7814e-004	
          11	         -10	       27.25	     3.02383	     17.5934	 9.7893e-004	
          11	         -10	        27.5	      3.0235	     17.5938	 9.7969e-004	
          11	         -10	       27.75	     3.02318	     17.5942	 9.8043e-004	
          11	         -10	          28	     3.02287	     17.5946	 9.8113e-004	
          11	         -10	       28.25	     3.02257	      17.595	 9.8182e-004	
          11	         -10	        28.5	     3.02229	     17.5953	 9.8247e-004	
          11	         -10	       28.75	     3.02201	     17.5957	 9.8311e-004	
          11	         -10	          29	     3.02175	      17.596	 9.8372e-004	
          11	         -10	       29.25	     3.02149	     17.5963	 9.8430e-004	
          11	         -10	        29.5	     3.02124	     17.5966	 9.8487e-004	
          11	         -10	       29.75	     3.02101	     17.5969	 9.8542e-004	
          11	         -10	          30	     3.02078	     17.5972	 9.8595e-004	
          11	         -10	       30.25	     3.02056	     17.5975	 9.8645e-004	
          11	         -10	        30.5	     3.02035	     17.5977	 9.8694e-004	
          11	         -10	       30.75	     3.02014	      17.598	 9.8741e-004	
          11	         -10	          31	     3.01994	     17.5982	 9.8787e-004	
          11	         -10	       31.25	     3.01975	     17.5985	 9.8831e-004	
          11	         -10	        31.5	     3.01957	     17.5987	 9.8873e-004	
          11	         -10	       31.75	      3.0194	     17.5989	 9.8914e-004	
          11	         -10	          32	     3.01923	     17.5992	 9.8953e-004	
          11	         -10	       32.25	     3.01906	     17.5994	 9.8991e-004	
          11	         -10	        32.5	      3.0189	     17.5996	 9.9027e-004	
          11	         -10	       32.75	     3.01875	     17.5997	 9.9062e-004	
          11	         -10	          33	     3.01861	     17.5999	 9.9096e-004	
          11	         -10	       33.25	     3.01847	     17.6001	 9.9129e-004	
          11	         -10	        33.5	     3.01833	     17.6003	 9.9161e-004	
          11	         -10	       33.75	      3.0182	     17.6004	 9.9191e-004	
          11	         -10	          34	     3.01807	     17.6006	 9.9220e-004	
          11	         -10	       34.25	     3.01795	     17.6007	 9.9248e-004	
          11	         -10	        34.5	     3.01783	     17.6009	 9.9275e-004	
          11	         -10	       34.75	     3.01772	      17.601	 9.9302e-004	
          11	         -10	          35	     3.01761	     17.6012	 9.9327e-004	
          11	         -10	       35.25	     3.01751	     17.6013	 9.9351e-004	
          11	         -10	        35.5	     3.01741	     17.6014	 9.9375e-004	
          11	         -10	       35.75	     3.01731	     17.6016	 9.9397e-004	
          11	         -10	          36	     3.01722	     17.6017	 9.9419e-004	
          11	         -10	       36.25	     3.01713	     17.6018	 9.9440e-004	
          11	         -10	        36.5	     3.01704	     17.6019	 9.9460e-004	
          11	         -10	       36.75	     3.01696	      17.602	 9.9480e-004	
          11	         -10	          37	     3.01687	     17.6021	 9.9499e-004	
          11	         -10	       37.25	      3.0168	     17.6022	 9.9517e-004	
          11	         -10	        37.5	     3.01672	     17.6023	 9.9534e-004	
          11	         -10	       37.75	     3.01665	     17.6024	 9.9551e-004	
          11	         -10	          38	     3.01658	     17.6025	 9.9567e-004	
          11	         -10	       38.25	     3.01651	     17.6026	 9.9583e-004	
          11	         -10	        38.5	     3.01645	     17.6026	 9.9598e-004	
          11	         -10	       38.75	     3.01639	     17.6027	 9.9612e-004	
          11	         -10	          39	     3.01633	     17.6028	 9.9626e-004	
          11	         -10	       39.25	     3.01627	     17.6029	 9.9640e-004	
          11	         -10	        39.5	     3.01621	     17.6029	 9.9653e-004	
          11	         -10	       39.75	     3.01616	      17.603	 9.9666e-004	
          11	         -10	          40	     3.01611	     17.6031	 9.9678e-004	
          11	         -10	       40.25	     3.01606	     17.6031	 9.9689e-004	
          11	         -10	        40.5	     3.01601	     17.6032	 9.9700e-004	
          11	         -10	       40.75	     3.01596	     17.6032	 9.9711e-004	
          11	         -10	          41	     3.01592	     17.6033	 9.9722e-004	
          11	         -10	       41.25	     3.01587	     17.6034	 9.9732e-004	
