 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .25000   .103E-06  -.100E-06   .257E-07  -.250E-07   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      17   .2131E-08
        .50000   .103E-06  -.100E-06   .513E-07  -.501E-07   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      20   .2132E-08
        .75000   .103E-06  -.100E-06   .770E-07  -.751E-07   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      22   .2133E-08
       1.00000   .103E-06  -.100E-06   .103E-06  -.100E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      24   .2134E-08
       1.25000   .103E-06  -.100E-06   .128E-06  -.125E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      25   .2135E-08
       1.50000   .103E-06  -.100E-06   .154E-06  -.150E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      26   .2135E-08
       1.75000   .103E-06  -.100E-06   .180E-06  -.175E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      27   .2136E-08
       2.00000   .103E-06  -.100E-06   .205E-06  -.200E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      28   .2137E-08
       2.25000   .103E-06  -.100E-06   .231E-06  -.225E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      29   .2137E-08
       2.50000   .103E-06  -.100E-06   .257E-06  -.251E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      30   .2138E-08
       2.75000   .103E-06  -.100E-06   .282E-06  -.276E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .000E+00      31   .2138E-08
       3.00000   .103E-06  -.101E-06   .308E-06  -.301E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      32   .2139E-08
       3.25000   .103E-06  -.101E-06   .334E-06  -.326E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      33   .2139E-08
       3.50000   .103E-06  -.101E-06   .359E-06  -.351E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      34   .2140E-08
       3.75000   .103E-06  -.101E-06   .385E-06  -.376E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      35   .2140E-08
       4.00000   .103E-06  -.101E-06   .411E-06  -.401E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      36   .2140E-08
       4.25000   .103E-06  -.101E-06   .436E-06  -.427E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      37   .2141E-08
       4.50000   .103E-06  -.101E-06   .462E-06  -.452E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      38   .2142E-08
       4.75000   .103E-06  -.101E-06   .488E-06  -.477E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      39   .2144E-08
       5.00000   .103E-06  -.101E-06   .513E-06  -.502E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .000E+00      40   .2146E-08
