 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .25000   .100E-02  -.137E-11   .250E-03  -.649E-13   .000E+00   .000E+00   .250E-03   .000E+00   .238E-11   .000E+00   .000E+00   .000E+00      17   .1337E-11
        .50000   .100E-02  -.225E-08   .500E-03  -.242E-09   .000E+00   .000E+00   .339E-03   .000E+00   .390E-08   .000E+00   .000E+00   .000E+00      20   .3841E-11
        .75000   .100E-02  -.648E-07   .750E-03  -.102E-07   .000E+00   .000E+00   .402E-03   .000E+00   .103E-06   .000E+00   .000E+00   .000E+00      22   .6012E-11
       1.00000   .100E-02  -.508E-06   .100E-02  -.990E-07   .000E+00   .000E+00   .450E-03   .000E+00   .714E-06   .000E+00   .000E+00   .000E+00      24   .7311E-11
       1.25000   .100E-02  -.169E-05   .125E-02  -.520E-06   .000E+00   .000E+00   .491E-03   .000E+00   .266E-05   .000E+00   .000E+00   .000E+00      25   .8865E-11
       1.50000   .100E-02  -.466E-05   .150E-02  -.169E-05   .000E+00   .000E+00   .525E-03   .000E+00   .666E-05   .000E+00   .000E+00   .000E+00      26   .9621E-11
       1.75000   .100E-02  -.997E-05   .175E-02  -.418E-05   .000E+00   .000E+00   .554E-03   .000E+00   .133E-04   .000E+00   .000E+00   .000E+00      27   .1081E-10
       2.00000   .100E-02  -.180E-04   .200E-02  -.868E-05   .000E+00   .000E+00   .581E-03   .000E+00   .227E-04   .000E+00   .000E+00   .000E+00      28   .1246E-10
       2.25000   .100E-02  -.288E-04   .225E-02  -.159E-04   .000E+00   .000E+00   .604E-03   .000E+00   .349E-04   .000E+00   .000E+00   .000E+00      29   .1330E-10
       2.50000   .100E-02  -.422E-04   .250E-02  -.264E-04   .000E+00   .000E+00   .625E-03   .000E+00   .496E-04   .000E+00   .000E+00   .000E+00      30   .1443E-10
       2.75000   .100E-02  -.580E-04   .275E-02  -.409E-04   .000E+00   .000E+00   .645E-03   .000E+00   .665E-04   .000E+00   .000E+00   .000E+00      31   .1515E-10
       3.00000   .100E-02  -.758E-04   .300E-02  -.599E-04   .000E+00   .000E+00   .662E-03   .000E+00   .852E-04   .000E+00   .000E+00   .000E+00      32   .1619E-10
       3.25000   .100E-02  -.953E-04   .325E-02  -.837E-04   .000E+00   .000E+00   .679E-03   .000E+00   .105E-03   .000E+00   .000E+00   .000E+00      33   .1694E-10
       3.50000   .100E-02  -.116E-03   .350E-02  -.113E-03   .000E+00   .000E+00   .694E-03   .000E+00   .127E-03   .000E+00   .000E+00   .000E+00      34   .1795E-10
       3.75000   .100E-02  -.138E-03   .375E-02  -.147E-03   .000E+00   .000E+00   .707E-03   .000E+00   .149E-03   .000E+00   .000E+00   .000E+00      35   .1912E-10
       4.00000   .100E-02  -.160E-03   .400E-02  -.187E-03   .000E+00   .000E+00   .720E-03   .000E+00   .172E-03   .000E+00   .000E+00   .000E+00      36   .1961E-10
       4.25000   .100E-02  -.183E-03   .425E-02  -.233E-03   .000E+00   .000E+00   .733E-03   .000E+00   .195E-03   .000E+00   .000E+00   .000E+00      37   .2160E-10
       4.50000   .100E-02  -.206E-03   .450E-02  -.285E-03   .000E+00   .000E+00   .744E-03   .000E+00   .218E-03   .000E+00   .000E+00   .000E+00      38   .2302E-10
       4.75000   .100E-02  -.230E-03   .475E-02  -.342E-03   .000E+00   .000E+00   .755E-03   .000E+00   .242E-03   .000E+00   .000E+00   .000E+00      39   .2764E-10
       5.00000   .100E-02  -.253E-03   .500E-02  -.405E-03   .000E+00   .000E+00   .765E-03   .000E+00   .265E-03   .000E+00   .000E+00   .000E+00      40   .3112E-10
       5.25000   .100E-02  -.276E-03   .525E-02  -.475E-03   .000E+00   .000E+00   .774E-03   .000E+00   .288E-03   .000E+00   .000E+00   .000E+00      41   .3377E-10
       5.50000   .100E-02  -.299E-03   .550E-02  -.549E-03   .000E+00   .000E+00   .783E-03   .000E+00   .311E-03   .000E+00   .000E+00   .000E+00      42   .3857E-10
       5.75000   .100E-02  -.322E-03   .575E-02  -.630E-03   .000E+00   .000E+00   .792E-03   .000E+00   .333E-03   .000E+00   .000E+00   .000E+00      43   .4231E-10
       6.00000   .100E-02  -.344E-03   .600E-02  -.716E-03   .000E+00   .000E+00   .800E-03   .000E+00   .355E-03   .000E+00   .000E+00   .000E+00      44   .4804E-10
       6.25000   .100E-02  -.366E-03   .625E-02  -.807E-03   .000E+00   .000E+00   .808E-03   .000E+00   .376E-03   .000E+00   .000E+00   .000E+00      45   .5256E-10
       6.50000   .100E-02  -.387E-03   .650E-02  -.904E-03   .000E+00   .000E+00   .815E-03   .000E+00   .397E-03   .000E+00   .000E+00   .000E+00      46   .5898E-10
       6.75000   .100E-02  -.408E-03   .675E-02  -.101E-02   .000E+00   .000E+00   .822E-03   .000E+00   .418E-03   .000E+00   .000E+00   .000E+00      47   .6411E-10
       7.00000   .100E-02  -.428E-03   .700E-02  -.111E-02   .000E+00   .000E+00   .829E-03   .000E+00   .438E-03   .000E+00   .000E+00   .000E+00      48   .7107E-10
       7.25000   .100E-02  -.447E-03   .725E-02  -.122E-02   .000E+00   .000E+00   .836E-03   .000E+00   .457E-03   .000E+00   .000E+00   .000E+00      49   .8016E-10
       7.50000   .100E-02  -.467E-03   .750E-02  -.134E-02   .000E+00   .000E+00   .842E-03   .000E+00   .476E-03   .000E+00   .000E+00   .000E+00      50   .8753E-10
       7.75000   .100E-02  -.485E-03   .775E-02  -.146E-02   .000E+00   .000E+00   .848E-03   .000E+00   .494E-03   .000E+00   .000E+00   .000E+00      51   .9692E-10
       8.00000   .100E-02  -.503E-03   .800E-02  -.159E-02   .000E+00   .000E+00   .853E-03   .000E+00   .512E-03   .000E+00   .000E+00   .000E+00      52   .1046E-09
       8.25000   .100E-02  -.520E-03   .825E-02  -.172E-02   .000E+00   .000E+00   .859E-03   .000E+00   .529E-03   .000E+00   .000E+00   .000E+00      53   .1141E-09
       8.50000   .100E-02  -.537E-03   .850E-02  -.185E-02   .000E+00   .000E+00   .864E-03   .000E+00   .546E-03   .000E+00   .000E+00   .000E+00      54   .1220E-09
       8.75000   .100E-02  -.554E-03   .875E-02  -.199E-02   .000E+00   .000E+00   .869E-03   .000E+00   .562E-03   .000E+00   .000E+00   .000E+00      55   .1316E-09
       9.00000   .100E-02  -.569E-03   .900E-02  -.213E-02   .000E+00   .000E+00   .874E-03   .000E+00   .577E-03   .000E+00   .000E+00   .000E+00      56   .1395E-09
       9.25000   .100E-02  -.585E-03   .925E-02  -.228E-02   .000E+00   .000E+00   .879E-03   .000E+00   .592E-03   .000E+00   .000E+00   .000E+00      57   .1489E-09
       9.50000   .100E-02  -.600E-03   .950E-02  -.243E-02   .000E+00   .000E+00   .883E-03   .000E+00   .607E-03   .000E+00   .000E+00   .000E+00      58   .1599E-09
       9.75000   .100E-02  -.614E-03   .975E-02  -.258E-02   .000E+00   .000E+00   .887E-03   .000E+00   .621E-03   .000E+00   .000E+00   .000E+00      59   .1690E-09
      10.00000   .100E-02  -.628E-03   .100E-01  -.274E-02   .000E+00   .000E+00   .891E-03   .000E+00   .634E-03   .000E+00   .000E+00   .000E+00      60   .1794E-09
      10.25000   .100E-02  -.641E-03   .103E-01  -.290E-02   .000E+00   .000E+00   .895E-03   .000E+00   .647E-03   .000E+00   .000E+00   .000E+00      61   .1911E-09
      10.50000   .100E-02  -.654E-03   .105E-01  -.306E-02   .000E+00   .000E+00   .899E-03   .000E+00   .660E-03   .000E+00   .000E+00   .000E+00      62   .2039E-09
      10.75000   .100E-02  -.666E-03   .108E-01  -.323E-02   .000E+00   .000E+00   .903E-03   .000E+00   .672E-03   .000E+00   .000E+00   .000E+00      63   .2176E-09
      11.00000   .100E-02  -.678E-03   .110E-01  -.340E-02   .000E+00   .000E+00   .906E-03   .000E+00   .684E-03   .000E+00   .000E+00   .000E+00      64   .2353E-09
      11.25000   .100E-02  -.690E-03   .113E-01  -.357E-02   .000E+00   .000E+00   .910E-03   .000E+00   .695E-03   .000E+00   .000E+00   .000E+00      65   .2578E-09
