
     Time      Short.Rad.    Long.Rad.    Radiation    Sensible      Latent     Heat Flux     Balance
      [d]       [MJ/m2/d]    [MJ/m2/d]    [MJ/m2/d]    [MJ/m2/d]   [MJ/m2/d]    [MJ/m2/d]    [MJ/m2/d]

   .33254E+03   .29354E+02  -.10308E+02   .19046E+02   .26986E+01   .43902E+00  -.15909E+02  -.18403E-06
   .33255E+03   .25790E+02  -.10191E+02   .15600E+02   .23637E+01   .41933E+00  -.12817E+02  -.19945E-06
   .33256E+03   .25790E+02  -.10230E+02   .15560E+02   .23040E+01   .44001E+00  -.12816E+02   .10563E-05
   .33257E+03   .25790E+02  -.10283E+02   .15508E+02   .22649E+01   .42971E+00  -.12813E+02  -.12010E-06
   .33258E+03   .25790E+02  -.10387E+02   .15404E+02   .22920E+01   .43845E+00  -.12673E+02   .36216E-06
   .33259E+03   .19051E+02  -.98301E+01   .92211E+01   .14313E+01   .39288E+00  -.73969E+01   .13435E-08
   .33260E+03   .19051E+02  -.96552E+01   .93960E+01   .11711E+01   .43598E+00  -.77889E+01   .25308E-06
   .33261E+03   .19051E+02  -.95047E+01   .95465E+01   .95671E+00   .40812E+00  -.81817E+01  -.69697E-07
   .33262E+03   .19051E+02  -.94709E+01   .95803E+01   .90405E+00   .42713E+00  -.82491E+01   .41525E-06
   .33263E+03   .94608E+01  -.86295E+01   .83129E+00  -.39824E-01   .35354E+00  -.51758E+00   .37361E-06
   .33264E+03   .94608E+01  -.83190E+01   .11418E+01  -.26022E+00   .43036E+00  -.97162E+00   .10336E-07
   .33265E+03   .94608E+01  -.81443E+01   .13165E+01  -.35034E+00   .37359E+00  -.12933E+01   .39221E-08
   .33266E+03   .94608E+01  -.80216E+01   .14392E+01  -.40738E+00   .40303E+00  -.14436E+01  -.32209E-08
   .33267E+03   .94608E+01  -.78820E+01   .15788E+01  -.46677E+00   .37585E+00  -.16697E+01   .68860E-07
   .33268E+03   .12960E+01  -.72871E+01  -.59911E+01  -.69104E+00   .34578E+00   .56459E+01  -.36482E-06
   .33269E+03   .12960E+01  -.69068E+01  -.56108E+01  -.84000E+00   .36657E+00   .51373E+01   .21061E-06
   .33270E+03   .12960E+01  -.67896E+01  -.54936E+01  -.98572E+00   .35210E+00   .48600E+01  -.29870E-06
   .33271E+03   .12960E+01  -.67004E+01  -.54044E+01  -.11606E+01   .35337E+00   .45972E+01   .10396E-06
   .33272E+03   .00000E+00  -.66634E+01  -.66634E+01  -.10039E+01   .33807E+00   .59975E+01  -.17429E-06
   .33273E+03   .00000E+00  -.66807E+01  -.66807E+01  -.85369E+00   .34277E+00   .61698E+01   .25067E-06
   .33274E+03   .00000E+00  -.67548E+01  -.67548E+01  -.71101E+00   .33329E+00   .63771E+01  -.20427E-06
   .33275E+03   .00000E+00  -.68786E+01  -.68786E+01  -.55333E+00   .33177E+00   .66570E+01  -.35567E-06
   .33276E+03   .00000E+00  -.67856E+01  -.67856E+01  -.62300E+00   .32849E+00   .64911E+01  -.22941E-07
   .33277E+03   .00000E+00  -.67403E+01  -.67403E+01  -.68122E+00   .32679E+00   .63859E+01   .17637E-06
   .33278E+03   .00000E+00  -.67135E+01  -.67135E+01  -.72948E+00   .32332E+00   .63073E+01  -.21809E-06
   .33279E+03   .00000E+00  -.67061E+01  -.67061E+01  -.76721E+00   .32071E+00   .62596E+01   .86503E-07
   .33280E+03   .00000E+00  -.66466E+01  -.66466E+01  -.72083E+00   .31835E+00   .62441E+01   .13864E-06
   .33281E+03   .00000E+00  -.66022E+01  -.66022E+01  -.66520E+00   .31612E+00   .62531E+01   .13232E-06
   .33282E+03   .00000E+00  -.65655E+01  -.65655E+01  -.60602E+00   .31367E+00   .62731E+01  -.18584E-06
   .33283E+03   .00000E+00  -.65332E+01  -.65332E+01  -.53870E+00   .31114E+00   .63057E+01   .63380E-06
   .33284E+03   .64800E-01  -.64230E+01  -.63582E+01  -.58177E+00   .31065E+00   .60871E+01  -.47128E-06
   .33285E+03   .64800E-01  -.63279E+01  -.62631E+01  -.62009E+00   .30820E+00   .59512E+01  -.41839E-06
   .33286E+03   .64800E-01  -.62412E+01  -.61764E+01  -.65649E+00   .30732E+00   .58272E+01   .55257E-06
   .33288E+03   .64800E-01  -.61504E+01  -.60856E+01  -.69842E+00   .30504E+00   .56922E+01   .20797E-06
   .33289E+03   .00000E+00  -.60748E+01  -.60748E+01  -.94043E+00   .30511E+00   .54395E+01  -.31126E-07
   .33289E+03   .00000E+00  -.60222E+01  -.60222E+01  -.11994E+01   .30398E+00   .51269E+01  -.21534E-06
   .33290E+03   .00000E+00  -.59857E+01  -.59857E+01  -.14676E+01   .30413E+00   .48223E+01   .52415E-06
   .33292E+03   .00000E+00  -.59559E+01  -.59559E+01  -.17952E+01   .30339E+00   .44640E+01  -.93741E-07
   .33293E+03   .00000E+00  -.59209E+01  -.59209E+01  -.17579E+01   .30164E+00   .44646E+01  -.35341E-06
   .33294E+03   .00000E+00  -.58766E+01  -.58766E+01  -.17223E+01   .30088E+00   .44552E+01   .41808E-07
   .33295E+03   .00000E+00  -.58325E+01  -.58325E+01  -.16803E+01   .29977E+00   .44520E+01  -.68936E-07
   .33296E+03   .00000E+00  -.57818E+01  -.57818E+01  -.16280E+01   .29853E+00   .44523E+01   .67275E-07
   .33297E+03   .00000E+00  -.57213E+01  -.57213E+01  -.15436E+01   .29751E+00   .44752E+01  -.16642E-06
   .33298E+03   .00000E+00  -.56590E+01  -.56590E+01  -.14478E+01   .29620E+00   .45074E+01   .67945E-07
   .33299E+03   .00000E+00  -.55959E+01  -.55959E+01  -.13400E+01   .29514E+00   .45511E+01  -.10989E-06
   .33300E+03   .00000E+00  -.55203E+01  -.55203E+01  -.11955E+01   .29339E+00   .46181E+01  -.33676E-06
   .33301E+03   .00000E+00  -.75540E+01  -.75540E+01  -.90308E+00   .27902E+00   .69299E+01  -.24644E-06
   .33302E+03   .00000E+00  -.76235E+01  -.76235E+01  -.65528E+00   .28558E+00   .72538E+01  -.16541E-06
   .33303E+03   .00000E+00  -.77427E+01  -.77427E+01  -.50533E+00   .27708E+00   .75145E+01   .23164E-07
   .33304E+03   .00000E+00  -.79092E+01  -.79092E+01  -.34397E+00   .27784E+00   .78431E+01   .60277E-06
   .33305E+03   .00000E+00  -.77410E+01  -.77410E+01  -.38911E+00   .27503E+00   .76269E+01   .33056E-06
   .33306E+03   .00000E+00  -.76149E+01  -.76149E+01  -.42035E+00   .27547E+00   .74701E+01   .24893E-06
   .33307E+03   .00000E+00  -.74970E+01  -.74970E+01  -.44905E+00   .27220E+00   .73202E+01   .37863E-06
   .33308E+03   .00000E+00  -.73849E+01  -.73849E+01  -.47494E+00   .27240E+00   .71824E+01   .42944E-06
   .33309E+03   .00000E+00  -.73418E+01  -.73418E+01  -.45402E+00   .26920E+00   .71570E+01  -.27607E-06
   .33310E+03   .00000E+00  -.73050E+01  -.73050E+01  -.43044E+00   .26935E+00   .71439E+01  -.30969E-06
   .33311E+03   .00000E+00  -.72677E+01  -.72677E+01  -.40636E+00   .26657E+00   .71279E+01  -.42972E-06
   .33313E+03   .00000E+00  -.72336E+01  -.72336E+01  -.37394E+00   .26598E+00   .71256E+01  -.17837E-06
   .33314E+03   .00000E+00  -.71085E+01  -.71085E+01  -.56558E+00   .26551E+00   .68084E+01   .38180E-06
   .33314E+03   .00000E+00  -.70129E+01  -.70129E+01  -.77779E+00   .26560E+00   .65007E+01  -.15982E-06
   .33315E+03   .00000E+00  -.69321E+01  -.69321E+01  -.10437E+01   .26509E+00   .61534E+01   .70506E-07
   .33317E+03   .00000E+00  -.68914E+01  -.68914E+01  -.18154E+01   .26812E+00   .53441E+01  -.45106E-06
   .33318E+03   .00000E+00  -.69209E+01  -.69209E+01  -.13979E+01   .26129E+00   .57842E+01  -.13992E-06
   .33319E+03   .00000E+00  -.69088E+01  -.69088E+01  -.10427E+01   .26294E+00   .61291E+01  -.85969E-07
   .33320E+03   .00000E+00  -.69016E+01  -.69016E+01  -.92906E+00   .25971E+00   .62322E+01  -.48473E-06
   .33321E+03   .00000E+00  -.68993E+01  -.68993E+01  -.80210E+00   .26004E+00   .63572E+01   .21972E-06
   .33322E+03   .00000E+00  -.69326E+01  -.69326E+01  -.69843E+00   .25714E+00   .64913E+01   .19386E-06
   .33323E+03   .00000E+00  -.69705E+01  -.69705E+01  -.60059E+00   .25724E+00   .66272E+01  -.34521E-06
   .33324E+03   .00000E+00  -.70059E+01  -.70059E+01  -.51092E+00   .25454E+00   .67495E+01   .39922E-07
   .33325E+03   .00000E+00  -.70564E+01  -.70564E+01  -.41043E+00   .25378E+00   .68997E+01  -.43513E-07
   .33326E+03   .32400E+00  -.70041E+01  -.66801E+01  -.43522E+00   .25464E+00   .64995E+01  -.33013E-06
   .33327E+03   .32400E+00  -.69630E+01  -.66390E+01  -.45766E+00   .25282E+00   .64342E+01   .55160E-06
   .33328E+03   .32400E+00  -.69166E+01  -.65926E+01  -.48219E+00   .25244E+00   .63628E+01  -.11055E-07
   .33329E+03   .32400E+00  -.68685E+01  -.65445E+01  -.51025E+00   .25138E+00   .62856E+01   .41042E-06
   .33330E+03   .70632E+01  -.70746E+01  -.11427E-01  -.50907E+00   .28929E+00  -.20835E+00   .86226E-08
   .33331E+03   .70632E+01  -.71662E+01  -.10303E+00  -.53368E+00   .25936E+00  -.17129E+00  -.27589E-09
   .33332E+03   .70632E+01  -.70952E+01  -.31958E-01  -.62150E+00   .28195E+00  -.30760E+00   .14641E-07
   .33333E+03   .70632E+01  -.69760E+01   .87235E-01  -.74816E+00   .27050E+00  -.56490E+00  -.39794E-07
   .33334E+03   .16654E+02  -.75954E+01   .90582E+01  -.47505E+00   .33538E+00  -.91979E+01   .16918E-07
   .33335E+03   .16654E+02  -.79782E+01   .86754E+01  -.33562E+00   .26782E+00  -.87432E+01   .13797E-06
   .33335E+03   .16654E+02  -.80248E+01   .86288E+01  -.29764E+00   .32539E+00  -.86011E+01  -.11013E-06
   .33336E+03   .16654E+02  -.80925E+01   .85611E+01  -.26022E+00   .29836E+00  -.85230E+01   .45949E-06
   .33337E+03   .16654E+02  -.81485E+01   .85051E+01  -.22330E+00   .32348E+00  -.84050E+01   .28621E-06
   .33338E+03   .25142E+02  -.86693E+01   .16473E+02  -.15393E+00   .35835E+00  -.16269E+02   .95963E-06
   .33339E+03   .25142E+02  -.90290E+01   .16113E+02  -.77971E-01   .33665E+00  -.15855E+02   .85389E-06
   .33340E+03   .25142E+02  -.90703E+01   .16072E+02  -.96682E-01   .35485E+00  -.15814E+02  -.16055E-05
   .33341E+03   .25142E+02  -.91344E+01   .16008E+02  -.10402E+00   .35336E+00  -.15759E+02   .59385E-06
   .33342E+03   .25142E+02  -.91480E+01   .15994E+02  -.11627E+00   .36090E+00  -.15750E+02  -.65631E-06
   .33343E+03   .30715E+02  -.97925E+01   .20923E+02   .19495E+00   .39547E+00  -.20332E+02  -.87635E-06
   .33343E+03   .30715E+02  -.10197E+02   .20518E+02   .58964E+00   .36844E+00  -.19560E+02   .16615E-06
   .33344E+03   .30715E+02  -.10459E+02   .20256E+02   .86571E+00   .39503E+00  -.18995E+02  -.79137E-06
   .33346E+03   .30715E+02  -.10686E+02   .20029E+02   .11033E+01   .38867E+00  -.18537E+02   .32720E-06
   .33347E+03   .33048E+02  -.11144E+02   .21904E+02   .16817E+01   .41356E+00  -.19809E+02  -.12506E-05
   .33348E+03   .33048E+02  -.11361E+02   .21687E+02   .19060E+01   .39506E+00  -.19386E+02  -.69301E-06
   .33349E+03   .33048E+02  -.11601E+02   .21447E+02   .21647E+01   .41593E+00  -.18867E+02  -.43015E-06
   .33350E+03   .33048E+02  -.11747E+02   .21301E+02   .22487E+01   .40763E+00  -.18644E+02   .17242E-06
   .33351E+03   .31752E+02  -.11859E+02   .19893E+02   .24654E+01   .41108E+00  -.17017E+02   .11411E-05
   .33352E+03   .31752E+02  -.11927E+02   .19825E+02   .26125E+01   .41125E+00  -.16801E+02  -.76400E-06
   .33353E+03   .31752E+02  -.12051E+02   .19701E+02   .28594E+01   .41698E+00  -.16425E+02  -.14832E-06
   .33354E+03   .31752E+02  -.12131E+02   .19621E+02   .30361E+01   .41535E+00  -.16170E+02  -.11158E-05
   .33355E+03   .26762E+02  -.11836E+02   .14927E+02   .22377E+01   .39258E+00  -.12296E+02  -.77370E-06
   .33356E+03   .26762E+02  -.11784E+02   .14978E+02   .19081E+01   .41794E+00  -.12652E+02  -.10092E-05
   .33357E+03   .26762E+02  -.11787E+02   .14976E+02   .16819E+01   .40529E+00  -.12888E+02  -.42825E-06
   .33358E+03   .26762E+02  -.11847E+02   .14915E+02   .15256E+01   .41504E+00  -.12975E+02   .34355E-06
   .33359E+03   .18274E+02  -.11166E+02   .71071E+01   .58733E+00   .35925E+00  -.61606E+01  -.13583E-06
   .33360E+03   .18274E+02  -.10950E+02   .73235E+01   .31813E+00   .41525E+00  -.65901E+01  -.39430E-07
   .33361E+03   .18274E+02  -.10798E+02   .74757E+01   .14279E+00   .37733E+00  -.69556E+01  -.41561E-07
   .33362E+03   .18274E+02  -.10748E+02   .75258E+01   .89284E-01   .39675E+00  -.70398E+01   .75727E-07
   .33363E+03   .88776E+01  -.99101E+01  -.10325E+01  -.56106E+00   .32580E+00   .79721E+00  -.27452E-06
   .33364E+03   .88776E+01  -.95520E+01  -.67445E+00  -.67720E+00   .40155E+00   .39880E+00   .17678E-06
   .33365E+03   .88776E+01  -.93980E+01  -.52037E+00  -.66557E+00   .34340E+00   .19820E+00   .18036E-06
   .33366E+03   .88776E+01  -.92501E+01  -.37254E+00  -.63619E+00   .37117E+00   .10752E+00  -.22555E-06
   .33367E+03   .88776E+01  -.91136E+01  -.23598E+00  -.59018E+00   .34415E+00  -.10044E-01   .87529E-08
   .33368E+03   .97200E+00  -.85095E+01  -.75375E+01  -.67232E+00   .31674E+00   .71819E+01   .27150E-06
   .33369E+03   .97200E+00  -.81211E+01  -.71491E+01  -.74763E+00   .33431E+00   .67358E+01  -.89953E-08
   .33370E+03   .97200E+00  -.80017E+01  -.70297E+01  -.72227E+00   .32060E+00   .66280E+01  -.45803E-07
   .33371E+03   .97200E+00  -.79086E+01  -.69366E+01  -.67937E+00   .31972E+00   .65769E+01   .28368E-06
   .33372E+03   .00000E+00  -.78132E+01  -.78132E+01  -.72550E+00   .30954E+00   .73973E+01   .27087E-06
   .33373E+03   .00000E+00  -.77917E+01  -.77917E+01  -.74428E+00   .31110E+00   .73585E+01  -.50125E-07
   .33374E+03   .00000E+00  -.78354E+01  -.78354E+01  -.79616E+00   .30510E+00   .73443E+01   .53374E-06
   .33375E+03   .00000E+00  -.79342E+01  -.79342E+01  -.99314E+00   .30307E+00   .72441E+01  -.10190E-06
   .33376E+03   .00000E+00  -.78555E+01  -.78555E+01  -.10325E+01   .29971E+00   .71227E+01  -.27655E-06
   .33377E+03   .00000E+00  -.78075E+01  -.78075E+01  -.10670E+01   .29771E+00   .70382E+01   .41744E-06
   .33378E+03   .00000E+00  -.77761E+01  -.77761E+01  -.10980E+01   .29477E+00   .69729E+01  -.29877E-06
   .33379E+03   .00000E+00  -.77601E+01  -.77601E+01  -.11287E+01   .29194E+00   .69233E+01  -.26665E-07
   .33380E+03   .00000E+00  -.77133E+01  -.77133E+01  -.11343E+01   .29007E+00   .68691E+01   .18917E-06
   .33381E+03   .00000E+00  -.76831E+01  -.76831E+01  -.11352E+01   .28761E+00   .68355E+01   .45250E-06
   .33382E+03   .00000E+00  -.76616E+01  -.76616E+01  -.11339E+01   .28576E+00   .68135E+01  -.17477E-06
   .33383E+03   .00000E+00  -.76461E+01  -.76461E+01  -.11303E+01   .28316E+00   .67990E+01  -.41107E-06
   .33384E+03   .00000E+00  -.75816E+01  -.75816E+01  -.10052E+01   .28129E+00   .68577E+01  -.33456E-06
   .33385E+03   .00000E+00  -.75197E+01  -.75197E+01  -.87070E+00   .27878E+00   .69277E+01   .11372E-06
   .33386E+03   .00000E+00  -.74605E+01  -.74605E+01  -.72923E+00   .27693E+00   .70082E+01  -.18793E-06
   .33387E+03   .00000E+00  -.74011E+01  -.74011E+01  -.63569E+00   .27406E+00   .70394E+01   .99454E-07
   .33388E+03   .00000E+00  -.73502E+01  -.73502E+01  -.61109E+00   .27314E+00   .70122E+01  -.39275E-06
   .33389E+03   .00000E+00  -.73116E+01  -.73116E+01  -.58003E+00   .27077E+00   .70023E+01   .27724E-06
   .33390E+03   .00000E+00  -.72781E+01  -.72781E+01  -.54585E+00   .26951E+00   .70017E+01  -.42994E-07
   .33392E+03   .00000E+00  -.72467E+01  -.72467E+01  -.50060E+00   .26692E+00   .70130E+01   .29862E-06
   .33393E+03   .00000E+00  -.72078E+01  -.72078E+01  -.53175E+00   .26637E+00   .69424E+01  -.32036E-06
   .33394E+03   .00000E+00  -.71812E+01  -.71812E+01  -.55964E+00   .26425E+00   .68858E+01   .62922E-06
   .33395E+03   .00000E+00  -.71599E+01  -.71599E+01  -.58617E+00   .26345E+00   .68372E+01  -.47596E-06
   .33396E+03   .00000E+00  -.71416E+01  -.71416E+01  -.61396E+00   .26144E+00   .67891E+01  -.35211E-06
   .33397E+03   .00000E+00  -.71219E+01  -.71219E+01  -.54302E+00   .26021E+00   .68391E+01  -.40046E-06
   .33398E+03   .00000E+00  -.71020E+01  -.71020E+01  -.47321E+00   .25837E+00   .68872E+01   .52126E-07
   .33399E+03   .00000E+00  -.70838E+01  -.70838E+01  -.40393E+00   .25720E+00   .69371E+01   .10737E-06
   .33400E+03   .00000E+00  -.70674E+01  -.70674E+01  -.32110E+00   .25498E+00   .70013E+01  -.16213E-06
   .33401E+03   .00000E+00  -.65151E+01  -.65151E+01  -.34434E+00   .25768E+00   .64285E+01   .19903E-06
   .33402E+03   .00000E+00  -.65397E+01  -.65397E+01  -.36629E+00   .25339E+00   .64268E+01  -.16669E-06
   .33403E+03   .00000E+00  -.65540E+01  -.65540E+01  -.38928E+00   .25448E+00   .64192E+01  -.25226E-06
   .33404E+03   .00000E+00  -.65730E+01  -.65730E+01  -.41471E+00   .25156E+00   .64098E+01  -.17529E-06
   .33405E+03   .00000E+00  -.65020E+01  -.65020E+01  -.46907E+00   .25264E+00   .62855E+01  -.79517E-07
   .33406E+03   .00000E+00  -.64396E+01  -.64396E+01  -.52392E+00   .25033E+00   .61661E+01  -.35836E-06
   .33407E+03   .00000E+00  -.63835E+01  -.63835E+01  -.57961E+00   .25098E+00   .60549E+01   .28642E-06
   .33408E+03   .00000E+00  -.63246E+01  -.63246E+01  -.64299E+00   .24915E+00   .59308E+01   .44998E-06
   .33409E+03   .00000E+00  -.62730E+01  -.62730E+01  -.68433E+00   .24948E+00   .58381E+01  -.22256E-07
   .33410E+03   .00000E+00  -.62224E+01  -.62224E+01  -.72652E+00   .24792E+00   .57438E+01   .12877E-06
   .33411E+03   .00000E+00  -.61766E+01  -.61766E+01  -.76810E+00   .24820E+00   .56567E+01   .17286E-07
   .33412E+03   .00000E+00  -.61248E+01  -.61248E+01  -.81835E+00   .24679E+00   .55532E+01   .26418E-06
   .33413E+03   .00000E+00  -.60871E+01  -.60871E+01  -.84333E+00   .24684E+00   .54906E+01   .25602E-06
   .33414E+03   .00000E+00  -.60498E+01  -.60498E+01  -.86857E+00   .24566E+00   .54269E+01  -.47616E-06
   .33415E+03   .00000E+00  -.60155E+01  -.60155E+01  -.89294E+00   .24572E+00   .53683E+01   .26608E-06
   .33417E+03   .00000E+00  -.59757E+01  -.59757E+01  -.92207E+00   .24458E+00   .52982E+01   .44770E-06
   .33418E+03   .00000E+00  -.60241E+01  -.60241E+01  -.10538E+01   .24478E+00   .52151E+01   .27741E-06
   .33419E+03   .00000E+00  -.60877E+01  -.60877E+01  -.13636E+01   .24485E+00   .49690E+01  -.22232E-07
   .33420E+03   .00000E+00  -.61768E+01  -.61768E+01  -.18680E+01   .24625E+00   .45551E+01   .39022E-06
   .33421E+03   .00000E+00  -.62871E+01  -.62871E+01  -.23604E+01   .24639E+00   .41731E+01  -.16385E-06
   .33422E+03   .00000E+00  -.63202E+01  -.63202E+01  -.21602E+01   .24407E+00   .44041E+01  -.12815E-06
   .33423E+03   .00000E+00  -.63291E+01  -.63291E+01  -.19752E+01   .24388E+00   .45977E+01  -.32878E-06
   .33424E+03   .00000E+00  -.63302E+01  -.63302E+01  -.17929E+01   .24254E+00   .47799E+01   .16731E-06
   .33425E+03   .00000E+00  -.63238E+01  -.63238E+01  -.15745E+01   .24140E+00   .49907E+01  -.10258E-07
   .33426E+03   .32400E+00  -.63225E+01  -.59985E+01  -.15286E+01   .24297E+00   .47129E+01  -.28218E-06
   .33427E+03   .32400E+00  -.63214E+01  -.59974E+01  -.14824E+01   .24057E+00   .47556E+01  -.25565E-06
   .33428E+03   .32400E+00  -.63127E+01  -.59887E+01  -.14371E+01   .24106E+00   .47927E+01   .17285E-06
   .33429E+03   .32400E+00  -.63021E+01  -.59781E+01  -.13820E+01   .23939E+00   .48356E+01   .28125E-06
   .33430E+03   .65448E+01  -.65984E+01  -.53647E-01  -.10985E+01   .27181E+00  -.77303E+00  -.56889E-07
   .33431E+03   .65448E+01  -.67771E+01  -.23234E+00  -.86069E+00   .24532E+00  -.38304E+00   .12329E-07
   .33432E+03   .65448E+01  -.67982E+01  -.25342E+00  -.64814E+00   .26372E+00  -.13099E+00  -.56868E-08
   .33433E+03   .65448E+01  -.67868E+01  -.24201E+00  -.57450E+00   .25131E+00  -.81187E-01   .28831E-07
   .33434E+03   .16394E+02  -.73364E+01   .90580E+01  -.36093E+00   .31744E+00  -.91015E+01  -.20777E-06
   .33435E+03   .16394E+02  -.76968E+01   .86976E+01  -.29360E+00   .24727E+00  -.87439E+01  -.37710E-06
   .33435E+03   .16394E+02  -.77025E+01   .86919E+01  -.24862E+00   .30610E+00  -.86344E+01   .97717E-07
   .33436E+03   .16394E+02  -.77294E+01   .86650E+01  -.19242E+00   .27835E+00  -.85791E+01   .22919E-06
   .33437E+03   .16394E+02  -.77178E+01   .86766E+01  -.13815E+00   .30318E+00  -.85115E+01  -.55067E-06
   .33438E+03   .24559E+02  -.83723E+01   .16187E+02   .13413E-01   .33345E+00  -.15840E+02  -.68248E-06
   .33439E+03   .24559E+02  -.87985E+01   .15761E+02   .39185E+00   .31310E+00  -.15056E+02   .92496E-07
   .33440E+03   .24559E+02  -.89485E+01   .15611E+02   .51177E+00   .33009E+00  -.14769E+02  -.13819E-05
   .33442E+03   .24559E+02  -.91037E+01   .15456E+02   .61605E+00   .33153E+00  -.14508E+02   .26265E-06
   .33443E+03   .30197E+02  -.96831E+01   .20514E+02   .13126E+01   .36664E+00  -.18835E+02  -.13776E-06
   .33443E+03   .30197E+02  -.99451E+01   .20252E+02   .15940E+01   .33457E+00  -.18323E+02  -.50936E-06
   .33444E+03   .30197E+02  -.10116E+02   .20081E+02   .16838E+01   .36461E+00  -.18032E+02  -.69437E-06
   .33446E+03   .30197E+02  -.10255E+02   .19942E+02   .16432E+01   .35814E+00  -.17940E+02  -.61150E-06
   .33447E+03   .32335E+02  -.10640E+02   .21695E+02   .21186E+01   .37955E+00  -.19197E+02   .40615E-07
   .33448E+03   .32335E+02  -.10813E+02   .21522E+02   .22434E+01   .36432E+00  -.18914E+02   .43523E-06
   .33449E+03   .32335E+02  -.10996E+02   .21339E+02   .23734E+01   .38229E+00  -.18583E+02  -.10976E-06
   .33450E+03   .32335E+02  -.11109E+02   .21226E+02   .23496E+01   .37676E+00  -.18500E+02  -.21968E-06
   .33450E+03   .31298E+02  -.11020E+02   .20279E+02   .15998E+01   .14126E+02  -.45525E+01   .87702E-07
   .33450E+03   .31440E+02  -.10332E+02   .21108E+02   .43641E+00   .15365E+02  -.53061E+01  -.12692E-07
   .33450E+03   .32774E+02  -.10319E+02   .22454E+02   .17360E+00   .16030E+02  -.62510E+01   .16951E-06
   .33450E+03   .33935E+02  -.10306E+02   .23629E+02  -.27185E-01   .14407E+02  -.92496E+01   .40350E-06
   .33450E+03   .34344E+02  -.10328E+02   .24017E+02  -.67066E-01   .13965E+02  -.10119E+02  -.28800E-06
   .33451E+03   .34774E+02  -.10336E+02   .24438E+02  -.11792E+00   .13381E+02  -.11175E+02   .65683E-06
   .33451E+03   .35241E+02  -.10365E+02   .24875E+02  -.15612E+00   .12984E+02  -.12048E+02  -.45731E-06
   .33451E+03   .35787E+02  -.10398E+02   .25388E+02  -.19991E+00   .12534E+02  -.13054E+02  -.45547E-06
   .33451E+03   .36422E+02  -.10446E+02   .25976E+02  -.24253E+00   .12147E+02  -.14072E+02  -.34434E-07
   .33451E+03   .36676E+02  -.10470E+02   .26206E+02  -.25683E+00   .12040E+02  -.14422E+02   .59771E-06
   .33451E+03   .36992E+02  -.10495E+02   .26497E+02  -.27697E+00   .11877E+02  -.14897E+02  -.37050E-06
   .33451E+03   .37325E+02  -.10524E+02   .26801E+02  -.29744E+00   .11755E+02  -.15344E+02  -.56789E-06
   .33451E+03   .37558E+02  -.10556E+02   .27002E+02  -.32320E+00   .11612E+02  -.15714E+02  -.30852E-06
   .33451E+03   .37558E+02  -.10580E+02   .26979E+02  -.35524E+00   .11452E+02  -.15882E+02  -.31921E-06
   .33452E+03   .37558E+02  -.10593E+02   .26965E+02  -.39981E+00   .11199E+02  -.16166E+02  -.47777E-06
   .33452E+03   .37558E+02  -.10605E+02   .26954E+02  -.45230E+00   .10994E+02  -.16412E+02   .36482E-06
   .33452E+03   .37558E+02  -.10594E+02   .26964E+02  -.47796E+00   .10821E+02  -.16622E+02   .15974E-06
   .33452E+03   .37558E+02  -.10595E+02   .26963E+02  -.50389E+00   .10737E+02  -.16730E+02   .22057E-06
   .33452E+03   .37558E+02  -.10592E+02   .26966E+02  -.53634E+00   .10680E+02  -.16823E+02   .30956E-06
   .33453E+03   .37558E+02  -.10589E+02   .26969E+02  -.57979E+00   .10617E+02  -.16932E+02   .54659E-06
   .33453E+03   .37558E+02  -.10578E+02   .26980E+02  -.63271E+00   .10599E+02  -.17013E+02  -.20850E-06
   .33453E+03   .37558E+02  -.10567E+02   .26991E+02  -.66255E+00   .10536E+02  -.17118E+02   .47796E-06
   .33454E+03   .37558E+02  -.10558E+02   .27000E+02  -.69516E+00   .10567E+02  -.17128E+02   .44114E-06
   .33454E+03   .37558E+02  -.10544E+02   .27014E+02  -.74589E+00   .10608E+02  -.17152E+02   .35143E-06
   .33454E+03   .37558E+02  -.10530E+02   .27029E+02  -.79747E+00   .10672E+02  -.17154E+02  -.60065E-07
   .33455E+03   .31337E+02  -.10351E+02   .20986E+02  -.87704E+00   .95820E+01  -.12281E+02   .58316E-06
   .33455E+03   .31337E+02  -.10272E+02   .21065E+02  -.92693E+00   .91026E+01  -.12890E+02   .85782E-07
   .33456E+03   .31337E+02  -.10248E+02   .21089E+02  -.91585E+00   .10674E+02  -.11331E+02   .96247E-08
   .33456E+03   .31337E+02  -.10320E+02   .21018E+02  -.88901E+00   .12347E+02  -.95593E+01  -.19898E-06
   .33457E+03   .31337E+02  -.10267E+02   .21071E+02  -.92741E+00   .13302E+02  -.86964E+01  -.24414E-06
   .33458E+03   .31337E+02  -.10240E+02   .21097E+02  -.96983E+00   .14196E+02  -.78708E+01  -.30277E-06
   .33459E+03   .21198E+02  -.96279E+01   .11570E+02  -.11340E+01   .10680E+02  -.20245E+01  -.85242E-07
   .33460E+03   .21092E+02  -.95483E+01   .11543E+02  -.11051E+01   .10104E+02  -.25445E+01   .16214E-06
   .33461E+03   .20923E+02  -.93527E+01   .11571E+02  -.10924E+01   .92041E+01  -.34591E+01   .26279E-06
   .33462E+03   .20801E+02  -.93098E+01   .11491E+02  -.10454E+01   .88245E+01  -.37118E+01   .65216E-07
