
     Time      Short.Rad.    Long.Rad.    Radiation    Sensible      Latent     Heat Flux     Balance
      [d]       [MJ/m2/d]    [MJ/m2/d]    [MJ/m2/d]    [MJ/m2/d]   [MJ/m2/d]    [MJ/m2/d]    [MJ/m2/d]

   .33017E+03   .00000E+00  -.41508E+01  -.41508E+01   .16705E+00   .49050E+00   .48083E+01  -.19920E-06
   .33018E+03   .00000E+00  -.41844E+01  -.41844E+01   .20327E+00   .48838E+00   .48761E+01   .61822E-06
   .33019E+03   .00000E+00  -.42149E+01  -.42149E+01   .23074E+00   .48593E+00   .49316E+01  -.16816E-06
   .33020E+03   .00000E+00  -.42453E+01  -.42453E+01   .25365E+00   .48385E+00   .49828E+01  -.39193E-06
   .33021E+03   .00000E+00  -.42784E+01  -.42784E+01   .27325E+00   .48110E+00   .50327E+01   .25857E-06
   .33022E+03   .00000E+00  -.43470E+01  -.43470E+01   .37517E+00   .47822E+00   .52004E+01   .27697E-06
   .33023E+03   .00000E+00  -.44111E+01  -.44111E+01   .47076E+00   .47552E+00   .53574E+01  -.59554E-06
   .33024E+03   .00000E+00  -.44727E+01  -.44727E+01   .56146E+00   .47267E+00   .55068E+01  -.56605E-06
   .33025E+03   .00000E+00  -.45464E+01  -.45464E+01   .66727E+00   .46891E+00   .56826E+01  -.15042E-06
   .33026E+03   .25920E+00  -.45191E+01  -.42599E+01   .62177E+00   .47013E+00   .53518E+01  -.69284E-07
   .33027E+03   .25920E+00  -.44953E+01  -.42361E+01   .58137E+00   .46592E+00   .52834E+01  -.24430E-06
   .33028E+03   .25920E+00  -.44735E+01  -.42143E+01   .54359E+00   .46559E+00   .52234E+01  -.55854E-06
   .33029E+03   .25920E+00  -.44489E+01  -.41897E+01   .50086E+00   .46237E+00   .51529E+01   .23276E-07
   .33030E+03   .55728E+01  -.46837E+01   .88911E+00   .77616E+00   .49912E+00   .38617E+00   .76461E-07
   .33031E+03   .55728E+01  -.47452E+01   .82755E+00   .84025E+00   .47085E+00   .48354E+00   .68399E-07
   .33032E+03   .55728E+01  -.47506E+01   .82215E+00   .82791E+00   .49218E+00   .49794E+00   .81018E-07
   .33033E+03   .55728E+01  -.46933E+01   .87954E+00   .72996E+00   .47966E+00   .33009E+00   .31667E-08
   .33034E+03   .13802E+02  -.52150E+01   .85874E+01   .14977E+01   .54804E+00  -.65417E+01  -.12294E-06
   .33035E+03   .13802E+02  -.53970E+01   .84054E+01   .18092E+01   .48404E+00  -.61122E+01   .28471E-06
   .33036E+03   .13802E+02  -.54624E+01   .83400E+01   .19478E+01   .53803E+00  -.58541E+01  -.48232E-06
   .33037E+03   .13802E+02  -.54479E+01   .83545E+01   .19579E+01   .51089E+00  -.58856E+01   .58948E-06
   .33038E+03   .13802E+02  -.54945E+01   .83079E+01   .20686E+01   .53863E+00  -.57007E+01   .21763E-06
   .33039E+03   .22356E+02  -.60604E+01   .16296E+02   .30602E+01   .58206E+00  -.12653E+02  -.26701E-06
   .33039E+03   .22356E+02  -.63180E+01   .16038E+02   .35281E+01   .54858E+00  -.11961E+02  -.10654E-08
   .33040E+03   .22356E+02  -.64136E+01   .15942E+02   .36873E+01   .57718E+00  -.11678E+02  -.16878E-07
   .33042E+03   .22356E+02  -.64685E+01   .15887E+02   .37596E+01   .57692E+00  -.11551E+02  -.63186E-06
   .33043E+03   .28318E+02  -.70654E+01   .21252E+02   .50463E+01   .62192E+00  -.15584E+02  -.50244E-06
   .33044E+03   .28318E+02  -.72701E+01   .21048E+02   .55824E+01   .58605E+00  -.14879E+02  -.34791E-06
   .33045E+03   .28318E+02  -.74485E+01   .20869E+02   .60862E+01   .61811E+00  -.14165E+02   .38951E-06
   .33046E+03   .28318E+02  -.75065E+01   .20811E+02   .63627E+01   .60545E+00  -.13843E+02   .16539E-06
   .33047E+03   .29225E+02  -.77531E+01   .21472E+02   .73074E+01   .62252E+00  -.13542E+02  -.15157E-06
   .33048E+03   .29225E+02  -.78256E+01   .21399E+02   .78813E+01   .60799E+00  -.12910E+02   .15829E-07
   .33049E+03   .29225E+02  -.79323E+01   .21293E+02   .85575E+01   .62040E+00  -.12115E+02  -.73982E-06
   .33050E+03   .29225E+02  -.79467E+01   .21278E+02   .90950E+01   .61147E+00  -.11572E+02  -.46515E-06
   .33051E+03   .27086E+02  -.78752E+01   .19211E+02   .84010E+01   .61048E+00  -.10200E+02  -.46477E-06
   .33052E+03   .27086E+02  -.78892E+01   .19197E+02   .79363E+01   .61685E+00  -.10644E+02  -.22465E-06
   .33053E+03   .27086E+02  -.79519E+01   .19134E+02   .75848E+01   .61759E+00  -.10932E+02  -.15434E-06
   .33054E+03   .27086E+02  -.80315E+01   .19055E+02   .71579E+01   .62108E+00  -.11276E+02   .20441E-06
   .33055E+03   .20801E+02  -.75613E+01   .13240E+02   .61089E+01   .57590E+00  -.65547E+01  -.57146E-06
   .33056E+03   .20801E+02  -.74461E+01   .13355E+02   .58248E+01   .61546E+00  -.69145E+01  -.68111E-06
   .33057E+03   .20801E+02  -.73248E+01   .13476E+02   .55342E+01   .58990E+00  -.73519E+01  -.73065E-07
   .33058E+03   .20801E+02  -.73119E+01   .13489E+02   .54639E+01   .60546E+00  -.74196E+01   .40687E-07
   .33059E+03   .13673E+02  -.66740E+01   .69988E+01   .43667E+01   .54157E+00  -.20906E+01   .20435E-07
   .33060E+03   .13673E+02  -.65195E+01   .71533E+01   .42193E+01   .59429E+00  -.23396E+01  -.84301E-07
   .33061E+03   .13673E+02  -.63069E+01   .73659E+01   .39416E+01   .55390E+00  -.28704E+01   .57826E-07
   .33063E+03   .13673E+02  -.62639E+01   .74089E+01   .40437E+01   .57478E+00  -.27904E+01  -.19955E-06
   .33064E+03   .66096E+01  -.56133E+01   .99632E+00   .27653E+01   .50482E+00   .22738E+01  -.25544E-06
   .33064E+03   .66096E+01  -.55047E+01   .11049E+01   .26206E+01   .56715E+00   .20829E+01   .86624E-07
   .33065E+03   .66096E+01  -.53165E+01   .12931E+01   .23344E+01   .51598E+00   .15573E+01  -.74569E-07
   .33067E+03   .66096E+01  -.53100E+01   .12996E+01   .24523E+01   .53581E+00   .16885E+01   .14555E-07
   .33068E+03   .10368E+01  -.48126E+01  -.37758E+01   .13743E+01   .47605E+00   .56262E+01   .35692E-07
   .33068E+03   .10368E+01  -.47496E+01  -.37128E+01   .11972E+01   .52947E+00   .54395E+01   .73592E-06
   .33069E+03   .10368E+01  -.46487E+01  -.36119E+01   .95840E+00   .48191E+00   .50522E+01   .28589E-06
   .33071E+03   .10368E+01  -.47058E+01  -.36690E+01   .93297E+00   .49953E+00   .51015E+01   .27198E-06
   .33072E+03   .00000E+00  -.45751E+01  -.45751E+01   .73217E+00   .46902E+00   .57763E+01   .40162E-06
   .33073E+03   .00000E+00  -.46226E+01  -.46226E+01   .76139E+00   .48886E+00   .58729E+01   .15108E-07
   .33074E+03   .00000E+00  -.46028E+01  -.46028E+01   .70445E+00   .46372E+00   .57710E+01   .10980E-06
   .33075E+03   .00000E+00  -.46968E+01  -.46968E+01   .76231E+00   .47411E+00   .59332E+01   .29783E-06
   .33076E+03   .00000E+00  -.46200E+01  -.46200E+01   .72205E+00   .45683E+00   .57988E+01   .18805E-06
   .33077E+03   .00000E+00  -.46351E+01  -.46351E+01   .78381E+00   .46617E+00   .58851E+01  -.15337E-06
   .33078E+03   .00000E+00  -.45915E+01  -.45915E+01   .77746E+00   .44999E+00   .58190E+01  -.30436E-06
   .33079E+03   .00000E+00  -.46207E+01  -.46207E+01   .86736E+00   .45552E+00   .59436E+01   .14155E-06
   .33080E+03   .00000E+00  -.46141E+01  -.46141E+01   .89932E+00   .44249E+00   .59559E+01  -.84031E-06
   .33081E+03   .00000E+00  -.46719E+01  -.46719E+01   .10175E+01   .44816E+00   .61376E+01   .10672E-07
   .33082E+03   .00000E+00  -.46769E+01  -.46769E+01   .10683E+01   .43545E+00   .61806E+01   .86832E-07
   .33083E+03   .00000E+00  -.47386E+01  -.47386E+01   .12068E+01   .43896E+00   .63844E+01  -.27764E-06
   .33084E+03   .00000E+00  -.46321E+01  -.46321E+01   .11085E+01   .43025E+00   .61709E+01  -.17320E-06
   .33085E+03   .00000E+00  -.45871E+01  -.45871E+01   .10943E+01   .43373E+00   .61151E+01   .41832E-06
   .33086E+03   .00000E+00  -.45077E+01  -.45077E+01   .10207E+01   .42502E+00   .59533E+01   .15365E-06
   .33088E+03   .00000E+00  -.44683E+01  -.44683E+01   .10129E+01   .42707E+00   .59083E+01   .15178E-06
   .33089E+03   .00000E+00  -.44326E+01  -.44326E+01   .94853E+00   .41979E+00   .58009E+01  -.17042E-06
   .33089E+03   .00000E+00  -.44397E+01  -.44397E+01   .95377E+00   .42238E+00   .58159E+01  -.56021E-06
   .33090E+03   .00000E+00  -.44150E+01  -.44150E+01   .90604E+00   .41518E+00   .57362E+01  -.27799E-06
   .33092E+03   .00000E+00  -.44265E+01  -.44265E+01   .91648E+00   .41620E+00   .57592E+01   .87635E-07
   .33093E+03   .00000E+00  -.44182E+01  -.44182E+01   .90043E+00   .41020E+00   .57288E+01   .26797E-06
   .33094E+03   .00000E+00  -.44423E+01  -.44423E+01   .93676E+00   .41165E+00   .57907E+01   .40621E-06
   .33095E+03   .00000E+00  -.44404E+01  -.44404E+01   .92927E+00   .40562E+00   .57753E+01   .44224E-06
   .33096E+03   .00000E+00  -.44667E+01  -.44667E+01   .96512E+00   .40617E+00   .58380E+01  -.11652E-06
   .33097E+03   .00000E+00  -.44965E+01  -.44965E+01   .99113E+00   .40057E+00   .58882E+01  -.92852E-07
   .33098E+03   .00000E+00  -.45480E+01  -.45480E+01   .10499E+01   .40114E+00   .59990E+01   .10908E-06
   .33099E+03   .00000E+00  -.45779E+01  -.45779E+01   .10732E+01   .39572E+00   .60468E+01  -.22894E-06
   .33100E+03   .00000E+00  -.46375E+01  -.46375E+01   .11362E+01   .39489E+00   .61687E+01  -.42868E-06
   .33101E+03   .00000E+00  -.78616E+01  -.78616E+01   .71862E+00   .36979E+00   .89500E+01  -.24404E-06
   .33102E+03   .00000E+00  -.77487E+01  -.77487E+01   .55292E+00   .38709E+00   .86887E+01  -.58561E-06
   .33103E+03   .00000E+00  -.76616E+01  -.76616E+01   .43152E+00   .37024E+00   .84634E+01  -.72362E-06
   .33104E+03   .00000E+00  -.76257E+01  -.76257E+01   .37865E+00   .37624E+00   .83806E+01   .31048E-06
   .33105E+03   .00000E+00  -.75713E+01  -.75713E+01   .31235E+00   .36587E+00   .82495E+01  -.27846E-06
   .33106E+03   .00000E+00  -.75620E+01  -.75620E+01   .30131E+00   .37049E+00   .82338E+01   .18102E-06
   .33107E+03   .00000E+00  -.75296E+01  -.75296E+01   .26305E+00   .36145E+00   .81541E+01   .34829E-06
   .33108E+03   .00000E+00  -.75281E+01  -.75281E+01   .26156E+00   .36409E+00   .81537E+01  -.60243E-06
   .33109E+03   .00000E+00  -.73269E+01  -.73269E+01  -.86347E-02   .35978E+00   .76781E+01   .22263E-06
   .33110E+03   .00000E+00  -.71674E+01  -.71674E+01  -.18922E+00   .36195E+00   .73401E+01   .63443E-07
   .33111E+03   .00000E+00  -.70028E+01  -.70028E+01  -.34621E+00   .35760E+00   .70142E+01   .57030E-07
   .33113E+03   .00000E+00  -.68333E+01  -.68333E+01  -.51076E+00   .35934E+00   .66818E+01   .27607E-06
   .33114E+03   .00000E+00  -.66590E+01  -.66590E+01  -.11521E+01   .35919E+00   .58661E+01   .18445E-06
   .33114E+03   .00000E+00  -.65668E+01  -.65668E+01  -.20125E+01   .36396E+00   .49182E+01   .28397E-06
   .33115E+03   .00000E+00  -.65303E+01  -.65303E+01  -.30660E+01   .36496E+00   .38293E+01  -.45709E-07
   .33117E+03   .00000E+00  -.66014E+01  -.66014E+01  -.44684E+01   .37361E+00   .25066E+01   .19345E-06
   .33118E+03   .00000E+00  -.67381E+01  -.67381E+01  -.47981E+01   .36584E+00   .23058E+01   .43688E-07
   .33119E+03   .00000E+00  -.68803E+01  -.68803E+01  -.50847E+01   .37378E+00   .21694E+01  -.82647E-07
   .33120E+03   .00000E+00  -.69882E+01  -.69882E+01  -.54454E+01   .36977E+00   .19126E+01  -.15188E-06
   .33121E+03   .00000E+00  -.71402E+01  -.71402E+01  -.57365E+01   .37533E+00   .17791E+01   .39547E-06
   .33122E+03   .00000E+00  -.72204E+01  -.72204E+01  -.55507E+01   .36763E+00   .20374E+01  -.99941E-10
   .33123E+03   .00000E+00  -.73183E+01  -.73183E+01  -.53205E+01   .37191E+00   .23696E+01  -.10653E-07
   .33124E+03   .00000E+00  -.73774E+01  -.73774E+01  -.52178E+01   .36706E+00   .25267E+01  -.24526E-06
   .33125E+03   .00000E+00  -.74709E+01  -.74709E+01  -.50369E+01   .36850E+00   .28026E+01  -.21703E-06
   .33126E+03   .45360E+00  -.75085E+01  -.70549E+01  -.47012E+01   .36681E+00   .27204E+01  -.15727E-06
   .33127E+03   .45360E+00  -.75365E+01  -.70829E+01  -.43785E+01   .36493E+00   .30693E+01  -.10835E-06
   .33128E+03   .45360E+00  -.75392E+01  -.70856E+01  -.40901E+01   .36245E+00   .33580E+01  -.14854E-07
   .33129E+03   .45360E+00  -.75426E+01  -.70890E+01  -.36968E+01   .36014E+00   .37523E+01  -.34046E-06
   .33130E+03   .71928E+01  -.79774E+01  -.78462E+00  -.32458E+01   .40466E+00  -.20565E+01  -.47854E-07
   .33131E+03   .71928E+01  -.81480E+01  -.95524E+00  -.31972E+01   .36689E+00  -.18751E+01  -.11614E-06
   .33132E+03   .71928E+01  -.82958E+01  -.11030E+01  -.31622E+01   .39443E+00  -.16647E+01   .80009E-08
   .33133E+03   .71928E+01  -.83441E+01  -.11513E+01  -.33886E+01   .37842E+00  -.18589E+01   .22980E-06
   .33134E+03   .14710E+02  -.89973E+01   .57123E+01  -.17308E+01   .43815E+00  -.70050E+01   .30398E-06
   .33135E+03   .14710E+02  -.91444E+01   .55652E+01  -.14288E+01   .37833E+00  -.66156E+01  -.35605E-06
   .33136E+03   .14710E+02  -.93708E+01   .53388E+01  -.93503E+00   .42344E+00  -.58504E+01   .39848E-06
   .33138E+03   .14710E+02  -.94477E+01   .52619E+01  -.95291E+00   .40346E+00  -.58113E+01   .40763E-06
   .33139E+03   .23717E+02  -.10263E+02   .13453E+02   .13899E+01   .47699E+00  -.11587E+02  -.42983E-07
   .33139E+03   .23717E+02  -.10375E+02   .13341E+02   .16234E+01   .39152E+00  -.11327E+02   .12798E-06
   .33140E+03   .23717E+02  -.10611E+02   .13106E+02   .21632E+01   .45947E+00  -.10483E+02   .97834E-06
   .33141E+03   .23717E+02  -.10647E+02   .13070E+02   .20901E+01   .42586E+00  -.10554E+02  -.12840E-06
   .33142E+03   .23717E+02  -.10830E+02   .12887E+02   .24294E+01   .45597E+00  -.10001E+02   .76524E-06
   .33143E+03   .28577E+02  -.11291E+02   .17286E+02   .40890E+01   .46339E+00  -.12734E+02  -.12047E-06
   .33144E+03   .28577E+02  -.11537E+02   .17040E+02   .52509E+01   .45091E+00  -.11338E+02  -.29854E-06
   .33145E+03   .28577E+02  -.11663E+02   .16914E+02   .59912E+01   .45378E+00  -.10469E+02   .38650E-06
   .33146E+03   .28577E+02  -.11813E+02   .16764E+02   .68349E+01   .45506E+00  -.94739E+01   .64775E-07
   .33147E+03   .32659E+02  -.12263E+02   .20396E+02   .85458E+01   .48079E+00  -.11370E+02   .54743E-06
   .33148E+03   .32659E+02  -.12414E+02   .20245E+02   .87570E+01   .45516E+00  -.11033E+02   .31528E-06
   .33149E+03   .32659E+02  -.12621E+02   .20038E+02   .91921E+01   .46777E+00  -.10378E+02  -.65552E-08
   .33150E+03   .32659E+02  -.12824E+02   .19835E+02   .94085E+01   .46454E+00  -.99625E+01   .19120E-06
   .33151E+03   .31622E+02  -.12774E+02   .18848E+02   .93637E+01   .45800E+00  -.90266E+01   .89038E-07
   .33152E+03   .31622E+02  -.12804E+02   .18819E+02   .97348E+01   .46379E+00  -.86202E+01   .42655E-06
   .33153E+03   .31622E+02  -.12800E+02   .18822E+02   .99306E+01   .46105E+00  -.84303E+01  -.60575E-07
   .33154E+03   .31622E+02  -.12819E+02   .18804E+02   .10287E+02   .46202E+00  -.80545E+01  -.46308E-06
   .33155E+03   .26244E+02  -.12466E+02   .13778E+02   .77367E+01   .42888E+00  -.56126E+01  -.37994E-06
   .33156E+03   .26244E+02  -.12594E+02   .13650E+02   .79119E+01   .46350E+00  -.52747E+01  -.14292E-06
   .33157E+03   .26244E+02  -.12592E+02   .13652E+02   .73700E+01   .44740E+00  -.58349E+01   .15154E-06
   .33158E+03   .26244E+02  -.12700E+02   .13544E+02   .73498E+01   .45363E+00  -.57411E+01   .17252E-06
   .33159E+03   .19310E+02  -.12181E+02   .71296E+01   .44177E+01   .40286E+00  -.23090E+01   .18600E-06
   .33160E+03   .19310E+02  -.12306E+02   .70047E+01   .47929E+01   .45145E+00  -.17603E+01  -.76460E-06
   .33161E+03   .19310E+02  -.12234E+02   .70761E+01   .41344E+01   .42479E+00  -.25169E+01   .13061E-06
   .33163E+03   .19310E+02  -.12336E+02   .69747E+01   .43036E+01   .43379E+00  -.22372E+01  -.12900E-06
   .33164E+03   .95904E+01  -.11463E+02  -.18725E+01   .99334E-01   .36771E+00   .23395E+01   .52682E-06
   .33164E+03   .95904E+01  -.11460E+02  -.18693E+01   .43385E+00   .43364E+00   .27368E+01   .26207E-06
   .33165E+03   .95904E+01  -.11201E+02  -.16109E+01  -.46469E+00   .39614E+00   .15423E+01   .16793E-06
   .33167E+03   .95904E+01  -.11150E+02  -.15600E+01  -.30777E+00   .40996E+00   .16622E+01   .53496E-07
   .33168E+03   .10368E+01  -.10318E+02  -.92809E+01  -.33987E+01   .34417E+00   .62264E+01   .27601E-06
   .33169E+03   .10368E+01  -.10259E+02  -.92222E+01  -.31294E+01   .40808E+00   .65009E+01   .22409E-06
   .33170E+03   .10368E+01  -.99647E+01  -.89279E+01  -.38654E+01   .36456E+00   .54270E+01   .24807E-06
   .33171E+03   .10368E+01  -.98973E+01  -.88605E+01  -.35662E+01   .38139E+00   .56757E+01  -.25815E-06
   .33172E+03   .00000E+00  -.96393E+01  -.96393E+01  -.41656E+01   .35888E+00   .58326E+01   .25403E-06
   .33173E+03   .00000E+00  -.95885E+01  -.95885E+01  -.38875E+01   .37387E+00   .60749E+01  -.23816E-06
   .33174E+03   .00000E+00  -.94292E+01  -.94292E+01  -.39811E+01   .35729E+00   .58054E+01  -.50943E-06
   .33175E+03   .00000E+00  -.93549E+01  -.93549E+01  -.36576E+01   .36205E+00   .60594E+01  -.19708E-06
   .33176E+03   .00000E+00  -.92183E+01  -.92183E+01  -.35378E+01   .35267E+00   .60332E+01   .32845E-07
   .33177E+03   .00000E+00  -.91468E+01  -.91468E+01  -.32015E+01   .35568E+00   .63010E+01   .11609E-06
   .33178E+03   .00000E+00  -.90237E+01  -.90237E+01  -.29421E+01   .34648E+00   .64281E+01   .48692E-07
   .33179E+03   .00000E+00  -.89208E+01  -.89208E+01  -.24750E+01   .34624E+00   .67920E+01   .15342E-06
   .33180E+03   .00000E+00  -.87670E+01  -.87670E+01  -.19449E+01   .33895E+00   .71610E+01   .36712E-06
   .33181E+03   .00000E+00  -.86474E+01  -.86474E+01  -.13806E+01   .33851E+00   .76054E+01  -.86740E-07
   .33182E+03   .00000E+00  -.85130E+01  -.85130E+01  -.81464E+00   .33098E+00   .80293E+01  -.33008E-06
   .33183E+03   .00000E+00  -.83989E+01  -.83989E+01  -.43095E+00   .32996E+00   .82979E+01  -.37550E-06
   .33184E+03   .00000E+00  -.82935E+01  -.82935E+01  -.49062E+00   .32601E+00   .81288E+01   .87963E-07
   .33185E+03   .00000E+00  -.82292E+01  -.82292E+01  -.53793E+00   .32583E+00   .80171E+01   .53920E-06
   .33186E+03   .00000E+00  -.81742E+01  -.81742E+01  -.64705E+00   .32188E+00   .78490E+01   .27506E-06
   .33188E+03   .00000E+00  -.81437E+01  -.81437E+01  -.83581E+00   .32159E+00   .76295E+01  -.16548E-06
   .33189E+03   .00000E+00  -.80053E+01  -.80053E+01  -.95034E+00   .31845E+00   .73734E+01   .21983E-06
   .33189E+03   .00000E+00  -.78925E+01  -.78925E+01  -.10713E+01   .31908E+00   .71403E+01   .23370E-06
   .33190E+03   .00000E+00  -.77834E+01  -.77834E+01  -.12012E+01   .31597E+00   .68982E+01   .52995E-06
   .33192E+03   .00000E+00  -.76751E+01  -.76751E+01  -.13664E+01   .31650E+00   .66251E+01   .14617E-06
   .33193E+03   .00000E+00  -.77260E+01  -.77260E+01  -.11397E+01   .31088E+00   .68973E+01  -.23876E-07
   .33194E+03   .00000E+00  -.77664E+01  -.77664E+01  -.93355E+00   .31134E+00   .71442E+01  -.23326E-06
   .33195E+03   .00000E+00  -.77974E+01  -.77974E+01  -.74581E+00   .30663E+00   .73583E+01   .17859E-06
   .33196E+03   .00000E+00  -.78362E+01  -.78362E+01  -.59130E+00   .30600E+00   .75509E+01   .21988E-06
   .33197E+03   .00000E+00  -.78335E+01  -.78335E+01  -.60301E+00   .30326E+00   .75337E+01   .45497E-07
   .33198E+03   .00000E+00  -.78540E+01  -.78540E+01  -.63188E+00   .30299E+00   .75251E+01  -.23098E-06
   .33199E+03   .00000E+00  -.78788E+01  -.78788E+01  -.64272E+00   .29967E+00   .75357E+01   .15882E-06
   .33200E+03   .00000E+00  -.79264E+01  -.79264E+01  -.62567E+00   .29868E+00   .75994E+01   .28541E-06
   .33201E+03   .00000E+00  -.66904E+01  -.66904E+01  -.80817E+00   .30485E+00   .61870E+01   .41022E-06
   .33202E+03   .00000E+00  -.65987E+01  -.65987E+01  -.10142E+01   .30002E+00   .58845E+01  -.18950E-06
   .33203E+03   .00000E+00  -.64929E+01  -.64929E+01  -.12552E+01   .30279E+00   .55404E+01   .83579E-07
   .33204E+03   .00000E+00  -.63817E+01  -.63817E+01  -.15758E+01   .30174E+00   .51076E+01   .12149E-07
   .33205E+03   .00000E+00  -.64052E+01  -.64052E+01  -.15015E+01   .30017E+00   .52039E+01   .69204E-06
   .33206E+03   .00000E+00  -.64109E+01  -.64109E+01  -.14357E+01   .29952E+00   .52748E+01   .22044E-06
   .33207E+03   .00000E+00  -.64096E+01  -.64096E+01  -.13712E+01   .29847E+00   .53369E+01  -.10406E-06
   .33208E+03   .00000E+00  -.64053E+01  -.64053E+01  -.12984E+01   .29744E+00   .54043E+01  -.16337E-06
   .33209E+03   .00000E+00  -.64330E+01  -.64330E+01  -.12091E+01   .29606E+00   .55200E+01  -.56875E-06
   .33210E+03   .00000E+00  -.64586E+01  -.64586E+01  -.11243E+01   .29510E+00   .56294E+01  -.31422E-06
   .33211E+03   .00000E+00  -.64802E+01  -.64802E+01  -.10444E+01   .29366E+00   .57295E+01  -.50059E-06
   .33213E+03   .00000E+00  -.65084E+01  -.65084E+01  -.95291E+00   .29224E+00   .58478E+01  -.50171E-08
   .33214E+03   .00000E+00  -.64365E+01  -.64365E+01  -.10295E+01   .29239E+00   .56994E+01  -.54300E-06
   .33214E+03   .00000E+00  -.63810E+01  -.63810E+01  -.11050E+01   .29150E+00   .55674E+01  -.66261E-06
   .33215E+03   .00000E+00  -.63290E+01  -.63290E+01  -.11825E+01   .29115E+00   .54377E+01   .81279E-08
   .33217E+03   .00000E+00  -.62755E+01  -.62755E+01  -.12762E+01   .29059E+00   .52898E+01  -.12024E-06
   .33218E+03   .00000E+00  -.62183E+01  -.62183E+01  -.11887E+01   .28918E+00   .53187E+01   .26620E-06
   .33219E+03   .00000E+00  -.61568E+01  -.61568E+01  -.10864E+01   .28857E+00   .53590E+01   .25090E-06
   .33220E+03   .00000E+00  -.60913E+01  -.60913E+01  -.96893E+00   .28725E+00   .54097E+01   .22003E-08
   .33221E+03   .00000E+00  -.60175E+01  -.60175E+01  -.83797E+00   .28626E+00   .54658E+01   .16848E-06
   .33222E+03   .00000E+00  -.60129E+01  -.60129E+01  -.11183E+01   .28722E+00   .51818E+01  -.56743E-06
   .33223E+03   .00000E+00  -.60277E+01  -.60277E+01  -.14146E+01   .28706E+00   .49002E+01  -.18584E-06
   .33224E+03   .00000E+00  -.60497E+01  -.60497E+01  -.17011E+01   .28749E+00   .46360E+01   .68183E-07
   .33225E+03   .00000E+00  -.60844E+01  -.60844E+01  -.20234E+01   .28790E+00   .43489E+01  -.19970E-06
   .33226E+03   .38880E+00  -.61500E+01  -.57612E+01  -.14903E+01   .28535E+00   .45562E+01  -.20770E-06
   .33227E+03   .38880E+00  -.61775E+01  -.57887E+01  -.10304E+01   .28355E+00   .50419E+01  -.26178E-06
   .33228E+03   .38880E+00  -.61877E+01  -.57989E+01  -.62012E+00   .28160E+00   .54604E+01   .39223E-06
   .33229E+03   .38880E+00  -.62122E+01  -.58234E+01  -.42698E+00   .28032E+00   .56767E+01  -.13482E-06
   .33230E+03   .60264E+01  -.63272E+01  -.30080E+00  -.38105E+00   .31392E+00   .23367E+00   .34960E-07
   .33231E+03   .60264E+01  -.63431E+01  -.31674E+00  -.36897E+00   .28908E+00   .23685E+00  -.65088E-07
   .33232E+03   .60264E+01  -.62410E+01  -.21463E+00  -.39492E+00   .30759E+00   .12729E+00   .68844E-08
   .33233E+03   .60264E+01  -.60982E+01  -.71793E-01  -.43038E+00   .29717E+00  -.61414E-01   .11208E-07
   .33234E+03   .16265E+02  -.66325E+01   .96323E+01  -.50420E+00   .36947E+00  -.97670E+01  -.27914E-06
   .33235E+03   .16265E+02  -.70087E+01   .92561E+01  -.55979E+00   .29585E+00  -.95200E+01  -.35701E-07
   .33235E+03   .16265E+02  -.70193E+01   .92455E+01  -.76346E+00   .36005E+00  -.96489E+01   .60961E-06
   .33236E+03   .16265E+02  -.70744E+01   .91904E+01  -.96360E+00   .32857E+00  -.98254E+01  -.55149E-06
   .33238E+03   .16265E+02  -.71272E+01   .91376E+01  -.15111E+01   .36438E+00  -.10284E+02  -.28752E-06
   .33239E+03   .21254E+02  -.77307E+01   .13524E+02  -.56773E+00   .36958E+00  -.13722E+02   .57450E-06
   .33239E+03   .21254E+02  -.81133E+01   .13141E+02   .18993E+00   .36957E+00  -.12582E+02  -.52233E-06
   .33240E+03   .21254E+02  -.83090E+01   .12945E+02   .67218E+00   .36963E+00  -.11904E+02   .16512E-06
   .33242E+03   .21254E+02  -.85288E+01   .12726E+02   .12287E+01   .37733E+00  -.11120E+02   .51556E-06
   .33243E+03   .29678E+02  -.91841E+01   .20494E+02   .24039E+01   .42800E+00  -.17662E+02   .44169E-06
   .33243E+03   .29678E+02  -.94442E+01   .20234E+02   .28017E+01   .38036E+00  -.17052E+02   .36461E-06
   .33244E+03   .29678E+02  -.96146E+01   .20064E+02   .29406E+01   .41882E+00  -.16704E+02   .16788E-06
   .33246E+03   .29678E+02  -.97336E+01   .19945E+02   .28864E+01   .41161E+00  -.16647E+02   .44079E-06
   .33247E+03   .27864E+02  -.97248E+01   .18139E+02   .27080E+01   .41112E+00  -.15020E+02  -.89775E-06
   .33248E+03   .27864E+02  -.97170E+01   .18147E+02   .25356E+01   .41774E+00  -.15194E+02   .77793E-06
   .33249E+03   .27864E+02  -.97413E+01   .18123E+02   .24247E+01   .42193E+00  -.15276E+02  -.61145E-06
   .33250E+03   .27864E+02  -.97508E+01   .18113E+02   .22585E+01   .42616E+00  -.15429E+02   .70836E-06
   .33251E+03   .29354E+02  -.99803E+01   .19374E+02   .25419E+01   .43583E+00  -.16396E+02  -.76356E-06
   .33252E+03   .29354E+02  -.10104E+02   .19251E+02   .26360E+01   .43052E+00  -.16184E+02   .30731E-07
   .33253E+03   .29354E+02  -.10217E+02   .19137E+02   .27053E+01   .43884E+00  -.15993E+02  -.93259E-06
