 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16. 4.    Time:  19:43:53
 Units: L = cm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]
   13460.0000  0.00000E+00  0.00000E+00 -0.18105E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12388E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.18917E-04    748  0.00000E+00      0.000
   13580.0000  0.00000E+00  0.00000E+00  0.38471E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12398E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19378E-04    749  0.00000E+00      0.000
   13700.0000  0.00000E+00  0.00000E+00  0.12273E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12407E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19526E-04    750  0.00000E+00      0.000
   13820.0000  0.00000E+00  0.00000E+00  0.11198E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12416E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19660E-04    751  0.00000E+00      0.000
   13940.0000  0.00000E+00  0.00000E+00 -0.21561E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12425E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19660E-04    752  0.00000E+00      0.000
   14060.0000  0.00000E+00  0.00000E+00  0.29631E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12433E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20016E-04    753  0.00000E+00      0.000
   14180.0000  0.00000E+00  0.00000E+00 -0.14341E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12442E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20016E-04    754  0.00000E+00      0.000
   14300.0000  0.00000E+00  0.00000E+00 -0.31283E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12451E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20016E-04    755  0.00000E+00      0.000
   14420.0000  0.00000E+00  0.00000E+00  0.28528E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12459E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20358E-04    756  0.00000E+00      0.000
   14540.0000  0.00000E+00  0.00000E+00 -0.14325E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12468E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20358E-04    757  0.00000E+00      0.000
   14660.0000  0.00000E+00  0.00000E+00 -0.10972E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12476E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20358E-04    758  0.00000E+00      0.000
   14780.0000  0.00000E+00  0.00000E+00 -0.36220E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12485E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20358E-04    759  0.00000E+00      0.000
   14900.0000  0.00000E+00  0.00000E+00  0.25817E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12493E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20668E-04    760  0.00000E+00      0.000
   15020.0000  0.00000E+00  0.00000E+00 -0.43775E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12501E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20668E-04    761  0.00000E+00      0.000
   15140.0000  0.00000E+00  0.00000E+00 -0.31092E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12509E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20668E-04    762  0.00000E+00      0.000
   15260.0000  0.00000E+00  0.00000E+00  0.29349E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12517E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21020E-04    763  0.00000E+00      0.000
   15380.0000  0.00000E+00  0.00000E+00  0.12648E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12525E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21172E-04    764  0.00000E+00      0.000
   15500.0000  0.00000E+00  0.00000E+00 -0.14134E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12533E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21172E-04    765  0.00000E+00      0.000
   15620.0000  0.00000E+00  0.00000E+00 -0.33619E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12541E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21172E-04    766  0.00000E+00      0.000
   15740.0000  0.00000E+00  0.00000E+00  0.19242E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12549E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21403E-04    767  0.00000E+00      0.000
   15860.0000  0.00000E+00  0.00000E+00  0.66493E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12556E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21483E-04    768  0.00000E+00      0.000
   15980.0000  0.00000E+00  0.00000E+00 -0.27777E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12564E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21483E-04    769  0.00000E+00      0.000
   16100.0000  0.00000E+00  0.00000E+00  0.25993E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12572E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21794E-04    770  0.00000E+00      0.000
   16220.0000  0.00000E+00  0.00000E+00  0.26489E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12579E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21798E-04    771  0.00000E+00      0.000
   16340.0000  0.00000E+00  0.00000E+00 -0.29968E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12587E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21798E-04    772  0.00000E+00      0.000
   16460.0000  0.00000E+00  0.00000E+00  0.49215E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12594E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21857E-04    773  0.00000E+00      0.000
   16580.0000  0.00000E+00  0.00000E+00 -0.33425E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12601E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21857E-04    774  0.00000E+00      0.000
   16700.0000  0.00000E+00  0.00000E+00 -0.59896E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12608E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21857E-04    775  0.00000E+00      0.000
   16820.0000  0.00000E+00  0.00000E+00 -0.48243E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12615E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.21857E-04    776  0.00000E+00      0.000
   16940.0000  0.00000E+00  0.00000E+00  0.33663E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12622E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22261E-04    777  0.00000E+00      0.000
   17060.0000  0.00000E+00  0.00000E+00 -0.17456E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12628E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22261E-04    778  0.00000E+00      0.000
   17180.0000  0.00000E+00  0.00000E+00  0.26545E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12634E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22579E-04    779  0.00000E+00      0.000
   17300.0000  0.00000E+00  0.00000E+00 -0.34352E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12641E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22579E-04    780  0.00000E+00      0.000
   17420.0000  0.00000E+00  0.00000E+00 -0.32436E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12647E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22579E-04    781  0.00000E+00      0.000
   17540.0000  0.00000E+00  0.00000E+00 -0.33671E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12654E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22579E-04    782  0.00000E+00      0.000
   17660.0000  0.00000E+00  0.00000E+00  0.18070E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12660E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22796E-04    783  0.00000E+00      0.000
   17780.0000  0.00000E+00  0.00000E+00  0.16641E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12667E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22996E-04    784  0.00000E+00      0.000
   17900.0000  0.00000E+00  0.00000E+00  0.71236E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12673E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23081E-04    785  0.00000E+00      0.000
   18020.0000  0.00000E+00  0.00000E+00  0.31795E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12679E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23119E-04    786  0.00000E+00      0.000
   18140.0000  0.00000E+00  0.00000E+00 -0.16950E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12685E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23119E-04    787  0.00000E+00      0.000
   18260.0000  0.00000E+00  0.00000E+00 -0.25316E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12692E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23119E-04    788  0.00000E+00      0.000
   18380.0000  0.00000E+00  0.00000E+00  0.27193E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12698E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23446E-04    789  0.00000E+00      0.000
   18500.0000  0.00000E+00  0.00000E+00  0.18626E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12704E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23669E-04    790  0.00000E+00      0.000
   18620.0000  0.00000E+00  0.00000E+00 -0.48740E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12710E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23669E-04    791  0.00000E+00      0.000
   18740.0000  0.00000E+00  0.00000E+00 -0.12897E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12716E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23669E-04    792  0.00000E+00      0.000
   18860.0000  0.00000E+00  0.00000E+00 -0.30267E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12722E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23669E-04    793  0.00000E+00      0.000
   18980.0000  0.00000E+00  0.00000E+00  0.19433E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12728E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23902E-04    794  0.00000E+00      0.000
   19100.0000  0.00000E+00  0.00000E+00  0.64347E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12734E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23910E-04    795  0.00000E+00      0.000
   19220.0000  0.00000E+00  0.00000E+00 -0.70381E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12740E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23910E-04    796  0.00000E+00      0.000
   19340.0000  0.00000E+00  0.00000E+00 -0.21590E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12746E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.23910E-04    797  0.00000E+00      0.000
   19460.0000  0.00000E+00  0.00000E+00  0.23053E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12752E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24187E-04    798  0.00000E+00      0.000
   19580.0000  0.00000E+00  0.00000E+00  0.21344E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12758E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24443E-04    799  0.00000E+00      0.000
   19700.0000  0.00000E+00  0.00000E+00 -0.27222E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12764E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24443E-04    800  0.00000E+00      0.000
   19820.0000  0.00000E+00  0.00000E+00 -0.11326E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12770E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24443E-04    801  0.00000E+00      0.000
   19940.0000  0.00000E+00  0.00000E+00 -0.26151E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12775E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24443E-04    802  0.00000E+00      0.000
   20060.0000  0.00000E+00  0.00000E+00  0.24433E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12781E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24736E-04    803  0.00000E+00      0.000
   20180.0000  0.00000E+00  0.00000E+00  0.21223E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12787E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.24991E-04    804  0.00000E+00      0.000
   20300.0000  0.00000E+00  0.00000E+00  0.30903E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12792E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25028E-04    805  0.00000E+00      0.000
   20420.0000  0.00000E+00  0.00000E+00 -0.10741E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12798E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25028E-04    806  0.00000E+00      0.000
   20540.0000  0.00000E+00  0.00000E+00 -0.19631E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12804E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25028E-04    807  0.00000E+00      0.000
   20660.0000  0.00000E+00  0.00000E+00  0.27009E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12809E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25352E-04    808  0.00000E+00      0.000
   20780.0000  0.00000E+00  0.00000E+00  0.17320E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12815E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25560E-04    809  0.00000E+00      0.000
   20900.0000  0.00000E+00  0.00000E+00  0.20202E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12820E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25584E-04    810  0.00000E+00      0.000
   21020.0000  0.00000E+00  0.00000E+00 -0.11457E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12826E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25584E-04    811  0.00000E+00      0.000
   21140.0000  0.00000E+00  0.00000E+00 -0.30552E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12831E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25584E-04    812  0.00000E+00      0.000
   21260.0000  0.00000E+00  0.00000E+00  0.32661E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12836E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25976E-04    813  0.00000E+00      0.000
   21380.0000  0.00000E+00  0.00000E+00  0.19610E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12842E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26211E-04    814  0.00000E+00      0.000
   21500.0000  0.00000E+00  0.00000E+00  0.40558E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12847E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26260E-04    815  0.00000E+00      0.000
   21620.0000  0.00000E+00  0.00000E+00 -0.96918E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12852E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26260E-04    816  0.00000E+00      0.000
   21740.0000  0.00000E+00  0.00000E+00 -0.15355E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12858E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26260E-04    817  0.00000E+00      0.000
   21860.0000  0.00000E+00  0.00000E+00 -0.24778E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12863E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26260E-04    818  0.00000E+00      0.000
   21980.0000  0.00000E+00  0.00000E+00  0.26977E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12868E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26584E-04    819  0.00000E+00      0.000
   22100.0000  0.00000E+00  0.00000E+00  0.68317E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12873E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26666E-04    820  0.00000E+00      0.000
   22220.0000  0.00000E+00  0.00000E+00 -0.46512E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12878E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26666E-04    821  0.00000E+00      0.000
   22340.0000  0.00000E+00  0.00000E+00 -0.20516E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12884E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26666E-04    822  0.00000E+00      0.000
   22460.0000  0.00000E+00  0.00000E+00 -0.21500E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12889E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.26666E-04    823  0.00000E+00      0.000
   22580.0000  0.00000E+00  0.00000E+00  0.28890E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12894E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27012E-04    824  0.00000E+00      0.000
   22700.0000  0.00000E+00  0.00000E+00  0.15947E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12899E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27204E-04    825  0.00000E+00      0.000
   22820.0000  0.00000E+00  0.00000E+00  0.79649E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12904E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27299E-04    826  0.00000E+00      0.000
   22940.0000  0.00000E+00  0.00000E+00 -0.43866E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12909E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27299E-04    827  0.00000E+00      0.000
   23060.0000  0.00000E+00  0.00000E+00 -0.10552E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.12914E+02  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27299E-04    828  0.00000E+00      0.000
