 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16. 4.    Time:  19:43:53
 Units: L = cm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]
     112.0000  0.00000E+00  0.00000E+00 -0.15874E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.34928E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.46313E+01  0.34928E+01  0.00000E+00    259  0.00000E+00      0.000
     113.1429  0.00000E+00  0.00000E+00 -0.15794E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.35108E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.46494E+01  0.35108E+01  0.00000E+00    260  0.00000E+00      0.000
     113.9048  0.00000E+00  0.00000E+00 -0.15741E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.35228E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.46614E+01  0.35228E+01  0.00000E+00    261  0.00000E+00      0.000
     114.6667  0.00000E+00  0.00000E+00 -0.15688E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.35347E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.46733E+01  0.35347E+01  0.00000E+00    262  0.00000E+00      0.000
     115.7333  0.00000E+00  0.00000E+00 -0.15615E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.35514E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.46900E+01  0.35514E+01  0.00000E+00    263  0.00000E+00      0.000
     116.8000  0.00000E+00  0.00000E+00 -0.15544E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.35680E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.47066E+01  0.35680E+01  0.00000E+00    264  0.00000E+00      0.000
     117.8667  0.00000E+00  0.00000E+00 -0.15474E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.35845E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.47231E+01  0.35845E+01  0.00000E+00    265  0.00000E+00      0.000
     118.9333  0.00000E+00  0.00000E+00 -0.15406E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.36009E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.47395E+01  0.36009E+01  0.00000E+00    266  0.00000E+00      0.000
     120.0000  0.00000E+00  0.00000E+00 -0.15337E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.36173E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.47559E+01  0.36173E+01  0.00000E+00    267  0.00000E+00      0.000
     121.0000  0.00000E+00  0.00000E+00 -0.15271E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.36326E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.47711E+01  0.36326E+01  0.00000E+00    268  0.00000E+00      0.000
     122.3333  0.00000E+00  0.00000E+00 -0.15186E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.36528E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.47914E+01  0.36528E+01  0.00000E+00    269  0.00000E+00      0.000
     123.6667  0.00000E+00  0.00000E+00 -0.15102E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.36729E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.48115E+01  0.36729E+01  0.00000E+00    270  0.00000E+00      0.000
     125.0000  0.00000E+00  0.00000E+00 -0.15021E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.36930E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.48316E+01  0.36930E+01  0.00000E+00    271  0.00000E+00      0.000
     126.0000  0.00000E+00  0.00000E+00 -0.14961E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37079E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.48465E+01  0.37079E+01  0.00000E+00    272  0.00000E+00      0.000
     127.0000  0.00000E+00  0.00000E+00 -0.14902E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37228E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.48614E+01  0.37228E+01  0.00000E+00    273  0.00000E+00      0.000
     128.0000  0.00000E+00  0.00000E+00 -0.14845E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37377E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.48763E+01  0.37377E+01  0.00000E+00    274  0.00000E+00      0.000
     129.0000  0.00000E+00  0.00000E+00 -0.14788E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37525E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.48910E+01  0.37525E+01  0.00000E+00    275  0.00000E+00      0.000
     130.0000  0.00000E+00  0.00000E+00 -0.14730E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37672E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.49058E+01  0.37672E+01  0.00000E+00    276  0.00000E+00      0.000
     131.5000  0.00000E+00  0.00000E+00 -0.14645E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37892E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.49277E+01  0.37892E+01  0.00000E+00    277  0.00000E+00      0.000
     133.0000  0.00000E+00  0.00000E+00 -0.14560E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38110E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.49496E+01  0.38110E+01  0.00000E+00    278  0.00000E+00      0.000
     133.8571  0.00000E+00  0.00000E+00 -0.14513E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38234E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.49620E+01  0.38234E+01  0.00000E+00    279  0.00000E+00      0.000
     134.7143  0.00000E+00  0.00000E+00 -0.14465E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38358E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.49744E+01  0.38358E+01  0.00000E+00    280  0.00000E+00      0.000
     135.7857  0.00000E+00  0.00000E+00 -0.14405E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38513E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.49899E+01  0.38513E+01  0.00000E+00    281  0.00000E+00      0.000
     136.8571  0.00000E+00  0.00000E+00 -0.14348E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38666E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50052E+01  0.38666E+01  0.00000E+00    282  0.00000E+00      0.000
     137.9286  0.00000E+00  0.00000E+00 -0.14293E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38820E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50205E+01  0.38820E+01  0.00000E+00    283  0.00000E+00      0.000
     139.0000  0.00000E+00  0.00000E+00 -0.14240E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.38972E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50358E+01  0.38972E+01  0.00000E+00    284  0.00000E+00      0.000
     139.7500  0.00000E+00  0.00000E+00 -0.14203E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.39079E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50465E+01  0.39079E+01  0.00000E+00    285  0.00000E+00      0.000
     140.8750  0.00000E+00  0.00000E+00 -0.14147E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.39238E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50624E+01  0.39238E+01  0.00000E+00    286  0.00000E+00      0.000
     142.0000  0.00000E+00  0.00000E+00 -0.14091E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.39396E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50782E+01  0.39396E+01  0.00000E+00    287  0.00000E+00      0.000
     143.0259  0.00000E+00  0.00000E+00 -0.14040E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.39540E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.50926E+01  0.39540E+01  0.00000E+00    288  0.00000E+00      0.000
     144.3233  0.00000E+00  0.00000E+00 -0.13975E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.39722E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.51108E+01  0.39722E+01  0.00000E+00    289  0.00000E+00      0.000
     145.9914  0.00000E+00  0.00000E+00 -0.13892E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.39953E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.51339E+01  0.39953E+01  0.00000E+00    290  0.00000E+00      0.000
     147.2425  0.00000E+00  0.00000E+00 -0.13830E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.40126E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.51512E+01  0.40126E+01  0.00000E+00    291  0.00000E+00      0.000
     148.4936  0.00000E+00  0.00000E+00 -0.13770E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.40299E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.51685E+01  0.40299E+01  0.00000E+00    292  0.00000E+00      0.000
     149.7446  0.00000E+00  0.00000E+00 -0.13711E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.40470E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.51856E+01  0.40470E+01  0.00000E+00    293  0.00000E+00      0.000
     150.9957  0.00000E+00  0.00000E+00 -0.13653E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.40641E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.52027E+01  0.40641E+01  0.00000E+00    294  0.00000E+00      0.000
     152.2468  0.00000E+00  0.00000E+00 -0.13596E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.40811E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.52197E+01  0.40811E+01  0.00000E+00    295  0.00000E+00      0.000
     153.4979  0.00000E+00  0.00000E+00 -0.13541E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.40981E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.52366E+01  0.40981E+01  0.00000E+00    296  0.00000E+00      0.000
     154.7489  0.00000E+00  0.00000E+00 -0.13488E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.41149E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.52535E+01  0.41149E+01  0.00000E+00    297  0.00000E+00      0.000
     156.0000  0.00000E+00  0.00000E+00 -0.13437E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.41317E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.52703E+01  0.41317E+01  0.00000E+00    298  0.00000E+00      0.000
     157.2137  0.00000E+00  0.00000E+00 -0.13388E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.41480E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.52866E+01  0.41480E+01  0.00000E+00    299  0.00000E+00      0.000
     158.4273  0.00000E+00  0.00000E+00 -0.13339E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.41642E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.53028E+01  0.41642E+01  0.00000E+00    300  0.00000E+00      0.000
     160.0051  0.00000E+00  0.00000E+00 -0.13277E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.41851E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.53237E+01  0.41851E+01  0.00000E+00    301  0.00000E+00      0.000
     161.6046  0.00000E+00  0.00000E+00 -0.13212E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.42063E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.53449E+01  0.42063E+01  0.00000E+00    302  0.00000E+00      0.000
     163.2040  0.00000E+00  0.00000E+00 -0.13145E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.42273E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.53659E+01  0.42273E+01  0.00000E+00    303  0.00000E+00      0.000
     164.8035  0.00000E+00  0.00000E+00 -0.13076E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.42482E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.53868E+01  0.42482E+01  0.00000E+00    304  0.00000E+00      0.000
     166.4030  0.00000E+00  0.00000E+00 -0.13008E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.42690E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.54076E+01  0.42690E+01  0.00000E+00    305  0.00000E+00      0.000
     167.4694  0.00000E+00  0.00000E+00 -0.12964E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.42828E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.54214E+01  0.42828E+01  0.00000E+00    306  0.00000E+00      0.000
     168.8911  0.00000E+00  0.00000E+00 -0.12907E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.43012E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.54398E+01  0.43012E+01  0.00000E+00    307  0.00000E+00      0.000
     170.3129  0.00000E+00  0.00000E+00 -0.12852E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.43195E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.54580E+01  0.43195E+01  0.00000E+00    308  0.00000E+00      0.000
     171.7347  0.00000E+00  0.00000E+00 -0.12800E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.43377E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.54762E+01  0.43377E+01  0.00000E+00    309  0.00000E+00      0.000
     173.8673  0.00000E+00  0.00000E+00 -0.12723E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.43648E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55034E+01  0.43648E+01  0.00000E+00    310  0.00000E+00      0.000
     174.9337  0.00000E+00  0.00000E+00 -0.12685E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.43783E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55169E+01  0.43783E+01  0.00000E+00    311  0.00000E+00      0.000
     176.0000  0.00000E+00  0.00000E+00 -0.12647E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.43918E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55304E+01  0.43918E+01  0.00000E+00    312  0.00000E+00      0.000
     177.5000  0.00000E+00  0.00000E+00 -0.12595E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.44107E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55493E+01  0.44107E+01  0.00000E+00    313  0.00000E+00      0.000
     179.0000  0.00000E+00  0.00000E+00 -0.12545E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.44295E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55681E+01  0.44295E+01  0.00000E+00    314  0.00000E+00      0.000
     180.0000  0.00000E+00  0.00000E+00 -0.12511E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.44420E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55806E+01  0.44420E+01  0.00000E+00    315  0.00000E+00      0.000
     181.2000  0.00000E+00  0.00000E+00 -0.12472E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.44570E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.55956E+01  0.44570E+01  0.00000E+00    316  0.00000E+00      0.000
     182.4000  0.00000E+00  0.00000E+00 -0.12432E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.44719E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.56105E+01  0.44719E+01  0.00000E+00    317  0.00000E+00      0.000
     184.2000  0.00000E+00  0.00000E+00 -0.12369E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.44942E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.56328E+01  0.44942E+01  0.00000E+00    318  0.00000E+00      0.000
     186.0000  0.00000E+00  0.00000E+00 -0.12308E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.45163E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.56549E+01  0.45163E+01  0.00000E+00    319  0.00000E+00      0.000
     188.0000  0.00000E+00  0.00000E+00 -0.12239E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.45408E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.56794E+01  0.45408E+01  0.00000E+00    320  0.00000E+00      0.000
     190.0000  0.00000E+00  0.00000E+00 -0.12169E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.45651E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57037E+01  0.45651E+01  0.00000E+00    321  0.00000E+00      0.000
     191.2000  0.00000E+00  0.00000E+00 -0.12129E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.45797E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57183E+01  0.45797E+01  0.00000E+00    322  0.00000E+00      0.000
     192.4000  0.00000E+00  0.00000E+00 -0.12089E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.45942E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57328E+01  0.45942E+01  0.00000E+00    323  0.00000E+00      0.000
     193.6000  0.00000E+00  0.00000E+00 -0.12050E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.46087E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57473E+01  0.46087E+01  0.00000E+00    324  0.00000E+00      0.000
     194.8000  0.00000E+00  0.00000E+00 -0.12012E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.46231E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57617E+01  0.46231E+01  0.00000E+00    325  0.00000E+00      0.000
     196.0000  0.00000E+00  0.00000E+00 -0.11976E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.46374E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57760E+01  0.46374E+01  0.00000E+00    326  0.00000E+00      0.000
     197.6000  0.00000E+00  0.00000E+00 -0.11929E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.46565E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.57951E+01  0.46565E+01  0.00000E+00    327  0.00000E+00      0.000
     199.2000  0.00000E+00  0.00000E+00 -0.11883E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.46755E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.58141E+01  0.46755E+01  0.00000E+00    328  0.00000E+00      0.000
     200.8000  0.00000E+00  0.00000E+00 -0.11838E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.46945E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.58331E+01  0.46945E+01  0.00000E+00    329  0.00000E+00      0.000
     202.4000  0.00000E+00  0.00000E+00 -0.11793E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.47134E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.58519E+01  0.47134E+01  0.00000E+00    330  0.00000E+00      0.000
     204.0000  0.00000E+00  0.00000E+00 -0.11748E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.47322E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.58707E+01  0.47322E+01  0.00000E+00    331  0.00000E+00      0.000
     205.6000  0.00000E+00  0.00000E+00 -0.11703E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.47509E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.58895E+01  0.47509E+01  0.00000E+00    332  0.00000E+00      0.000
     207.2000  0.00000E+00  0.00000E+00 -0.11656E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.47695E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.59081E+01  0.47695E+01  0.00000E+00    333  0.00000E+00      0.000
     208.8000  0.00000E+00  0.00000E+00 -0.11610E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.47881E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.59267E+01  0.47881E+01  0.00000E+00    334  0.00000E+00      0.000
     210.4000  0.00000E+00  0.00000E+00 -0.11565E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.48066E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.59452E+01  0.48066E+01  0.00000E+00    335  0.00000E+00      0.000
     212.0000  0.00000E+00  0.00000E+00 -0.11521E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.48250E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.59636E+01  0.48250E+01  0.00000E+00    336  0.00000E+00      0.000
     213.0819  0.00000E+00  0.00000E+00 -0.11491E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.48375E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.59761E+01  0.48375E+01  0.00000E+00    337  0.00000E+00      0.000
     214.1639  0.00000E+00  0.00000E+00 -0.11461E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.48499E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.59885E+01  0.48499E+01  0.00000E+00    338  0.00000E+00      0.000
     215.5184  0.00000E+00  0.00000E+00 -0.11424E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.48653E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.60039E+01  0.48653E+01  0.00000E+00    339  0.00000E+00      0.000
     216.8729  0.00000E+00  0.00000E+00 -0.11389E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.48808E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.60194E+01  0.48808E+01  0.00000E+00    340  0.00000E+00      0.000
