 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]
        .01000   .342E+03  -.165E-18   .342E+01  -.165E-20   .000E+00   .000E+00   .289E+01   .000E+00   .192E-19   .000E+00   .000E+00   .363E-02       1
        .02300   .342E+03  -.519E-16   .787E+01  -.676E-18   .000E+00   .000E+00   .603E+01   .000E+00   .605E-17   .000E+00   .000E+00   .191E-01       2
        .04000   .342E+03  -.829E-14   .137E+02  -.142E-15   .000E+00   .000E+00   .930E+01   .000E+00   .963E-15   .000E+00   .000E+00   .577E-01       3
        .06200   .342E+03  -.784E-12   .212E+02  -.174E-13   .000E+00   .000E+00   .124E+02   .000E+00   .907E-13   .000E+00   .000E+00   .138E+00       4
        .09100   .342E+03  -.592E-10   .311E+02  -.173E-11   .000E+00   .000E+00   .152E+02   .000E+00   .683E-11   .000E+00   .000E+00   .296E+00       5
        .12800   .342E+03  -.284E-08   .438E+02  -.107E-09   .000E+00   .000E+00   .173E+02   .000E+00   .326E-09   .000E+00   .000E+00   .582E+00       6
        .17500   .342E+03  -.995E-07   .599E+02  -.478E-08   .000E+00   .000E+00   .187E+02   .000E+00   .113E-07   .000E+00   .000E+00   .108E+01       7
        .24000   .342E+03  -.391E-05   .821E+02  -.259E-06   .000E+00   .000E+00   .194E+02   .000E+00   .446E-06   .000E+00   .000E+00   .201E+01       8
        .32700   .342E+03  -.117E-03   .112E+03  -.104E-04   .000E+00   .000E+00   .196E+02   .000E+00   .132E-04   .000E+00   .000E+00   .367E+01       9
        .41300   .342E+03  -.115E-02   .141E+03  -.109E-03   .000E+00   .000E+00   .197E+02   .000E+00   .121E-03   .000E+00   .000E+00   .577E+01      10
        .50000   .342E+03  -.719E-02   .171E+03  -.735E-03   .000E+00   .000E+00   .197E+02   .000E+00   .719E-03   .000E+00   .000E+00   .833E+01      11
        .56250   .342E+03  -.239E-01   .192E+03  -.223E-02   .000E+00   .000E+00   .198E+02   .000E+00   .207E-02   .000E+00   .000E+00   .104E+02      12
        .62500   .342E+03  -.634E-01   .214E+03  -.619E-02   .000E+00   .000E+00   .198E+02   .000E+00   .535E-02   .000E+00   .000E+00   .127E+02      13
        .68750   .342E+03  -.153E+00   .235E+03  -.158E-01   .000E+00   .000E+00   .198E+02   .000E+00   .125E-01   .000E+00   .000E+00   .153E+02      14
        .75000   .342E+03  -.338E+00   .257E+03  -.369E-01   .000E+00   .000E+00   .198E+02   .000E+00   .270E-01   .000E+00   .000E+00   .180E+02      15
        .81250   .342E+03  -.690E+00   .278E+03  -.800E-01   .000E+00   .000E+00   .198E+02   .000E+00   .537E-01   .000E+00   .000E+00   .209E+02      16
        .87500   .342E+03  -.131E+01   .299E+03  -.162E+00   .000E+00   .000E+00   .198E+02   .000E+00   .997E-01   .000E+00   .000E+00   .240E+02      17
        .93750   .342E+03  -.234E+01   .321E+03  -.308E+00   .000E+00   .000E+00   .198E+02   .000E+00   .174E+00   .000E+00   .000E+00   .272E+02      18
       1.00000   .342E+03  -.393E+01   .342E+03  -.554E+00   .000E+00   .000E+00   .198E+02   .000E+00   .286E+00   .000E+00   .000E+00   .307E+02      19
       1.06250   .342E+03  -.628E+01   .364E+03  -.946E+00   .000E+00   .000E+00   .198E+02   .000E+00   .448E+00   .000E+00   .000E+00   .343E+02      20
       1.12500   .342E+03  -.955E+01   .385E+03  -.154E+01   .000E+00   .000E+00   .198E+02   .000E+00   .669E+00   .000E+00   .000E+00   .381E+02      21
       1.18750   .342E+03  -.139E+02   .406E+03  -.241E+01   .000E+00   .000E+00   .198E+02   .000E+00   .959E+00   .000E+00   .000E+00   .420E+02      22
       1.25000   .342E+03  -.195E+02   .428E+03  -.363E+01   .000E+00   .000E+00   .198E+02   .000E+00   .132E+01   .000E+00   .000E+00   .460E+02      23
       1.31250   .342E+03  -.264E+02   .449E+03  -.529E+01   .000E+00   .000E+00   .198E+02   .000E+00   .177E+01   .000E+00   .000E+00   .502E+02      24
       1.37500   .342E+03  -.347E+02   .470E+03  -.745E+01   .000E+00   .000E+00   .198E+02   .000E+00   .229E+01   .000E+00   .000E+00   .545E+02      25
       1.43750   .342E+03  -.442E+02   .492E+03  -.102E+02   .000E+00   .000E+00   .198E+02   .000E+00   .288E+01   .000E+00   .000E+00   .590E+02      26
       1.50000   .342E+03  -.549E+02   .513E+03  -.136E+02   .000E+00   .000E+00   .198E+02   .000E+00   .354E+01   .000E+00   .000E+00   .635E+02      27
       1.56250   .342E+03  -.665E+02   .535E+03  -.178E+02   .000E+00   .000E+00   .198E+02   .000E+00   .424E+01   .000E+00   .000E+00   .681E+02      28
       1.62500   .342E+03  -.790E+02   .556E+03  -.227E+02   .000E+00   .000E+00   .198E+02   .000E+00   .499E+01   .000E+00   .000E+00   .729E+02      29
       1.68750   .342E+03  -.920E+02   .577E+03  -.285E+02   .000E+00   .000E+00   .198E+02   .000E+00   .576E+01   .000E+00   .000E+00   .776E+02      30
       1.75000   .342E+03  -.105E+03   .599E+03  -.351E+02   .000E+00   .000E+00   .198E+02   .000E+00   .654E+01   .000E+00   .000E+00   .825E+02      31
