        soln	      dist_x	        time	          pH	          pe	          Cl	
          42	         -20	           0	           7	      11.425	 0.0000e+000	
          42	         -20	        0.25	           7	      11.431	 8.9584e-014	
          42	         -20	         0.5	     6.99963	     11.9275	 1.6838e-010	
          42	         -20	        0.75	     6.98908	     12.3059	 5.0350e-009	
          42	         -20	           1	     6.91604	     12.6011	 3.8940e-008	
          42	         -20	        1.25	      6.6708	     13.0042	 1.6669e-007	
          42	         -20	         1.5	     6.30958	      13.478	 4.7032e-007	
          42	         -20	        1.75	     5.97725	     13.8971	 1.0456e-006	
          42	         -20	           2	      5.7021	     14.2418	 1.9840e-006	
          42	         -20	        2.25	     5.47393	     14.5272	 3.3623e-006	
          42	         -20	         2.5	     5.28173	     14.7676	 5.2394e-006	
          42	         -20	        2.75	     5.11733	     14.9731	 7.6559e-006	
          42	         -20	           3	     4.97483	     15.1514	 1.0636e-005	
          42	         -20	        3.25	     4.84988	     15.3076	 1.4191e-005	
          42	         -20	         3.5	     4.73925	      15.446	 1.8319e-005	
          42	         -20	        3.75	     4.64047	     15.5695	 2.3011e-005	
          42	         -20	           4	     4.55163	     15.6806	 2.8251e-005	
          42	         -20	        4.25	     4.47121	     15.7812	 3.4018e-005	
          42	         -20	         4.5	     4.39801	     15.8728	 4.0286e-005	
          42	         -20	        4.75	     4.33105	     15.9565	 4.7030e-005	
          42	         -20	           5	     4.26952	     16.0335	 5.4219e-005	
          42	         -20	        5.25	     4.21275	     16.1045	 6.1825e-005	
          42	         -20	         5.5	     4.16019	     16.1703	 6.9817e-005	
          42	         -20	        5.75	     4.11137	     16.2314	 7.8166e-005	
          42	         -20	           6	     4.06588	     16.2883	 8.6843e-005	
          42	         -20	        6.25	     4.02339	     16.3415	 9.5819e-005	
          42	         -20	         6.5	      3.9836	     16.3913	 1.0507e-004	
          42	         -20	        6.75	     3.94625	      16.438	 1.1456e-004	
          42	         -20	           7	     3.91112	      16.482	 1.2427e-004	
          42	         -20	        7.25	     3.87801	     16.5234	 1.3418e-004	
          42	         -20	         7.5	     3.84675	     16.5625	 1.4426e-004	
          42	         -20	        7.75	     3.81719	     16.5995	 1.5450e-004	
          42	         -20	           8	     3.78919	     16.6346	 1.6486e-004	
          42	         -20	        8.25	     3.76263	     16.6678	 1.7533e-004	
          42	         -20	         8.5	      3.7374	     16.6994	 1.8590e-004	
          42	         -20	        8.75	      3.7134	     16.7295	 1.9654e-004	
          42	         -20	           9	     3.69055	     16.7581	 2.0724e-004	
          42	         -20	        9.25	     3.66877	     16.7853	 2.1799e-004	
          42	         -20	         9.5	     3.64798	     16.8114	 2.2877e-004	
          42	         -20	        9.75	     3.62812	     16.8362	 2.3956e-004	
          42	         -20	          10	     3.60914	       16.86	 2.5036e-004	
          42	         -20	       10.25	     3.59096	     16.8828	 2.6115e-004	
          42	         -20	        10.5	     3.57356	     16.9045	 2.7193e-004	
          42	         -20	       10.75	     3.55687	     16.9254	 2.8267e-004	
          42	         -20	          11	     3.54086	     16.9455	 2.9339e-004	
          42	         -20	       11.25	     3.52549	     16.9647	 3.0405e-004	
          42	         -20	        11.5	     3.51073	     16.9832	 3.1467e-004	
          42	         -20	       11.75	     3.49653	      17.001	 3.2523e-004	
          42	         -20	          12	     3.48288	     17.0181	 3.3572e-004	
          42	         -20	       12.25	     3.46973	     17.0346	 3.4614e-004	
          42	         -20	        12.5	     3.45707	     17.0504	 3.5648e-004	
          42	         -20	       12.75	     3.44487	     17.0657	 3.6674e-004	
          42	         -20	          13	     3.43311	     17.0804	 3.7691e-004	
          42	         -20	       13.25	     3.42177	     17.0947	 3.8699e-004	
          42	         -20	        13.5	     3.41082	     17.1084	 3.9698e-004	
          42	         -20	       13.75	     3.40024	     17.1216	 4.0686e-004	
          42	         -20	          14	     3.39003	     17.1344	 4.1665e-004	
          42	         -20	       14.25	     3.38016	     17.1468	 4.2633e-004	
          42	         -20	        14.5	     3.37062	     17.1587	 4.3591e-004	
          42	         -20	       14.75	     3.36139	     17.1703	 4.4537e-004	
          42	         -20	          15	     3.35246	     17.1815	 4.5473e-004	
          42	         -20	       15.25	     3.34382	     17.1923	 4.6397e-004	
          42	         -20	        15.5	     3.33545	     17.2028	 4.7310e-004	
          42	         -20	       15.75	     3.32735	     17.2129	 4.8212e-004	
