 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .25000   .103E-06  -.100E-06   .257E-07  -.250E-07   .000E+00   .000E+00   .101E-06   .000E+00   .100E-06   .000E+00   .000E+00   .681E-11      17   .1371E-08
        .50000   .103E-06  -.100E-06   .513E-07  -.501E-07   .000E+00   .000E+00   .101E-06   .000E+00   .100E-06   .000E+00   .000E+00   .174E-10      20   .1372E-08
        .75000   .103E-06  -.100E-06   .770E-07  -.751E-07   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .315E-10      22   .1372E-08
       1.00000   .103E-06  -.100E-06   .103E-06  -.100E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .492E-10      24   .1373E-08
       1.25000   .103E-06  -.100E-06   .128E-06  -.125E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .702E-10      25   .1373E-08
       1.50000   .103E-06  -.100E-06   .154E-06  -.150E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .944E-10      26   .1373E-08
       1.75000   .103E-06  -.100E-06   .180E-06  -.175E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .122E-09      27   .1374E-08
       2.00000   .103E-06  -.100E-06   .205E-06  -.200E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .152E-09      28   .1375E-08
       2.25000   .103E-06  -.100E-06   .231E-06  -.226E-06   .000E+00   .000E+00   .102E-06   .000E+00   .100E-06   .000E+00   .000E+00   .185E-09      29   .1375E-08
       2.50000   .103E-06  -.100E-06   .257E-06  -.251E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .220E-09      30   .1376E-08
       2.75000   .103E-06  -.101E-06   .282E-06  -.276E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .258E-09      31   .1376E-08
       3.00000   .103E-06  -.101E-06   .308E-06  -.301E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .298E-09      32   .1377E-08
       3.25000   .103E-06  -.101E-06   .334E-06  -.326E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .341E-09      33   .1378E-08
       3.50000   .103E-06  -.101E-06   .359E-06  -.351E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .385E-09      34   .1378E-08
       3.75000   .103E-06  -.101E-06   .385E-06  -.376E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .430E-09      35   .1378E-08
       4.00000   .103E-06  -.101E-06   .411E-06  -.402E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .477E-09      36   .1379E-08
       4.25000   .103E-06  -.101E-06   .436E-06  -.427E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .526E-09      37   .1380E-08
       4.50000   .103E-06  -.101E-06   .462E-06  -.452E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .576E-09      38   .1381E-08
       4.75000   .103E-06  -.101E-06   .488E-06  -.477E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .626E-09      39   .1382E-08
       5.00000   .103E-06  -.101E-06   .513E-06  -.503E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .678E-09      40   .1384E-08
       5.25000   .103E-06  -.101E-06   .539E-06  -.528E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .731E-09      41   .1387E-08
       5.50000   .103E-06  -.101E-06   .565E-06  -.553E-06   .000E+00   .000E+00   .102E-06   .000E+00   .101E-06   .000E+00   .000E+00   .784E-09      42   .1389E-08
