        soln	      dist_x	        time	          pH	          pe	          Cl	
          21	         -20	           0	           7	      11.425	 0.0000e+000	
          21	         -20	        0.25	     6.99993	     11.7514	 3.2022e-011	
          21	         -20	         0.5	     6.94377	     12.5294	 2.5990e-008	
          21	         -20	        0.75	     6.30327	      13.486	 4.7780e-007	
          21	         -20	           1	     5.58876	     14.3836	 2.5788e-006	
          21	         -20	        1.25	     5.10665	     14.9865	 7.8469e-006	
          21	         -20	         1.5	     4.76956	     15.4081	 1.7081e-005	
          21	         -20	        1.75	     4.51902	     15.7214	 3.0461e-005	
          21	         -20	           2	     4.32553	     15.9634	 4.7634e-005	
          21	         -20	        2.25	     4.17174	     16.1558	 6.7976e-005	
          21	         -20	         2.5	     4.04667	     16.3123	 9.0793e-005	
          21	         -20	        2.75	     3.94301	     16.4421	 1.1542e-004	
          21	         -20	           3	     3.85574	     16.5513	 1.4129e-004	
          21	         -20	        3.25	     3.78131	     16.6444	 1.6790e-004	
          21	         -20	         3.5	     3.71711	     16.7248	 1.9486e-004	
          21	         -20	        3.75	     3.66121	     16.7948	 2.2185e-004	
          21	         -20	           4	     3.61213	     16.8562	 2.4862e-004	
          21	         -20	        4.25	     3.56873	     16.9106	 2.7499e-004	
          21	         -20	         4.5	     3.53011	      16.959	 3.0081e-004	
          21	         -20	        4.75	     3.49554	     17.0023	 3.2598e-004	
          21	         -20	           5	     3.46445	     17.0412	 3.5042e-004	
          21	         -20	        5.25	     3.43635	     17.0764	 3.7408e-004	
          21	         -20	         5.5	     3.41086	     17.1083	 3.9694e-004	
          21	         -20	        5.75	     3.38764	     17.1374	 4.1898e-004	
          21	         -20	           6	     3.36643	      17.164	 4.4018e-004	
          21	         -20	        6.25	     3.34698	     17.1883	 4.6057e-004	
          21	         -20	         6.5	      3.3291	     17.2107	 4.8015e-004	
          21	         -20	        6.75	     3.31263	     17.2314	 4.9893e-004	
          21	         -20	           7	      3.2974	     17.2505	 5.1695e-004	
          21	         -20	        7.25	      3.2833	     17.2681	 5.3421e-004	
          21	         -20	         7.5	     3.27021	     17.2845	 5.5076e-004	
          21	         -20	        7.75	     3.25804	     17.2998	 5.6661e-004	
          21	         -20	           8	      3.2467	      17.314	 5.8178e-004	
          21	         -20	        8.25	     3.23612	     17.3273	 5.9632e-004	
          21	         -20	         8.5	     3.22622	     17.3397	 6.1024e-004	
          21	         -20	        8.75	     3.21695	     17.3513	 6.2357e-004	
          21	         -20	           9	     3.20826	     17.3622	 6.3634e-004	
          21	         -20	        9.25	      3.2001	     17.3724	 6.4857e-004	
          21	         -20	         9.5	     3.19243	      17.382	 6.6029e-004	
          21	         -20	        9.75	      3.1852	     17.3911	 6.7152e-004	
          21	         -20	          10	     3.17838	     17.3996	 6.8228e-004	
          21	         -20	       10.25	     3.17195	     17.4077	 6.9260e-004	
          21	         -20	        10.5	     3.16588	     17.4153	 7.0249e-004	
          21	         -20	       10.75	     3.16013	     17.4225	 7.1197e-004	
          21	         -20	          11	     3.15469	     17.4293	 7.2108e-004	
          21	         -20	       11.25	     3.14953	     17.4358	 7.2981e-004	
          21	         -20	        11.5	     3.14464	     17.4419	 7.3819e-004	
          21	         -20	       11.75	     3.13999	     17.4477	 7.4624e-004	
          21	         -20	          12	     3.13557	     17.4533	 7.5398e-004	
          21	         -20	       12.25	     3.13137	     17.4585	 7.6141e-004	
          21	         -20	        12.5	     3.12738	     17.4636	 7.6855e-004	
          21	         -20	       12.75	     3.12357	     17.4683	 7.7541e-004	
          21	         -20	          13	     3.11994	     17.4729	 7.8202e-004	
          21	         -20	       13.25	     3.11647	     17.4772	 7.8837e-004	
          21	         -20	        13.5	     3.11316	     17.4814	 7.9448e-004	
          21	         -20	       13.75	        3.11	     17.4853	 8.0037e-004	
          21	         -20	          14	     3.10698	     17.4891	 8.0604e-004	
          21	         -20	       14.25	     3.10409	     17.4927	 8.1150e-004	
          21	         -20	        14.5	     3.10132	     17.4962	 8.1676e-004	
          21	         -20	       14.75	     3.09867	     17.4995	 8.2184e-004	
          21	         -20	          15	     3.09613	     17.5027	 8.2673e-004	
          21	         -20	       15.25	     3.09369	     17.5058	 8.3145e-004	
          21	         -20	        15.5	     3.09136	     17.5087	 8.3600e-004	
          21	         -20	       15.75	     3.08911	     17.5115	 8.4040e-004	
          21	         -20	          16	     3.08695	     17.5142	 8.4465e-004	
          21	         -20	       16.25	     3.08488	     17.5168	 8.4875e-004	
          21	         -20	        16.5	     3.08289	     17.5193	 8.5271e-004	
          21	         -20	       16.75	     3.08097	     17.5217	 8.5654e-004	
          21	         -20	          17	     3.07912	      17.524	 8.6025e-004	
          21	         -20	       17.25	     3.07734	     17.5263	 8.6383e-004	
          21	         -20	        17.5	     3.07563	     17.5284	 8.6729e-004	
          21	         -20	       17.75	     3.07398	     17.5305	 8.7065e-004	
          21	         -20	          18	     3.07238	     17.5325	 8.7390e-004	
