 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .25000   .205E-06  -.200E-06   .513E-07  -.500E-07   .000E+00   .000E+00   .202E-06   .000E+00   .200E-06   .000E+00   .000E+00   .368E-11      17  -.5284E-10
        .50000   .205E-06  -.200E-06   .103E-06  -.100E-06   .000E+00   .000E+00   .202E-06   .000E+00   .200E-06   .000E+00   .000E+00   .150E-10      20  -.5172E-10
        .75000   .205E-06  -.200E-06   .154E-06  -.150E-06   .000E+00   .000E+00   .202E-06   .000E+00   .200E-06   .000E+00   .000E+00   .336E-10      22  -.5063E-10
       1.00000   .205E-06  -.200E-06   .205E-06  -.200E-06   .000E+00   .000E+00   .203E-06   .000E+00   .200E-06   .000E+00   .000E+00   .594E-10      24  -.4963E-10
       1.25000   .205E-06  -.200E-06   .256E-06  -.250E-06   .000E+00   .000E+00   .203E-06   .000E+00   .200E-06   .000E+00   .000E+00   .920E-10      25  -.4894E-10
       1.50000   .205E-06  -.200E-06   .308E-06  -.300E-06   .000E+00   .000E+00   .203E-06   .000E+00   .200E-06   .000E+00   .000E+00   .131E-09      26  -.4809E-10
       1.75000   .205E-06  -.200E-06   .359E-06  -.350E-06   .000E+00   .000E+00   .203E-06   .000E+00   .200E-06   .000E+00   .000E+00   .177E-09      27  -.4703E-10
       2.00000   .205E-06  -.200E-06   .410E-06  -.400E-06   .000E+00   .000E+00   .203E-06   .000E+00   .200E-06   .000E+00   .000E+00   .229E-09      28  -.4588E-10
       2.25000   .205E-06  -.200E-06   .462E-06  -.451E-06   .000E+00   .000E+00   .203E-06   .000E+00   .201E-06   .000E+00   .000E+00   .287E-09      29  -.4449E-10
       2.50000   .205E-06  -.201E-06   .513E-06  -.501E-06   .000E+00   .000E+00   .203E-06   .000E+00   .201E-06   .000E+00   .000E+00   .350E-09      30  -.4362E-10
       2.75000   .205E-06  -.201E-06   .564E-06  -.551E-06   .000E+00   .000E+00   .204E-06   .000E+00   .201E-06   .000E+00   .000E+00   .419E-09      31  -.4256E-10
       3.00000   .205E-06  -.201E-06   .616E-06  -.601E-06   .000E+00   .000E+00   .204E-06   .000E+00   .201E-06   .000E+00   .000E+00   .492E-09      32  -.4134E-10
       3.25000   .205E-06  -.201E-06   .667E-06  -.651E-06   .000E+00   .000E+00   .204E-06   .000E+00   .201E-06   .000E+00   .000E+00   .570E-09      33  -.3937E-10
       3.50000   .205E-06  -.201E-06   .718E-06  -.702E-06   .000E+00   .000E+00   .204E-06   .000E+00   .201E-06   .000E+00   .000E+00   .652E-09      34  -.3857E-10
       3.75000   .205E-06  -.201E-06   .769E-06  -.752E-06   .000E+00   .000E+00   .204E-06   .000E+00   .201E-06   .000E+00   .000E+00   .738E-09      35  -.3821E-10
       4.00000   .205E-06  -.201E-06   .821E-06  -.802E-06   .000E+00   .000E+00   .204E-06   .000E+00   .201E-06   .000E+00   .000E+00   .828E-09      36  -.3683E-10
       4.25000   .205E-06  -.201E-06   .872E-06  -.853E-06   .000E+00   .000E+00   .204E-06   .000E+00   .202E-06   .000E+00   .000E+00   .920E-09      37  -.3580E-10
       4.50000   .205E-06  -.202E-06   .923E-06  -.903E-06   .000E+00   .000E+00   .204E-06   .000E+00   .202E-06   .000E+00   .000E+00   .102E-08      38  -.3267E-10
       4.75000   .205E-06  -.202E-06   .975E-06  -.953E-06   .000E+00   .000E+00   .204E-06   .000E+00   .202E-06   .000E+00   .000E+00   .111E-08      39  -.3048E-10
