Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -1.800000e+002  1.000000e+000  1.000000e+000
   73    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1  0.000000e+000  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -2.500000e+000  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -5.000000e+000  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -7.500000e+000  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -1.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -1.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -1.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -1.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -2.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -2.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -2.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -2.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -3.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -3.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -3.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -3.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -4.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -4.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -4.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -4.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -5.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -5.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -5.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -5.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -6.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -6.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -6.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -6.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -7.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -7.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -7.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -7.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -8.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -8.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -8.500000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -8.750000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -9.000000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -9.250000e+001  3.420000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
