 ******* Program HYDRUS
 ******* Upward infiltration with bottom tension                                
  
 Date:  15. 7.    Time:  10:27:29
 Units: L = cm   , T = sec  , M = mmol 



                             Node(  1)                      Node(  9)                      Node( 20)                      Node( 26)

       time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
      3127.500    -750.300   .1337     .000       -72.380   .3045     .000       -21.243   .3912     .000       -13.094   .4078     .000
      3150.000    -750.296   .1337     .000       -71.128   .3061     .000       -21.122   .3915     .000       -13.039   .4079     .000
      3172.500    -750.290   .1337     .000       -69.915   .3078     .000       -21.004   .3917     .000       -12.985   .4080     .000
      3195.000    -750.281   .1337     .000       -68.721   .3093     .000       -20.887   .3920     .000       -12.931   .4081     .000
      3217.500    -750.269   .1337     .000       -67.537   .3109     .000       -20.773   .3922     .000       -12.878   .4082     .000
      3240.000    -750.251   .1337     .000       -66.372   .3125     .000       -20.661   .3924     .000       -12.826   .4083     .000
      3262.500    -750.225   .1337     .000       -65.231   .3140     .000       -20.549   .3927     .000       -12.775   .4084     .000
      3290.630    -750.176   .1337     .000       -63.838   .3158     .000       -20.411   .3930     .000       -12.711   .4085     .000
      3318.753    -750.100   .1337     .000       -62.535   .3176     .000       -20.275   .3932     .000       -12.649   .4087     .000
      3346.876    -749.983   .1337     .000       -61.404   .3191     .000       -20.142   .3935     .000       -12.587   .4088     .000
      3375.000    -749.809   .1337     .000       -60.349   .3205     .000       -20.013   .3938     .000       -12.527   .4089     .000
      3403.125    -749.553   .1337     .000       -59.390   .3219     .000       -19.886   .3940     .000       -12.468   .4090     .000
      3431.250    -749.173   .1337     .000       -58.481   .3233     .000       -19.763   .3943     .000       -12.411   .4091     .000
      3459.380    -748.618   .1338     .000       -57.575   .3247     .000       -19.643   .3946     .000       -12.354   .4092     .000
      3487.503    -747.802   .1338     .000       -56.673   .3262     .000       -19.525   .3948     .000       -12.298   .4093     .000
      3515.626    -746.617   .1339     .000       -55.776   .3276     .000       -19.410   .3950     .000       -12.243   .4094     .000
      3543.750    -744.825   .1340     .000       -54.885   .3290     .000       -19.295   .3953     .000       -12.189   .4096     .000
      3600.000    -737.471   .1345     .000       -53.233   .3316     .000       -19.072   .3957     .000       -12.083   .4098     .000
      3628.800    -732.196   .1349     .000       -52.435   .3328     .000       -18.960   .3960     .000       -12.029   .4099     .000
      3672.000    -719.139   .1358     .000       -51.366   .3345     .000       -18.798   .3963     .000       -11.950   .4100     .000
      3715.200    -698.867   .1371     .000       -50.392   .3360     .000       -18.642   .3966     .000       -11.874   .4102     .000
      3758.400    -666.841   .1393     .000       -49.443   .3375     .000       -18.491   .3969     .000       -11.801   .4103     .000
      3801.600    -621.991   .1423     .000       -48.497   .3390     .000       -18.344   .3972     .000       -11.729   .4104     .000
      3830.400    -591.854   .1449     .000       -47.865   .3400     .000       -18.246   .3974     .000       -11.682   .4105     .000
      3868.060    -544.822   .1494     .000       -47.096   .3413     .000       -18.120   .3977     .000       -11.622   .4106     .000
      3905.720    -487.464   .1548     .000       -46.377   .3426     .000       -17.996   .3979     .000       -11.562   .4108     .000
      3943.382    -437.009   .1615     .000       -45.690   .3438     .000       -17.875   .3982     .000       -11.502   .4109     .000
      3981.044    -383.397   .1688     .000       -45.053   .3450     .000       -17.756   .3984     .000       -11.444   .4110     .000
      4018.706    -337.240   .1774     .000       -44.440   .3461     .000       -17.642   .3987     .000       -11.386   .4111     .000
      4056.368    -293.176   .1865     .000       -43.830   .3472     .000       -17.530   .3989     .000       -11.330   .4112     .000
      4094.030    -255.928   .1962     .000       -43.217   .3483     .000       -17.423   .3991     .000       -11.275   .4113     .000
      4131.693    -224.051   .2062     .000       -42.605   .3494     .000       -17.316   .3993     .000       -11.222   .4114     .000
      4169.356    -196.523   .2160     .000       -42.033   .3504     .000       -17.211   .3995     .000       -11.169   .4115     .000
      4207.020    -174.230   .2263     .000       -41.488   .3514     .000       -17.106   .3998     .000       -11.116   .4116     .000
      4244.680    -154.504   .2359     .000       -40.955   .3523     .000       -17.002   .4000     .000       -11.064   .4117     .000
      4282.340    -139.007   .2455     .000       -40.430   .3533     .000       -16.900   .4002     .000       -11.012   .4118     .000
      4320.000    -125.318   .2544     .000       -39.900   .3542     .000       -16.798   .4004     .000       -10.961   .4118     .000
      4376.840    -109.108   .2672     .000       -39.074   .3557     .000       -16.646   .4007     .000       -10.885   .4120     .000
      4433.680     -95.837   .2784     .000       -38.222   .3572     .000       -16.492   .4010     .000       -10.808   .4121     .000
      4490.525     -85.643   .2894     .000       -37.376   .3588     .000       -16.337   .4013     .000       -10.730   .4123     .000
      4547.370     -76.797   .2989     .000       -36.495   .3605     .000       -16.177   .4017     .000       -10.650   .4124     .000
      4596.633     -70.639   .3068     .000       -35.686   .3621     .000       -16.032   .4020     .000       -10.577   .4126     .000
      4645.896     -65.134   .3141     .000       -34.849   .3637     .000       -15.878   .4023     .000       -10.501   .4127     .000
      4695.160     -60.235   .3206     .000       -33.993   .3654     .000       -15.716   .4026     .000       -10.421   .4128     .000
      4746.885     -55.973   .3273     .000       -33.064   .3672     .000       -15.535   .4030     .000       -10.331   .4130     .000
      4798.610     -52.064   .3334     .000       -32.101   .3691     .000       -15.341   .4034     .000       -10.234   .4132     .000
      4850.335     -48.523   .3390     .000       -31.112   .3710     .000       -15.134   .4038     .000       -10.131   .4134     .000
      4902.060     -45.467   .3442     .000       -30.101   .3730     .000       -14.914   .4042     .000       -10.019   .4136     .000
      4971.030     -41.828   .3508     .000       -28.744   .3758     .000       -14.593   .4049     .000        -9.856   .4139     .000
      5040.000     -38.552   .3566     .000       -27.389   .3786     .000       -14.248   .4055     .000        -9.677   .4142     .000
      5105.460     -35.829   .3618     .000       -26.118   .3812     .000       -13.899   .4062     .000        -9.494   .4145     .000
      5168.107     -33.464   .3664     .000       -24.918   .3836     .000       -13.547   .4069     .000        -9.306   .4149     .000
      5262.079     -30.318   .3726     .000       -23.162   .3872     .000       -12.986   .4080     .000        -9.000   .4154     .000
      5356.050     -27.577   .3782     .000       -21.491   .3907     .000       -12.401   .4091     .000        -8.673   .4159     .000
      5436.840     -25.462   .3825     .000       -20.124   .3936     .000       -11.882   .4102     .000        -8.380   .4164     .000
      5544.560     -22.984   .3876     .000       -18.420   .3971     .000       -11.182   .4114     .000        -7.973   .4171     .000
      5652.280     -20.823   .3921     .000       -16.850   .4003     .000       -10.488   .4127     .000        -7.560   .4178     .000
      5760.000     -18.927   .3960     .000       -15.421   .4032     .000        -9.811   .4140     .000        -7.146   .4185     .000
      5904.000     -16.798   .4004     .000       -13.748   .4065     .000        -8.963   .4155     .000        -6.617   .4193     .000
      6048.000     -15.044   .4040     .000       -12.326   .4093     .000        -8.196   .4168     .000        -6.124   .4201     .000
      6192.000     -13.593   .4068     .000       -11.123   .4116     .000        -7.515   .4179     .000        -5.677   .4207     .000
      6336.000     -12.429   .4091     .000       -10.137   .4134     .000        -6.931   .4188     .000        -5.287   .4213     .000
      6480.000     -11.495   .4109     .000        -9.339   .4148     .000        -6.444   .4196     .000        -4.956   .4217     .000
      6660.000     -10.636   .4124     .000        -8.594   .4161     .000        -5.977   .4203     .000        -4.633   .4222     .000
      6840.000     -10.029   .4136     .000        -8.062   .4170     .000        -5.635   .4208     .000        -4.394   .4225     .000
      7020.000      -9.575   .4144     .000        -7.664   .4177     .000        -5.376   .4212     .000        -4.211   .4227     .000
      7200.000      -9.262   .4150     .000        -7.388   .4181     .000        -5.194   .4214     .000        -4.083   .4229     .000
end
