        soln	      dist_x	        time	          pH	          pe	          Cl	
         152	         -50	           0	           7	      11.425	 0.0000e+000	
         152	         -50	         0.5	           7	      11.425	 0.0000e+000	
         152	         -50	           1	           7	      11.425	 0.0000e+000	
         152	         -50	         1.5	           7	      11.425	 0.0000e+000	
         152	         -50	           2	           7	      11.425	 0.0000e+000	
         152	         -50	         2.5	           7	      11.425	 0.0000e+000	
         152	         -50	           3	           7	      11.425	 0.0000e+000	
         152	         -50	         3.5	           7	      11.425	 0.0000e+000	
         152	         -50	           4	           7	      11.425	 0.0000e+000	
         152	         -50	         4.5	           7	      11.425	 0.0000e+000	
         152	         -50	           5	           7	      11.425	 0.0000e+000	
         152	         -50	         5.5	           7	      11.425	 0.0000e+000	
         152	         -50	           6	           7	      11.425	 0.0000e+000	
         152	         -50	         6.5	           7	      11.425	 0.0000e+000	
         152	         -50	           7	           7	      11.425	 0.0000e+000	
         152	         -50	         7.5	           7	      11.425	 0.0000e+000	
         152	         -50	           8	           7	      11.425	 0.0000e+000	
         152	         -50	         8.5	           7	      11.425	 0.0000e+000	
         152	         -50	           9	           7	      11.425	 0.0000e+000	
         152	         -50	         9.5	           7	      11.425	 0.0000e+000	
         152	         -50	          10	           7	      11.425	 0.0000e+000	
         152	         -50	        10.5	           7	      11.425	 0.0000e+000	
         152	         -50	          11	           7	      11.425	 2.8593e-024	
         152	         -50	        11.5	           7	     11.4803	 1.4583e-023	
         152	         -50	          12	           7	      11.513	 7.2549e-023	
         152	         -50	        12.5	           7	      11.534	 3.6545e-022	
         152	         -50	          13	           7	     11.5498	 3.7929e-020	
         152	         -50	        13.5	           7	     11.5616	 1.0452e-017	
         152	         -50	          14	           7	     11.5707	 5.9934e-016	
         152	         -50	        14.5	           7	     11.5779	 2.9324e-014	
         152	         -50	          15	           7	     11.5839	 2.7325e-013	
         152	         -50	        15.5	           7	     11.5889	 1.4666e-012	
         152	         -50	          16	     6.99999	      11.593	 5.5781e-012	
         152	         -50	        16.5	     6.99996	     11.5969	 1.6574e-011	
         152	         -50	          17	     6.99991	     11.6001	 4.0859e-011	
         152	         -50	        17.5	     6.99981	     11.6031	 8.7115e-011	
         152	         -50	          18	     6.99964	     11.6056	 1.6555e-010	
         152	         -50	        18.5	     6.99938	     11.6085	 2.8608e-010	
         152	         -50	          19	       6.999	     11.6109	 4.6006e-010	
         152	         -50	        19.5	     6.99849	     11.6116	 6.9650e-010	
         152	         -50	          20	     6.99782	     11.6139	 1.0043e-009	
         152	         -50	        20.5	     6.99697	      11.616	 1.3962e-009	
         152	         -50	          21	     6.99588	     11.6177	 1.8995e-009	
         152	         -50	        21.5	     6.99441	       11.62	 2.5746e-009	
         152	         -50	          22	      6.9924	     11.6228	 3.5044e-009	
         152	         -50	        22.5	     6.98958	     11.6263	 4.8032e-009	
         152	         -50	          23	     6.98567	     11.6308	 6.6061e-009	
         152	         -50	        23.5	     6.98038	     11.6363	 9.0461e-009	
         152	         -50	          24	     6.97337	     11.6442	 1.2281e-008	
         152	         -50	        24.5	     6.96436	     11.6542	 1.6448e-008	
         152	         -50	          25	     6.95292	     11.6661	 2.1742e-008	
         152	         -50	        25.5	     6.93842	     11.6807	 2.8478e-008	
         152	         -50	          26	      6.9199	     11.6995	 3.7129e-008	
         152	         -50	        26.5	     6.89609	     11.7239	 4.8354e-008	
         152	         -50	          27	     6.86441	     11.7559	 6.3519e-008	
         152	         -50	        27.5	     6.82053	     11.7996	 8.5096e-008	
         152	         -50	          28	     6.75899	     11.8613	 1.1688e-007	
         152	         -50	        28.5	     6.67759	     11.9426	 1.6264e-007	
         152	         -50	          29	     6.58028	       12.04	 2.2502e-007	
         152	         -50	        29.5	     6.47577	     12.1444	 3.0475e-007	
         152	         -50	          30	     6.37235	      12.248	 4.0109e-007	
         152	         -50	        30.5	     6.27512	     12.3448	 5.1242e-007	
         152	         -50	          31	     6.18624	     12.4332	 6.3660e-007	
         152	         -50	        31.5	     6.10611	     12.5133	 7.7135e-007	
         152	         -50	          32	     6.03431	     12.5843	 9.1434e-007	
         152	         -50	        32.5	     5.96994	     12.6479	 1.0637e-006	
         152	         -50	          33	     5.91206	     12.7045	 1.2180e-006	
         152	         -50	        33.5	     5.85976	     12.7551	 1.3759e-006	
         152	         -50	          34	     5.81224	     12.8016	 1.5367e-006	
         152	         -50	        34.5	     5.76873	     12.8436	 1.7000e-006	
         152	         -50	          35	     5.72841	     12.8823	 1.8667e-006	
         152	         -50	        35.5	     5.69054	     12.9182	 2.0378e-006	
         152	         -50	          36	     5.65473	     12.9524	 2.2139e-006	
         152	         -50	        36.5	     5.62076	     12.9845	 2.3949e-006	
         152	         -50	          37	     5.58858	     13.0145	 2.5799e-006	
         152	         -50	        37.5	     5.55817	     13.0431	 2.7677e-006	
         152	         -50	          38	     5.52947	     13.0695	 2.9575e-006	
         152	         -50	        38.5	     5.50227	     13.0946	 3.1492e-006	
         152	         -50	          39	     5.47622	     13.1183	 3.3445e-006	
         152	         -50	        39.5	     5.45094	     13.1407	 3.5455e-006	
         152	         -50	          40	      5.4263	     13.1628	 3.7530e-006	
         152	         -50	        40.5	     5.40228	      13.184	 3.9670e-006	
         152	         -50	          41	     5.37896	     13.2042	 4.1864e-006	
         152	         -50	        41.5	     5.35645	     13.2232	 4.4096e-006	
         152	         -50	          42	     5.33482	     13.2414	 4.6353e-006	
         152	         -50	        42.5	       5.314	     13.2602	 4.8634e-006	
         152	         -50	          43	     5.29381	     13.2756	 5.0954e-006	
         152	         -50	        43.5	     5.27398	     13.2909	 5.3338e-006	
         152	         -50	          44	     5.25437	     13.3059	 5.5807e-006	
         152	         -50	        44.5	     5.23495	     13.3203	 5.8365e-006	
         152	         -50	          45	     5.21581	     13.3342	 6.1000e-006	
         152	         -50	        45.5	     5.19707	     13.3476	 6.3695e-006	
         152	         -50	          46	     5.17887	     13.3602	 6.6427e-006	
         152	         -50	        46.5	     5.16129	     13.3716	 6.9176e-006	
         152	         -50	          47	     5.14442	     13.3828	 7.1922e-006	
         152	         -50	        47.5	     5.12829	     13.3927	 7.4647e-006	
         152	         -50	          48	     5.11294	     13.4009	 7.7339e-006	
         152	         -50	        48.5	     5.09836	     13.4071	 7.9984e-006	
         152	         -50	          49	     5.08455	     13.4123	 8.2573e-006	
         152	         -50	        49.5	      5.0715	     13.4167	 8.5097e-006	
         152	         -50	          50	     5.05919	      13.419	 8.7549e-006	
         152	         -50	        50.5	      5.0476	     13.4202	 8.9922e-006	
         152	         -50	          51	      5.0367	     13.4211	 9.2212e-006	
         152	         -50	        51.5	     5.02646	       13.42	 9.4415e-006	
         152	         -50	          52	     5.01686	     13.4157	 9.6530e-006	
         152	         -50	        52.5	     5.00786	     13.4103	 9.8556e-006	
         152	         -50	          53	     4.99942	     13.4026	 1.0049e-005	
         152	         -50	        53.5	     4.99151	     13.3953	 1.0235e-005	
         152	         -50	          54	     4.98409	     13.3821	 1.0411e-005	
         152	         -50	        54.5	     4.97713	     13.3659	 1.0580e-005	
         152	         -50	          55	     4.97061	     13.3453	 1.0740e-005	
         152	         -50	        55.5	     4.96448	     13.3169	 1.0893e-005	
         152	         -50	          56	     4.95871	     13.2695	 1.1039e-005	
         152	         -50	        56.5	     4.95325	     13.1704	 1.1179e-005	
         152	         -50	          57	     4.94808	     12.6891	 1.1313e-005	
         152	         -50	        57.5	     4.94318	  -0.0326175	 1.1442e-005	
         152	         -50	          58	     4.93854	   -0.144807	 1.1565e-005	
         152	         -50	        58.5	     4.93413	   -0.207577	 1.1683e-005	
         152	         -50	          59	     4.92994	   -0.246976	 1.1797e-005	
         152	         -50	        59.5	     4.92596	   -0.281572	 1.1906e-005	
         152	         -50	          60	     4.92218	   -0.309327	 1.2010e-005	
         152	         -50	        60.5	     4.91859	   -0.329695	 1.2110e-005	
         152	         -50	          61	     4.91517	   -0.349395	 1.2206e-005	
         152	         -50	        61.5	     4.91191	    -0.37169	 1.2298e-005	
         152	         -50	          62	     4.90881	   -0.388922	 1.2386e-005	
         152	         -50	        62.5	     4.90586	    -0.39038	 1.2471e-005	
         152	         -50	          63	     4.90304	   -0.400195	 1.2552e-005	
         152	         -50	        63.5	     4.90035	   -0.408011	 1.2630e-005	
         152	         -50	          64	     4.89779	   -0.418605	 1.2705e-005	
         152	         -50	        64.5	     4.89534	   -0.432819	 1.2777e-005	
         152	         -50	          65	       4.893	   -0.443096	 1.2846e-005	
         152	         -50	        65.5	     4.89076	   -0.447983	 1.2913e-005	
         152	         -50	          66	     4.88859	   -0.455171	 1.2978e-005	
         152	         -50	        66.5	      4.8865	   -0.459737	 1.3041e-005	
         152	         -50	          67	     4.88447	   -0.467032	 1.3102e-005	
         152	         -50	        67.5	     4.88249	   -0.468561	 1.3162e-005	
         152	         -50	          68	     4.88055	   -0.473725	 1.3221e-005	
         152	         -50	        68.5	     4.87863	   -0.484419	 1.3280e-005	
         152	         -50	          69	     4.87671	   -0.489701	 1.3339e-005	
         152	         -50	        69.5	     4.87478	   -0.497997	 1.3398e-005	
         152	         -50	          70	     4.87282	   -0.508471	 1.3459e-005	
         152	         -50	        70.5	     4.87083	   -0.513673	 1.3521e-005	
         152	         -50	          71	     4.86879	   -0.515073	 1.3584e-005	
