        soln	      dist_x	        time	          pH	          pe	          Cl	
         101	        -100	           0	           7	     11.6915	 0.0000e+000	
         101	        -100	         0.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           1	           7	     11.6927	 0.0000e+000	
         101	        -100	         1.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           2	           7	     11.6927	 0.0000e+000	
         101	        -100	         2.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           3	           7	     11.6927	 0.0000e+000	
         101	        -100	         3.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           4	           7	     11.6927	 0.0000e+000	
         101	        -100	         4.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           5	           7	     11.6927	 0.0000e+000	
         101	        -100	         5.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           6	           7	     11.6927	 0.0000e+000	
         101	        -100	         6.5	           7	     11.6927	 0.0000e+000	
         101	        -100	           7	           7	     11.6911	 0.0000e+000	
         101	        -100	         7.5	           7	     11.6911	 0.0000e+000	
         101	        -100	           8	           7	     11.6897	 0.0000e+000	
         101	        -100	         8.5	           7	     11.6897	 0.0000e+000	
         101	        -100	           9	           7	     11.6867	 0.0000e+000	
         101	        -100	         9.5	           7	     11.6853	 0.0000e+000	
         101	        -100	          10	           7	     11.6822	 0.0000e+000	
         101	        -100	        10.5	           7	     11.6806	 0.0000e+000	
         101	        -100	          11	           7	     11.6773	 0.0000e+000	
         101	        -100	        11.5	           7	     11.6752	 0.0000e+000	
         101	        -100	          12	           7	     11.6719	 0.0000e+000	
         101	        -100	        12.5	           7	     11.6696	 0.0000e+000	
         101	        -100	          13	           7	     11.6663	 0.0000e+000	
         101	        -100	        13.5	           7	     11.6631	 0.0000e+000	
         101	        -100	          14	           7	       11.66	 0.0000e+000	
         101	        -100	        14.5	           7	      11.657	 0.0000e+000	
         101	        -100	          15	           7	     11.6541	 0.0000e+000	
         101	        -100	        15.5	           7	     11.6541	 0.0000e+000	
         101	        -100	          16	           7	      11.651	 0.0000e+000	
         101	        -100	        16.5	           7	     11.6481	 0.0000e+000	
         101	        -100	          17	           7	     11.6451	 0.0000e+000	
         101	        -100	        17.5	           7	     11.6421	 0.0000e+000	
         101	        -100	          18	           7	     11.6396	 0.0000e+000	
         101	        -100	        18.5	           7	     11.6366	 0.0000e+000	
         101	        -100	          19	           7	     11.6343	 0.0000e+000	
         101	        -100	        19.5	           7	      11.632	 0.0000e+000	
         101	        -100	          20	           7	     11.6299	 0.0000e+000	
         101	        -100	        20.5	           7	     11.6282	 0.0000e+000	
         101	        -100	          21	           7	     11.6264	 0.0000e+000	
         101	        -100	        21.5	           7	     11.6249	 0.0000e+000	
         101	        -100	          22	           7	     11.6236	 0.0000e+000	
         101	        -100	        22.5	           7	     11.6225	 5.6325e-025	
         101	        -100	          23	           7	     11.6215	 2.9162e-024	
         101	        -100	        23.5	           7	     11.6214	 1.1007e-023	
         101	        -100	          24	           7	     11.6206	 4.0923e-023	
         101	        -100	        24.5	           7	     11.6202	 1.4302e-022	
