        soln	      dist_x	        time	          pH	          pe	          Cl	
         127	         -25	           0	           7	      11.425	 0.0000e+000	
         127	         -25	         0.5	           7	      11.425	 0.0000e+000	
         127	         -25	           1	           7	      11.425	 0.0000e+000	
         127	         -25	         1.5	           7	      11.425	 0.0000e+000	
         127	         -25	           2	           7	      11.425	 0.0000e+000	
         127	         -25	         2.5	           7	      11.425	 0.0000e+000	
         127	         -25	           3	           7	      11.425	 0.0000e+000	
         127	         -25	         3.5	           7	      11.425	 0.0000e+000	
         127	         -25	           4	           7	      11.425	 0.0000e+000	
         127	         -25	         4.5	           7	     11.4946	 1.0566e-022	
         127	         -25	           5	           7	     11.5344	 1.3074e-019	
         127	         -25	         5.5	           7	     11.5599	 1.2392e-017	
         127	         -25	           6	           7	     11.5777	 2.6931e-016	
         127	         -25	         6.5	           7	     11.5908	 2.3695e-015	
         127	         -25	           7	           7	     11.6008	 1.3816e-014	
         127	         -25	         7.5	           7	     11.6088	 5.4775e-014	
         127	         -25	           8	           7	     11.6153	 1.7255e-013	
         127	         -25	         8.5	           7	     11.6218	 4.6180e-013	
         127	         -25	           9	           7	      11.626	 1.1315e-012	
         127	         -25	         9.5	     6.99999	       11.63	 2.5589e-012	
         127	         -25	          10	     6.99999	     11.6326	 5.4199e-012	
         127	         -25	        10.5	     6.99998	     11.6349	 1.0947e-011	
         127	         -25	          11	     6.99994	     11.6368	 2.5846e-011	
         127	         -25	        11.5	     6.99947	     11.6392	 2.4449e-010	
         127	         -25	          12	      6.9861	     11.6532	 6.4096e-009	
         127	         -25	        12.5	     6.91337	     11.7267	 4.0196e-008	
         127	         -25	          13	     6.74604	     11.8944	 1.2384e-007	
         127	         -25	        13.5	     6.53569	      12.105	 2.5718e-007	
         127	         -25	          14	     6.34641	     12.2941	 4.2860e-007	
         127	         -25	        14.5	      6.1941	     12.4458	 6.2463e-007	
         127	         -25	          15	     6.07242	     12.5667	 8.3559e-007	
         127	         -25	        15.5	     5.97415	      12.664	 1.0533e-006	
         127	         -25	          16	     5.89364	     12.7431	 1.2714e-006	
         127	         -25	        16.5	     5.82684	     12.8087	 1.4854e-006	
         127	         -25	          17	     5.77087	     12.8632	 1.6916e-006	
         127	         -25	        17.5	     5.72364	     12.9092	 1.8874e-006	
         127	         -25	          18	     5.68351	     12.9482	 2.0712e-006	
         127	         -25	        18.5	     5.64914	     12.9812	 2.2428e-006	
         127	         -25	          19	     5.61913	     13.0099	 2.4039e-006	
         127	         -25	        19.5	     5.59108	      13.036	 2.5650e-006	
         127	         -25	          20	     5.56028	     13.0644	 2.7542e-006	
         127	         -25	        20.5	     5.51916	     13.1019	 3.0287e-006	
         127	         -25	          21	     5.46495	     13.1511	 3.4327e-006	
         127	         -25	        21.5	     5.40528	     13.2054	 3.9396e-006	
         127	         -25	          22	     5.34694	      13.258	 4.5075e-006	
         127	         -25	        22.5	     5.29343	     13.3047	 5.0998e-006	
         127	         -25	          23	     5.24576	      13.345	 5.6928e-006	
         127	         -25	        23.5	     5.20375	     13.3796	 6.2721e-006	
         127	         -25	          24	     5.16583	     13.4087	 6.8455e-006	
         127	         -25	        24.5	     5.12787	     13.4363	 7.4720e-006	
         127	         -25	          25	     5.08828	     13.4615	 8.1866e-006	
         127	         -25	        25.5	     5.04951	      13.479	 8.9526e-006	
         127	         -25	          26	     5.01114	     13.4897	 9.7813e-006	
         127	         -25	        26.5	     4.96898	     13.4857	 1.0781e-005	
         127	         -25	          27	     4.92269	      13.422	 1.1996e-005	
         127	         -25	        27.5	     4.87587	   -0.232429	 1.3365e-005	
         127	         -25	          28	     4.83188	    -0.43931	 1.4793e-005	
