        soln	      dist_x	        time	          pH	          pe	          Cl	
         177	         -75	           0	           7	      11.425	 0.0000e+000	
         177	         -75	         0.5	           7	      11.425	 0.0000e+000	
         177	         -75	           1	           7	      11.425	 0.0000e+000	
         177	         -75	         1.5	           7	      11.425	 0.0000e+000	
         177	         -75	           2	           7	      11.425	 0.0000e+000	
         177	         -75	         2.5	           7	      11.425	 0.0000e+000	
         177	         -75	           3	           7	      11.425	 0.0000e+000	
         177	         -75	         3.5	           7	      11.425	 0.0000e+000	
         177	         -75	           4	           7	      11.425	 0.0000e+000	
         177	         -75	         4.5	           7	      11.425	 0.0000e+000	
         177	         -75	           5	           7	      11.425	 0.0000e+000	
         177	         -75	         5.5	           7	      11.425	 0.0000e+000	
         177	         -75	           6	           7	      11.425	 0.0000e+000	
         177	         -75	         6.5	           7	      11.425	 0.0000e+000	
         177	         -75	           7	           7	      11.425	 0.0000e+000	
         177	         -75	         7.5	           7	      11.425	 0.0000e+000	
         177	         -75	           8	           7	      11.425	 0.0000e+000	
         177	         -75	         8.5	           7	      11.425	 0.0000e+000	
         177	         -75	           9	           7	      11.425	 0.0000e+000	
         177	         -75	         9.5	           7	      11.425	 0.0000e+000	
         177	         -75	          10	           7	      11.425	 0.0000e+000	
         177	         -75	        10.5	           7	      11.425	 0.0000e+000	
         177	         -75	          11	           7	      11.425	 0.0000e+000	
         177	         -75	        11.5	           7	      11.425	 0.0000e+000	
         177	         -75	          12	           7	      11.425	 0.0000e+000	
         177	         -75	        12.5	           7	      11.425	 0.0000e+000	
         177	         -75	          13	           7	      11.425	 0.0000e+000	
         177	         -75	        13.5	           7	      11.425	 0.0000e+000	
         177	         -75	          14	           7	      11.425	 0.0000e+000	
         177	         -75	        14.5	           7	      11.425	 0.0000e+000	
         177	         -75	          15	           7	      11.425	 0.0000e+000	
         177	         -75	        15.5	           7	      11.425	 0.0000e+000	
         177	         -75	          16	           7	      11.425	 4.3224e-024	
         177	         -75	        16.5	           7	     11.4767	 6.0654e-023	
         177	         -75	          17	           7	     11.5072	 6.4365e-022	
         177	         -75	        17.5	           7	     11.5279	 5.3860e-021	
         177	         -75	          18	           7	     11.5426	 3.6607e-020	
         177	         -75	        18.5	           7	     11.5551	 1.5808e-019	
         177	         -75	          19	           7	     11.5638	 6.7368e-019	
         177	         -75	        19.5	           7	     11.5707	 2.6281e-018	
         177	         -75	          20	           7	      11.576	 9.7717e-018	
         177	         -75	        20.5	           7	     11.5808	 3.3637e-017	
         177	         -75	          21	           7	     11.5846	 1.0491e-016	
         177	         -75	        21.5	           7	     11.5877	 3.1229e-016	
