        soln	      dist_x	        time	          pH	          pe	          Cl	
          51	         -50	           0	           7	     11.6915	 0.0000e+000	
          51	         -50	         0.5	           7	     11.6927	 0.0000e+000	
          51	         -50	           1	           7	     11.6927	 0.0000e+000	
          51	         -50	         1.5	           7	     11.6927	 0.0000e+000	
          51	         -50	           2	           7	     11.6894	 0.0000e+000	
          51	         -50	         2.5	           7	     11.6862	 0.0000e+000	
          51	         -50	           3	           7	     11.6832	 0.0000e+000	
          51	         -50	         3.5	           7	     11.6805	 0.0000e+000	
          51	         -50	           4	           7	      11.677	 0.0000e+000	
          51	         -50	         4.5	           7	     11.6735	 0.0000e+000	
          51	         -50	           5	           7	     11.6701	 0.0000e+000	
          51	         -50	         5.5	           7	     11.6666	 0.0000e+000	
          51	         -50	           6	           7	     11.6629	 0.0000e+000	
          51	         -50	         6.5	           7	     11.6598	 0.0000e+000	
          51	         -50	           7	           7	     11.6566	 0.0000e+000	
          51	         -50	         7.5	           7	     11.6541	 0.0000e+000	
          51	         -50	           8	           7	     11.6509	 0.0000e+000	
          51	         -50	         8.5	           7	      11.648	 0.0000e+000	
          51	         -50	           9	           7	     11.6446	 0.0000e+000	
          51	         -50	         9.5	           7	     11.6411	 0.0000e+000	
          51	         -50	          10	           7	     11.6379	 1.1680e-024	
          51	         -50	        10.5	           7	     11.6343	 7.2769e-024	
          51	         -50	          11	           7	     11.6313	 4.1182e-023	
          51	         -50	        11.5	           7	     11.6284	 1.9829e-022	
          51	         -50	          12	           7	     11.6263	 9.7142e-022	
          51	         -50	        12.5	           7	     11.6259	 5.4219e-021	
          51	         -50	          13	           7	     11.6278	 1.1997e-018	
          51	         -50	        13.5	           7	     11.6317	 2.9445e-016	
          51	         -50	          14	           7	     11.6371	 1.4557e-014	
          51	         -50	        14.5	     6.99999	     11.6428	 4.7496e-013	
          51	         -50	          15	     6.99999	     11.6489	 3.7305e-012	
          51	         -50	        15.5	     6.99995	     11.6546	 1.7102e-011	
          51	         -50	          16	     6.99987	     11.6592	 5.5727e-011	
          51	         -50	        16.5	     6.99968	     11.6628	 1.4235e-010	
          51	         -50	          17	     6.99933	     11.6658	 3.0365e-010	
          51	         -50	        17.5	     6.99876	     11.6683	 5.6442e-010	
          51	         -50	          18	     6.99794	     11.6704	 9.4325e-010	
          51	         -50	        18.5	     6.99684	     11.6721	 1.4505e-009	
          51	         -50	          19	     6.99545	     11.6737	 2.0897e-009	
          51	         -50	        19.5	     6.99378	     11.6751	 2.8605e-009	
          51	         -50	          20	     6.99179	     11.6773	 3.7771e-009	
          51	         -50	        20.5	     6.98932	     11.6807	 4.9195e-009	
          51	         -50	          21	     6.98592	     11.6864	 6.4836e-009	
          51	         -50	        21.5	     6.98092	      11.695	 8.7919e-009	
          51	         -50	          22	     6.97361	     11.7065	 1.2164e-008	
          51	         -50	        22.5	     6.96331	     11.7209	 1.6924e-008	
          51	         -50	          23	     6.94948	     11.7382	 2.3331e-008	
          51	         -50	        23.5	     6.93181	     11.7587	 3.1553e-008	
          51	         -50	          24	     6.91019	     11.7824	 4.1685e-008	
          51	         -50	        24.5	     6.88432	     11.8101	 5.3944e-008	
          51	         -50	          25	     6.85247	     11.8443	 6.9307e-008	
          51	         -50	        25.5	     6.81217	     11.8874	 8.9288e-008	
          51	         -50	          26	     6.76164	     11.9412	 1.1545e-007	
          51	         -50	        26.5	     6.69703	     12.0096	 1.5124e-007	
          51	         -50	          27	     6.60822	     12.1045	 2.0608e-007	
          51	         -50	        27.5	     6.49021	     12.2293	 2.9278e-007	
          51	         -50	          28	     6.35226	     12.3733	 4.2226e-007	
          51	         -50	        28.5	     6.21556	     12.5142	 5.9294e-007	
          51	         -50	          29	      6.0941	     12.6382	 7.9368e-007	
          51	         -50	        29.5	     5.99167	     12.7418	 1.0108e-006	
          51	         -50	          30	     5.90622	     12.8275	 1.2346e-006	
          51	         -50	        30.5	     5.83488	     12.8984	 1.4579e-006	
          51	         -50	          31	     5.77492	     12.9574	 1.6758e-006	
          51	         -50	        31.5	     5.72415	      13.007	 1.8852e-006	
          51	         -50	          32	     5.68038	     13.0492	 2.0863e-006	
          51	         -50	        32.5	     5.64202	      13.086	 2.2800e-006	
          51	         -50	          33	     5.60774	     13.1188	 2.4681e-006	
          51	         -50	        33.5	     5.57667	     13.1483	 2.6519e-006	
          51	         -50	          34	      5.5481	     13.1755	 2.8329e-006	
          51	         -50	        34.5	     5.52068	     13.2017	 3.0181e-006	
          51	         -50	          35	     5.49318	     13.2283	 3.2161e-006	
          51	         -50	        35.5	     5.46574	     13.2551	 3.4264e-006	
          51	         -50	          36	     5.43916	     13.2809	 3.6433e-006	
          51	         -50	        36.5	      5.4141	     13.3051	 3.8602e-006	
          51	         -50	          37	     5.39087	      13.327	 4.0729e-006	
          51	         -50	        37.5	     5.36947	     13.3469	 4.2791e-006	
          51	         -50	          38	     5.34937	     13.3655	 4.4823e-006	
          51	         -50	        38.5	     5.32936	     13.3844	 4.6941e-006	
          51	         -50	          39	     5.30839	     13.4047	 4.9267e-006	
          51	         -50	        39.5	     5.28678	     13.4257	 5.1786e-006	
          51	         -50	          40	      5.2654	     13.4466	 5.4404e-006	
          51	         -50	        40.5	     5.24503	     13.4659	 5.7022e-006	
          51	         -50	          41	     5.22596	     13.4836	 5.9587e-006	
          51	         -50	        41.5	     5.20829	     13.4996	 6.2067e-006	
          51	         -50	          42	     5.19163	     13.5147	 6.4499e-006	
          51	         -50	        42.5	     5.17512	     13.5299	 6.7003e-006	
          51	         -50	          43	     5.15783	     13.5462	 6.9731e-006	
          51	         -50	        43.5	     5.13954	     13.5639	 7.2735e-006	
          51	         -50	          44	     5.12096	     13.5818	 7.5921e-006	
          51	         -50	        44.5	     5.10281	     13.5989	 7.9167e-006	
          51	         -50	          45	     5.08566	     13.6148	 8.2362e-006	
          51	         -50	        45.5	     5.06972	     13.6288	 8.5448e-006	
          51	         -50	          46	     5.05503	     13.6413	 8.8394e-006	
          51	         -50	        46.5	     5.04153	     13.6524	 9.1191e-006	
          51	         -50	          47	     5.02912	     13.6622	 9.3839e-006	
          51	         -50	        47.5	     5.01771	     13.6708	 9.6342e-006	
          51	         -50	          48	     5.00719	     13.6786	 9.8708e-006	
          51	         -50	        48.5	      4.9975	     13.6852	 1.0094e-005	
          51	         -50	          49	     4.98857	     13.6908	 1.0304e-005	
          51	         -50	        49.5	     4.98036	     13.6957	 1.0501e-005	
          51	         -50	          50	      4.9728	     13.6998	 1.0686e-005	
          51	         -50	        50.5	     4.96587	      13.703	 1.0858e-005	
          51	         -50	          51	      4.9595	     13.7056	 1.1019e-005	
          51	         -50	        51.5	     4.95363	     13.7076	 1.1169e-005	
          51	         -50	          52	     4.94822	     13.7089	 1.1309e-005	
          51	         -50	        52.5	     4.94321	     13.7097	 1.1441e-005	
          51	         -50	          53	     4.93856	     13.7102	 1.1565e-005	
          51	         -50	        53.5	     4.93421	     13.7102	 1.1681e-005	
          51	         -50	          54	     4.93015	     13.7098	 1.1791e-005	
          51	         -50	        54.5	     4.92634	      13.709	 1.1895e-005	
          51	         -50	          55	     4.92277	     13.7079	 1.1994e-005	
          51	         -50	        55.5	     4.91944	     13.7066	 1.2086e-005	
          51	         -50	          56	     4.91601	     13.7059	 1.2182e-005	
          51	         -50	        56.5	     4.91273	     13.7049	 1.2275e-005	
          51	         -50	          57	      4.9096	     13.7036	 1.2364e-005	
          51	         -50	        57.5	     4.90661	     13.7018	 1.2449e-005	
          51	         -50	          58	     4.90377	     13.7001	 1.2531e-005	
          51	         -50	        58.5	     4.90106	     13.6977	 1.2610e-005	
          51	         -50	          59	     4.89848	     13.6952	 1.2685e-005	
          51	         -50	        59.5	     4.89601	     13.6921	 1.2757e-005	
          51	         -50	          60	     4.89366	     13.6886	 1.2827e-005	
