 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel   PhrExch
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]              [M/L2]
        .50000   .000E+00  -.711E-08   .000E+00  -.355E-08   .000E+00   .000E+00   .235E-06   .000E+00   .200E-06   .000E+00   .000E+00   .118E-09      19  -.1533E-09
       1.00000   .000E+00  -.711E-08   .000E+00  -.711E-08   .000E+00   .000E+00   .246E-06   .000E+00   .200E-06   .000E+00   .000E+00   .348E-09      22  -.1571E-09
       1.50000   .000E+00  -.711E-08   .000E+00  -.107E-07   .000E+00   .000E+00   .245E-06   .000E+00   .200E-06   .000E+00   .000E+00   .616E-09      24  -.1639E-09
       2.00000   .000E+00  -.711E-08   .000E+00  -.142E-07   .000E+00   .000E+00   .246E-06   .000E+00   .200E-06   .000E+00   .000E+00   .861E-09      26  -.1724E-09
       2.50000   .000E+00  -.711E-08   .000E+00  -.178E-07   .000E+00   .000E+00   .250E-06   .000E+00   .200E-06   .000E+00   .000E+00   .110E-08      27  -.1827E-09
       3.00000   .000E+00  -.711E-08   .000E+00  -.213E-07   .000E+00   .000E+00   .253E-06   .000E+00   .200E-06   .000E+00   .000E+00   .136E-08      28  -.1943E-09
       3.50000   .130E-04  -.711E-08   .649E-05  -.249E-07   .000E+00   .000E+00   .219E-04   .000E+00   .200E-06   .000E+00   .000E+00   .103E-06      47  -.5353E-09
       4.00000   .130E-04  -.711E-08   .130E-04  -.284E-07   .000E+00   .000E+00   .293E-04   .000E+00   .200E-06   .000E+00   .000E+00   .379E-06      50  -.5368E-09
       4.50000   .400E-05  -.711E-08   .150E-04  -.320E-07   .000E+00   .000E+00   .294E-04   .000E+00   .200E-06   .000E+00   .000E+00   .741E-06      69  -.5485E-09
       5.00000   .400E-05  -.711E-08   .170E-04  -.355E-07   .000E+00   .000E+00   .307E-04   .000E+00   .200E-06   .000E+00   .000E+00   .111E-05      72  -.5485E-09
       5.50000   .000E+00  -.711E-08   .175E-04  -.391E-07   .000E+00   .000E+00   .301E-04   .000E+00   .200E-06   .000E+00   .000E+00   .148E-05      74  -.5480E-09
       6.00000   .000E+00  -.710E-08   .175E-04  -.426E-07   .000E+00   .000E+00   .284E-04   .000E+00   .200E-06   .000E+00   .000E+00   .180E-05      76  -.5477E-09
       6.50000   .200E-05  -.710E-08   .185E-04  -.462E-07   .000E+00   .000E+00   .309E-04   .000E+00   .200E-06   .000E+00   .000E+00   .210E-05      95  -.5343E-09
       7.00000   .200E-05  -.710E-08   .195E-04  -.497E-07   .000E+00   .000E+00   .319E-04   .000E+00   .200E-06   .000E+00   .000E+00   .238E-05      98  -.5343E-09
       7.50000   .700E-05  -.710E-08   .230E-04  -.533E-07   .000E+00   .000E+00   .357E-04   .000E+00   .200E-06   .000E+00   .000E+00   .268E-05     117  -.5330E-09
       8.00000   .700E-05  -.710E-08   .265E-04  -.568E-07   .000E+00   .000E+00   .378E-04   .000E+00   .200E-06   .000E+00   .000E+00   .304E-05     120  -.5335E-09
       8.50000   .500E-06  -.710E-08   .267E-04  -.604E-07   .000E+00   .000E+00   .361E-04   .000E+00   .200E-06   .000E+00   .000E+00   .340E-05     139  -.5361E-09
       9.00000   .500E-06  -.710E-08   .270E-04  -.639E-07   .000E+00   .000E+00   .355E-04   .000E+00   .200E-06   .000E+00   .000E+00   .373E-05     142  -.5362E-09
       9.50000   .120E-04  -.709E-08   .330E-04  -.675E-07   .000E+00   .000E+00   .414E-04   .000E+00   .200E-06   .000E+00   .000E+00   .409E-05     161  -.5398E-09
      10.00000   .120E-04  -.709E-08   .390E-04  -.710E-07   .000E+00   .000E+00   .444E-04   .000E+00   .200E-06   .000E+00   .000E+00   .456E-05     164  -.5399E-09
      10.50000   .720E-04  -.709E-08   .750E-04  -.746E-07   .000E+00   .000E+00   .578E-04   .000E+00   .200E-06   .000E+00   .000E+00   .542E-05     183  -.5434E-09
      11.00000   .720E-04  -.708E-08   .111E-03  -.781E-07   .000E+00   .000E+00   .637E-04   .000E+00   .200E-06   .000E+00   .000E+00   .692E-05     186  -.5416E-09
      11.50000   .340E-04  -.708E-08   .128E-03  -.817E-07   .000E+00   .000E+00   .644E-04   .000E+00   .200E-06   .000E+00   .000E+00   .884E-05     205  -.5437E-09
      12.00000   .340E-04  -.707E-08   .145E-03  -.852E-07   .000E+00   .000E+00   .662E-04   .000E+00   .200E-06   .000E+00   .000E+00   .109E-04     208  -.5407E-09
      12.50000   .400E-05  -.707E-08   .147E-03  -.887E-07   .000E+00   .000E+00   .638E-04   .000E+00   .200E-06   .000E+00   .000E+00   .130E-04     227  -.5322E-09
      13.00000   .400E-05  -.706E-08   .149E-03  -.923E-07   .000E+00   .000E+00   .630E-04   .000E+00   .200E-06   .000E+00   .000E+00   .149E-04     230  -.5285E-09
      13.50000   .000E+00  -.706E-08   .149E-03  -.958E-07   .000E+00   .000E+00   .647E-04   .000E+00   .200E-06   .000E+00   .000E+00   .167E-04     232  -.5204E-09
      14.00000   .000E+00  -.706E-08   .149E-03  -.993E-07   .000E+00   .000E+00   .659E-04   .000E+00   .200E-06   .000E+00   .000E+00   .183E-04     234  -.5130E-09
      14.50000   .000E+00  -.705E-08   .149E-03  -.103E-06   .000E+00   .000E+00   .656E-04   .000E+00   .200E-06   .000E+00   .000E+00   .197E-04     235  -.5047E-09
      15.00000   .000E+00  -.705E-08   .149E-03  -.106E-06   .000E+00   .000E+00   .647E-04   .000E+00   .200E-06   .000E+00   .000E+00   .210E-04     236  -.4976E-09
      15.50000   .000E+00  -.705E-08   .149E-03  -.110E-06   .000E+00   .000E+00   .662E-04   .000E+00   .200E-06   .000E+00   .000E+00   .221E-04     237  -.4932E-09
      16.00000   .000E+00  -.705E-08   .149E-03  -.113E-06   .000E+00   .000E+00   .679E-04   .000E+00   .200E-06   .000E+00   .000E+00   .231E-04     238  -.4861E-09
      16.50000   .000E+00  -.706E-08   .149E-03  -.117E-06   .000E+00   .000E+00   .702E-04   .000E+00   .200E-06   .000E+00   .000E+00   .240E-04     239  -.4783E-09
      17.00000   .000E+00  -.707E-08   .149E-03  -.120E-06   .000E+00   .000E+00   .721E-04   .000E+00   .200E-06   .000E+00   .000E+00   .249E-04     240  -.4698E-09
      17.50000   .249E-19  -.709E-08   .149E-03  -.124E-06   .000E+00   .000E+00   .701E-04   .000E+00   .200E-06   .000E+00   .000E+00   .257E-04     241  -.4609E-09
      18.00000   .249E-19  -.712E-08   .149E-03  -.128E-06   .000E+00   .000E+00   .695E-04   .000E+00   .200E-06   .000E+00   .000E+00   .264E-04     242  -.4518E-09
      18.50000   .430E-04  -.716E-08   .171E-03  -.131E-06   .000E+00   .000E+00   .714E-04   .000E+00   .200E-06   .000E+00   .000E+00   .271E-04     261  -.2324E-09
      19.00000   .430E-04  -.719E-08   .192E-03  -.135E-06   .000E+00   .000E+00   .735E-04   .000E+00   .200E-06   .000E+00   .000E+00   .281E-04     264  -.2296E-09
      19.50000   .710E-04  -.724E-08   .228E-03  -.138E-06   .000E+00   .000E+00   .768E-04   .000E+00   .200E-06   .000E+00   .000E+00   .294E-04     283  -.1761E-09
      20.00000   .710E-04  -.728E-08   .263E-03  -.142E-06   .000E+00   .000E+00   .789E-04   .000E+00   .200E-06   .000E+00   .000E+00   .311E-04     286  -.1734E-09
      20.50000   .000E+00  -.733E-08   .272E-03  -.146E-06   .000E+00   .000E+00   .808E-04   .000E+00   .200E-06   .000E+00   .000E+00   .332E-04     288  -.1708E-09
      21.00000   .000E+00  -.739E-08   .272E-03  -.149E-06   .000E+00   .000E+00   .812E-04   .000E+00   .200E-06   .000E+00   .000E+00   .353E-04     290  -.1660E-09
      21.50000   .000E+00  -.743E-08   .272E-03  -.153E-06   .000E+00   .000E+00   .833E-04   .000E+00   .200E-06   .000E+00   .000E+00   .372E-04     291  -.1608E-09
      22.00000   .000E+00  -.749E-08   .272E-03  -.157E-06   .000E+00   .000E+00   .856E-04   .000E+00   .200E-06   .000E+00   .000E+00   .390E-04     292  -.1536E-09
      22.50000   .600E-19  -.755E-08   .272E-03  -.161E-06   .000E+00   .000E+00   .856E-04   .000E+00   .200E-06   .000E+00   .000E+00   .406E-04     293  -.1477E-09
      23.00000   .600E-19  -.762E-08   .272E-03  -.164E-06   .000E+00   .000E+00   .846E-04   .000E+00   .200E-06   .000E+00   .000E+00   .420E-04     294  -.1399E-09
      23.50000   .630E-04  -.772E-08   .304E-03  -.168E-06   .000E+00   .000E+00   .815E-04   .000E+00   .200E-06   .000E+00   .000E+00   .435E-04     313  -.1292E-09
