        soln	      dist_x	        time	          pH	          pe	          Cl	
          26	         -25	           0	           7	     11.6915	 0.0000e+000	
          26	         -25	         0.5	           7	      11.692	 0.0000e+000	
          26	         -25	           1	           7	     11.6885	 0.0000e+000	
          26	         -25	         1.5	           7	     11.6848	 0.0000e+000	
          26	         -25	           2	           7	     11.6806	 0.0000e+000	
          26	         -25	         2.5	           7	     11.6763	 0.0000e+000	
          26	         -25	           3	           7	     11.6718	 0.0000e+000	
          26	         -25	         3.5	           7	     11.6672	 0.0000e+000	
          26	         -25	           4	           7	     11.6625	 4.2551e-023	
          26	         -25	         4.5	           7	     11.6589	 4.0673e-021	
          26	         -25	           5	           7	     11.6561	 4.1621e-018	
          26	         -25	         5.5	           7	     11.6546	 3.1052e-016	
          26	         -25	           6	           7	     11.6529	 5.3867e-015	
          26	         -25	         6.5	           7	     11.6511	 3.9137e-014	
          26	         -25	           7	           7	     11.6487	 1.8225e-013	
          26	         -25	         7.5	           7	     11.6471	 5.9836e-013	
          26	         -25	           8	           7	     11.6454	 1.6165e-012	
          26	         -25	         8.5	     6.99999	     11.6441	 3.8987e-012	
          26	         -25	           9	     6.99998	     11.6432	 8.8371e-012	
          26	         -25	         9.5	     6.99996	     11.6424	 1.8512e-011	
          26	         -25	          10	     6.99992	     11.6422	 3.6559e-011	
          26	         -25	        10.5	     6.99985	     11.6435	 7.2027e-011	
          26	         -25	          11	     6.99944	     11.6519	 2.5602e-010	
          26	         -25	        11.5	     6.98452	     11.6888	 7.1354e-009	
          26	         -25	          12	     6.74242	     11.9534	 1.2580e-007	
          26	         -25	        12.5	      6.2889	     12.4191	 4.9521e-007	
          26	         -25	          13	     5.99412	     12.7177	 1.0050e-006	
          26	         -25	        13.5	     5.82361	     12.8884	 1.4966e-006	
          26	         -25	          14	     5.71658	     12.9934	 1.9185e-006	
          26	         -25	        14.5	     5.64369	     13.0634	 2.2712e-006	
          26	         -25	          15	     5.59119	     13.1126	 2.5643e-006	
          26	         -25	        15.5	     5.55202	      13.148	 2.8073e-006	
          26	         -25	          16	     5.52212	     13.1739	 3.0081e-006	
          26	         -25	        16.5	     5.49911	     13.1928	 3.1723e-006	
          26	         -25	          17	     5.48153	      13.206	 3.3037e-006	
          26	         -25	        17.5	     5.46811	     13.2149	 3.4077e-006	
          26	         -25	          18	     5.45744	      13.221	 3.4927e-006	
          26	         -25	        18.5	     5.44837	     13.2259	 3.5666e-006	
          26	         -25	          19	     5.43605	     13.2363	 3.6695e-006	
          26	         -25	        19.5	     5.40877	     13.2677	 3.9080e-006	
          26	         -25	          20	     5.34706	     13.3402	 4.5062e-006	
          26	         -25	        20.5	      5.2432	      13.455	 5.7264e-006	
          26	         -25	          21	     5.14644	      13.555	 7.1586e-006	
          26	         -25	        21.5	       5.081	     13.6175	 8.3253e-006	
          26	         -25	          22	     5.03737	      13.656	 9.2069e-006	
          26	         -25	        22.5	     5.00686	     13.6802	 9.8784e-006	
          26	         -25	          23	      4.9845	     13.6962	 1.0401e-005	
          26	         -25	        23.5	     4.96685	     13.7075	 1.0834e-005	
          26	         -25	          24	     4.93988	     13.7331	 1.1529e-005	
          26	         -25	        24.5	      4.8923	      13.782	 1.2867e-005	
          26	         -25	          25	     4.85044	      13.819	 1.4172e-005	
          26	         -25	        25.5	     4.81941	     13.8427	 1.5224e-005	
          26	         -25	          26	     4.77413	     13.8864	 1.6901e-005	
          26	         -25	        26.5	     4.70752	     13.9519	 1.9711e-005	
          26	         -25	          27	     4.65145	     13.9969	 2.2435e-005	
          26	         -25	        27.5	     4.60983	     14.0204	 2.4698e-005	
          26	         -25	          28	       4.584	     14.0224	 2.6216e-005	
          26	         -25	        28.5	     4.56755	      14.011	 2.7231e-005	
          26	         -25	          29	     4.55551	     13.9916	 2.7999e-005	
          26	         -25	        29.5	     4.54606	     13.9634	 2.8617e-005	
          26	         -25	          30	      4.5387	     13.9186	 2.9107e-005	
          26	         -25	        30.5	     4.53298	     13.8379	 2.9495e-005	
          26	         -25	          31	     4.52815	     13.4001	 2.9825e-005	
          26	         -25	        31.5	     4.52384	   0.0230738	 3.0123e-005	
          26	         -25	          32	     4.51947	   -0.104906	 3.0429e-005	
          26	         -25	        32.5	      4.5145	   -0.174142	 3.0781e-005	
          26	         -25	          33	     4.50957	   -0.221148	 3.1133e-005	
          26	         -25	        33.5	     4.50474	    -0.25511	 3.1482e-005	
          26	         -25	          34	     4.49664	   -0.258554	 3.2077e-005	
          26	         -25	        34.5	      4.4834	   -0.254096	 3.3074e-005	
          26	         -25	          35	     4.47162	   -0.272495	 3.3985e-005	
          26	         -25	        35.5	     4.46327	   -0.299713	 3.4648e-005	
          26	         -25	          36	     4.45769	   -0.326259	 3.5097e-005	
          26	         -25	        36.5	     4.45406	   -0.349183	 3.5393e-005	
          26	         -25	          37	     4.45057	   -0.365472	 3.5680e-005	
          26	         -25	        37.5	     4.44573	   -0.373524	 3.6080e-005	
          26	         -25	          38	     4.43696	   -0.364605	 3.6819e-005	
          26	         -25	        38.5	     4.42302	    -0.35288	 3.8025e-005	
          26	         -25	          39	     4.41112	   -0.356736	 3.9084e-005	
          26	         -25	        39.5	     4.40298	   -0.368531	 3.9827e-005	
          26	         -25	          40	     4.39768	   -0.382445	 4.0317e-005	
          26	         -25	        40.5	     4.39407	   -0.395403	 4.0655e-005	
          26	         -25	          41	     4.39066	   -0.404671	 4.0977e-005	
          26	         -25	        41.5	      4.3863	   -0.408785	 4.1391e-005	
          26	         -25	          42	       4.379	   -0.402793	 4.2096e-005	
          26	         -25	        42.5	     4.36701	   -0.391389	 4.3279e-005	
          26	         -25	          43	     4.35604	   -0.389494	 4.4390e-005	
          26	         -25	        43.5	     4.34777	   -0.393387	 4.5247e-005	
          26	         -25	          44	     4.34183	    -0.40001	 4.5872e-005	
          26	         -25	        44.5	     4.33735	   -0.407635	 4.6350e-005	
          26	         -25	          45	     4.33399	   -0.415233	 4.6711e-005	
          26	         -25	        45.5	     4.33145	   -0.422483	 4.6986e-005	
          26	         -25	          46	     4.32939	   -0.429182	 4.7210e-005	
          26	         -25	        46.5	     4.32764	   -0.435588	 4.7402e-005	
          26	         -25	          47	     4.32613	   -0.441193	 4.7568e-005	
