 ******* Program HYDRUS
 ******* Multistep Outflow - Data from Jan Hopmans                              
  
 Date:   1.10.    Time:  14:13:49
 Units: L = cm   , T = hours, M = mmol 



                             Node( 19)

       time         h        theta    Temp   
        93.857    -384.440   .3257     .000
        94.167    -384.700   .3256     .000
        94.555    -385.018   .3256     .000
        95.136    -385.483   .3255     .000
        95.717    -385.936   .3255     .000
        95.727    -385.945   .3255     .000
        95.740    -385.955   .3255     .000
        95.757    -385.968   .3255     .000
        95.779    -385.985   .3255     .000
        95.807    -386.007   .3255     .000
        95.844    -386.036   .3255     .000
        95.892    -386.073   .3254     .000
        95.956    -386.122   .3254     .000
        96.036    -386.183   .3254     .000
        96.140    -386.263   .3254     .000
        96.278    -386.368   .3254     .000
        96.468    -386.511   .3254     .000
        96.690    -386.676   .3254     .000
        96.968    -386.879   .3253     .000
        97.384    -387.178   .3253     .000
        97.800    -387.472   .3253     .000
        97.810    -387.480   .3253     .000
        97.823    -387.489   .3253     .000
        97.840    -387.501   .3253     .000
        97.862    -387.516   .3253     .000
        97.891    -387.536   .3253     .000
        97.928    -387.562   .3253     .000
        97.976    -387.596   .3253     .000
        98.039    -387.639   .3253     .000
        98.119    -387.695   .3252     .000
        98.228    -387.770   .3252     .000
        98.361    -387.862   .3252     .000
        98.540    -387.984   .3252     .000
        98.778    -388.143   .3252     .000
        99.075    -388.341   .3252     .000
        99.521    -388.630   .3251     .000
        99.967    -388.914   .3251     .000
        99.977    -388.921   .3251     .000
        99.990    -388.929   .3251     .000
       100.007    -388.940   .3251     .000
       100.029    -388.953   .3251     .000
       100.058    -388.972   .3251     .000
       100.095    -388.995   .3251     .000
       100.143    -389.026   .3251     .000
       100.206    -389.065   .3251     .000
       100.286    -389.115   .3251     .000
       100.391    -389.181   .3251     .000
       100.533    -389.269   .3250     .000
       100.719    -389.382   .3250     .000
       100.956    -389.527   .3250     .000
       101.242    -389.698   .3250     .000
       101.623    -389.922   .3250     .000
       102.384    -390.354   .3249     .000
       102.394    -390.361   .3249     .000
       102.407    -390.368   .3249     .000
       102.424    -390.378   .3249     .000
       102.446    -390.390   .3249     .000
       102.474    -390.406   .3249     .000
       102.511    -390.427   .3249     .000
       102.559    -390.454   .3249     .000
       102.623    -390.490   .3249     .000
       102.703    -390.535   .3249     .000
       102.807    -390.593   .3249     .000
       102.945    -390.669   .3249     .000
       103.135    -390.774   .3249     .000
       103.357    -390.894   .3248     .000
       103.635    -391.043   .3248     .000
       104.051    -391.262   .3248     .000
       104.467    -391.477   .3248     .000
       104.477    -391.483   .3248     .000
       104.490    -391.489   .3248     .000
       104.507    -391.498   .3248     .000
       104.529    -391.510   .3248     .000
       104.557    -391.524   .3248     .000
       104.594    -391.543   .3248     .000
       104.643    -391.568   .3248     .000
       104.707    -391.601   .3248     .000
       104.787    -391.642   .3248     .000
       104.890    -391.694   .3247     .000
       105.037    -391.768   .3247     .000
       105.213    -391.856   .3247     .000
       105.448    -391.972   .3247     .000
       105.682    -392.086   .3247     .000
       105.917    -392.200   .3247     .000
       105.927    -392.205   .3247     .000
       105.934    -392.208   .3247     .000
       105.941    -392.211   .3247     .000
       105.948    -392.215   .3247     .000
       105.955    -392.218   .3247     .000
       105.964    -392.223   .3247     .000
       105.976    -392.228   .3247     .000
       105.991    -392.236   .3247     .000
       106.011    -392.245   .3247     .000
       106.031    -392.255   .3247     .000
       106.057    -392.267   .3247     .000
       106.091    -392.284   .3247     .000
       106.135    -392.305   .3247     .000
       106.192    -392.333   .3247     .000
       106.265    -392.371   .3247     .000
       106.338    -392.416   .3247     .000
       106.436    -392.490   .3246     .000
       106.566    -392.628   .3246     .000
       106.696    -392.825   .3246     .000
       106.870    -393.181   .3246     .000
       107.043    -393.629   .3245     .000
       107.217    -394.165   .3244     .000
       107.227    -394.188   .3244     .000
       107.240    -394.231   .3244     .000
       107.257    -394.284   .3244     .000
       107.279    -394.356   .3244     .000
       107.308    -394.453   .3244     .000
       107.345    -394.582   .3244     .000
       107.392    -394.747   .3244     .000
       107.457    -394.989   .3243     .000
       107.544    -395.328   .3243     .000
       107.630    -395.681   .3243     .000
       107.717    -396.047   .3242     .000
       107.727    -396.088   .3242     .000
       107.740    -396.143   .3242     .000
       107.757    -396.215   .3242     .000
       107.779    -396.311   .3242     .000
       107.807    -396.435   .3242     .000
       107.844    -396.598   .3241     .000
       107.892    -396.812   .3241     .000
       107.957    -397.108   .3241     .000
       108.041    -397.501   .3240     .000
       108.149    -398.017   .3240     .000
       108.280    -398.648   .3239     .000
       108.453    -399.506   .3238     .000
       108.800    -401.254   .3236     .000
       108.810    -401.301   .3236     .000
       108.823    -401.367   .3235     .000
       108.840    -401.452   .3235     .000
       108.862    -401.563   .3235     .000
       108.890    -401.706   .3235     .000
       108.927    -401.891   .3235     .000
       108.975    -402.137   .3234     .000
       109.039    -402.459   .3234     .000
       109.123    -402.889   .3234     .000
       109.236    -403.462   .3233     .000
       109.377    -404.178   .3232     .000
       109.588    -405.248   .3231     .000
       109.800    -406.312   .3229     .000
       109.810    -406.363   .3229     .000
       109.823    -406.428   .3229     .000
       109.840    -406.514   .3229     .000
       109.862    -406.623   .3229     .000
       109.891    -406.768   .3229     .000
       109.928    -406.953   .3228     .000
       109.975    -407.192   .3228     .000
       110.037    -407.502   .3228     .000
       110.122    -407.921   .3227     .000
       110.231    -408.464   .3227     .000
       110.372    -409.159   .3226     .000
       110.541    -409.986   .3225     .000
       110.766    -411.079   .3223     .000
       111.217    -413.213   .3221     .000
       111.227    -413.266   .3221     .000
       111.240    -413.327   .3221     .000
       111.257    -413.408   .3220     .000
       111.279    -413.511   .3220     .000
       111.308    -413.648   .3220     .000
       111.345    -413.821   .3220     .000
       111.392    -414.047   .3220     .000
       111.454    -414.338   .3219     .000
       111.539    -414.732   .3219     .000
       111.648    -415.242   .3218     .000
       111.789    -415.896   .3217     .000
       111.958    -416.675   .3216     .000
       112.183    -417.699   .3215     .000
       112.634    -419.718   .3213     .000
       112.644    -419.766   .3213     .000
       112.657    -419.823   .3212     .000
       112.674    -419.900   .3212     .000
       112.696    -419.998   .3212     .000
       112.725    -420.126   .3212     .000
       112.762    -420.293   .3212     .000
       112.810    -420.506   .3212     .000
       112.872    -420.782   .3211     .000
       112.952    -421.136   .3211     .000
       113.055    -421.597   .3210     .000
       113.194    -422.210   .3210     .000
       113.378    -423.018   .3208     .000
       113.608    -424.023   .3207     .000
       113.954    -425.519   .3205     .000
       114.300    -426.997   .3204     .000
       114.310    -427.042   .3203     .000
       114.323    -427.097   .3203     .000
       114.340    -427.171   .3203     .000
       114.362    -427.267   .3203     .000
       114.390    -427.392   .3203     .000
       114.427    -427.553   .3203     .000
       114.475    -427.760   .3203     .000
       114.539    -428.036   .3202     .000
       114.619    -428.381   .3202     .000
       114.723    -428.825   .3201     .000
       114.861    -429.411   .3201     .000
       115.051    -430.231   .3200     .000
       115.274    -431.187   .3198     .000
       115.551    -432.356   .3197     .000
       115.968    -434.117   .3195     .000
       116.384    -435.836   .3193     .000
       116.394    -435.880   .3193     .000
       116.407    -435.933   .3193     .000
       116.424    -436.003   .3193     .000
       116.446    -436.095   .3193     .000
       116.474    -436.217   .3193     .000
       116.512    -436.374   .3193     .000
       116.560    -436.577   .3193     .000
       116.622    -436.835   .3192     .000
       116.702    -437.162   .3192     .000
       116.809    -437.594   .3192     .000
       116.944    -438.137   .3191     .000
       117.114    -438.808   .3191     .000
       117.351    -439.744   .3190     .000
       117.667    -440.971   .3188     .000
       117.984    -442.175   .3187     .000
       118.300    -443.371   .3186     .000
       118.310    -443.410   .3186     .000
       118.323    -443.458   .3186     .000
       118.340    -443.522   .3186     .000
       118.362    -443.605   .3186     .000
       118.391    -443.713   .3186     .000
       118.427    -443.851   .3186     .000
       118.476    -444.032   .3186     .000
       118.539    -444.266   .3185     .000
       118.620    -444.566   .3185     .000
       118.726    -444.954   .3185     .000
       118.862    -445.457   .3184     .000
       119.045    -446.122   .3183     .000
       119.267    -446.926   .3183     .000
       119.564    -447.982   .3182     .000
       119.936    -449.285   .3180     .000
       120.493    -451.192   .3179     .000
       121.050    -453.063   .3177     .000
       121.060    -453.100   .3177     .000
       121.073    -453.143   .3177     .000
       121.090    -453.200   .3177     .000
       121.112    -453.274   .3177     .000
       121.140    -453.369   .3177     .000
       121.178    -453.494   .3176     .000
       121.226    -453.654   .3176     .000
       121.289    -453.864   .3176     .000
       121.369    -454.130   .3176     .000
       121.474    -454.478   .3175     .000
       121.617    -454.950   .3175     .000
       121.796    -455.536   .3174     .000
       122.047    -456.349   .3174     .000
       122.381    -457.421   .3173     .000
       122.716    -458.481   .3172     .000
       123.050    -459.529   .3171     .000
       123.060    -459.561   .3171     .000
       123.073    -459.602   .3171     .000
       123.090    -459.655   .3170     .000
       123.112    -459.723   .3170     .000
       123.140    -459.813   .3170     .000
       123.177    -459.928   .3170     .000
       123.225    -460.077   .3170     .000
       123.289    -460.275   .3170     .000
       123.369    -460.524   .3170     .000
       123.473    -460.845   .3169     .000
       123.611    -461.272   .3169     .000
       123.801    -461.855   .3168     .000
       124.024    -462.531   .3168     .000
       124.301    -463.369   .3167     .000
       124.718    -464.611   .3166     .000
       125.134    -465.841   .3165     .000
       125.144    -465.871   .3165     .000
       125.157    -465.909   .3164     .000
       125.174    -465.959   .3164     .000
       125.196    -466.024   .3164     .000
       125.225    -466.108   .3164     .000
       125.261    -466.217   .3164     .000
       125.310    -466.360   .3164     .000
       125.372    -466.543   .3164     .000
       125.453    -466.779   .3164     .000
       125.558    -467.086   .3163     .000
       125.700    -467.500   .3163     .000
       125.885    -468.037   .3162     .000
       126.123    -468.723   .3162     .000
       126.408    -469.543   .3161     .000
       126.789    -470.628   .3160     .000
       127.550    -472.766   .3158     .000
       127.560    -472.797   .3158     .000
       127.573    -472.833   .3158     .000
       127.590    -472.881   .3158     .000
       127.612    -472.942   .3158     .000
       127.640    -473.022   .3158     .000
       127.677    -473.126   .3158     .000
       127.726    -473.262   .3157     .000
       127.788    -473.437   .3157     .000
       127.868    -473.661   .3157     .000
       127.977    -473.965   .3157     .000
       128.111    -474.337   .3156     .000
       128.289    -474.832   .3156     .000
       128.527    -475.488   .3155     .000
       128.825    -476.303   .3154     .000
       129.271    -477.515   .3153     .000
       129.717    -478.716   .3152     .000
       129.727    -478.744   .3152     .000
       129.740    -478.778   .3152     .000
       129.757    -478.824   .3152     .000
       129.779    -478.883   .3152     .000
       129.807    -478.960   .3152     .000
       129.844    -479.059   .3152     .000
       129.893    -479.189   .3152     .000
       129.955    -479.356   .3152     .000
       130.035    -479.571   .3151     .000
       130.144    -479.861   .3151     .000
       130.278    -480.217   .3151     .000
       130.456    -480.690   .3150     .000
       130.694    -481.318   .3150     .000
       130.992    -482.096   .3149     .000
       131.438    -483.253   .3148     .000
       131.884    -484.400   .3147     .000
       131.894    -484.427   .3147     .000
       131.907    -484.460   .3147     .000
       131.924    -484.503   .3147     .000
       131.946    -484.559   .3147     .000
       131.975    -484.634   .3146     .000
       132.012    -484.728   .3146     .000
       132.060    -484.852   .3146     .000
       132.124    -485.015   .3146     .000
       132.206    -485.224   .3146     .000
       132.312    -485.495   .3146     .000
       132.449    -485.843   .3145     .000
       132.613    -486.258   .3145     .000
       132.832    -486.810   .3144     .000
       133.270    -487.901   .3143     .000
       133.618    -488.765   .3142     .000
       133.967    -489.622   .3142     .000
       133.977    -489.647   .3142     .000
       133.990    -489.679   .3142     .000
       134.007    -489.721   .3142     .000
       134.029    -489.775   .3142     .000
       134.057    -489.845   .3141     .000
       134.094    -489.935   .3141     .000
       134.142    -490.052   .3141     .000
       134.206    -490.208   .3141     .000
       134.286    -490.404   .3141     .000
       134.390    -490.657   .3141     .000
       134.528    -490.994   .3140     .000
       134.718    -491.455   .3140     .000
       134.941    -491.991   .3139     .000
       135.218    -492.656   .3139     .000
       135.635    -493.646   .3138     .000
       136.051    -494.628   .3137     .000
       136.061    -494.652   .3137     .000
       136.074    -494.683   .3137     .000
       136.091    -494.723   .3137     .000
       136.113    -494.774   .3137     .000
       136.141    -494.841   .3137     .000
       136.178    -494.928   .3137     .000
       136.226    -495.040   .3136     .000
       136.290    -495.190   .3136     .000
       136.370    -495.378   .3136     .000
       136.474    -495.621   .3136     .000
       136.612    -495.944   .3136     .000
       136.802    -496.386   .3135     .000
       137.024    -496.900   .3135     .000
       137.302    -497.539   .3134     .000
       137.718    -498.490   .3133     .000
       138.134    -499.434   .3132     .000
       138.144    -499.458   .3132     .000
       138.157    -499.487   .3132     .000
       138.174    -499.525   .3132     .000
       138.196    -499.575   .3132     .000
       138.224    -499.639   .3132     .000
       138.261    -499.723   .3132     .000
       138.309    -499.831   .3132     .000
       138.373    -499.974   .3132     .000
       138.453    -500.156   .3132     .000
       138.557    -500.389   .3131     .000
       138.695    -500.700   .3131     .000
       138.885    -501.127   .3131     .000
       139.107    -501.622   .3130     .000
       139.385    -502.238   .3130     .000
       139.801    -503.154   .3129     .000
       140.217    -504.066   .3128     .000
       140.227    -504.088   .3128     .000
       140.240    -504.116   .3128     .000
       140.257    -504.154   .3128     .000
       140.279    -504.201   .3128     .000
       140.307    -504.264   .3128     .000
       140.344    -504.344   .3128     .000
       140.392    -504.449   .3127     .000
       140.456    -504.587   .3127     .000
       140.536    -504.762   .3127     .000
       140.640    -504.988   .3127     .000
       140.778    -505.289   .3127     .000
       140.968    -505.701   .3126     .000
       141.191    -506.180   .3126     .000
       141.468    -506.776   .3125     .000
       141.885    -507.663   .3124     .000
       142.301    -508.546   .3123     .000
       142.311    -508.568   .3123     .000
       142.324    -508.595   .3123     .000
       142.341    -508.631   .3123     .000
       142.363    -508.677   .3123     .000
       142.391    -508.738   .3123     .000
       142.428    -508.816   .3123     .000
       142.476    -508.917   .3123     .000
       142.540    -509.051   .3123     .000
       142.620    -509.221   .3123     .000
       142.724    -509.440   .3123     .000
       142.862    -509.731   .3122     .000
       143.052    -510.131   .3122     .000
       143.274    -510.595   .3121     .000
       143.552    -511.172   .3121     .000
       143.968    -512.034   .3120     .000
       144.384    -512.892   .3119     .000
       144.394    -512.913   .3119     .000
       144.407    -512.940   .3119     .000
       144.424    -512.975   .3119     .000
       144.446    -513.020   .3119     .000
       144.474    -513.079   .3119     .000
       144.512    -513.155   .3119     .000
       144.560    -513.255   .3119     .000
       144.623    -513.385   .3119     .000
       144.704    -513.552   .3119     .000
       144.809    -513.767   .3118     .000
       144.951    -514.057   .3118     .000
       145.125    -514.413   .3118     .000
       145.357    -514.886   .3117     .000
       145.667    -515.513   .3117     .000
       146.055    -516.297   .3116     .000
       146.636    -517.465   .3115     .000
       147.217    -518.623   .3114     .000
       147.227    -518.645   .3114     .000
       147.240    -518.670   .3114     .000
       147.257    -518.704   .3114     .000
       147.279    -518.748   .3114     .000
       147.307    -518.805   .3114     .000
       147.345    -518.879   .3114     .000
       147.393    -518.975   .3113     .000
       147.456    -519.100   .3113     .000
       147.537    -519.260   .3113     .000
       147.640    -519.466   .3113     .000
       147.779    -519.740   .3113     .000
       147.955    -520.091   .3112     .000
       148.175    -520.529   .3112     .000
       148.484    -521.141   .3111     .000
       148.895    -521.952   .3111     .000
       149.306    -522.757   .3110     .000
       149.717    -523.561   .3109     .000
       149.727    -523.581   .3109     .000
       149.740    -523.606   .3109     .000
       149.757    -523.639   .3109     .000
       149.779    -523.682   .3109     .000
       149.808    -523.739   .3109     .000
       149.845    -523.811   .3109     .000
       149.893    -523.907   .3109     .000
       149.955    -524.030   .3109     .000
       150.036    -524.190   .3108     .000
       150.141    -524.397   .3108     .000
       150.283    -524.677   .3108     .000
       150.468    -525.040   .3108     .000
       150.706    -525.504   .3107     .000
       150.992    -526.058   .3107     .000
       151.373    -526.790   .3106     .000
       152.134    -528.275   .3104     .000
       152.144    -528.292   .3104     .000
       152.157    -528.317   .3104     .000
       152.174    -528.350   .3104     .000
       152.196    -528.395   .3104     .000
       152.225    -528.450   .3104     .000
       152.267    -528.533   .3104     .000
       152.310    -528.616   .3104     .000
       152.359    -528.711   .3104     .000
       152.421    -528.833   .3104     .000
       152.503    -528.991   .3104     .000
       152.609    -529.196   .3104     .000
       152.750    -529.468   .3103     .000
       152.922    -529.799   .3103     .000
       153.152    -530.237   .3103     .000
       153.439    -530.807   .3102     .000
       153.870    -531.648   .3101     .000
       154.301    -532.481   .3100     .000
       154.311    -532.501   .3100     .000
       154.324    -532.526   .3100     .000
       154.341    -532.559   .3100     .000
       154.363    -532.601   .3100     .000
       154.391    -532.655   .3100     .000
       154.428    -532.727   .3100     .000
       154.476    -532.818   .3100     .000
       154.540    -532.940   .3100     .000
       154.620    -533.094   .3100     .000
       154.724    -533.291   .3100     .000
       154.862    -533.555   .3099     .000
       155.052    -533.936   .3099     .000
       155.274    -534.376   .3099     .000
       155.552    -534.913   .3098     .000
       155.968    -535.704   .3098     .000
       156.384    -536.486   .3097     .000
       156.394    -536.506   .3097     .000
       156.407    -536.530   .3097     .000
       156.424    -536.561   .3097     .000
       156.446    -536.603   .3097     .000
       156.475    -536.657   .3097     .000
       156.512    -536.726   .3097     .000
       156.560    -536.817   .3097     .000
       156.622    -536.933   .3097     .000
       156.703    -537.090   .3097     .000
       156.808    -537.292   .3097     .000
       156.950    -537.564   .3096     .000
       157.135    -537.913   .3096     .000
       157.373    -538.356   .3096     .000
       157.659    -538.881   .3095     .000
       158.040    -539.575   .3095     .000
       158.801    -540.951   .3094     .000
       158.811    -540.971   .3094     .000
       158.824    -540.994   .3094     .000
       158.841    -541.025   .3094     .000
       158.863    -541.064   .3094     .000
       158.891    -541.116   .3094     .000
       158.929    -541.184   .3094     .000
       158.977    -541.271   .3094     .000
       159.039    -541.384   .3094     .000
       159.120    -541.531   .3094     .000
       159.228    -541.725   .3093     .000
       159.367    -541.972   .3093     .000
       159.547    -542.294   .3093     .000
       159.788    -542.719   .3093     .000
       160.110    -543.286   .3092     .000
       160.512    -543.992   .3092     .000
       161.114    -545.034   .3091     .000
       161.717    -546.063   .3090     .000
       161.727    -546.081   .3090     .000
       161.740    -546.103   .3090     .000
       161.757    -546.132   .3090     .000
       161.779    -546.170   .3090     .000
       161.807    -546.219   .3090     .000
       161.845    -546.283   .3090     .000
       161.893    -546.365   .3090     .000
       161.955    -546.471   .3090     .000
       162.036    -546.609   .3090     .000
       162.143    -546.792   .3090     .000
       162.283    -547.030   .3089     .000
       162.458    -547.326   .3089     .000
       162.699    -547.730   .3089     .000
       162.980    -548.199   .3089     .000
       163.331    -548.782   .3088     .000
       163.857    -549.649   .3088     .000
       164.384    -550.506   .3087     .000
       164.394    -550.523   .3087     .000
       164.407    -550.544   .3087     .000
       164.424    -550.572   .3087     .000
       164.446    -550.608   .3087     .000
       164.474    -550.654   .3087     .000
       164.512    -550.715   .3087     .000
       164.560    -550.793   .3087     .000
       164.623    -550.895   .3087     .000
       164.704    -551.025   .3087     .000
       164.807    -551.194   .3086     .000
       164.946    -551.417   .3086     .000
       165.122    -551.702   .3086     .000
       165.342    -552.055   .3086     .000
       165.651    -552.547   .3085     .000
       166.062    -553.198   .3085     .000
       166.473    -553.844   .3084     .000
       166.884    -554.486   .3084     .000
       166.894    -554.502   .3084     .000
       166.907    -554.523   .3084     .000
       166.924    -554.549   .3084     .000
       166.946    -554.583   .3084     .000
       166.974    -554.628   .3084     .000
       167.011    -554.685   .3084     .000
       167.059    -554.759   .3084     .000
       167.123    -554.858   .3084     .000
       167.203    -554.983   .3084     .000
       167.307    -555.144   .3084     .000
       167.445    -555.357   .3083     .000
       167.635    -555.651   .3083     .000
       167.857    -555.992   .3083     .000
       168.135    -556.417   .3083     .000
       168.551    -557.049   .3082     .000
       168.967    -557.677   .3082     .000
       168.977    -557.692   .3082     .000
       168.990    -557.712   .3082     .000
       169.007    -557.737   .3082     .000
       169.029    -557.770   .3082     .000
       169.057    -557.813   .3082     .000
       169.095    -557.870   .3082     .000
       169.143    -557.942   .3081     .000
       169.206    -558.037   .3081     .000
       169.287    -558.158   .3081     .000
       169.393    -558.317   .3081     .000
       169.529    -558.521   .3081     .000
       169.706    -558.785   .3081     .000
       169.934    -559.123   .3081     .000
       170.207    -559.528   .3080     .000
       170.572    -560.064   .3080     .000
       171.301    -561.124   .3079     .000
       171.311    -561.139   .3079     .000
       171.324    -561.158   .3079     .000
       171.337    -561.177   .3079     .000
       171.350    -561.196   .3079     .000
       171.372    -561.228   .3079     .000
       171.401    -561.270   .3079     .000
       171.438    -561.324   .3079     .000
       171.486    -561.393   .3079     .000
       171.548    -561.484   .3079     .000
       171.628    -561.600   .3079     .000
       171.735    -561.754   .3079     .000
       171.875    -561.956   .3079     .000
       172.061    -562.224   .3078     .000
       172.309    -562.580   .3078     .000
       172.620    -563.023   .3078     .000
       173.085    -563.683   .3077     .000
       173.551    -564.340   .3077     .000
       173.561    -564.354   .3077     .000
       173.574    -564.372   .3077     .000
       173.591    -564.396   .3077     .000
       173.613    -564.427   .3077     .000
       173.641    -564.467   .3077     .000
       173.678    -564.519   .3077     .000
       173.726    -564.587   .3077     .000
       173.790    -564.676   .3076     .000
       173.870    -564.789   .3076     .000
       173.974    -564.934   .3076     .000
       174.112    -565.128   .3076     .000
       174.302    -565.394   .3076     .000
       174.524    -565.703   .3076     .000
       174.802    -566.089   .3075     .000
       175.218    -566.665   .3075     .000
       175.634    -567.239   .3075     .000
       175.644    -567.252   .3075     .000
       175.657    -567.271   .3075     .000
       175.674    -567.294   .3075     .000
       175.696    -567.324   .3075     .000
       175.724    -567.363   .3075     .000
       175.761    -567.414   .3074     .000
       175.809    -567.480   .3074     .000
       175.873    -567.567   .3074     .000
       175.953    -567.677   .3074     .000
       176.057    -567.820   .3074     .000
       176.195    -568.010   .3074     .000
       176.385    -568.271   .3074     .000
       176.607    -568.574   .3074     .000
       176.885    -568.953   .3073     .000
       177.301    -569.519   .3073     .000
       177.717    -570.083   .3073     .000
       177.727    -570.096   .3073     .000
       177.740    -570.114   .3072     .000
       177.757    -570.137   .3072     .000
       177.779    -570.167   .3072     .000
       177.807    -570.205   .3072     .000
       177.845    -570.256   .3072     .000
       177.893    -570.321   .3072     .000
       177.956    -570.406   .3072     .000
       178.037    -570.515   .3072     .000
       178.140    -570.655   .3072     .000
       178.279    -570.842   .3072     .000
       178.455    -571.079   .3072     .000
       178.675    -571.374   .3072     .000
       178.984    -571.787   .3071     .000
       179.395    -572.335   .3071     .000
       179.806    -572.880   .3070     .000
       180.217    -573.423   .3070     .000
       180.227    -573.436   .3070     .000
       180.240    -573.453   .3070     .000
       180.257    -573.475   .3070     .000
       180.279    -573.504   .3070     .000
       180.307    -573.542   .3070     .000
       180.344    -573.591   .3070     .000
       180.392    -573.654   .3070     .000
       180.456    -573.737   .3070     .000
       180.536    -573.843   .3070     .000
       180.640    -573.979   .3070     .000
       180.778    -574.161   .3070     .000
       180.968    -574.410   .3069     .000
       181.191    -574.700   .3069     .000
       181.468    -575.061   .3069     .000
       181.885    -575.600   .3068     .000
       182.301    -576.136   .3068     .000
       182.311    -576.149   .3068     .000
       182.324    -576.166   .3068     .000
       182.341    -576.187   .3068     .000
       182.363    -576.216   .3068     .000
       182.391    -576.252   .3068     .000
       182.429    -576.300   .3068     .000
       182.477    -576.362   .3068     .000
       182.540    -576.443   .3068     .000
       182.621    -576.546   .3068     .000
       182.727    -576.682   .3068     .000
       182.863    -576.856   .3068     .000
       183.040    -577.082   .3067     .000
       183.268    -577.372   .3067     .000
       183.541    -577.718   .3067     .000
       183.905    -578.178   .3067     .000
       184.634    -579.088   .3066     .000
       184.644    -579.101   .3066     .000
       184.657    -579.117   .3066     .000
       184.674    -579.138   .3066     .000
       184.696    -579.165   .3066     .000
       184.725    -579.201   .3066     .000
       184.761    -579.247   .3066     .000
       184.810    -579.308   .3066     .000
       184.873    -579.386   .3066     .000
       184.954    -579.487   .3066     .000
       185.059    -579.618   .3066     .000
       185.196    -579.788   .3065     .000
       185.379    -580.013   .3065     .000
       185.601    -580.288   .3065     .000
       185.898    -580.653   .3065     .000
       186.270    -581.107   .3064     .000
       186.827    -581.782   .3064     .000
       187.384    -582.453   .3063     .000
       187.394    -582.465   .3063     .000
       187.407    -582.481   .3063     .000
       187.424    -582.501   .3063     .000
       187.446    -582.527   .3063     .000
       187.474    -582.562   .3063     .000
       187.512    -582.607   .3063     .000
       187.560    -582.664   .3063     .000
       187.622    -582.739   .3063     .000
       187.704    -582.837   .3063     .000
       187.811    -582.965   .3063     .000
       187.946    -583.127   .3063     .000
       188.120    -583.334   .3063     .000
       188.347    -583.604   .3063     .000
       188.638    -583.948   .3062     .000
       189.074    -584.461   .3062     .000
       189.511    -584.971   .3062     .000
       190.384    -585.979   .3061     .000
end
