 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Multistep Outflow - Data from Jan Hopmans                             *
 *Multistep Outflow - Data from Jan Hopmans                             *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)............... 50
 No. of observations.................(NOBb)............. 229


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .078
 Saturated moisture content..........(WCS)............      .430
 First coefficient...................(ALPHA)..........      .036
 Second coefficeint..................(N)..............     1.560
 Saturated conductivity..............(CONDS).......... .1040E+01
 Pore conectivity factor.............(L)..............      .500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
   218    177.717      -.738       0     2       .464668
   219    180.217   -572.097       1     1       .000565
   220    180.217      -.739       0     2       .464668
   221    182.301   -574.510       1     1       .000565
   222    182.301      -.741       0     2       .464668
   223    184.634   -577.285       1     1       .000565
   224    184.634      -.743       0     2       .464668
   225    187.384   -580.862       1     1       .000565
   226    187.384      -.745       0     2       .464668
   227    190.384   -584.501       1     1       .000565
   228    190.384      -.747       0     2       .464668
   229    -22.190       .430       5     1     10.000000



 Parameter estimation with the  1. initial estimate
 ==================================================

 Iteration     SSQ        WCR        WCS        ALPHA      N          CONDS      L     
      0    .6675D+01     .07800     .43000     .03600    1.56000    1.04000     .50000
      1    .5415D+00     .18595     .42365     .01993    1.23449     .98468    1.56606
      2    .1945D+00     .20604     .44118     .01044    1.36429     .22708    3.42822
      3    .1857D-01     .20084     .43813     .01039    1.43665     .41376    3.71980
      4    .4928D-02     .19531     .43805     .01025    1.42589     .51352    3.80698
      5    .4838D-02     .20650     .43736     .00993    1.46296     .43513    3.43550
      6    .4733D-02     .20237     .43760     .01003    1.45007     .47884    3.60863
      7    .4723D-02     .19816     .43783     .01011    1.43635     .51761    3.76816
      8    .4712D-02     .19695     .43784     .01010    1.43411     .52085    3.79902


 Mass balance error in FE solution during final run was   .0004 %

 RSQUARE for regression of predicted vs observed = .99949


 Correlation matrix
 ==================
         1          2          3          4          5          6
   1   1.0000
   2   -.7374     1.0000
   3   -.7128      .7283     1.0000
   4    .9911     -.7868     -.7945     1.0000
   5   -.9488      .7652      .7923     -.9644     1.0000
   6   -.9822      .7350      .6691     -.9709      .9723     1.0000

 Non-linear least-squares analysis: final results
 ================================================
                                           95% Confidence limits
 Variable        Value        S.E.Coeff.     Lower         Upper
   WCR          .196948         .01227       .17278       .22112
   WCS          .437836         .00078       .43631       .43936
   ALPHA        .010098         .00028       .00955       .01065
   N           1.434115         .03817      1.35889      1.50934
   CONDS        .520853         .10174       .32036       .72135
   L           3.799021         .43894      2.93400      4.66404


 Contributions to the final objective function

 Measurement Set   0:    .2354E-02
 Measurement Set   1:    .2358E-02
 Measurement Set   5:    .9060E-09


------------Observed & Fitted Quantity -----------------------------
                                               Resi-
    No     Time           Obs        Fitted    dual   Type  Position
    2       .067         -.064        -.078     .015     0     2
    4       .084         -.077        -.087     .011     0     2
    6       .101         -.087        -.096     .009     0     2
    8       .134         -.103        -.109     .006     0     2
   10       .167         -.114        -.120     .006     0     2
   12       .200         -.124        -.130     .006     0     2
   14       .250         -.137        -.142     .005     0     2
   16       .350         -.151        -.159     .008     0     2
   18       .451         -.162        -.173     .010     0     2
   20       .567         -.172        -.184     .012     0     2
   22       .734         -.182        -.196     .014     0     2
   24      1.017         -.192        -.209     .016     0     2
   26      1.401         -.202        -.218     .016     0     2
   28      1.934         -.212        -.225     .013     0     2
   30      2.867         -.221        -.229     .008     0     2
   32      4.201         -.231        -.231     .000     0     2
   34      6.251         -.237        -.231    -.007     0     2
   36      8.717         -.241        -.231    -.010     0     2
   38     10.784         -.244        -.231    -.013     0     2
   40     12.450         -.268        -.249    -.019     0     2
   42     12.500         -.279        -.260    -.019     0     2
   44     12.634         -.291        -.278    -.013     0     2
   46     12.800         -.305        -.294    -.011     0     2
   48     12.967         -.316        -.306    -.009     0     2
   50     13.217         -.328        -.321    -.007     0     2
   52     13.467         -.339        -.333    -.005     0     2
   54     13.800         -.350        -.346    -.003     0     2
   56     14.217         -.360        -.359    -.001     0     2
   58     14.717         -.371        -.371     .000     0     2
   60     15.300         -.381        -.382     .001     0     2
   62     16.134         -.391        -.393     .002     0     2
   64     17.134         -.401        -.402     .002     0     2
   66     18.551         -.411        -.411     .001     0     2
   68     20.634         -.420        -.419    -.001     0     2
   70     23.217         -.429        -.423    -.005     0     2
   72     25.301         -.432        -.425    -.007     0     2
   74     27.551         -.435        -.427    -.009     0     2
   76     29.967         -.439        -.427    -.012     0     2
   78     32.134         -.441        -.427    -.014     0     2
   80     35.217         -.441        -.428    -.013     0     2
   82     48.267         -.461        -.445    -.015     0     2
   84     48.550         -.471        -.457    -.013     0     2
   86     48.967         -.478        -.469    -.009     0     2
   88     49.384         -.485        -.479    -.006     0     2
   90     49.884         -.493        -.488    -.005     0     2
   92     50.467         -.500        -.497    -.003     0     2
   94     51.217         -.507        -.507     .000     0     2
   96     52.050         -.515        -.517     .002     0     2
   98     52.967         -.523        -.526     .003     0     2
  100     53.967         -.529        -.535     .006     0     2
  102     55.050         -.536        -.543     .007     0     2
  104     56.300         -.544        -.551     .008     0     2
  106     57.634         -.550        -.559     .008     0     2
  108     59.384         -.557        -.567     .010     0     2
  110     61.050         -.563        -.574     .012     0     2
  112     62.884         -.569        -.581     .012     0     2
  114     64.884         -.575        -.587     .012     0     2
  116     67.050         -.580        -.593     .013     0     2
  118     69.134         -.584        -.598     .014     0     2
  120     71.217         -.588        -.602     .014     0     2
  122     73.634         -.591        -.606     .015     0     2
  124     75.717         -.596        -.609     .013     0     2
  126     77.884         -.599        -.612     .013     0     2
  128     80.800         -.601        -.615     .014     0     2
  130     82.967         -.604        -.618     .014     0     2
  132     86.134         -.606        -.620     .014     0     2
  134     88.467         -.608        -.622     .014     0     2
  136     90.634         -.610        -.624     .013     0     2
  138     92.884         -.612        -.625     .013     0     2
  140     95.717         -.613        -.627     .013     0     2
  142     97.800         -.616        -.628     .012     0     2
  144     99.967         -.619        -.629     .010     0     2
  146    102.384         -.621        -.630     .008     0     2
  148    104.467         -.624        -.630     .007     0     2
  150    107.217         -.668        -.646    -.021     0     2
  152    107.717         -.670        -.649    -.021     0     2
  154    108.800         -.673        -.654    -.019     0     2
  156    109.800         -.674        -.658    -.016     0     2
  158    111.217         -.678        -.663    -.015     0     2
  160    112.634         -.681        -.667    -.014     0     2
  162    114.300         -.684        -.671    -.013     0     2
  164    116.384         -.688        -.676    -.012     0     2
  166    118.300         -.691        -.680    -.011     0     2
  168    121.050         -.693        -.686    -.007     0     2
  170    123.050         -.696        -.689    -.007     0     2
  172    125.134         -.700        -.693    -.007     0     2
  174    127.550         -.703        -.696    -.007     0     2
  176    129.717         -.706        -.699    -.006     0     2
  178    131.884         -.708        -.702    -.006     0     2
  180    133.967         -.711        -.705    -.006     0     2
  182    136.051         -.712        -.708    -.005     0     2
  184    138.134         -.715        -.710    -.005     0     2
  186    140.217         -.716        -.712    -.004     0     2
  188    142.301         -.718        -.715    -.003     0     2
  190    144.384         -.719        -.717    -.003     0     2
  192    147.217         -.721        -.720    -.002     0     2
  194    149.717         -.723        -.722    -.001     0     2
  196    152.134         -.725        -.724    -.001     0     2
  198    154.301         -.726        -.726     .000     0     2
  200    156.384         -.727        -.727     .000     0     2
  202    158.801         -.729        -.729     .000     0     2
  204    161.717         -.731        -.731     .001     0     2
  206    164.384         -.732        -.733     .001     0     2
  208    166.884         -.734        -.735     .001     0     2
  210    168.967         -.736        -.736     .001     0     2
  212    171.301         -.736        -.738     .002     0     2
  214    173.551         -.736        -.739     .003     0     2
  216    175.634         -.737        -.740     .003     0     2
  218    177.717         -.738        -.741     .004     0     2
  220    180.217         -.739        -.743     .003     0     2
  222    182.301         -.741        -.744     .003     0     2
  224    184.634         -.743        -.745     .002     0     2
  226    187.384         -.745        -.746     .001     0     2
  228    190.384         -.747        -.748     .000     0     2
    1       .067       -45.803      -41.722   -4.082     1     1
    3       .084       -50.095      -44.939   -5.156     1     1
    5       .101       -54.193      -47.799   -6.394     1     1
    7       .134       -60.682      -52.623   -8.059     1     1
    9       .167       -65.641      -56.757   -8.884     1     1
   11       .200       -69.481      -60.282   -9.199     1     1
   13       .250       -71.660      -64.758   -6.902     1     1
   15       .350       -77.314      -71.687   -5.627     1     1
   17       .451       -83.680      -76.876   -6.804     1     1
   19       .567       -88.806      -81.622   -7.184     1     1
   21       .734       -92.269      -86.623   -5.645     1     1
   23      1.017       -94.673      -92.053   -2.620     1     1
   25      1.401       -97.107      -96.151    -.956     1     1
   27      1.934       -98.407      -98.963     .556     1     1
   29      2.867       -99.345     -100.865    1.520     1     1
   31      4.201      -100.086     -101.450    1.364     1     1
   33      6.251      -100.464     -101.519    1.055     1     1
   35      8.717      -100.893     -101.496     .603     1     1
   37     10.784      -100.862     -101.466     .604     1     1
   39     12.450      -121.349     -101.790  -19.559     1     1
   41     12.500      -126.840     -104.644  -22.196     1     1
   43     12.634      -134.748     -112.481  -22.267     1     1
   45     12.800      -142.358     -120.008  -22.350     1     1
   47     12.967      -147.519     -126.411  -21.108     1     1
   49     13.217      -153.150     -134.189  -18.961     1     1
   51     13.467      -157.442     -140.639  -16.803     1     1
   53     13.800      -162.136     -147.891  -14.245     1     1
   55     14.217      -166.699     -155.648  -11.051     1     1
   57     14.717      -171.198     -163.056   -8.142     1     1
   59     15.300      -175.376     -169.804   -5.572     1     1
   61     16.134      -179.916     -176.957   -2.959     1     1
   63     17.134      -184.146     -183.049   -1.097     1     1
   65     18.551      -188.286     -189.054     .768     1     1
   67     20.634      -192.495     -194.746    2.251     1     1
   69     23.217      -195.506     -198.271    2.765     1     1
   71     25.301      -197.243     -199.733    2.490     1     1
   73     27.551      -198.274     -200.593    2.319     1     1
   75     29.967      -198.998     -201.068    2.070     1     1
   77     32.134      -199.427     -201.295    1.868     1     1
   79     35.217      -198.507     -201.458    2.951     1     1
   81     48.267      -213.538     -201.827  -11.711     1     1
   83     48.550      -219.766     -206.632  -13.134     1     1
   85     48.967      -228.816     -214.659  -14.157     1     1
   87     49.384      -236.349     -221.632  -14.717     1     1
   89     49.884      -243.682     -229.149  -14.533     1     1
   91     50.467      -250.935     -237.246  -13.689     1     1
   93     51.217      -258.641     -246.137  -12.504     1     1
   95     52.050      -266.088     -254.755  -11.333     1     1
   97     52.967      -273.370     -263.240  -10.130     1     1
   99     53.967      -280.561     -271.563   -8.998     1     1
  101     55.050      -287.745     -279.839   -7.906     1     1
  103     56.300      -294.917     -288.953   -5.964     1     1
  105     57.634      -302.171     -297.522   -4.649     1     1
  107     59.384      -310.639     -307.198   -3.441     1     1
  109     61.050      -318.004     -315.338   -2.666     1     1
  111     62.884      -325.158     -323.142   -2.016     1     1
  113     64.884      -332.261     -330.583   -1.678     1     1
  115     67.050      -339.099     -337.618   -1.481     1     1
  117     69.134      -344.755     -343.650   -1.105     1     1
  119     71.217      -346.427     -349.189    2.762     1     1
  121     73.634      -350.680     -355.109    4.429     1     1
  123     75.717      -353.535     -359.631    6.096     1     1
  125     77.884      -356.799     -363.831    7.032     1     1
  127     80.800      -360.620     -368.913    8.293     1     1
  129     82.967      -363.559     -372.263    8.704     1     1
  131     86.134      -366.869     -376.520    9.651     1     1
  133     88.467      -369.127     -379.239   10.112     1     1
  135     90.634      -371.059     -381.499   10.440     1     1
  137     92.884      -373.224     -383.597   10.373     1     1
  139     95.717      -373.952     -385.936   11.984     1     1
  141     97.800      -375.996     -387.472   11.476     1     1
  143     99.967      -377.930     -388.914   10.984     1     1
  145    102.384      -379.265     -390.354   11.089     1     1
  147    104.467      -380.695     -391.477   10.782     1     1
  149    107.217      -382.406     -394.165   11.759     1     1
  151    107.717      -389.579     -396.047    6.468     1     1
  153    108.800      -401.225     -401.254     .029     1     1
  155    109.800      -409.263     -406.312   -2.951     1     1
  157    111.217      -418.020     -413.213   -4.807     1     1
  159    112.634      -425.327     -419.718   -5.609     1     1
  161    114.300      -432.487     -426.997   -5.490     1     1
  163    116.384      -440.978     -435.836   -5.142     1     1
  165    118.300      -448.218     -443.371   -4.847     1     1
  167    121.050      -454.154     -453.063   -1.091     1     1
  169    123.050      -462.059     -459.529   -2.530     1     1
  171    125.134      -468.141     -465.841   -2.300     1     1
  173    127.550      -474.916     -472.766   -2.150     1     1
  175    129.717      -480.226     -478.716   -1.510     1     1
  177    131.884      -485.416     -484.400   -1.016     1     1
  179    133.967      -490.820     -489.622   -1.198     1     1
  181    136.051      -495.904     -494.628   -1.276     1     1
  183    138.134      -500.988     -499.434   -1.554     1     1
  185    140.217      -505.832     -504.066   -1.766     1     1
  187    142.301      -510.477     -508.546   -1.931     1     1
  189    144.384      -514.949     -512.892   -2.057     1     1
  191    147.217      -518.822     -518.623    -.199     1     1
  193    149.717      -523.879     -523.561    -.318     1     1
  195    152.134      -528.657     -528.275    -.382     1     1
  197    154.301      -532.596     -532.481    -.115     1     1
  199    156.384      -536.243     -536.486     .243     1     1
  201    158.801      -540.622     -540.951     .329     1     1
  203    161.717      -545.466     -546.063     .597     1     1
  205    164.384      -549.765     -550.506     .741     1     1
  207    166.884      -553.917     -554.486     .569     1     1
  209    168.967      -557.218     -557.677     .459     1     1
  211    171.301      -560.385     -561.124     .739     1     1
  213    173.551      -562.381     -564.340    1.959     1     1
  215    175.634      -566.174     -567.239    1.065     1     1
  217    177.717      -568.929     -570.083    1.154     1     1
  219    180.217      -572.097     -573.423    1.326     1     1
  221    182.301      -574.510     -576.136    1.626     1     1
  223    184.634      -577.285     -579.088    1.803     1     1
  225    187.384      -580.862     -582.453    1.591     1     1
  227    190.384      -584.501     -585.979    1.478     1     1
  229    -22.190          .430         .430     .000     5     1


  Pressure    Log P      WC       Rel K     Log RK      Abs K    Log KA     Diffus     Log D
  .000E+00             .4378     .100E+01             .521E+00
  .141E+01    .150     .4377     .709E+00   -.149     .369E+00   -.433     .222E+04   3.346
  .168E+01    .225     .4376     .688E+00   -.162     .359E+00   -.446     .200E+04   3.301
  .200E+01    .300     .4376     .666E+00   -.176     .347E+00   -.459     .180E+04   3.255
  .237E+01    .375     .4375     .643E+00   -.192     .335E+00   -.475     .161E+04   3.208
  .282E+01    .450     .4374     .619E+00   -.208     .322E+00   -.492     .144E+04   3.159
  .335E+01    .525     .4373     .593E+00   -.227     .309E+00   -.510     .129E+04   3.109
  .398E+01    .600     .4371     .566E+00   -.247     .295E+00   -.530     .114E+04   3.057
  .473E+01    .675     .4369     .538E+00   -.270     .280E+00   -.553     .101E+04   3.004
  .562E+01    .750     .4367     .508E+00   -.294     .265E+00   -.578     .889E+03   2.949
  .668E+01    .825     .4363     .477E+00   -.322     .248E+00   -.605     .779E+03   2.891
